https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GHX,Volume USDT
1663459200,2022-09-18 00:00:00,GHX/USDT,0.01904,0.01907,0.019,0.01903,91197.3308,1735.813374852
1663372800,2022-09-17 00:00:00,GHX/USDT,0.01864,0.0197,0.01856,0.01909,3497877.7032,66306.408243029
1663286400,2022-09-16 00:00:00,GHX/USDT,0.01801,0.01918,0.01777,0.01861,2934199.138,54098.615325534
1663200000,2022-09-15 00:00:00,GHX/USDT,0.01715,0.01968,0.01709,0.018,4004237.025,73847.987966441
1663113600,2022-09-14 00:00:00,GHX/USDT,0.01787,0.01821,0.01647,0.01718,3061644.1792,53997.752937267
1663027200,2022-09-13 00:00:00,GHX/USDT,0.01951,0.01952,0.01722,0.0179,2985547.9661,55537.922338793
1662940800,2022-09-12 00:00:00,GHX/USDT,0.01932,0.01959,0.01891,0.01947,3069906.7988,59321.12026834
1662854400,2022-09-11 00:00:00,GHX/USDT,0.01944,0.01955,0.01861,0.01929,2759396.5183,53265.397602523
1662768000,2022-09-10 00:00:00,GHX/USDT,0.01918,0.01959,0.019,0.01952,2726611.8532,52974.649414959
1662681600,2022-09-09 00:00:00,GHX/USDT,0.01933,0.02007,0.018,0.01919,3286284.2799,63395.582966442
1662595200,2022-09-08 00:00:00,GHX/USDT,0.01993,0.02021,0.01928,0.01936,2774945.8492,54371.009575297
1662508800,2022-09-07 00:00:00,GHX/USDT,0.01974,0.02142,0.019,0.01989,2984361.1791,59041.85857926
1662422400,2022-09-06 00:00:00,GHX/USDT,0.01988,0.02029,0.01917,0.01971,2968869.4622,59125.604053094
1662336000,2022-09-05 00:00:00,GHX/USDT,0.01979,0.02035,0.0191,0.01986,2890565.505,57093.830654052
1662249600,2022-09-04 00:00:00,GHX/USDT,0.02004,0.0204,0.01907,0.01982,2766445.5772,55224.385301628
1662163200,2022-09-03 00:00:00,GHX/USDT,0.02023,0.02048,0.01967,0.02004,2508050.415,50431.746313032
1662076800,2022-09-02 00:00:00,GHX/USDT,0.02038,0.02104,0.01981,0.02028,3079966.9009,62897.356261637
1661990400,2022-09-01 00:00:00,GHX/USDT,0.02074,0.02079,0.0196,0.02038,2539870.8956,51373.124463832
1661904000,2022-08-31 00:00:00,GHX/USDT,0.02114,0.0212,0.02057,0.0208,2057906.7413,42941.44985768
1661817600,2022-08-30 00:00:00,GHX/USDT,0.02133,0.02178,0.0209,0.02114,2945773.4834,62947.445076103
1661731200,2022-08-29 00:00:00,GHX/USDT,0.02012,0.0237,0.01981,0.02133,2571874.8372,55224.00911112
1661644800,2022-08-28 00:00:00,GHX/USDT,0.021,0.02117,0.0197,0.02011,3042486.641,62739.062914346
1661558400,2022-08-27 00:00:00,GHX/USDT,0.02046,0.0222,0.01992,0.021,2271259.1249,47362.513969479
1661472000,2022-08-26 00:00:00,GHX/USDT,0.02214,0.02259,0.0195,0.02057,3304929.0797,70283.559754461
1661385600,2022-08-25 00:00:00,GHX/USDT,0.02208,0.02267,0.0216,0.02214,2509433.7208,55682.265496073
1661299200,2022-08-24 00:00:00,GHX/USDT,0.02434,0.02434,0.02159,0.02199,1845500.2905,41567.044594587
1661212800,2022-08-23 00:00:00,GHX/USDT,0.02138,0.0266,0.02051,0.02443,4343125.2258,101725.518530313
1661126400,2022-08-22 00:00:00,GHX/USDT,0.02317,0.02317,0.02098,0.02138,2668660.6556,57749.8651134
1661040000,2022-08-21 00:00:00,GHX/USDT,0.02203,0.02367,0.022,0.02317,1843256.7489,42278.828529094
1660953600,2022-08-20 00:00:00,GHX/USDT,0.02265,0.02727,0.0215,0.02203,3334127.8511,75955.549334814
1660867200,2022-08-19 00:00:00,GHX/USDT,0.0245,0.02453,0.0212,0.02271,2625913.8104,59040.606496231
1660780800,2022-08-18 00:00:00,GHX/USDT,0.02306,0.0285,0.02306,0.02457,3501261.762,88788.512111185
1660694400,2022-08-17 00:00:00,GHX/USDT,0.02267,0.0264,0.02251,0.02306,2651332.2472,62657.049452247
1660608000,2022-08-16 00:00:00,GHX/USDT,0.024,0.02402,0.0225,0.02268,2424269.0701,55756.889386865
1660521600,2022-08-15 00:00:00,GHX/USDT,0.02453,0.02649,0.02359,0.02402,2766023.6039,67939.120964749
1660435200,2022-08-14 00:00:00,GHX/USDT,0.02461,0.02559,0.02445,0.02456,1855844.4689,46510.456496042
1660348800,2022-08-13 00:00:00,GHX/USDT,0.02445,0.02605,0.0237,0.02459,2083859.9862,50914.819747117
1660262400,2022-08-12 00:00:00,GHX/USDT,0.024,0.02525,0.0236,0.02441,2042411.0035,49733.257684258
1660176000,2022-08-11 00:00:00,GHX/USDT,0.0245,0.02516,0.0229,0.02396,2113727.5945,50965.703426108
1660089600,2022-08-10 00:00:00,GHX/USDT,0.0223,0.0329,0.02207,0.0245,6973266.7556,184795.327792549
1660003200,2022-08-09 00:00:00,GHX/USDT,0.02242,0.02343,0.02114,0.02227,2752773.7455,61533.584591891
1659916800,2022-08-08 00:00:00,GHX/USDT,0.02375,0.0254,0.02213,0.02246,4473723.5026,107046.488547341
1659830400,2022-08-07 00:00:00,GHX/USDT,0.02587,0.035,0.02337,0.02375,20174405.3854,575625.851012499
1659744000,2022-08-06 00:00:00,GHX/USDT,0.01957,0.0264,0.01941,0.02587,12659249.3762,281976.295772663
1659657600,2022-08-05 00:00:00,GHX/USDT,0.01895,0.01976,0.01882,0.01962,3258330.528,62992.477497292
1659571200,2022-08-04 00:00:00,GHX/USDT,0.01874,0.01949,0.01872,0.01892,3128578.4748,59457.393191865
1659484800,2022-08-03 00:00:00,GHX/USDT,0.01883,0.01926,0.01853,0.0187,4953017.0575,94107.044585089
1659398400,2022-08-02 00:00:00,GHX/USDT,0.01945,0.01955,0.0186,0.01886,4085595.1206,77461.222986846
1659312000,2022-08-01 00:00:00,GHX/USDT,0.01926,0.01997,0.01903,0.01945,3382706.1457,65645.195160626
1659225600,2022-07-31 00:00:00,GHX/USDT,0.01914,0.01986,0.01893,0.01926,2356659.1873,45584.220064344
1659139200,2022-07-30 00:00:00,GHX/USDT,0.01941,0.02,0.01897,0.01914,3695215.4164,71540.016439495
1659052800,2022-07-29 00:00:00,GHX/USDT,0.01977,0.02009,0.01932,0.01947,3792428.2033,74368.57121845
1658966400,2022-07-28 00:00:00,GHX/USDT,0.01921,0.0202,0.0185,0.0198,3959857.0313,75164.040482598
1658880000,2022-07-27 00:00:00,GHX/USDT,0.01892,0.01958,0.01848,0.0192,4543491.1771,86057.438891249
1658793600,2022-07-26 00:00:00,GHX/USDT,0.01934,0.01934,0.0178,0.0189,4348893.751,80841.219017473
1658707200,2022-07-25 00:00:00,GHX/USDT,0.01984,0.02023,0.01903,0.0193,3561457.0831,69289.523856162
1658620800,2022-07-24 00:00:00,GHX/USDT,0.01884,0.021,0.01853,0.01984,2416665.7328,46797.271183119
1658534400,2022-07-23 00:00:00,GHX/USDT,0.01909,0.01916,0.0184,0.01886,5288376.0613,98652.526103355
1658448000,2022-07-22 00:00:00,GHX/USDT,0.01899,0.02055,0.01881,0.01909,3207013.5385,61790.428406465
1658361600,2022-07-21 00:00:00,GHX/USDT,0.01877,0.01941,0.01834,0.01903,3879851.8054,72812.745883251
1658275200,2022-07-20 00:00:00,GHX/USDT,0.01857,0.01989,0.01816,0.01869,2507499.6058,46998.056631528
1658188800,2022-07-19 00:00:00,GHX/USDT,0.01811,0.0194,0.0178,0.01861,3862121.75941795,71352.9641221454935
1658102400,2022-07-18 00:00:00,GHX/USDT,0.01747,0.01891,0.0169,0.01811,7350499.28362568,132319.2588105807009
1658016000,2022-07-17 00:00:00,GHX/USDT,0.01761,0.01856,0.01722,0.01749,3331200.87794919,58792.4790104285414
1657929600,2022-07-16 00:00:00,GHX/USDT,0.01716,0.01835,0.0168,0.01764,5534901.49075933,97307.2953917402411
1657843200,2022-07-15 00:00:00,GHX/USDT,0.01786,0.0181,0.01669,0.01716,4782831.6832004,84653.8616432751555
1657756800,2022-07-14 00:00:00,GHX/USDT,0.01769,0.01788,0.01664,0.01785,4366707.41230142,75971.1469748478578
1657670400,2022-07-13 00:00:00,GHX/USDT,0.01743,0.01954,0.0165,0.01769,3525897.77463577,61822.4264089546342
1657584000,2022-07-12 00:00:00,GHX/USDT,0.01786,0.01798,0.0168,0.01738,4206757.90814493,73239.6211712004491
1657497600,2022-07-11 00:00:00,GHX/USDT,0.01779,0.01871,0.0176,0.01784,4933327.1111684,89560.8358720312991
1657411200,2022-07-10 00:00:00,GHX/USDT,0.01961,0.02007,0.01603,0.01799,5184088.23402382,95672.2934848932316
1657324800,2022-07-09 00:00:00,GHX/USDT,0.01989,0.02049,0.01909,0.01961,5560948.77022993,109257.667675660399
1657238400,2022-07-08 00:00:00,GHX/USDT,0.01964,0.02099,0.01908,0.01991,5176639.79699057,103673.5609444814175
1657152000,2022-07-07 00:00:00,GHX/USDT,0.01873,0.0197,0.0183,0.01964,4952312.32244572,93710.4966602925925
1657065600,2022-07-06 00:00:00,GHX/USDT,0.01909,0.0195,0.01828,0.01875,4645881.62828514,87835.199886846504
1656979200,2022-07-05 00:00:00,GHX/USDT,0.01853,0.01913,0.01843,0.01911,5142974.69158402,97132.072386060094
1656892800,2022-07-04 00:00:00,GHX/USDT,0.01872,0.019,0.0175,0.01852,4198752.33536909,76671.9862409897007
1656806400,2022-07-03 00:00:00,GHX/USDT,0.02017,0.0204,0.0182,0.0188,4917686.62853146,92921.488753126467
1656720000,2022-07-02 00:00:00,GHX/USDT,0.01881,0.021,0.01821,0.02016,4556128.57280635,89030.0687486371896
1656633600,2022-07-01 00:00:00,GHX/USDT,0.01671,0.02123,0.01511,0.01884,7383189.66729976,134075.064805159531
1656547200,2022-06-30 00:00:00,GHX/USDT,0.01748,0.01748,0.0152,0.01668,4771511.15721274,78177.9480806876797
1656460800,2022-06-29 00:00:00,GHX/USDT,0.0182,0.01828,0.01686,0.01748,5478765.57341049,95937.8868081524015
1656374400,2022-06-28 00:00:00,GHX/USDT,0.01918,0.01948,0.01659,0.01814,5284983.34785661,97758.1471416872466
1656288000,2022-06-27 00:00:00,GHX/USDT,0.01986,0.01986,0.0183,0.01921,5775843.60117728,110533.3540702149939
1656201600,2022-06-26 00:00:00,GHX/USDT,0.01963,0.02,0.01921,0.01988,5584223.1055452,110387.4229376920277
1656115200,2022-06-25 00:00:00,GHX/USDT,0.01896,0.02065,0.01871,0.01966,4387496.3139319,86514.4531338923169
1656028800,2022-06-24 00:00:00,GHX/USDT,0.01815,0.01999,0.018,0.019,3527766.45170637,66090.6172510161243
1655942400,2022-06-23 00:00:00,GHX/USDT,0.01832,0.0189,0.01755,0.01819,3664755.9099498,66372.9628731574957
1655856000,2022-06-22 00:00:00,GHX/USDT,0.01831,0.0189,0.01592,0.01833,6153666.6335083,109830.2653611259593
1655769600,2022-06-21 00:00:00,GHX/USDT,0.0176,0.0188,0.0176,0.01834,3818855.86738844,69915.1618436113158
1655683200,2022-06-20 00:00:00,GHX/USDT,0.018,0.01821,0.01723,0.01765,4889067.18661532,86442.0780351774178
1655596800,2022-06-19 00:00:00,GHX/USDT,0.01717,0.02009,0.0163,0.01805,3748305.42810241,66929.066061630366
1655510400,2022-06-18 00:00:00,GHX/USDT,0.01839,0.01958,0.01588,0.01719,5061460.08303071,88078.927217621675
1655424000,2022-06-17 00:00:00,GHX/USDT,0.01696,0.01934,0.01695,0.01843,5301705.32882867,95680.3744814605091
1655337600,2022-06-16 00:00:00,GHX/USDT,0.0184,0.01946,0.0166,0.01695,4542805.09940287,80436.3155677187547
1655251200,2022-06-15 00:00:00,GHX/USDT,0.01736,0.01889,0.01533,0.0184,5467876.23950945,95223.8245908929968
