https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEAR,Volume USDT
1663462800,2022-09-18 01:00:00,NEAR/USDT,4.3573,4.3606,4.3495,4.3523,1879.847071,8188.081335832662
1663459200,2022-09-18 00:00:00,NEAR/USDT,4.3818,4.3857,4.3346,4.3587,23197.90000434,101180.688989172253
1663455600,2022-09-17 23:00:00,NEAR/USDT,4.3835,4.3924,4.3717,4.3799,16034.59710164,70294.065481884405
1663452000,2022-09-17 22:00:00,NEAR/USDT,4.3392,4.3843,4.3351,4.3833,24542.84654558,107102.802747870406
1663448400,2022-09-17 21:00:00,NEAR/USDT,4.3412,4.3573,4.3207,4.3397,9243.3747312,40099.272253110005
1663444800,2022-09-17 20:00:00,NEAR/USDT,4.3291,4.3504,4.3215,4.3424,17381.94265368,75370.712354823463
1663441200,2022-09-17 19:00:00,NEAR/USDT,4.3181,4.3286,4.3047,4.3275,12788.89834045,55179.101403993826
1663437600,2022-09-17 18:00:00,NEAR/USDT,4.3488,4.3551,4.314,4.3165,22481.49477917,97428.732707989396
1663434000,2022-09-17 17:00:00,NEAR/USDT,4.354,4.3678,4.3406,4.3479,16400.66399505,71413.935394957232
1663430400,2022-09-17 16:00:00,NEAR/USDT,4.3105,4.3571,4.3072,4.3483,39612.01595356,171717.665366700349
1663426800,2022-09-17 15:00:00,NEAR/USDT,4.3161,4.3371,4.2993,4.3085,68194.74305689,294308.65423693834
1663423200,2022-09-17 14:00:00,NEAR/USDT,4.2784,4.3449,4.2772,4.3148,52493.34761896,226489.941741509977
1663419600,2022-09-17 13:00:00,NEAR/USDT,4.2842,4.2984,4.2715,4.2784,23794.49877611,102011.104744359551
1663416000,2022-09-17 12:00:00,NEAR/USDT,4.2685,4.2864,4.2453,4.2817,36889.05621772,157425.090730681763
1663412400,2022-09-17 11:00:00,NEAR/USDT,4.27,4.2781,4.2622,4.269,11587.62596197,49479.84738167944
1663408800,2022-09-17 10:00:00,NEAR/USDT,4.2858,4.3066,4.2627,4.2693,21721.02500898,92991.890692080284
1663405200,2022-09-17 09:00:00,NEAR/USDT,4.3129,4.3228,4.28,4.2847,29345.8964601,126186.082570492437
1663401600,2022-09-17 08:00:00,NEAR/USDT,4.2774,4.3285,4.2742,4.3152,61925.43190469,266411.097350469563
1663398000,2022-09-17 07:00:00,NEAR/USDT,4.2685,4.2773,4.2551,4.2773,14179.20257398,60477.987071157305
1663394400,2022-09-17 06:00:00,NEAR/USDT,4.2522,4.271,4.2522,4.2696,14579.44672817,62128.486550700969
1663390800,2022-09-17 05:00:00,NEAR/USDT,4.2707,4.2707,4.2359,4.2518,21461.7791029,91329.019491546382
1663387200,2022-09-17 04:00:00,NEAR/USDT,4.2535,4.288,4.2535,4.2709,21504.34930872,91879.387054753255
1663383600,2022-09-17 03:00:00,NEAR/USDT,4.2652,4.2722,4.2492,4.2525,15588.36710836,66371.522730177389
1663380000,2022-09-17 02:00:00,NEAR/USDT,4.2758,4.2825,4.2587,4.266,27445.91650282,117092.914494458188
1663376400,2022-09-17 01:00:00,NEAR/USDT,4.242,4.2771,4.242,4.275,10651.03263757,45375.624037437363
1663372800,2022-09-17 00:00:00,NEAR/USDT,4.205,4.3008,4.2035,4.2424,133968.08360637,571251.519069281725
1663369200,2022-09-16 23:00:00,NEAR/USDT,4.2225,4.2256,4.1675,4.2052,25447.24531907,106827.143128040488
1663365600,2022-09-16 22:00:00,NEAR/USDT,4.2252,4.2412,4.2071,4.2219,25928.25747654,109626.64527644589
1663362000,2022-09-16 21:00:00,NEAR/USDT,4.2345,4.2495,4.2162,4.2227,26503.94989982,112185.74766651138
1663358400,2022-09-16 20:00:00,NEAR/USDT,4.2026,4.2375,4.2019,4.2337,17316.22597371,73164.737672565043
1663354800,2022-09-16 19:00:00,NEAR/USDT,4.181,4.2143,4.1765,4.204,24021.8800528,100730.214676667873
1663351200,2022-09-16 18:00:00,NEAR/USDT,4.1454,4.188,4.1245,4.1817,29965.31983551,124766.161111799728
1663347600,2022-09-16 17:00:00,NEAR/USDT,4.1366,4.1756,4.1048,4.1452,49532.89512062,205051.70024992547
1663344000,2022-09-16 16:00:00,NEAR/USDT,4.1918,4.1922,4.0923,4.137,45705.2765922,188528.615091645232
1663340400,2022-09-16 15:00:00,NEAR/USDT,4.1759,4.202,4.1658,4.1911,38782.88649964,162185.675731774456
1663336800,2022-09-16 14:00:00,NEAR/USDT,4.1355,4.2205,4.1274,4.1757,52860.98779059,221199.331302573781
1663333200,2022-09-16 13:00:00,NEAR/USDT,4.1856,4.2073,4.1129,4.1351,56560.05626899,235066.941638530604
1663329600,2022-09-16 12:00:00,NEAR/USDT,4.2456,4.2478,4.181,4.186,20118.073156,84763.644987720289
1663326000,2022-09-16 11:00:00,NEAR/USDT,4.2232,4.2497,4.2122,4.246,21012.79153522,88842.04437079745
1663322400,2022-09-16 10:00:00,NEAR/USDT,4.1926,4.2283,4.1821,4.2228,13911.35226233,58439.964108249566
1663318800,2022-09-16 09:00:00,NEAR/USDT,4.1463,4.1974,4.1429,4.1927,19359.77997853,80875.247555819719
1663315200,2022-09-16 08:00:00,NEAR/USDT,4.2085,4.2107,4.145,4.1457,27773.29134018,116076.381624665742
1663311600,2022-09-16 07:00:00,NEAR/USDT,4.2266,4.2381,4.2056,4.2084,14510.6175043,61264.9264971579
1663308000,2022-09-16 06:00:00,NEAR/USDT,4.2257,4.246,4.2194,4.2274,9677.9000128,40963.950548022886
1663304400,2022-09-16 05:00:00,NEAR/USDT,4.219,4.2381,4.2183,4.225,19080.76120707,80616.701861927638
1663300800,2022-09-16 04:00:00,NEAR/USDT,4.2107,4.2307,4.2045,4.219,12853.6267225,54291.338036538557
1663297200,2022-09-16 03:00:00,NEAR/USDT,4.1778,4.2145,4.1678,4.2117,10679.95098871,44734.030733816448
1663293600,2022-09-16 02:00:00,NEAR/USDT,4.1834,4.1941,4.1356,4.1778,24605.30425244,102557.202950541355
1663290000,2022-09-16 01:00:00,NEAR/USDT,4.1856,4.1992,4.1611,4.1842,15209.57183552,63596.524649734425
1663286400,2022-09-16 00:00:00,NEAR/USDT,4.1848,4.19,4.1235,4.1849,45033.19865774,187064.991485479275
1663282800,2022-09-15 23:00:00,NEAR/USDT,4.1728,4.1865,4.1494,4.1846,29580.51734168,123337.629484225001
1663279200,2022-09-15 22:00:00,NEAR/USDT,4.239,4.239,4.1303,4.1721,70008.86844741,291740.36825359563
