https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTI,Volume USDT
1663459200,2022-09-18 00:00:00,CTI/USDT,0.00807,0.008109,0.008013,0.008029,667586.2251,5371.7589288262
1663372800,2022-09-17 00:00:00,CTI/USDT,0.007744,0.013425,0.007479,0.008074,31863545.7323,277892.3220111588
1663286400,2022-09-16 00:00:00,CTI/USDT,0.007488,0.00843,0.00742,0.007644,10517699.4347,81307.2388333418
1663200000,2022-09-15 00:00:00,CTI/USDT,0.009048,0.0097,0.007421,0.007486,23532643.3367,189480.6548850887
1663113600,2022-09-14 00:00:00,CTI/USDT,0.007334,0.012524,0.007251,0.009022,65955556.4632,631066.5135396658
1663027200,2022-09-13 00:00:00,CTI/USDT,0.007526,0.007746,0.00715,0.007333,8919723.3394,66126.2763147321
1662940800,2022-09-12 00:00:00,CTI/USDT,0.007777,0.00799,0.00737,0.007527,13133237.8902,101124.8773010065
1662854400,2022-09-11 00:00:00,CTI/USDT,0.007707,0.00782,0.00748,0.007773,13645200.4418,104824.8342245155
1662768000,2022-09-10 00:00:00,CTI/USDT,0.008127,0.00815,0.007481,0.007681,8497016.8255,66250.7997958819
1662681600,2022-09-09 00:00:00,CTI/USDT,0.007758,0.008202,0.007751,0.008086,15905498.5927,127014.4306502495
1662595200,2022-09-08 00:00:00,CTI/USDT,0.007821,0.007891,0.00752,0.00776,14826388.2555,114758.8735521222
1662508800,2022-09-07 00:00:00,CTI/USDT,0.007781,0.0079,0.00721,0.007754,11631555.785,87091.4253990342
1662422400,2022-09-06 00:00:00,CTI/USDT,0.00756,0.008535,0.00715,0.007764,22921386.5089,181261.5837977607
1662336000,2022-09-05 00:00:00,CTI/USDT,0.007548,0.007643,0.007351,0.00756,10354006.8515,77570.5686391272
1662249600,2022-09-04 00:00:00,CTI/USDT,0.00751,0.007767,0.00744,0.007548,19211908.1183,146017.4259766985
1662163200,2022-09-03 00:00:00,CTI/USDT,0.007347,0.007514,0.007256,0.007511,11412992.6526,83833.7273290083
1662076800,2022-09-02 00:00:00,CTI/USDT,0.007475,0.007721,0.007251,0.007349,12045586.9558,89861.7509440934
1661990400,2022-09-01 00:00:00,CTI/USDT,0.007504,0.007626,0.0072,0.007477,8571356.2231,63135.8716929286
