https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI3L,Volume USDT
1663459200,2022-09-18 00:00:00,SUSHI3L/USDT,0.249188,0.249188,0.241285,0.243013,809.9646,197.8650359374
1663372800,2022-09-17 00:00:00,SUSHI3L/USDT,0.227541,0.253229,0.21919,0.253198,56006.5157,13022.6986214937
1663286400,2022-09-16 00:00:00,SUSHI3L/USDT,0.211584,0.229795,0.205162,0.225528,52006.1991,11419.8200878036
1663200000,2022-09-15 00:00:00,SUSHI3L/USDT,0.26257,0.264587,0.210101,0.212019,107159.1099,24758.9540807327
1663113600,2022-09-14 00:00:00,SUSHI3L/USDT,0.251965,0.278324,0.244475,0.264829,77923.8845,20374.0648373005
1663027200,2022-09-13 00:00:00,SUSHI3L/USDT,0.326878,0.339053,0.252457,0.253088,390333.8418,116902.2319209553
1662940800,2022-09-12 00:00:00,SUSHI3L/USDT,0.355394,0.393632,0.312,0.325576,240425.791,85352.2604735082
1662854400,2022-09-11 00:00:00,SUSHI3L/USDT,0.388544,0.415176,0.335927,0.357933,153576.6337,58123.2172925548
1662768000,2022-09-10 00:00:00,SUSHI3L/USDT,0.38154,0.426023,0.350137,0.388302,311181.9667,119685.6829871659
1662681600,2022-09-09 00:00:00,SUSHI3L/USDT,0.381733,0.406339,0.35119,0.380848,407877.25583723,154490.33744489445704
1662595200,2022-09-08 00:00:00,SUSHI3L/USDT,0.323833,0.389832,0.271061,0.381733,492863.65172848,166149.98318058648069
1662508800,2022-09-07 00:00:00,SUSHI3L/USDT,0.251585,0.337124,0.216288,0.323509,428303.80784353,118932.82561304484007
1662422400,2022-09-06 00:00:00,SUSHI3L/USDT,0.326695,0.35,0.234115,0.25318,330463.9736,94148.9457733383
1662336000,2022-09-05 00:00:00,SUSHI3L/USDT,0.271758,0.330341,0.244316,0.322335,178917.8933,53481.7051955426
1662249600,2022-09-04 00:00:00,SUSHI3L/USDT,0.253895,0.272662,0.238852,0.270264,138094.8822,35155.6975951301
1662163200,2022-09-03 00:00:00,SUSHI3L/USDT,0.242465,0.259,0.222854,0.253773,115847.7879,28240.6079509829
1662076800,2022-09-02 00:00:00,SUSHI3L/USDT,0.212259,0.261873,0.205011,0.242465,224379.73327397,51468.12300756331676
1661990400,2022-09-01 00:00:00,SUSHI3L/USDT,0.19573,0.214392,0.181062,0.212048,191330.236,37285.9794551472
1661904000,2022-08-31 00:00:00,SUSHI3L/USDT,0.211934,0.233817,0.193638,0.197562,65578.97603021,14310.70188282148459
1661817600,2022-08-30 00:00:00,SUSHI3L/USDT,0.238851,0.246198,0.187958,0.209485,296406.67149513,63847.23828052867885
1661731200,2022-08-29 00:00:00,SUSHI3L/USDT,0.18198,0.244352,0.180144,0.239845,250720.77204605,53870.92093044652718
1661644800,2022-08-28 00:00:00,SUSHI3L/USDT,0.222689,0.227641,0.183723,0.186463,167272.53399212,35397.97316584497047
1661558400,2022-08-27 00:00:00,SUSHI3L/USDT,0.226509,0.239148,0.212475,0.222026,127825.14819473,28847.44858211987572
1661472000,2022-08-26 00:00:00,SUSHI3L/USDT,0.338961,0.348419,0.218285,0.227188,381498.50421122,106222.98382625364447
1661385600,2022-08-25 00:00:00,SUSHI3L/USDT,0.337463,0.389831,0.3214,0.344888,96721.93056744,34699.9461821843242
1661299200,2022-08-24 00:00:00,SUSHI3L/USDT,0.353672,0.371158,0.3193,0.338414,93472.46751544,32452.88866763279369
1661212800,2022-08-23 00:00:00,SUSHI3L/USDT,0.335229,0.360488,0.300467,0.354244,106754.11235704,36093.34611819680913
1661126400,2022-08-22 00:00:00,SUSHI3L/USDT,0.339364,0.343436,0.28078,0.329967,122279.37136037,38978.45404873204364
1661040000,2022-08-21 00:00:00,SUSHI3L/USDT,0.318178,0.358,0.310025,0.339364,110698.72997745,37139.73687131369693
1660953600,2022-08-20 00:00:00,SUSHI3L/USDT,0.331695,0.36,0.286242,0.319288,140494.53058118,46019.57433433765994
1660867200,2022-08-19 00:00:00,SUSHI3L/USDT,0.450845,0.463105,0.313083,0.328368,216763.27355942,82138.97333618184143
1660780800,2022-08-18 00:00:00,SUSHI3L/USDT,0.536841,0.568857,0.450664,0.451299,195426.99737238,102972.72449278786795
1660694400,2022-08-17 00:00:00,SUSHI3L/USDT,0.590302,0.671032,0.514787,0.536664,293016.75081983,167634.13037320268889
1660608000,2022-08-16 00:00:00,SUSHI3L/USDT,0.631525,0.64947,0.58,0.591793,174945.14374139,107413.41266707828299
1660521600,2022-08-15 00:00:00,SUSHI3L/USDT,0.681903,0.769642,0.595591,0.633424,212514.21172661,139176.76395700210683
1660435200,2022-08-14 00:00:00,SUSHI3L/USDT,0.764123,0.87762,0.661124,0.687199,171371.03429923,129649.01053454447588
1660348800,2022-08-13 00:00:00,SUSHI3L/USDT,0.815842,0.853497,0.75,0.763022,108159.26576455,86364.40999921651161
1660262400,2022-08-12 00:00:00,SUSHI3L/USDT,0.772323,0.833577,0.712303,0.815025,152575.64739721,117867.56907034854195
1660176000,2022-08-11 00:00:00,SUSHI3L/USDT,0.841837,0.9,0.750954,0.766952,128589.77325048,106394.94950134408234
1660089600,2022-08-10 00:00:00,SUSHI3L/USDT,0.632193,0.865,0.58,0.846072,361153.87147751,253526.79505478561207
1660003200,2022-08-09 00:00:00,SUSHI3L/USDT,0.8478,0.876006,0.632209,0.634927,199562.50239358,139754.49784233485978
1659916800,2022-08-08 00:00:00,SUSHI3L/USDT,0.77255,0.951161,0.77255,0.858154,137362.34543159,118514.33539178077914
1659830400,2022-08-07 00:00:00,SUSHI3L/USDT,0.769233,0.82621,0.721687,0.769607,70060.11977674,54201.4234468311993
1659744000,2022-08-06 00:00:00,SUSHI3L/USDT,0.796016,0.859565,0.749201,0.772211,84392.7538055,67310.18858112728804
1659657600,2022-08-05 00:00:00,SUSHI3L/USDT,0.71352,0.83567,0.70614,0.796009,132142.05629563,102365.20239410735756
1659571200,2022-08-04 00:00:00,SUSHI3L/USDT,0.680237,0.801568,0.651329,0.715297,177858.05391207,129011.92416908652101
1659484800,2022-08-03 00:00:00,SUSHI3L/USDT,0.588703,0.772424,0.531583,0.673777,263748.98014812,176851.61010142937083
1659398400,2022-08-02 00:00:00,SUSHI3L/USDT,0.674488,0.697419,0.538811,0.592939,189508.82495093,113807.712688905659
1659312000,2022-08-01 00:00:00,SUSHI3L/USDT,0.706734,0.779216,0.624658,0.681319,146508.13534102,102474.50093247256113
1659225600,2022-07-31 00:00:00,SUSHI3L/USDT,0.77305,0.9201,0.675105,0.706734,165221.07804534,133308.01897559964077
1659139200,2022-07-30 00:00:00,SUSHI3L/USDT,0.782773,0.929973,0.731393,0.78046,254676.42030274,209206.56869790367053
1659052800,2022-07-29 00:00:00,SUSHI3L/USDT,0.915024,0.951111,0.71206,0.789757,277521.2267426,226852.15008007989823
1658966400,2022-07-28 00:00:00,SUSHI3L/USDT,0.655498,1.057001,0.61266,0.920443,436185.77744386,346799.65172118569489
1658880000,2022-07-27 00:00:00,SUSHI3L/USDT,0.525934,0.671918,0.492924,0.657365,312456.9094767,174285.61718451879465
1658793600,2022-07-26 00:00:00,SUSHI3L/USDT,0.653684,0.689252,0.435985,0.525718,266191.78612824,149340.73442362346394
1658707200,2022-07-25 00:00:00,SUSHI3L/USDT,0.648278,0.777151,0.5202,0.657118,656169.61285906,412383.61483262726676
1658620800,2022-07-24 00:00:00,SUSHI3L/USDT,0.634882,0.698498,0.601515,0.644605,168799.36416936,109764.21637035970136
1658534400,2022-07-23 00:00:00,SUSHI3L/USDT,0.610164,0.6985,0.566041,0.637981,228703.104508,142388.69371324682758
1658448000,2022-07-22 00:00:00,SUSHI3L/USDT,0.763613,0.831996,0.592127,0.613169,273292.81281578,195687.34929415485169
1658361600,2022-07-21 00:00:00,SUSHI3L/USDT,0.634716,0.798,0.567247,0.761747,333295.97758463,232897.49816298895606
1658275200,2022-07-20 00:00:00,SUSHI3L/USDT,0.787186,0.86924,0.610164,0.63545,371460.73578071,276802.80036504054946
1658188800,2022-07-19 00:00:00,SUSHI3L/USDT,0.959117,0.989999,0.760149,0.78693,326799.49256057,283272.84026383730002
1658102400,2022-07-18 00:00:00,SUSHI3L/USDT,0.783864,1.101983,0.781772,0.958813,205466.73328344,197613.33362598109759
1658016000,2022-07-17 00:00:00,SUSHI3L/USDT,0.880799,0.920766,0.685398,0.782963,126655.12085542,96082.23214669915842
1657929600,2022-07-16 00:00:00,SUSHI3L/USDT,0.794851,0.89,0.688394,0.876204,184562.45998437,146249.61550822482346
1657843200,2022-07-15 00:00:00,SUSHI3L/USDT,0.778428,0.859054,0.713131,0.785668,145637.46115206,113505.03395801613432
1657756800,2022-07-14 00:00:00,SUSHI3L/USDT,0.565688,0.796982,0.519209,0.768357,194045.16529789,117818.21590910697695
1657670400,2022-07-13 00:00:00,SUSHI3L/USDT,0.425892,0.573088,0.418123,0.563087,231240.64639065,109452.94835886339228
1657584000,2022-07-12 00:00:00,SUSHI3L/USDT,0.454576,0.494305,0.409512,0.4274,163223.02254362,74138.24294907382207
1657497600,2022-07-11 00:00:00,SUSHI3L/USDT,0.745099,0.745099,0.442096,0.458811,215536.27186651,124533.32912854813652
1657411200,2022-07-10 00:00:00,SUSHI3L/USDT,0.632057,0.757722,0.58563,0.753768,241148.14458052,158431.77697788623994
1657324800,2022-07-09 00:00:00,SUSHI3L/USDT,0.520243,0.654269,0.520243,0.632057,120627.69204251,70547.68392275297074
1657238400,2022-07-08 00:00:00,SUSHI3L/USDT,0.558334,0.620107,0.494024,0.517852,178021.45193715,97924.58627338836537
1657152000,2022-07-07 00:00:00,SUSHI3L/USDT,0.512696,0.597527,0.501099,0.554314,119342.78916072,64927.65581430049626
1657065600,2022-07-06 00:00:00,SUSHI3L/USDT,0.44298,0.530851,0.428541,0.511271,139711.64198248,64136.03892271118204
1656979200,2022-07-05 00:00:00,SUSHI3L/USDT,0.448364,0.490397,0.362272,0.442534,231277.64694241,99057.82889607848595
1656892800,2022-07-04 00:00:00,SUSHI3L/USDT,0.372236,0.465891,0.337884,0.445913,204293.5864048,83105.26394333067657
1656806400,2022-07-03 00:00:00,SUSHI3L/USDT,0.334733,0.3906,0.290526,0.372236,205597.02987334,68439.35780164035341
1656720000,2022-07-02 00:00:00,SUSHI3L/USDT,0.327665,0.348,0.299478,0.334665,100772.96204867,32548.81923143523296
1656633600,2022-07-01 00:00:00,SUSHI3L/USDT,0.342591,0.384162,0.302102,0.329808,239442.70676827,82775.56443768339769
1656547200,2022-06-30 00:00:00,SUSHI3L/USDT,0.430817,0.436856,0.275001,0.34183,209806.48361808,69009.4043607521077
1656460800,2022-06-29 00:00:00,SUSHI3L/USDT,0.470424,0.51,0.4,0.42783,70657.45392558,32826.14472916627595
1656374400,2022-06-28 00:00:00,SUSHI3L/USDT,0.567375,0.625338,0.465627,0.474908,59478.22183338,32758.31771208207616
1656288000,2022-06-27 00:00:00,SUSHI3L/USDT,0.567375,0.667492,0.530925,0.563444,45957.34550172,27145.79399354611397
1656201600,2022-06-26 00:00:00,SUSHI3L/USDT,0.763437,0.812647,0.554549,0.562363,81350.15526378,57699.97138109281341
1656115200,2022-06-25 00:00:00,SUSHI3L/USDT,0.831668,0.885373,0.650966,0.756569,89368.66952533,68126.86947229760393
1656028800,2022-06-24 00:00:00,SUSHI3L/USDT,0.769392,0.931416,0.719597,0.818802,107457.96028439,87912.71990602244499
1655942400,2022-06-23 00:00:00,SUSHI3L/USDT,0.681884,0.835779,0.638934,0.747643,158643.28379873,116206.2468618258089
1655856000,2022-06-22 00:00:00,SUSHI3L/USDT,0.72634,0.906771,0.571,0.653681,165841.83726773,118149.1273566175846
1655769600,2022-06-21 00:00:00,SUSHI3L/USDT,0.545733,0.826912,0.524634,0.765257,164072.49463319,114419.20271545842968
1655683200,2022-06-20 00:00:00,SUSHI3L/USDT,0.477333,0.652171,0.414141,0.562269,218761.13270364,117765.13076165735124
1655596800,2022-06-19 00:00:00,SUSHI3L/USDT,0.343166,0.473134,0.304913,0.473134,322302.75546743,125656.08492678317777
1655510400,2022-06-18 00:00:00,SUSHI3L/USDT,0.491233,0.55036,0.273617,0.340977,350981.12437474,130894.82164113440899
1655424000,2022-06-17 00:00:00,SUSHI3L/USDT,0.419,0.532121,0.405324,0.492153,120337.07437149,56658.50347824112239
1655337600,2022-06-16 00:00:00,SUSHI3L/USDT,0.724573,0.767288,0.388634,0.417668,126362.56520001,70743.55883434006065
1655251200,2022-06-15 00:00:00,SUSHI3L/USDT,0.55551,0.742989,0.343892,0.728203,340011.85018067,170540.83473788871991
1655164800,2022-06-14 00:00:00,SUSHI3L/USDT,0.498677,0.588658,0.371275,0.537991,239575.11732306,121979.14395914420057
1655078400,2022-06-13 00:00:00,SUSHI3L/USDT,0.848553,0.900263,0.402026,0.510204,252185.56984232,133054.8574427580112
1654992000,2022-06-12 00:00:00,SUSHI3L/USDT,1.03078,1.111286,0.780101,0.8773,90112.67709316,84276.31598377249828
1654905600,2022-06-11 00:00:00,SUSHI3L/USDT,1.7,1.824947,0.950002,1.007043,78373.44061842,97117.88978903588136
1654819200,2022-06-10 00:00:00,SUSHI3L/USDT,2.19961,2.278858,1.593021,1.709642,30573.19092634,57719.59852160285049
1654732800,2022-06-09 00:00:00,SUSHI3L/USDT,2.2305,2.425688,2.062047,2.179991,18948.62773911,42696.8500435186547
1654646400,2022-06-08 00:00:00,SUSHI3L/USDT,2.513828,2.626574,2.160907,2.228453,15984.41080926,37844.33768212146772
1654560000,2022-06-07 00:00:00,SUSHI3L/USDT,2.831503,2.839382,2.12507,2.504334,49861.18750429,116542.74897619836597
1654473600,2022-06-06 00:00:00,SUSHI3L/USDT,2.51012,3.201532,2.490115,2.83328,24067.64838554,70609.66900245382061
1654387200,2022-06-05 00:00:00,SUSHI3L/USDT,2.653123,2.785128,2.362113,2.51012,18384.04187896,45901.51328119467218
1654300800,2022-06-04 00:00:00,SUSHI3L/USDT,2.512609,2.724735,2.315683,2.652859,33504.35563244,84326.21483915146331
1654214400,2022-06-03 00:00:00,SUSHI3L/USDT,3.322689,3.347155,2.397824,2.512609,41982.83902765,112682.76363317826112
1654128000,2022-06-02 00:00:00,SUSHI3L/USDT,3.030692,3.400253,2.721986,3.302545,41072.36264423,124658.84884811504854
1654041600,2022-06-01 00:00:00,SUSHI3L/USDT,4.96886,4.96886,2.876286,3.033042,64540.21769955,249881.52452673005865
1653955200,2022-05-31 00:00:00,SUSHI3L/USDT,3.762028,5.25832,3.250735,4.98397,80967.65079294,342240.45529054947516
1653868800,2022-05-30 00:00:00,SUSHI3L/USDT,2.71411,3.887394,2.642005,3.762028,89585.16475906,288339.39151255423725
