https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI3L,Volume USDT
1653782400,2022-05-29 00:00:00,SUSHI3L/USDT,2.899084,3.022988,2.503176,2.714004,49381.72702757,131344.37150743476131
1653696000,2022-05-28 00:00:00,SUSHI3L/USDT,2.361114,2.967835,2.323317,2.89041,40417.93820994,108837.11856289672988
1653609600,2022-05-27 00:00:00,SUSHI3L/USDT,2.705587,3.074091,2.231782,2.361114,48097.22050132,126400.02872121485585
1653523200,2022-05-26 00:00:00,SUSHI3L/USDT,4.095158,4.499794,2.344136,2.710205,68714.26543057,219454.00892457822427
1653436800,2022-05-25 00:00:00,SUSHI3L/USDT,4.148155,4.90036,3.623464,4.095158,77009.55461443,327447.51946449564048
1653350400,2022-05-24 00:00:00,SUSHI3L/USDT,3.301831,4.285156,3.168511,4.162068,78431.95937514,301774.75370521748613
1653264000,2022-05-23 00:00:00,SUSHI3L/USDT,2.812457,4.282282,2.752116,3.29858,124902.65959931,467502.67504191949898
1653177600,2022-05-22 00:00:00,SUSHI3L/USDT,2.757474,3.219675,2.562021,2.812457,67843.78128072,190525.88309338495107
1653091200,2022-05-21 00:00:00,SUSHI3L/USDT,2.064294,2.9644,1.958111,2.77634,70723.47486521,169476.18529323146023
1653004800,2022-05-20 00:00:00,SUSHI3L/USDT,2.352388,2.559554,1.849317,2.062767,61877.04846419,136276.55661039845996
1652918400,2022-05-19 00:00:00,SUSHI3L/USDT,1.929317,2.536259,1.69938,2.339444,58646.9233378,123046.34958759396282
1652832000,2022-05-18 00:00:00,SUSHI3L/USDT,2.990269,3.328938,1.867788,1.897098,57582.83099369,147336.48499647473752
1652745600,2022-05-17 00:00:00,SUSHI3L/USDT,0.000245,3.051758,0.000241,2.999543,91130384.7461925,283494.02345007823381
1652659200,2022-05-16 00:00:00,SUSHI3L/USDT,0.000344,0.000344,0.000218,0.000245,417938642.17100688,110355.98431752651748
1652572800,2022-05-15 00:00:00,SUSHI3L/USDT,0.000284,0.00035,0.000248,0.00034,439072490.95955986,126668.74509832268342
1652486400,2022-05-14 00:00:00,SUSHI3L/USDT,0.000336,0.000348,0.000201,0.000283,908563117.12693329,227225.67620036426298
1652400000,2022-05-13 00:00:00,SUSHI3L/USDT,0.000203,0.000507,0.00017,0.000341,937058480.76744031,315960.41671552774652
1652313600,2022-05-12 00:00:00,SUSHI3L/USDT,0.00037,0.000428,0.000177,0.000202,1612042147.55679398,380326.98740029981053
1652227200,2022-05-11 00:00:00,SUSHI3L/USDT,0.000985,0.001091,0.000295,0.00037,711259990.23024973,379193.59423058123601
1652140800,2022-05-10 00:00:00,SUSHI3L/USDT,0.000951,0.001341,0.00083,0.000991,292701275.81805709,321434.7356043802361
1652054400,2022-05-09 00:00:00,SUSHI3L/USDT,0.001823,0.001929,0.0009,0.000953,236264646.29103825,290074.19266692075508
1651968000,2022-05-08 00:00:00,SUSHI3L/USDT,0.001887,0.002007,0.0017,0.001807,71484677.86813014,134253.80722665417058
1651881600,2022-05-07 00:00:00,SUSHI3L/USDT,0.002231,0.002253,0.001724,0.001897,47310646.98303752,97946.87310796953791
1651795200,2022-05-06 00:00:00,SUSHI3L/USDT,0.002274,0.002442,0.001987,0.002231,87955744.91338997,195079.56923159906103
1651708800,2022-05-05 00:00:00,SUSHI3L/USDT,0.003857,0.003912,0.002143,0.002291,139513843.82520397,368332.08061521402418
1651622400,2022-05-04 00:00:00,SUSHI3L/USDT,0.002808,0.003976,0.002755,0.003856,95436623.70857415,312576.50095947025036
1651536000,2022-05-03 00:00:00,SUSHI3L/USDT,0.002905,0.0033,0.002701,0.002802,71071280.37272615,213544.099648106056
1651449600,2022-05-02 00:00:00,SUSHI3L/USDT,0.00309,0.00327,0.002577,0.002943,68365462.79749064,201166.29362503940297
1651363200,2022-05-01 00:00:00,SUSHI3L/USDT,0.002784,0.003344,0.00265,0.003072,73836653.35466549,220788.39815931284467
1651276800,2022-04-30 00:00:00,SUSHI3L/USDT,0.004895,0.005183,0.002703,0.002762,51016787.99629452,206760.25057080219864
1651190400,2022-04-29 00:00:00,SUSHI3L/USDT,0.006788,0.007,0.004748,0.004903,43283239.09634086,249312.19187437579365
1651104000,2022-04-28 00:00:00,SUSHI3L/USDT,0.006925,0.00728,0.006294,0.006831,26523037.43571968,180733.0983371674939
1651017600,2022-04-27 00:00:00,SUSHI3L/USDT,0.006389,0.007132,0.006273,0.006899,23425363.78713074,157601.87766463600002
1650931200,2022-04-26 00:00:00,SUSHI3L/USDT,0.0097,0.01,0.006029,0.00639,42291375.37947721,337126.39832638467897
1650844800,2022-04-25 00:00:00,SUSHI3L/USDT,0.010422,0.010556,0.007906,0.009653,66313092.17876275,592925.74232481775318
1650758400,2022-04-24 00:00:00,SUSHI3L/USDT,0.010856,0.012272,0.010328,0.010411,43021856.25456867,490848.66955187806118
1650672000,2022-04-23 00:00:00,SUSHI3L/USDT,0.012097,0.012279,0.010553,0.010862,38871967.08761842,434368.95094237138598
1650585600,2022-04-22 00:00:00,SUSHI3L/USDT,0.01137,0.0136,0.0111,0.012085,74001673.04270191,910275.83227350805328
1650499200,2022-04-21 00:00:00,SUSHI3L/USDT,0.012057,0.013513,0.010613,0.011343,95067570.1895946,1165879.82546333055963
1650412800,2022-04-20 00:00:00,SUSHI3L/USDT,0.010691,0.0138,0.009553,0.012053,67896348.21738189,760278.70521658072048
1650326400,2022-04-19 00:00:00,SUSHI3L/USDT,0.010081,0.011,0.0095,0.01072,35616283.429124,362081.2978007760266
1650240000,2022-04-18 00:00:00,SUSHI3L/USDT,0.009137,0.010239,0.0078,0.010001,55140315.98115429,493185.57283793200221
1650153600,2022-04-17 00:00:00,SUSHI3L/USDT,0.010504,0.011137,0.008968,0.009189,24424573.74567584,251768.23854341455719
1650067200,2022-04-16 00:00:00,SUSHI3L/USDT,0.010122,0.010836,0.009696,0.010515,22474842.58749481,228892.75484894972624
1649980800,2022-04-15 00:00:00,SUSHI3L/USDT,0.009615,0.010826,0.009475,0.0102,31492795.69260714,320110.93287886367801
1649894400,2022-04-14 00:00:00,SUSHI3L/USDT,0.010617,0.012676,0.0092,0.0096,38838626.15310819,412673.02034190152171
1649808000,2022-04-13 00:00:00,SUSHI3L/USDT,0.009701,0.010774,0.009228,0.010639,28165944.09754798,286069.71523523930063
1649721600,2022-04-12 00:00:00,SUSHI3L/USDT,0.008887,0.010309,0.00873,0.009727,28734445.78024269,273142.93866874707321
1649635200,2022-04-11 00:00:00,SUSHI3L/USDT,0.01175,0.012196,0.008524,0.008831,30217754.78413215,302354.57476533440482
1649548800,2022-04-10 00:00:00,SUSHI3L/USDT,0.01387,0.014398,0.011706,0.0118,17511895.45288471,234244.71712315578625
1649462400,2022-04-09 00:00:00,SUSHI3L/USDT,0.011835,0.013935,0.011834,0.0138,15549334.76092439,200228.48872135948915
1649376000,2022-04-08 00:00:00,SUSHI3L/USDT,0.015354,0.0155,0.011537,0.011941,30578028.87322464,420763.49387610421727
1649289600,2022-04-07 00:00:00,SUSHI3L/USDT,0.014396,0.015854,0.01322,0.015312,29374714.71649417,430940.34734405349334
1649203200,2022-04-06 00:00:00,SUSHI3L/USDT,0.023642,0.023755,0.014,0.014143,53064263.8212116,949192.27230893333571
1649116800,2022-04-05 00:00:00,SUSHI3L/USDT,0.0283,0.02979,0.023606,0.023606,28838660.78071301,787663.40598014084941
1649030400,2022-04-04 00:00:00,SUSHI3L/USDT,0.030557,0.031208,0.023256,0.028216,30446680.39671365,845962.98664813846865
1648944000,2022-04-03 00:00:00,SUSHI3L/USDT,0.028615,0.032046,0.027351,0.030687,26502351.47444916,793127.82266708588128
1648857600,2022-04-02 00:00:00,SUSHI3L/USDT,0.032035,0.038538,0.028417,0.028615,37909223.46812887,1276893.99584439296169
1648771200,2022-04-01 00:00:00,SUSHI3L/USDT,0.029887,0.037282,0.025073,0.032046,42909017.46475892,1333210.71841151948556
1648684800,2022-03-31 00:00:00,SUSHI3L/USDT,0.031519,0.042723,0.028607,0.029887,54292925.78472211,1950375.95273396938082
1648598400,2022-03-30 00:00:00,SUSHI3L/USDT,0.02652,0.031992,0.022863,0.031508,33785969.0065903,945053.40147964111431
1648512000,2022-03-29 00:00:00,SUSHI3L/USDT,0.019781,0.02728,0.01974,0.026661,33086236.66223388,817239.55186533502929
1648425600,2022-03-28 00:00:00,SUSHI3L/USDT,0.023233,0.025992,0.018914,0.019881,41707173.48638309,982065.45922683390611
1648339200,2022-03-27 00:00:00,SUSHI3L/USDT,0.01783,0.023285,0.016436,0.02322,24425768.11650884,485412.69635540204662
1648252800,2022-03-26 00:00:00,SUSHI3L/USDT,0.017537,0.018887,0.0164,0.01792,15444861.43529743,270255.55501330945576
1648166400,2022-03-25 00:00:00,SUSHI3L/USDT,0.018309,0.020434,0.016183,0.017605,25784255.45882494,459800.5665879325248
1648080000,2022-03-24 00:00:00,SUSHI3L/USDT,0.018665,0.019299,0.016794,0.018309,20083598.42233088,357020.00997648540249
1647993600,2022-03-23 00:00:00,SUSHI3L/USDT,0.015647,0.018898,0.015334,0.0186,20594326.76761333,348807.05668603557954
1647907200,2022-03-22 00:00:00,SUSHI3L/USDT,0.013943,0.017069,0.013733,0.015647,22793425.34951961,361329.32427947653226
1647820800,2022-03-21 00:00:00,SUSHI3L/USDT,0.013104,0.014981,0.012205,0.013989,14177703.70196775,196099.91320337622769
1647734400,2022-03-20 00:00:00,SUSHI3L/USDT,0.014508,0.016468,0.012022,0.013094,15183571.86422512,212942.3770843363654
1647648000,2022-03-19 00:00:00,SUSHI3L/USDT,0.014008,0.015626,0.013581,0.014546,14967301.58327741,218045.62245841360454
1647561600,2022-03-18 00:00:00,SUSHI3L/USDT,0.012437,0.014627,0.011287,0.013948,20358152.81830195,266235.31554251537278
1647475200,2022-03-17 00:00:00,SUSHI3L/USDT,0.011838,0.013551,0.011591,0.012364,21010950.85207628,263170.95770183822687
1647388800,2022-03-16 00:00:00,SUSHI3L/USDT,0.009982,0.01247,0.009671,0.011866,30167965.57827166,328506.53182733634222
1647302400,2022-03-15 00:00:00,SUSHI3L/USDT,0.009679,0.010371,0.008501,0.009962,17887907.70512558,171513.57840943598884
1647216000,2022-03-14 00:00:00,SUSHI3L/USDT,0.008806,0.009822,0.0085,0.00962,13002274.40016653,118311.34808900835767
1647129600,2022-03-13 00:00:00,SUSHI3L/USDT,0.01,0.01056,0.0084,0.00873,15737184.24277672,151910.48295857498923
1647043200,2022-03-12 00:00:00,SUSHI3L/USDT,0.01,0.0109,0.0099,0.009954,10928812.73191305,113292.52666706137013
1646956800,2022-03-11 00:00:00,SUSHI3L/USDT,0.0109,0.011238,0.009502,0.009943,20490410.55229062,211151.68280847268327
1646870400,2022-03-10 00:00:00,SUSHI3L/USDT,0.0134,0.013697,0.009558,0.0109,21762245.40687871,237618.95976969639122
1646784000,2022-03-09 00:00:00,SUSHI3L/USDT,0.010345,0.014,0.010324,0.013433,31825526.35603486,395030.50848037288589
1646697600,2022-03-08 00:00:00,SUSHI3L/USDT,0.010252,0.012458,0.00952,0.010348,36144261.92932165,402427.82389182311751
1646611200,2022-03-07 00:00:00,SUSHI3L/USDT,0.010417,0.011799,0.009105,0.010288,27008662.03656648,283492.49873668919441
1646524800,2022-03-06 00:00:00,SUSHI3L/USDT,0.012966,0.0134,0.010345,0.010417,19897740.02363985,239476.26971360328975
1646438400,2022-03-05 00:00:00,SUSHI3L/USDT,0.012165,0.013792,0.01111,0.012999,18658899.6512945,233625.09347393559065
1646352000,2022-03-04 00:00:00,SUSHI3L/USDT,0.016124,0.016425,0.011665,0.012223,16373216.04738954,224545.80338844013855
1646265600,2022-03-03 00:00:00,SUSHI3L/USDT,0.01755,0.01797,0.014908,0.01614,14861935.23057089,246158.19265423388393
1646179200,2022-03-02 00:00:00,SUSHI3L/USDT,0.01873,0.021278,0.017103,0.0177,29598681.9425541,558009.58300082091303
1646092800,2022-03-01 00:00:00,SUSHI3L/USDT,0.019742,0.0212,0.017738,0.01871,30041667.11206401,580311.61787312631925
1646006400,2022-02-28 00:00:00,SUSHI3L/USDT,0.014135,0.019829,0.013727,0.0195,35699334.92045858,582767.97377542614481
1645920000,2022-02-27 00:00:00,SUSHI3L/USDT,0.015903,0.018762,0.013216,0.014114,35897556.93507609,573670.35971331853794
1645833600,2022-02-26 00:00:00,SUSHI3L/USDT,0.017153,0.018762,0.0156,0.016059,28525103.05606452,486603.62687497575155
1645747200,2022-02-25 00:00:00,SUSHI3L/USDT,0.014765,0.018284,0.014021,0.016937,31626494.41380543,500729.79429174086308
1645660800,2022-02-24 00:00:00,SUSHI3L/USDT,0.018648,0.019337,0.010421,0.014762,43175647.76810126,577682.16030601512302
1645574400,2022-02-23 00:00:00,SUSHI3L/USDT,0.020933,0.0237,0.018474,0.0187,13586176.38061363,290504.09174818045147
1645488000,2022-02-22 00:00:00,SUSHI3L/USDT,0.01889,0.021192,0.016507,0.02084,17309030.69619747,327099.93635523059403
1645401600,2022-02-21 00:00:00,SUSHI3L/USDT,0.02689,0.030565,0.018696,0.01889,10167064.96862748,261334.019471219018
