https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNI,Volume BTC
1663545600,2022-09-19 00:00:00,UNI/BTC,0.00028393,0.00028393,0.00028393,0.00028393,0.00000000,0.0
1663459200,2022-09-18 00:00:00,UNI/BTC,0.00029878,0.00030048,0.00027716,0.00028393,415.40468432,0.1179458520189776
1663372800,2022-09-17 00:00:00,UNI/BTC,0.00029576,0.00029883,0.00029544,0.00029783,159.03357504,0.047364969654163196
1663286400,2022-09-16 00:00:00,UNI/BTC,0.00029634,0.00029828,0.00029169,0.00029454,520.86867537,0.15341665964347978
1663200000,2022-09-15 00:00:00,UNI/BTC,0.00030268,0.00030563,0.00029569,0.00029946,1783.04240619,0.5339498789576574
1663113600,2022-09-14 00:00:00,UNI/BTC,0.00029905,0.00030511,0.00029905,0.00030454,65.36195271,0.0199053290783034
1663027200,2022-09-13 00:00:00,UNI/BTC,0.00029605,0.00029605,0.00029223,0.00029397,6.30499500,0.00185347938015
1662940800,2022-09-12 00:00:00,UNI/BTC,0.00029622,0.00031153,0.00029619,0.00029700,167.40129658,0.04971818508426001
1662854400,2022-09-11 00:00:00,UNI/BTC,0.00030438,0.00030800,0.00029980,0.00029980,1752.59052491,0.525426639368018
1662768000,2022-09-10 00:00:00,UNI/BTC,0.00030735,0.00030884,0.00030669,0.00030884,24.88028201,0.0076840262959684
1662681600,2022-09-09 00:00:00,UNI/BTC,0.00031563,0.00031612,0.00030213,0.00030213,584.40716152,0.17656693571003762
1662595200,2022-09-08 00:00:00,UNI/BTC,0.00031861,0.00032260,0.00031762,0.00032260,31.08116884,0.010026785067783999
1662508800,2022-09-07 00:00:00,UNI/BTC,0.00031345,0.00031579,0.00030798,0.00031579,4340.96763963,1.3708341709187577
1662422400,2022-09-06 00:00:00,UNI/BTC,0.00033461,0.00033461,0.00030982,0.00031197,657.93710270,0.205256637929319
1662336000,2022-09-05 00:00:00,UNI/BTC,0.00032490,0.00032574,0.00031595,0.00032107,67.19011300,0.02157272958091
1662249600,2022-09-04 00:00:00,UNI/BTC,0.00031872,0.00032747,0.00031831,0.00032309,114.67594884,0.0370506523107156
1662163200,2022-09-03 00:00:00,UNI/BTC,0.00031876,0.00032045,0.00031713,0.00031871,48.60347400,0.015490413198539998
1662076800,2022-09-02 00:00:00,UNI/BTC,0.00031180,0.00032780,0.00031180,0.00031971,1943.78731290,0.621448241807259
1661990400,2022-09-01 00:00:00,UNI/BTC,0.00030823,0.00031515,0.00030105,0.00031490,1676.23156785,0.527845320715965
1661904000,2022-08-31 00:00:00,UNI/BTC,0.00031273,0.00031433,0.00030618,0.00030618,13331.20165205,4.081747321824669
1661817600,2022-08-30 00:00:00,UNI/BTC,0.00031212,0.00031434,0.00030439,0.00031072,322.51481322,0.10021180276371841
1661731200,2022-08-29 00:00:00,UNI/BTC,0.00029322,0.00031374,0.00029309,0.00031374,546.04251874,0.1713153798294876
1661644800,2022-08-28 00:00:00,UNI/BTC,0.00030004,0.00030337,0.00029278,0.00029278,2357.13482358,0.6901219336477525
1661558400,2022-08-27 00:00:00,UNI/BTC,0.00030353,0.00030486,0.00029898,0.00030239,619.97222385,0.1874734007700015
1661472000,2022-08-26 00:00:00,UNI/BTC,0.00032387,0.00032387,0.00030314,0.00030334,1326.27178321,0.40231128271892136
1661385600,2022-08-25 00:00:00,UNI/BTC,0.00032754,0.00033068,0.00032324,0.00032645,1497.44238761,0.48884006743528446
1661299200,2022-08-24 00:00:00,UNI/BTC,0.00032727,0.00033139,0.00032449,0.00033067,2096.43225640,0.693227254223788
1661212800,2022-08-23 00:00:00,UNI/BTC,0.00033209,0.00033269,0.00032649,0.00033044,31.62428367,0.0104499282959148
1661126400,2022-08-22 00:00:00,UNI/BTC,0.00033099,0.00033099,0.00031766,0.00032369,416.39876996,0.1347841178483524
1661040000,2022-08-21 00:00:00,UNI/BTC,0.00033781,0.00033781,0.00033457,0.00033720,225.13897189,0.075916861321308
1660953600,2022-08-20 00:00:00,UNI/BTC,0.00033603,0.00033861,0.00032517,0.00032678,46.71406595,0.015265222471140998
1660867200,2022-08-19 00:00:00,UNI/BTC,0.00032643,0.00033086,0.00031428,0.00033000,2504.09725928,0.8263520955624
1660780800,2022-08-18 00:00:00,UNI/BTC,0.00034401,0.00034444,0.00032682,0.00032760,17094.72580570,5.60023217394732
1660694400,2022-08-17 00:00:00,UNI/BTC,0.00035354,0.00035354,0.00034024,0.00034024,565.92210967,0.19254933859412082
1660608000,2022-08-16 00:00:00,UNI/BTC,0.00034544,0.00035083,0.00034373,0.00035083,71.68497771,0.0251492407299993
1660521600,2022-08-15 00:00:00,UNI/BTC,0.00036332,0.00036332,0.00035177,0.00035253,618.02422960,0.217872081660888
1660435200,2022-08-14 00:00:00,UNI/BTC,0.00038184,0.00038318,0.00036576,0.00036576,315.15989390,0.115272882792864
1660348800,2022-08-13 00:00:00,UNI/BTC,0.00037485,0.00037499,0.00036952,0.00036952,51.12803382,0.018892831057166402
1660262400,2022-08-12 00:00:00,UNI/BTC,0.00037984,0.00037984,0.00037140,0.00037696,132.86189648,0.05008362049710081
1660176000,2022-08-11 00:00:00,UNI/BTC,0.00038353,0.00038803,0.00037149,0.00037364,3473.03799562,1.2976659166834568
1660089600,2022-08-10 00:00:00,UNI/BTC,0.00036419,0.00039000,0.00036136,0.00037697,2314.19061626,0.8723804366115322
1660003200,2022-08-09 00:00:00,UNI/BTC,0.00036842,0.00036984,0.00035583,0.00036373,11213.99052450,4.078864773476385
1659916800,2022-08-08 00:00:00,UNI/BTC,0.00038079,0.00038252,0.00036967,0.00037021,37.47302410,0.013872888252061
1659830400,2022-08-07 00:00:00,UNI/BTC,0.00038247,0.00038586,0.00038247,0.00038586,94.25997774,0.0363711550107564
1659744000,2022-08-06 00:00:00,UNI/BTC,0.00038530,0.00039240,0.00038000,0.00038458,3128.30731980,1.203084429048684
1659657600,2022-08-05 00:00:00,UNI/BTC,0.00039360,0.00039768,0.00038089,0.00038267,2199.83648719,0.8418114285529972
1659571200,2022-08-04 00:00:00,UNI/BTC,0.00038369,0.00039529,0.00038072,0.00039000,3609.37245437,1.4076552572043
1659484800,2022-08-03 00:00:00,UNI/BTC,0.00035813,0.00040038,0.00035383,0.00040038,4224.06596631,1.6912315315911977
1659398400,2022-08-02 00:00:00,UNI/BTC,0.00034451,0.00036645,0.00034432,0.00036341,835.14555587,0.30350024645871665
1659312000,2022-08-01 00:00:00,UNI/BTC,0.00035993,0.00036026,0.00035507,0.00035857,132.13426249,0.0473793825010393
1659225600,2022-07-31 00:00:00,UNI/BTC,0.00037266,0.00038487,0.00036901,0.00036901,458.60325169,0.1692291859061269
1659139200,2022-07-30 00:00:00,UNI/BTC,0.00037849,0.00038101,0.00035768,0.00037082,627.08180234,0.2325344739437188
1659052800,2022-07-29 00:00:00,UNI/BTC,0.00038865,0.00038865,0.00036306,0.00037957,837.08700262,0.3177331135844734
1658966400,2022-07-28 00:00:00,UNI/BTC,0.00035227,0.00040238,0.00035227,0.00038739,3533.18915052,1.3687221450199427
1658880000,2022-07-27 00:00:00,UNI/BTC,0.00031391,0.00035641,0.00031391,0.00035131,3788.90441187,1.3310800089340498
1658793600,2022-07-26 00:00:00,UNI/BTC,0.00032934,0.00032934,0.00030000,0.00030080,1102.66727393,0.33168231599814396
1658707200,2022-07-25 00:00:00,UNI/BTC,0.00032120,0.00034049,0.00031182,0.00033354,5105.08509859,1.7027500837837086
1658620800,2022-07-24 00:00:00,UNI/BTC,0.00030991,0.00032247,0.00030671,0.00032000,2895.48776942,0.9265560862144001
1658534400,2022-07-23 00:00:00,UNI/BTC,0.00030903,0.00031067,0.00029996,0.00031067,769.89186298,0.2391823050719966
1658448000,2022-07-22 00:00:00,UNI/BTC,0.00031286,0.00031446,0.00030224,0.00030419,2376.26233793,0.7228352405749268
1658361600,2022-07-21 00:00:00,UNI/BTC,0.00029514,0.00031866,0.00029436,0.00031381,3444.40205488,1.0808878088418927
1658275200,2022-07-20 00:00:00,UNI/BTC,0.00031447,0.00032276,0.00029312,0.00029408,5285.24639644,1.5542852602650754
1658188800,2022-07-19 00:00:00,UNI/BTC,0.00032638,0.00034516,0.00031413,0.00031434,2914.02629641,0.9159950260135193
1658102400,2022-07-18 00:00:00,UNI/BTC,0.00033572,0.00034212,0.00032180,0.00033155,2447.98289095,0.8116287274944726
1658016000,2022-07-17 00:00:00,UNI/BTC,0.00034051,0.00034088,0.00032939,0.00033539,1096.70425104,0.3678236387563056
1657929600,2022-07-16 00:00:00,UNI/BTC,0.00032489,0.00035839,0.00032489,0.00034610,2391.70516510,0.82776915764111
1657843200,2022-07-15 00:00:00,UNI/BTC,0.00034581,0.00034650,0.00032512,0.00033341,3128.90462404,1.0432080907011765
1657756800,2022-07-14 00:00:00,UNI/BTC,0.00030313,0.00034280,0.00029897,0.00034201,10203.02456205,3.489536430466721
1657670400,2022-07-13 00:00:00,UNI/BTC,0.00028817,0.00030511,0.00027647,0.00030077,2804.65809287,0.84355701459251
1657584000,2022-07-12 00:00:00,UNI/BTC,0.00027711,0.00029214,0.00027699,0.00028885,5294.74482401,1.5293870424152887
1657497600,2022-07-11 00:00:00,UNI/BTC,0.00029805,0.00030210,0.00026086,0.00027880,5712.59292530,1.59267090757364
1657411200,2022-07-10 00:00:00,UNI/BTC,0.00029757,0.00030459,0.00028755,0.00030120,5625.69411866,1.694459068540392
1657324800,2022-07-09 00:00:00,UNI/BTC,0.00027469,0.00030246,0.00027469,0.00030016,2830.40901129,0.8495755688288064
1657238400,2022-07-08 00:00:00,UNI/BTC,0.00026851,0.00026958,0.00025836,0.00026660,5132.35329698,1.3682853889748678
1657152000,2022-07-07 00:00:00,UNI/BTC,0.00026049,0.00027576,0.00025879,0.00026549,5728.19917018,1.5207795976910883
1657065600,2022-07-06 00:00:00,UNI/BTC,0.00026442,0.00026931,0.00026024,0.00026133,3410.36011922,0.8912294099557625
1656979200,2022-07-05 00:00:00,UNI/BTC,0.00026621,0.00026686,0.00026020,0.00026475,3845.81965340,1.0181807532376501
1656892800,2022-07-04 00:00:00,UNI/BTC,0.00025613,0.00025613,0.00024701,0.00025550,1178.10843245,0.301006704490975
1656806400,2022-07-03 00:00:00,UNI/BTC,0.00025512,0.00025624,0.00024926,0.00025477,857.16450993,0.21837980219486608
1656720000,2022-07-02 00:00:00,UNI/BTC,0.00025024,0.00026160,0.00024746,0.00025489,1172.09612158,0.2987555804295262
1656633600,2022-07-01 00:00:00,UNI/BTC,0.00025242,0.00025314,0.00024555,0.00025264,7963.20877900,2.0118250659265597
1656547200,2022-06-30 00:00:00,UNI/BTC,0.00025363,0.00025680,0.00024295,0.00025238,16629.70284759,4.1970044046747645
1656460800,2022-06-29 00:00:00,UNI/BTC,0.00024218,0.00026019,0.00023894,0.00025359,9134.29782794,2.3163665861873044
1656374400,2022-06-28 00:00:00,UNI/BTC,0.00025807,0.00026054,0.00023991,0.00024259,6433.50013777,1.5607027984216242
1656288000,2022-06-27 00:00:00,UNI/BTC,0.00026882,0.00027522,0.00025379,0.00025797,7370.87912523,1.9014656879355831
1656201600,2022-06-26 00:00:00,UNI/BTC,0.00026394,0.00028311,0.00025859,0.00026764,2169.57604325,0.5806653322154299
1656115200,2022-06-25 00:00:00,UNI/BTC,0.00025775,0.00026655,0.00025021,0.00026154,7683.37806893,2.009510700147952
1656028800,2022-06-24 00:00:00,UNI/BTC,0.00027201,0.00027459,0.00025460,0.00025954,11960.24189685,3.104161181908449
1655942400,2022-06-23 00:00:00,UNI/BTC,0.00025062,0.00027139,0.00025062,0.00026703,6357.79294835,1.6977214509979006
1655856000,2022-06-22 00:00:00,UNI/BTC,0.00023001,0.00025829,0.00022433,0.00025341,8634.73045650,2.1881270449816648
1655769600,2022-06-21 00:00:00,UNI/BTC,0.00021107,0.00024425,0.00021031,0.00023059,11167.06533652,2.5750135959481466
1655683200,2022-06-20 00:00:00,UNI/BTC,0.00020435,0.00021000,0.00020017,0.00020393,2515.66620447,0.5130198090775672
1655596800,2022-06-19 00:00:00,UNI/BTC,0.00019344,0.00020692,0.00019344,0.00020214,7010.24770769,1.4170514716324567
1655510400,2022-06-18 00:00:00,UNI/BTC,0.00019425,0.00019755,0.00018934,0.00019227,9954.43447148,1.9139391158314598
1655424000,2022-06-17 00:00:00,UNI/BTC,0.00018928,0.00019312,0.00018485,0.00019312,2620.18971431,0.5060110376275472
1655337600,2022-06-16 00:00:00,UNI/BTC,0.00019557,0.00019792,0.00018378,0.00018657,21383.83536552,3.9895821641450664
1655251200,2022-06-15 00:00:00,UNI/BTC,0.00017485,0.00019674,0.00016783,0.00019491,14079.89906390,2.744313126544749
1655164800,2022-06-14 00:00:00,UNI/BTC,0.00016453,0.00017533,0.00015966,0.00017529,14732.71166228,2.5824970272810615
1655078400,2022-06-13 00:00:00,UNI/BTC,0.00015342,0.00016063,0.00014500,0.00015953,19423.14760617,3.0985747376123007
1654992000,2022-06-12 00:00:00,UNI/BTC,0.00015496,0.00015864,0.00015000,0.00015422,16015.66169762,2.4699353470069565
1654905600,2022-06-11 00:00:00,UNI/BTC,0.00016545,0.00016823,0.00015291,0.00015378,16162.68530426,2.485497746089103
1654819200,2022-06-10 00:00:00,UNI/BTC,0.00017339,0.00017339,0.00016539,0.00016539,12621.33287725,2.0874422445683773
1654732800,2022-06-09 00:00:00,UNI/BTC,0.00016801,0.00017469,0.00016801,0.00017195,2592.58915693,0.4457957055341135
1654646400,2022-06-08 00:00:00,UNI/BTC,0.00016859,0.00017084,0.00016792,0.00016815,8573.90350914,1.441701875061891
1654560000,2022-06-07 00:00:00,UNI/BTC,0.00017122,0.00017434,0.00016789,0.00016813,11567.41698775,1.9448298181504078
1654473600,2022-06-06 00:00:00,UNI/BTC,0.00017060,0.00017207,0.00016682,0.00017103,15337.72212063,2.6232106142913487
1654387200,2022-06-05 00:00:00,UNI/BTC,0.00017113,0.00017268,0.00016649,0.00017179,1671.44391000,0.2871373492989
1654300800,2022-06-04 00:00:00,UNI/BTC,0.00017075,0.00017301,0.00016814,0.00017161,2005.84829733,0.34422362630480124
1654214400,2022-06-03 00:00:00,UNI/BTC,0.00017413,0.00017413,0.00016779,0.00017023,1791.11144340,0.304900901009982
1654128000,2022-06-02 00:00:00,UNI/BTC,0.00017248,0.00017544,0.00017029,0.00017430,2688.50224600,0.46860594147780005
1654041600,2022-06-01 00:00:00,UNI/BTC,0.00017944,0.00018146,0.00017264,0.00017387,10028.40673558,1.7436390791152945
1653955200,2022-05-31 00:00:00,UNI/BTC,0.00017905,0.00018407,0.00017607,0.00017968,6589.46935065,1.1839958529247918
1653868800,2022-05-30 00:00:00,UNI/BTC,0.00016830,0.00017912,0.00016830,0.00017804,12160.29128320,2.165018260060928
1653782400,2022-05-29 00:00:00,UNI/BTC,0.00017326,0.00017326,0.00016522,0.00016780,1353.28460104,0.22708115605451204
1653696000,2022-05-28 00:00:00,UNI/BTC,0.00016665,0.00017230,0.00016240,0.00017181,4955.65645407,0.8514313353737667
1653609600,2022-05-27 00:00:00,UNI/BTC,0.00017082,0.00017458,0.00016175,0.00016340,14839.30475144,2.424742396385296
1653523200,2022-05-26 00:00:00,UNI/BTC,0.00019106,0.00019268,0.00016864,0.00016900,9730.71464891,1.6444907756657898
1653436800,2022-05-25 00:00:00,UNI/BTC,0.00018964,0.00019130,0.00018357,0.00019030,4766.05035609,0.9069793827639269
1653350400,2022-05-24 00:00:00,UNI/BTC,0.00019369,0.00019674,0.00018372,0.00018844,5204.79181263,0.9807909691719973
1653264000,2022-05-23 00:00:00,UNI/BTC,0.00018180,0.00019550,0.00017953,0.00019236,9950.33346307,1.9140461449561452
1653177600,2022-05-22 00:00:00,UNI/BTC,0.00017896,0.00018195,0.00017555,0.00018193,1802.72536778,0.32796982616021536
1653091200,2022-05-21 00:00:00,UNI/BTC,0.00017548,0.00018076,0.00017301,0.00017739,1956.81013339,0.3471185495620521
1653004800,2022-05-20 00:00:00,UNI/BTC,0.00017192,0.00018185,0.00017146,0.00017474,9331.01216633,1.630501065944504
1652918400,2022-05-19 00:00:00,UNI/BTC,0.00017078,0.00017106,0.00016323,0.00017009,7021.40054109,1.194270018033998
1652832000,2022-05-18 00:00:00,UNI/BTC,0.00018066,0.00018152,0.00016903,0.00016993,4722.56212312,0.8025049815817816
1652745600,2022-05-17 00:00:00,UNI/BTC,0.00017089,0.00018010,0.00017089,0.00018010,4108.94228303,0.740020505173703
1652659200,2022-05-16 00:00:00,UNI/BTC,0.00017261,0.00017261,0.00016664,0.00016860,12543.85328609,2.114893664034774
1652572800,2022-05-15 00:00:00,UNI/BTC,0.00017192,0.00018000,0.00016793,0.00017455,17744.06208771,3.0972260374097806
1652486400,2022-05-14 00:00:00,UNI/BTC,0.00017765,0.00017968,0.00016503,0.00017173,6002.46216488,1.0308028275748424
1652400000,2022-05-13 00:00:00,UNI/BTC,0.00016220,0.00017850,0.00016003,0.00017582,20589.04316576,3.6199655694039232
1652313600,2022-05-12 00:00:00,UNI/BTC,0.00016962,0.00017252,0.00014055,0.00016187,44124.84500615,7.142488661145499
1652227200,2022-05-11 00:00:00,UNI/BTC,0.00019886,0.00019886,0.00016500,0.00016874,81808.54166636,13.804373320781586
1652140800,2022-05-10 00:00:00,UNI/BTC,0.00019500,0.00020590,0.00019345,0.00019503,4676.35089756,0.9120287155511267
1652054400,2022-05-09 00:00:00,UNI/BTC,0.00020694,0.00021071,0.00019924,0.00020117,11107.05340292,2.2344059330654167
1651968000,2022-05-08 00:00:00,UNI/BTC,0.00020288,0.00021195,0.00020000,0.00021082,5410.02498888,1.1405414681556816
1651881600,2022-05-07 00:00:00,UNI/BTC,0.00021026,0.00021110,0.00020030,0.00020273,1822.15672927,0.3694058337249071
1651795200,2022-05-06 00:00:00,UNI/BTC,0.00020013,0.00020903,0.00019418,0.00020704,767.02008450,0.15880383829488
1651708800,2022-05-05 00:00:00,UNI/BTC,0.00020152,0.00020165,0.00019287,0.00020132,1772.57464180,0.356854726887176
1651622400,2022-05-04 00:00:00,UNI/BTC,0.00018174,0.00020024,0.00018174,0.00020024,19213.94849579,3.847401046796989
1651536000,2022-05-03 00:00:00,UNI/BTC,0.00017899,0.00018403,0.00017899,0.00017915,1338.97331616,0.23987706959006397
1651449600,2022-05-02 00:00:00,UNI/BTC,0.00018575,0.00018575,0.00017386,0.00017386,768.13149403,0.1335473415520558
1651363200,2022-05-01 00:00:00,UNI/BTC,0.00017920,0.00018550,0.00017752,0.00018376,392.88060581,0.0721957401236456
1651276800,2022-04-30 00:00:00,UNI/BTC,0.00019783,0.00020141,0.00016890,0.00017801,13328.20091509,2.372553044895171
1651190400,2022-04-29 00:00:00,UNI/BTC,0.00020436,0.00020706,0.00019562,0.00019724,3001.98953253,0.5921124153962172
1651104000,2022-04-28 00:00:00,UNI/BTC,0.00020910,0.00020925,0.00020415,0.00020560,488.61916826,0.10046010099425601
1651017600,2022-04-27 00:00:00,UNI/BTC,0.00021115,0.00021497,0.00021073,0.00021073,3377.05545530,0.711646896095369
1650931200,2022-04-26 00:00:00,UNI/BTC,0.00021472,0.00021606,0.00020869,0.00021009,1962.61308963,0.4123253840003667
1650844800,2022-04-25 00:00:00,UNI/BTC,0.00021900,0.00021900,0.00021497,0.00021506,3622.43408704,0.7790406747588224
1650758400,2022-04-24 00:00:00,UNI/BTC,0.00022658,0.00022959,0.00022381,0.00022381,5526.94883443,1.2369864186337782
1650672000,2022-04-23 00:00:00,UNI/BTC,0.00022736,0.00023161,0.00022564,0.00022685,1567.19635203,0.35551849245800554
1650585600,2022-04-22 00:00:00,UNI/BTC,0.00021881,0.00022860,0.00021881,0.00022337,3438.39649853,0.7680346258766461
1650499200,2022-04-21 00:00:00,UNI/BTC,0.00022520,0.00022609,0.00021624,0.00021907,5642.69964510,1.2361462112520571
1650412800,2022-04-20 00:00:00,UNI/BTC,0.00022718,0.00022870,0.00022214,0.00022434,6673.02768815,1.497027031559571
1650326400,2022-04-19 00:00:00,UNI/BTC,0.00022899,0.00022967,0.00022724,0.00022967,110.80291500,0.02544810548805
1650240000,2022-04-18 00:00:00,UNI/BTC,0.00023347,0.00023347,0.00022698,0.00022698,1032.67219752,0.23439593539308962
1650153600,2022-04-17 00:00:00,UNI/BTC,0.00023724,0.00023724,0.00023724,0.00023724,52.05744061,0.0123501072103164
1650067200,2022-04-16 00:00:00,UNI/BTC,0.00024125,0.00024300,0.00023790,0.00023790,1028.93533900,0.24478371714810004
1649980800,2022-04-15 00:00:00,UNI/BTC,0.00023997,0.00024276,0.00023673,0.00024101,2651.61603173,0.6390659798072473
1649894400,2022-04-14 00:00:00,UNI/BTC,0.00023508,0.00023704,0.00023359,0.00023704,526.45159132,0.1247900852064928
1649808000,2022-04-13 00:00:00,UNI/BTC,0.00023486,0.00023486,0.00023334,0.00023358,1283.11621159,0.29971028470319216
1649721600,2022-04-12 00:00:00,UNI/BTC,0.00022647,0.00023593,0.00022647,0.00023226,16183.07372594,3.7586807035868244
1649635200,2022-04-11 00:00:00,UNI/BTC,0.00023369,0.00023376,0.00022332,0.00022726,12197.76503598,2.772064082076815
1649548800,2022-04-10 00:00:00,UNI/BTC,0.00023499,0.00023936,0.00023334,0.00023551,1973.36927638,0.4647481982802538
1649462400,2022-04-09 00:00:00,UNI/BTC,0.00023063,0.00023594,0.00023031,0.00023554,2728.86620877,0.6427571468136858
1649376000,2022-04-08 00:00:00,UNI/BTC,0.00024063,0.00024203,0.00022785,0.00022987,38715.23876281,8.899471934407133
1649289600,2022-04-07 00:00:00,UNI/BTC,0.00023076,0.00024237,0.00022911,0.00024075,6325.13214054,1.522775562835005
