https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume ATOM
1663545600000,2022-09-19 00:00:00,ATOM/EUR,14.656609,15.645618,14.656609,15.145626,775.4560512,51.2
1663459200000,2022-09-18 00:00:00,ATOM/EUR,16.510215,17.0,13.6,15.273102,19652.59756310273,1286.74565017
1663372800000,2022-09-17 00:00:00,ATOM/EUR,16.663011,16.872942,15.328597,16.333169,19597.522725867235,1199.86040222
1663286400000,2022-09-16 00:00:00,ATOM/EUR,14.960402,16.716795,14.657867,16.624991,22294.96196679662,1341.05106985
1663200000000,2022-09-15 00:00:00,ATOM/EUR,13.620637,15.59867,12.825019,15.088603,17818.61306873455,1180.93193046
1663113600000,2022-09-14 00:00:00,ATOM/EUR,15.084395,15.677117,13.034114,14.059968,13811.675861393704,982.34049049
1663027200000,2022-09-13 00:00:00,ATOM/EUR,15.523073,16.031678,13.677693,13.907869,15140.845044907343,1088.65312471
1662940800000,2022-09-12 00:00:00,ATOM/EUR,15.189486,16.607828,14.315357,15.531277,17585.375657378285,1132.25561925
1662854400000,2022-09-11 00:00:00,ATOM/EUR,15.824487,16.472789,13.527003,15.60131,17602.486292661873,1128.26976021
1662768000000,2022-09-10 00:00:00,ATOM/EUR,16.126202,16.522295,13.931899,16.303193,20209.590801598995,1239.60936987
1662681600000,2022-09-09 00:00:00,ATOM/EUR,13.983275,16.613096,12.973739,16.0,19183.17215312,1198.94825957
1662595200000,2022-09-08 00:00:00,ATOM/EUR,12.987033,14.580533,12.487004,13.665393,17031.15821990103,1246.29845771
1662508800000,2022-09-07 00:00:00,ATOM/EUR,12.669005,13.5,11.8,13.122598,15549.483484939505,1184.93940643
1662422400000,2022-09-06 00:00:00,ATOM/EUR,12.917337,13.167151,12.082557,12.310796,14552.308227516072,1182.07695323
1662336000000,2022-09-05 00:00:00,ATOM/EUR,13.15396,13.425831,12.484144,12.925305,14559.581076817594,1126.44003966
1662249600000,2022-09-04 00:00:00,ATOM/EUR,12.494355,13.159201,12.220798,13.159201,16330.779943968768,1241.01607263
1662163200000,2022-09-03 00:00:00,ATOM/EUR,12.596967,13.1,11.69833,12.699641,14381.854225692148,1132.46147869
1662076800000,2022-09-02 00:00:00,ATOM/EUR,12.882093,12.975102,11.928105,12.677693,14991.019911317291,1182.47222987
1661990400000,2022-09-01 00:00:00,ATOM/EUR,12.174398,12.883794,11.452597,12.868368,15607.314448760868,1212.84334181
1661904000000,2022-08-31 00:00:00,ATOM/EUR,11.977282,12.998748,10.926773,11.772032,13534.883667110718,1149.74913992
1661817600000,2022-08-30 00:00:00,ATOM/EUR,11.499599,12.329767,10.913181,11.898432,14643.327520741046,1230.69388645
1661731200000,2022-08-29 00:00:00,ATOM/EUR,10.708806,12.0,10.178603,11.51235,13682.721228170563,1188.52547292
1661644800000,2022-08-28 00:00:00,ATOM/EUR,11.320866,11.533035,10.6,10.614664,12638.812283009132,1190.69358041
1661558400000,2022-08-27 00:00:00,ATOM/EUR,11.684622,11.684622,10.810912,11.381039,12898.108230621005,1133.29795554
1661472000000,2022-08-26 00:00:00,ATOM/EUR,12.906923,13.025855,11.5,11.665489,14168.765432215105,1214.58821248
1661385600000,2022-08-25 00:00:00,ATOM/EUR,12.76749,13.518285,12.377082,12.976387,15252.57211204465,1175.40977408
1661299200000,2022-08-24 00:00:00,ATOM/EUR,12.055177,14.0,11.449544,13.147875,15713.35123906241,1195.12478169
1661212800000,2022-08-23 00:00:00,ATOM/EUR,11.129145,12.342618,10.822007,12.245125,15525.455304969459,1267.88867447
1661126400000,2022-08-22 00:00:00,ATOM/EUR,11.08184,11.897065,10.030918,11.169698,14031.368259196684,1256.19942985
1661040000000,2022-08-21 00:00:00,ATOM/EUR,10.172517,11.8,10.017543,10.599004,12382.56461632987,1168.27624712
1660953600000,2022-08-20 00:00:00,ATOM/EUR,10.754423,11.009354,9.824611,10.191279,11930.825086382272,1170.68967363
1660867200000,2022-08-19 00:00:00,ATOM/EUR,11.431375,11.612745,10.308226,10.86446,13544.342535443175,1246.6650469
1660780800000,2022-08-18 00:00:00,ATOM/EUR,11.622137,12.0077,11.312412,11.532503,14140.153379702924,1226.11313257
1660694400000,2022-08-17 00:00:00,ATOM/EUR,11.09847,11.70479,11.02843,11.57706,13671.773724357301,1180.93658704
1660608000000,2022-08-16 00:00:00,ATOM/EUR,11.206934,11.752127,11.05544,11.212644,12464.737131134,1111.66796441
1660521600000,2022-08-15 00:00:00,ATOM/EUR,11.570197,11.836472,11.044134,11.256695,13160.618479930376,1169.13698736
1660435200000,2022-08-14 00:00:00,ATOM/EUR,11.526728,11.882606,11.133093,11.322406,13328.936482124524,1177.21767636
1660348800000,2022-08-13 00:00:00,ATOM/EUR,11.710113,12.0532,11.295979,11.677825,14069.680033620685,1204.8202498
1660262400000,2022-08-12 00:00:00,ATOM/EUR,11.598577,11.806732,11.128139,11.806732,14393.146724220876,1219.06271136
1660176000000,2022-08-11 00:00:00,ATOM/EUR,11.689905,12.0532,11.012951,11.400343,11840.734371465305,1038.62965978
1660089600000,2022-08-10 00:00:00,ATOM/EUR,11.260028,11.640297,10.472828,11.61238,12144.012052227143,1045.78148943
1660003200000,2022-08-09 00:00:00,ATOM/EUR,11.433294,11.773819,11.363396,11.729186,748.3220668,63.8
1659916800000,2022-08-08 00:00:00,ATOM/EUR,10.888307,11.872395,10.680827,11.637255,14260.013332812257,1225.37603007
1659830400000,2022-08-07 00:00:00,ATOM/EUR,10.578579,11.460276,10.319643,11.402492,13816.181307800049,1211.68085957
1659744000000,2022-08-06 00:00:00,ATOM/EUR,10.51154,10.9603,10.403331,10.621601,12681.210679800643,1193.90764912
1659657600000,2022-08-05 00:00:00,ATOM/EUR,10.174267,10.900199,10.113879,10.553786,12585.902757626458,1192.54860366
1659571200000,2022-08-04 00:00:00,ATOM/EUR,9.973969,10.459317,9.929966,10.180482,12767.742710651299,1254.1393139
1659484800000,2022-08-03 00:00:00,ATOM/EUR,9.802953,12.0,9.558249,10.116517,12827.634614668043,1267.98923134
1659398400000,2022-08-02 00:00:00,ATOM/EUR,10.171017,10.671288,9.583976,9.809722,11699.241366775012,1192.61701471
1659312000000,2022-08-01 00:00:00,ATOM/EUR,10.134829,10.463493,9.86,10.151301,11057.983057164862,1089.3168331
1659225600000,2022-07-31 00:00:00,ATOM/EUR,10.546484,10.999999,10.073478,10.163709,12986.412912406393,1277.72380264
1659139200000,2022-07-30 00:00:00,ATOM/EUR,11.094644,11.10401,10.326857,10.600759,12110.307081600002,1142.4
1659052800000,2022-07-29 00:00:00,ATOM/EUR,10.581591,11.234423,9.988686,10.724731,13057.442091924513,1217.50765515
1658966400000,2022-07-28 00:00:00,ATOM/EUR,10.139586,10.832211,9.850537,10.665325,13044.674692346598,1223.09209446
1658880000000,2022-07-27 00:00:00,ATOM/EUR,8.745272,10.196525,8.745272,10.024796,11414.791471339033,1138.65573637
1658793600000,2022-07-26 00:00:00,ATOM/EUR,8.856063,9.599842,8.5,8.973033,13691.479252086478,1525.84741994
1658707200000,2022-07-25 00:00:00,ATOM/EUR,9.822608,9.976632,8.887022,8.887022,10843.055345085853,1220.09997782
1658620800000,2022-07-24 00:00:00,ATOM/EUR,9.956069,10.895687,9.620425,9.828444,11886.843556730673,1209.43290278
1658534400000,2022-07-23 00:00:00,ATOM/EUR,10.23006,11.078211,9.565708,9.923565,11144.012200526482,1122.98475402
1658448000000,2022-07-22 00:00:00,ATOM/EUR,10.852597,12.0,9.500001,10.424603,12149.545273339723,1165.46838986
1658361600000,2022-07-21 00:00:00,ATOM/EUR,10.382194,10.951707,9.207022,10.897977,13599.454848774572,1247.88801158
1658275200000,2022-07-20 00:00:00,ATOM/EUR,10.513414,10.589621,9.420001,10.128438,12209.623149669726,1205.47937892
1658188800000,2022-07-19 00:00:00,ATOM/EUR,9.384837,10.747405,9.154953,10.268428,12341.265581251133,1201.86513274
1658102400000,2022-07-18 00:00:00,ATOM/EUR,9.031722,9.8135,8.459329,9.446282,14301.694860507181,1514.00253142
1658016000000,2022-07-17 00:00:00,ATOM/EUR,9.159728,9.29834,8.606766,8.812902,9719.75946263166,1102.90111732
1657929600000,2022-07-16 00:00:00,ATOM/EUR,8.968553,9.298015,8.673334,8.992123,10391.83686618,1155.66
1657843200000,2022-07-15 00:00:00,ATOM/EUR,8.860172,9.395563,8.849018,8.96383,10190.60419833863,1136.85826241
1657756800000,2022-07-14 00:00:00,ATOM/EUR,8.198369,9.02733,7.831133,8.975521,10821.617980938709,1205.6813171
1657670400000,2022-07-13 00:00:00,ATOM/EUR,7.741932,8.152034,7.090135,8.152034,9713.009612650212,1191.48296151
1657584000000,2022-07-12 00:00:00,ATOM/EUR,8.355576,8.526021,7.663016,7.77103,9408.644436655732,1210.73325372
1657497600000,2022-07-11 00:00:00,ATOM/EUR,8.521226,8.968226,8.201,8.335931,10615.73555746854,1273.49129419
1657411200000,2022-07-10 00:00:00,ATOM/EUR,8.621244,8.926977,8.317525,8.706906,9915.7476020859,1138.83710265
1657324800000,2022-07-09 00:00:00,ATOM/EUR,8.746593,9.314073,8.444417,8.829071,10973.956020384396,1242.93439484
1657238400000,2022-07-08 00:00:00,ATOM/EUR,9.283873,9.5,8.301539,8.802904,10797.750302664781,1226.61229779
