https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA,Volume BTC
1653436800,2022-05-25 00:00:00,LUNA/BTC,0.000000006,0.0000000061,0.0000000057,0.0000000059,289530049.39282985,1.718096469867869827
1653433200,2022-05-24 23:00:00,LUNA/BTC,0.0000000057,0.0000000063,0.0000000056,0.000000006,361634381.17006329,2.171217278962419875
1653429600,2022-05-24 22:00:00,LUNA/BTC,0.0000000053,0.0000000057,0.0000000053,0.0000000056,192945603.82452892,1.065899420426819994
1653426000,2022-05-24 21:00:00,LUNA/BTC,0.0000000055,0.0000000056,0.0000000053,0.0000000053,74062596.30580853,0.402879331880589792
1653422400,2022-05-24 20:00:00,LUNA/BTC,0.0000000053,0.0000000056,0.0000000053,0.0000000054,241382802.63681894,1.323842918369434436
1653418800,2022-05-24 19:00:00,LUNA/BTC,0.0000000054,0.0000000054,0.0000000052,0.0000000053,51834958.0333222,0.27886072916503988
1653415200,2022-05-24 18:00:00,LUNA/BTC,0.0000000054,0.0000000055,0.0000000053,0.0000000054,86804244.67094813,0.465483448488639902
1653411600,2022-05-24 17:00:00,LUNA/BTC,0.0000000054,0.0000000055,0.0000000053,0.0000000053,75814393.14964777,0.4041204450964954
1653408000,2022-05-24 16:00:00,LUNA/BTC,0.0000000054,0.0000000056,0.0000000053,0.0000000054,95355314.08029908,0.520591509681329933
1653404400,2022-05-24 15:00:00,LUNA/BTC,0.0000000053,0.0000000055,0.0000000052,0.0000000054,83539710.42001219,0.44626242770387989
1653400800,2022-05-24 14:00:00,LUNA/BTC,0.0000000054,0.0000000055,0.0000000051,0.0000000053,157765548.58518119,0.830285421727789936
1653397200,2022-05-24 13:00:00,LUNA/BTC,0.0000000056,0.0000000057,0.0000000053,0.0000000054,78888751.69714463,0.430447988410782786
1653393600,2022-05-24 12:00:00,LUNA/BTC,0.0000000055,0.0000000057,0.0000000054,0.0000000055,41185685.26937769,0.228643433703929976
1653390000,2022-05-24 11:00:00,LUNA/BTC,0.0000000055,0.0000000057,0.0000000055,0.0000000055,95545541.61792419,0.534548772903030025
1653386400,2022-05-24 10:00:00,LUNA/BTC,0.0000000055,0.0000000056,0.0000000054,0.0000000056,35561802.15619414,0.195594933094409912
1653382800,2022-05-24 09:00:00,LUNA/BTC,0.0000000057,0.0000000057,0.0000000054,0.0000000054,81630532.16082726,0.447798598917309738
1653379200,2022-05-24 08:00:00,LUNA/BTC,0.0000000056,0.0000000058,0.0000000055,0.0000000056,80348497.53358811,0.454224926697160082
1653375600,2022-05-24 07:00:00,LUNA/BTC,0.0000000057,0.0000000057,0.0000000055,0.0000000056,109734817.66841012,0.611577682431569829
1653372000,2022-05-24 06:00:00,LUNA/BTC,0.0000000058,0.0000000059,0.0000000055,0.0000000057,66730145.20118596,0.379631406441709972
1653368400,2022-05-24 05:00:00,LUNA/BTC,0.0000000059,0.000000006,0.0000000057,0.0000000058,57214464.43701541,0.334840597166409885
1653364800,2022-05-24 04:00:00,LUNA/BTC,0.0000000057,0.000000006,0.0000000055,0.0000000058,131316500.28605183,0.75576801615491372
1653361200,2022-05-24 03:00:00,LUNA/BTC,0.0000000057,0.0000000059,0.0000000056,0.0000000057,133836682.86813352,0.778104427153489838
1653357600,2022-05-24 02:00:00,LUNA/BTC,0.0000000055,0.0000000057,0.0000000054,0.0000000057,119278322.09902421,0.667717177889097173
1653354000,2022-05-24 01:00:00,LUNA/BTC,0.0000000056,0.0000000056,0.0000000053,0.0000000056,261581032.43814432,1.42125630565138965
1653350400,2022-05-24 00:00:00,LUNA/BTC,0.0000000055,0.0000000057,0.0000000053,0.0000000054,270084557.66229962,1.489212916621639912
1653346800,2022-05-23 23:00:00,LUNA/BTC,0.0000000057,0.0000000057,0.0000000053,0.0000000056,153766487.72384487,0.845496716999359696
1653343200,2022-05-23 22:00:00,LUNA/BTC,0.0000000059,0.0000000061,0.0000000056,0.0000000057,192259261.81811955,1.103212481419169417
1653339600,2022-05-23 21:00:00,LUNA/BTC,0.0000000057,0.000000006,0.0000000056,0.0000000059,104814596.05144273,0.609628520502880039
1653336000,2022-05-23 20:00:00,LUNA/BTC,0.0000000057,0.000000006,0.0000000057,0.0000000058,252443404.71087977,1.47076981376173999
1653332400,2022-05-23 19:00:00,LUNA/BTC,0.0000000058,0.0000000058,0.0000000054,0.0000000058,412185611.8459262,2.308312892941019369
1653328800,2022-05-23 18:00:00,LUNA/BTC,0.0000000059,0.000000006,0.0000000056,0.0000000058,133724143.33424156,0.77895509697387969
