https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ADA
1661126400000,2022-08-22 00:00:00,ADA/BTC,2.151e-05,2.16e-05,2.09e-05,2.156e-05,17.853969027577207,828106.17011026
1661040000000,2022-08-21 00:00:00,ADA/BTC,2.131e-05,2.181e-05,2.115e-05,2.149e-05,24.745386700941907,1151483.79250544
1660953600000,2022-08-20 00:00:00,ADA/BTC,2.163e-05,2.18e-05,2.075e-05,2.132e-05,18.10786063446967,849336.80274248
1660867200000,2022-08-19 00:00:00,ADA/BTC,2.206e-05,2.215e-05,2.127e-05,2.162e-05,18.323438671379762,847522.60274652
1660780800000,2022-08-18 00:00:00,ADA/BTC,2.305e-05,2.31e-05,2.204e-05,2.207e-05,18.347561113671787,831334.89414009
1660694400000,2022-08-17 00:00:00,ADA/BTC,2.337e-05,2.416e-05,2.276e-05,2.304e-05,19.045046337648536,826607.91396044
1660608000000,2022-08-16 00:00:00,ADA/BTC,2.282e-05,2.363e-05,2.279e-05,2.335e-05,20.283517156267692,868673.11161746
1660521600000,2022-08-15 00:00:00,ADA/BTC,2.34e-05,2.356e-05,2.278e-05,2.28e-05,19.37824262746507,849922.92225724
1660435200000,2022-08-14 00:00:00,ADA/BTC,2.288e-05,2.416e-05,2.284e-05,2.343e-05,20.330257608750504,867701.98927659
1660348800000,2022-08-13 00:00:00,ADA/BTC,2.213e-05,2.318e-05,2.188e-05,2.287e-05,19.172652935812494,838332.00418944
1660262400000,2022-08-12 00:00:00,ADA/BTC,2.215e-05,2.232e-05,2.197e-05,2.213e-05,18.759536044673293,847697.06482934
1660176000000,2022-08-11 00:00:00,ADA/BTC,2.242e-05,2.279e-05,2.186e-05,2.214e-05,17.72113348008997,800412.53297606
1660089600000,2022-08-10 00:00:00,ADA/BTC,2.225e-05,2.247e-05,2.209e-05,2.243e-05,15.701063822341514,700002.84540087
1660003200000,2022-08-09 00:00:00,ADA/BTC,2.254e-05,2.255e-05,2.227e-05,2.227e-05,1.0386727999999998,46640.0
1659916800000,2022-08-08 00:00:00,ADA/BTC,2.276e-05,2.3e-05,2.225e-05,2.254e-05,18.79776852159929,833973.75872224
1659830400000,2022-08-07 00:00:00,ADA/BTC,2.226e-05,2.3e-05,2.216e-05,2.275e-05,18.804376802098844,826566.01327907
1659744000000,2022-08-06 00:00:00,ADA/BTC,2.219e-05,2.25e-05,2.212e-05,2.227e-05,18.891211062220897,848280.69430718
1659657600000,2022-08-05 00:00:00,ADA/BTC,2.207e-05,2.227e-05,2.188e-05,2.221e-05,19.035824904530866,857083.51663804
1659571200000,2022-08-04 00:00:00,ADA/BTC,2.195e-05,2.217e-05,2.176e-05,2.205e-05,18.602153630786283,843635.08529643
1659484800000,2022-08-03 00:00:00,ADA/BTC,2.158e-05,2.209e-05,2.15e-05,2.191e-05,18.396656394132357,839646.57207359
1659398400000,2022-08-02 00:00:00,ADA/BTC,2.205e-05,2.21e-05,2.149e-05,2.157e-05,18.40248696386152,853151.92229307
1659312000000,2022-08-01 00:00:00,ADA/BTC,2.215e-05,2.245e-05,2.186e-05,2.204e-05,19.150688832494048,868906.02688267
1659225600000,2022-07-31 00:00:00,ADA/BTC,2.226e-05,2.265e-05,2.202e-05,2.214e-05,18.657356288598297,842699.01935855
1659139200000,2022-07-30 00:00:00,ADA/BTC,2.195e-05,2.261e-05,2.153e-05,2.223e-05,18.795433184020524,845498.56878185
1659052800000,2022-07-29 00:00:00,ADA/BTC,2.151e-05,2.266e-05,2.138e-05,2.196e-05,19.190375327302828,873878.65789175
1658966400000,2022-07-28 00:00:00,ADA/BTC,2.227e-05,2.232e-05,2.136e-05,2.153e-05,18.668239399325923,867080.32509642
1658880000000,2022-07-27 00:00:00,ADA/BTC,2.2e-05,2.246e-05,2.157e-05,2.228e-05,18.611841588375835,835360.93305098
1658793600000,2022-07-26 00:00:00,ADA/BTC,2.237e-05,2.24e-05,2.166e-05,2.202e-05,18.58358603144015,843941.23666849
1658707200000,2022-07-25 00:00:00,ADA/BTC,2.267e-05,2.275e-05,2.215e-05,2.229e-05,19.132471621075066,858343.27595671
1658620800000,2022-07-24 00:00:00,ADA/BTC,2.301e-05,2.359e-05,2.262e-05,2.266e-05,19.346585806657263,853776.95528055
1658534400000,2022-07-23 00:00:00,ADA/BTC,2.126e-05,2.301e-05,2.118e-05,2.301e-05,19.283865386281814,838064.55394532
1658448000000,2022-07-22 00:00:00,ADA/BTC,2.159e-05,2.176e-05,2.106e-05,2.127e-05,17.871391587944437,840215.87155357
1658361600000,2022-07-21 00:00:00,ADA/BTC,2.113e-05,2.165e-05,2.097e-05,2.155e-05,17.998750439478275,835208.83709876
1658275200000,2022-07-20 00:00:00,ADA/BTC,2.2e-05,2.317e-05,2.102e-05,2.112e-05,17.703930088470702,838254.26555259
1658188800000,2022-07-19 00:00:00,ADA/BTC,2.188e-05,2.28e-05,2.159e-05,2.2e-05,18.53234289213604,842379.22236982
1658102400000,2022-07-18 00:00:00,ADA/BTC,2.154e-05,2.235e-05,2.119e-05,2.184e-05,18.51228265438297,847631.98966955
1658016000000,2022-07-17 00:00:00,ADA/BTC,2.16e-05,2.17e-05,2.107e-05,2.151e-05,18.221470086350763,847116.22902607
1657929600000,2022-07-16 00:00:00,ADA/BTC,2.121e-05,2.159e-05,2.103e-05,2.156e-05,18.177441874763925,843109.54892226
1657843200000,2022-07-15 00:00:00,ADA/BTC,2.144e-05,2.172e-05,2.09e-05,2.12e-05,18.195437209687732,858275.34007961
1657756800000,2022-07-14 00:00:00,ADA/BTC,2.167e-05,2.167e-05,2.117e-05,2.141e-05,18.038035428329934,842505.15779215
1657670400000,2022-07-13 00:00:00,ADA/BTC,2.158e-05,2.187e-05,2.124e-05,2.164e-05,17.81330741561454,823165.77706167
1657584000000,2022-07-12 00:00:00,ADA/BTC,2.177e-05,2.209e-05,2.158e-05,2.16e-05,17.671831622275178,818140.35288311
1657497600000,2022-07-11 00:00:00,ADA/BTC,2.216e-05,2.231e-05,2.162e-05,2.178e-05,18.824646792699713,864308.85182276
1657411200000,2022-07-10 00:00:00,ADA/BTC,2.213e-05,2.228e-05,2.186e-05,2.215e-05,18.40425190784151,830891.73398833
1657324800000,2022-07-09 00:00:00,ADA/BTC,2.156e-05,2.246e-05,2.155e-05,2.213e-05,18.601252065091742,840544.60303171
1657238400000,2022-07-08 00:00:00,ADA/BTC,2.209e-05,2.245e-05,2.133e-05,2.156e-05,18.47395930987256,856862.67671023
1657152000000,2022-07-07 00:00:00,ADA/BTC,2.247e-05,2.288e-05,2.193e-05,2.208e-05,18.506045785615832,838136.13159492
1657065600000,2022-07-06 00:00:00,ADA/BTC,2.267e-05,2.29e-05,2.242e-05,2.245e-05,17.9358690565542,798925.12501355
1656979200000,2022-07-05 00:00:00,ADA/BTC,2.32e-05,2.321e-05,2.231e-05,2.265e-05,18.802957203231944,830152.63590428
1656892800000,2022-07-04 00:00:00,ADA/BTC,2.357e-05,2.399e-05,2.277e-05,2.314e-05,18.861292963892627,815094.76939899
1656806400000,2022-07-03 00:00:00,ADA/BTC,2.369e-05,2.371e-05,2.336e-05,2.357e-05,19.905001611230684,844505.79597924
1656720000000,2022-07-02 00:00:00,ADA/BTC,2.328e-05,2.395e-05,2.312e-05,2.367e-05,25.657317310506052,1083959.32870748
1656633600000,2022-07-01 00:00:00,ADA/BTC,2.314e-05,2.346e-05,2.259e-05,2.329e-05,24.303666234303847,1043523.66828269
1656547200000,2022-06-30 00:00:00,ADA/BTC,2.315e-05,2.372e-05,2.288e-05,2.311e-05,22.11549253464458,956966.35805472
1656460800000,2022-06-29 00:00:00,ADA/BTC,2.315e-05,2.355e-05,2.304e-05,2.317e-05,19.260251277698032,831258.14750531
1656374400000,2022-06-28 00:00:00,ADA/BTC,2.339e-05,2.342e-05,2.326e-05,2.329e-05,0.6671682533093019,28646.12508842
1656288000000,2022-06-27 00:00:00,ADA/BTC,2.328e-05,2.375e-05,2.319e-05,2.343e-05,19.219615734242574,820299.43381317
1656201600000,2022-06-26 00:00:00,ADA/BTC,2.32e-05,2.441e-05,2.307e-05,2.33e-05,19.911677258362346,854578.42310568
1656115200000,2022-06-25 00:00:00,ADA/BTC,2.348e-05,2.362e-05,2.288e-05,2.321e-05,19.60874748419406,844840.47756114
1656028800000,2022-06-24 00:00:00,ADA/BTC,2.272e-05,2.387e-05,2.269e-05,2.348e-05,19.811534087026487,843762.09910675
1655942400000,2022-06-23 00:00:00,ADA/BTC,2.296e-05,2.331e-05,2.264e-05,2.274e-05,17.520101341341096,770453.00533602
1655856000000,2022-06-22 00:00:00,ADA/BTC,2.313e-05,2.336e-05,2.279e-05,2.296e-05,19.07386563771745,830743.27690407
1655769600000,2022-06-21 00:00:00,ADA/BTC,2.388e-05,2.406e-05,2.287e-05,2.313e-05,19.78441221196749,855357.20760776
1655683200000,2022-06-20 00:00:00,ADA/BTC,2.357e-05,2.436e-05,2.314e-05,2.387e-05,20.51590926932258,859485.09716475
1655596800000,2022-06-19 00:00:00,ADA/BTC,2.398e-05,2.449e-05,2.333e-05,2.354e-05,20.315058861311726,863001.65086286
1655510400000,2022-06-18 00:00:00,ADA/BTC,2.381e-05,2.453e-05,2.363e-05,2.399e-05,21.18730390989787,883172.31804493
1655424000000,2022-06-17 00:00:00,ADA/BTC,2.331e-05,2.402e-05,2.326e-05,2.382e-05,19.417520358581072,815177.17710248
1655337600000,2022-06-16 00:00:00,ADA/BTC,2.368e-05,2.4e-05,2.297e-05,2.33e-05,18.23709768670429,782708.05522336
1655251200000,2022-06-15 00:00:00,ADA/BTC,2.174e-05,2.394e-05,2.151e-05,2.363e-05,19.996505090253123,846233.81676907
1655164800000,2022-06-14 00:00:00,ADA/BTC,2.061e-05,2.271e-05,2.056e-05,2.178e-05,18.731789210093098,860045.41827792
