https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BETA,Volume USDT
1657843200,2022-07-15 00:00:00,BETA/USDT,0.12135,0.12226,0.11143,0.11262,789289.1421,91447.894599765
1657756800,2022-07-14 00:00:00,BETA/USDT,0.09725,0.199,0.0969,0.12086,8214697.9456132,1150266.8164250379642
1657670400,2022-07-13 00:00:00,BETA/USDT,0.08926,0.09801,0.08641,0.09801,327156.9291,30086.167454534
1657584000,2022-07-12 00:00:00,BETA/USDT,0.09352,0.09441,0.08941,0.08941,30053.105,2788.989947159
1657497600,2022-07-11 00:00:00,BETA/USDT,0.09945,0.09954,0.09405,0.09414,183654.6884,17810.526300213
1657411200,2022-07-10 00:00:00,BETA/USDT,0.10499,0.10545,0.09806,0.09977,22454.2465,2291.310541155
1657324800,2022-07-09 00:00:00,BETA/USDT,0.10229,0.10563,0.10115,0.10545,154665.2288,16260.346086581
1657238400,2022-07-08 00:00:00,BETA/USDT,0.10333,0.10574,0.09939,0.10166,101022.4311,10345.186083948
1657152000,2022-07-07 00:00:00,BETA/USDT,0.09965,0.10768,0.09917,0.10355,421078.73831045,44086.5946547830977
1657065600,2022-07-06 00:00:00,BETA/USDT,0.09604,0.10057,0.09486,0.0997,93533.79027047,9180.8224727459296
1656979200,2022-07-05 00:00:00,BETA/USDT,0.10028,0.10229,0.09333,0.09599,66525.74792034,6372.5341717661418
1656892800,2022-07-04 00:00:00,BETA/USDT,0.09549,0.10097,0.09435,0.10051,50174.20200741,4893.4646599880977
1656806400,2022-07-03 00:00:00,BETA/USDT,0.09605,0.09708,0.09404,0.09536,102903.87825422,9855.8785576520769
1656720000,2022-07-02 00:00:00,BETA/USDT,0.09435,0.09708,0.09255,0.09612,110764.78857335,10586.6066008486979
1656633600,2022-07-01 00:00:00,BETA/USDT,0.09538,0.10143,0.09179,0.09442,177671.894194,17299.6313454627427
1656547200,2022-06-30 00:00:00,BETA/USDT,0.09655,0.09754,0.08802,0.09538,65018.72547111,5975.0835925397694
1656460800,2022-06-29 00:00:00,BETA/USDT,0.10294,0.10452,0.09536,0.09602,113439.51187582,11320.5350375724195
1656374400,2022-06-28 00:00:00,BETA/USDT,0.104,0.11057,0.10153,0.10263,129255.46157506,13573.8497724474052
1656288000,2022-06-27 00:00:00,BETA/USDT,0.10288,0.10985,0.10206,0.10361,79717.49239757,8372.0909219205033
1656201600,2022-06-26 00:00:00,BETA/USDT,0.1088,0.1173,0.10229,0.10229,235017.88909311,26294.9186116275475
1656115200,2022-06-25 00:00:00,BETA/USDT,0.10736,0.11497,0.10294,0.10904,109188.107827,11862.4236324567326
1656028800,2022-06-24 00:00:00,BETA/USDT,0.10232,0.10898,0.09977,0.10773,81294.44962406,8406.6947122405124
1655942400,2022-06-23 00:00:00,BETA/USDT,0.09494,0.10911,0.09494,0.10231,172883.7019116,17687.7283837608994
1655856000,2022-06-22 00:00:00,BETA/USDT,0.09794,0.10498,0.09412,0.09504,202123.46035942,19606.7919800285755
1655769600,2022-06-21 00:00:00,BETA/USDT,0.09852,0.10658,0.0969,0.0984,189376.44664476,19200.1665335168986
1655683200,2022-06-20 00:00:00,BETA/USDT,0.09725,0.09915,0.09324,0.09896,61646.37010579,5953.3362591980594
1655596800,2022-06-19 00:00:00,BETA/USDT,0.09257,0.0986,0.0884,0.09662,83015.09398691,7913.6354071444606
1655510400,2022-06-18 00:00:00,BETA/USDT,0.1003,0.10294,0.08569,0.0923,204588.13945489,19640.4732073088262
1655424000,2022-06-17 00:00:00,BETA/USDT,0.09799,0.10546,0.08925,0.09939,211911.26768472,20980.442745190479
1655337600,2022-06-16 00:00:00,BETA/USDT,0.10709,0.1156,0.09512,0.09794,349722.6243339,36446.2622534259145
1655251200,2022-06-15 00:00:00,BETA/USDT,0.10115,0.10894,0.09255,0.1064,430482.18153677,43206.1349667869857
1655164800,2022-06-14 00:00:00,BETA/USDT,0.10097,0.1054,0.09563,0.10201,426987.42236009,43352.6295971528413
1655078400,2022-06-13 00:00:00,BETA/USDT,0.10648,0.11836,0.09605,0.10076,982425.48193502,103644.178210207263
1654992000,2022-06-12 00:00:00,BETA/USDT,0.10549,0.1275,0.09512,0.10643,682385.46072187,77160.5210452801093
1654905600,2022-06-11 00:00:00,BETA/USDT,0.11797,0.12198,0.102,0.10536,183941.34352627,20595.4221471347181
1654819200,2022-06-10 00:00:00,BETA/USDT,0.13106,0.13106,0.11616,0.11697,215524.43173216,26059.8988346592824
1654732800,2022-06-09 00:00:00,BETA/USDT,0.1308,0.16434,0.128,0.13064,1149453.21976043,168025.2299704493884
1654646400,2022-06-08 00:00:00,BETA/USDT,0.11983,0.14009,0.11852,0.13024,520444.08974574,67423.2767446726971
1654560000,2022-06-07 00:00:00,BETA/USDT,0.12489,0.12489,0.1142,0.12052,343724.03976839,41335.751962770992
1654473600,2022-06-06 00:00:00,BETA/USDT,0.12655,0.1344,0.12327,0.12512,398416.44220988,51064.8667775113859
1654387200,2022-06-05 00:00:00,BETA/USDT,0.13175,0.13175,0.1233,0.12655,131048.82864333,16537.5648281571351
1654300800,2022-06-04 00:00:00,BETA/USDT,0.12594,0.13492,0.12046,0.13305,175787.82557747,22128.3992059537922
1654214400,2022-06-03 00:00:00,BETA/USDT,0.12347,0.13902,0.11963,0.1259,699050.15623183,89841.9665424487427
1654128000,2022-06-02 00:00:00,BETA/USDT,0.12005,0.12407,0.11575,0.1234,143931.90908004,17375.8765709873506
1654041600,2022-06-01 00:00:00,BETA/USDT,0.12948,0.1372,0.1194,0.1207,371471.65994945,48030.5657454874481
1653955200,2022-05-31 00:00:00,BETA/USDT,0.14449,0.14784,0.12817,0.12869,544422.78479999,74313.4753874785592
1653868800,2022-05-30 00:00:00,BETA/USDT,0.13575,0.149,0.12337,0.14398,498955.25103461,69285.1704181966643
1653782400,2022-05-29 00:00:00,BETA/USDT,0.13901,0.14241,0.12881,0.13522,425104.18371743,57238.7005698019441
1653696000,2022-05-28 00:00:00,BETA/USDT,0.11616,0.16902,0.11566,0.13988,1786485.70471554,264779.5078408606563
1653609600,2022-05-27 00:00:00,BETA/USDT,0.12353,0.12557,0.11384,0.11603,141609.42903391,16835.0682785941434
1653523200,2022-05-26 00:00:00,BETA/USDT,0.1442,0.149,0.1209,0.12274,529123.19006803,70239.9773239718232
1653436800,2022-05-25 00:00:00,BETA/USDT,0.15562,0.18035,0.14278,0.14512,1041085.52755197,164402.0188871091484
1653350400,2022-05-24 00:00:00,BETA/USDT,0.13744,0.24325,0.13744,0.15562,6923591.38882345,1359546.1242964795609
1653264000,2022-05-23 00:00:00,BETA/USDT,0.11554,0.15,0.11414,0.13683,930856.75331082,124953.7774573109628
1653177600,2022-05-22 00:00:00,BETA/USDT,0.1167,0.12402,0.11303,0.11928,220302.13992493,25666.4480369285248
1653091200,2022-05-21 00:00:00,BETA/USDT,0.1071,0.12747,0.1055,0.1175,135250.11700784,15433.8336259043508
1653004800,2022-05-20 00:00:00,BETA/USDT,0.1135,0.12596,0.1039,0.1079,222380.93750455,25783.9503344434842
1652918400,2022-05-19 00:00:00,BETA/USDT,0.1108,0.11499,0.1015,0.11499,237909.30970571,25804.7132356550124
1652832000,2022-05-18 00:00:00,BETA/USDT,0.1263,0.1271,0.1071,0.11006,382794.91817718,44331.3387310796934
1652745600,2022-05-17 00:00:00,BETA/USDT,0.10462,0.15538,0.10462,0.1271,1272725.94007929,165003.8832705502389
1652659200,2022-05-16 00:00:00,BETA/USDT,0.10572,0.111,0.096,0.1032,319569.30334304,32753.0910726925372
1652572800,2022-05-15 00:00:00,BETA/USDT,0.09334,0.11905,0.09036,0.1081,930823.87946194,100908.6553626017983
1652486400,2022-05-14 00:00:00,BETA/USDT,0.09661,0.09661,0.08293,0.0953,179416.82627248,16109.2066009952479
1652400000,2022-05-13 00:00:00,BETA/USDT,0.07902,0.10979,0.07902,0.09846,321778.13162179,31480.8530733571871
1652313600,2022-05-12 00:00:00,BETA/USDT,0.09329,0.1042,0.06432,0.0794,355619.55374222,28039.9701302627625
1652227200,2022-05-11 00:00:00,BETA/USDT,0.17849,0.17849,0.0874,0.093,555507.43393226,65201.8976342562521
1652140800,2022-05-10 00:00:00,BETA/USDT,0.17185,0.193,0.16452,0.17431,161572.42228059,29322.5648816929928
1652054400,2022-05-09 00:00:00,BETA/USDT,0.22839,0.229,0.17372,0.17372,81035.80151354,15845.5051249893311
1651968000,2022-05-08 00:00:00,BETA/USDT,0.24108,0.24108,0.22524,0.22757,32367.79218247,7493.364173734287
1651881600,2022-05-07 00:00:00,BETA/USDT,0.24541,0.24828,0.23765,0.24433,40277.18171836,9753.6851839564156
1651795200,2022-05-06 00:00:00,BETA/USDT,0.25823,0.2583,0.23954,0.24599,34387.05306131,8496.311203070548
1651708800,2022-05-05 00:00:00,BETA/USDT,0.29337,0.2965,0.247,0.25647,229118.75882015,62564.8932301869834
1651622400,2022-05-04 00:00:00,BETA/USDT,0.27282,0.29215,0.27282,0.29079,165711.14531213,47153.5652949704371
1651536000,2022-05-03 00:00:00,BETA/USDT,0.27359,0.3004,0.26914,0.27252,186631.29120197,52796.1473579670749
1651449600,2022-05-02 00:00:00,BETA/USDT,0.28517,0.29,0.26672,0.27335,309624.03813557,86388.950065184686
1651363200,2022-05-01 00:00:00,BETA/USDT,0.27543,0.28847,0.27443,0.285,69419.77906248,19335.8328925403519
1651276800,2022-04-30 00:00:00,BETA/USDT,0.31386,0.31929,0.26877,0.27546,94296.16676528,27847.0950719653396
1651190400,2022-04-29 00:00:00,BETA/USDT,0.35011,0.35692,0.30868,0.31386,60625.39347764,19887.579085858729
1651104000,2022-04-28 00:00:00,BETA/USDT,0.34387,0.36342,0.34042,0.35011,93571.73934399,33063.9338325825803
1651017600,2022-04-27 00:00:00,BETA/USDT,0.335,0.36917,0.33069,0.34272,208888.56806663,73546.6560623739007
1650931200,2022-04-26 00:00:00,BETA/USDT,0.3675,0.37105,0.33299,0.3342,53720.37939846,18777.9548867329894
1650844800,2022-04-25 00:00:00,BETA/USDT,0.3774,0.3774,0.34448,0.3675,50978.40447711,18356.9129879405553
1650758400,2022-04-24 00:00:00,BETA/USDT,0.38447,0.3953,0.37525,0.37808,46131.88239656,17824.1766732037881
1650672000,2022-04-23 00:00:00,BETA/USDT,0.38309,0.40187,0.37808,0.38397,188179.87263315,73919.5629384223586
1650585600,2022-04-22 00:00:00,BETA/USDT,0.38532,0.393,0.37562,0.38301,34792.13309901,13393.580931988462
1650499200,2022-04-21 00:00:00,BETA/USDT,0.39482,0.4123,0.3825,0.387,146378.04387381,58679.8658820438506
1650412800,2022-04-20 00:00:00,BETA/USDT,0.40378,0.41497,0.38914,0.39384,92496.95018586,37203.3431843504463
1650326400,2022-04-19 00:00:00,BETA/USDT,0.39738,0.40662,0.39129,0.40538,162263.7841444,64938.764090128526
1650240000,2022-04-18 00:00:00,BETA/USDT,0.39592,0.39884,0.37473,0.39697,106308.73762495,40682.589636512663
1650153600,2022-04-17 00:00:00,BETA/USDT,0.4025,0.43561,0.39361,0.39527,135080.64851718,56165.7900420451651
1650067200,2022-04-16 00:00:00,BETA/USDT,0.40268,0.404,0.39206,0.40378,27624.63189875,10964.5579134361781
1649980800,2022-04-15 00:00:00,BETA/USDT,0.39775,0.40514,0.39249,0.40283,86020.72787709,34270.7635856782348
1649894400,2022-04-14 00:00:00,BETA/USDT,0.41636,0.4245,0.39179,0.39633,109381.94148559,44710.6713373658519
1649808000,2022-04-13 00:00:00,BETA/USDT,0.41186,0.42794,0.39736,0.41521,72697.36657911,30137.5072652627254
1649721600,2022-04-12 00:00:00,BETA/USDT,0.39499,0.42366,0.39265,0.41293,106236.83235531,43611.9018174431217
1649635200,2022-04-11 00:00:00,BETA/USDT,0.4451,0.4451,0.38708,0.39322,122101.27136168,49707.4486410212734
1649548800,2022-04-10 00:00:00,BETA/USDT,0.46832,0.4795,0.44556,0.44556,306805.97260239,142666.3716883729796
1649462400,2022-04-09 00:00:00,BETA/USDT,0.4698,0.505,0.45,0.468,449106.37797782,211591.1897780573706
1649376000,2022-04-08 00:00:00,BETA/USDT,0.32,0.59,0.32,0.4698,2367836.91367573,1169783.3240249481862
