https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1663545600000,2022-09-19 00:00:00,BTC/EUR,19364.62,19446.76,19364.62,19445.09,0.00139945,27.2124312005
1663542000000,2022-09-18 23:00:00,BTC/EUR,19393.39,19486.24,19359.2,19364.62,4e-05,0.7745848000000001
1663538400000,2022-09-18 22:00:00,BTC/EUR,19431.75,19431.75,19393.39,19393.39,0.00482813,93.63380806069999
1663534800000,2022-09-18 21:00:00,BTC/EUR,19702.6,19708.95,19431.75,19431.75,2.34888658,45642.976800915
1663531200000,2022-09-18 20:00:00,BTC/EUR,19698.62,19723.34,19696.43,19702.6,0.80728471,15905.607727245999
1663527600000,2022-09-18 19:00:00,BTC/EUR,19630.07,19698.62,19593.25,19698.62,0.02500061,492.4775161582
1663524000000,2022-09-18 18:00:00,BTC/EUR,19715.1,19715.1,19600.0,19630.07,0.01257034,246.7566541238
1663520400000,2022-09-18 17:00:00,BTC/EUR,19692.66,19727.95,19635.66,19715.1,5.112e-05,1.007835912
1663516800000,2022-09-18 16:00:00,BTC/EUR,19800.04,19800.04,19685.38,19692.66,1.32110756,26016.122002509597
1663513200000,2022-09-18 15:00:00,BTC/EUR,19775.3,19831.75,19775.3,19800.04,4.716e-05,0.9337698864000001
1663509600000,2022-09-18 14:00:00,BTC/EUR,19975.52,19975.52,19742.26,19775.3,0.57370605,11345.209250565
1663506000000,2022-09-18 13:00:00,BTC/EUR,19990.49,19990.49,19944.68,19975.52,0.00012725,2.54188492
1663502400000,2022-09-18 12:00:00,BTC/EUR,19897.66,19990.49,19854.15,19990.49,0.00058178,11.6300672722
1663498800000,2022-09-18 11:00:00,BTC/EUR,19905.98,19905.98,19869.47,19897.66,0.00047301,9.4117921566
1663495200000,2022-09-18 10:00:00,BTC/EUR,19830.11,19988.86,19799.0,19905.98,7.24653358,144249.3525128084
1663491600000,2022-09-18 09:00:00,BTC/EUR,20044.48,20044.48,19830.11,19830.11,0.30855012,6118.5828201132
1663488000000,2022-09-18 08:00:00,BTC/EUR,20038.24,20073.32,20033.33,20044.48,0.29294024,5871.8347818752
1663484400000,2022-09-18 07:00:00,BTC/EUR,20034.52,20053.07,20030.32,20038.24,4e-05,0.8015296000000002
1663480800000,2022-09-18 06:00:00,BTC/EUR,20037.56,20070.07,20028.04,20034.52,0.00012969,2.5982768987999996
1663477200000,2022-09-18 05:00:00,BTC/EUR,20006.28,20037.56,19995.06,20037.56,0.00183275,36.72383809
1663473600000,2022-09-18 04:00:00,BTC/EUR,19971.75,20006.28,19964.16,20006.28,3e-05,0.6001884
1663470000000,2022-09-18 03:00:00,BTC/EUR,20006.28,20006.28,19971.75,19971.75,3e-05,0.5991525
1663466400000,2022-09-18 02:00:00,BTC/EUR,20006.28,20006.28,19991.25,20006.28,3e-05,0.6001884
1663462800000,2022-09-18 01:00:00,BTC/EUR,19963.7,20021.81,19963.7,20006.28,0.31190894,6240.1375881432
1663459200000,2022-09-18 00:00:00,BTC/EUR,20106.73,20106.73,19963.7,19963.7,3e-05,0.5989110000000001
1663455600000,2022-09-17 23:00:00,BTC/EUR,20096.88,20119.47,20094.44,20106.73,3e-05,0.6032019
1663452000000,2022-09-17 22:00:00,BTC/EUR,19995.23,20110.67,19995.23,20096.88,4e-05,0.8038752000000001
1663448400000,2022-09-17 21:00:00,BTC/EUR,20058.94,20058.94,19988.93,19995.23,0.03773353,754.4906110619
1663444800000,2022-09-17 20:00:00,BTC/EUR,19998.13,20058.94,19978.03,20058.94,3e-05,0.6017682
1663441200000,2022-09-17 19:00:00,BTC/EUR,20069.09,20069.09,19993.66,19998.13,0.02257715,451.50078072950004
1663437600000,2022-09-17 18:00:00,BTC/EUR,20077.75,20077.75,20006.25,20069.09,0.00047684,9.5697448756
1663434000000,2022-09-17 17:00:00,BTC/EUR,20108.41,20108.41,20060.09,20077.75,0.02310174,463.830960285
