https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SHFT,Volume USDT
1658966400,2022-07-28 00:00:00,SHFT/USDT,0.0229,0.0238,0.0223,0.0229,1123965.8264,25754.9804078
1658880000,2022-07-27 00:00:00,SHFT/USDT,0.0223,0.024,0.0219,0.0228,1926208.5762,44143.72977516
1658793600,2022-07-26 00:00:00,SHFT/USDT,0.0221,0.0225,0.0206,0.0224,1758178.9402,37575.66710654
1658707200,2022-07-25 00:00:00,SHFT/USDT,0.0226,0.0235,0.0218,0.022,916892.09557509,20644.088549546962
1658620800,2022-07-24 00:00:00,SHFT/USDT,0.0222,0.0246,0.0222,0.0226,1447541.9155,33692.1121701
1658534400,2022-07-23 00:00:00,SHFT/USDT,0.0229,0.0238,0.022,0.0221,1252570.3573,28629.51824491
1658448000,2022-07-22 00:00:00,SHFT/USDT,0.0247,0.0253,0.0226,0.0228,1730071.9633,41150.81681504
1658361600,2022-07-21 00:00:00,SHFT/USDT,0.0233,0.0282,0.0226,0.0249,6192246.91654869,156052.620227848218
1658275200,2022-07-20 00:00:00,SHFT/USDT,0.0232,0.0247,0.0225,0.0232,1665253.12183572,38798.524150094677
1658188800,2022-07-19 00:00:00,SHFT/USDT,0.0231,0.025,0.0222,0.0232,3289499.34770824,76885.310955257899
1658102400,2022-07-18 00:00:00,SHFT/USDT,0.0242,0.026,0.0222,0.023,4579518.20299714,109817.170700720518
1658016000,2022-07-17 00:00:00,SHFT/USDT,0.023,0.0253,0.0216,0.0242,4803922.50788037,111312.747176832755
1657929600,2022-07-16 00:00:00,SHFT/USDT,0.0228,0.0235,0.0215,0.023,1098963.62481365,24706.576226073743
1657843200,2022-07-15 00:00:00,SHFT/USDT,0.0227,0.0233,0.0219,0.0228,1359354.42065467,30686.203951469087
1657756800,2022-07-14 00:00:00,SHFT/USDT,0.0244,0.0259,0.0216,0.0225,3330461.30622124,77856.199940437776
1657670400,2022-07-13 00:00:00,SHFT/USDT,0.0221,0.026,0.0217,0.0244,7135216.10518198,167818.067601550989
1657584000,2022-07-12 00:00:00,SHFT/USDT,0.0248,0.0248,0.0218,0.022,2071624.17278672,47041.481092836153
1657497600,2022-07-11 00:00:00,SHFT/USDT,0.023,0.0272,0.0213,0.0246,5957189.70235599,146558.070088831852
1657411200,2022-07-10 00:00:00,SHFT/USDT,0.0232,0.0236,0.022,0.0229,982549.12906849,22215.233056810536
1657324800,2022-07-09 00:00:00,SHFT/USDT,0.0253,0.0254,0.0227,0.0232,1001785.57317243,23692.126742159739
1657238400,2022-07-08 00:00:00,SHFT/USDT,0.0265,0.0272,0.0232,0.0252,1386147.55911189,34380.57292584666
1657152000,2022-07-07 00:00:00,SHFT/USDT,0.024,0.0285,0.0238,0.0264,3945611.12681394,102873.56260643065
1657065600,2022-07-06 00:00:00,SHFT/USDT,0.0228,0.0269,0.0221,0.0241,3722138.53432862,90637.447306217347
1656979200,2022-07-05 00:00:00,SHFT/USDT,0.0242,0.0244,0.0218,0.0229,2056285.75762845,47183.924772526293
1656892800,2022-07-04 00:00:00,SHFT/USDT,0.0233,0.0255,0.0225,0.0242,4049412.73784904,97708.596531709667
1656806400,2022-07-03 00:00:00,SHFT/USDT,0.0221,0.0247,0.0215,0.0233,2360254.77560737,54363.086338436366
1656720000,2022-07-02 00:00:00,SHFT/USDT,0.0234,0.0249,0.0218,0.022,1786787.16999247,41012.782619799562
1656633600,2022-07-01 00:00:00,SHFT/USDT,0.0302,0.0359,0.0231,0.0234,6548453.46886141,190495.988113176818
1656547200,2022-06-30 00:00:00,SHFT/USDT,0.0234,0.0365,0.0206,0.03,14074386.84919064,402786.032324858344
1656460800,2022-06-29 00:00:00,SHFT/USDT,0.023,0.0249,0.0209,0.0234,2541040.07711972,57002.956234206754
1656374400,2022-06-28 00:00:00,SHFT/USDT,0.0269,0.0276,0.0226,0.0232,1373633.00961584,34671.444973990463
1656288000,2022-06-27 00:00:00,SHFT/USDT,0.0277,0.0309,0.0253,0.0269,1587224.83333432,43398.562299423373
1656201600,2022-06-26 00:00:00,SHFT/USDT,0.026,0.032,0.0254,0.0278,5323399.71923049,148385.069442807131
1656115200,2022-06-25 00:00:00,SHFT/USDT,0.0288,0.0298,0.026,0.0261,1623884.59232882,44326.170598681918
1656028800,2022-06-24 00:00:00,SHFT/USDT,0.0279,0.0318,0.0278,0.0289,2585329.13940188,76192.859640903474
1655942400,2022-06-23 00:00:00,SHFT/USDT,0.0318,0.048,0.0278,0.0278,7653215.3297702,294747.757980070384
1655856000,2022-06-22 00:00:00,SHFT/USDT,0.0277,0.036,0.0258,0.032,3289854.71370858,100974.193605861362
1655769600,2022-06-21 00:00:00,SHFT/USDT,0.0268,0.0299,0.0263,0.0277,584721.00029182,16188.05829652566
1655683200,2022-06-20 00:00:00,SHFT/USDT,0.0263,0.03,0.0252,0.027,2125019.05192674,57934.261499633279
1655596800,2022-06-19 00:00:00,SHFT/USDT,0.0219,0.036,0.0208,0.0266,2915999.80669127,79632.21652771104
1655510400,2022-06-18 00:00:00,SHFT/USDT,0.0232,0.0262,0.0201,0.0216,1144885.10922348,26403.754014180922
1655424000,2022-06-17 00:00:00,SHFT/USDT,0.0263,0.0271,0.023,0.0232,1234713.20882549,30667.838012996873
1655337600,2022-06-16 00:00:00,SHFT/USDT,0.0282,0.0303,0.0255,0.0264,1536430.7315458,41812.203442990037
1655251200,2022-06-15 00:00:00,SHFT/USDT,0.0277,0.0319,0.0244,0.0282,4275503.4115673,120672.013925362835
1655164800,2022-06-14 00:00:00,SHFT/USDT,0.0276,0.0319,0.0244,0.028,2620696.94060115,72381.913730632043
1655078400,2022-06-13 00:00:00,SHFT/USDT,0.0334,0.0339,0.0269,0.0275,1988049.94208757,57326.623079022455
1654992000,2022-06-12 00:00:00,SHFT/USDT,0.029,0.0371,0.0288,0.0334,3534566.6555742,117488.816284124258
1654905600,2022-06-11 00:00:00,SHFT/USDT,0.0341,0.0371,0.0282,0.0291,1152543.39257904,36161.156195488708
1654819200,2022-06-10 00:00:00,SHFT/USDT,0.0379,0.0391,0.0335,0.0341,1094694.51488728,39116.503660332015
1654732800,2022-06-09 00:00:00,SHFT/USDT,0.0372,0.0391,0.0352,0.0378,1692231.23015029,62427.600398547345
1654646400,2022-06-08 00:00:00,SHFT/USDT,0.0368,0.05,0.0365,0.0373,3395488.74122131,142544.793716402491
1654560000,2022-06-07 00:00:00,SHFT/USDT,0.0356,0.048,0.0329,0.0368,6669155.12893945,264821.529468530123
1654473600,2022-06-06 00:00:00,SHFT/USDT,0.0336,0.0521,0.0331,0.0354,5908102.76970401,239387.295995082726
1654387200,2022-06-05 00:00:00,SHFT/USDT,0.036,0.0384,0.0329,0.0337,2149880.38636913,75959.112593935762
1654300800,2022-06-04 00:00:00,SHFT/USDT,0.0383,0.0427,0.0349,0.0357,2667132.01675196,101378.082847626555
1654214400,2022-06-03 00:00:00,SHFT/USDT,0.0465,0.0554,0.0369,0.0384,12739407.88543153,583234.063727307801
1654128000,2022-06-02 00:00:00,SHFT/USDT,0.0292,0.0629,0.0288,0.0465,16748648.18417234,833658.396512397767
1654041600,2022-06-01 00:00:00,SHFT/USDT,0.0309,0.0338,0.029,0.0293,902928.09064302,27976.177378497271
1653955200,2022-05-31 00:00:00,SHFT/USDT,0.0336,0.0336,0.0305,0.0309,786503.43746896,25624.145217992435
1653868800,2022-05-30 00:00:00,SHFT/USDT,0.0361,0.0385,0.0319,0.0335,2211268.01840618,73747.820847887865
1653782400,2022-05-29 00:00:00,SHFT/USDT,0.041,0.0416,0.0345,0.0364,1788797.43256112,66221.902577590169
1653696000,2022-05-28 00:00:00,SHFT/USDT,0.0264,0.058,0.0264,0.0407,13468427.72479082,571142.880178092141
1653609600,2022-05-27 00:00:00,SHFT/USDT,0.0271,0.0271,0.0253,0.0263,309749.533674,8017.47177142869
1653523200,2022-05-26 00:00:00,SHFT/USDT,0.0316,0.0326,0.0266,0.0266,730882.91206229,21435.341408608774
1653436800,2022-05-25 00:00:00,SHFT/USDT,0.0314,0.0355,0.0302,0.0317,1668230.01884356,53988.844807335707
1653350400,2022-05-24 00:00:00,SHFT/USDT,0.0351,0.036,0.03,0.031,1743932.5724095,57414.019183691905
1653264000,2022-05-23 00:00:00,SHFT/USDT,0.0382,0.0382,0.0325,0.0352,2857035.38187322,99679.475711325555
1653177600,2022-05-22 00:00:00,SHFT/USDT,0.0415,0.0435,0.037,0.0383,2045784.77704888,82242.364071067175
1653091200,2022-05-21 00:00:00,SHFT/USDT,0.037,0.0427,0.0345,0.0414,1690731.78898006,64103.495816077662
1653004800,2022-05-20 00:00:00,SHFT/USDT,0.047,0.051,0.0369,0.0369,2315258.03614077,101338.779004860246
1652918400,2022-05-19 00:00:00,SHFT/USDT,0.056,0.0653,0.046,0.0469,1941421.95757827,105956.458232099686
1652832000,2022-05-18 00:00:00,SHFT/USDT,0.0512,0.093,0.049,0.0561,7622258.94954439,556270.470518428765
1652745600,2022-05-17 00:00:00,SHFT/USDT,0.0377,0.0639,0.0345,0.0513,8646016.62431793,418817.562896396321
1652659200,2022-05-16 00:00:00,SHFT/USDT,0.0278,0.0378,0.0261,0.0377,2521644.36275211,80795.775820726325
1652572800,2022-05-15 00:00:00,SHFT/USDT,0.0251,0.0312,0.0251,0.0279,2482905.30051243,70250.793073927329
1652486400,2022-05-14 00:00:00,SHFT/USDT,0.0213,0.0261,0.0203,0.0252,1441904.98491663,33448.426487478991
1652400000,2022-05-13 00:00:00,SHFT/USDT,0.0215,0.0246,0.0212,0.0214,1250985.67839244,28950.601188017067
1652313600,2022-05-12 00:00:00,SHFT/USDT,0.0281,0.0288,0.0212,0.0216,1089242.81862257,27024.290168701242
1652227200,2022-05-11 00:00:00,SHFT/USDT,0.0355,0.0357,0.0281,0.0282,811118.91371898,26188.745340297632
1652140800,2022-05-10 00:00:00,SHFT/USDT,0.0336,0.0378,0.032,0.0355,1177036.53469708,40927.016715075074
1652054400,2022-05-09 00:00:00,SHFT/USDT,0.0421,0.047,0.033,0.0332,1244733.66390947,49594.686543636269
1651968000,2022-05-08 00:00:00,SHFT/USDT,0.049,0.05,0.0421,0.0423,443514.85786024,20111.517399394844
1651881600,2022-05-07 00:00:00,SHFT/USDT,0.0529,0.053,0.0489,0.0491,346155.58573109,17418.41624370282
1651795200,2022-05-06 00:00:00,SHFT/USDT,0.0574,0.0603,0.0512,0.0531,582183.04042349,31863.041425801887
1651708800,2022-05-05 00:00:00,SHFT/USDT,0.0674,0.0696,0.0572,0.0576,772072.80859749,47959.80422627512
1651622400,2022-05-04 00:00:00,SHFT/USDT,0.0665,0.072,0.0634,0.0673,734401.0372632,49636.837047708656
1651536000,2022-05-03 00:00:00,SHFT/USDT,0.0724,0.0725,0.0666,0.0666,167545.70600822,11675.549449161572
1651449600,2022-05-02 00:00:00,SHFT/USDT,0.0821,0.0831,0.0717,0.0725,331130.57744929,25126.064223946284
1651363200,2022-05-01 00:00:00,SHFT/USDT,0.0665,0.0877,0.0647,0.0819,2244228.89382257,174726.759574623146
1651276800,2022-04-30 00:00:00,SHFT/USDT,0.0766,0.079,0.0665,0.0665,463666.37222935,33692.756675918108
1651190400,2022-04-29 00:00:00,SHFT/USDT,0.0774,0.0781,0.0732,0.0764,185107.71636704,13888.492506249436
1651104000,2022-04-28 00:00:00,SHFT/USDT,0.0776,0.0779,0.0742,0.0772,387502.92454651,29576.493665217022
1651017600,2022-04-27 00:00:00,SHFT/USDT,0.0821,0.0828,0.0776,0.078,524937.9931042,41917.058889333553
1650931200,2022-04-26 00:00:00,SHFT/USDT,0.102,0.1024,0.0809,0.0819,650998.86551534,59053.452927585727
1650844800,2022-04-25 00:00:00,SHFT/USDT,0.1132,0.115,0.097,0.1021,660195.56591784,67976.202720414905
1650758400,2022-04-24 00:00:00,SHFT/USDT,0.0974,0.1272,0.0974,0.1137,3923712.18544219,445964.638487897661
1650672000,2022-04-23 00:00:00,SHFT/USDT,0.101,0.1013,0.095,0.0972,198669.43608853,19272.658579176362
1650585600,2022-04-22 00:00:00,SHFT/USDT,0.1062,0.1064,0.0978,0.1014,389573.01331902,39159.521909245343
1650499200,2022-04-21 00:00:00,SHFT/USDT,0.1062,0.1122,0.1027,0.1054,363515.26503755,39192.898575309591
1650412800,2022-04-20 00:00:00,SHFT/USDT,0.105,0.1129,0.105,0.1062,616140.52960412,67025.278561927635
1650326400,2022-04-19 00:00:00,SHFT/USDT,0.1042,0.107,0.101,0.105,253981.11808606,26280.830488151441
1650240000,2022-04-18 00:00:00,SHFT/USDT,0.1096,0.1101,0.1002,0.1042,322751.56967768,33280.111748334208
1650153600,2022-04-17 00:00:00,SHFT/USDT,0.1122,0.1129,0.1076,0.1098,297778.7837901,32873.939729508849
1650067200,2022-04-16 00:00:00,SHFT/USDT,0.1136,0.1152,0.1064,0.1122,378407.95480682,41594.414735578642
1649980800,2022-04-15 00:00:00,SHFT/USDT,0.1131,0.1168,0.111,0.1139,260774.95859494,29608.410954104348
1649894400,2022-04-14 00:00:00,SHFT/USDT,0.1278,0.1292,0.1112,0.1133,622468.61008346,73416.19424769919
1649808000,2022-04-13 00:00:00,SHFT/USDT,0.1199,0.1276,0.1199,0.1273,265828.78586812,32715.545879809066
1649721600,2022-04-12 00:00:00,SHFT/USDT,0.1129,0.124,0.1125,0.1197,497500.98005142,59130.791461530762
1649635200,2022-04-11 00:00:00,SHFT/USDT,0.1367,0.1367,0.1117,0.1125,843245.02593046,101123.607608673492
1649548800,2022-04-10 00:00:00,SHFT/USDT,0.1412,0.1419,0.1338,0.1368,837611.40823931,115006.191368723996
1649462400,2022-04-09 00:00:00,SHFT/USDT,0.133,0.1641,0.133,0.1419,2165576.46854027,323940.822289254944
1649376000,2022-04-08 00:00:00,SHFT/USDT,0.1334,0.1409,0.1249,0.1331,832331.5356542,109919.226815891832
1649289600,2022-04-07 00:00:00,SHFT/USDT,0.1458,0.1458,0.1304,0.1332,756569.12076227,104062.341854871239
1649203200,2022-04-06 00:00:00,SHFT/USDT,0.1797,0.1797,0.1384,0.1458,1572557.76183753,240417.449443476205
1649116800,2022-04-05 00:00:00,SHFT/USDT,0.1871,0.1962,0.1764,0.1795,1234246.30542902,232926.373852221514
1649030400,2022-04-04 00:00:00,SHFT/USDT,0.2497,0.2577,0.1656,0.1881,2500967.47993042,470267.791798043884
1648944000,2022-04-03 00:00:00,SHFT/USDT,0.2548,0.2561,0.2455,0.2495,193363.96037922,48113.01627224974
1648857600,2022-04-02 00:00:00,SHFT/USDT,0.2557,0.2627,0.2527,0.2539,275390.99544619,70718.180945250272
1648771200,2022-04-01 00:00:00,SHFT/USDT,0.2464,0.2783,0.2428,0.2551,1227504.34564453,321881.564981282482
1648684800,2022-03-31 00:00:00,SHFT/USDT,0.3387,0.3541,0.243,0.2457,1721416.47853797,495201.040402332373
1648598400,2022-03-30 00:00:00,SHFT/USDT,0.3242,0.34,0.3242,0.3383,86419.31778572,28775.354755253069
1648512000,2022-03-29 00:00:00,SHFT/USDT,0.3146,0.3261,0.3077,0.3225,286559.60384786,90940.284383272085
1648425600,2022-03-28 00:00:00,SHFT/USDT,0.2644,0.3181,0.2644,0.315,368731.34195683,109197.233211330455
1648339200,2022-03-27 00:00:00,SHFT/USDT,0.248,0.265,0.2478,0.2643,114902.97783605,29398.812366713875
1648252800,2022-03-26 00:00:00,SHFT/USDT,0.241,0.25,0.2376,0.2487,83618.29669391,20268.111990591988
1648166400,2022-03-25 00:00:00,SHFT/USDT,0.2384,0.2521,0.238,0.2413,231228.67970306,57256.339483802685
1648080000,2022-03-24 00:00:00,SHFT/USDT,0.2175,0.2383,0.2166,0.2371,318981.6993661,71699.182568799512
1647993600,2022-03-23 00:00:00,SHFT/USDT,0.2291,0.2296,0.2167,0.2179,238774.84716522,53736.923042634668
1647907200,2022-03-22 00:00:00,SHFT/USDT,0.2176,0.231,0.2167,0.2279,181678.91099857,40880.15451186708
1647820800,2022-03-21 00:00:00,SHFT/USDT,0.213,0.22,0.2094,0.2188,126776.17092096,27192.705230993722
1647734400,2022-03-20 00:00:00,SHFT/USDT,0.2147,0.2181,0.2124,0.2124,51732.25043214,11198.575664973472
1647648000,2022-03-19 00:00:00,SHFT/USDT,0.2115,0.2176,0.2115,0.2167,35242.87396925,7601.951031991726
1647561600,2022-03-18 00:00:00,SHFT/USDT,0.202,0.212,0.2009,0.2108,75958.16805241,15696.143302174022
1647475200,2022-03-17 00:00:00,SHFT/USDT,0.2094,0.2108,0.2019,0.202,67063.2366805,13847.884860091144
1647388800,2022-03-16 00:00:00,SHFT/USDT,0.2368,0.2397,0.2031,0.2093,271807.21908464,58397.677320174677
1647302400,2022-03-15 00:00:00,SHFT/USDT,0.2346,0.2386,0.2329,0.2386,10747.70493694,2524.367259060163
1647216000,2022-03-14 00:00:00,SHFT/USDT,0.2529,0.2541,0.2346,0.2349,240175.27508312,58744.023161324273
1647129600,2022-03-13 00:00:00,SHFT/USDT,0.2584,0.2595,0.2534,0.2544,20247.77881334,5201.425312758598
1647043200,2022-03-12 00:00:00,SHFT/USDT,0.2498,0.2614,0.2498,0.2584,93043.26910855,23944.655835258479
1646956800,2022-03-11 00:00:00,SHFT/USDT,0.2502,0.253,0.2464,0.2503,63491.82870942,15838.222953681721
1646870400,2022-03-10 00:00:00,SHFT/USDT,0.2651,0.2659,0.249,0.2501,59928.30656975,15419.138646041564
1646784000,2022-03-09 00:00:00,SHFT/USDT,0.2377,0.2709,0.2371,0.2651,296398.91137916,75826.118814084668
1646697600,2022-03-08 00:00:00,SHFT/USDT,0.2465,0.2495,0.2376,0.2378,86690.57886381,21092.014800561371
1646611200,2022-03-07 00:00:00,SHFT/USDT,0.2693,0.2698,0.245,0.2454,190526.43198185,48928.046722223533
1646524800,2022-03-06 00:00:00,SHFT/USDT,0.2773,0.2784,0.2684,0.2702,166780.20322613,45383.769544386174
1646438400,2022-03-05 00:00:00,SHFT/USDT,0.2796,0.2796,0.2755,0.2771,26034.81362185,7226.479280221424
1646352000,2022-03-04 00:00:00,SHFT/USDT,0.3229,0.3229,0.2797,0.2797,67531.96013043,20009.805363023221
1646265600,2022-03-03 00:00:00,SHFT/USDT,0.3328,0.3385,0.323,0.323,130559.49343111,43777.312649433952
1646179200,2022-03-02 00:00:00,SHFT/USDT,0.3152,0.3348,0.3103,0.333,141275.30528696,45601.873151914173
1646092800,2022-03-01 00:00:00,SHFT/USDT,0.3077,0.3207,0.3077,0.3153,125096.46924957,39545.599753747976
1646006400,2022-02-28 00:00:00,SHFT/USDT,0.3027,0.3077,0.3018,0.3077,97374.5253299,29612.422166235612
1645920000,2022-02-27 00:00:00,SHFT/USDT,0.3033,0.3151,0.3027,0.3031,358577.45329242,110166.457371025579
1645833600,2022-02-26 00:00:00,SHFT/USDT,0.299,0.3085,0.2985,0.3049,280867.33870518,85246.53887212954
1645747200,2022-02-25 00:00:00,SHFT/USDT,0.2708,0.299,0.2668,0.299,731398.53423567,207222.788008378592
1645660800,2022-02-24 00:00:00,SHFT/USDT,0.2904,0.2914,0.2577,0.2732,337356.43609811,92555.015633251212
1645574400,2022-02-23 00:00:00,SHFT/USDT,0.2839,0.302,0.2795,0.2905,460439.73960483,133163.087984441613
1645488000,2022-02-22 00:00:00,SHFT/USDT,0.2873,0.2883,0.2794,0.2838,287110.83008438,80743.308617518934
1645401600,2022-02-21 00:00:00,SHFT/USDT,0.302,0.3103,0.2862,0.2885,399075.49843645,120847.417469262057
1645315200,2022-02-20 00:00:00,SHFT/USDT,0.3135,0.3208,0.3,0.3035,272774.36997164,84418.323764376411
1645228800,2022-02-19 00:00:00,SHFT/USDT,0.3216,0.3238,0.3135,0.3145,143368.51918356,45812.82043493378
1645142400,2022-02-18 00:00:00,SHFT/USDT,0.3438,0.3456,0.3145,0.3216,190105.06453258,62230.652010906918
1645056000,2022-02-17 00:00:00,SHFT/USDT,0.3849,0.3924,0.3439,0.3449,232780.6103051,87660.97242594653
1644969600,2022-02-16 00:00:00,SHFT/USDT,0.3889,0.3911,0.3743,0.385,272054.36184746,104099.192226850839
1644883200,2022-02-15 00:00:00,SHFT/USDT,0.3753,0.4,0.3699,0.3908,599285.48136523,229946.301525040524
1644796800,2022-02-14 00:00:00,SHFT/USDT,0.3568,0.3938,0.3546,0.3742,1044385.57256141,392875.313151730124
1644710400,2022-02-13 00:00:00,SHFT/USDT,0.3408,0.3571,0.332,0.3568,467289.18015062,160886.223938685229
1644624000,2022-02-12 00:00:00,SHFT/USDT,0.3722,0.3722,0.3407,0.3407,146627.08943394,51752.32913409016
1644537600,2022-02-11 00:00:00,SHFT/USDT,0.3884,0.3897,0.3682,0.3706,104122.00156918,39521.09610705524
1644451200,2022-02-10 00:00:00,SHFT/USDT,0.3901,0.4,0.387,0.3887,135312.20285058,53137.662381196437
1644364800,2022-02-09 00:00:00,SHFT/USDT,0.3762,0.3901,0.3752,0.3898,61207.28722612,23378.284290728167
1644278400,2022-02-08 00:00:00,SHFT/USDT,0.3899,0.3929,0.3702,0.3762,235266.25148177,89797.498793391829
1644192000,2022-02-07 00:00:00,SHFT/USDT,0.427,0.4383,0.3883,0.3901,522962.4018986,217319.536186807725
1644105600,2022-02-06 00:00:00,SHFT/USDT,0.4828,0.4886,0.4132,0.4279,687654.19062956,308484.926893127976
1644019200,2022-02-05 00:00:00,SHFT/USDT,0.4872,0.4914,0.4816,0.4829,141832.45204986,69267.65809112897
