https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume TRX
1663545600000,2022-09-19 00:00:00,TRX/BTC,3.12e-06,3.13e-06,3.12e-06,3.13e-06,0.23622110000000002,75470.0
1663459200000,2022-09-18 00:00:00,TRX/BTC,3.1e-06,3.16e-06,3.09e-06,3.13e-06,4.282897256443745,1368337.78161142
1663372800000,2022-09-17 00:00:00,TRX/BTC,3.1e-06,3.12e-06,3.07e-06,3.09e-06,4.464747866523099,1444902.22217576
1663286400000,2022-09-16 00:00:00,TRX/BTC,3.11e-06,3.13e-06,3.08e-06,3.1e-06,4.421337536925816,1426237.91513736
1663200000000,2022-09-15 00:00:00,TRX/BTC,3.03e-06,3.11e-06,3.01e-06,3.11e-06,3.7163231385014295,1194959.20852136
1663113600000,2022-09-14 00:00:00,TRX/BTC,3e-06,3.09e-06,2.97e-06,3.05e-06,3.2404263593699083,1062434.87192456
1663027200000,2022-09-13 00:00:00,TRX/BTC,2.85e-06,3.03e-06,2.8e-06,3.01e-06,3.8515350914103617,1279579.76458816
1662940800000,2022-09-12 00:00:00,TRX/BTC,2.96e-06,2.96e-06,2.84e-06,2.85e-06,3.193144995578638,1120401.75283461
1662854400000,2022-09-11 00:00:00,TRX/BTC,2.98e-06,3e-06,2.95e-06,2.95e-06,3.440488512208005,1166267.2922739
1662768000000,2022-09-10 00:00:00,TRX/BTC,2.97e-06,3.02e-06,2.95e-06,2.98e-06,3.3093060648810466,1110505.39089968
1662681600000,2022-09-09 00:00:00,TRX/BTC,3.16e-06,3.17e-06,2.95e-06,2.97e-06,3.701343747769153,1246243.68611756
1662595200000,2022-09-08 00:00:00,TRX/BTC,3.2e-06,3.2e-06,3.13e-06,3.17e-06,3.2772465416917402,1033831.716622
1662508800000,2022-09-07 00:00:00,TRX/BTC,3.22e-06,3.24e-06,3.17e-06,3.21e-06,3.7978547740536404,1183132.32836562
1662422400000,2022-09-06 00:00:00,TRX/BTC,3.18e-06,3.24e-06,3.15e-06,3.23e-06,3.9529622404963254,1223827.31903911
1662336000000,2022-09-05 00:00:00,TRX/BTC,3.17e-06,3.19e-06,3.16e-06,3.18e-06,3.334136429689352,1048470.57537401
1662249600000,2022-09-04 00:00:00,TRX/BTC,3.19e-06,3.2e-06,3.16e-06,3.17e-06,3.9901754491404926,1258730.42559637
1662163200000,2022-09-03 00:00:00,TRX/BTC,3.13e-06,3.19e-06,3.13e-06,3.19e-06,3.643709478358785,1142228.6766015
1662076800000,2022-09-02 00:00:00,TRX/BTC,3.14e-06,3.16e-06,3.11e-06,3.13e-06,4.159129104397795,1328795.24102166
1661990400000,2022-09-01 00:00:00,TRX/BTC,3.15e-06,3.17e-06,3.1e-06,3.14e-06,3.7035728278834497,1179481.79231957
1661904000000,2022-08-31 00:00:00,TRX/BTC,3.25e-06,3.27e-06,3.14e-06,3.16e-06,3.0729085426527405,972439.41223188
1661817600000,2022-08-30 00:00:00,TRX/BTC,3.13e-06,3.36e-06,3.08e-06,3.26e-06,3.4949113313485345,1072058.69059771
1661731200000,2022-08-29 00:00:00,TRX/BTC,3.14e-06,3.14e-06,3.09e-06,3.12e-06,3.2371795988945715,1037557.56374826
1661644800000,2022-08-28 00:00:00,TRX/BTC,3.14e-06,3.15e-06,3.11e-06,3.14e-06,4.618626119388514,1470900.03802182
1661558400000,2022-08-27 00:00:00,TRX/BTC,3.04e-06,3.15e-06,3.04e-06,3.14e-06,3.217100773400562,1024554.3864333
1661472000000,2022-08-26 00:00:00,TRX/BTC,3.04e-06,3.07e-06,3e-06,3.04e-06,3.768182012666741,1239533.55679827
1661385600000,2022-08-25 00:00:00,TRX/BTC,3.03e-06,3.05e-06,3.01e-06,3.04e-06,3.4836674920050212,1145943.25394902
1661299200000,2022-08-24 00:00:00,TRX/BTC,3.08e-06,3.09e-06,3e-06,3.03e-06,3.7166853174663794,1226628.81764567
1661212800000,2022-08-23 00:00:00,TRX/BTC,3.07e-06,3.13e-06,3.06e-06,3.08e-06,4.380202222706834,1422143.57880092
1661126400000,2022-08-22 00:00:00,TRX/BTC,3.06e-06,3.07e-06,3.05e-06,3.07e-06,0.2579414,84020.0
1661040000000,2022-08-21 00:00:00,TRX/BTC,3.1e-06,3.1e-06,3.04e-06,3.07e-06,4.565330214405559,1487078.24573471
1660953600000,2022-08-20 00:00:00,TRX/BTC,3.06e-06,3.11e-06,3.05e-06,3.1e-06,2.78377276587907,897991.2147997
1660867200000,2022-08-19 00:00:00,TRX/BTC,2.91e-06,3.07e-06,2.9e-06,3.07e-06,3.3856796721765035,1102827.25478062
1660780800000,2022-08-18 00:00:00,TRX/BTC,2.93e-06,2.93e-06,2.89e-06,2.91e-06,2.866344663002731,984998.16598032
1660694400000,2022-08-17 00:00:00,TRX/BTC,2.91e-06,2.95e-06,2.9e-06,2.92e-06,3.272849463369728,1120838.8573184
1660608000000,2022-08-16 00:00:00,TRX/BTC,2.86e-06,2.95e-06,2.84e-06,2.91e-06,3.565829418234492,1225370.9341012
1660521600000,2022-08-15 00:00:00,TRX/BTC,2.89e-06,2.9e-06,2.79e-06,2.85e-06,3.4417570574917975,1207634.05526028
1660435200000,2022-08-14 00:00:00,TRX/BTC,2.86e-06,2.91e-06,2.84e-06,2.89e-06,3.6773408477004366,1272436.27948112
1660348800000,2022-08-13 00:00:00,TRX/BTC,2.89e-06,2.9e-06,2.84e-06,2.86e-06,3.389228341157745,1185044.87453068
1660262400000,2022-08-12 00:00:00,TRX/BTC,2.94e-06,2.95e-06,2.88e-06,2.89e-06,3.683720507466871,1274643.77420999
1660176000000,2022-08-11 00:00:00,TRX/BTC,2.93e-06,2.95e-06,2.87e-06,2.94e-06,3.268771722357325,1111827.11644807
1660089600000,2022-08-10 00:00:00,TRX/BTC,2.98e-06,3e-06,2.92e-06,2.94e-06,3.0606767950850404,1041046.52894049
1660003200000,2022-08-09 00:00:00,TRX/BTC,2.95e-06,2.95e-06,2.95e-06,2.95e-06,0.1642855,55690.0
1659916800000,2022-08-08 00:00:00,TRX/BTC,3.01e-06,3.01e-06,2.93e-06,2.95e-06,2.586499255375841,876779.40860198
1659830400000,2022-08-07 00:00:00,TRX/BTC,3.02e-06,3.04e-06,3e-06,3.01e-06,2.398680300963158,796903.75447281
1659744000000,2022-08-06 00:00:00,TRX/BTC,3e-06,3.03e-06,2.99e-06,3.02e-06,2.8153212836515618,932225.5906131
1659657600000,2022-08-05 00:00:00,TRX/BTC,3.05e-06,3.05e-06,2.98e-06,3e-06,3.2202644269714797,1073421.47565716
1659571200000,2022-08-04 00:00:00,TRX/BTC,2.97e-06,3.07e-06,2.95e-06,3.05e-06,3.090199438497402,1013180.14376964
1659484800000,2022-08-03 00:00:00,TRX/BTC,2.97e-06,2.99e-06,2.93e-06,2.97e-06,3.2473839264097966,1093395.26141744
1659398400000,2022-08-02 00:00:00,TRX/BTC,3e-06,3.04e-06,2.96e-06,2.97e-06,2.468619627937957,831185.05991177
