https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BALBULL,Volume USDT
1662336000000.0,2022-09-05 00:00:00,BALBULL/USDT,7.151e-05,7.955e-05,6.972e-05,7.725e-05,15908.86731391586,1.22896
1662249600000.0,2022-09-04 00:00:00,BALBULL/USDT,7.105e-05,7.212e-05,7.023e-05,7.151e-05,93000.0,6.65043
1662163200000.0,2022-09-03 00:00:00,BALBULL/USDT,8.707e-05,8.879e-05,7.105e-05,7.105e-05,365618.15622800845,25.97717
1662076800000.0,2022-09-02 00:00:00,BALBULL/USDT,9.098e-05,9.308e-05,8.377e-05,8.707e-05,79818.53680946364,6.9498
1661990400000.0,2022-09-01 00:00:00,BALBULL/USDT,6.985e-05,9.416e-05,6.641e-05,9.098e-05,1018962.8489777973,92.70524
1661904000000.0,2022-08-31 00:00:00,BALBULL/USDT,6.157e-05,7.947e-05,5.991e-05,6.985e-05,16439154.760200428,1148.27496
1661817600000.0,2022-08-30 00:00:00,BALBULL/USDT,5.467e-05,6.445e-05,5.216e-05,6.157e-05,329303.5569270749,20.27522
1661731200000.0,2022-08-29 00:00:00,BALBULL/USDT,4.047e-05,5.664e-05,3.921e-05,5.467e-05,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,BALBULL/USDT,4.382e-05,4.868e-05,4.025e-05,4.047e-05,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,BALBULL/USDT,4.347e-05,4.481e-05,3.948e-05,4.382e-05,1035761.7526243725,45.38708
1661472000000.0,2022-08-26 00:00:00,BALBULL/USDT,6.38e-05,6.38e-05,4.205e-05,4.347e-05,0.0,0.0
1661385600000.0,2022-08-25 00:00:00,BALBULL/USDT,5.753e-05,6.524e-05,5.753e-05,6.38e-05,0.0,0.0
1661299200000.0,2022-08-24 00:00:00,BALBULL/USDT,5.955e-05,6.212e-05,5.753e-05,5.753e-05,5718361.5504953945,328.97734
1661212800000.0,2022-08-23 00:00:00,BALBULL/USDT,5.359e-05,6.534e-05,4.982e-05,5.941e-05,5613981.484598552,333.52664
1661126400000.0,2022-08-22 00:00:00,BALBULL/USDT,5.06e-05,5.426e-05,4.46e-05,5.359e-05,77161.03750699757,4.13506
1661040000000.0,2022-08-21 00:00:00,BALBULL/USDT,4.055e-05,5.194e-05,4.055e-05,5.06e-05,1078226.4822134387,54.55826
1660953600000.0,2022-08-20 00:00:00,BALBULL/USDT,4.043e-05,4.233e-05,3.829e-05,4.055e-05,95999.99999999999,3.8928
1660867200000.0,2022-08-19 00:00:00,BALBULL/USDT,5.744e-05,5.798e-05,3.856e-05,4.043e-05,511137.76898342813,20.6653
1660780800000.0,2022-08-18 00:00:00,BALBULL/USDT,6.724e-05,6.859e-05,5.544e-05,5.744e-05,0.0,0.0
1660694400000.0,2022-08-17 00:00:00,BALBULL/USDT,7.3e-05,8.165e-05,6.321e-05,6.724e-05,976976.9482450922,65.69193
1660608000000.0,2022-08-16 00:00:00,BALBULL/USDT,7.646e-05,7.807e-05,7.131e-05,7.3e-05,100000.0,7.3
1660521600000.0,2022-08-15 00:00:00,BALBULL/USDT,7.586e-05,7.831e-05,7.181e-05,7.646e-05,12169730.054930683,930.49756
1660435200000.0,2022-08-14 00:00:00,BALBULL/USDT,9.156e-05,9.812e-05,7.185e-05,7.586e-05,46573970.99920907,3533.10144
1660348800000.0,2022-08-13 00:00:00,BALBULL/USDT,9.529e-05,0.00010086,8.425e-05,9.156e-05,0.0,0.0
1660262400000.0,2022-08-12 00:00:00,BALBULL/USDT,6.504e-05,0.00013652,6.2e-05,9.529e-05,53954793.997271486,5141.35232
1660176000000.0,2022-08-11 00:00:00,BALBULL/USDT,6.481e-05,7.202e-05,6.3e-05,6.504e-05,529126.5375153751,34.41439
1660089600000.0,2022-08-10 00:00:00,BALBULL/USDT,5.355e-05,6.481e-05,4.868e-05,6.481e-05,292361.05539268634,18.94792
1660003200000.0,2022-08-09 00:00:00,BALBULL/USDT,6.283e-05,6.629e-05,5.206e-05,5.355e-05,2469900.280112045,132.26316
1659916800000.0,2022-08-08 00:00:00,BALBULL/USDT,6.143e-05,7.035e-05,6.08e-05,6.283e-05,35117209.29492281,2206.41426
1659830400000.0,2022-08-07 00:00:00,BALBULL/USDT,6.193e-05,6.281e-05,5.967e-05,6.143e-05,8025976.721471594,493.03575
1659744000000.0,2022-08-06 00:00:00,BALBULL/USDT,6.473e-05,6.588e-05,6.193e-05,6.193e-05,0.0,0.0
1659657600000.0,2022-08-05 00:00:00,BALBULL/USDT,5.569e-05,6.473e-05,5.569e-05,6.473e-05,839063.9579792987,54.31261
1659571200000.0,2022-08-04 00:00:00,BALBULL/USDT,5.353e-05,6.187e-05,5.337e-05,5.569e-05,51231.639432573174,2.85309
1659484800000.0,2022-08-03 00:00:00,BALBULL/USDT,5.544e-05,6.521e-05,4.809e-05,5.353e-05,1777301.513170185,95.13895
1659398400000.0,2022-08-02 00:00:00,BALBULL/USDT,6.655e-05,6.655e-05,5.112e-05,5.544e-05,389775.6132756133,21.60916
1659312000000.0,2022-08-01 00:00:00,BALBULL/USDT,6.327e-05,6.93e-05,6.074e-05,6.655e-05,311854.69571750565,20.75393
1659225600000.0,2022-07-31 00:00:00,BALBULL/USDT,6.929e-05,7.669e-05,6.262e-05,6.327e-05,98119.0137505927,6.20799
1659139200000.0,2022-07-30 00:00:00,BALBULL/USDT,6.326e-05,8.4e-05,6.054e-05,6.929e-05,61020055.41925242,4228.07964
1659052800000.0,2022-07-29 00:00:00,BALBULL/USDT,6.263e-05,7.138e-05,5.659e-05,6.326e-05,196260.98640531139,12.41547
1658966400000.0,2022-07-28 00:00:00,BALBULL/USDT,6.013e-05,6.554e-05,5.544e-05,6.263e-05,148886.4761296503,9.32476
1658880000000.0,2022-07-27 00:00:00,BALBULL/USDT,3.636e-05,6.155e-05,3.426e-05,6.013e-05,71999870.94628306,4329.35224
1658793600000.0,2022-07-26 00:00:00,BALBULL/USDT,3.777e-05,3.854e-05,3.281e-05,3.636e-05,2294505.2255225526,83.42821
1658707200000.0,2022-07-25 00:00:00,BALBULL/USDT,5.882e-05,6.013e-05,3.777e-05,3.777e-05,17602523.166534286,664.8473
1658620800000.0,2022-07-24 00:00:00,BALBULL/USDT,4.971e-05,6.117e-05,4.948e-05,5.882e-05,7155.8993539612375,0.42091
1658534400000.0,2022-07-23 00:00:00,BALBULL/USDT,5.193e-05,6.013e-05,4.751e-05,4.971e-05,12748841.882920941,633.74493
1658448000000.0,2022-07-22 00:00:00,BALBULL/USDT,5.889e-05,6.39e-05,5.113e-05,5.193e-05,2992625.842480262,155.40706
1658361600000.0,2022-07-21 00:00:00,BALBULL/USDT,4.953e-05,6.008e-05,4.54e-05,5.889e-05,306757.3442010528,18.06494
1658275200000.0,2022-07-20 00:00:00,BALBULL/USDT,5.901e-05,6.786e-05,4.714e-05,4.953e-05,3662906.7231980613,181.42377
1658188800000.0,2022-07-19 00:00:00,BALBULL/USDT,5.947e-05,6.277e-05,5.603e-05,5.901e-05,3851214.878834096,227.26019
1658102400000.0,2022-07-18 00:00:00,BALBULL/USDT,4.443e-05,5.955e-05,4.414e-05,5.947e-05,3868040.188330251,230.03235
1658016000000.0,2022-07-17 00:00:00,BALBULL/USDT,4.622e-05,4.75e-05,4.194e-05,4.443e-05,0.0,0.0
1657929600000.0,2022-07-16 00:00:00,BALBULL/USDT,3.732e-05,4.885e-05,3.601e-05,4.622e-05,8004939.636520986,369.98831
1657843200000.0,2022-07-15 00:00:00,BALBULL/USDT,3.351e-05,4.15e-05,3.118e-05,3.732e-05,4384128.885316184,163.61569
1657756800000.0,2022-07-14 00:00:00,BALBULL/USDT,2.797e-05,3.496e-05,2.535e-05,3.351e-05,26662247.090420768,893.4519
1657670400000.0,2022-07-13 00:00:00,BALBULL/USDT,2.557e-05,2.909e-05,2.253e-05,2.797e-05,4507125.49159814,126.0643
1657584000000.0,2022-07-12 00:00:00,BALBULL/USDT,2.975e-05,3.344e-05,2.55e-05,2.557e-05,445389.12788423937,11.3886
1657497600000.0,2022-07-11 00:00:00,BALBULL/USDT,3.641e-05,3.729e-05,2.852e-05,2.975e-05,3120317.31092437,92.82944
1657411200000.0,2022-07-10 00:00:00,BALBULL/USDT,4.599e-05,4.599e-05,3.5e-05,3.641e-05,4808409.777533645,175.0742
1657324800000.0,2022-07-09 00:00:00,BALBULL/USDT,4.504e-05,4.828e-05,4.503e-05,4.599e-05,27000.0,1.24173
1657238400000.0,2022-07-08 00:00:00,BALBULL/USDT,4.895e-05,5.259e-05,4.289e-05,4.504e-05,848445.8259325044,38.214
1657152000000.0,2022-07-07 00:00:00,BALBULL/USDT,4.118e-05,4.895e-05,4.001e-05,4.895e-05,123299.28498467825,6.0355
1657065600000.0,2022-07-06 00:00:00,BALBULL/USDT,4.077e-05,4.321e-05,4.001e-05,4.118e-05,0.0,0.0
1656979200000.0,2022-07-05 00:00:00,BALBULL/USDT,4.22e-05,5.041e-05,3.885e-05,4.077e-05,725701.4961981849,29.58685
1656892800000.0,2022-07-04 00:00:00,BALBULL/USDT,3.497e-05,4.234e-05,3.319e-05,4.22e-05,0.0,0.0
1656806400000.0,2022-07-03 00:00:00,BALBULL/USDT,3.477e-05,3.57e-05,3.212e-05,3.497e-05,692140.4060623391,24.20415
1656720000000.0,2022-07-02 00:00:00,BALBULL/USDT,3.3e-05,3.612e-05,3.207e-05,3.477e-05,1146488587.0002875,39863.40817
1656633600000.0,2022-07-01 00:00:00,BALBULL/USDT,3.264e-05,3.546e-05,2.899e-05,3.3e-05,2982866.3636363633,98.43459
1656547200000.0,2022-06-30 00:00:00,BALBULL/USDT,3.978e-05,4.211e-05,2.575e-05,3.264e-05,3715572306.372549,121276.28008
1656460800000.0,2022-06-29 00:00:00,BALBULL/USDT,4.281e-05,4.539e-05,3.621e-05,3.978e-05,0.0,0.0
1656374400000.0,2022-06-28 00:00:00,BALBULL/USDT,4.695e-05,4.986e-05,4.13e-05,4.281e-05,0.0,0.0
1656288000000.0,2022-06-27 00:00:00,BALBULL/USDT,5.122e-05,5.572e-05,4.539e-05,4.695e-05,275439.8296059638,12.9319
1656201600000.0,2022-06-26 00:00:00,BALBULL/USDT,5.934e-05,6.378e-05,5.049e-05,5.122e-05,82994.92385786802,4.251
1656115200000.0,2022-06-25 00:00:00,BALBULL/USDT,6.143e-05,6.37e-05,5.519e-05,5.934e-05,10820142.062689586,642.06723
1656028800000.0,2022-06-24 00:00:00,BALBULL/USDT,3.966e-05,7.341e-05,3.873e-05,6.143e-05,8494272.668077487,521.80317
1655942400000.0,2022-06-23 00:00:00,BALBULL/USDT,3.522e-05,4.177e-05,3.484e-05,3.966e-05,0.0,0.0
1655856000000.0,2022-06-22 00:00:00,BALBULL/USDT,4.023e-05,4.108e-05,3.209e-05,3.522e-05,557210.9596819989,19.62497
1655769600000.0,2022-06-21 00:00:00,BALBULL/USDT,3.356e-05,4.109e-05,3.356e-05,4.023e-05,2042.2570221227938,0.08216
1655683200000.0,2022-06-20 00:00:00,BALBULL/USDT,2.94e-05,3.569e-05,2.676e-05,3.356e-05,174000.0,5.83944
1655596800000.0,2022-06-19 00:00:00,BALBULL/USDT,2.195e-05,3.041e-05,2.141e-05,2.94e-05,118789.1156462585,3.4924
1655510400000.0,2022-06-18 00:00:00,BALBULL/USDT,3.647e-05,3.647e-05,1.787e-05,2.195e-05,888537.1298405466,19.50339
1655424000000.0,2022-06-17 00:00:00,BALBULL/USDT,3.484e-05,3.986e-05,3.345e-05,3.647e-05,289293.66602687136,10.55054
1655337600000.0,2022-06-16 00:00:00,BALBULL/USDT,5.581e-05,5.581e-05,3.241e-05,3.484e-05,6354324.626865672,221.38467
1655251200000.0,2022-06-15 00:00:00,BALBULL/USDT,5.438e-05,5.704e-05,3.347e-05,5.581e-05,348088.8729618348,19.42684
1655164800000.0,2022-06-14 00:00:00,BALBULL/USDT,5.853e-05,6.067e-05,4.431e-05,5.438e-05,2227083.1187936743,121.10878
1655078400000.0,2022-06-13 00:00:00,BALBULL/USDT,0.00012665,0.00013035,5.45e-05,5.853e-05,719365.111908423,42.10444
1654992000000.0,2022-06-12 00:00:00,BALBULL/USDT,0.00014625,0.00014885,0.000109,0.00012665,128722.06869324912,16.30265
1654905600000.0,2022-06-11 00:00:00,BALBULL/USDT,0.0002335,0.0002474,0.0001409,0.00014625,38204.44444444444,5.5874
1654819200000.0,2022-06-10 00:00:00,BALBULL/USDT,0.0002741,0.0003071,0.0002254,0.0002335,127321.62740899358,29.7296
1654732800000.0,2022-06-09 00:00:00,BALBULL/USDT,0.0002738,0.0003497,0.0002612,0.0002741,2540473.549799343,696.3438
1654646400000.0,2022-06-08 00:00:00,BALBULL/USDT,0.0002341,0.0003224,0.0002284,0.0002738,0.0,0.0
1654560000000.0,2022-06-07 00:00:00,BALBULL/USDT,0.0002771,0.0003115,0.0002038,0.0002341,514265.27125160187,120.3895
1654473600000.0,2022-06-06 00:00:00,BALBULL/USDT,0.0002534,0.0003038,0.0002512,0.0002771,65999.99999999999,18.2886
1654387200000.0,2022-06-05 00:00:00,BALBULL/USDT,0.00020055,0.00027935,0.0001924,0.0002534,0.0,0.0
1654300800000.0,2022-06-04 00:00:00,BALBULL/USDT,0.00020055,0.00020275,0.0001823,0.00020055,0.0,0.0
1654214400000.0,2022-06-03 00:00:00,BALBULL/USDT,0.00023075,0.00023075,0.0001873,0.00020055,410787.3348292196,82.3834
1654128000000.0,2022-06-02 00:00:00,BALBULL/USDT,0.0002074,0.00023075,0.00019455,0.00023075,25000.0,5.76875
1654041600000.0,2022-06-01 00:00:00,BALBULL/USDT,0.0002962,0.0002962,0.00018895,0.0002074,5594.985535197686,1.1604
1653955200000.0,2022-05-31 00:00:00,BALBULL/USDT,0.0003132,0.000341,0.0002654,0.0002962,1217203.5786630656,360.5357
1653868800000.0,2022-05-30 00:00:00,BALBULL/USDT,0.00022395,0.000324,0.0002194,0.0003132,68250.95785440612,21.3762
1653782400000.0,2022-05-29 00:00:00,BALBULL/USDT,0.00021065,0.0002282,0.00020195,0.00022395,0.0,0.0
1653696000000.0,2022-05-28 00:00:00,BALBULL/USDT,0.0001867,0.00022075,0.0001859,0.00021065,1000.0,0.21065
1653609600000.0,2022-05-27 00:00:00,BALBULL/USDT,0.0002162,0.00023255,0.00017525,0.0001867,2903707.2844134974,542.12215
1653523200000.0,2022-05-26 00:00:00,BALBULL/USDT,0.0003306,0.0003314,0.0001887,0.0002162,2753586.216466235,595.32534
1653436800000.0,2022-05-25 00:00:00,BALBULL/USDT,0.000322,0.0003489,0.0003094,0.0003306,117884.57350272231,38.97264
1653350400000.0,2022-05-24 00:00:00,BALBULL/USDT,0.0003175,0.0003623,0.0002575,0.000322,91968.63354037267,29.6139
1653264000000.0,2022-05-23 00:00:00,BALBULL/USDT,0.0003815,0.0004213,0.0003123,0.0003175,0.0,0.0
1653177600000.0,2022-05-22 00:00:00,BALBULL/USDT,0.0003299,0.0003941,0.000323,0.0003815,2944357.221494102,1123.27228
1653091200000.0,2022-05-21 00:00:00,BALBULL/USDT,0.0003056,0.0003583,0.0003056,0.0003299,104022.73416186725,34.3171
1653004800000.0,2022-05-20 00:00:00,BALBULL/USDT,0.0003813,0.0004077,0.0003056,0.0003056,63077.12696335078,19.27637
1652918400000.0,2022-05-19 00:00:00,BALBULL/USDT,0.00037225,0.0004211,0.0003279,0.0003813,8985145.869394178,3426.03612
1652832000000.0,2022-05-18 00:00:00,BALBULL/USDT,0.000541,0.0005512,0.00037225,0.00037225,104493.01544660846,38.897525
1652745600000.0,2022-05-17 00:00:00,BALBULL/USDT,0.0005178,0.00061,0.0004845,0.000541,39531.534195933455,21.38656
1652659200000.0,2022-05-16 00:00:00,BALBULL/USDT,0.000755,0.000755,0.0005138,0.0005178,38547.219003476246,19.95975
1652572800000.0,2022-05-15 00:00:00,BALBULL/USDT,0.000643,0.000755,0.00058825,0.000755,30010.298013245032,22.657775
1652486400000.0,2022-05-14 00:00:00,BALBULL/USDT,0.00055925,0.00067675,0.0004565,0.000643,39071.30637636081,25.12285
1652400000000.0,2022-05-13 00:00:00,BALBULL/USDT,0.0005575,0.00073725,0.0005575,0.00055925,64288.46669646849,35.953325
1652313600000.0,2022-05-12 00:00:00,BALBULL/USDT,0.000761,0.00088025,0.0004199,0.0005575,89245.83856502242,49.754555
1652227200000.0,2022-05-11 00:00:00,BALBULL/USDT,0.0014015,0.0015195,0.0007235,0.000761,3411888.0420499346,2596.4468
1652140800000.0,2022-05-10 00:00:00,BALBULL/USDT,0.0010845,0.0016565,0.0009945,0.0014015,2948.5907955761686,4.13245
1652054400000.0,2022-05-09 00:00:00,BALBULL/USDT,0.001979,0.002084,0.0010565,0.0010845,15427.478100507147,16.7311
1651968000000.0,2022-05-08 00:00:00,BALBULL/USDT,0.002296,0.002386,0.00187,0.001979,1015118.165740273,2008.91885
1651881600000.0,2022-05-07 00:00:00,BALBULL/USDT,0.00252,0.002665,0.002064,0.002296,8417.508710801394,19.3266
1651795200000.0,2022-05-06 00:00:00,BALBULL/USDT,0.0025095,0.002723,0.002239,0.00252,1257019.8809523808,3167.6901
1651708800000.0,2022-05-05 00:00:00,BALBULL/USDT,0.003329,0.00345,0.002248,0.0025095,2457127.611077904,6166.16174
1651622400000.0,2022-05-04 00:00:00,BALBULL/USDT,0.002421,0.003373,0.002322,0.003329,71963.08200660859,239.5651
1651536000000.0,2022-05-03 00:00:00,BALBULL/USDT,0.002385,0.002584,0.002299,0.002421,683445.931433292,1654.6226
1651449600000.0,2022-05-02 00:00:00,BALBULL/USDT,0.00233,0.002524,0.002069,0.002385,2920024.3815513626,6964.25815
1651363200000.0,2022-05-01 00:00:00,BALBULL/USDT,0.002,0.002373,0.001978,0.00233,2613150.493562232,6088.64065
1651276800000.0,2022-04-30 00:00:00,BALBULL/USDT,0.003077,0.003207,0.001925,0.002,4848858.164999999,9697.71633
1651190400000.0,2022-04-29 00:00:00,BALBULL/USDT,0.003502,0.00365,0.002787,0.003077,71858.35879103023,221.10817
1651104000000.0,2022-04-28 00:00:00,BALBULL/USDT,0.003739,0.00396,0.003292,0.003502,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,BALBULL/USDT,0.003827,0.004111,0.003507,0.003739,100186.74511901577,374.59824
1650931200000.0,2022-04-26 00:00:00,BALBULL/USDT,0.0055,0.006575,0.0037325,0.003827,178789.78965246928,684.228525
1650844800000.0,2022-04-25 00:00:00,BALBULL/USDT,0.004185,0.005624,0.003451,0.0055,39871.52363636364,219.29338
1650758400000.0,2022-04-24 00:00:00,BALBULL/USDT,0.004402,0.004591,0.004035,0.004185,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,BALBULL/USDT,0.00447,0.004775,0.004161,0.004402,20.772376192639708,0.09144
1650585600000.0,2022-04-22 00:00:00,BALBULL/USDT,0.004825,0.005461,0.004425,0.00447,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,BALBULL/USDT,0.005445,0.00621,0.0047475,0.004825,604763.4455958549,2917.983625
1650412800000.0,2022-04-20 00:00:00,BALBULL/USDT,0.005464,0.0057975,0.0049175,0.005445,108490.64646464647,590.73157
1650326400000.0,2022-04-19 00:00:00,BALBULL/USDT,0.004579,0.005543,0.004463,0.005464,990632.4725475841,5412.81583
1650240000000.0,2022-04-18 00:00:00,BALBULL/USDT,0.00411,0.004596,0.00371,0.004579,991173.2146756934,4538.58215
1650153600000.0,2022-04-17 00:00:00,BALBULL/USDT,0.004936,0.005144,0.00411,0.00411,149415.74209245743,614.0987
1650067200000.0,2022-04-16 00:00:00,BALBULL/USDT,0.0051,0.005246,0.004769,0.004936,11444.538087520259,56.49024
1649980800000.0,2022-04-15 00:00:00,BALBULL/USDT,0.005099,0.005231,0.004704,0.0051,55135.723529411756,281.19219
1649894400000.0,2022-04-14 00:00:00,BALBULL/USDT,0.0054775,0.0055725,0.00456,0.005099,0.0,0.0
1649808000000.0,2022-04-13 00:00:00,BALBULL/USDT,0.004659,0.005517,0.004464,0.0054775,620384.653582839,3398.15694
1649721600000.0,2022-04-12 00:00:00,BALBULL/USDT,0.004853,0.005374,0.004241,0.004659,5940.270444301352,27.67572
1649635200000.0,2022-04-11 00:00:00,BALBULL/USDT,0.007055,0.0078,0.00477,0.004853,197875.18030084483,960.28825
1649548800000.0,2022-04-10 00:00:00,BALBULL/USDT,0.009685,0.009685,0.007055,0.007055,71455.45712260809,504.11825
1649462400000.0,2022-04-09 00:00:00,BALBULL/USDT,0.01308,0.01471,0.00935,0.009685,977515.39494063,9467.2366
1649376000000.0,2022-04-08 00:00:00,BALBULL/USDT,0.01124,0.015605,0.011105,0.01308,119745.9365443425,1566.27685
1649289600000.0,2022-04-07 00:00:00,BALBULL/USDT,0.0111675,0.012475,0.00877,0.01124,170376.74822064058,1915.03465
1649203200000.0,2022-04-06 00:00:00,BALBULL/USDT,0.007495,0.0114,0.0059,0.0111675,302236.6666666666,3375.227975
1649116800000.0,2022-04-05 00:00:00,BALBULL/USDT,0.0067675,0.008405,0.0066725,0.007495,627296.2474983322,4701.585375
1649030400000.0,2022-04-04 00:00:00,BALBULL/USDT,0.007115,0.007495,0.00601,0.0067675,1260614.2186922792,8531.206725
1648944000000.0,2022-04-03 00:00:00,BALBULL/USDT,0.0061775,0.0074525,0.0060475,0.007115,1350501.3914265637,9608.8174
1648857600000.0,2022-04-02 00:00:00,BALBULL/USDT,0.0071775,0.00774,0.0061775,0.0061775,3209644.828004856,19827.580925
1648771200000.0,2022-04-01 00:00:00,BALBULL/USDT,0.0062425,0.0072725,0.00581,0.0071775,13923.2741205155,99.9343
1648684800000.0,2022-03-31 00:00:00,BALBULL/USDT,0.0078875,0.0078875,0.0059875,0.0062425,1433426.375650781,8948.16415
1648598400000.0,2022-03-30 00:00:00,BALBULL/USDT,0.0053875,0.0086825,0.00509,0.0078875,1186536.9616481774,9358.810285
1648512000000.0,2022-03-29 00:00:00,BALBULL/USDT,0.004621,0.006083,0.004621,0.0053875,1695398.0807424595,9133.95716
1648425600000.0,2022-03-28 00:00:00,BALBULL/USDT,0.004839,0.005469,0.004616,0.004621,2329751.717160788,10765.782685
1648339200000.0,2022-03-27 00:00:00,BALBULL/USDT,0.003909,0.005,0.003906,0.004839,1371244.635255218,6635.45279
1648252800000.0,2022-03-26 00:00:00,BALBULL/USDT,0.003536,0.003947,0.003483,0.003909,1399069.3451010487,5468.96207
1648166400000.0,2022-03-25 00:00:00,BALBULL/USDT,0.003827,0.004164,0.003483,0.003536,907359.8727375565,3208.42451
1648080000000.0,2022-03-24 00:00:00,BALBULL/USDT,0.003855,0.00403,0.003717,0.003827,686920.2665273059,2628.84386
1647993600000.0,2022-03-23 00:00:00,BALBULL/USDT,0.003177,0.003855,0.003028,0.003855,2285136.7055771723,8809.202
1647907200000.0,2022-03-22 00:00:00,BALBULL/USDT,0.003154,0.003569,0.003091,0.003177,1122221.435316336,3565.2975
1647820800000.0,2022-03-21 00:00:00,BALBULL/USDT,0.00302,0.003411,0.002901,0.003154,1021866.0304375396,3222.96546
1647734400000.0,2022-03-20 00:00:00,BALBULL/USDT,0.00355,0.00361,0.002855,0.00302,308567.1986754967,931.87294
1647648000000.0,2022-03-19 00:00:00,BALBULL/USDT,0.00315,0.003972,0.00315,0.00355,172949.91549295775,613.9722
1647561600000.0,2022-03-18 00:00:00,BALBULL/USDT,0.002843,0.003199,0.00266,0.00315,208247.13968253968,655.97849
1647475200000.0,2022-03-17 00:00:00,BALBULL/USDT,0.002912,0.003023,0.002818,0.002843,104744.70629616601,297.7892
1647388800000.0,2022-03-16 00:00:00,BALBULL/USDT,0.002575,0.002961,0.002515,0.002912,1007188.8049450548,2932.9338
1647302400000.0,2022-03-15 00:00:00,BALBULL/USDT,0.002473,0.002645,0.002288,0.002575,8155.805825242719,21.0012
1647216000000.0,2022-03-14 00:00:00,BALBULL/USDT,0.0022645,0.002484,0.0021955,0.002473,10824.747270521633,26.7696
1647129600000.0,2022-03-13 00:00:00,BALBULL/USDT,0.002424,0.002497,0.002214,0.0022645,34108.36829322146,77.2384
1647043200000.0,2022-03-12 00:00:00,BALBULL/USDT,0.00248,0.002568,0.002419,0.002424,226747.6072607261,549.6362
1646956800000.0,2022-03-11 00:00:00,BALBULL/USDT,0.002682,0.002855,0.00248,0.00248,807849.2741935484,2003.4662
1646870400000.0,2022-03-10 00:00:00,BALBULL/USDT,0.003237,0.003237,0.002421,0.002682,734711.7188665175,1970.49683
1646784000000.0,2022-03-09 00:00:00,BALBULL/USDT,0.002781,0.003461,0.002781,0.003237,1532821.0071053447,4961.7416
1646697600000.0,2022-03-08 00:00:00,BALBULL/USDT,0.002578,0.0029,0.002564,0.002781,120145.19956850054,334.1238
1646611200000.0,2022-03-07 00:00:00,BALBULL/USDT,0.002657,0.002969,0.00239,0.002578,1332306.8269976727,3434.687
1646524800000.0,2022-03-06 00:00:00,BALBULL/USDT,0.003109,0.003145,0.002653,0.002657,738286.902521641,1961.6283
1646438400000.0,2022-03-05 00:00:00,BALBULL/USDT,0.002843,0.003145,0.00268,0.003109,76345.8764876166,237.35933
1646352000000.0,2022-03-04 00:00:00,BALBULL/USDT,0.003753,0.003753,0.002772,0.002843,3045123.9746746393,8657.28746
1646265600000.0,2022-03-03 00:00:00,BALBULL/USDT,0.004401,0.004401,0.003685,0.003753,719011.2896349587,2698.44937
1646179200000.0,2022-03-02 00:00:00,BALBULL/USDT,0.004591,0.004843,0.0042,0.004401,1507335.0988411722,6633.78177
1646092800000.0,2022-03-01 00:00:00,BALBULL/USDT,0.00455,0.005091,0.004424,0.004591,2512377.800043564,11534.32648
