https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DSLA,Volume USDT
1663459200,2022-09-18 00:00:00,DSLA/USDT,0.0008345,0.0008374,0.00083,0.0008343,6025942.6228,5026.06918887845
1663372800,2022-09-17 00:00:00,DSLA/USDT,0.000831,0.0008372,0.000813,0.0008345,94650487.8553,77787.32882816438
1663286400,2022-09-16 00:00:00,DSLA/USDT,0.0008269,0.0008545,0.0008093,0.000831,1007768630.792,827971.73602132631
1663200000,2022-09-15 00:00:00,DSLA/USDT,0.0008513,0.0008536,0.0008254,0.0008273,764321144.3015,644091.04015325261
1663113600,2022-09-14 00:00:00,DSLA/USDT,0.0008556,0.0008594,0.0008403,0.0008509,1323373633.0756,1124911.725368268796365
1663027200,2022-09-13 00:00:00,DSLA/USDT,0.0008578,0.0008691,0.0008403,0.0008553,901612379.81390727,774157.898766244860598
1662940800,2022-09-12 00:00:00,DSLA/USDT,0.0008923,0.0008997,0.000857,0.0008578,809382123.807,703786.33818544319
1662854400,2022-09-11 00:00:00,DSLA/USDT,0.000844,0.0009467,0.000812,0.0008996,728426710.1837,623119.53640948836
1662768000,2022-09-10 00:00:00,DSLA/USDT,0.0008488,0.00178,0.00083,0.0008333,1296010813.7311254,1202064.81326438185374
1662681600,2022-09-09 00:00:00,DSLA/USDT,0.0008166,0.0008778,0.0008105,0.0008488,710938103.7988,596989.36659235425
1662595200,2022-09-08 00:00:00,DSLA/USDT,0.0007815,0.0008399,0.0007773,0.0008156,1215548868.4168,979373.38436751257
1662508800,2022-09-07 00:00:00,DSLA/USDT,0.0007893,0.0008049,0.000755,0.0007816,728770379.6119,556261.23896938964
1662422400,2022-09-06 00:00:00,DSLA/USDT,0.0008172,0.0008699,0.00079,0.0007912,1939268849.4278,1598816.57750223525
1662336000,2022-09-05 00:00:00,DSLA/USDT,0.0008113,0.0008179,0.0008077,0.0008172,959901281.409,779878.76707102312
1662249600,2022-09-04 00:00:00,DSLA/USDT,0.0008392,0.0008479,0.0008013,0.000813,172748278.514,140518.67654007549
1662163200,2022-09-03 00:00:00,DSLA/USDT,0.000846,0.000866,0.0008254,0.0008393,618863240.7769,517834.94507635669
1662076800,2022-09-02 00:00:00,DSLA/USDT,0.0008473,0.0008778,0.0008304,0.0008456,854842924.0736,727430.79300304947
1661990400,2022-09-01 00:00:00,DSLA/USDT,0.0008821,0.0008875,0.0008215,0.0008473,484487420.2397,421333.96935937507
1661904000,2022-08-31 00:00:00,DSLA/USDT,0.0008884,0.0009,0.0008726,0.0008821,840960683.8085,742244.96350174713
1661817600,2022-08-30 00:00:00,DSLA/USDT,0.0009097,0.0009398,0.0008878,0.0008884,895192377.3292,812325.7771817216
1661731200,2022-08-29 00:00:00,DSLA/USDT,0.0008882,0.0009194,0.0008837,0.0009097,173120671.6636,155223.89828681777
1661644800,2022-08-28 00:00:00,DSLA/USDT,0.0008835,0.0008941,0.00088,0.0008882,321541064.9059,285277.21753274224
1661558400,2022-08-27 00:00:00,DSLA/USDT,0.0008999,0.000905,0.000879,0.0008835,500710729.3668,442709.03068312054
1661472000,2022-08-26 00:00:00,DSLA/USDT,0.0009776,0.0009853,0.0008901,0.0008998,233105487.5209,224832.28639163558
1661385600,2022-08-25 00:00:00,DSLA/USDT,0.0009769,0.0009843,0.0009737,0.0009776,427392033.6722,417882.01962176678
