https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LIT,Volume BTC
1663459200,2022-09-18 00:00:00,LIT/BTC,0.00003424,0.00003432,0.00003408,0.00003408,31.0019,0.001063493145
1663372800,2022-09-17 00:00:00,LIT/BTC,0.00003282,0.00003432,0.00003258,0.00003426,1262.2005,0.042648733641
1663286400,2022-09-16 00:00:00,LIT/BTC,0.00003354,0.00003396,0.00003252,0.0000327,311.6422,0.010308847163
1663200000,2022-09-15 00:00:00,LIT/BTC,0.00003376,0.00003378,0.00003229,0.00003362,603.4262,0.019967567734
1663113600,2022-09-14 00:00:00,LIT/BTC,0.00003364,0.00003441,0.00003336,0.00003382,304.9376,0.01032252479
1663027200,2022-09-13 00:00:00,LIT/BTC,0.0000321,0.00003426,0.00003193,0.00003364,1369.6139,0.045476056359
1662940800,2022-09-12 00:00:00,LIT/BTC,0.00003416,0.00003498,0.00003187,0.00003224,1321.4488,0.044222441312
1662854400,2022-09-11 00:00:00,LIT/BTC,0.00003462,0.00003524,0.00003416,0.00003416,725.9447,0.025290704716
1662768000,2022-09-10 00:00:00,LIT/BTC,0.00003534,0.00003588,0.00003426,0.00003445,857.9518,0.030096433829
1662681600,2022-09-09 00:00:00,LIT/BTC,0.00003552,0.00003685,0.00003457,0.00003524,4552.2626,0.161857817183
1662595200,2022-09-08 00:00:00,LIT/BTC,0.00003553,0.00003576,0.00003457,0.00003544,2897.9832,0.102420233597
1662508800,2022-09-07 00:00:00,LIT/BTC,0.00003466,0.00003605,0.0000344,0.00003588,1084.4577,0.038385759143
1662422400,2022-09-06 00:00:00,LIT/BTC,0.00003642,0.00003729,0.00003462,0.00003462,6645.1698,0.240557352663
1662336000,2022-09-05 00:00:00,LIT/BTC,0.00003614,0.00003696,0.00003582,0.00003631,1034.3191,0.037919201871
1662249600,2022-09-04 00:00:00,LIT/BTC,0.00003593,0.00003624,0.0000357,0.00003606,900.5776,0.032563303415
1662163200,2022-09-03 00:00:00,LIT/BTC,0.00003494,0.00003594,0.00003494,0.00003593,497.7432,0.017759620602
1662076800,2022-09-02 00:00:00,LIT/BTC,0.00003597,0.00003627,0.00003491,0.00003501,1003.4444,0.035510129735
1661990400,2022-09-01 00:00:00,LIT/BTC,0.00003584,0.00003638,0.00003551,0.00003601,970.6973,0.034641604634
1661904000,2022-08-31 00:00:00,LIT/BTC,0.00003703,0.00003735,0.00003576,0.00003576,485.7527,0.017671954429
1661817600,2022-08-30 00:00:00,LIT/BTC,0.00003669,0.0000375,0.0000357,0.00003703,4035.3288,0.145621124633
1661731200,2022-08-29 00:00:00,LIT/BTC,0.0000348,0.00003723,0.00003463,0.00003663,974.5045,0.035217113398
1661644800,2022-08-28 00:00:00,LIT/BTC,0.00003616,0.00003632,0.00003457,0.00003499,13332.7497,0.478066158169
1661558400,2022-08-27 00:00:00,LIT/BTC,0.00003418,0.00003672,0.00003418,0.00003642,1868.6167,0.067050410994
1661472000,2022-08-26 00:00:00,LIT/BTC,0.00003565,0.0000357,0.00003421,0.00003426,4300.0493,0.150308663888
1661385600,2022-08-25 00:00:00,LIT/BTC,0.00003642,0.00003744,0.00003255,0.00003566,3385.9463,0.118087732381
1661299200,2022-08-24 00:00:00,LIT/BTC,0.00003591,0.000037,0.0000357,0.00003628,576.3068,0.020982903375
1661212800,2022-08-23 00:00:00,LIT/BTC,0.00003583,0.00003683,0.00003551,0.00003584,1147.9125,0.041420513841
1661126400,2022-08-22 00:00:00,LIT/BTC,0.00003591,0.00003597,0.00003419,0.00003597,1854.4221,0.06441611761
1661040000,2022-08-21 00:00:00,LIT/BTC,0.00003473,0.00003644,0.00003473,0.00003621,1129.4508,0.040418295699
1660953600,2022-08-20 00:00:00,LIT/BTC,0.0000357,0.00003785,0.00003396,0.00003471,7377.8392,0.265357778029
1660867200,2022-08-19 00:00:00,LIT/BTC,0.00003507,0.00003597,0.00003366,0.00003585,8965.6922,0.311457033363
1660780800,2022-08-18 00:00:00,LIT/BTC,0.0000376,0.00003825,0.00003455,0.00003501,1482.8449,0.053668723549
1660694400,2022-08-17 00:00:00,LIT/BTC,0.00003964,0.00004018,0.00003723,0.00003736,852.2389,0.032843897734
1660608000,2022-08-16 00:00:00,LIT/BTC,0.00003911,0.00003957,0.00003866,0.00003948,689.6302,0.027042284259
1660521600,2022-08-15 00:00:00,LIT/BTC,0.00003947,0.00004008,0.00003864,0.00003908,1644.0839,0.064862423989
1660435200,2022-08-14 00:00:00,LIT/BTC,0.00004133,0.00004154,0.000039,0.0000393,3187.3168,0.128143367179
1660348800,2022-08-13 00:00:00,LIT/BTC,0.00004284,0.00004284,0.0000408,0.0000411,2107.0452,0.087997781134
1660262400,2022-08-12 00:00:00,LIT/BTC,0.000043,0.00004335,0.00004224,0.00004262,1254.3472,0.053630129886
1660176000,2022-08-11 00:00:00,LIT/BTC,0.0000426,0.00004396,0.00004208,0.00004296,5873.3287,0.253085076383
1660089600,2022-08-10 00:00:00,LIT/BTC,0.00004187,0.00004258,0.00004144,0.00004258,993.7617,0.041719045157
1660003200,2022-08-09 00:00:00,LIT/BTC,0.00004258,0.00004277,0.00004072,0.00004208,1956.1968,0.081224504141
1659916800,2022-08-08 00:00:00,LIT/BTC,0.00004472,0.00004543,0.00004201,0.00004257,3614.0396,0.155899078648
1659830400,2022-08-07 00:00:00,LIT/BTC,0.00004474,0.00004548,0.00004376,0.00004437,990.9617,0.04416963097
1659744000,2022-08-06 00:00:00,LIT/BTC,0.00004366,0.00004566,0.00004336,0.00004458,1665.6917,0.073950001588
1659657600,2022-08-05 00:00:00,LIT/BTC,0.00004331,0.00004409,0.00004271,0.00004335,1746.775,0.075888530664
1659571200,2022-08-04 00:00:00,LIT/BTC,0.00004453,0.00004623,0.00004233,0.00004328,4152.856,0.184278839925
1659484800,2022-08-03 00:00:00,LIT/BTC,0.00004133,0.0000498,0.00004038,0.00004423,15215.2317,0.689586336942
1659398400,2022-08-02 00:00:00,LIT/BTC,0.00004286,0.00004359,0.0000408,0.00004105,5544.9384,0.232410369412
1659312000,2022-08-01 00:00:00,LIT/BTC,0.00004341,0.00004622,0.00004246,0.00004274,7282.4437,0.32373447922
1659225600,2022-07-31 00:00:00,LIT/BTC,0.00004142,0.00004769,0.00004142,0.00004327,8857.1401,0.389090649664
1659139200,2022-07-30 00:00:00,LIT/BTC,0.00003835,0.00004431,0.00003744,0.00004154,14489.5875,0.602124630694
1659052800,2022-07-29 00:00:00,LIT/BTC,0.00003714,0.00003935,0.00003663,0.00003822,7798.5159,0.294339245053
1658966400,2022-07-28 00:00:00,LIT/BTC,0.00003469,0.00003887,0.00003405,0.00003703,10273.1677,0.379046658394
1658880000,2022-07-27 00:00:00,LIT/BTC,0.00003522,0.00003576,0.00003418,0.00003468,1541.7595,0.053528867179
1658793600,2022-07-26 00:00:00,LIT/BTC,0.00003678,0.00003678,0.00003442,0.0000354,5648.494,0.201434340459
