https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOI,Volume USDT
1661126400,2022-08-22 00:00:00,IOI/USDT,0.1984,0.2012,0.1922,0.1985,1080316.2516,213196.1639383
1661040000,2022-08-21 00:00:00,IOI/USDT,0.205,0.2092,0.1954,0.1984,965134.8456,194759.00265885
1660953600,2022-08-20 00:00:00,IOI/USDT,0.1944,0.2079,0.1903,0.2049,961213.7889,190569.31686273
1660867200,2022-08-19 00:00:00,IOI/USDT,0.2268,0.2268,0.1903,0.1935,979878.2495,197353.38629197
1660780800,2022-08-18 00:00:00,IOI/USDT,0.2188,0.2573,0.2122,0.2269,1156384.0607,262704.79549271
1660694400,2022-08-17 00:00:00,IOI/USDT,0.1961,0.2678,0.1894,0.2186,2865607.5296,590301.78516498
1660608000,2022-08-16 00:00:00,IOI/USDT,0.1926,0.1991,0.1845,0.1969,1211500.2527,232681.11112989
1660521600,2022-08-15 00:00:00,IOI/USDT,0.1973,0.2032,0.1908,0.1925,1205560.0335,235779.80622809
1660435200,2022-08-14 00:00:00,IOI/USDT,0.2064,0.2327,0.1964,0.1969,1602229.4182,335042.83095173
1660348800,2022-08-13 00:00:00,IOI/USDT,0.2033,0.2146,0.202,0.2065,1186640.7938,245192.60556965
1660262400,2022-08-12 00:00:00,IOI/USDT,0.211,0.2157,0.1972,0.2037,986265.1021,204788.04776909
1660176000,2022-08-11 00:00:00,IOI/USDT,0.2077,0.2249,0.205,0.2113,1258299.477,266569.50043419
1660089600,2022-08-10 00:00:00,IOI/USDT,0.1921,0.2183,0.19,0.2084,1016505.3613,202359.13014732
1660003200,2022-08-09 00:00:00,IOI/USDT,0.2076,0.2141,0.1851,0.1922,782960.4875,157013.82002953
1659916800,2022-08-08 00:00:00,IOI/USDT,0.1975,0.248,0.1959,0.2077,3326005.252,725055.56846682
1659830400,2022-08-07 00:00:00,IOI/USDT,0.1972,0.2099,0.1917,0.1974,988100.6596,192989.5987197
1659744000,2022-08-06 00:00:00,IOI/USDT,0.1915,0.2022,0.19,0.197,850484.0129,165455.06552328
1659657600,2022-08-05 00:00:00,IOI/USDT,0.1935,0.27,0.1855,0.1918,1238955.7569,270263.56325428
1659571200,2022-08-04 00:00:00,IOI/USDT,0.1972,0.2002,0.1656,0.1916,302285.6366,55408.40300964
1659484800,2022-08-03 00:00:00,IOI/USDT,0.2006,0.2029,0.1881,0.1949,45500.1654,8830.33156726
1659398400,2022-08-02 00:00:00,IOI/USDT,0.2006,0.2028,0.1894,0.2027,80156.7598,15742.84259744
1659312000,2022-08-01 00:00:00,IOI/USDT,0.198,0.2055,0.1904,0.2006,108527.2209,21634.86820338
1659225600,2022-07-31 00:00:00,IOI/USDT,0.2051,0.2086,0.195,0.2002,30059.5339,6030.54060051
1659139200,2022-07-30 00:00:00,IOI/USDT,0.194,0.248,0.1874,0.2051,606566.1608,131482.23208869
1659052800,2022-07-29 00:00:00,IOI/USDT,0.1894,0.2031,0.1853,0.1948,61750.4047,11915.26898265
1658966400,2022-07-28 00:00:00,IOI/USDT,0.1855,0.2,0.1815,0.1894,102130.1364,19505.6648977
1658880000,2022-07-27 00:00:00,IOI/USDT,0.1753,0.204,0.1724,0.1853,97708.3312,18203.70699623
1658793600,2022-07-26 00:00:00,IOI/USDT,0.1876,0.1922,0.1748,0.176,102270.4171,18446.38225369
1658707200,2022-07-25 00:00:00,IOI/USDT,0.2028,0.2063,0.1815,0.1876,64167.2264,12331.91799835
1658620800,2022-07-24 00:00:00,IOI/USDT,0.1924,0.2072,0.1913,0.2043,53862.0857,10725.06303673
1658534400,2022-07-23 00:00:00,IOI/USDT,0.2051,0.2143,0.1886,0.1917,84375.9114923,16693.79640645077
1658448000,2022-07-22 00:00:00,IOI/USDT,0.2143,0.2175,0.2006,0.2068,50813.8849,10608.20177747
1658361600,2022-07-21 00:00:00,IOI/USDT,0.2186,0.2205,0.206,0.2116,80024.3219,16848.24435221
1658275200,2022-07-20 00:00:00,IOI/USDT,0.23,0.23,0.2094,0.216,89866.05054196,19895.250659777628
1658188800,2022-07-19 00:00:00,IOI/USDT,0.2034,0.25,0.2005,0.2281,335620.978732,76788.342657788697
1658102400,2022-07-18 00:00:00,IOI/USDT,0.2104,0.211,0.1942,0.2014,92048.87475266,18836.059207202698
1658016000,2022-07-17 00:00:00,IOI/USDT,0.2189,0.2218,0.209,0.211,12056.07152684,2566.397611936236
1657929600,2022-07-16 00:00:00,IOI/USDT,0.2097,0.2249,0.2031,0.2189,120300.48711314,25542.830114912043
1657843200,2022-07-15 00:00:00,IOI/USDT,0.2053,0.2186,0.1993,0.2091,67484.88637841,14106.280778674311
1657756800,2022-07-14 00:00:00,IOI/USDT,0.2361,0.2376,0.2053,0.2058,163417.77547846,35213.956527798848
1657670400,2022-07-13 00:00:00,IOI/USDT,0.2601,0.2602,0.2201,0.236,90845.48093337,21080.623326906244
1657584000,2022-07-12 00:00:00,IOI/USDT,0.2552,0.2955,0.2505,0.261,102075.56617653,27472.40079488321
1657497600,2022-07-11 00:00:00,IOI/USDT,0.2501,0.2783,0.2477,0.2552,76101.24544038,19613.62367878001
1657411200,2022-07-10 00:00:00,IOI/USDT,0.2653,0.267,0.2415,0.25,39834.03573768,10021.544340660785
1657324800,2022-07-09 00:00:00,IOI/USDT,0.2634,0.2899,0.2566,0.2632,150702.52048578,41480.092391447321
1657238400,2022-07-08 00:00:00,IOI/USDT,0.2764,0.298,0.2552,0.2672,104621.7669477,28622.095011943491
1657152000,2022-07-07 00:00:00,IOI/USDT,0.2695,0.296,0.2649,0.281,50507.19392978,14051.398691605064
1657065600,2022-07-06 00:00:00,IOI/USDT,0.2683,0.2904,0.2531,0.2718,82543.64216538,22408.820233268023
1656979200,2022-07-05 00:00:00,IOI/USDT,0.2695,0.2942,0.266,0.268,24496.98866549,6757.863101891589
1656892800,2022-07-04 00:00:00,IOI/USDT,0.2611,0.345,0.2477,0.2668,356454.07786606,101936.890548086501
1656806400,2022-07-03 00:00:00,IOI/USDT,0.2617,0.2949,0.26,0.261,35061.36580178,9346.434124064931
1656720000,2022-07-02 00:00:00,IOI/USDT,0.2601,0.2645,0.2601,0.2604,28524.45474547,7431.85392028794
1656633600,2022-07-01 00:00:00,IOI/USDT,0.2663,0.2764,0.26,0.2601,28309.7802203,7502.626713061884
1656547200,2022-06-30 00:00:00,IOI/USDT,0.2672,0.268,0.2601,0.2628,16993.86995015,4486.417726821106
1656460800,2022-06-29 00:00:00,IOI/USDT,0.2821,0.2908,0.2601,0.2684,71622.43337097,19798.359311487299
1656374400,2022-06-28 00:00:00,IOI/USDT,0.2797,0.2977,0.2658,0.2824,128245.09891507,36085.725020411965
1656288000,2022-06-27 00:00:00,IOI/USDT,0.2697,0.2996,0.265,0.2782,382437.07397315,106556.028212634991
1656201600,2022-06-26 00:00:00,IOI/USDT,0.2757,0.3199,0.2642,0.2696,124258.28046941,35464.698540988748
1656115200,2022-06-25 00:00:00,IOI/USDT,0.2674,0.2877,0.2601,0.2753,47707.31290665,12942.643188805553
1656028800,2022-06-24 00:00:00,IOI/USDT,0.2677,0.29,0.2603,0.2712,73092.70142417,20109.614736261053
1655942400,2022-06-23 00:00:00,IOI/USDT,0.2599,0.272,0.2574,0.2673,30194.08492993,7979.266933584402
1655856000,2022-06-22 00:00:00,IOI/USDT,0.2715,0.2808,0.2535,0.2599,58654.6677446,15748.096093982897
1655769600,2022-06-21 00:00:00,IOI/USDT,0.2992,0.3064,0.27,0.2724,58242.62373047,16683.136944535815
1655683200,2022-06-20 00:00:00,IOI/USDT,0.2754,0.3448,0.2696,0.2992,193654.57868532,57489.66109538998
1655596800,2022-06-19 00:00:00,IOI/USDT,0.265,0.345,0.248,0.2754,227558.77776273,62931.583314926985
1655510400,2022-06-18 00:00:00,IOI/USDT,0.324,0.3345,0.2602,0.2682,211414.65260525,62264.571897611725
1655424000,2022-06-17 00:00:00,IOI/USDT,0.3342,0.3456,0.3125,0.3274,27547.32048872,9058.236875966051
1655337600,2022-06-16 00:00:00,IOI/USDT,0.3435,0.3498,0.3086,0.3336,125423.1412919,40843.953846158678
1655251200,2022-06-15 00:00:00,IOI/USDT,0.3778,0.3784,0.2951,0.3386,165430.75083365,55578.942650114237
1655164800,2022-06-14 00:00:00,IOI/USDT,0.3858,0.3939,0.3671,0.3783,66450.51820151,24974.509499733249
1655078400,2022-06-13 00:00:00,IOI/USDT,0.3852,0.4097,0.3601,0.3863,203422.50621225,77391.951618530888
1654992000,2022-06-12 00:00:00,IOI/USDT,0.3894,0.4246,0.3781,0.3889,193478.34666196,77684.751236543106
1654905600,2022-06-11 00:00:00,IOI/USDT,0.4,0.42,0.3739,0.3892,201165.30045926,79480.584104876618
1654819200,2022-06-10 00:00:00,IOI/USDT,0.4188,0.4203,0.3783,0.4,228984.47144773,91447.85781173716
1654732800,2022-06-09 00:00:00,IOI/USDT,0.434,0.5248,0.368,0.4188,1161198.60457842,520500.635917351772
1654646400,2022-06-08 00:00:00,IOI/USDT,0.4144,0.4399,0.411,0.4389,114470.46908451,48750.060810858245
1654560000,2022-06-07 00:00:00,IOI/USDT,0.4359,0.4489,0.4111,0.4144,112347.90485702,47729.999598432289
1654473600,2022-06-06 00:00:00,IOI/USDT,0.4177,0.5,0.411,0.4359,644794.78142117,287039.228671421744
1654387200,2022-06-05 00:00:00,IOI/USDT,0.417,0.4339,0.4113,0.4177,40974.22878015,17287.573417167672
1654300800,2022-06-04 00:00:00,IOI/USDT,0.4199,0.4319,0.4121,0.4196,20520.2203348,8683.649552739909
1654214400,2022-06-03 00:00:00,IOI/USDT,0.4202,0.4399,0.4112,0.4225,114907.00270883,48580.016950342793
1654128000,2022-06-02 00:00:00,IOI/USDT,0.4134,0.44,0.4121,0.424,51563.11186071,22065.573615743632
1654041600,2022-06-01 00:00:00,IOI/USDT,0.4282,0.4565,0.411,0.418,104319.66638725,44773.620704044827
1653955200,2022-05-31 00:00:00,IOI/USDT,0.4376,0.4563,0.4142,0.4318,122796.92591082,52577.905770854645
1653868800,2022-05-30 00:00:00,IOI/USDT,0.4202,0.4598,0.411,0.4355,199937.30442363,84848.235714742965
1653782400,2022-05-29 00:00:00,IOI/USDT,0.4171,0.452,0.4122,0.4161,34529.62375978,14621.726894017116
1653696000,2022-05-28 00:00:00,IOI/USDT,0.4265,0.4283,0.4151,0.4171,12052.80973293,5082.685306996438
1653609600,2022-05-27 00:00:00,IOI/USDT,0.4368,0.4368,0.415,0.4272,27343.13091336,11568.727436467335
1653523200,2022-05-26 00:00:00,IOI/USDT,0.4301,0.4704,0.411,0.4404,69169.16488815,30131.650111570118
1653436800,2022-05-25 00:00:00,IOI/USDT,0.4138,0.4522,0.4114,0.4249,108106.03902067,46094.573831269656
1653350400,2022-05-24 00:00:00,IOI/USDT,0.4247,0.4816,0.411,0.418,133013.24698814,58353.178529656191
1653264000,2022-05-23 00:00:00,IOI/USDT,0.4834,0.4838,0.424,0.4303,102693.04914574,46864.662918738187
1653177600,2022-05-22 00:00:00,IOI/USDT,0.5004,0.508,0.4763,0.479,103732.35578988,51077.500219145562
1653091200,2022-05-21 00:00:00,IOI/USDT,0.5604,0.564,0.5,0.5018,70871.08679327,36327.691338347965
1653004800,2022-05-20 00:00:00,IOI/USDT,0.589,0.6062,0.55,0.5612,59375.55548077,34138.493904205095
1652918400,2022-05-19 00:00:00,IOI/USDT,0.5722,0.606,0.5265,0.5875,361789.55886783,202413.714559759173
1652832000,2022-05-18 00:00:00,IOI/USDT,0.5784,0.6486,0.54,0.5722,381862.65979808,221403.524389433152
1652745600,2022-05-17 00:00:00,IOI/USDT,0.494,0.5885,0.494,0.5786,379347.6989234,205321.810858183115
1652659200,2022-05-16 00:00:00,IOI/USDT,0.5129,0.5194,0.4885,0.494,32954.46390691,16555.898358284401
1652572800,2022-05-15 00:00:00,IOI/USDT,0.4993,0.5189,0.4871,0.518,60021.64179987,30060.795602834434
1652486400,2022-05-14 00:00:00,IOI/USDT,0.5156,0.5423,0.4785,0.5017,101204.9409052,51157.513059002218
1652400000,2022-05-13 00:00:00,IOI/USDT,0.6028,0.6386,0.5021,0.5181,390044.45880625,220110.082835421882
1652313600,2022-05-12 00:00:00,IOI/USDT,0.6097,0.7232,0.5822,0.6028,607674.88176782,393385.057584927422
1652227200,2022-05-11 00:00:00,IOI/USDT,0.6131,0.7098,0.448,0.6097,1159965.61025434,655173.783560441129
1652140800,2022-05-10 00:00:00,IOI/USDT,0.5731,0.694,0.5555,0.614,1324013.07577133,835842.201947523437
1652054400,2022-05-09 00:00:00,IOI/USDT,0.5952,0.6525,0.4908,0.5729,1505172.85893133,843397.829766369925
1651968000,2022-05-08 00:00:00,IOI/USDT,0.601,0.6123,0.5797,0.5997,237096.67775983,141140.461245226107
1651881600,2022-05-07 00:00:00,IOI/USDT,0.5947,0.6328,0.5812,0.601,388920.95070775,232149.303700154775
1651795200,2022-05-06 00:00:00,IOI/USDT,0.631,0.6814,0.5866,0.5955,677169.22079173,429953.01675800396
1651708800,2022-05-05 00:00:00,IOI/USDT,0.721,0.7465,0.621,0.6334,607821.62884401,415742.946433932981
1651622400,2022-05-04 00:00:00,IOI/USDT,0.604,0.7205,0.6032,0.7205,619422.781159,407240.929003712272
1651536000,2022-05-03 00:00:00,IOI/USDT,0.5633,0.7422,0.5573,0.6041,896241.87851422,558268.6706300267
1651449600,2022-05-02 00:00:00,IOI/USDT,0.5406,0.6116,0.5392,0.5645,762312.75144677,434959.23829604367
1651363200,2022-05-01 00:00:00,IOI/USDT,0.546,0.5899,0.5312,0.5428,156798.50546658,86073.235845987967
1651276800,2022-04-30 00:00:00,IOI/USDT,0.6422,0.6422,0.54,0.5444,405384.25414339,242327.860882746257
1651190400,2022-04-29 00:00:00,IOI/USDT,0.65,0.67,0.6254,0.6408,127369.79393264,82198.107187116687
1651104000,2022-04-28 00:00:00,IOI/USDT,0.69,0.7004,0.65,0.65,260999.22783804,176095.815886828347
1651017600,2022-04-27 00:00:00,IOI/USDT,0.7045,0.72,0.68,0.6872,137563.32675072,96237.256212628203
1650931200,2022-04-26 00:00:00,IOI/USDT,0.7039,0.732,0.6908,0.7045,261388.96358959,185835.948826641072
1650844800,2022-04-25 00:00:00,IOI/USDT,0.6996,0.73,0.687,0.7,312672.3325595,220713.534255757218
1650758400,2022-04-24 00:00:00,IOI/USDT,0.6979,0.742,0.6858,0.703,193428.38159851,137249.297336027358
1650672000,2022-04-23 00:00:00,IOI/USDT,0.6946,0.7405,0.6845,0.6945,536520.86372923,379282.338557491068
1650585600,2022-04-22 00:00:00,IOI/USDT,0.6957,0.7619,0.6599,0.6901,222360.70281653,154850.156893253241
1650499200,2022-04-21 00:00:00,IOI/USDT,0.7145,0.7219,0.6899,0.6954,55649.63027635,39469.444782305097
1650412800,2022-04-20 00:00:00,IOI/USDT,0.72,0.78,0.6801,0.7159,417120.72420409,297801.945994932073
1650326400,2022-04-19 00:00:00,IOI/USDT,0.7163,0.7423,0.6824,0.72,379860.99242,271160.560991493184
1650240000,2022-04-18 00:00:00,IOI/USDT,0.7064,0.7455,0.6301,0.716,358262.94084646,246624.719541352192
1650153600,2022-04-17 00:00:00,IOI/USDT,0.7254,0.7296,0.7023,0.7027,23241.02426195,16661.863688736226
1650067200,2022-04-16 00:00:00,IOI/USDT,0.7061,0.7432,0.7036,0.7262,96897.18604581,70264.71880641357
1649980800,2022-04-15 00:00:00,IOI/USDT,0.6895,0.7473,0.6834,0.7095,157605.88392557,112060.216373121012
1649894400,2022-04-14 00:00:00,IOI/USDT,0.713,0.7593,0.6854,0.6895,261059.68530153,189398.352745184166
1649808000,2022-04-13 00:00:00,IOI/USDT,0.702,0.7485,0.6979,0.7108,90603.93052562,65115.05032977315
1649721600,2022-04-12 00:00:00,IOI/USDT,0.67,0.7282,0.6555,0.702,209369.88717529,147045.964821378984
1649635200,2022-04-11 00:00:00,IOI/USDT,0.6868,0.8,0.6471,0.6703,537654.48043973,381986.390030624626
1649548800,2022-04-10 00:00:00,IOI/USDT,0.6673,0.69,0.6652,0.6845,34689.94356515,23595.088481559063
1649462400,2022-04-09 00:00:00,IOI/USDT,0.6827,0.6888,0.6667,0.6667,29839.76107248,20238.188179307129
1649376000,2022-04-08 00:00:00,IOI/USDT,0.6924,0.7645,0.681,0.6821,587841.2055217,423560.711428021542
1649289600,2022-04-07 00:00:00,IOI/USDT,0.6284,0.7814,0.6153,0.6924,505091.35322817,349436.438789485147
1649203200,2022-04-06 00:00:00,IOI/USDT,0.6464,0.715,0.6282,0.632,247461.99908669,165939.395525731951
1649116800,2022-04-05 00:00:00,IOI/USDT,0.668,0.715,0.64,0.6465,229227.02704696,154564.338122512159
1649030400,2022-04-04 00:00:00,IOI/USDT,0.6982,0.7148,0.6303,0.6686,226410.63904472,150991.354549282353
1648944000,2022-04-03 00:00:00,IOI/USDT,0.7229,0.7271,0.6694,0.6985,216899.32922566,151079.471847178725
1648857600,2022-04-02 00:00:00,IOI/USDT,0.734,0.8099,0.7195,0.7229,259774.39049628,195864.809041415055
1648771200,2022-04-01 00:00:00,IOI/USDT,0.6427,0.7998,0.631,0.7336,675632.33951835,492855.59861971024
1648684800,2022-03-31 00:00:00,IOI/USDT,0.6235,0.69,0.5948,0.6427,275236.81323298,173762.548570877253
1648598400,2022-03-30 00:00:00,IOI/USDT,0.5887,0.6451,0.5655,0.6202,256926.70419967,153476.008618335226
1648512000,2022-03-29 00:00:00,IOI/USDT,0.5795,0.6088,0.5539,0.5898,212669.40346368,123167.904111017483
1648425600,2022-03-28 00:00:00,IOI/USDT,0.5793,0.698,0.5773,0.5822,499265.18213572,308102.128803967778
1648339200,2022-03-27 00:00:00,IOI/USDT,0.5758,0.6017,0.5599,0.5807,132761.94177711,76167.122229798753
1648252800,2022-03-26 00:00:00,IOI/USDT,0.59,0.6298,0.561,0.5761,346582.69985791,202620.120291085324
1648166400,2022-03-25 00:00:00,IOI/USDT,0.5755,0.698,0.5521,0.5903,607121.92693025,365291.955917273114
1648080000,2022-03-24 00:00:00,IOI/USDT,0.5467,0.5814,0.5418,0.5754,160046.90821828,90618.549189814059
1647993600,2022-03-23 00:00:00,IOI/USDT,0.5615,0.5658,0.5401,0.5499,69759.77246713,38625.562826527435
1647907200,2022-03-22 00:00:00,IOI/USDT,0.5693,0.5749,0.548,0.5614,58305.74516448,32697.633578700635
1647820800,2022-03-21 00:00:00,IOI/USDT,0.548,0.5763,0.5398,0.5721,59500.88002027,33099.745244562144
1647734400,2022-03-20 00:00:00,IOI/USDT,0.5601,0.576,0.5404,0.5471,75783.60742829,42133.388030428274
1647648000,2022-03-19 00:00:00,IOI/USDT,0.5598,0.604,0.55,0.5617,173052.93382925,98936.25565393899
1647561600,2022-03-18 00:00:00,IOI/USDT,0.6,0.6,0.5462,0.5563,46784.82017755,26479.092786496407
1647475200,2022-03-17 00:00:00,IOI/USDT,0.5652,0.6298,0.5586,0.6,79348.99920218,46858.946896873411
1647388800,2022-03-16 00:00:00,IOI/USDT,0.5501,0.6066,0.5457,0.5652,157155.58765178,87967.056506494271
1647302400,2022-03-15 00:00:00,IOI/USDT,0.5694,0.5812,0.539,0.5501,93509.81553109,52119.664733014067
1647216000,2022-03-14 00:00:00,IOI/USDT,0.5642,0.68,0.5459,0.5694,239385.6317094,138352.918354422804
1647129600,2022-03-13 00:00:00,IOI/USDT,0.5688,0.5909,0.5514,0.5677,167783.00278352,95753.920817894563
1647043200,2022-03-12 00:00:00,IOI/USDT,0.5562,0.6299,0.5472,0.5688,293338.16197689,171321.3878507417
1646956800,2022-03-11 00:00:00,IOI/USDT,0.5798,0.5935,0.5227,0.5575,128108.97558947,71994.405471216567
1646870400,2022-03-10 00:00:00,IOI/USDT,0.6171,0.6278,0.5737,0.5792,44579.96104795,26574.393273033344
1646784000,2022-03-09 00:00:00,IOI/USDT,0.6115,0.6406,0.5989,0.6202,90186.71630139,56002.97494966478
1646697600,2022-03-08 00:00:00,IOI/USDT,0.6054,0.6285,0.5915,0.6098,143962.31419959,87743.052578220463
1646611200,2022-03-07 00:00:00,IOI/USDT,0.6628,0.6655,0.601,0.6063,75441.18456885,47488.077520813468
1646524800,2022-03-06 00:00:00,IOI/USDT,0.7368,0.7375,0.6603,0.6624,98238.26030891,68620.51520035125
1646438400,2022-03-05 00:00:00,IOI/USDT,0.8178,0.8288,0.7274,0.7358,196019.81050868,152901.938786871126
1646352000,2022-03-04 00:00:00,IOI/USDT,0.8591,1.1211,0.8122,0.8133,1192207.95805413,1134947.349389556619
1646265600,2022-03-03 00:00:00,IOI/USDT,0.6859,0.9186,0.6859,0.8637,407548.5578539,333622.585922096292
1646179200,2022-03-02 00:00:00,IOI/USDT,0.6553,0.6919,0.6325,0.6838,75582.28599584,49981.112494740301
1646092800,2022-03-01 00:00:00,IOI/USDT,0.5468,0.658,0.5457,0.6569,211012.58405802,126488.837279797698
1646006400,2022-02-28 00:00:00,IOI/USDT,0.5292,0.5489,0.5206,0.5432,34987.80079307,18648.568882685373
1645920000,2022-02-27 00:00:00,IOI/USDT,0.5405,0.5496,0.5209,0.529,71832.23941215,38448.811038936173
1645833600,2022-02-26 00:00:00,IOI/USDT,0.5355,0.5551,0.5323,0.5416,74453.76632108,40465.297818099452
1645747200,2022-02-25 00:00:00,IOI/USDT,0.5274,0.5686,0.5218,0.5354,138681.79711101,74813.032030151327
1645660800,2022-02-24 00:00:00,IOI/USDT,0.6486,0.6527,0.5108,0.5307,239879.0983373,133554.69814957534
1645574400,2022-02-23 00:00:00,IOI/USDT,0.6797,0.6945,0.6477,0.6486,67020.42654668,45132.702326362383
1645488000,2022-02-22 00:00:00,IOI/USDT,0.6554,0.8587,0.6351,0.6765,168253.8927388,118579.865399065019
1645401600,2022-02-21 00:00:00,IOI/USDT,0.7329,0.7396,0.653,0.6581,99140.99148927,68784.966911493999
1645315200,2022-02-20 00:00:00,IOI/USDT,0.7092,0.76,0.6714,0.7278,84195.44267318,59531.713684974568
1645228800,2022-02-19 00:00:00,IOI/USDT,0.7358,0.7423,0.7086,0.7131,36937.35626491,26827.217296569847
1645142400,2022-02-18 00:00:00,IOI/USDT,0.7799,0.7899,0.7291,0.7396,55919.45516434,42530.612552502106
1645056000,2022-02-17 00:00:00,IOI/USDT,0.8109,0.8325,0.7759,0.7774,52647.55459318,42206.392288029654
1644969600,2022-02-16 00:00:00,IOI/USDT,0.782,0.8399,0.7692,0.8111,87068.72734064,68959.92230568639
1644883200,2022-02-15 00:00:00,IOI/USDT,0.7579,0.85,0.7508,0.7815,89288.76040477,69479.034888066449
1644796800,2022-02-14 00:00:00,IOI/USDT,0.7727,0.7752,0.738,0.7538,55382.86370362,41967.999876107141
1644710400,2022-02-13 00:00:00,IOI/USDT,0.818,0.8208,0.7608,0.7698,50417.17500663,40009.133781680468
1644624000,2022-02-12 00:00:00,IOI/USDT,0.8333,0.8392,0.8043,0.818,45159.36600405,37251.852103975363
1644537600,2022-02-11 00:00:00,IOI/USDT,0.8863,0.9499,0.8043,0.8345,317964.30766464,273755.85189023615
1644451200,2022-02-10 00:00:00,IOI/USDT,0.9201,0.9275,0.8831,0.8864,98494.46243422,88914.067383340601
1644364800,2022-02-09 00:00:00,IOI/USDT,0.821,0.95,0.813,0.9247,217007.6089124,190776.420278757087
1644278400,2022-02-08 00:00:00,IOI/USDT,0.8876,0.9191,0.8061,0.8215,176351.00376442,151241.090007634525
1644192000,2022-02-07 00:00:00,IOI/USDT,0.8435,0.904,0.8418,0.8896,119126.28277957,104959.006090978925
1644105600,2022-02-06 00:00:00,IOI/USDT,0.8652,0.8765,0.8255,0.8473,39477.95948867,33605.201986043884
1644019200,2022-02-05 00:00:00,IOI/USDT,0.8612,0.9047,0.8602,0.8684,100152.55268466,87576.400088357308
1643932800,2022-02-04 00:00:00,IOI/USDT,0.8136,0.878,0.8114,0.8604,121171.21579056,101884.902276029863
1643846400,2022-02-03 00:00:00,IOI/USDT,0.9179,0.9221,0.8085,0.8131,113517.77225854,98095.428039986714
1643760000,2022-02-02 00:00:00,IOI/USDT,0.8688,0.9569,0.8587,0.9185,125385.4758313,113220.750048165975
1643673600,2022-02-01 00:00:00,IOI/USDT,0.9046,0.9218,0.8688,0.8742,54682.95947666,48745.761004872986
1643587200,2022-01-31 00:00:00,IOI/USDT,0.8578,0.9388,0.83,0.904,184161.71138465,163375.202998212914
1643500800,2022-01-30 00:00:00,IOI/USDT,0.7913,0.8889,0.7857,0.8578,118138.59516656,98717.215806086192
