https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSDT,Volume USD
1663545600000.0,2022-09-19 00:00:00,CUSDT/USD,0.0220425,0.0220425,0.0220425,0.0220425,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,CUSDT/USD,0.021965,0.0221,0.0219625,0.0220425,3287.3823295905636,72.462125
1663372800000.0,2022-09-17 00:00:00,CUSDT/USD,0.0219625,0.021965,0.0219625,0.021965,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,CUSDT/USD,0.021955,0.02199,0.021955,0.0219625,105.03084803642572,2.30674
1663200000000.0,2022-09-15 00:00:00,CUSDT/USD,0.02197,0.0219725,0.021955,0.021955,44877.707811432476,985.290075
1663113600000.0,2022-09-14 00:00:00,CUSDT/USD,0.0219725,0.0219725,0.0219375,0.02197,19049.325443786984,418.51368
1663027200000.0,2022-09-13 00:00:00,CUSDT/USD,0.021965,0.0219725,0.02196,0.0219725,123923.78143133463,2722.9152875
1662940800000.0,2022-09-12 00:00:00,CUSDT/USD,0.02197,0.02199,0.02196,0.021965,3520.3537445936718,77.32457
1662854400000.0,2022-09-11 00:00:00,CUSDT/USD,0.0219675,0.021975,0.0219675,0.02197,1795.0,39.43615
1662768000000.0,2022-09-10 00:00:00,CUSDT/USD,0.0219675,0.0219675,0.0219675,0.0219675,18432.0,404.90496
1662681600000.0,2022-09-09 00:00:00,CUSDT/USD,0.0219625,0.02197,0.0219525,0.0219675,19393.591100489357,426.0287125
1662595200000.0,2022-09-08 00:00:00,CUSDT/USD,0.0219525,0.0219625,0.0219525,0.0219625,46850.90187820148,1028.9629325
1662508800000.0,2022-09-07 00:00:00,CUSDT/USD,0.02197,0.02197,0.021935,0.0219525,2233.9974945905933,49.04183
1662422400000.0,2022-09-06 00:00:00,CUSDT/USD,0.021915,0.02197,0.021915,0.02197,2062.9849795175237,45.32378
1662336000000.0,2022-09-05 00:00:00,CUSDT/USD,0.02197,0.0220825,0.021905,0.021915,57996.63289984029,1270.99621
1662249600000.0,2022-09-04 00:00:00,CUSDT/USD,0.02197,0.02197,0.02197,0.02197,0.0,0.0
1662163200000.0,2022-09-03 00:00:00,CUSDT/USD,0.0219625,0.02197,0.0219625,0.02197,21066.639508420572,462.83407
1662076800000.0,2022-09-02 00:00:00,CUSDT/USD,0.0219475,0.0219625,0.0219475,0.0219625,1368.0,30.0447
1661990400000.0,2022-09-01 00:00:00,CUSDT/USD,0.0219475,0.0219475,0.0219475,0.0219475,0.0,0.0
1661904000000.0,2022-08-31 00:00:00,CUSDT/USD,0.02199,0.021995,0.0218925,0.0219475,70425.73618863196,1545.668845
1661817600000.0,2022-08-30 00:00:00,CUSDT/USD,0.021985,0.0220125,0.021985,0.02199,41816.2312414734,919.538925
1661731200000.0,2022-08-29 00:00:00,CUSDT/USD,0.021985,0.021985,0.021985,0.021985,0.0,0.0
1661644800000.0,2022-08-28 00:00:00,CUSDT/USD,0.022,0.022025,0.0219825,0.021985,48902.10791448715,1075.1128425
1661558400000.0,2022-08-27 00:00:00,CUSDT/USD,0.0219975,0.022,0.0219975,0.022,9261.0,203.742
1661472000000.0,2022-08-26 00:00:00,CUSDT/USD,0.0219775,0.0219975,0.0219775,0.0219975,50222.797249687465,1104.7759825
1661385600000.0,2022-08-25 00:00:00,CUSDT/USD,0.02194,0.0219775,0.02194,0.0219775,1.0,0.0219775
1661299200000.0,2022-08-24 00:00:00,CUSDT/USD,0.0219425,0.0219975,0.0219375,0.02194,103024.82440747492,2260.3646475
1661212800000.0,2022-08-23 00:00:00,CUSDT/USD,0.0219375,0.0219425,0.0219375,0.0219425,21678.613649310697,475.68298
1661126400000.0,2022-08-22 00:00:00,CUSDT/USD,0.0219475,0.0219475,0.0219375,0.0219375,15188.113960113962,333.18925
1661040000000.0,2022-08-21 00:00:00,CUSDT/USD,0.0219475,0.0219475,0.0219475,0.0219475,1086.9999999999998,23.8569325
