https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ICP
1657324800000,2022-07-09 00:00:00,ICP/BTC,0.00032089,0.00033665,0.00031815,0.00032326,0.508359903191938,1572.6037963
1657238400000,2022-07-08 00:00:00,ICP/BTC,0.00028813,0.00033802,0.00027896,0.00032168,2.6637098183425363,8280.6199277
1657152000000,2022-07-07 00:00:00,ICP/BTC,0.00027345,0.0002989,0.00027285,0.00028957,0.4882793213987654,1686.22205822
1657065600000,2022-07-06 00:00:00,ICP/BTC,0.0002737,0.00028586,0.0002715,0.00027347,0.308460118491421,1127.9486543
1656979200000,2022-07-05 00:00:00,ICP/BTC,0.00027691,0.00028165,0.0002715,0.00027385,0.14926295691433952,545.05370427
1656892800000,2022-07-04 00:00:00,ICP/BTC,0.00027227,0.00028443,0.00027156,0.00027632,0.1298999965357248,470.10710964
1656806400000,2022-07-03 00:00:00,ICP/BTC,0.00027261,0.00027475,0.00026883,0.00027113,0.06856244158662901,252.8766333
1656720000000,2022-07-02 00:00:00,ICP/BTC,0.00027061,0.00027749,0.00026883,0.00027255,0.11411026561349699,418.67644694
1656633600000,2022-07-01 00:00:00,ICP/BTC,0.00026883,0.00027435,0.00026252,0.00027229,0.2190508778069362,804.47639578
1656547200000,2022-06-30 00:00:00,ICP/BTC,0.00026937,0.00027738,0.0002626,0.00027205,0.169522581835528,623.13024016
1656460800000,2022-06-29 00:00:00,ICP/BTC,0.00027012,0.00027587,0.00026355,0.00026889,0.2467704722610594,917.73763346
1656374400000,2022-06-28 00:00:00,ICP/BTC,0.00027886,0.00028551,0.00026775,0.00027037,0.27692862066535356,1024.25794528
1656288000000,2022-06-27 00:00:00,ICP/BTC,0.00027285,0.00028728,0.00027285,0.00027866,0.38997233504822165,1399.45573476
1656201600000,2022-06-26 00:00:00,ICP/BTC,0.00029449,0.00029449,0.0002736,0.0002736,0.535254487492752,1956.3395010699999
1656115200000,2022-06-25 00:00:00,ICP/BTC,0.00028813,0.00030038,0.00028248,0.00029389,0.45776769695249364,1557.61576424
1656028800000,2022-06-24 00:00:00,ICP/BTC,0.00027591,0.00029401,0.00027535,0.00028857,0.19870436009735068,688.58287451
1655942400000,2022-06-23 00:00:00,ICP/BTC,0.00027355,0.00028328,0.00027328,0.0002755,0.59824687495195,2171.4950089
1655856000000,2022-06-22 00:00:00,ICP/BTC,0.0002797,0.00028025,0.00026883,0.00027275,0.12376980184071248,453.78479135
1655769600000,2022-06-21 00:00:00,ICP/BTC,0.00028056,0.00029358,0.00027251,0.00028165,0.7259611404614406,2577.52934657
1655683200000,2022-06-20 00:00:00,ICP/BTC,0.00026671,0.0002854,0.00026454,0.00027965,0.5654529269389454,2022.00224187
1655596800000,2022-06-19 00:00:00,ICP/BTC,0.00026999,0.00027574,0.00026355,0.00026629,0.19930168062899298,748.4384717
1655510400000,2022-06-18 00:00:00,ICP/BTC,0.00026622,0.00028025,0.00026003,0.0002702,0.7575053679998561,2803.4987712800003
1655424000000,2022-06-17 00:00:00,ICP/BTC,0.00026148,0.00026804,0.0002571,0.00026655,0.236361870020925,886.7449635
1655337600000,2022-06-16 00:00:00,ICP/BTC,0.00026575,0.00027114,0.00025081,0.00026116,0.7228992609430153,2768.03209122
1655251200000,2022-06-15 00:00:00,ICP/BTC,0.0002515,0.00026671,0.00024711,0.00026494,0.40417591042957707,1525.53751955
1655164800000,2022-06-14 00:00:00,ICP/BTC,0.00024275,0.00026171,0.00023987,0.00025206,0.6470119456432176,2566.89655496
1655078400000,2022-06-13 00:00:00,ICP/BTC,0.00021316,0.00024883,0.00020744,0.00024275,1.1450903769844476,4717.15912249
1654992000000,2022-06-12 00:00:00,ICP/BTC,0.00021086,0.00022908,0.0001994,0.00021144,2.156795540009974,10200.50860769
1654905600000,2022-06-11 00:00:00,ICP/BTC,0.00020984,0.00022786,0.00019569,0.00020963,7.003053927385123,33406.73533075
1654819200000,2022-06-10 00:00:00,ICP/BTC,0.00021224,0.00021725,0.00020906,0.00020954,0.42640449883284043,2034.95513426
1654732800000,2022-06-09 00:00:00,ICP/BTC,0.00021548,0.00022686,0.00021007,0.00021267,0.3443101671840111,1618.98794933
1654646400000,2022-06-08 00:00:00,ICP/BTC,0.00021959,0.00022703,0.00021496,0.00021577,0.2968157667038538,1375.61183994
1654560000000,2022-06-07 00:00:00,ICP/BTC,0.00024166,0.00024181,0.00021855,0.00021925,0.3900615212028175,1779.0719325100001
1654473600000,2022-06-06 00:00:00,ICP/BTC,0.00024552,0.00025483,0.00023751,0.00024136,0.24381688906487362,1010.17935476
1654387200000,2022-06-05 00:00:00,ICP/BTC,0.00025855,0.0002594,0.00024468,0.0002451,0.362720100727788,1479.88617188
1654300800000,2022-06-04 00:00:00,ICP/BTC,0.00026675,0.00026796,0.00025457,0.00025944,0.36663817597830717,1413.19062588
1654214400000,2022-06-03 00:00:00,ICP/BTC,0.00030883,0.00031544,0.00026436,0.00026647,0.7083972979613326,2658.45047458
1654128000000,2022-06-02 00:00:00,ICP/BTC,0.00025582,0.00032037,0.00025206,0.00031036,1.214098997084781,3911.90551967
1654041600000,2022-06-01 00:00:00,ICP/BTC,0.00026036,0.00026539,0.0002514,0.00025585,0.459289362487991,1795.15091846
1653955200000,2022-05-31 00:00:00,ICP/BTC,0.0002553,0.00027527,0.00025251,0.00026005,0.6642303119290406,2554.24076881
1653868800000,2022-05-30 00:00:00,ICP/BTC,0.00024199,0.000262,0.00024117,0.00025608,1.015222445531184,3964.4737798
1653782400000,2022-05-29 00:00:00,ICP/BTC,0.00024909,0.00025262,0.00024151,0.00024182,0.2978038982783284,1231.51062062
1653696000000,2022-05-28 00:00:00,ICP/BTC,0.00024332,0.00025531,0.00023607,0.00024934,0.0562558156208958,225.61889637
1653609600000,2022-05-27 00:00:00,ICP/BTC,0.00025019,0.00025711,0.00024043,0.00024283,0.184867291727727,761.3033469000001
1653523200000,2022-05-26 00:00:00,ICP/BTC,0.00026329,0.00026541,0.00024329,0.00025066,0.5428487445339379,2165.6775893
1653436800000,2022-05-25 00:00:00,ICP/BTC,0.00026795,0.00026795,0.00025714,0.00026321,0.07078071101170581,268.91345698000003
1653350400000,2022-05-24 00:00:00,ICP/BTC,0.00026638,0.00026863,0.00025566,0.00026665,0.1939155832811815,727.22888911
1653264000000,2022-05-23 00:00:00,ICP/BTC,0.00027164,0.00029034,0.00026315,0.00026633,0.3849874634351302,1445.52796694
1653177600000,2022-05-22 00:00:00,ICP/BTC,0.00027246,0.0002778,0.00026751,0.00027173,0.1123945582610579,413.62587223
1653091200000,2022-05-21 00:00:00,ICP/BTC,0.00026639,0.0002796,0.00026241,0.00027162,0.0521312574210516,191.92716818
1653004800000,2022-05-20 00:00:00,ICP/BTC,0.00026974,0.00027583,0.00026202,0.00026634,0.3931571243589702,1476.14749703
1652918400000,2022-05-19 00:00:00,ICP/BTC,0.0002617,0.00027457,0.00025403,0.0002702,0.305249214736928,1129.71582064
1652832000000,2022-05-18 00:00:00,ICP/BTC,0.00028329,0.00028633,0.00025901,0.00026057,0.8529677512728993,3273.46874649
1652745600000,2022-05-17 00:00:00,ICP/BTC,0.0002717,0.00028358,0.0002717,0.00028333,0.5115516076779881,1805.49750354
1652659200000,2022-05-16 00:00:00,ICP/BTC,0.00029434,0.00029798,0.00026855,0.00027083,0.47855201219763077,1766.9830232900001
1652572800000,2022-05-15 00:00:00,ICP/BTC,0.00028448,0.00030076,0.00027151,0.0002933,0.5700625086670219,1943.61578134
1652486400000,2022-05-14 00:00:00,ICP/BTC,0.00031561,0.00031561,0.00026761,0.00028363,1.7911963001981581,6315.25684941
1652400000000,2022-05-13 00:00:00,ICP/BTC,0.0002502,0.00033241,0.00024521,0.00031729,3.068006956005276,9669.40954964
1652313600000,2022-05-12 00:00:00,ICP/BTC,0.0002562,0.00026793,0.00022339,0.00024883,2.2374199235057164,8991.76113614
1652227200000,2022-05-11 00:00:00,ICP/BTC,0.00033884,0.00034736,0.00024837,0.00025333,9.55347045437604,37711.56378785
1652140800000,2022-05-10 00:00:00,ICP/BTC,0.00032957,0.00036395,0.00032237,0.00034023,1.740082897528358,5114.43111286
1652054400000,2022-05-09 00:00:00,ICP/BTC,0.00034998,0.00035574,0.00032536,0.00032877,1.6807991226828163,5112.38593145
1651968000000,2022-05-08 00:00:00,ICP/BTC,0.00034009,0.00035408,0.00033926,0.00034931,0.5567281669205633,1593.79395643
1651881600000,2022-05-07 00:00:00,ICP/BTC,0.000346,0.00034813,0.00033536,0.00034001,0.1173734501639678,345.20587678
1651795200000,2022-05-06 00:00:00,ICP/BTC,0.00034763,0.00035057,0.00034268,0.00034599,0.30158852521298823,871.66832918
1651708800000,2022-05-05 00:00:00,ICP/BTC,0.00035957,0.00036555,0.000334,0.0003478,2.380844312452008,6845.44080636
1651622400000,2022-05-04 00:00:00,ICP/BTC,0.00033973,0.00036205,0.00033778,0.00035969,0.2660668450059801,739.71154329
1651536000000,2022-05-03 00:00:00,ICP/BTC,0.00033647,0.00035052,0.00033281,0.00033974,0.2606218056551728,767.12134472
1651449600000,2022-05-02 00:00:00,ICP/BTC,0.00033901,0.00034186,0.00032336,0.00033675,0.42614338817277003,1265.45920764
1651363200000,2022-05-01 00:00:00,ICP/BTC,0.00032996,0.00034596,0.00032395,0.00033946,0.5116247811645366,1507.17251271
1651276800000,2022-04-30 00:00:00,ICP/BTC,0.0003665,0.0003713,0.00030117,0.00032936,3.4884618809099277,10591.6379673
1651190400000,2022-04-29 00:00:00,ICP/BTC,0.00038109,0.00038226,0.00035855,0.00036589,0.4503327633712089,1230.78729501
1651104000000,2022-04-28 00:00:00,ICP/BTC,0.00038967,0.00039111,0.00037627,0.0003806,0.121574906068286,319.42960081
1651017600000,2022-04-27 00:00:00,ICP/BTC,0.00039395,0.00039869,0.00038522,0.00038988,0.30877598576555276,791.97698206
1650931200000,2022-04-26 00:00:00,ICP/BTC,0.00039978,0.00040367,0.00038545,0.00039347,0.3920488455496921,996.38815043
1650844800000,2022-04-25 00:00:00,ICP/BTC,0.00041143,0.00041143,0.00039296,0.00039944,0.47360496210593195,1185.67234655
1650758400000,2022-04-24 00:00:00,ICP/BTC,0.00041736,0.00041885,0.00040866,0.00041042,0.0821689073161178,200.20687909
1650672000000,2022-04-23 00:00:00,ICP/BTC,0.00041765,0.00043336,0.00041629,0.00041733,0.35588813765481897,852.7739143
1650585600000,2022-04-22 00:00:00,ICP/BTC,0.00040652,0.00042111,0.00040642,0.00041735,0.1498244762954985,358.98999951
1650499200000,2022-04-21 00:00:00,ICP/BTC,0.00041343,0.00042081,0.00040397,0.00040662,0.1709028084537828,420.30103894
1650412800000,2022-04-20 00:00:00,ICP/BTC,0.0004197,0.00042631,0.00040882,0.0004125,0.18783783772874998,455.3644551
1650326400000,2022-04-19 00:00:00,ICP/BTC,0.00041629,0.0004267,0.00041347,0.00041998,0.6143982020872981,1462.92252509
1650240000000,2022-04-18 00:00:00,ICP/BTC,0.00041383,0.00042024,0.00040598,0.00041581,0.23415202882622355,563.1226493500001
1650153600000,2022-04-17 00:00:00,ICP/BTC,0.00043507,0.00044278,0.00041365,0.00041455,0.6100527289215321,1471.60228904
1650067200000,2022-04-16 00:00:00,ICP/BTC,0.00041392,0.00043772,0.00041339,0.00043518,0.1422312470010198,326.83314261
1649980800000,2022-04-15 00:00:00,ICP/BTC,0.00041256,0.00042025,0.00040965,0.00041434,0.028346244354967805,68.41300467
1649894400000,2022-04-14 00:00:00,ICP/BTC,0.00041294,0.00041762,0.00040573,0.00041319,0.3009495438445932,728.35631028
1649808000000,2022-04-13 00:00:00,ICP/BTC,0.00041438,0.00042442,0.00040825,0.00041187,0.0709904043755685,172.36119255
1649721600000,2022-04-12 00:00:00,ICP/BTC,0.00040717,0.00041971,0.00040549,0.0004143,0.02312557364322,55.8184254
1649635200000,2022-04-11 00:00:00,ICP/BTC,0.00041163,0.00041333,0.00039765,0.00040682,0.1572208454886744,386.46292092
1649548800000,2022-04-10 00:00:00,ICP/BTC,0.00042934,0.00043096,0.00041273,0.00041273,0.2503753658698012,606.63234044
1649462400000,2022-04-09 00:00:00,ICP/BTC,0.00042689,0.00043442,0.00042002,0.00042977,0.1569213451322055,365.12866214999997
1649376000000,2022-04-08 00:00:00,ICP/BTC,0.00044335,0.00044867,0.00042204,0.00042622,0.5651160373683558,1325.8787418900001
1649289600000,2022-04-07 00:00:00,ICP/BTC,0.00043423,0.00044569,0.00043124,0.000444,0.02735382680088,61.60771802
1649203200000,2022-04-06 00:00:00,ICP/BTC,0.00046422,0.00046422,0.00043167,0.00043287,0.5544628208955876,1280.89916348
1649116800000,2022-04-05 00:00:00,ICP/BTC,0.00047011,0.00048916,0.00046028,0.00046257,0.2278435813308303,492.56022079
1649030400000,2022-04-04 00:00:00,ICP/BTC,0.0004872,0.00050877,0.00046113,0.0004694,0.505760542314408,1077.46174332
1648944000000,2022-04-03 00:00:00,ICP/BTC,0.00045888,0.00048718,0.00045318,0.00048718,0.1859106266677546,381.60562147
1648857600000,2022-04-02 00:00:00,ICP/BTC,0.00046583,0.00047985,0.00045695,0.00045826,0.5032383139927155,1098.15020729
1648771200000,2022-04-01 00:00:00,ICP/BTC,0.00045921,0.00047005,0.00045163,0.00046626,0.3582792027014124,768.41076374
1648684800000,2022-03-31 00:00:00,ICP/BTC,0.0004616,0.00049391,0.00043646,0.00046039,2.042977281182826,4437.49273699
1648598400000,2022-03-30 00:00:00,ICP/BTC,0.00046532,0.00047252,0.00045495,0.00046325,0.7564282069854575,1632.87254611
1648512000000,2022-03-29 00:00:00,ICP/BTC,0.00046284,0.00048608,0.000454,0.00046654,0.8734959836054029,1872.28529945
1648425600000,2022-03-28 00:00:00,ICP/BTC,0.00046575,0.00049472,0.00045243,0.00046215,2.1205727739320084,4588.49458819
1648339200000,2022-03-27 00:00:00,ICP/BTC,0.00043612,0.0004788,0.00042743,0.00046767,1.4181378905573818,3032.34736151
1648252800000,2022-03-26 00:00:00,ICP/BTC,0.00042294,0.00044214,0.00042166,0.00043576,0.2297733374979536,527.29332086
1648166400000,2022-03-25 00:00:00,ICP/BTC,0.00044053,0.00045519,0.00042182,0.00042301,0.47208766376579986,1116.02010299
1648080000000,2022-03-24 00:00:00,ICP/BTC,0.00044221,0.00045099,0.00043544,0.00044125,0.308378934280275,698.87577174
1647993600000,2022-03-23 00:00:00,ICP/BTC,0.00042594,0.00046207,0.0004238,0.00044248,1.9954276121968295,4509.64475727
1647907200000,2022-03-22 00:00:00,ICP/BTC,0.00041276,0.00043045,0.00040414,0.00042542,0.5843017032726512,1373.47022536
1647820800000,2022-03-21 00:00:00,ICP/BTC,0.00040629,0.00041504,0.00040105,0.00041331,0.1806059979893286,436.97466306
1647734400000,2022-03-20 00:00:00,ICP/BTC,0.00041585,0.00042038,0.00040523,0.00040608,0.17342059827205442,427.06018093
1647648000000,2022-03-19 00:00:00,ICP/BTC,0.00040415,0.00042089,0.0004024,0.00041442,1.0765282910598835,2597.67455977
1647561600000,2022-03-18 00:00:00,ICP/BTC,0.00040425,0.0004112,0.00039909,0.00040367,0.2918156950190559,722.90656977
1647475200000,2022-03-17 00:00:00,ICP/BTC,0.00040122,0.00041875,0.00039943,0.00040479,0.8256326690610372,2039.65678268
1647388800000,2022-03-16 00:00:00,ICP/BTC,0.00040323,0.00040864,0.00039025,0.00040033,0.4774935499205361,1192.74985617
1647302400000,2022-03-15 00:00:00,ICP/BTC,0.00040806,0.00041248,0.00040022,0.0004028,0.24775836778486,615.09028745
1647216000000,2022-03-14 00:00:00,ICP/BTC,0.00041614,0.00041834,0.00040215,0.00040795,0.1519313405012295,372.42637701
1647129600000,2022-03-13 00:00:00,ICP/BTC,0.00041451,0.00041982,0.00041079,0.00041663,0.0995127448327602,238.85160654
1647043200000,2022-03-12 00:00:00,ICP/BTC,0.00041439,0.0004246,0.00041322,0.00041343,0.2199112468060695,531.91893865
1646956800000,2022-03-11 00:00:00,ICP/BTC,0.00042137,0.00042623,0.00041156,0.00041343,0.3331878564270306,805.91117342
1646870400000,2022-03-10 00:00:00,ICP/BTC,0.00041587,0.00042335,0.00041234,0.00042119,0.31296964222339196,743.0604768
1646784000000,2022-03-09 00:00:00,ICP/BTC,0.0004348,0.00043773,0.00040899,0.00041635,0.7808242883687071,1875.40359882
1646697600000,2022-03-08 00:00:00,ICP/BTC,0.00043197,0.00043838,0.0004273,0.00043521,0.1798883036012262,413.33678822
1646611200000,2022-03-07 00:00:00,ICP/BTC,0.00043264,0.00044462,0.00042382,0.00043248,1.5683591464380768,3626.43161866
1646524800000,2022-03-06 00:00:00,ICP/BTC,0.00044816,0.00044864,0.00043298,0.00043298,0.5188553763356152,1198.33566524
1646438400000,2022-03-05 00:00:00,ICP/BTC,0.00044923,0.0004523,0.00043575,0.00044864,0.8935157688406208,1991.60968447
1646352000000,2022-03-04 00:00:00,ICP/BTC,0.00046981,0.00046981,0.00044532,0.00044963,0.7202502508952255,1601.87320885
1646265600000,2022-03-03 00:00:00,ICP/BTC,0.00044031,0.00047813,0.00043547,0.00046848,5.526436317515136,11796.52560945
1646179200000,2022-03-02 00:00:00,ICP/BTC,0.00043557,0.00044645,0.00043141,0.00043961,1.537377521835321,3497.13955969
1646092800000,2022-03-01 00:00:00,ICP/BTC,0.00046589,0.00046921,0.00043322,0.00043581,0.3665877672607551,841.16419371
1646006400000,2022-02-28 00:00:00,ICP/BTC,0.00045712,0.00047556,0.00045214,0.00046654,0.9418632957992972,2018.82645818
1645920000000,2022-02-27 00:00:00,ICP/BTC,0.00045265,0.0004764,0.00044474,0.00045647,0.8768031562659928,1920.83413207
1645833600000,2022-02-26 00:00:00,ICP/BTC,0.00045118,0.0004629,0.00044807,0.00045325,0.1674886981087775,369.52829147
1645747200000,2022-02-25 00:00:00,ICP/BTC,0.00043288,0.00045544,0.00042754,0.0004503,1.166215894312515,2589.86430005
1645660800000,2022-02-24 00:00:00,ICP/BTC,0.00046371,0.00046732,0.00042594,0.00043342,6.342321578248849,14633.20007902
1645574400000,2022-02-23 00:00:00,ICP/BTC,0.00046865,0.00047807,0.00046174,0.00046436,0.143738997974832,309.5421612
