https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XLM,Volume BTC
1663545600,2022-09-19 00:00:00,XLM/BTC,0.00000552,0.00000552,0.00000552,0.00000552,0.00000000,0.0
1663459200,2022-09-18 00:00:00,XLM/BTC,0.00000564,0.00000584,0.00000552,0.00000552,450408.12558000,2.4862528532016
1663372800,2022-09-17 00:00:00,XLM/BTC,0.00000541,0.00000569,0.00000533,0.00000564,396518.49325781,2.2363643019740485
1663286400,2022-09-16 00:00:00,XLM/BTC,0.00000519,0.00000543,0.00000515,0.00000542,312354.65633386,1.6929622373295212
1663200000,2022-09-15 00:00:00,XLM/BTC,0.00000519,0.00000524,0.00000513,0.00000518,612231.79167418,3.1713606808722523
1663113600,2022-09-14 00:00:00,XLM/BTC,0.00000518,0.00000524,0.00000513,0.00000519,526071.81632336,2.7303127267182385
1663027200,2022-09-13 00:00:00,XLM/BTC,0.00000507,0.00000524,0.00000499,0.00000519,516732.16455479,2.68183993403936
1662940800,2022-09-12 00:00:00,XLM/BTC,0.00000524,0.00000529,0.00000508,0.00000509,273479.79642627,1.3920121638097143
1662854400,2022-09-11 00:00:00,XLM/BTC,0.00000531,0.00000539,0.00000525,0.00000526,222538.78628069,1.1705540158364294
1662768000,2022-09-10 00:00:00,XLM/BTC,0.00000536,0.00000540,0.00000530,0.00000530,427707.13533430,2.26684781727179
1662681600,2022-09-09 00:00:00,XLM/BTC,0.00000540,0.00000544,0.00000518,0.00000535,583990.65150062,3.1243499855283163
1662595200,2022-09-08 00:00:00,XLM/BTC,0.00000534,0.00000540,0.00000528,0.00000540,200142.73655407,1.080770777391978
1662508800,2022-09-07 00:00:00,XLM/BTC,0.00000530,0.00000537,0.00000528,0.00000534,317995.67418273,1.6980969001357782
1662422400,2022-09-06 00:00:00,XLM/BTC,0.00000532,0.00000540,0.00000526,0.00000531,351060.49369499,1.864131221520397
1662336000,2022-09-05 00:00:00,XLM/BTC,0.00000533,0.00000534,0.00000526,0.00000530,207607.96193841,1.1003221982735731
1662249600,2022-09-04 00:00:00,XLM/BTC,0.00000531,0.00000550,0.00000529,0.00000532,283297.03533158,1.5071402279640054
1662163200,2022-09-03 00:00:00,XLM/BTC,0.00000524,0.00000532,0.00000524,0.00000532,285573.89022259,1.5192530959841788
1662076800,2022-09-02 00:00:00,XLM/BTC,0.00000525,0.00000527,0.00000518,0.00000523,636539.00994374,3.32909902200576
1661990400,2022-09-01 00:00:00,XLM/BTC,0.00000522,0.00000525,0.00000516,0.00000522,323607.18996931,1.6892295316397983
1661904000,2022-08-31 00:00:00,XLM/BTC,0.00000516,0.00000523,0.00000512,0.00000520,209229.95218169,1.087995751344788
1661817600,2022-08-30 00:00:00,XLM/BTC,0.00000523,0.00000523,0.00000512,0.00000517,382913.61053353,1.97966336645835
1661731200,2022-08-29 00:00:00,XLM/BTC,0.00000523,0.00000523,0.00000512,0.00000521,406423.69240307,2.117467437419995
1661644800,2022-08-28 00:00:00,XLM/BTC,0.00000527,0.00000535,0.00000522,0.00000523,334348.47389945,1.7486425184941234
1661558400,2022-08-27 00:00:00,XLM/BTC,0.00000516,0.00000526,0.00000513,0.00000526,256706.47103920,1.350276037666192
1661472000,2022-08-26 00:00:00,XLM/BTC,0.00000510,0.00000532,0.00000507,0.00000511,356259.95172217,1.8204883533002887
1661385600,2022-08-25 00:00:00,XLM/BTC,0.00000512,0.00000512,0.00000506,0.00000511,168005.45804906,0.8585078906306965
1661299200,2022-08-24 00:00:00,XLM/BTC,0.00000515,0.00000515,0.00000506,0.00000512,129258.59031758,0.6618039824260097
1661212800,2022-08-23 00:00:00,XLM/BTC,0.00000513,0.00000517,0.00000509,0.00000515,174770.96341704,0.900070461597756
1661126400,2022-08-22 00:00:00,XLM/BTC,0.00000516,0.00000516,0.00000506,0.00000513,209246.97102408,1.0734369613535304
1661040000,2022-08-21 00:00:00,XLM/BTC,0.00000517,0.00000520,0.00000511,0.00000516,159492.88081222,0.8229832649910552
1660953600,2022-08-20 00:00:00,XLM/BTC,0.00000519,0.00000519,0.00000511,0.00000516,152564.40263720,0.7872323176079519
