https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRB,Volume USDT
1663459200,2022-09-18 00:00:00,TRB/USDT,17.071,17.085,16.76,16.768,26.9215,454.5189233
1663372800,2022-09-17 00:00:00,TRB/USDT,16.274,17.4,15.794,17.064,5778.3582,97794.2883399
1663286400,2022-09-16 00:00:00,TRB/USDT,15.769,16.585,15.401,16.342,4993.3596,79729.9907173
1663200000,2022-09-15 00:00:00,TRB/USDT,18.162,18.22,15.5,15.819,11638.345,193868.4774028
1663113600,2022-09-14 00:00:00,TRB/USDT,15.146,19,15.075,18.12,21488.8329,379980.7478611
1663027200,2022-09-13 00:00:00,TRB/USDT,16.475,16.75,15.019,15.21,9687.1792,151294.6426763
1662940800,2022-09-12 00:00:00,TRB/USDT,16.514,17.448,16.097,16.482,4672.0313,78531.1397894
1662854400,2022-09-11 00:00:00,TRB/USDT,17.505,17.633,16.273,16.553,3087.8665,52094.5350078
1662768000,2022-09-10 00:00:00,TRB/USDT,17.285,18.15,17.06,17.448,3440.4797,60604.2516027
1662681600,2022-09-09 00:00:00,TRB/USDT,15.91,18.24,15.621,17.295,10705.1271,183286.7187468
1662595200,2022-09-08 00:00:00,TRB/USDT,17.137,17.287,15.885,15.907,3788.2789,62177.4353385
1662508800,2022-09-07 00:00:00,TRB/USDT,15.908,17.328,15.643,17.137,10103.1247,163812.1263359
1662422400,2022-09-06 00:00:00,TRB/USDT,18.305,18.767,15.566,15.902,13507.3177,225845.4221478
1662336000,2022-09-05 00:00:00,TRB/USDT,18.87,18.97,18.001,18.335,3925.9604,72123.7489373
1662249600,2022-09-04 00:00:00,TRB/USDT,18.927,18.981,17.921,18.932,6598.0108,121947.1984563
1662163200,2022-09-03 00:00:00,TRB/USDT,19.259,20.1,18.66,18.915,11062.7626,211994.1738473
1662076800,2022-09-02 00:00:00,TRB/USDT,21.282,21.282,18.591,19.288,27856.895,549399.2128733
1661990400,2022-09-01 00:00:00,TRB/USDT,18.999,23.983,17.92,21.404,38459.9426,785896.7458335
1661904000,2022-08-31 00:00:00,TRB/USDT,22.198,23.855,18.439,19,44585.1053,972569.5593535
1661817600,2022-08-30 00:00:00,TRB/USDT,35.06,36.04,20.707,22.26,43801.7931,1034374.4196063
1661731200,2022-08-29 00:00:00,TRB/USDT,37.003,37.637,34.38,35.129,3869.1431,137955.3900366
1661644800,2022-08-28 00:00:00,TRB/USDT,37.939,40.26,36.5,37.206,1578.1808,61055.0100788
1661558400,2022-08-27 00:00:00,TRB/USDT,37.158,39.353,36.641,38.102,1327.7481,50407.3299852
1661472000,2022-08-26 00:00:00,TRB/USDT,37.718,40.18,33.36,37.318,3691.363,139344.5342932
1661385600,2022-08-25 00:00:00,TRB/USDT,37.145,38.343,35.651,37.718,5145.3019,190732.9415358
1661299200,2022-08-24 00:00:00,TRB/USDT,41.105,41.52,36.687,37.271,4822.0385,188359.0575728
1661212800,2022-08-23 00:00:00,TRB/USDT,45.239,47.191,41.116,41.136,8207.6857,355711.299414
1661126400,2022-08-22 00:00:00,TRB/USDT,44.185,46.046,41.9,45.108,3211.2965,141893.8854724
1661040000,2022-08-21 00:00:00,TRB/USDT,41.426,45.78,40.917,44.355,2997.8297,129827.2810341
1660953600,2022-08-20 00:00:00,TRB/USDT,41.674,42.452,39.337,41.564,1798.3137,73381.8543898
1660867200,2022-08-19 00:00:00,TRB/USDT,40.939,42.508,36.014,41.674,5439.5482,216283.2775188
1660780800,2022-08-18 00:00:00,TRB/USDT,40.068,43.623,37.478,40.96,4029.7046,158688.6796923
1660694400,2022-08-17 00:00:00,TRB/USDT,40.43,41.287,37.376,40.145,9330.6466,371298.8940745
1660608000,2022-08-16 00:00:00,TRB/USDT,39.974,41.537,38.195,40.611,6793.9962,269092.6260316
1660521600,2022-08-15 00:00:00,TRB/USDT,39.355,46.061,38.195,40.055,8341.046,342724.24328
1660435200,2022-08-14 00:00:00,TRB/USDT,40.022,42.692,38.9,39.395,5393.8112,222934.94465
1660348800,2022-08-13 00:00:00,TRB/USDT,39.475,40.415,37.836,40,2246.2423,88034.9972963
1660262400,2022-08-12 00:00:00,TRB/USDT,36.017,42.241,33.616,39.445,7447.135,285584.2485077
1660176000,2022-08-11 00:00:00,TRB/USDT,38.472,38.472,34.483,36,8402.6256,299940.8637553
1660089600,2022-08-10 00:00:00,TRB/USDT,39.379,41.1,36.821,38.683,3896.2339,148855.3029325
1660003200,2022-08-09 00:00:00,TRB/USDT,29.907,43.487,29.365,39.341,14498.10027953,521306.90622447964
1659916800,2022-08-08 00:00:00,TRB/USDT,32.385,34.216,28.84,29.972,4862.6133,153607.6560708
1659830400,2022-08-07 00:00:00,TRB/USDT,31.643,33.825,30.716,32.564,2880.2813,93702.8056279
1659744000,2022-08-06 00:00:00,TRB/USDT,32.48,32.48,30.689,31.645,1700.639,53484.2883915
1659657600,2022-08-05 00:00:00,TRB/USDT,27.79,34.8,27.79,32.653,5876.5564,191722.1025766
1659571200,2022-08-04 00:00:00,TRB/USDT,27.724,31.273,27.216,27.984,4130.0239,120870.593895
1659484800,2022-08-03 00:00:00,TRB/USDT,27.896,31.843,25.956,27.62,6554.3626,188422.1666531
1659398400,2022-08-02 00:00:00,TRB/USDT,28.325,30.449,27.03,27.746,5492.3517,159269.895941
1659312000,2022-08-01 00:00:00,TRB/USDT,26.479,28.64,25.514,28.357,8200.8918,219052.5030959
1659225600,2022-07-31 00:00:00,TRB/USDT,32.021,33.284,26.164,26.321,7722.013,231067.6779067
