https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SYS,Volume BTC
1663459200,2022-09-18 00:00:00,SYS/BTC,0.00000869,0.00000869,0.00000869,0.00000869,1.2064,0.000010483616
1663372800,2022-09-17 00:00:00,SYS/BTC,0.00000815,0.0000088,0.0000081,0.00000867,75893.0735,0.633190073483
1663286400,2022-09-16 00:00:00,SYS/BTC,0.00000853,0.00000862,0.00000813,0.00000815,28754.4451,0.240146338945
1663200000,2022-09-15 00:00:00,SYS/BTC,0.00000869,0.00000879,0.00000837,0.00000855,158610.1629,1.364888533321
1663113600,2022-09-14 00:00:00,SYS/BTC,0.00000854,0.00000883,0.00000781,0.00000862,171530.9173,1.452645081207
1663027200,2022-09-13 00:00:00,SYS/BTC,0.00000869,0.00000899,0.00000764,0.00000857,212248.1408,1.75552508444
1662940800,2022-09-12 00:00:00,SYS/BTC,0.00000831,0.00000983,0.00000812,0.00000865,461678.1555,4.025254068458
1662854400,2022-09-11 00:00:00,SYS/BTC,0.00000814,0.00000901,0.00000803,0.00000829,152802.7669,1.30179108189
1662768000,2022-09-10 00:00:00,SYS/BTC,0.00000755,0.0000091,0.00000755,0.00000811,271043.5484,2.242013753352
1662681600,2022-09-09 00:00:00,SYS/BTC,0.00000781,0.00000792,0.00000718,0.00000755,85132.8917,0.640935008731
1662595200,2022-09-08 00:00:00,SYS/BTC,0.0000075,0.00000785,0.00000744,0.00000784,61721.407,0.470799266838
1662508800,2022-09-07 00:00:00,SYS/BTC,0.00000756,0.00000774,0.00000741,0.00000754,55133.6432,0.419425945092
1662422400,2022-09-06 00:00:00,SYS/BTC,0.0000076,0.00000772,0.00000738,0.00000754,49761.5873,0.375758643974
1662336000,2022-09-05 00:00:00,SYS/BTC,0.00000745,0.00000783,0.00000732,0.00000763,93679.2553,0.710915443662
1662249600,2022-09-04 00:00:00,SYS/BTC,0.00000737,0.00000778,0.00000726,0.00000748,61603.6086,0.462882149975
1662163200,2022-09-03 00:00:00,SYS/BTC,0.00000753,0.00000763,0.00000727,0.00000729,53984.479,0.403128747203
1662076800,2022-09-02 00:00:00,SYS/BTC,0.00000805,0.00000936,0.00000753,0.00000753,438618.6574,3.599757295647
1661990400,2022-09-01 00:00:00,SYS/BTC,0.00000669,0.00000834,0.00000659,0.00000802,181101.0078,1.351253850474
1661904000,2022-08-31 00:00:00,SYS/BTC,0.00000676,0.00000689,0.00000664,0.00000669,15648.232,0.106163083089
1661817600,2022-08-30 00:00:00,SYS/BTC,0.00000672,0.00000691,0.0000067,0.00000677,32081.072,0.218839601348
1661731200,2022-08-29 00:00:00,SYS/BTC,0.00000667,0.00000677,0.00000664,0.00000671,25139.3491,0.167441790203
1661644800,2022-08-28 00:00:00,SYS/BTC,0.00000691,0.00000726,0.00000664,0.00000668,83846.5123,0.583999333357
1661558400,2022-08-27 00:00:00,SYS/BTC,0.00000681,0.000007,0.00000681,0.00000691,15864.9916,0.109525817734
1661472000,2022-08-26 00:00:00,SYS/BTC,0.00000702,0.00000707,0.00000664,0.00000678,42087.2532,0.286571941223
1661385600,2022-08-25 00:00:00,SYS/BTC,0.00000704,0.0000077,0.00000691,0.00000702,27718.4058,0.197621903457
1661299200,2022-08-24 00:00:00,SYS/BTC,0.00000728,0.0000073,0.00000644,0.000007,40677.7818,0.284829189845
1661212800,2022-08-23 00:00:00,SYS/BTC,0.00000715,0.00000737,0.00000705,0.00000729,21588.861,0.156511234893
1661126400,2022-08-22 00:00:00,SYS/BTC,0.00000733,0.00000733,0.00000695,0.00000715,9651.0274,0.068694213922
1661040000,2022-08-21 00:00:00,SYS/BTC,0.000007,0.0000074,0.000007,0.00000731,19361.9361,0.138592859171
1660953600,2022-08-20 00:00:00,SYS/BTC,0.00000707,0.00000739,0.00000677,0.00000707,23705.2809,0.168851409664
1660867200,2022-08-19 00:00:00,SYS/BTC,0.00000718,0.00000723,0.00000679,0.00000707,46007.7617,0.324440973213
1660780800,2022-08-18 00:00:00,SYS/BTC,0.00000745,0.00000753,0.00000718,0.00000718,18930.0062,0.139633063637
