https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT
1659225600,2022-07-31 00:00:00,EOS/USDT,1.30964486,1.31413408,1.30964486,1.31413408,91.84016396,69.89608917
1659139200,2022-07-30 00:00:00,EOS/USDT,1.30346826,1.3993,1.26781419,1.30875368,8069.2419338,6187.4822941
1659052800,2022-07-29 00:00:00,EOS/USDT,1.31584263,1.32486042,1.253,1.29982944,14674.01479089,11328.39102363
1658966400,2022-07-28 00:00:00,EOS/USDT,1.25392811,1.35219398,1.23673539,1.31755388,14732.93718271,11467.82139652
1658880000,2022-07-27 00:00:00,EOS/USDT,1.11263971,1.25976604,1.09020071,1.25531333,10170.99414008,8699.25668562
1658793600,2022-07-26 00:00:00,EOS/USDT,1.10268301,1.10892641,1.07,1.10892641,8800.18498475,8027.89790481
1658707200,2022-07-25 00:00:00,EOS/USDT,1.20364686,1.20364686,1.10614196,1.10614196,3723.39965457,3211.85406055
1658620800,2022-07-24 00:00:00,EOS/USDT,1.17108002,1.26359348,1.16522294,1.20789836,17409.92913209,14096.76338506
1658534400,2022-07-23 00:00:00,EOS/USDT,1.1664921,1.19525956,1.13,1.17243896,4021.4395979,3473.42238223
1658448000,2022-07-22 00:00:00,EOS/USDT,1.05552637,1.20926961,1.03917601,1.17379133,13179.9600583,11500.68636723
1658361600,2022-07-21 00:00:00,EOS/USDT,1.03790893,1.05347978,1.00686627,1.05314452,2760.44228895,2686.01767578
1658275200,2022-07-20 00:00:00,EOS/USDT,1.07081018,1.10045384,1.03112478,1.04193697,7257.18079668,6737.86828709
1658188800,2022-07-19 00:00:00,EOS/USDT,1.06280376,1.09163288,1.02448851,1.07423068,5379.7950052,5090.65655968
1658102400,2022-07-18 00:00:00,EOS/USDT,0.98602927,1.06662855,0.98602927,1.06048619,3982.45884303,3866.976261
1658016000,2022-07-17 00:00:00,EOS/USDT,1.00705318,1.0226488,0.97872738,0.98414493,1306.46209412,1305.39291751
1657929600,2022-07-16 00:00:00,EOS/USDT,0.96881381,1.01332307,0.95314359,1.00735097,4172.54283864,4295.69468844
1657843200,2022-07-15 00:00:00,EOS/USDT,0.97264089,0.99241565,0.96153543,0.97272354,2013.23924266,2058.09009527
1657756800,2022-07-14 00:00:00,EOS/USDT,0.95432041,0.97429827,0.9174,0.97191972,3140.27434112,3355.22911554
1657670400,2022-07-13 00:00:00,EOS/USDT,0.91506271,0.95352935,0.89237075,0.9494072,2591.78351966,2798.58174634
1657584000,2022-07-12 00:00:00,EOS/USDT,0.93688005,0.94602697,0.91703823,0.91703823,1488.97347836,1591.93250069
1657497600,2022-07-11 00:00:00,EOS/USDT,1.00182928,1.00182928,0.93688005,0.93688005,2761.66715472,2813.76361493
1657411200,2022-07-10 00:00:00,EOS/USDT,1.03590028,1.03590028,0.99784317,1.00760101,1305.18766966,1292.83042313
1657324800,2022-07-09 00:00:00,EOS/USDT,1.02371924,1.04650256,1.02033787,1.044,1590.76541816,1548.70017614
1657238400,2022-07-08 00:00:00,EOS/USDT,1.03438358,1.06518073,1.00401738,1.01419394,3301.67756885,3200.23946645
1657152000,2022-07-07 00:00:00,EOS/USDT,1.00085491,1.03491694,0.98973663,1.03074993,1029.41449782,1015.95400789
1657065600,2022-07-06 00:00:00,EOS/USDT,0.975,1.00829324,0.96399046,1.00239105,8267.97623544,8386.66356212
1656979200,2022-07-05 00:00:00,EOS/USDT,0.98773646,0.99967586,0.93235455,0.9718395,4464.45814673,4626.36298896
1656892800,2022-07-04 00:00:00,EOS/USDT,0.93950359,0.9851356,0.92085091,0.9851356,15051.61486629,15673.70592191
1656806400,2022-07-03 00:00:00,EOS/USDT,0.93537595,0.94762322,0.91399106,0.94659993,518.90368918,560.9330399
1656720000,2022-07-02 00:00:00,EOS/USDT,0.91227497,0.94578072,0.90319,0.93976967,1625.9029989,1768.81410522
1656633600,2022-07-01 00:00:00,EOS/USDT,0.92507214,0.95515843,0.8972,0.90983069,2819.05636424,3035.05061434
1656547200,2022-06-30 00:00:00,EOS/USDT,0.92660542,0.92888466,0.87643247,0.92440753,4744.66631182,5308.17788094
1656460800,2022-06-29 00:00:00,EOS/USDT,0.94096201,0.95633283,0.92390832,0.93060002,11296.81947253,12013.43094985
1656374400,2022-06-28 00:00:00,EOS/USDT,0.98366831,1.003,0.94431184,0.94475278,10363.4867689,10614.47108145
1656288000,2022-06-27 00:00:00,EOS/USDT,0.99107447,1.025,0.9714039,0.98333251,7364.87943416,7336.37310889
1656201600,2022-06-26 00:00:00,EOS/USDT,1.00759832,1.03820991,0.99008339,0.99008339,4609.2481774,4538.8400356
1656115200,2022-06-25 00:00:00,EOS/USDT,0.99953156,1.02499296,0.97236621,1.00541654,17189.03388421,17081.08775565
1656028800,2022-06-24 00:00:00,EOS/USDT,0.97907376,1.048,0.91417829,1.00469463,13440.03125823,13435.96116925
1655942400,2022-06-23 00:00:00,EOS/USDT,0.93613521,0.97499351,0.93613521,0.97499351,3104.24604629,3271.18426457
1655856000,2022-06-22 00:00:00,EOS/USDT,0.95777887,0.9592,0.92111465,0.9288426,6043.1519369,6436.49323017
1655769600,2022-06-21 00:00:00,EOS/USDT,0.9537927,1.0030623,0.94808676,0.96184536,5538.49492186,5676.7635427
1655683200,2022-06-20 00:00:00,EOS/USDT,0.96647651,0.9831385,0.92403386,0.9636054,3346.38812738,3507.5039323
1655596800,2022-06-19 00:00:00,EOS/USDT,0.87031585,0.97418417,0.86356757,0.96129225,5504.37897824,6039.92920496
1655510400,2022-06-18 00:00:00,EOS/USDT,0.94266744,0.94812605,0.8208,0.88468891,15149.14857888,17171.21474236
1655424000,2022-06-17 00:00:00,EOS/USDT,0.90789729,0.96201499,0.90789729,0.94076548,9153.97181145,9727.96250826
1655337600,2022-06-16 00:00:00,EOS/USDT,1.0138305,1.02226143,0.90253589,0.90901023,14725.73979022,15538.8002685
1655251200,2022-06-15 00:00:00,EOS/USDT,0.938925,1.01329275,0.86307322,1.00751487,12582.36041978,13633.38489902
1655164800,2022-06-14 00:00:00,EOS/USDT,0.95643603,0.96640185,0.8653659,0.94145777,13507.71347179,14523.20920649
1655078400,2022-06-13 00:00:00,EOS/USDT,1.03085063,1.04192217,0.88044001,0.899899,19994.01692038,21152.38212312
1654992000,2022-06-12 00:00:00,EOS/USDT,1.11804399,1.1231194,1.03243797,1.03243797,6989.18211365,6581.69095437
1654905600,2022-06-11 00:00:00,EOS/USDT,1.18556988,1.20958639,1.09996973,1.11294166,11703.61482463,10033.04279172
1654819200,2022-06-10 00:00:00,EOS/USDT,1.23816211,1.25007443,1.16394916,1.18274851,3335.75590375,2762.58396018
1654732800,2022-06-09 00:00:00,EOS/USDT,1.25041085,1.27478927,1.23264149,1.24087212,4999.24117664,3981.54787613
1654646400,2022-06-08 00:00:00,EOS/USDT,1.28892352,1.29858885,1.24516,1.2553904,3712.42092531,2920.98902138
1654560000,2022-06-07 00:00:00,EOS/USDT,1.29416722,1.32200328,1.22228935,1.28724225,6528.0635951,5141.64637241
1654473600,2022-06-06 00:00:00,EOS/USDT,1.26442185,1.32804843,1.26442185,1.29528398,4488.87846904,3423.55901352
1654387200,2022-06-05 00:00:00,EOS/USDT,1.29062654,1.29153624,1.26097557,1.26933498,2001.04093128,1570.0913142
1654300800,2022-06-04 00:00:00,EOS/USDT,1.26598531,1.29319422,1.24339261,1.28651404,4403.21335847,3457.64676783
1654214400,2022-06-03 00:00:00,EOS/USDT,1.2908031,1.29753088,1.23640851,1.2627274,6939.23402984,5503.5829207
