https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XWG,Volume USDT
1663459200,2022-09-18 00:00:00,XWG/USDT,0.006011,0.006017,0.005917,0.005921,1041536.8925,6222.260227182
1663372800,2022-09-17 00:00:00,XWG/USDT,0.005511,0.006266,0.005436,0.006013,29892476.3538,169964.737419351
1663286400,2022-09-16 00:00:00,XWG/USDT,0.005717,0.006174,0.00549,0.005515,31431555.3394,179275.1489584381
1663200000,2022-09-15 00:00:00,XWG/USDT,0.005307,0.006399,0.005296,0.005717,34180994.3829,193256.4967382628
1663113600,2022-09-14 00:00:00,XWG/USDT,0.005221,0.006003,0.005101,0.005315,34740648.0285,185072.7446414801
1663027200,2022-09-13 00:00:00,XWG/USDT,0.005419,0.005477,0.005056,0.005221,31351096.5634,165268.7666811395
1662940800,2022-09-12 00:00:00,XWG/USDT,0.005487,0.005583,0.005285,0.005419,29430226.7842,160081.7796315688
1662854400,2022-09-11 00:00:00,XWG/USDT,0.005667,0.005677,0.005484,0.00549,29662589.4511,166152.1743506738
1662768000,2022-09-10 00:00:00,XWG/USDT,0.005814,0.005914,0.005645,0.00567,30059469.4508,173283.0767674302
1662681600,2022-09-09 00:00:00,XWG/USDT,0.005378,0.006104,0.005362,0.005812,30837732.5005,172120.8991984533
1662595200,2022-09-08 00:00:00,XWG/USDT,0.005208,0.005461,0.005201,0.005378,29419189.2232,157490.4773234339
1662508800,2022-09-07 00:00:00,XWG/USDT,0.005266,0.005385,0.005117,0.005208,33758522.0129,178274.6516933115
1662422400,2022-09-06 00:00:00,XWG/USDT,0.005315,0.005337,0.005252,0.00527,26927724.502,142582.6473495867
1662336000,2022-09-05 00:00:00,XWG/USDT,0.005749,0.005763,0.00526,0.005309,28858338.3124,158655.2927207587
1662249600,2022-09-04 00:00:00,XWG/USDT,0.005884,0.005914,0.005743,0.005745,29038812.7174,168622.1333653521
1662163200,2022-09-03 00:00:00,XWG/USDT,0.005514,0.006425,0.005467,0.005884,30960814.3389,182420.411798495
1662076800,2022-09-02 00:00:00,XWG/USDT,0.005119,0.005679,0.005035,0.00552,28399016.2183,149957.495267938
1661990400,2022-09-01 00:00:00,XWG/USDT,0.005133,0.005253,0.00503,0.005117,27154511.4562,139682.780247679
1661904000,2022-08-31 00:00:00,XWG/USDT,0.005013,0.005387,0.004994,0.005133,26030122.2942,134041.4968561088
1661817600,2022-08-30 00:00:00,XWG/USDT,0.00501,0.005053,0.004902,0.00501,26340211.5446,131396.8136554649
1661731200,2022-08-29 00:00:00,XWG/USDT,0.004504,0.005707,0.004501,0.005014,31601227.4397,151902.3331591992
1661644800,2022-08-28 00:00:00,XWG/USDT,0.004906,0.004922,0.004426,0.004508,33203970.5764,152763.9017476546
1661558400,2022-08-27 00:00:00,XWG/USDT,0.004896,0.005035,0.004869,0.004904,28674764.136,142021.8371582011
1661472000,2022-08-26 00:00:00,XWG/USDT,0.005014,0.005091,0.004865,0.0049,30934741.1254,155193.603327085
1661385600,2022-08-25 00:00:00,XWG/USDT,0.005245,0.005572,0.004948,0.005005,32222647.2771,165983.4980572006
1661299200,2022-08-24 00:00:00,XWG/USDT,0.005346,0.005456,0.005196,0.005251,31846269.5646,170156.8457982466
1661212800,2022-08-23 00:00:00,XWG/USDT,0.005426,0.005438,0.005209,0.005344,32546713.9354,173996.2649677448
1661126400,2022-08-22 00:00:00,XWG/USDT,0.005473,0.005895,0.005395,0.005424,32590701.0205,180592.8216461192
1661040000,2022-08-21 00:00:00,XWG/USDT,0.005429,0.005671,0.005111,0.005463,34128275.9414,181863.3252942686
1660953600,2022-08-20 00:00:00,XWG/USDT,0.005792,0.005818,0.00542,0.005435,29618467.5462,168351.9507000531
1660867200,2022-08-19 00:00:00,XWG/USDT,0.006038,0.00642,0.005695,0.005789,27311106.5723,164145.5946680068
1660780800,2022-08-18 00:00:00,XWG/USDT,0.006178,0.00638,0.006017,0.006044,26801402.4556,164906.6635780427
1660694400,2022-08-17 00:00:00,XWG/USDT,0.006501,0.0116,0.006138,0.006181,42721702.5295,280494.8384805519
1660608000,2022-08-16 00:00:00,XWG/USDT,0.006909,0.006961,0.006421,0.006503,38521343.5267,260253.773371225
1660521600,2022-08-15 00:00:00,XWG/USDT,0.006961,0.007418,0.00678,0.00691,55627540.4166,386087.2874643856
1660435200,2022-08-14 00:00:00,XWG/USDT,0.007158,0.007194,0.006665,0.006961,51771069.1445,360283.2307069208
1660348800,2022-08-13 00:00:00,XWG/USDT,0.007443,0.007564,0.007121,0.007154,55474355.2572,404963.1103948093
1660262400,2022-08-12 00:00:00,XWG/USDT,0.007539,0.007615,0.00729,0.007434,52248445.8226,388251.4781585494
1660176000,2022-08-11 00:00:00,XWG/USDT,0.007414,0.007983,0.007211,0.007538,76470529.5937,571963.2033774898
1660089600,2022-08-10 00:00:00,XWG/USDT,0.007834,0.007925,0.00739,0.007416,59663665.5291,459174.1904556569
1660003200,2022-08-09 00:00:00,XWG/USDT,0.008253,0.008263,0.007602,0.007834,57560121.6357,462472.2334184277
1659916800,2022-08-08 00:00:00,XWG/USDT,0.008141,0.008495,0.008109,0.008258,55748774.6746,463188.4185774802
1659830400,2022-08-07 00:00:00,XWG/USDT,0.008177,0.008198,0.008107,0.008141,57297321.1911,466707.1650464381
1659744000,2022-08-06 00:00:00,XWG/USDT,0.008264,0.008307,0.008079,0.008173,57199215.5386,470146.0887518525
1659657600,2022-08-05 00:00:00,XWG/USDT,0.008436,0.008459,0.008214,0.008264,57599954.305,481166.2015374339
1659571200,2022-08-04 00:00:00,XWG/USDT,0.008444,0.008568,0.008398,0.008433,56516799.6527,479569.9736198842
1659484800,2022-08-03 00:00:00,XWG/USDT,0.008257,0.008519,0.008239,0.008441,55442199.4857,465951.3811652701
1659398400,2022-08-02 00:00:00,XWG/USDT,0.008657,0.008796,0.008099,0.00826,56707428.0902,476340.0812654098
1659312000,2022-08-01 00:00:00,XWG/USDT,0.008838,0.008885,0.008636,0.008653,54528528.5509,479112.648683479
1659225600,2022-07-31 00:00:00,XWG/USDT,0.00851,0.009031,0.008449,0.008838,56197414.3119,484272.5638114937
