https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STX,Volume BTC,tradecount
1663545600000,2022-09-19 00:00:00,STX/BTC,0.00001684,0.00001685,0.00001684,0.00001685,3895.80000000,0.06560762,5
1663459200000,2022-09-18 00:00:00,STX/BTC,0.00001774,0.00001782,0.00001672,0.00001683,485875.70000000,8.35656409,1841
1663372800000,2022-09-17 00:00:00,STX/BTC,0.00001764,0.00001786,0.00001743,0.00001776,269405.40000000,4.75337589,1018
1663286400000,2022-09-16 00:00:00,STX/BTC,0.00001742,0.00001790,0.00001736,0.00001766,674578.30000000,11.89548956,1605
1663200000000,2022-09-15 00:00:00,STX/BTC,0.00001748,0.00001754,0.00001716,0.00001743,325366.80000000,5.65927742,1018
1663113600000,2022-09-14 00:00:00,STX/BTC,0.00001727,0.00001771,0.00001666,0.00001745,562994.60000000,9.74819287,1425
1663027200000,2022-09-13 00:00:00,STX/BTC,0.00001733,0.00001764,0.00001668,0.00001729,725848.70000000,12.40276885,1805
1662940800000,2022-09-12 00:00:00,STX/BTC,0.00001791,0.00001791,0.00001701,0.00001734,556930.80000000,9.70936232,1373
1662854400000,2022-09-11 00:00:00,STX/BTC,0.00001778,0.00001905,0.00001773,0.00001791,720020.40000000,13.05363254,2463
1662768000000,2022-09-10 00:00:00,STX/BTC,0.00001786,0.00001870,0.00001749,0.00001779,992533.10000000,17.84223400,2276
1662681600000,2022-09-09 00:00:00,STX/BTC,0.00001870,0.00001901,0.00001775,0.00001786,1524964.50000000,28.03297171,2343
1662595200000,2022-09-08 00:00:00,STX/BTC,0.00001820,0.00002292,0.00001813,0.00001873,2445671.70000000,48.51924670,9784
1662508800000,2022-09-07 00:00:00,STX/BTC,0.00001814,0.00001832,0.00001775,0.00001816,554883.50000000,9.99890991,2126
1662422400000,2022-09-06 00:00:00,STX/BTC,0.00001856,0.00001874,0.00001793,0.00001816,565668.60000000,10.36389972,1895
1662336000000,2022-09-05 00:00:00,STX/BTC,0.00001839,0.00001880,0.00001814,0.00001859,546186.10000000,10.05157190,1427
1662249600000,2022-09-04 00:00:00,STX/BTC,0.00001821,0.00001849,0.00001814,0.00001841,242146.80000000,4.44054965,1074
1662163200000,2022-09-03 00:00:00,STX/BTC,0.00001817,0.00001853,0.00001800,0.00001821,234938.50000000,4.28125269,538
1662076800000,2022-09-02 00:00:00,STX/BTC,0.00001803,0.00001870,0.00001789,0.00001817,794328.80000000,14.38736229,1677
1661990400000,2022-09-01 00:00:00,STX/BTC,0.00001818,0.00001828,0.00001772,0.00001803,549747.60000000,9.86556304,1213
1661904000000,2022-08-31 00:00:00,STX/BTC,0.00001830,0.00001842,0.00001794,0.00001817,325898.20000000,5.91817656,778
1661817600000,2022-08-30 00:00:00,STX/BTC,0.00001821,0.00001844,0.00001802,0.00001823,1014494.70000000,18.46610157,1654
1661731200000,2022-08-29 00:00:00,STX/BTC,0.00001808,0.00001871,0.00001777,0.00001824,1030463.90000000,18.73403447,2695
1661644800000,2022-08-28 00:00:00,STX/BTC,0.00001812,0.00001852,0.00001803,0.00001806,254058.70000000,4.62681735,981
1661558400000,2022-08-27 00:00:00,STX/BTC,0.00001784,0.00001852,0.00001773,0.00001812,557869.90000000,10.06097460,1446
1661472000000,2022-08-26 00:00:00,STX/BTC,0.00001851,0.00001898,0.00001771,0.00001782,1146970.50000000,21.07333437,3029
1661385600000,2022-08-25 00:00:00,STX/BTC,0.00001815,0.00001974,0.00001801,0.00001852,1768981.00000000,32.87460117,3197
1661299200000,2022-08-24 00:00:00,STX/BTC,0.00001812,0.00001849,0.00001782,0.00001814,576941.50000000,10.41951555,1026
1661212800000,2022-08-23 00:00:00,STX/BTC,0.00001806,0.00001813,0.00001767,0.00001811,444440.00000000,7.94536971,1086
1661126400000,2022-08-22 00:00:00,STX/BTC,0.00001831,0.00001835,0.00001743,0.00001807,951495.10000000,16.90800498,2379
1661040000000,2022-08-21 00:00:00,STX/BTC,0.00001841,0.00001905,0.00001815,0.00001835,414327.20000000,7.65703638,1552
1660953600000,2022-08-20 00:00:00,STX/BTC,0.00001878,0.00001883,0.00001820,0.00001842,353324.40000000,6.54523342,1061
1660867200000,2022-08-19 00:00:00,STX/BTC,0.00001920,0.00001920,0.00001826,0.00001873,668749.90000000,12.53024677,1738
1660780800000,2022-08-18 00:00:00,STX/BTC,0.00001959,0.00002006,0.00001916,0.00001922,577020.30000000,11.37410020,1430
1660694400000,2022-08-17 00:00:00,STX/BTC,0.00001993,0.00002027,0.00001932,0.00001959,375146.20000000,7.41665656,1558
1660608000000,2022-08-16 00:00:00,STX/BTC,0.00002019,0.00002022,0.00001973,0.00001997,451987.10000000,9.00951207,1156
1660521600000,2022-08-15 00:00:00,STX/BTC,0.00002027,0.00002088,0.00001995,0.00002019,967211.90000000,19.55619628,2097
1660435200000,2022-08-14 00:00:00,STX/BTC,0.00002080,0.00002089,0.00002013,0.00002022,370165.60000000,7.57998448,1216
1660348800000,2022-08-13 00:00:00,STX/BTC,0.00002086,0.00002133,0.00002067,0.00002079,385840.60000000,8.08602104,1372
1660262400000,2022-08-12 00:00:00,STX/BTC,0.00002102,0.00002120,0.00002059,0.00002090,600848.10000000,12.53959920,1607
1660176000000,2022-08-11 00:00:00,STX/BTC,0.00002074,0.00002100,0.00002017,0.00002100,293689.70000000,6.04951210,1342
1660089600000,2022-08-10 00:00:00,STX/BTC,0.00002062,0.00002073,0.00002010,0.00002073,406295.60000000,8.25270660,1216
1660003200000,2022-08-09 00:00:00,STX/BTC,0.00002126,0.00002134,0.00002040,0.00002065,561346.10000000,11.62660572,1337
1659916800000,2022-08-08 00:00:00,STX/BTC,0.00002118,0.00002285,0.00002080,0.00002137,1523582.90000000,33.34407592,4240
1659830400000,2022-08-07 00:00:00,STX/BTC,0.00002105,0.00002168,0.00002084,0.00002116,350531.00000000,7.41896093,1357
1659744000000,2022-08-06 00:00:00,STX/BTC,0.00002102,0.00002118,0.00002076,0.00002110,290109.00000000,6.08640027,698
1659657600000,2022-08-05 00:00:00,STX/BTC,0.00002094,0.00002113,0.00002054,0.00002111,382885.30000000,7.98462430,1090
1659571200000,2022-08-04 00:00:00,STX/BTC,0.00002042,0.00002105,0.00002003,0.00002088,826661.40000000,16.85405951,2687
1659484800000,2022-08-03 00:00:00,STX/BTC,0.00001912,0.00002103,0.00001884,0.00002042,2162646.30000000,43.80305197,5605
1659398400000,2022-08-02 00:00:00,STX/BTC,0.00001986,0.00001995,0.00001858,0.00001917,790297.90000000,15.09352845,2152
1659312000000,2022-08-01 00:00:00,STX/BTC,0.00001895,0.00002022,0.00001888,0.00001989,1575219.20000000,30.87817792,3970
1659225600000,2022-07-31 00:00:00,STX/BTC,0.00001846,0.00001994,0.00001815,0.00001888,1321842.80000000,24.95944023,4135
1659139200000,2022-07-30 00:00:00,STX/BTC,0.00001827,0.00001874,0.00001816,0.00001846,720867.00000000,13.30350137,2301
1659052800000,2022-07-29 00:00:00,STX/BTC,0.00001825,0.00001853,0.00001783,0.00001825,730666.90000000,13.27569497,2312
1658966400000,2022-07-28 00:00:00,STX/BTC,0.00001813,0.00001840,0.00001778,0.00001825,736176.30000000,13.28915592,2741
1658880000000,2022-07-27 00:00:00,STX/BTC,0.00001862,0.00001879,0.00001811,0.00001818,321706.40000000,5.93467219,1463
1658793600000,2022-07-26 00:00:00,STX/BTC,0.00001888,0.00001957,0.00001840,0.00001857,518667.60000000,9.71458322,1447
1658707200000,2022-07-25 00:00:00,STX/BTC,0.00001934,0.00001936,0.00001849,0.00001883,522731.20000000,9.86790151,1510
1658620800000,2022-07-24 00:00:00,STX/BTC,0.00001898,0.00002055,0.00001885,0.00001941,991546.20000000,19.47439766,3500
1658534400000,2022-07-23 00:00:00,STX/BTC,0.00001885,0.00001964,0.00001866,0.00001890,726040.50000000,13.82975816,2484
1658448000000,2022-07-22 00:00:00,STX/BTC,0.00001864,0.00001921,0.00001833,0.00001885,1812206.20000000,34.07575292,3270
1658361600000,2022-07-21 00:00:00,STX/BTC,0.00001778,0.00001876,0.00001777,0.00001858,2455811.90000000,45.04703497,3179
1658275200000,2022-07-20 00:00:00,STX/BTC,0.00001913,0.00002075,0.00001778,0.00001784,2117655.90000000,40.67003705,4562
1658188800000,2022-07-19 00:00:00,STX/BTC,0.00001896,0.00001938,0.00001860,0.00001912,1386274.00000000,26.32654141,2842
1658102400000,2022-07-18 00:00:00,STX/BTC,0.00001858,0.00001920,0.00001821,0.00001897,733282.00000000,13.70544021,2173
1658016000000,2022-07-17 00:00:00,STX/BTC,0.00001857,0.00001865,0.00001824,0.00001859,372920.70000000,6.86278083,1088
1657929600000,2022-07-16 00:00:00,STX/BTC,0.00001842,0.00001868,0.00001824,0.00001863,337513.80000000,6.20546205,1129
1657843200000,2022-07-15 00:00:00,STX/BTC,0.00001850,0.00001856,0.00001816,0.00001837,724027.90000000,13.26407787,1122
1657756800000,2022-07-14 00:00:00,STX/BTC,0.00001865,0.00001866,0.00001815,0.00001848,1114696.60000000,20.49101114,1572
1657670400000,2022-07-13 00:00:00,STX/BTC,0.00001867,0.00001908,0.00001799,0.00001863,1976623.90000000,36.50495283,2985
1657584000000,2022-07-12 00:00:00,STX/BTC,0.00001877,0.00001911,0.00001846,0.00001864,856500.50000000,16.01414059,1585
1657497600000,2022-07-11 00:00:00,STX/BTC,0.00001946,0.00001966,0.00001870,0.00001879,826831.90000000,15.64878691,1712
1657411200000,2022-07-10 00:00:00,STX/BTC,0.00001916,0.00002020,0.00001908,0.00001942,1479455.80000000,29.02982146,2695
1657324800000,2022-07-09 00:00:00,STX/BTC,0.00001881,0.00001970,0.00001872,0.00001919,992312.00000000,19.10397839,1406
1657238400000,2022-07-08 00:00:00,STX/BTC,0.00001899,0.00001899,0.00001847,0.00001877,673837.10000000,12.58937569,1399
1657152000000,2022-07-07 00:00:00,STX/BTC,0.00001937,0.00001954,0.00001888,0.00001902,697213.60000000,13.40988482,1499
1657065600000,2022-07-06 00:00:00,STX/BTC,0.00001975,0.00001980,0.00001926,0.00001937,640847.30000000,12.46419422,1163
1656979200000,2022-07-05 00:00:00,STX/BTC,0.00001954,0.00002056,0.00001938,0.00001979,623056.80000000,12.39499315,2400
1656892800000,2022-07-04 00:00:00,STX/BTC,0.00001990,0.00001996,0.00001924,0.00001948,378970.80000000,7.38394036,1239
1656806400000,2022-07-03 00:00:00,STX/BTC,0.00002005,0.00002020,0.00001972,0.00001993,300082.60000000,5.98271037,927
1656720000000,2022-07-02 00:00:00,STX/BTC,0.00002018,0.00002085,0.00001972,0.00002012,518882.30000000,10.44780888,1844
1656633600000,2022-07-01 00:00:00,STX/BTC,0.00002049,0.00002049,0.00001979,0.00002016,556030.30000000,11.17336497,1650
1656547200000,2022-06-30 00:00:00,STX/BTC,0.00002203,0.00002229,0.00002007,0.00002052,660945.70000000,13.72019122,2624
1656460800000,2022-06-29 00:00:00,STX/BTC,0.00002043,0.00002330,0.00002043,0.00002204,1951316.40000000,43.03430318,7443
1656374400000,2022-06-28 00:00:00,STX/BTC,0.00002127,0.00002366,0.00002026,0.00002042,2256464.70000000,49.69407874,8094
1656288000000,2022-06-27 00:00:00,STX/BTC,0.00001902,0.00002633,0.00001898,0.00002119,4097127.00000000,92.76422784,16548
1656201600000,2022-06-26 00:00:00,STX/BTC,0.00001902,0.00002060,0.00001886,0.00001912,656895.70000000,12.98314415,3001
1656115200000,2022-06-25 00:00:00,STX/BTC,0.00001939,0.00001945,0.00001862,0.00001900,291065.00000000,5.52001223,991
1656028800000,2022-06-24 00:00:00,STX/BTC,0.00001911,0.00001958,0.00001891,0.00001938,572057.90000000,10.97154965,1703
1655942400000,2022-06-23 00:00:00,STX/BTC,0.00001903,0.00001962,0.00001845,0.00001908,521071.80000000,9.91906937,1478
1655856000000,2022-06-22 00:00:00,STX/BTC,0.00001942,0.00001942,0.00001874,0.00001902,143462.50000000,2.71875523,953
1655769600000,2022-06-21 00:00:00,STX/BTC,0.00001816,0.00002124,0.00001813,0.00001936,1422109.00000000,28.21536366,4753
1655683200000,2022-06-20 00:00:00,STX/BTC,0.00001726,0.00001844,0.00001697,0.00001819,657629.20000000,11.75205971,1826
1655596800000,2022-06-19 00:00:00,STX/BTC,0.00001786,0.00001843,0.00001713,0.00001728,277099.90000000,4.84953868,1101
1655510400000,2022-06-18 00:00:00,STX/BTC,0.00001867,0.00001882,0.00001739,0.00001786,893330.00000000,15.90876164,2767
1655424000000,2022-06-17 00:00:00,STX/BTC,0.00001608,0.00002155,0.00001608,0.00001858,2180328.80000000,40.81825278,7753
1655337600000,2022-06-16 00:00:00,STX/BTC,0.00001612,0.00001667,0.00001593,0.00001606,234002.50000000,3.79789865,1194
1655251200000,2022-06-15 00:00:00,STX/BTC,0.00001550,0.00001687,0.00001474,0.00001615,2442490.00000000,37.72093547,3722
1655164800000,2022-06-14 00:00:00,STX/BTC,0.00001536,0.00001564,0.00001445,0.00001549,744639.90000000,11.25464970,2428
1655078400000,2022-06-13 00:00:00,STX/BTC,0.00001567,0.00001571,0.00001424,0.00001544,515098.60000000,7.66014579,2239
1654992000000,2022-06-12 00:00:00,STX/BTC,0.00001650,0.00001653,0.00001522,0.00001567,316300.30000000,4.97435791,1226
1654905600000,2022-06-11 00:00:00,STX/BTC,0.00001706,0.00001738,0.00001628,0.00001650,517661.80000000,8.66964319,4652
1654819200000,2022-06-10 00:00:00,STX/BTC,0.00001786,0.00001787,0.00001684,0.00001703,121099.40000000,2.09915327,887
1654732800000,2022-06-09 00:00:00,STX/BTC,0.00001818,0.00001861,0.00001778,0.00001785,214714.50000000,3.89371337,1518
1654646400000,2022-06-08 00:00:00,STX/BTC,0.00001741,0.00001822,0.00001732,0.00001818,164739.40000000,2.96916581,1092
1654560000000,2022-06-07 00:00:00,STX/BTC,0.00001780,0.00001830,0.00001729,0.00001740,309311.70000000,5.52221980,1790
1654473600000,2022-06-06 00:00:00,STX/BTC,0.00001788,0.00001832,0.00001736,0.00001784,373026.90000000,6.68335845,1783
1654387200000,2022-06-05 00:00:00,STX/BTC,0.00001773,0.00001832,0.00001753,0.00001786,242155.40000000,4.34625057,1351
1654300800000,2022-06-04 00:00:00,STX/BTC,0.00001807,0.00001807,0.00001757,0.00001774,170159.40000000,3.02876005,637
1654214400000,2022-06-03 00:00:00,STX/BTC,0.00001857,0.00001857,0.00001773,0.00001802,222249.50000000,4.03160370,1157
1654128000000,2022-06-02 00:00:00,STX/BTC,0.00001773,0.00001918,0.00001773,0.00001857,463213.40000000,8.52187967,2532
1654041600000,2022-06-01 00:00:00,STX/BTC,0.00001785,0.00001852,0.00001756,0.00001772,328689.80000000,5.94234899,1639
1653955200000,2022-05-31 00:00:00,STX/BTC,0.00001808,0.00001840,0.00001752,0.00001776,160750.30000000,2.88277506,892
1653868800000,2022-05-30 00:00:00,STX/BTC,0.00001785,0.00001814,0.00001762,0.00001801,155181.30000000,2.76856060,970
1653782400000,2022-05-29 00:00:00,STX/BTC,0.00001785,0.00001792,0.00001717,0.00001786,112666.60000000,1.97311717,728
1653696000000,2022-05-28 00:00:00,STX/BTC,0.00001794,0.00001827,0.00001763,0.00001785,184516.50000000,3.31376711,829
1653609600000,2022-05-27 00:00:00,STX/BTC,0.00001835,0.00001908,0.00001708,0.00001798,851664.00000000,15.11798204,2931
1653523200000,2022-05-26 00:00:00,STX/BTC,0.00001981,0.00001982,0.00001803,0.00001842,455795.70000000,8.50338044,2163
1653436800000,2022-05-25 00:00:00,STX/BTC,0.00001996,0.00002152,0.00001902,0.00001980,825153.10000000,16.49364279,3438
1653350400000,2022-05-24 00:00:00,STX/BTC,0.00002180,0.00002186,0.00001921,0.00001983,625555.40000000,12.45290262,2643
