https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PNT,Volume USDT
1661299200,2022-08-24 00:00:00,PNT/USDT,0.2473,0.274,0.245,0.2561,91494.3414,23897.26034242
1661212800,2022-08-23 00:00:00,PNT/USDT,0.2452,0.256,0.2417,0.2473,24279.0309,5985.85212592
1661126400,2022-08-22 00:00:00,PNT/USDT,0.257,0.2579,0.2376,0.2451,33058.2923,8095.11446898
1661040000,2022-08-21 00:00:00,PNT/USDT,0.2395,0.2587,0.2367,0.257,19592.4751,4938.51865384
1660953600,2022-08-20 00:00:00,PNT/USDT,0.237,0.2577,0.2137,0.24,97341.1955,23376.97971474
1660867200,2022-08-19 00:00:00,PNT/USDT,0.2691,0.2701,0.2338,0.2383,49623.0001,12135.50386999
1660780800,2022-08-18 00:00:00,PNT/USDT,0.2818,0.2844,0.2593,0.2708,75383.8409,20637.81598587
1660694400,2022-08-17 00:00:00,PNT/USDT,0.3052,0.3187,0.2815,0.2826,61990.2886,18548.35504186
1660608000,2022-08-16 00:00:00,PNT/USDT,0.3062,0.3139,0.3024,0.3052,21988.2464,6741.50622053
1660521600,2022-08-15 00:00:00,PNT/USDT,0.3182,0.3382,0.2934,0.3076,108937.4619,33780.27124805
1660435200,2022-08-14 00:00:00,PNT/USDT,0.3327,0.358,0.316,0.3183,100135.5389,33529.54546936
1660348800,2022-08-13 00:00:00,PNT/USDT,0.3393,0.3406,0.3278,0.3317,16622.8375,5554.92378092
1660262400,2022-08-12 00:00:00,PNT/USDT,0.33,0.3484,0.3281,0.34,43715.0192,14633.6954666
1660176000,2022-08-11 00:00:00,PNT/USDT,0.3437,0.3469,0.3229,0.3301,40651.0985,13602.74100247
1660089600,2022-08-10 00:00:00,PNT/USDT,0.3269,0.3466,0.3107,0.3437,65548.1963,21261.04202399
1660003200,2022-08-09 00:00:00,PNT/USDT,0.3379,0.3527,0.325,0.3281,81793.0314,27308.77420434
1659916800,2022-08-08 00:00:00,PNT/USDT,0.3534,0.3701,0.3318,0.3396,71641.9474,24993.26801342
1659830400,2022-08-07 00:00:00,PNT/USDT,0.347,0.3816,0.3428,0.3553,334080.2027,123006.37329377
1659744000,2022-08-06 00:00:00,PNT/USDT,0.3436,0.3604,0.334,0.3471,233508.059,81555.52170762
1659657600,2022-08-05 00:00:00,PNT/USDT,0.3139,0.35,0.3135,0.3428,186146.9406,63439.31380821
1659571200,2022-08-04 00:00:00,PNT/USDT,0.3206,0.3255,0.31,0.3141,67137.4354,21253.8141648
1659484800,2022-08-03 00:00:00,PNT/USDT,0.3282,0.3346,0.3158,0.3204,72116.2078,23431.18725046
1659398400,2022-08-02 00:00:00,PNT/USDT,0.322,0.3332,0.301,0.3283,107784.2149,34171.18802513
1659312000,2022-08-01 00:00:00,PNT/USDT,0.3264,0.3315,0.312,0.3224,136025.1392,43718.10334937
1659225600,2022-07-31 00:00:00,PNT/USDT,0.322,0.3557,0.3208,0.3246,83990.9564,28316.38422214
1659139200,2022-07-30 00:00:00,PNT/USDT,0.3359,0.356,0.3201,0.3201,228551.4917,78085.32882806
1659052800,2022-07-29 00:00:00,PNT/USDT,0.3186,0.349,0.3157,0.3357,137343.8078,45528.90856728
1658966400,2022-07-28 00:00:00,PNT/USDT,0.3132,0.329,0.3056,0.3169,88015.9916,27954.77684799
1658880000,2022-07-27 00:00:00,PNT/USDT,0.2902,0.3245,0.2884,0.3131,116166.0153,35206.15715226
1658793600,2022-07-26 00:00:00,PNT/USDT,0.2862,0.2926,0.2578,0.29,77354.6153,21849.02089267
1658707200,2022-07-25 00:00:00,PNT/USDT,0.3278,0.3279,0.2857,0.2857,76450.5922,23999.64859702
1658620800,2022-07-24 00:00:00,PNT/USDT,0.3277,0.3373,0.3233,0.3282,45585.6724,15047.32358691
1658534400,2022-07-23 00:00:00,PNT/USDT,0.3339,0.359,0.325,0.3266,91195.5694,30893.04137021
1658448000,2022-07-22 00:00:00,PNT/USDT,0.3188,0.38,0.3128,0.332,372890.063,127756.05692936
1658361600,2022-07-21 00:00:00,PNT/USDT,0.3005,0.3444,0.2825,0.3174,141357.2223,43727.8670739
1658275200,2022-07-20 00:00:00,PNT/USDT,0.3052,0.348,0.2976,0.3023,275956.234,88599.01016249
1658188800,2022-07-19 00:00:00,PNT/USDT,0.3053,0.322,0.2937,0.307,132332.8293,40157.04643577
1658102400,2022-07-18 00:00:00,PNT/USDT,0.2851,0.35,0.285,0.3071,457194.8531,144136.09482111
1658016000,2022-07-17 00:00:00,PNT/USDT,0.2936,0.311,0.2851,0.2851,148044.2007,44047.04961389
1657929600,2022-07-16 00:00:00,PNT/USDT,0.273,0.3557,0.2724,0.2948,755217.14906232,225455.712605556
1657843200,2022-07-15 00:00:00,PNT/USDT,0.2701,0.2928,0.256,0.2714,206929.6924,56856.88605912
1657756800,2022-07-14 00:00:00,PNT/USDT,0.266,0.2883,0.246,0.27,560781.1798,149996.27279427
1657670400,2022-07-13 00:00:00,PNT/USDT,0.2482,0.2899,0.2365,0.2656,1018486.9203,262158.21624135
1657584000,2022-07-12 00:00:00,PNT/USDT,0.2284,0.2665,0.2235,0.248,290054.968,70703.62785843
1657497600,2022-07-11 00:00:00,PNT/USDT,0.2471,0.2471,0.2242,0.2281,44624.1105,10559.45205251
1657411200,2022-07-10 00:00:00,PNT/USDT,0.2675,0.2675,0.2463,0.2472,74212.9803,18984.14278778
1657324800,2022-07-09 00:00:00,PNT/USDT,0.2525,0.2941,0.2499,0.269,401230.31581026,106337.58335070539
1657238400,2022-07-08 00:00:00,PNT/USDT,0.2441,0.2679,0.2334,0.254,268716.1365,67863.29950594
1657152000,2022-07-07 00:00:00,PNT/USDT,0.2355,0.2619,0.2304,0.244,273847.07271457,66969.366011789941
1657065600,2022-07-06 00:00:00,PNT/USDT,0.2106,0.292,0.2077,0.2365,1041506.8543732,251941.225980544666
1656979200,2022-07-05 00:00:00,PNT/USDT,0.2141,0.2219,0.1986,0.2103,216833.22063388,45676.660489327838
1656892800,2022-07-04 00:00:00,PNT/USDT,0.2105,0.2262,0.205,0.2147,190213.77613317,40385.210859169574
1656806400,2022-07-03 00:00:00,PNT/USDT,0.2433,0.2575,0.2026,0.2092,1039424.28333149,230961.219023209336
1656720000,2022-07-02 00:00:00,PNT/USDT,0.1926,0.3549,0.1894,0.2421,2100138.98964779,556007.793924619286
1656633600,2022-07-01 00:00:00,PNT/USDT,0.1937,0.2084,0.1847,0.1925,105925.43735649,20754.982885014799
1656547200,2022-06-30 00:00:00,PNT/USDT,0.202,0.215,0.188,0.1936,113338.88349094,22495.71498262682
1656460800,2022-06-29 00:00:00,PNT/USDT,0.2013,0.2189,0.1868,0.2013,91164.26069242,18654.954962415352
1656374400,2022-06-28 00:00:00,PNT/USDT,0.2073,0.2191,0.1996,0.2003,86305.17767342,17996.257696975928
1656288000,2022-06-27 00:00:00,PNT/USDT,0.2106,0.216,0.2046,0.2088,95856.31006769,20084.15749976249
1656201600,2022-06-26 00:00:00,PNT/USDT,0.2194,0.2268,0.2106,0.2106,79786.70273415,17465.398180371172
1656115200,2022-06-25 00:00:00,PNT/USDT,0.2146,0.2484,0.2085,0.2195,274611.72503665,60686.350469200715
1656028800,2022-06-24 00:00:00,PNT/USDT,0.2053,0.2236,0.2003,0.2161,142476.34719634,29850.703844202634
1655942400,2022-06-23 00:00:00,PNT/USDT,0.1897,0.2066,0.1897,0.2051,19920.23012985,3978.43976636721
1655856000,2022-06-22 00:00:00,PNT/USDT,0.1996,0.2056,0.1886,0.1898,100009.20920115,19506.257646476482
1655769600,2022-06-21 00:00:00,PNT/USDT,0.1996,0.2099,0.1969,0.1997,160127.14210048,32448.61669026999
1655683200,2022-06-20 00:00:00,PNT/USDT,0.1901,0.2076,0.1846,0.2009,186177.65505347,37050.747373819818
1655596800,2022-06-19 00:00:00,PNT/USDT,0.1778,0.1955,0.1673,0.1902,81793.34057034,14884.909374718194
1655510400,2022-06-18 00:00:00,PNT/USDT,0.192,0.1958,0.1634,0.1775,218533.45091868,38547.106231641692
1655424000,2022-06-17 00:00:00,PNT/USDT,0.1855,0.2008,0.1841,0.193,63523.53817021,12164.969121337736
1655337600,2022-06-16 00:00:00,PNT/USDT,0.2021,0.2205,0.1807,0.1854,232487.30353085,46197.406913643818
1655251200,2022-06-15 00:00:00,PNT/USDT,0.1924,0.2038,0.1719,0.2005,133789.71968273,24610.377745876898
1655164800,2022-06-14 00:00:00,PNT/USDT,0.1895,0.2173,0.177,0.1933,190425.40078382,36616.669187488527
1655078400,2022-06-13 00:00:00,PNT/USDT,0.2112,0.2134,0.1817,0.1891,345789.8191,67035.79233236
1654992000,2022-06-12 00:00:00,PNT/USDT,0.2293,0.2293,0.2018,0.2116,161777.43719468,34768.456140358436
1654905600,2022-06-11 00:00:00,PNT/USDT,0.2401,0.2536,0.2244,0.2296,161677.96186753,39274.423501148912
1654819200,2022-06-10 00:00:00,PNT/USDT,0.2555,0.2635,0.2391,0.2403,89554.15037707,22015.023183835906
1654732800,2022-06-09 00:00:00,PNT/USDT,0.2579,0.2663,0.2499,0.2555,137627.3279493,35610.620009334355
1654646400,2022-06-08 00:00:00,PNT/USDT,0.2583,0.3,0.2502,0.2565,814251.3575579,218980.154755900479
1654560000,2022-06-07 00:00:00,PNT/USDT,0.2456,0.2741,0.2327,0.2561,180563.49977972,46123.680052755204
1654473600,2022-06-06 00:00:00,PNT/USDT,0.2498,0.2593,0.2408,0.2442,63517.19551714,16004.790096711333
1654387200,2022-06-05 00:00:00,PNT/USDT,0.2509,0.2592,0.2397,0.2496,41424.31011225,10183.620969040783
1654300800,2022-06-04 00:00:00,PNT/USDT,0.2454,0.2564,0.2415,0.2495,94098.01834871,23435.120637744596
1654214400,2022-06-03 00:00:00,PNT/USDT,0.2489,0.2541,0.2369,0.2459,75508.60329309,18392.613634612709
1654128000,2022-06-02 00:00:00,PNT/USDT,0.2398,0.2516,0.2358,0.2502,61561.28983983,15110.368047728265
1654041600,2022-06-01 00:00:00,PNT/USDT,0.2561,0.2683,0.2383,0.2412,157452.54536183,40144.050730658061
1653955200,2022-05-31 00:00:00,PNT/USDT,0.2734,0.2785,0.2446,0.2567,287060.12726867,73677.268846784326
1653868800,2022-05-30 00:00:00,PNT/USDT,0.2561,0.3142,0.243,0.2723,1052847.66129566,295517.835182501936
1653782400,2022-05-29 00:00:00,PNT/USDT,0.2245,0.288,0.224,0.2557,765034.86564633,194873.400435823379
1653696000,2022-05-28 00:00:00,PNT/USDT,0.2164,0.231,0.2164,0.2237,9638.91299528,2121.549420062085
1653609600,2022-05-27 00:00:00,PNT/USDT,0.2255,0.2255,0.2093,0.2164,51344.75982125,11047.171721737086
1653523200,2022-05-26 00:00:00,PNT/USDT,0.2605,0.2796,0.2251,0.2268,118192.70590802,30000.985116891666
1653436800,2022-05-25 00:00:00,PNT/USDT,0.2476,0.2755,0.2405,0.2581,170688.60337743,43949.652525684881
1653350400,2022-05-24 00:00:00,PNT/USDT,0.2324,0.25,0.2254,0.2462,78264.61890682,18463.114490671292
1653264000,2022-05-23 00:00:00,PNT/USDT,0.2376,0.25,0.232,0.2334,81708.09265393,19787.356002954952
1653177600,2022-05-22 00:00:00,PNT/USDT,0.2311,0.2396,0.2259,0.2372,44333.09665199,10382.988854272331
1653091200,2022-05-21 00:00:00,PNT/USDT,0.2263,0.2392,0.2216,0.2294,44408.06776144,10223.647610156809
1653004800,2022-05-20 00:00:00,PNT/USDT,0.2334,0.2396,0.2143,0.2266,122433.1130126,27790.103807182336
1652918400,2022-05-19 00:00:00,PNT/USDT,0.2189,0.2949,0.2151,0.2336,583484.88930257,145946.680468276194
1652832000,2022-05-18 00:00:00,PNT/USDT,0.2442,0.245,0.2138,0.2176,44561.81966802,10212.049034477571
1652745600,2022-05-17 00:00:00,PNT/USDT,0.2328,0.2594,0.2243,0.2441,85752.8459029,20343.726049500878
1652659200,2022-05-16 00:00:00,PNT/USDT,0.2294,0.245,0.2129,0.2346,108903.0242516,24461.49000419701
1652572800,2022-05-15 00:00:00,PNT/USDT,0.2114,0.2581,0.2082,0.232,219387.76581704,50462.509451614111
1652486400,2022-05-14 00:00:00,PNT/USDT,0.1937,0.2279,0.1861,0.2123,186214.59112284,37036.853152112255
1652400000,2022-05-13 00:00:00,PNT/USDT,0.1823,0.29,0.18,0.195,287766.08616402,63451.71931396571
1652313600,2022-05-12 00:00:00,PNT/USDT,0.2081,0.228,0.1467,0.1815,163269.32446483,28778.658987723282
1652227200,2022-05-11 00:00:00,PNT/USDT,0.2995,0.308,0.1951,0.2053,178663.1963211,43688.409876717363
1652140800,2022-05-10 00:00:00,PNT/USDT,0.295,0.341,0.2851,0.2993,114806.02065928,35982.325072276125
1652054400,2022-05-09 00:00:00,PNT/USDT,0.3754,0.3815,0.2949,0.295,61727.79123891,20698.19741835529
1651968000,2022-05-08 00:00:00,PNT/USDT,0.3919,0.4049,0.36,0.3769,44923.94275283,17289.209260832259
1651881600,2022-05-07 00:00:00,PNT/USDT,0.4066,0.4479,0.3873,0.3873,42431.18088585,17312.860523026267
1651795200,2022-05-06 00:00:00,PNT/USDT,0.4191,0.4205,0.398,0.4074,70283.12227059,28782.601233331106
1651708800,2022-05-05 00:00:00,PNT/USDT,0.4503,0.4905,0.4093,0.4206,182255.39982335,83060.598962435715
1651622400,2022-05-04 00:00:00,PNT/USDT,0.4196,0.483,0.4196,0.4502,120870.52507386,53416.366909127691
1651536000,2022-05-03 00:00:00,PNT/USDT,0.4358,0.4504,0.4173,0.4194,49363.50063243,21522.927589339012
1651449600,2022-05-02 00:00:00,PNT/USDT,0.4422,0.592,0.4221,0.4329,511676.11183105,242079.92461483945
1651363200,2022-05-01 00:00:00,PNT/USDT,0.4165,0.4422,0.4108,0.4422,34914.31994414,14831.900467186433
1651276800,2022-04-30 00:00:00,PNT/USDT,0.4658,0.4799,0.4042,0.4174,34508.45591729,15115.313013461291
1651190400,2022-04-29 00:00:00,PNT/USDT,0.4907,0.4974,0.4621,0.4621,29330.32347206,14050.463661115152
1651104000,2022-04-28 00:00:00,PNT/USDT,0.4967,0.521,0.485,0.4899,66836.29351283,33276.816862759988
1651017600,2022-04-27 00:00:00,PNT/USDT,0.4736,0.5287,0.4724,0.497,41762.49828478,20611.639055275578
1650931200,2022-04-26 00:00:00,PNT/USDT,0.5189,0.5284,0.4731,0.4736,44008.44232413,22314.248130165348
1650844800,2022-04-25 00:00:00,PNT/USDT,0.539,0.5743,0.4984,0.522,71035.28772686,36823.200785167868
1650758400,2022-04-24 00:00:00,PNT/USDT,0.5404,0.5626,0.5308,0.5393,60053.41936996,32716.876120552538
1650672000,2022-04-23 00:00:00,PNT/USDT,0.5407,0.5577,0.5248,0.5427,61831.90709726,33380.621910684062
1650585600,2022-04-22 00:00:00,PNT/USDT,0.5435,0.5538,0.5332,0.5414,33398.31181285,18132.320449433903
1650499200,2022-04-21 00:00:00,PNT/USDT,0.56,0.5842,0.5313,0.5447,61018.95252556,34413.511963318932
1650412800,2022-04-20 00:00:00,PNT/USDT,0.5662,0.6053,0.5584,0.5604,95638.2154459,55552.879606196203
1650326400,2022-04-19 00:00:00,PNT/USDT,0.5634,0.5704,0.5505,0.5646,33882.15683958,19085.942094982668
1650240000,2022-04-18 00:00:00,PNT/USDT,0.5509,0.5654,0.5247,0.5644,62586.55314269,33923.479209199962
1650153600,2022-04-17 00:00:00,PNT/USDT,0.5674,0.574,0.5502,0.5524,38510.86869483,21729.647110512908
1650067200,2022-04-16 00:00:00,PNT/USDT,0.575,0.575,0.559,0.5668,50221.90032887,28495.867005757862
1649980800,2022-04-15 00:00:00,PNT/USDT,0.5668,0.5798,0.5618,0.5752,59110.48291977,33606.662793298692
1649894400,2022-04-14 00:00:00,PNT/USDT,0.5892,0.599,0.5552,0.5668,27114.41198315,15751.581780080523
1649808000,2022-04-13 00:00:00,PNT/USDT,0.559,0.5996,0.5519,0.5878,71432.52640203,40958.203836737681
1649721600,2022-04-12 00:00:00,PNT/USDT,0.5347,0.5852,0.5316,0.5581,112494.31130259,63388.90163183526
1649635200,2022-04-11 00:00:00,PNT/USDT,0.5707,0.5958,0.5325,0.5336,139152.98783795,78051.086857443666
1649548800,2022-04-10 00:00:00,PNT/USDT,0.5836,0.6243,0.57,0.5734,95258.26072997,56283.632838418851
1649462400,2022-04-09 00:00:00,PNT/USDT,0.5792,0.5939,0.574,0.5862,55421.77120066,32219.809582685218
1649376000,2022-04-08 00:00:00,PNT/USDT,0.6042,0.6265,0.57,0.5788,128434.57327111,76890.594863552035
1649289600,2022-04-07 00:00:00,PNT/USDT,0.6,0.6178,0.59,0.6043,95808.1712308,57591.280492180714
1649203200,2022-04-06 00:00:00,PNT/USDT,0.6763,0.6763,0.6,0.6008,215114.43472447,136315.122444527871
1649116800,2022-04-05 00:00:00,PNT/USDT,0.6895,0.92,0.675,0.6786,1381584.27821583,1099462.520816526372
1649030400,2022-04-04 00:00:00,PNT/USDT,0.7223,0.7932,0.661,0.6907,393766.94474666,291016.605163791952
1648944000,2022-04-03 00:00:00,PNT/USDT,0.6763,0.7694,0.6581,0.7203,351165.16528836,251092.067468738717
1648857600,2022-04-02 00:00:00,PNT/USDT,0.663,0.71,0.6601,0.6763,130900.22333811,90491.498838879325
1648771200,2022-04-01 00:00:00,PNT/USDT,0.6417,0.67,0.6182,0.6627,49391.17842628,32011.301013069605
1648684800,2022-03-31 00:00:00,PNT/USDT,0.6672,0.6874,0.6364,0.641,71296.82089432,47016.270866657652
1648598400,2022-03-30 00:00:00,PNT/USDT,0.6445,0.7292,0.6359,0.6709,188368.77578474,128786.628826937439
1648512000,2022-03-29 00:00:00,PNT/USDT,0.6323,0.67,0.6292,0.6472,77418.53510847,50338.262205916181
1648425600,2022-03-28 00:00:00,PNT/USDT,0.6332,0.6699,0.6282,0.6308,96838.22772381,62379.304628440886
1648339200,2022-03-27 00:00:00,PNT/USDT,0.6071,0.6503,0.591,0.6366,170341.89677063,107079.823025221146
1648252800,2022-03-26 00:00:00,PNT/USDT,0.5775,0.6199,0.5749,0.6048,85544.41653364,50575.946219080584
1648166400,2022-03-25 00:00:00,PNT/USDT,0.59,0.5984,0.5688,0.5741,41287.90085991,24077.011273889853
1648080000,2022-03-24 00:00:00,PNT/USDT,0.5753,0.6259,0.5735,0.5904,132229.81466236,78694.655340237593
1647993600,2022-03-23 00:00:00,PNT/USDT,0.5769,0.5836,0.5502,0.5756,57757.43871348,32931.431623531038
1647907200,2022-03-22 00:00:00,PNT/USDT,0.5572,0.586,0.5538,0.5768,49812.19092928,28535.039740048089
1647820800,2022-03-21 00:00:00,PNT/USDT,0.5395,0.593,0.5327,0.5553,178024.25327387,99965.566769523629
1647734400,2022-03-20 00:00:00,PNT/USDT,0.5558,0.5621,0.53,0.5393,86456.90911745,46941.568166366491
1647648000,2022-03-19 00:00:00,PNT/USDT,0.5409,0.6095,0.5327,0.5532,198198.8787683,112185.654295549988
1647561600,2022-03-18 00:00:00,PNT/USDT,0.5199,0.5462,0.513,0.5409,54309.90042059,28851.084154974467
1647475200,2022-03-17 00:00:00,PNT/USDT,0.5256,0.5274,0.516,0.5166,49720.04366451,25871.668623504687
1647388800,2022-03-16 00:00:00,PNT/USDT,0.5174,0.533,0.5015,0.5255,67464.81523244,34782.013557128686
1647302400,2022-03-15 00:00:00,PNT/USDT,0.5396,0.5422,0.5127,0.515,55914.54832673,29295.03755252527
1647216000,2022-03-14 00:00:00,PNT/USDT,0.5068,0.595,0.506,0.5399,342021.54743449,190851.662712862175
1647129600,2022-03-13 00:00:00,PNT/USDT,0.5162,0.5266,0.5057,0.5067,23479.78687611,12096.57605233639
1647043200,2022-03-12 00:00:00,PNT/USDT,0.5231,0.5299,0.5163,0.5163,15428.12238194,8056.323802158335
1646956800,2022-03-11 00:00:00,PNT/USDT,0.5319,0.534,0.5119,0.5268,53251.23075836,27852.598894761008
1646870400,2022-03-10 00:00:00,PNT/USDT,0.564,0.5678,0.52,0.5331,120000.45131733,64744.603168545961
1646784000,2022-03-09 00:00:00,PNT/USDT,0.5349,0.5785,0.5349,0.5678,47603.20271062,26760.8849342534
1646697600,2022-03-08 00:00:00,PNT/USDT,0.5257,0.5699,0.5233,0.5336,61289.07580323,33355.834083937167
1646611200,2022-03-07 00:00:00,PNT/USDT,0.5417,0.568,0.518,0.5261,56338.19897145,30620.329758948461
1646524800,2022-03-06 00:00:00,PNT/USDT,0.5691,0.5915,0.5415,0.5416,60565.13580652,34230.328795391886
1646438400,2022-03-05 00:00:00,PNT/USDT,0.5656,0.5702,0.5495,0.5653,50205.90471755,28023.691991554676
1646352000,2022-03-04 00:00:00,PNT/USDT,0.5726,0.6346,0.5481,0.5653,291974.67260726,171696.532167060067
1646265600,2022-03-03 00:00:00,PNT/USDT,0.5899,0.5928,0.5559,0.5762,20919.94050007,12052.686752787128
1646179200,2022-03-02 00:00:00,PNT/USDT,0.5992,0.6036,0.5791,0.5941,70690.88046277,41789.454239498134
1646092800,2022-03-01 00:00:00,PNT/USDT,0.6095,0.6201,0.59,0.6001,88159.2851414,53459.219575587689
1646006400,2022-02-28 00:00:00,PNT/USDT,0.5618,0.62,0.5576,0.6057,56617.2101513,33223.083366331355
1645920000,2022-02-27 00:00:00,PNT/USDT,0.5999,0.6775,0.5523,0.5624,405755.12696038,247802.71472347407
1645833600,2022-02-26 00:00:00,PNT/USDT,0.546,0.7601,0.5346,0.6025,976994.98544759,641156.036249351928
1645747200,2022-02-25 00:00:00,PNT/USDT,0.512,0.5463,0.508,0.5419,41792.07341319,22069.478168043761
1645660800,2022-02-24 00:00:00,PNT/USDT,0.5463,0.5666,0.4658,0.5111,71422.59836515,35683.453235307969
1645574400,2022-02-23 00:00:00,PNT/USDT,0.5714,0.5846,0.5468,0.5468,39489.37145819,22406.772855182587
1645488000,2022-02-22 00:00:00,PNT/USDT,0.5635,0.5714,0.5353,0.5685,38010.25266739,21154.340390815543
1645401600,2022-02-21 00:00:00,PNT/USDT,0.593,0.6186,0.5598,0.5609,46976.51211502,27799.244123691343
1645315200,2022-02-20 00:00:00,PNT/USDT,0.6241,0.6472,0.5858,0.594,136982.3972022,85584.199659185035
1645228800,2022-02-19 00:00:00,PNT/USDT,0.6148,0.6649,0.6046,0.6243,102033.16074961,64579.171088678633
1645142400,2022-02-18 00:00:00,PNT/USDT,0.6436,0.658,0.61,0.61,50715.69191082,31860.211175528815
1645056000,2022-02-17 00:00:00,PNT/USDT,0.698,0.701,0.6348,0.6437,98646.61802025,65643.706193944684
1644969600,2022-02-16 00:00:00,PNT/USDT,0.7245,0.7273,0.6809,0.6993,82929.04998926,58479.043619337729
1644883200,2022-02-15 00:00:00,PNT/USDT,0.6535,0.75,0.6534,0.7257,263706.57208567,188439.201887616635
1644796800,2022-02-14 00:00:00,PNT/USDT,0.6527,0.6626,0.63,0.6527,26551.47336208,17168.313246514199
1644710400,2022-02-13 00:00:00,PNT/USDT,0.6794,0.7495,0.653,0.653,166412.77743502,117056.465816371561
1644624000,2022-02-12 00:00:00,PNT/USDT,0.6743,0.6899,0.6544,0.6794,25840.907579,17413.387812189062
1644537600,2022-02-11 00:00:00,PNT/USDT,0.7114,0.7499,0.6656,0.6747,174062.01984719,123620.905505179226
1644451200,2022-02-10 00:00:00,PNT/USDT,0.7223,0.7627,0.6868,0.7114,118104.06762802,85338.251401434884
1644364800,2022-02-09 00:00:00,PNT/USDT,0.7003,0.7437,0.6837,0.7228,74493.12178746,53917.325976796432
1644278400,2022-02-08 00:00:00,PNT/USDT,0.7252,0.7454,0.6766,0.6996,109840.54225627,77701.274975157502
1644192000,2022-02-07 00:00:00,PNT/USDT,0.7187,0.7563,0.7033,0.7247,121192.521333,87955.773663560395
1644105600,2022-02-06 00:00:00,PNT/USDT,0.7344,0.7705,0.7001,0.7208,227578.03055463,166816.785646904163
1644019200,2022-02-05 00:00:00,PNT/USDT,0.6431,0.8283,0.6344,0.7334,540795.09746088,400910.95064156833
1643932800,2022-02-04 00:00:00,PNT/USDT,0.5876,0.6689,0.5866,0.6432,86242.17990672,54615.881017688293
1643846400,2022-02-03 00:00:00,PNT/USDT,0.583,0.5955,0.5682,0.5915,18988.36328598,11079.882936733962
1643760000,2022-02-02 00:00:00,PNT/USDT,0.6096,0.6313,0.579,0.5791,58496.79405057,35175.316364448134
1643673600,2022-02-01 00:00:00,PNT/USDT,0.5943,0.6765,0.591,0.6097,108078.14996256,68730.183669264998
1643587200,2022-01-31 00:00:00,PNT/USDT,0.5765,0.602,0.5591,0.5916,17111.52956464,9957.200041583766
1643500800,2022-01-30 00:00:00,PNT/USDT,0.602,0.609,0.571,0.5789,27968.05714186,16546.831163601688
