https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WIN,Volume USDT
1663462800,2022-09-18 01:00:00,WIN/USDT,0.00010422,0.00010425,0.00010409,0.00010418,48446078.1244,5046.746291676197
1663459200,2022-09-18 00:00:00,WIN/USDT,0.00010469,0.00010472,0.000104,0.0001042,520846229.25754754,54282.031115915265652
1663455600,2022-09-17 23:00:00,WIN/USDT,0.00010469,0.00010485,0.00010453,0.00010469,466554597.20055202,48842.1259201765673192
1663452000,2022-09-17 22:00:00,WIN/USDT,0.00010355,0.00010531,0.00010353,0.00010464,746376598.76833179,77764.0696055285110816
1663448400,2022-09-17 21:00:00,WIN/USDT,0.00010393,0.00010419,0.00010349,0.00010361,755227234.99463552,78443.4798752230671847
1663444800,2022-09-17 20:00:00,WIN/USDT,0.00010342,0.00010411,0.00010336,0.0001039,628329639.73752712,65190.7827065699040691
1663441200,2022-09-17 19:00:00,WIN/USDT,0.00010342,0.00010356,0.00010322,0.0001034,338871466.21034241,35013.1791001373140206
1663437600,2022-09-17 18:00:00,WIN/USDT,0.00010381,0.00010394,0.00010338,0.00010341,573329759.29077578,59405.3308447711959277
1663434000,2022-09-17 17:00:00,WIN/USDT,0.00010393,0.00010415,0.0001037,0.00010384,406035488.26529153,42195.1875996931302225
1663430400,2022-09-17 16:00:00,WIN/USDT,0.00010335,0.00010399,0.00010334,0.00010398,501517508.38013994,52003.5185952168355837
1663426800,2022-09-17 15:00:00,WIN/USDT,0.00010338,0.00010347,0.00010317,0.00010335,570115723.76811594,58914.7285647776754157
1663423200,2022-09-17 14:00:00,WIN/USDT,0.00010274,0.00010348,0.00010269,0.00010339,549262544.10677386,56623.1270932189777502
1663419600,2022-09-17 13:00:00,WIN/USDT,0.00010296,0.00010339,0.00010272,0.00010274,719527728.28857901,74182.3754259654591719
1663416000,2022-09-17 12:00:00,WIN/USDT,0.00010211,0.00010318,0.0001019,0.00010301,444008232.44670613,45503.64766990588689
1663412400,2022-09-17 11:00:00,WIN/USDT,0.00010197,0.0001023,0.00010187,0.00010225,386569049.37849274,39445.822861732243265
1663408800,2022-09-17 10:00:00,WIN/USDT,0.00010145,0.00010223,0.00010144,0.00010193,550037033.93102058,55977.0726798170579947
1663405200,2022-09-17 09:00:00,WIN/USDT,0.00010143,0.00010159,0.00010139,0.00010143,309440088.39052552,31399.801183242444004
1663401600,2022-09-17 08:00:00,WIN/USDT,0.00010127,0.00010153,0.00010113,0.00010145,380847838.88951912,38603.6264437523191722
1663398000,2022-09-17 07:00:00,WIN/USDT,0.000101,0.00010137,0.00010095,0.00010129,445685481.26949621,45051.3864717291628191
1663394400,2022-09-17 06:00:00,WIN/USDT,0.00010103,0.00010115,0.0001009,0.000101,233018132.77355656,23541.5215431093936912
1663390800,2022-09-17 05:00:00,WIN/USDT,0.00010154,0.00010156,0.00010102,0.00010104,485493666.7456,49168.842761369145
1663387200,2022-09-17 04:00:00,WIN/USDT,0.00010151,0.00010176,0.00010135,0.00010141,374500461.35494267,38039.5456866262639446
1663383600,2022-09-17 03:00:00,WIN/USDT,0.00010134,0.00010157,0.00010127,0.00010152,303232272.75013953,30746.4596331001374809
1663380000,2022-09-17 02:00:00,WIN/USDT,0.00010142,0.00010148,0.00010126,0.00010137,372477072.4456,37762.43115113163
1663376400,2022-09-17 01:00:00,WIN/USDT,0.00010094,0.00010147,0.00010093,0.00010146,476322365.85722745,48225.4863503914580185
1663372800,2022-09-17 00:00:00,WIN/USDT,0.0001004,0.00010136,0.00010036,0.00010091,858218194.59131249,86661.3979758767921161
1663369200,2022-09-16 23:00:00,WIN/USDT,0.00010079,0.00010086,0.00010024,0.00010042,595471896.5805,59841.897836829384
1663365600,2022-09-16 22:00:00,WIN/USDT,0.00010056,0.00010094,0.00010046,0.00010073,748503310.15310776,75405.6316004840295194
1663362000,2022-09-16 21:00:00,WIN/USDT,0.00010077,0.00010083,0.0001004,0.00010046,372992342.7819831,37554.085699308664987
1663358400,2022-09-16 20:00:00,WIN/USDT,0.00010026,0.00010081,0.00010018,0.00010064,491075754.99667412,49358.5805204951457144
1663354800,2022-09-16 19:00:00,WIN/USDT,0.00009985,0.0001005,0.00009985,0.00010027,464526506.76013517,46521.7949303898911263
1663351200,2022-09-16 18:00:00,WIN/USDT,0.00009964,0.00010008,0.00009934,0.00009991,801067734.94665344,79976.0062100228468484
1663347600,2022-09-16 17:00:00,WIN/USDT,0.00010068,0.00010084,0.00009952,0.00009969,699447625.03395112,69946.0035369428997256
1663344000,2022-09-16 16:00:00,WIN/USDT,0.00010125,0.00010128,0.00010012,0.00010068,854551470.09369428,86024.6356880590873096
1663340400,2022-09-16 15:00:00,WIN/USDT,0.00010071,0.00010142,0.00010057,0.00010126,1013534412.94774093,102386.133434111554797
1663336800,2022-09-16 14:00:00,WIN/USDT,0.00010047,0.00010155,0.00010014,0.00010073,981330917.12505492,98949.465616305574652
1663333200,2022-09-16 13:00:00,WIN/USDT,0.00010111,0.00010144,0.00010005,0.00010034,534569742.30897519,53992.6912277298623547
1663329600,2022-09-16 12:00:00,WIN/USDT,0.00010172,0.00010182,0.00010085,0.00010106,496526357.90740963,50257.8973801456611908
1663326000,2022-09-16 11:00:00,WIN/USDT,0.0001016,0.00010182,0.00010142,0.00010168,258534417.10623596,26272.5539586084539346
1663322400,2022-09-16 10:00:00,WIN/USDT,0.00010131,0.00010172,0.00010122,0.00010161,378898634.79241338,38472.6811183100903432
1663318800,2022-09-16 09:00:00,WIN/USDT,0.00010087,0.00010137,0.00010086,0.0001013,419780210.29535502,42473.0801779586804853
1663315200,2022-09-16 08:00:00,WIN/USDT,0.00010145,0.00010151,0.00010078,0.00010094,397474255.62495618,40195.6800004213640493
1663311600,2022-09-16 07:00:00,WIN/USDT,0.00010155,0.00010176,0.00010139,0.00010146,248115078.8249,25214.304169599554
1663308000,2022-09-16 06:00:00,WIN/USDT,0.00010155,0.00010175,0.0001014,0.00010155,194849216.35965242,19789.204110555191114
1663304400,2022-09-16 05:00:00,WIN/USDT,0.00010132,0.00010166,0.00010127,0.00010149,316736301.56795039,32137.1799356597250165
1663300800,2022-09-16 04:00:00,WIN/USDT,0.00010107,0.00010154,0.00010098,0.00010134,253122531.78119566,25664.0265450776015962
1663297200,2022-09-16 03:00:00,WIN/USDT,0.00010114,0.00010152,0.00010087,0.00010104,290711053.92632172,29406.3567815901120144
1663293600,2022-09-16 02:00:00,WIN/USDT,0.00010105,0.00010125,0.0001005,0.00010119,605874237.7055,61175.271203196175
1663290000,2022-09-16 01:00:00,WIN/USDT,0.0001015,0.00010156,0.0001009,0.00010101,428410331.83162793,43353.4502057199592727
1663286400,2022-09-16 00:00:00,WIN/USDT,0.00010058,0.00010152,0.00010001,0.00010142,509300282.03634921,51338.2771548195531274
1663282800,2022-09-15 23:00:00,WIN/USDT,0.00010055,0.00010077,0.00010011,0.00010061,446996811.95925788,44909.9451174722856587
1663279200,2022-09-15 22:00:00,WIN/USDT,0.00010159,0.0001025,0.0001002,0.0001006,514888365.83427939,51959.7903169194679123
1663275600,2022-09-15 21:00:00,WIN/USDT,0.0001023,0.00010234,0.00010109,0.0001016,244323923.20676184,24886.7669384778697362
1663272000,2022-09-15 20:00:00,WIN/USDT,0.00010208,0.00010236,0.0001018,0.0001023,583052665.6155465,59512.862106291823905
1663268400,2022-09-15 19:00:00,WIN/USDT,0.00010191,0.00010232,0.0001017,0.00010206,429198543.85927853,43756.9333360792531315
1663264800,2022-09-15 18:00:00,WIN/USDT,0.00010231,0.00010231,0.00010177,0.00010196,415148748.0585,42390.278839072723
1663261200,2022-09-15 17:00:00,WIN/USDT,0.00010239,0.00010266,0.00010217,0.00010225,289453482.13934995,29638.861722274738885
1663257600,2022-09-15 16:00:00,WIN/USDT,0.00010178,0.00010254,0.00010176,0.00010235,195462843.63594546,19965.0473678115682659
1663254000,2022-09-15 15:00:00,WIN/USDT,0.00010154,0.0001019,0.00010066,0.00010178,616476605.62516974,62566.3068288296923149
1663250400,2022-09-15 14:00:00,WIN/USDT,0.00010348,0.00010369,0.00010132,0.00010148,647479788.43749101,66257.6003981308100678
1663246800,2022-09-15 13:00:00,WIN/USDT,0.00010345,0.00010354,0.00010295,0.00010345,339358416.79348322,35062.1231809678782301
1663243200,2022-09-15 12:00:00,WIN/USDT,0.00010378,0.00010413,0.00010345,0.00010345,475492890.6490462,49329.4755244549615766
1663239600,2022-09-15 11:00:00,WIN/USDT,0.00010361,0.00010392,0.00010348,0.00010371,188773511.59195756,19579.7134579048562982
1663236000,2022-09-15 10:00:00,WIN/USDT,0.00010385,0.00010402,0.0001035,0.00010365,271348558.75862519,28158.1064787068083998
1663232400,2022-09-15 09:00:00,WIN/USDT,0.00010412,0.00010421,0.00010362,0.00010371,297579256.57283646,30930.9037651347752726
1663228800,2022-09-15 08:00:00,WIN/USDT,0.00010463,0.00010471,0.00010382,0.00010406,603231764.06737035,62821.7076025294541435
1663225200,2022-09-15 07:00:00,WIN/USDT,0.00010416,0.00010557,0.00010396,0.00010471,791005166.96966508,82833.7825124973536384
1663221600,2022-09-15 06:00:00,WIN/USDT,0.00010331,0.00010457,0.00010205,0.00010417,1025292799.2386117,105913.7177794763101797
1663218000,2022-09-15 05:00:00,WIN/USDT,0.00010261,0.00010358,0.00010243,0.0001033,530148607.3161116,54488.6800340006499774
1663214400,2022-09-15 04:00:00,WIN/USDT,0.0001026,0.00010279,0.00010197,0.00010258,403319910.04599388,41292.5149877676016452
1663210800,2022-09-15 03:00:00,WIN/USDT,0.00010286,0.00010299,0.00010214,0.00010261,494249245.53482813,50692.0692151210071888
1663207200,2022-09-15 02:00:00,WIN/USDT,0.0001036,0.00010368,0.00010242,0.00010292,670624462.9612549,69054.7495881813684918
1663203600,2022-09-15 01:00:00,WIN/USDT,0.00010342,0.00010366,0.00010281,0.00010358,331653801.4014,34307.282828568637
1663200000,2022-09-15 00:00:00,WIN/USDT,0.00010401,0.00010406,0.00010304,0.00010342,484222628.50266801,50172.245083230126438
1663196400,2022-09-14 23:00:00,WIN/USDT,0.00010403,0.00010424,0.00010369,0.00010403,324607196.67548534,33729.1737837166124726
1663192800,2022-09-14 22:00:00,WIN/USDT,0.00010407,0.00010439,0.00010367,0.000104,354565107.51288218,36891.5832298956796556
1663189200,2022-09-14 21:00:00,WIN/USDT,0.00010364,0.00010416,0.00010311,0.00010408,382380756.82378555,39584.7935068426081521
1663185600,2022-09-14 20:00:00,WIN/USDT,0.0001037,0.00010391,0.00010329,0.00010358,416151106.84391966,43151.6610536019872347
1663182000,2022-09-14 19:00:00,WIN/USDT,0.00010322,0.00010377,0.00010303,0.0001037,776429124.13423159,80359.8360794871874209
1663178400,2022-09-14 18:00:00,WIN/USDT,0.00010411,0.00010423,0.0001028,0.00010323,698295547.58826425,72262.7346469053665338
1663174800,2022-09-14 17:00:00,WIN/USDT,0.00010418,0.00010489,0.00010408,0.00010409,564507373.87436167,58907.1719402709510045
1663171200,2022-09-14 16:00:00,WIN/USDT,0.00010473,0.00010491,0.00010362,0.00010418,907633396.70170517,94709.4517218235504895
