https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ANKR,Volume USDT
1663459200,2022-09-18 00:00:00,ANKR/USDT,0.03455,0.03455,0.03405,0.03418,382944.54865949,13083.967034166661
1663372800,2022-09-17 00:00:00,ANKR/USDT,0.03304,0.03553,0.03304,0.03452,6171429.07930305,211401.7118700484357
1663286400,2022-09-16 00:00:00,ANKR/USDT,0.0328,0.03388,0.03231,0.03305,3054300.59268544,101263.2265743828798
1663200000,2022-09-15 00:00:00,ANKR/USDT,0.03436,0.03446,0.03228,0.0328,6248228.39420899,209268.6625918326008
1663113600,2022-09-14 00:00:00,ANKR/USDT,0.03368,0.03473,0.03346,0.03439,4854697.38534419,165764.8094731036069
1663027200,2022-09-13 00:00:00,ANKR/USDT,0.0374,0.03837,0.03359,0.03374,8416416.64664911,303480.7177901170665
1662940800,2022-09-12 00:00:00,ANKR/USDT,0.03799,0.03882,0.03691,0.03753,6160918.51061101,233682.0305680899996
1662854400,2022-09-11 00:00:00,ANKR/USDT,0.03797,0.03881,0.03665,0.03803,5212450.51403681,196933.2220948524648
1662768000,2022-09-10 00:00:00,ANKR/USDT,0.03897,0.0392,0.03722,0.03797,4437600.09624759,168326.1383520032778
1662681600,2022-09-09 00:00:00,ANKR/USDT,0.03543,0.04032,0.03518,0.03892,16197683.16894412,611656.8858373173199
1662595200,2022-09-08 00:00:00,ANKR/USDT,0.0346,0.0372,0.03314,0.03538,10855337.06499953,380333.5802123605703
1662508800,2022-09-07 00:00:00,ANKR/USDT,0.03332,0.03465,0.03207,0.0346,4888395.75411929,162826.6745795263276
1662422400,2022-09-06 00:00:00,ANKR/USDT,0.03557,0.0375,0.03294,0.03329,10143791.97688456,360720.7166154443013
1662336000,2022-09-05 00:00:00,ANKR/USDT,0.03573,0.03644,0.03417,0.03547,8679357.81068358,306099.8569636964586
1662249600,2022-09-04 00:00:00,ANKR/USDT,0.03446,0.03783,0.03435,0.03574,10760336.37142718,385408.992065541626
1662163200,2022-09-03 00:00:00,ANKR/USDT,0.03435,0.03462,0.03397,0.03445,1584419.61066258,54377.3886493840063
1662076800,2022-09-02 00:00:00,ANKR/USDT,0.0351,0.03563,0.03382,0.03436,14162806.81955676,493208.6159266518696
1661990400,2022-09-01 00:00:00,ANKR/USDT,0.03538,0.03562,0.03347,0.03504,4585985.71461859,158323.5312079522009
1661904000,2022-08-31 00:00:00,ANKR/USDT,0.0353,0.03669,0.03502,0.03538,6230853.04731484,223133.0225732246552
1661817600,2022-08-30 00:00:00,ANKR/USDT,0.03681,0.03859,0.03427,0.03519,6355391.28503406,229427.5264222902944
1661731200,2022-08-29 00:00:00,ANKR/USDT,0.03563,0.03711,0.03497,0.03682,7308756.01210155,264191.9301485809424
1661644800,2022-08-28 00:00:00,ANKR/USDT,0.03595,0.0395,0.03542,0.03562,16068924.91337642,600927.7253263459503
1661558400,2022-08-27 00:00:00,ANKR/USDT,0.03707,0.03782,0.03527,0.0359,6896665.38601426,252776.8136221122212
1661472000,2022-08-26 00:00:00,ANKR/USDT,0.041,0.04271,0.03632,0.0371,20467630.09130109,825993.3739928537188
1661385600,2022-08-25 00:00:00,ANKR/USDT,0.04018,0.04463,0.03956,0.04105,40587162.74305958,1683930.708460512929
1661299200,2022-08-24 00:00:00,ANKR/USDT,0.03751,0.04493,0.03596,0.04022,39491976.27911217,1609572.913266392188
1661212800,2022-08-23 00:00:00,ANKR/USDT,0.03709,0.03756,0.03542,0.0375,5283437.2293272,193392.2614503464596
1661126400,2022-08-22 00:00:00,ANKR/USDT,0.03817,0.03825,0.0353,0.03709,11349560.97132965,413132.5451171002449
1661040000,2022-08-21 00:00:00,ANKR/USDT,0.03768,0.03889,0.03709,0.03827,8066557.29537062,306803.7987774283955
1660953600,2022-08-20 00:00:00,ANKR/USDT,0.03864,0.04116,0.03642,0.0377,12664971.82220647,494849.5553502214938
1660867200,2022-08-19 00:00:00,ANKR/USDT,0.04442,0.04623,0.03802,0.03862,18629875.57039944,770531.1900697617549
1660780800,2022-08-18 00:00:00,ANKR/USDT,0.0467,0.04813,0.04405,0.04437,10049361.9805951,460982.6758048859673
1660694400,2022-08-17 00:00:00,ANKR/USDT,0.05109,0.05289,0.0463,0.0467,15658394.79241554,779096.3232957727161
1660608000,2022-08-16 00:00:00,ANKR/USDT,0.04862,0.05366,0.04657,0.05113,21914067.98282333,1099791.9971987232169
1660521600,2022-08-15 00:00:00,ANKR/USDT,0.0486,0.05043,0.04452,0.04864,30445291.30174149,1463449.033018647073
1660435200,2022-08-14 00:00:00,ANKR/USDT,0.04503,0.05359,0.04428,0.04854,36384823.36063772,1807740.8942719629751
1660348800,2022-08-13 00:00:00,ANKR/USDT,0.04833,0.04845,0.04451,0.04506,17796095.47975942,820833.2063049701716
1660262400,2022-08-12 00:00:00,ANKR/USDT,0.05202,0.05787,0.04739,0.04843,53931224.63962101,2717099.6570637413785
1660176000,2022-08-11 00:00:00,ANKR/USDT,0.03533,0.06,0.03449,0.05186,103490314.84694324,4951559.5379624094556
1660089600,2022-08-10 00:00:00,ANKR/USDT,0.03153,0.0354,0.03082,0.03539,15977491.31639777,532410.0091805360901
1660003200,2022-08-09 00:00:00,ANKR/USDT,0.03325,0.03558,0.03062,0.03165,15569855.9194667,501933.9873670163147
1659916800,2022-08-08 00:00:00,ANKR/USDT,0.03315,0.03423,0.03254,0.03329,6164438.59715851,206011.2473032891185
1659830400,2022-08-07 00:00:00,ANKR/USDT,0.03266,0.03369,0.03215,0.03312,2384163.59188501,78707.9386187796447
1659744000,2022-08-06 00:00:00,ANKR/USDT,0.03363,0.0337,0.03255,0.03269,1275975.58208203,42461.781673278104
1659657600,2022-08-05 00:00:00,ANKR/USDT,0.0322,0.03365,0.03189,0.03351,3139466.04314535,102797.7023363805806
1659571200,2022-08-04 00:00:00,ANKR/USDT,0.03149,0.03293,0.03146,0.0322,6317432.58296061,203585.0579594419734
1659484800,2022-08-03 00:00:00,ANKR/USDT,0.03151,0.0329,0.03001,0.03149,10295000.77584773,329066.1875472484423
1659398400,2022-08-02 00:00:00,ANKR/USDT,0.03185,0.03358,0.0296,0.03147,4843593.56081501,152648.1499708119219
1659312000,2022-08-01 00:00:00,ANKR/USDT,0.0302,0.03304,0.03007,0.03187,7653395.85950299,241888.3726207073502
1659225600,2022-07-31 00:00:00,ANKR/USDT,0.02976,0.03276,0.0296,0.0302,6071912.00371416,188891.2996827777764
1659139200,2022-07-30 00:00:00,ANKR/USDT,0.02977,0.03158,0.02936,0.0298,4599457.16257168,140587.3543881222102
1659052800,2022-07-29 00:00:00,ANKR/USDT,0.02999,0.03057,0.02902,0.02976,3715432.17772913,111133.1190490762479
1658966400,2022-07-28 00:00:00,ANKR/USDT,0.02877,0.03056,0.02819,0.02999,3888206.76210328,113993.712157200846
1658880000,2022-07-27 00:00:00,ANKR/USDT,0.0269,0.02877,0.02436,0.02877,6604970.67158522,179645.4860565316974
1658793600,2022-07-26 00:00:00,ANKR/USDT,0.02674,0.02695,0.02582,0.02695,2443883.87449221,64483.8936295490339
1658707200,2022-07-25 00:00:00,ANKR/USDT,0.02892,0.02905,0.02668,0.02674,2506619.84840156,69682.8068202403433
1658620800,2022-07-24 00:00:00,ANKR/USDT,0.0291,0.02959,0.02862,0.02882,2019163.77275371,58812.5811669663457
1658534400,2022-07-23 00:00:00,ANKR/USDT,0.02882,0.02955,0.02805,0.02897,1893721.59993531,54355.4535823726308
1658448000,2022-07-22 00:00:00,ANKR/USDT,0.03001,0.03066,0.02853,0.02881,1719284.58713934,51110.5833494338861
1658361600,2022-07-21 00:00:00,ANKR/USDT,0.03005,0.03072,0.02859,0.02996,2406725.55854128,71120.6722443438528
1658275200,2022-07-20 00:00:00,ANKR/USDT,0.03152,0.03621,0.02986,0.03007,11473433.136238,375523.0108924631316
1658188800,2022-07-19 00:00:00,ANKR/USDT,0.02919,0.0326,0.02839,0.03159,10635652.35353278,325841.6904626258758
1658102400,2022-07-18 00:00:00,ANKR/USDT,0.02744,0.0294,0.02736,0.02916,4451100.13939843,128142.7445087621572
1658016000,2022-07-17 00:00:00,ANKR/USDT,0.02787,0.0286,0.02726,0.02741,2889340.05304,80429.3460951510642
1657929600,2022-07-16 00:00:00,ANKR/USDT,0.02735,0.02808,0.02644,0.02773,7859564.49594575,213204.8208772963159
1657843200,2022-07-15 00:00:00,ANKR/USDT,0.02711,0.02784,0.02674,0.02725,2507380.29374332,68209.2762712026576
1657756800,2022-07-14 00:00:00,ANKR/USDT,0.02672,0.02731,0.02585,0.02703,1971906.95702327,52704.8538527172359
1657670400,2022-07-13 00:00:00,ANKR/USDT,0.02587,0.02717,0.02489,0.02672,4143032.67160338,107577.2967751011753
1657584000,2022-07-12 00:00:00,ANKR/USDT,0.02641,0.02732,0.02582,0.02584,2183749.56752928,58275.0675604089168
1657497600,2022-07-11 00:00:00,ANKR/USDT,0.02852,0.03022,0.02617,0.02654,6609575.19094703,183769.1162532910564
1657411200,2022-07-10 00:00:00,ANKR/USDT,0.03005,0.0301,0.02819,0.02854,1636316.48439191,47310.8925316888066
1657324800,2022-07-09 00:00:00,ANKR/USDT,0.02895,0.03048,0.02895,0.03006,1540530.09744882,45851.1432427568179
1657238400,2022-07-08 00:00:00,ANKR/USDT,0.02949,0.03008,0.02845,0.02896,3480670.85053867,101426.4891319670943
1657152000,2022-07-07 00:00:00,ANKR/USDT,0.02826,0.0302,0.02794,0.02951,3404064.50534832,98716.6943589253287
1657065600,2022-07-06 00:00:00,ANKR/USDT,0.02761,0.02858,0.02746,0.02823,1429303.99593321,40089.2776765618357
1656979200,2022-07-05 00:00:00,ANKR/USDT,0.02833,0.02864,0.0269,0.0276,2715027.08558674,75015.334757292969
1656892800,2022-07-04 00:00:00,ANKR/USDT,0.02761,0.02847,0.0267,0.02835,1639928.12130025,45419.7866358003996
1656806400,2022-07-03 00:00:00,ANKR/USDT,0.02777,0.02801,0.02683,0.02765,1012049.95302562,27672.2518208591148
1656720000,2022-07-02 00:00:00,ANKR/USDT,0.02715,0.0286,0.02681,0.02775,4366679.48957766,121051.4418191073098
1656633600,2022-07-01 00:00:00,ANKR/USDT,0.02767,0.02821,0.02628,0.02717,2145988.12239901,58220.3821660052139
1656547200,2022-06-30 00:00:00,ANKR/USDT,0.02753,0.02779,0.02505,0.02765,5066052.84151175,134069.7412598166054
1656460800,2022-06-29 00:00:00,ANKR/USDT,0.02855,0.02894,0.02713,0.02754,3297702.83968003,92363.7695416500613
1656374400,2022-06-28 00:00:00,ANKR/USDT,0.0303,0.03116,0.02831,0.02856,3672759.09730245,110473.6394363709602
1656288000,2022-06-27 00:00:00,ANKR/USDT,0.02993,0.03185,0.0297,0.03024,4525107.83468657,137538.7610057900153
1656201600,2022-06-26 00:00:00,ANKR/USDT,0.03157,0.03185,0.02985,0.02998,3940465.33000078,122561.8247682693413
1656115200,2022-06-25 00:00:00,ANKR/USDT,0.0317,0.03174,0.03,0.03151,2525594.08947362,78459.7100623786475
1656028800,2022-06-24 00:00:00,ANKR/USDT,0.02985,0.0321,0.02956,0.03164,4944485.22894058,153359.3862470975504
1655942400,2022-06-23 00:00:00,ANKR/USDT,0.02915,0.03212,0.02799,0.02982,4447499.33394542,132715.7007920309585
1655856000,2022-06-22 00:00:00,ANKR/USDT,0.02978,0.0301,0.02776,0.02919,4822932.41702351,138646.3051527138884
1655769600,2022-06-21 00:00:00,ANKR/USDT,0.02926,0.03263,0.0292,0.02974,8615505.12769797,262910.4273376719569
1655683200,2022-06-20 00:00:00,ANKR/USDT,0.02775,0.03085,0.02708,0.0292,10265702.12719435,299463.4293008903013
1655596800,2022-06-19 00:00:00,ANKR/USDT,0.02517,0.02793,0.02405,0.0278,10886873.48414835,283328.7458099539634
1655510400,2022-06-18 00:00:00,ANKR/USDT,0.02684,0.02763,0.02302,0.02515,10578940.25253149,268286.7348623861726
1655424000,2022-06-17 00:00:00,ANKR/USDT,0.02566,0.02801,0.02536,0.02684,8532040.91124776,227936.1195308417109
1655337600,2022-06-16 00:00:00,ANKR/USDT,0.02816,0.02848,0.0251,0.02555,9901790.95109415,263980.1504664125908
1655251200,2022-06-15 00:00:00,ANKR/USDT,0.02624,0.02814,0.02356,0.02814,13968612.07378855,356199.8036464892562
1655164800,2022-06-14 00:00:00,ANKR/USDT,0.02671,0.02761,0.02433,0.0263,9861079.44978681,257776.9809513865718
1655078400,2022-06-13 00:00:00,ANKR/USDT,0.0293,0.03001,0.02473,0.02681,8284454.06178894,221166.7485193841673
1654992000,2022-06-12 00:00:00,ANKR/USDT,0.03196,0.03217,0.02892,0.02927,5155651.18029711,156947.1605586683654
1654905600,2022-06-11 00:00:00,ANKR/USDT,0.03477,0.03566,0.03119,0.03194,3211812.40210733,107901.4589693691144
1654819200,2022-06-10 00:00:00,ANKR/USDT,0.03788,0.03799,0.03457,0.0348,3538035.89481642,127268.1683691748365
1654732800,2022-06-09 00:00:00,ANKR/USDT,0.03824,0.03935,0.03741,0.03789,3499289.79584841,134036.2338029511162
1654646400,2022-06-08 00:00:00,ANKR/USDT,0.03915,0.03975,0.03765,0.03827,4970400.35192476,192223.8711670179741
1654560000,2022-06-07 00:00:00,ANKR/USDT,0.03998,0.04075,0.03661,0.03906,8923012.59224308,342242.1372460221011
1654473600,2022-06-06 00:00:00,ANKR/USDT,0.03871,0.04097,0.0386,0.03999,8697122.39181751,347543.2391900767585
1654387200,2022-06-05 00:00:00,ANKR/USDT,0.0382,0.03971,0.03718,0.03873,3435880.25402118,132217.6873668132653
1654300800,2022-06-04 00:00:00,ANKR/USDT,0.03788,0.03819,0.03655,0.03817,2487463.93307359,93160.8393291924641
1654214400,2022-06-03 00:00:00,ANKR/USDT,0.03947,0.03954,0.03683,0.0379,4762692.52370705,180153.3969793283874
1654128000,2022-06-02 00:00:00,ANKR/USDT,0.03697,0.04132,0.03656,0.03947,7592339.70833403,293344.7674468692328
1654041600,2022-06-01 00:00:00,ANKR/USDT,0.03888,0.04052,0.03577,0.03702,6556414.37906861,253482.4703809140662
