https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IDEX,Volume USDT
1663459200,2022-09-18 00:00:00,IDEX/USDT,0.06653,0.06653,0.06624,0.06624,3031.9297,200.956221118
1663372800,2022-09-17 00:00:00,IDEX/USDT,0.06494,0.06886,0.06494,0.06678,265318.3574,17658.441031603
1663286400,2022-09-16 00:00:00,IDEX/USDT,0.06491,0.06635,0.06404,0.06496,116126.7505,7576.0594739
1663200000,2022-09-15 00:00:00,IDEX/USDT,0.06673,0.06673,0.06478,0.06497,184946.1314,12232.784467662
1663113600,2022-09-14 00:00:00,IDEX/USDT,0.06415,0.07002,0.06415,0.06673,450354.5816,29834.417233107
1663027200,2022-09-13 00:00:00,IDEX/USDT,0.06922,0.0695,0.06405,0.06424,337997.3317,22562.899415681
1662940800,2022-09-12 00:00:00,IDEX/USDT,0.07286,0.07286,0.06804,0.06916,270841.5497,19024.135391553
1662854400,2022-09-11 00:00:00,IDEX/USDT,0.06922,0.08935,0.06841,0.07273,1191319.8128,92382.180996113
1662768000,2022-09-10 00:00:00,IDEX/USDT,0.06787,0.07,0.06717,0.069,98936.7429,6743.36578285
1662681600,2022-09-09 00:00:00,IDEX/USDT,0.06569,0.0695,0.06569,0.06779,96234.2097,6511.034946059
1662595200,2022-09-08 00:00:00,IDEX/USDT,0.06496,0.06841,0.06377,0.06558,205378.9948,13397.199142632
1662508800,2022-09-07 00:00:00,IDEX/USDT,0.06321,0.06917,0.06172,0.06466,399782.8618,25153.271566362
1662422400,2022-09-06 00:00:00,IDEX/USDT,0.06818,0.06862,0.06325,0.06335,103633.5808,6762.718781767
1662336000,2022-09-05 00:00:00,IDEX/USDT,0.06733,0.06921,0.06642,0.06817,52051.9005,3521.787101824
1662249600,2022-09-04 00:00:00,IDEX/USDT,0.06678,0.06797,0.06661,0.06733,18363.8366,1241.184212692
1662163200,2022-09-03 00:00:00,IDEX/USDT,0.06659,0.06708,0.06599,0.06672,51633.9699,3431.063633673
1662076800,2022-09-02 00:00:00,IDEX/USDT,0.0672,0.06861,0.06626,0.0666,140429.2485,9445.315192118
1661990400,2022-09-01 00:00:00,IDEX/USDT,0.06672,0.0674,0.06514,0.06715,149567.3453,9908.603564232
1661904000,2022-08-31 00:00:00,IDEX/USDT,0.06613,0.06917,0.06587,0.06679,234780.2367,15784.00932903
1661817600,2022-08-30 00:00:00,IDEX/USDT,0.06706,0.07053,0.0651,0.06601,171510.1599,11432.26628501
1661731200,2022-08-29 00:00:00,IDEX/USDT,0.06459,0.07087,0.06426,0.06696,149696.3061,10013.937040014
1661644800,2022-08-28 00:00:00,IDEX/USDT,0.06742,0.06742,0.06433,0.06433,123665.7469,8131.634608719
1661558400,2022-08-27 00:00:00,IDEX/USDT,0.06514,0.07624,0.06514,0.06724,620533.2906,44308.745800414
1661472000,2022-08-26 00:00:00,IDEX/USDT,0.07016,0.07016,0.06499,0.06499,46817.5997,3123.588975953
1661385600,2022-08-25 00:00:00,IDEX/USDT,0.07053,0.07234,0.06977,0.07025,117693.9909,8347.615876265
1661299200,2022-08-24 00:00:00,IDEX/USDT,0.06931,0.07184,0.06842,0.07022,124781.8991,8797.738593505
1661212800,2022-08-23 00:00:00,IDEX/USDT,0.06859,0.07053,0.06713,0.06934,105456.3097,7289.789800424
1661126400,2022-08-22 00:00:00,IDEX/USDT,0.07066,0.07066,0.06634,0.06859,137883.4771,9454.577591451
1661040000,2022-08-21 00:00:00,IDEX/USDT,0.06975,0.07202,0.06915,0.07082,76830.0238,5439.604278511
1660953600,2022-08-20 00:00:00,IDEX/USDT,0.0672,0.07346,0.0672,0.06941,199376.092,14136.624719513
1660867200,2022-08-19 00:00:00,IDEX/USDT,0.07404,0.07485,0.06646,0.06694,467646.0263,32691.391297599
1660780800,2022-08-18 00:00:00,IDEX/USDT,0.07815,0.07897,0.07408,0.07409,155455.0026,12050.111383132
1660694400,2022-08-17 00:00:00,IDEX/USDT,0.0827,0.08354,0.07725,0.07814,421134.6312,34110.166357347
1660608000,2022-08-16 00:00:00,IDEX/USDT,0.07983,0.08669,0.07934,0.08255,843893.2816,70733.820527999
1660521600,2022-08-15 00:00:00,IDEX/USDT,0.08144,0.08251,0.07845,0.07933,96796.7567,7758.064258079
1660435200,2022-08-14 00:00:00,IDEX/USDT,0.08279,0.086,0.08127,0.08131,989290.8092,83454.724740653
1660348800,2022-08-13 00:00:00,IDEX/USDT,0.08281,0.08451,0.08178,0.08314,353324.0779,29481.384325547
1660262400,2022-08-12 00:00:00,IDEX/USDT,0.08179,0.0838,0.07777,0.08305,226701.4767,18600.28181703
1660176000,2022-08-11 00:00:00,IDEX/USDT,0.08333,0.08589,0.08159,0.08179,361139.3014,30469.680571564
1660089600,2022-08-10 00:00:00,IDEX/USDT,0.08277,0.08831,0.0804,0.08354,1080291.9682,90195.096142954
1660003200,2022-08-09 00:00:00,IDEX/USDT,0.09022,0.10735,0.08197,0.08288,2924818.52961853,273607.7603481407102
1659916800,2022-08-08 00:00:00,IDEX/USDT,0.07956,0.09643,0.07931,0.09054,1743419.5781,157790.682686682
1659830400,2022-08-07 00:00:00,IDEX/USDT,0.07786,0.0824,0.07785,0.079,166314.7215,13296.928931839
1659744000,2022-08-06 00:00:00,IDEX/USDT,0.07801,0.0824,0.0776,0.07783,579943.5108,45868.298854604
1659657600,2022-08-05 00:00:00,IDEX/USDT,0.07685,0.07861,0.07582,0.07798,117705.8692,9130.39023173
1659571200,2022-08-04 00:00:00,IDEX/USDT,0.07661,0.0778,0.07593,0.07671,389279.7026,30015.326414125
1659484800,2022-08-03 00:00:00,IDEX/USDT,0.07661,0.07876,0.07534,0.07639,136113.5605,10501.023976993
1659398400,2022-08-02 00:00:00,IDEX/USDT,0.08006,0.0811,0.0748,0.07692,162304.8163,12472.59074653
1659312000,2022-08-01 00:00:00,IDEX/USDT,0.07975,0.08247,0.07697,0.08,378220.3529,29860.181441456
1659225600,2022-07-31 00:00:00,IDEX/USDT,0.07756,0.089,0.07756,0.07981,898409.8879,74581.013399046
1659139200,2022-07-30 00:00:00,IDEX/USDT,0.07891,0.08334,0.07698,0.07698,1143639.8368,91612.668860191
1659052800,2022-07-29 00:00:00,IDEX/USDT,0.07537,0.08228,0.07522,0.07886,1700551.0578,133307.197032506
1658966400,2022-07-28 00:00:00,IDEX/USDT,0.07377,0.07657,0.07297,0.07532,267811.7802,19979.198053761
1658880000,2022-07-27 00:00:00,IDEX/USDT,0.06975,0.0798,0.06897,0.07367,486714.0656,34646.884869924
1658793600,2022-07-26 00:00:00,IDEX/USDT,0.07044,0.07063,0.06738,0.0697,328189.9891,22755.447515754
1658707200,2022-07-25 00:00:00,IDEX/USDT,0.0732,0.07917,0.06963,0.07063,1053732.6703,79503.267979049
