https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND3S,Volume USDT
1660694400,2022-08-17 00:00:00,SAND3S/USDT,0.007806,0.009058,0.007013,0.008747,23095871.89998167,188548.73527503263189
1660608000,2022-08-16 00:00:00,SAND3S/USDT,0.007148,0.008,0.006933,0.007798,16180127.39222268,122126.12733485229747
1660521600,2022-08-15 00:00:00,SAND3S/USDT,0.006761,0.007654,0.005888,0.007236,30719838.09185589,211233.03491064110124
1660435200,2022-08-14 00:00:00,SAND3S/USDT,0.007033,0.0073,0.00553,0.006719,39949545.198361,255648.90530218106081
1660348800,2022-08-13 00:00:00,SAND3S/USDT,0.006915,0.007199,0.006038,0.00704,28631428.10714533,193710.1957073003071
1660262400,2022-08-12 00:00:00,SAND3S/USDT,0.007074,0.007632,0.00689,0.006985,18446426.06493837,132457.32424884091664
1660176000,2022-08-11 00:00:00,SAND3S/USDT,0.006771,0.007345,0.006378,0.007067,24342935.56663963,166467.35973448642479
1660089600,2022-08-10 00:00:00,SAND3S/USDT,0.007739,0.008308,0.006667,0.006764,19764279.50493607,145512.9128257452994
1660003200,2022-08-09 00:00:00,SAND3S/USDT,0.006866,0.008142,0.006318,0.00773,16487069.50838578,118936.50867513558921
1659916800,2022-08-08 00:00:00,SAND3S/USDT,0.007378,0.007449,0.006199,0.006844,15721599.05578833,104520.98010727019468
1659830400,2022-08-07 00:00:00,SAND3S/USDT,0.00737,0.007825,0.006936,0.007378,16030935.40923801,116979.01922884882655
1659744000,2022-08-06 00:00:00,SAND3S/USDT,0.006888,0.007481,0.0066,0.00738,19491995.24993657,136506.64693138838304
1659657600,2022-08-05 00:00:00,SAND3S/USDT,0.007834,0.00795,0.006819,0.006911,22719660.05499119,166580.78752726211092
1659571200,2022-08-04 00:00:00,SAND3S/USDT,0.00866,0.0087,0.0069,0.007833,21811549.44652304,172949.85232774206926
1659484800,2022-08-03 00:00:00,SAND3S/USDT,0.008532,0.009199,0.007638,0.00865,41450777.10376237,346352.17308592312179
1659398400,2022-08-02 00:00:00,SAND3S/USDT,0.007681,0.008969,0.007145,0.00849,53965940.50987483,445210.7525131091268
1659312000,2022-08-01 00:00:00,SAND3S/USDT,0.007903,0.008445,0.007139,0.007648,46586084.89158898,366147.59617909700555
1659225600,2022-07-31 00:00:00,SAND3S/USDT,0.007448,0.008,0.006518,0.007784,30170970.85688314,218585.04637170357539
1659139200,2022-07-30 00:00:00,SAND3S/USDT,0.007425,0.007766,0.00598,0.007322,40475678.04211232,277770.77530635462741
1659052800,2022-07-29 00:00:00,SAND3S/USDT,0.007041,0.008051,0.006231,0.007499,34209857.60185152,245923.33893474111225
1658966400,2022-07-28 00:00:00,SAND3S/USDT,0.007762,0.008724,0.006406,0.006999,40897005.4357456,316210.7220807589542
1658880000,2022-07-27 00:00:00,SAND3S/USDT,0.011609,0.01266,0.007733,0.007777,29228765.9925595,296515.34411728001351
1658793600,2022-07-26 00:00:00,SAND3S/USDT,0.011377,0.013193,0.011137,0.011651,35714991.21710785,432357.28631707561201
1658707200,2022-07-25 00:00:00,SAND3S/USDT,0.008596,0.011422,0.008432,0.011349,32036665.06575021,316151.95719250884591
1658620800,2022-07-24 00:00:00,SAND3S/USDT,0.008434,0.00886,0.007727,0.008537,21974998.57338328,183787.27393021134717
1658534400,2022-07-23 00:00:00,SAND3S/USDT,0.008796,0.009496,0.007823,0.008446,57734686.41007854,494034.31069393343299
1658448000,2022-07-22 00:00:00,SAND3S/USDT,0.007897,0.008995,0.00698,0.008856,58566896.9573233,463295.33429406364925
1658361600,2022-07-21 00:00:00,SAND3S/USDT,0.008966,0.010019,0.007627,0.007912,69694323.39842026,602338.62788537213685
1658275200,2022-07-20 00:00:00,SAND3S/USDT,0.007421,0.009446,0.006261,0.008976,88964083.37047397,697924.53276317963226
1658188800,2022-07-19 00:00:00,SAND3S/USDT,0.008294,0.008945,0.006614,0.007421,85779723.22165054,651107.995865000942
1658102400,2022-07-18 00:00:00,SAND3S/USDT,0.015219,0.0153,0.007773,0.008461,57545831.2686921,574560.32422959631629
1658016000,2022-07-17 00:00:00,SAND3S/USDT,0.012894,0.015322,0.012564,0.015191,24671416.22666663,344738.94504043644332
1657929600,2022-07-16 00:00:00,SAND3S/USDT,0.014509,0.015007,0.012575,0.012933,22354223.39368502,306734.29259681977512
1657843200,2022-07-15 00:00:00,SAND3S/USDT,0.014597,0.015887,0.013645,0.014728,14271518.22559725,213246.89278591395834
1657756800,2022-07-14 00:00:00,SAND3S/USDT,0.016083,0.018291,0.014079,0.014647,22347108.53905636,360184.12995603507804
1657670400,2022-07-13 00:00:00,SAND3S/USDT,0.020263,0.022938,0.016,0.016222,29582322.90979808,557622.43969149873487
1657584000,2022-07-12 00:00:00,SAND3S/USDT,0.019984,0.020341,0.017024,0.020041,29336507.46700969,557207.84295162788845
1657497600,2022-07-11 00:00:00,SAND3S/USDT,0.01729,0.021287,0.017102,0.019894,33235170.97021284,625038.18773967040113
1657411200,2022-07-10 00:00:00,SAND3S/USDT,0.014842,0.01786,0.014688,0.01713,22695711.20906006,377971.35908954446636
1657324800,2022-07-09 00:00:00,SAND3S/USDT,0.015207,0.0154,0.014227,0.0148,13207998.83000553,194079.0171883518523
1657238400,2022-07-08 00:00:00,SAND3S/USDT,0.013146,0.015658,0.012368,0.015041,25450939.60228456,365529.15026175957961
1657152000,2022-07-07 00:00:00,SAND3S/USDT,0.013849,0.014866,0.012342,0.013263,35821144.9224286,480636.62077780523423
1657065600,2022-07-06 00:00:00,SAND3S/USDT,0.01736,0.019155,0.013172,0.013944,59603342.54166501,897857.66978906599935
1656979200,2022-07-05 00:00:00,SAND3S/USDT,0.016706,0.02076,0.015608,0.017481,61828194.64668465,1127447.93465213105251
1656892800,2022-07-04 00:00:00,SAND3S/USDT,0.030206,0.030715,0.016243,0.016843,56765184.41257498,1173295.47248732064858
1656806400,2022-07-03 00:00:00,SAND3S/USDT,0.030001,0.033061,0.029164,0.029966,17686543.81918178,550333.34571588461167
1656720000,2022-07-02 00:00:00,SAND3S/USDT,0.028526,0.033408,0.027481,0.030196,18968706.52331723,586014.85129071162358
1656633600,2022-07-01 00:00:00,SAND3S/USDT,0.024713,0.029426,0.020971,0.028385,40584812.6234156,1052598.27524644016815
1656547200,2022-06-30 00:00:00,SAND3S/USDT,0.029433,0.038919,0.023591,0.02473,27768822.97874637,877620.58689394023841
1656460800,2022-06-29 00:00:00,SAND3S/USDT,0.027874,0.032415,0.026255,0.029158,16887062.82321583,490238.41115966326927
1656374400,2022-06-28 00:00:00,SAND3S/USDT,0.021901,0.029057,0.019645,0.027783,16165845.69104213,392808.46641436198497
1656288000,2022-06-27 00:00:00,SAND3S/USDT,0.022456,0.024303,0.017534,0.022172,21194776.23982286,446681.86594352947546
1656201600,2022-06-26 00:00:00,SAND3S/USDT,0.018759,0.0231,0.015489,0.022779,40237931.22328672,762442.16119171867376
1656115200,2022-06-25 00:00:00,SAND3S/USDT,0.034907,0.036496,0.0165,0.018515,26634053.67734411,560282.39832221559981
1656028800,2022-06-24 00:00:00,SAND3S/USDT,0.046788,0.046997,0.032084,0.034648,5960168.82936888,227271.14258768983008
1655942400,2022-06-23 00:00:00,SAND3S/USDT,0.062262,0.062607,0.044561,0.047,6172353.54238733,318719.35233391146426
1655856000,2022-06-22 00:00:00,SAND3S/USDT,0.069091,0.078668,0.045137,0.062285,6915652.2630429,432879.01484765211602
1655769600,2022-06-21 00:00:00,SAND3S/USDT,0.079554,0.083401,0.053735,0.06834,4227672.27176013,282579.25059431381886
1655683200,2022-06-20 00:00:00,SAND3S/USDT,0.084684,0.098491,0.073892,0.079321,4240941.40238826,357880.74110830428758
1655596800,2022-06-19 00:00:00,SAND3S/USDT,0.107301,0.123256,0.079826,0.083964,3924728.3210492,394349.98194727821826
1655510400,2022-06-18 00:00:00,SAND3S/USDT,0.090186,0.12784,0.085896,0.107259,4730417.61109461,514052.53403666883769
1655424000,2022-06-17 00:00:00,SAND3S/USDT,0.099341,0.102999,0.079384,0.089754,3205561.95805033,288111.19719478965762
1655337600,2022-06-16 00:00:00,SAND3S/USDT,0.07116,0.107441,0.068,0.099381,6131826.53943179,552668.03315242973079
1655251200,2022-06-15 00:00:00,SAND3S/USDT,0.095321,0.124768,0.069704,0.07116,7560105.64880789,760811.15256266153577
1655164800,2022-06-14 00:00:00,SAND3S/USDT,0.107646,0.140725,0.070058,0.09531,6699213.6609149,654365.34250602053202
1655078400,2022-06-13 00:00:00,SAND3S/USDT,0.088937,0.130561,0.086201,0.107647,9615539.31662918,1078720.31793020843343
1654992000,2022-06-12 00:00:00,SAND3S/USDT,0.065467,0.088899,0.062982,0.088899,8020574.07340047,629018.23269018333765
1654905600,2022-06-11 00:00:00,SAND3S/USDT,0.05103,0.068744,0.048093,0.065175,4671231.19516986,278271.9156830917705
1654819200,2022-06-10 00:00:00,SAND3S/USDT,0.041978,0.051033,0.0407,0.050316,4578995.28779236,213837.1109227214205
1654732800,2022-06-09 00:00:00,SAND3S/USDT,0.041462,0.044378,0.038618,0.041558,2929997.75575875,119425.3342318900461
1654646400,2022-06-08 00:00:00,SAND3S/USDT,0.039492,0.04289,0.037735,0.0413,3905883.97221096,157624.50599217869541
1654560000,2022-06-07 00:00:00,SAND3S/USDT,0.0371,0.044624,0.036792,0.039598,8464379.20598538,346906.96102379559329
1654473600,2022-06-06 00:00:00,SAND3S/USDT,0.041741,0.042345,0.032354,0.036737,8114370.3745427,296724.05535172455785
1654387200,2022-06-05 00:00:00,SAND3S/USDT,0.042125,0.045565,0.040527,0.041624,3168140.24263757,135760.95239387872866
1654300800,2022-06-04 00:00:00,SAND3S/USDT,0.04226,0.046749,0.041104,0.042124,2543443.8445612,110715.32125543046759
1654214400,2022-06-03 00:00:00,SAND3S/USDT,0.036784,0.045428,0.036711,0.04264,5011483.14344624,211306.87941901169406
1654128000,2022-06-02 00:00:00,SAND3S/USDT,0.041018,0.043592,0.035765,0.036754,4388905.45632993,177037.70076460544025
1654041600,2022-06-01 00:00:00,SAND3S/USDT,0.032098,0.043369,0.031654,0.040746,5867101.51789918,220678.96857896626948
1653955200,2022-05-31 00:00:00,SAND3S/USDT,0.033434,0.037247,0.027653,0.032181,5849099.97376324,189223.26767125279303
1653868800,2022-05-30 00:00:00,SAND3S/USDT,0.046863,0.048564,0.030284,0.033466,4653429.54978119,179305.27939731542759
1653782400,2022-05-29 00:00:00,SAND3S/USDT,0.048193,0.054215,0.046351,0.046682,3216013.25093282,159761.77442587731181
1653696000,2022-05-28 00:00:00,SAND3S/USDT,0.049183,0.051855,0.04446,0.048179,4957082.55638666,237887.13438834122044
1653609600,2022-05-27 00:00:00,SAND3S/USDT,0.043027,0.053715,0.040942,0.04959,10950091.18047796,525341.71297499725511
1653523200,2022-05-26 00:00:00,SAND3S/USDT,0.040969,0.052335,0.030011,0.043027,23357310.37144566,955719.23549578130831
1653436800,2022-05-25 00:00:00,SAND3S/USDT,0.050404,0.0592,0.038002,0.040969,6606436.04270282,319357.13349489407528
1653350400,2022-05-24 00:00:00,SAND3S/USDT,0.052468,0.0615,0.047783,0.050189,3932608.78224989,211826.20967408790691
1653264000,2022-05-23 00:00:00,SAND3S/USDT,0.044493,0.054661,0.036899,0.052236,3378496.7801635,148769.98547473101055
1653177600,2022-05-22 00:00:00,SAND3S/USDT,0.050021,0.051999,0.042839,0.044215,2404550.16373149,113346.10156131987596
1653091200,2022-05-21 00:00:00,SAND3S/USDT,0.058335,0.062494,0.047979,0.050321,2344887.84445779,126491.26318224201008
1653004800,2022-05-20 00:00:00,SAND3S/USDT,0.053903,0.065,0.044603,0.058326,4021954.67438946,226805.73622863870977
1652918400,2022-05-19 00:00:00,SAND3S/USDT,0.074111,0.0856,0.047279,0.055463,3657274.22061582,241310.76147899648628
1652832000,2022-05-18 00:00:00,SAND3S/USDT,0.054603,0.077645,0.051222,0.075649,2958653.28451556,200701.17135470470047
1652745600,2022-05-17 00:00:00,SAND3S/USDT,0.062136,0.06745,0.049597,0.054725,2301957.05611065,134187.60797916705308
1652659200,2022-05-16 00:00:00,SAND3S/USDT,0.047591,0.068158,0.047591,0.064409,2157355.73846085,131936.75791741378176
1652572800,2022-05-15 00:00:00,SAND3S/USDT,0.051253,0.064488,0.047198,0.047472,1534349.67299653,87781.19331996378825
1652486400,2022-05-14 00:00:00,SAND3S/USDT,0.085849,0.086751,0.040346,0.051545,6313145.6611249,380519.91114888828038
1652400000,2022-05-13 00:00:00,SAND3S/USDT,0.190348,0.198488,0.054556,0.087411,5120282.00556227,456687.18076107482148
1652313600,2022-05-12 00:00:00,SAND3S/USDT,0.131224,0.233263,0.102101,0.190348,8635901.10751716,1479924.87130863761776
1652227200,2022-05-11 00:00:00,SAND3S/USDT,0.076109,0.171151,0.067167,0.131224,13317348.49110415,1557214.21100576173827
1652140800,2022-05-10 00:00:00,SAND3S/USDT,0.077712,0.088,0.049381,0.075816,9538639.85236953,648370.37958442899909
1652054400,2022-05-09 00:00:00,SAND3S/USDT,0.053851,0.077998,0.051062,0.076515,9522091.55678302,630804.14083900238644
1651968000,2022-05-08 00:00:00,SAND3S/USDT,0.059211,0.064165,0.049651,0.054029,7073606.63492885,401853.55758688702198
1651881600,2022-05-07 00:00:00,SAND3S/USDT,0.050865,0.064096,0.050292,0.059555,4393352.06589494,244282.17548191372316
1651795200,2022-05-06 00:00:00,SAND3S/USDT,0.046923,0.056501,0.045381,0.051046,6704339.95826045,341231.22472846608539
1651708800,2022-05-05 00:00:00,SAND3S/USDT,0.033678,0.050008,0.032878,0.046831,9536106.17884622,409002.47735759801606
1651622400,2022-05-04 00:00:00,SAND3S/USDT,0.059388,0.060369,0.033159,0.034078,7076712.3843861,333864.90210514085206
1651536000,2022-05-03 00:00:00,SAND3S/USDT,0.060737,0.064489,0.044379,0.059273,7576214.13397796,431753.06509966177017
1651449600,2022-05-02 00:00:00,SAND3S/USDT,0.058061,0.068608,0.054555,0.060405,5227203.60838635,324631.00368397932139
1651363200,2022-05-01 00:00:00,SAND3S/USDT,0.080952,0.085675,0.053384,0.058061,6411913.60894194,447055.63433099428623
1651276800,2022-04-30 00:00:00,SAND3S/USDT,0.055946,0.082271,0.052352,0.081347,6057119.12826988,393473.78753166836794
1651190400,2022-04-29 00:00:00,SAND3S/USDT,0.045349,0.060283,0.044163,0.055963,4847673.42339752,254903.00474324242373
1651104000,2022-04-28 00:00:00,SAND3S/USDT,0.044376,0.048417,0.041692,0.04552,4794181.40572599,216522.83106876618414
1651017600,2022-04-27 00:00:00,SAND3S/USDT,0.047181,0.049229,0.041766,0.044031,3952474.5584352,177008.01769102260603
1650931200,2022-04-26 00:00:00,SAND3S/USDT,0.03744,0.048571,0.036198,0.047323,4329953.04378806,183156.4437845975104
1650844800,2022-04-25 00:00:00,SAND3S/USDT,0.035758,0.043408,0.035387,0.037499,9179155.99150122,363469.19340793924276
1650758400,2022-04-24 00:00:00,SAND3S/USDT,0.039108,0.041035,0.032868,0.035757,3292093.14290682,124128.02929944912219
1650672000,2022-04-23 00:00:00,SAND3S/USDT,0.036636,0.039973,0.036348,0.038969,2662282.95126264,100742.76950570123318
1650585600,2022-04-22 00:00:00,SAND3S/USDT,0.036494,0.038429,0.034088,0.036723,4296163.08910437,156141.5793890439791
1650499200,2022-04-21 00:00:00,SAND3S/USDT,0.032854,0.039053,0.030001,0.036495,5959227.95583332,198389.90890380036399
1650412800,2022-04-20 00:00:00,SAND3S/USDT,0.031139,0.034632,0.025785,0.033071,8295971.03715581,252673.75060017008769
1650326400,2022-04-19 00:00:00,SAND3S/USDT,0.038869,0.040809,0.026549,0.03114,7291389.32813172,226799.64774053671798
1650240000,2022-04-18 00:00:00,SAND3S/USDT,0.042,0.049,0.037035,0.038681,4833082.88182157,207626.28631716362128
1650153600,2022-04-17 00:00:00,SAND3S/USDT,0.036884,0.042952,0.036644,0.042012,1035651.38054375,40773.27261662553507
1650067200,2022-04-16 00:00:00,SAND3S/USDT,0.03704,0.03945,0.032974,0.036641,1951057.1389689,70253.16518148857882
1649980800,2022-04-15 00:00:00,SAND3S/USDT,0.038412,0.039914,0.036616,0.037217,1709329.98972114,64918.82356154916987
1649894400,2022-04-14 00:00:00,SAND3S/USDT,0.035446,0.04144,0.033333,0.03858,2080714.23915572,78251.54509529275535
1649808000,2022-04-13 00:00:00,SAND3S/USDT,0.038872,0.041263,0.034365,0.035324,3057687.79812017,114554.20025552596092
1649721600,2022-04-12 00:00:00,SAND3S/USDT,0.044423,0.0457,0.0367,0.038801,2807802.26172405,114798.86606650267983
1649635200,2022-04-11 00:00:00,SAND3S/USDT,0.037015,0.0458,0.036,0.044421,3784118.51493933,157910.75879851968457
1649548800,2022-04-10 00:00:00,SAND3S/USDT,0.033133,0.037939,0.032008,0.037015,1448608.95370062,49578.46204693080417
1649462400,2022-04-09 00:00:00,SAND3S/USDT,0.037396,0.03767,0.032791,0.032801,3095241.12882349,108332.19275980737905
1649376000,2022-04-08 00:00:00,SAND3S/USDT,0.032075,0.038068,0.030829,0.037603,3841846.8031211,130162.38055105227044
1649289600,2022-04-07 00:00:00,SAND3S/USDT,0.036363,0.038252,0.031486,0.032166,3910038.76759531,132505.92723799133345
1649203200,2022-04-06 00:00:00,SAND3S/USDT,0.027292,0.036363,0.02721,0.036363,9006647.07418317,290645.11073160026364
1649116800,2022-04-05 00:00:00,SAND3S/USDT,0.024451,0.02757,0.023845,0.027093,4999742.19373376,126744.31287495865559
1649030400,2022-04-04 00:00:00,SAND3S/USDT,0.023078,0.0275,0.022382,0.024308,6220342.22945563,154252.06182317881517
1648944000,2022-04-03 00:00:00,SAND3S/USDT,0.024545,0.026323,0.021598,0.022969,4174396.49955112,98561.37744332338869
1648857600,2022-04-02 00:00:00,SAND3S/USDT,0.024,0.025399,0.020103,0.02468,8066269.51959607,179386.10694254608228
1648771200,2022-04-01 00:00:00,SAND3S/USDT,0.026318,0.029808,0.02246,0.023592,9880124.47330432,257335.71773858415989
1648684800,2022-03-31 00:00:00,SAND3S/USDT,0.0235,0.027656,0.017177,0.026342,13178422.84986206,296408.10502875168633
1648598400,2022-03-30 00:00:00,SAND3S/USDT,0.024075,0.026949,0.021801,0.023949,7753732.24919201,187340.03263772302862
1648512000,2022-03-29 00:00:00,SAND3S/USDT,0.024875,0.026,0.021201,0.023998,8024048.8498433,188702.368601479085
1648425600,2022-03-28 00:00:00,SAND3S/USDT,0.022792,0.025712,0.02075,0.025002,7250295.98346017,163534.27849967867891
1648339200,2022-03-27 00:00:00,SAND3S/USDT,0.026753,0.029116,0.022581,0.0226,5520898.7731955,143320.01926827269137
1648252800,2022-03-26 00:00:00,SAND3S/USDT,0.027543,0.028952,0.026144,0.026813,5232224.17402837,144115.43955013810116
1648166400,2022-03-25 00:00:00,SAND3S/USDT,0.025145,0.028402,0.022716,0.027622,8618674.75164231,225075.67714066342622
1648080000,2022-03-24 00:00:00,SAND3S/USDT,0.029471,0.02993,0.02368,0.025145,7857701.64768971,211365.2525844892187
1647993600,2022-03-23 00:00:00,SAND3S/USDT,0.036218,0.037584,0.028466,0.029743,6934614.58005671,229764.37266183518464
1647907200,2022-03-22 00:00:00,SAND3S/USDT,0.037772,0.03844,0.033362,0.036164,4287715.87192047,152055.40490143429815
1647820800,2022-03-21 00:00:00,SAND3S/USDT,0.037007,0.040233,0.035514,0.037652,5418734.64709809,203582.46385149064918
1647734400,2022-03-20 00:00:00,SAND3S/USDT,0.033037,0.0384,0.032653,0.037197,6349182.63963877,229529.50579093348259
1647648000,2022-03-19 00:00:00,SAND3S/USDT,0.033896,0.03615,0.030529,0.033037,7332409.36857016,245528.28382932236536
1647561600,2022-03-18 00:00:00,SAND3S/USDT,0.033606,0.039521,0.032586,0.033566,11131982.07589479,405766.01310163912419
1647475200,2022-03-17 00:00:00,SAND3S/USDT,0.033,0.036,0.029335,0.03363,16242569.3349429,549285.58456443666498
1647388800,2022-03-16 00:00:00,SAND3S/USDT,0.062811,0.066158,0.032976,0.033105,12615437.27712547,580057.72795469105897
1647302400,2022-03-15 00:00:00,SAND3S/USDT,0.061813,0.067889,0.060843,0.063138,3244233.06055921,208177.77251622906972
1647216000,2022-03-14 00:00:00,SAND3S/USDT,0.0645,0.068199,0.060578,0.061943,2747598.0188376,176149.40806250791505
1647129600,2022-03-13 00:00:00,SAND3S/USDT,0.060186,0.067,0.050698,0.064399,3364880.00204006,196265.6690731471087
1647043200,2022-03-12 00:00:00,SAND3S/USDT,0.060698,0.060962,0.057504,0.060186,1619901.70013008,96146.92710687230278
1646956800,2022-03-11 00:00:00,SAND3S/USDT,0.057933,0.062579,0.055336,0.060506,2916796.45332318,174261.4573115411919
1646870400,2022-03-10 00:00:00,SAND3S/USDT,0.050995,0.06106,0.05,0.058233,2717712.71850201,157129.3434677715041
1646784000,2022-03-09 00:00:00,SAND3S/USDT,0.059738,0.060222,0.047861,0.051259,3349299.51094373,172719.53630724097497
1646697600,2022-03-08 00:00:00,SAND3S/USDT,0.063342,0.064828,0.055122,0.05943,3676898.33663029,219682.0691666096032
1646611200,2022-03-07 00:00:00,SAND3S/USDT,0.060078,0.067943,0.052994,0.063318,5216217.70546873,317508.10095684863394
1646524800,2022-03-06 00:00:00,SAND3S/USDT,0.051129,0.06069,0.0489,0.059807,4816492.79802474,264362.825565819268
1646438400,2022-03-05 00:00:00,SAND3S/USDT,0.056955,0.060379,0.048866,0.051064,3936309.72080352,208974.68612845423903
1646352000,2022-03-04 00:00:00,SAND3S/USDT,0.04697,0.059,0.046416,0.056955,6880882.32278666,365590.68192572447813
1646265600,2022-03-03 00:00:00,SAND3S/USDT,0.041681,0.050268,0.040871,0.046738,7173717.87590141,328185.48654549233824
1646179200,2022-03-02 00:00:00,SAND3S/USDT,0.038512,0.043657,0.036434,0.041565,11373677.50608189,461247.63954833472934
1646092800,2022-03-01 00:00:00,SAND3S/USDT,0.04479,0.049996,0.037413,0.038538,9507402.57452693,411637.29509668416518
1646006400,2022-02-28 00:00:00,SAND3S/USDT,0.065998,0.070999,0.043451,0.044779,8740476.78586456,519692.34587418948574
1645920000,2022-02-27 00:00:00,SAND3S/USDT,0.055282,0.068844,0.052963,0.065805,9413258.98760037,581701.63780087934675
1645833600,2022-02-26 00:00:00,SAND3S/USDT,0.052004,0.057259,0.046863,0.055282,4777464.39291533,253596.32537357361557
1645747200,2022-02-25 00:00:00,SAND3S/USDT,0.0604,0.068085,0.050001,0.052056,7555091.31987426,445266.61216885999449
1645660800,2022-02-24 00:00:00,SAND3S/USDT,0.063063,0.0849,0.055344,0.060096,16095104.24796068,1172147.27255906308152
1645574400,2022-02-23 00:00:00,SAND3S/USDT,0.053906,0.063809,0.047016,0.063249,12630669.15407084,688074.77720992032651
1645488000,2022-02-22 00:00:00,SAND3S/USDT,0.0745,0.080417,0.052713,0.053906,14444861.94961105,916084.17261304000118
1645401600,2022-02-21 00:00:00,SAND3S/USDT,0.057933,0.074999,0.04642,0.074501,17509981.88623542,1026334.20036688644044
1645315200,2022-02-20 00:00:00,SAND3S/USDT,0.04617,0.060691,0.04617,0.057934,10805832.76372812,597782.17913290023675
1645228800,2022-02-19 00:00:00,SAND3S/USDT,0.042176,0.049575,0.040561,0.046115,11684158.12123556,524867.59365697066565
1645142400,2022-02-18 00:00:00,SAND3S/USDT,0.037969,0.04458,0.034902,0.042162,17803748.67793842,706037.6002306918992
1645056000,2022-02-17 00:00:00,SAND3S/USDT,0.029471,0.039137,0.027881,0.037922,22896815.65560816,776943.96073312328803
