https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAL,Volume USDT
1654646400,2022-06-08 00:00:00,BAL/USDT,7.229,8.188,7.158,7.692,12097.56543312,94236.44548740202
1654560000,2022-06-07 00:00:00,BAL/USDT,7.538,7.967,6.847,7.229,6199.09890093,46365.69395913695
1654473600,2022-06-06 00:00:00,BAL/USDT,7.428,7.92,7.428,7.593,5585.10183152,42698.30810636424
1654387200,2022-06-05 00:00:00,BAL/USDT,6.745,7.793,6.603,7.486,10414.29416019,72311.21097751055
1654300800,2022-06-04 00:00:00,BAL/USDT,6.714,6.873,6.499,6.709,163960.32788471,1102965.36178299749
1654214400,2022-06-03 00:00:00,BAL/USDT,7.043,7.064,6.565,6.706,1378.2406308,9222.92530543536
1654128000,2022-06-02 00:00:00,BAL/USDT,6.737,7.073,6.603,7.043,1702.16637672,11552.32111850326
1654041600,2022-06-01 00:00:00,BAL/USDT,7.501,7.625,6.52,6.763,2747.60977327,19501.23612700583
1653955200,2022-05-31 00:00:00,BAL/USDT,7.715,7.965,7.229,7.44,4666.17382875,35272.61935791493
1653868800,2022-05-30 00:00:00,BAL/USDT,6.893,7.895,6.851,7.625,6249.70928395,46074.48384341425
1653782400,2022-05-29 00:00:00,BAL/USDT,6.727,6.944,6.498,6.911,1986.97911194,13284.58305601658
1653696000,2022-05-28 00:00:00,BAL/USDT,6.434,6.864,6.356,6.723,3660.9791964,24518.24806757462
1653609600,2022-05-27 00:00:00,BAL/USDT,6.783,6.93,6.36,6.402,5145.6929074,34284.33108403458
1653523200,2022-05-26 00:00:00,BAL/USDT,7.544,7.624,6.5,6.773,7725.95981551,53524.32696851965
1653436800,2022-05-25 00:00:00,BAL/USDT,7.598,7.826,7.401,7.524,2923.2626654,22199.46659241613
1653350400,2022-05-24 00:00:00,BAL/USDT,7.447,7.765,7.089,7.583,3811.03489915,28383.65286109489
1653264000,2022-05-23 00:00:00,BAL/USDT,7.965,8.285,7.409,7.442,7009.85212022,55555.85970462156
1653177600,2022-05-22 00:00:00,BAL/USDT,7.626,8.125,7.5,8.037,2774.52655543,21806.66946281969
1653091200,2022-05-21 00:00:00,BAL/USDT,7.714,7.855,7.513,7.65,2439.70455049,18668.12130425209
1653004800,2022-05-20 00:00:00,BAL/USDT,8.026,8.19,7.401,7.677,1959.42537446,15192.30498572447
1652918400,2022-05-19 00:00:00,BAL/USDT,7.937,8.254,7.546,8.035,5646.82453669,44139.8674251207
1652832000,2022-05-18 00:00:00,BAL/USDT,8.735,8.849,7.9,7.9,8468.26057198,70003.43526747584
1652745600,2022-05-17 00:00:00,BAL/USDT,8.616,9.048,8.425,8.746,3806.66056033,33090.20101521275
1652659200,2022-05-16 00:00:00,BAL/USDT,9.778,9.783,8.582,8.586,1424.4898655,12662.41864089155
1652572800,2022-05-15 00:00:00,BAL/USDT,9.386,9.8,9.141,9.8,1279.31622355,12139.12554610577
1652486400,2022-05-14 00:00:00,BAL/USDT,8.91,9.538,8.451,9.386,2347.80672374,21152.71398659613
1652400000,2022-05-13 00:00:00,BAL/USDT,8.499,9.649,8.462,8.915,5963.29803333,54857.89372784383
1652313600,2022-05-12 00:00:00,BAL/USDT,9.916,10.427,8.094,8.489,7760.83866177,68066.42757919827
1652227200,2022-05-11 00:00:00,BAL/USDT,11.215,11.504,9.104,9.93,12847.65906196,133482.54158704716
1652140800,2022-05-10 00:00:00,BAL/USDT,10.274,12.121,10.05,11.192,8368.76874734,93482.45191022224
1652054400,2022-05-09 00:00:00,BAL/USDT,12.44,12.628,10.24,10.26,4540.19473136,52185.30698350061
1651968000,2022-05-08 00:00:00,BAL/USDT,13.034,13.2,12.337,12.406,5441.19586009,69031.97484495912
1651881600,2022-05-07 00:00:00,BAL/USDT,13.55,13.822,12.579,13,6499.98477974,86167.24041545712
1651795200,2022-05-06 00:00:00,BAL/USDT,13.502,13.92,12.934,13.581,3781.47305787,50595.1739157867
1651708800,2022-05-05 00:00:00,BAL/USDT,14.6,14.75,12.847,13.49,3686.01831585,51224.06099203877
1651622400,2022-05-04 00:00:00,BAL/USDT,12.792,14.64,12.598,14.528,4614.05610195,63176.11308082621
1651536000,2022-05-03 00:00:00,BAL/USDT,12.887,13.2,12.578,12.813,2318.33556941,29846.05690226881
1651449600,2022-05-02 00:00:00,BAL/USDT,12.779,13.12,12.24,12.85,3218.38274976,40880.53677731498
1651363200,2022-05-01 00:00:00,BAL/USDT,12.089,12.85,11.894,12.78,3351.83787975,41765.87983573825
1651276800,2022-04-30 00:00:00,BAL/USDT,13.71,13.861,11.722,12.089,10302.71715192,131807.54974514743
1651190400,2022-04-29 00:00:00,BAL/USDT,14.1,14.384,13.28,13.705,6358.62907365,88249.58107823903
1651104000,2022-04-28 00:00:00,BAL/USDT,14.4,14.639,13.838,14.115,4533.8649448,64716.47721516623
1651017600,2022-04-27 00:00:00,BAL/USDT,14.519,15.063,14.088,14.452,12618.65849996,184025.7201857441
1650931200,2022-04-26 00:00:00,BAL/USDT,16.101,17.217,14.369,14.55,16357.66077586,265217.17822255411
1650844800,2022-04-25 00:00:00,BAL/USDT,14.596,16.35,13.706,16.107,12208.7679257,185184.16527932783
1650758400,2022-04-24 00:00:00,BAL/USDT,14.828,15.229,14.432,14.558,6113.41251455,90619.7611422435
1650672000,2022-04-23 00:00:00,BAL/USDT,14.922,15.12,14.582,14.8,5110.95773369,76268.43012250058
1650585600,2022-04-22 00:00:00,BAL/USDT,15.22,16.038,14.855,14.855,4658.01474495,72088.42033213532
1650499200,2022-04-21 00:00:00,BAL/USDT,15.845,16.398,15.15,15.269,4571.55294948,72144.06206886583
1650412800,2022-04-20 00:00:00,BAL/USDT,16.055,16.328,15.302,15.81,10337.05272402,163963.42027134889
1650326400,2022-04-19 00:00:00,BAL/USDT,15.078,16.11,14.917,16.069,12273.31138462,191541.91616387272
1650240000,2022-04-18 00:00:00,BAL/USDT,14.4,15.072,13.86,15.072,2870.71343629,41371.7102397935
1650153600,2022-04-17 00:00:00,BAL/USDT,15.219,15.618,14.333,14.47,4207.34674756,63561.8889639246
1650067200,2022-04-16 00:00:00,BAL/USDT,15.35,15.552,15.021,15.257,2301.63991981,35250.21891895977
1649980800,2022-04-15 00:00:00,BAL/USDT,15.335,15.491,14.935,15.341,6424.56308718,98299.58381754737
1649894400,2022-04-14 00:00:00,BAL/USDT,15.728,16.018,14.784,15.335,8669.72165143,134228.0026509036
1649808000,2022-04-13 00:00:00,BAL/USDT,15.112,17.165,14.7,15.73,11395.28559578,175978.49768059941
1649721600,2022-04-12 00:00:00,BAL/USDT,15.096,15.845,14.451,15.111,7797.575153,119247.28286494283
1649635200,2022-04-11 00:00:00,BAL/USDT,16.938,17.456,14.8,15.117,19555.16629246,324309.16970945027
1649548800,2022-04-10 00:00:00,BAL/USDT,18.413,18.413,16.812,16.938,9524.3725457,169940.76589259233
1649462400,2022-04-09 00:00:00,BAL/USDT,20.217,21.446,18.169,18.378,22155.51942262,436903.79290858127
1649376000,2022-04-08 00:00:00,BAL/USDT,19.504,21.855,19.412,20.231,43858.45254547,909569.71490296617
1649289600,2022-04-07 00:00:00,BAL/USDT,19.07,19.948,17.27,19.517,54884.72692567,1036832.53685397636
1649203200,2022-04-06 00:00:00,BAL/USDT,16.35,19.728,15.173,19.113,49281.16654425,878443.93737906089
1649116800,2022-04-05 00:00:00,BAL/USDT,16.074,17.312,15.953,16.417,8256.74244583,137984.73740396451
1649030400,2022-04-04 00:00:00,BAL/USDT,16.2,16.515,15.326,16.04,4196.09385943,67147.12624476902
1648944000,2022-04-03 00:00:00,BAL/USDT,15.536,16.425,15.248,16.2,6171.12547805,98245.8211384419
1648857600,2022-04-02 00:00:00,BAL/USDT,16.282,16.671,15.462,15.476,6626.67946517,106844.29016924678
1648771200,2022-04-01 00:00:00,BAL/USDT,15.608,16.447,14.989,16.371,5352.49544831,84535.83053546586
1648684800,2022-03-31 00:00:00,BAL/USDT,16.596,16.688,15.28,15.6,10805.05104832,174644.6282183428
1648598400,2022-03-30 00:00:00,BAL/USDT,14.57,17.493,14.146,16.628,22289.45782534,363811.11366509665
1648512000,2022-03-29 00:00:00,BAL/USDT,13.836,15.287,13.792,14.618,11954.38646317,177236.06717788636
1648425600,2022-03-28 00:00:00,BAL/USDT,13.955,15,13.665,13.808,17520.67644552,251050.06720896663
1648339200,2022-03-27 00:00:00,BAL/USDT,12.884,14.081,12.863,14.002,10064.23550315,136294.056805939
1648252800,2022-03-26 00:00:00,BAL/USDT,12.574,12.9,12.525,12.86,3012.44646001,38434.21203661048
1648166400,2022-03-25 00:00:00,BAL/USDT,12.843,13.212,12.479,12.563,8146.78311391,105045.82861297461
1648080000,2022-03-24 00:00:00,BAL/USDT,12.767,13.095,12.628,12.9,11648.45747108,149466.20187045935
1647993600,2022-03-23 00:00:00,BAL/USDT,11.953,12.876,11.734,12.753,15510.55931837,192775.7128890296
1647907200,2022-03-22 00:00:00,BAL/USDT,11.921,12.434,11.832,11.962,7828.20975333,95568.51470057224
1647820800,2022-03-21 00:00:00,BAL/USDT,11.768,12.274,11.582,11.976,3917.39660174,47051.39707500169
1647734400,2022-03-20 00:00:00,BAL/USDT,12.451,12.534,11.54,11.769,6889.07916752,82188.91116514161
1647648000,2022-03-19 00:00:00,BAL/USDT,11.849,12.9,11.849,12.469,16638.27636098,210329.04255265936
1647561600,2022-03-18 00:00:00,BAL/USDT,11.471,11.948,11.179,11.908,1280.1787604,14745.39447035181
1647475200,2022-03-17 00:00:00,BAL/USDT,11.504,11.709,11.383,11.48,2683.24798804,30794.44830477059
1647388800,2022-03-16 00:00:00,BAL/USDT,11.144,11.743,10.975,11.504,75419.71889274,841634.05079902714
1647302400,2022-03-15 00:00:00,BAL/USDT,11.04,11.26,10.65,11.18,1324.19793058,14520.13420749826
1647216000,2022-03-14 00:00:00,BAL/USDT,10.576,11.036,10.49,11.014,1198.1125924,12873.352982865
1647129600,2022-03-13 00:00:00,BAL/USDT,10.83,11.05,10.51,10.558,3004.67220563,32113.15826132925
1647043200,2022-03-12 00:00:00,BAL/USDT,10.912,11.128,10.84,10.84,1313.58797533,14445.00273583544
1646956800,2022-03-11 00:00:00,BAL/USDT,11.295,11.575,10.912,10.942,4649.2809436,52449.80657010509
1646870400,2022-03-10 00:00:00,BAL/USDT,11.924,11.966,10.903,11.304,2967.73849856,33484.63238064046
1646784000,2022-03-09 00:00:00,BAL/USDT,11.383,12.322,11.342,11.947,2843.04847792,34125.03037560411
1646697600,2022-03-08 00:00:00,BAL/USDT,11,11.6,10.98,11.352,1709.0895811,19363.0292071197
1646611200,2022-03-07 00:00:00,BAL/USDT,11.161,11.58,10.764,11.06,1388.42939397,15295.88287417448
1646524800,2022-03-06 00:00:00,BAL/USDT,11.702,11.784,11.12,11.172,695.44561977,7968.35194233348
1646438400,2022-03-05 00:00:00,BAL/USDT,11.33,11.776,11.12,11.653,987.15057768,11448.89462152756
1646352000,2022-03-04 00:00:00,BAL/USDT,12.368,12.384,11.28,11.373,1314.77596076,15607.34128459156
1646265600,2022-03-03 00:00:00,BAL/USDT,13.018,13.129,12.277,12.403,760.63387208,9678.90425313852
1646179200,2022-03-02 00:00:00,BAL/USDT,13.236,13.475,12.895,13.046,3052.45736147,40117.07910069279
1646092800,2022-03-01 00:00:00,BAL/USDT,13.114,13.75,12.94,13.317,4290.25572219,57236.20660320422
1646006400,2022-02-28 00:00:00,BAL/USDT,11.574,13.1,11.287,13.1,1310.03926921,16084.39952528655
1645920000,2022-02-27 00:00:00,BAL/USDT,12.372,12.642,11.476,11.644,1575.10889353,19280.08979111921
1645833600,2022-02-26 00:00:00,BAL/USDT,12.329,12.74,12.188,12.4,577.16415799,7187.68703526787
1645747200,2022-02-25 00:00:00,BAL/USDT,11.864,12.5,11.6,12.3,706.24606289,8561.00111917325
1645660800,2022-02-24 00:00:00,BAL/USDT,11.832,12.1,10.5,11.864,3990.79273225,44495.78589695452
1645574400,2022-02-23 00:00:00,BAL/USDT,12.403,12.863,11.864,11.882,1817.20216503,22734.51780616483
1645488000,2022-02-22 00:00:00,BAL/USDT,11.78,12.596,11.576,12.46,2586.9770516,31322.48908553775
1645401600,2022-02-21 00:00:00,BAL/USDT,12.456,13.137,11.792,11.792,5006.61937551,63029.25933954282
1645315200,2022-02-20 00:00:00,BAL/USDT,13.082,13.087,12.343,12.46,2584.83461988,32516.44724490775
1645228800,2022-02-19 00:00:00,BAL/USDT,13.106,13.32,12.739,13.088,4463.55282147,58572.39034830105
1645142400,2022-02-18 00:00:00,BAL/USDT,13.597,14.045,13.078,13.118,4670.94931691,63196.02691807804
1645056000,2022-02-17 00:00:00,BAL/USDT,15.194,15.363,13.5,13.57,6952.26445492,99163.85868699661
1644969600,2022-02-16 00:00:00,BAL/USDT,15.758,15.995,14.84,15.192,8332.8097963,129614.61448767321
1644883200,2022-02-15 00:00:00,BAL/USDT,14.036,15.826,13.99,15.756,9148.25633332,138162.73499111997
1644796800,2022-02-14 00:00:00,BAL/USDT,13.71,14.27,13.392,14.01,9074.93463102,126885.52036041198
1644710400,2022-02-13 00:00:00,BAL/USDT,13.582,15.083,13.448,13.726,12378.14091296,177249.31835044022
1644624000,2022-02-12 00:00:00,BAL/USDT,13.414,14,13.01,13.64,4109.4576652,55724.24713857639
1644537600,2022-02-11 00:00:00,BAL/USDT,14.48,14.765,13.184,13.339,2468.0521527,34463.9442826532
1644451200,2022-02-10 00:00:00,BAL/USDT,15.05,15.706,14.24,14.542,3741.32421396,56395.73125149668
1644364800,2022-02-09 00:00:00,BAL/USDT,14.77,15.323,14.25,15.072,1724.30937496,25809.15922779348
1644278400,2022-02-08 00:00:00,BAL/USDT,14.947,15.255,14.456,14.769,4249.5902381,63259.24432605922
1644192000,2022-02-07 00:00:00,BAL/USDT,14.672,15.214,14.384,14.94,2158.60589917,31936.62750242107
1644105600,2022-02-06 00:00:00,BAL/USDT,13.873,14.672,13.873,14.672,3562.05466622,50565.31514122473
1644019200,2022-02-05 00:00:00,BAL/USDT,13.533,14.04,13.283,13.855,18199.46819903,246739.65803226558
1643932800,2022-02-04 00:00:00,BAL/USDT,12.1,13.538,12.088,13.496,14099.96940991,180731.5483046132
1643846400,2022-02-03 00:00:00,BAL/USDT,11.677,12.19,11.387,12.186,19350.13337161,231073.24788658724
1643760000,2022-02-02 00:00:00,BAL/USDT,12.549,12.672,11.565,11.661,1226.86081633,14969.01125362572
1643673600,2022-02-01 00:00:00,BAL/USDT,12.159,12.762,12.159,12.553,2529.75144607,31624.76013641534
1643587200,2022-01-31 00:00:00,BAL/USDT,12.17,12.277,11.52,12.158,1949.20148229,23189.90606767579
1643500800,2022-01-30 00:00:00,BAL/USDT,12.411,12.538,11.9,12.151,1507.50438994,18509.68369534371
1643414400,2022-01-29 00:00:00,BAL/USDT,11.874,12.699,11.854,12.468,4424.61477466,54345.53681128748
1643328000,2022-01-28 00:00:00,BAL/USDT,11.507,11.936,11.33,11.874,2852.50582667,33081.60899222112
1643241600,2022-01-27 00:00:00,BAL/USDT,11.654,12.205,11.11,11.49,2475.02562727,28920.08320754366
1643155200,2022-01-26 00:00:00,BAL/USDT,12,12.869,11.512,11.718,3955.71284208,48738.45575270576
1643068800,2022-01-25 00:00:00,BAL/USDT,11.771,12.361,11.464,12.082,12492.05303491,149929.06602956396
1642982400,2022-01-24 00:00:00,BAL/USDT,12.031,12.079,10.42,11.802,4234.07599429,46837.12248970564
1642896000,2022-01-23 00:00:00,BAL/USDT,11.685,12.309,11.374,12.08,2268.30469126,26681.23345665806
1642809600,2022-01-22 00:00:00,BAL/USDT,12.777,13.07,10.875,11.757,8642.25898743,103190.91429466871
1642723200,2022-01-21 00:00:00,BAL/USDT,14.613,14.885,12.402,12.811,7341.92445498,99594.38816543898
1642636800,2022-01-20 00:00:00,BAL/USDT,15.339,16.119,14.618,14.618,4286.89134474,66109.86595881636
1642550400,2022-01-19 00:00:00,BAL/USDT,15.842,15.866,15.221,15.338,3089.87711443,48189.28458981383
1642464000,2022-01-18 00:00:00,BAL/USDT,16.069,16.2,15.372,15.918,3579.80881071,56458.61819355666
1642377600,2022-01-17 00:00:00,BAL/USDT,17.35,17.35,15.818,16.074,4366.09887311,71980.32279781597
1642291200,2022-01-16 00:00:00,BAL/USDT,17.555,17.658,17.15,17.35,2384.41758414,41663.279317817
