https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SDN,Volume USDT
1642982400,2022-01-24 00:00:00,SDN/USDT,0.924,1.003,0.871,0.968,164068.08045117,152917.28993930042
1642896000,2022-01-23 00:00:00,SDN/USDT,0.932,1.015,0.82,0.93,151588.37184702,138814.59335271875
1642809600,2022-01-22 00:00:00,SDN/USDT,1.081,1.089,0.88,0.932,179481.57037889,177755.26787244059
1642723200,2022-01-21 00:00:00,SDN/USDT,1.305,1.321,1.039,1.073,152114.76776991,176828.17353170115
1642636800,2022-01-20 00:00:00,SDN/USDT,1.381,1.427,1.3,1.311,118587.36925307,163623.8262004112
1642550400,2022-01-19 00:00:00,SDN/USDT,1.446,1.446,1.348,1.391,77020.9631407,107276.45894209245
1642464000,2022-01-18 00:00:00,SDN/USDT,1.367,1.47,1.33,1.448,111284.51320106,155075.73595281012
1642377600,2022-01-17 00:00:00,SDN/USDT,1.529,1.768,1.36,1.367,502547.41580471,784993.8340536008
1642291200,2022-01-16 00:00:00,SDN/USDT,1.369,1.535,1.332,1.521,190343.49519304,269446.26281061444
1642204800,2022-01-15 00:00:00,SDN/USDT,1.418,1.42,1.312,1.369,123860.76448399,168029.92023686267
1642118400,2022-01-14 00:00:00,SDN/USDT,1.373,1.551,1.322,1.419,158084.24870931,217715.7905952839
1642032000,2022-01-13 00:00:00,SDN/USDT,1.503,1.51,1.36,1.371,101081.90737669,144618.45918974062
1641945600,2022-01-12 00:00:00,SDN/USDT,1.521,1.56,1.442,1.497,56856.3241563,84469.42951696193
1641859200,2022-01-11 00:00:00,SDN/USDT,1.435,1.521,1.358,1.52,68703.41766879,98673.88725109644
1641772800,2022-01-10 00:00:00,SDN/USDT,1.436,1.599,1.421,1.435,129002.17901061,192189.70773512718
1641686400,2022-01-09 00:00:00,SDN/USDT,1.361,1.589,1.356,1.444,62350.60547234,91297.23196236205
1641600000,2022-01-08 00:00:00,SDN/USDT,1.36,1.398,1.3,1.355,83457.77511335,112414.32910796463
1641513600,2022-01-07 00:00:00,SDN/USDT,1.442,1.442,1.32,1.367,63980.45065458,87445.59766589459
1641427200,2022-01-06 00:00:00,SDN/USDT,1.515,1.542,1.381,1.434,96547.66389645,139414.8630510693
1641340800,2022-01-05 00:00:00,SDN/USDT,1.572,1.634,1.506,1.524,97182.70084361,153192.90497575047
1641254400,2022-01-04 00:00:00,SDN/USDT,1.608,1.666,1.55,1.573,72752.29795163,117304.63889418008
1641168000,2022-01-03 00:00:00,SDN/USDT,1.651,1.662,1.595,1.605,47460.68476542,77369.62506354334
1641081600,2022-01-02 00:00:00,SDN/USDT,1.621,1.668,1.577,1.641,79956.9365026,129886.64028930202
1640995200,2022-01-01 00:00:00,SDN/USDT,1.554,1.624,1.547,1.612,35569.29812792,56626.45964370706
1640908800,2021-12-31 00:00:00,SDN/USDT,1.605,1.7,1.545,1.554,72504.35504206,117616.78324888051
1640822400,2021-12-30 00:00:00,SDN/USDT,1.591,1.658,1.499,1.606,60481.1261989,95635.13170048961
1640736000,2021-12-29 00:00:00,SDN/USDT,1.62,1.664,1.5,1.59,102526.8335992,160486.42963518676
1640649600,2021-12-28 00:00:00,SDN/USDT,1.808,1.813,1.587,1.62,110136.69412648,184415.0085004865
