https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CTSI,Volume BTC
1663459200,2022-09-18 00:00:00,CTSI/BTC,0.000007887,0.000007923,0.000007877,0.000007879,39.9747,0.0003162351603
1663372800,2022-09-17 00:00:00,CTSI/BTC,0.000007881,0.000008024,0.000007809,0.000007897,2691.3193,0.0213383776084
1663286400,2022-09-16 00:00:00,CTSI/BTC,0.000007474,0.000007888,0.000007474,0.000007855,3825.7767,0.0297215524498
1663200000,2022-09-15 00:00:00,CTSI/BTC,0.000007307,0.000007612,0.000007118,0.000007585,4531.8946,0.0334074460555
1663113600,2022-09-14 00:00:00,CTSI/BTC,0.000007194,0.000007649,0.000007153,0.000007344,8969.8907,0.0660750051429
1663027200,2022-09-13 00:00:00,CTSI/BTC,0.000006869,0.000007566,0.00000663,0.00000716,23908.8361,0.1655201886351
1662940800,2022-09-12 00:00:00,CTSI/BTC,0.000007048,0.000007258,0.00000674,0.000006887,5097.7563,0.0353762174164
1662854400,2022-09-11 00:00:00,CTSI/BTC,0.000007078,0.000007329,0.000006998,0.000007087,32590.1974,0.2315277923318
1662768000,2022-09-10 00:00:00,CTSI/BTC,0.00000722,0.000007352,0.000007078,0.000007098,2053.3452,0.0147777196569
1662681600,2022-09-09 00:00:00,CTSI/BTC,0.000007699,0.000007793,0.000007049,0.000007213,2083.9497,0.0152174047303
1662595200,2022-09-08 00:00:00,CTSI/BTC,0.00000734,0.000007786,0.00000734,0.00000773,13226.2824,0.1002367719862
1662508800,2022-09-07 00:00:00,CTSI/BTC,0.000006916,0.000007394,0.000006916,0.000007352,11518.6238,0.0839035911389
1662422400,2022-09-06 00:00:00,CTSI/BTC,0.000007132,0.000007464,0.000006917,0.000006964,44493.0908,0.3247293930432
1662336000,2022-09-05 00:00:00,CTSI/BTC,0.000007308,0.00000733,0.000007007,0.000007088,24816.9919,0.1770448299762
1662249600,2022-09-04 00:00:00,CTSI/BTC,0.000006972,0.000007574,0.000006929,0.000007304,199982.0262,1.4619422106115
1662163200,2022-09-03 00:00:00,CTSI/BTC,0.000006945,0.000007012,0.000006911,0.000006991,1326.6914,0.0092540517625
1662076800,2022-09-02 00:00:00,CTSI/BTC,0.000007014,0.000007217,0.000006923,0.000006971,2528.4306,0.0179061168542
1661990400,2022-09-01 00:00:00,CTSI/BTC,0.000006982,0.000007038,0.000006808,0.00000699,1773.7943,0.0123738810734
1661904000,2022-08-31 00:00:00,CTSI/BTC,0.000007058,0.00000709,0.000006972,0.000006972,3383.984,0.0237461731918
1661817600,2022-08-30 00:00:00,CTSI/BTC,0.000007144,0.000007162,0.000006908,0.000007028,47744.1632,0.3398951494207
1661731200,2022-08-29 00:00:00,CTSI/BTC,0.00000677,0.000007088,0.000006759,0.000007088,363.0398,0.0025204824599
1661644800,2022-08-28 00:00:00,CTSI/BTC,0.000007002,0.000007042,0.000006806,0.000006824,6892.94,0.0477806170957
1661558400,2022-08-27 00:00:00,CTSI/BTC,0.000006891,0.000006997,0.000006849,0.000006997,4147.9367,0.0287579595947
1661472000,2022-08-26 00:00:00,CTSI/BTC,0.000007193,0.000007198,0.000006844,0.000006902,4845.3027,0.0337576844501
1661385600,2022-08-25 00:00:00,CTSI/BTC,0.000007109,0.000007797,0.000007109,0.000007177,5630.8732,0.0423221209517
1661299200,2022-08-24 00:00:00,CTSI/BTC,0.000007222,0.000007222,0.00000709,0.000007114,768.6273,0.0054622318411
1661212800,2022-08-23 00:00:00,CTSI/BTC,0.000007042,0.000007241,0.000007002,0.000007172,1313.4079,0.0094303284759
1661126400,2022-08-22 00:00:00,CTSI/BTC,0.000007179,0.000007232,0.000006941,0.000006995,3410.0843,0.0239522591084
1661040000,2022-08-21 00:00:00,CTSI/BTC,0.00000704,0.000007302,0.00000704,0.000007227,3461.8155,0.0251062921205
1660953600,2022-08-20 00:00:00,CTSI/BTC,0.00000728,0.000007284,0.00000687,0.000007048,2448.9048,0.0176062067113
1660867200,2022-08-19 00:00:00,CTSI/BTC,0.000006841,0.000007445,0.000006647,0.000007248,15594.0875,0.1081551737555
1660780800,2022-08-18 00:00:00,CTSI/BTC,0.000007262,0.00000732,0.000006419,0.000006759,25278.152,0.1701912433485
1660694400,2022-08-17 00:00:00,CTSI/BTC,0.000007535,0.000007743,0.000007198,0.00000726,10167.7859,0.0757010325498
1660608000,2022-08-16 00:00:00,CTSI/BTC,0.000007492,0.000007644,0.000007443,0.000007513,6341.5488,0.0479637258439
1660521600,2022-08-15 00:00:00,CTSI/BTC,0.000007565,0.000007663,0.000007414,0.00000747,1746.9618,0.0131382359551
1660435200,2022-08-14 00:00:00,CTSI/BTC,0.000007843,0.000008006,0.000007529,0.000007556,5802.0238,0.0450148428695
1660348800,2022-08-13 00:00:00,CTSI/BTC,0.000008004,0.000008004,0.000007635,0.000007785,7306.0907,0.0570054235201
1660262400,2022-08-12 00:00:00,CTSI/BTC,0.000008132,0.000008246,0.000007955,0.000008014,24123.6143,0.1944997752788
1660176000,2022-08-11 00:00:00,CTSI/BTC,0.000007968,0.000008394,0.000007913,0.000008124,51210.3373,0.4129834470773
1660089600,2022-08-10 00:00:00,CTSI/BTC,0.000007342,0.00000779,0.000007235,0.000007744,10204.0275,0.0759232506844
1660003200,2022-08-09 00:00:00,CTSI/BTC,0.000007416,0.000008064,0.000007336,0.000007336,48982.7241,0.3799571919054
1659916800,2022-08-08 00:00:00,CTSI/BTC,0.000007597,0.000007697,0.000007372,0.000007398,10083.7118,0.0758686757084
1659830400,2022-08-07 00:00:00,CTSI/BTC,0.000007587,0.000007638,0.000007371,0.000007588,15014.8562,0.1125088335599
1659744000,2022-08-06 00:00:00,CTSI/BTC,0.000007691,0.000007741,0.000007499,0.000007573,40267.2633,0.3028671340913
1659657600,2022-08-05 00:00:00,CTSI/BTC,0.000007256,0.000007858,0.000007213,0.000007692,21487.4635,0.1643174086981
1659571200,2022-08-04 00:00:00,CTSI/BTC,0.00000696,0.000007263,0.000006937,0.00000724,12658.169,0.0895683889051
1659484800,2022-08-03 00:00:00,CTSI/BTC,0.000006972,0.000007019,0.0000068,0.000006939,5831.0821,0.0404639503776
1659398400,2022-08-02 00:00:00,CTSI/BTC,0.00000738,0.000007424,0.00000689,0.00000698,10117.8585,0.0706302873255
1659312000,2022-08-01 00:00:00,CTSI/BTC,0.000007202,0.000007448,0.000007187,0.000007379,8624.6956,0.0634337210099
1659225600,2022-07-31 00:00:00,CTSI/BTC,0.00000719,0.000007399,0.000007119,0.000007176,24466.3946,0.1778275594663
1659139200,2022-07-30 00:00:00,CTSI/BTC,0.000006941,0.000007302,0.000006941,0.000007135,54231.096,0.3860589476398
1659052800,2022-07-29 00:00:00,CTSI/BTC,0.000006918,0.000007125,0.000006808,0.000006938,58978.4605,0.4120086186487
1658966400,2022-07-28 00:00:00,CTSI/BTC,0.000006818,0.000006931,0.000006706,0.000006883,18326.3919,0.1250729403483
1658880000,2022-07-27 00:00:00,CTSI/BTC,0.000006994,0.000007049,0.000006705,0.000006872,26797.6023,0.1847693515838
1658793600,2022-07-26 00:00:00,CTSI/BTC,0.000006869,0.000007015,0.000006805,0.000006999,21552.374,0.1478878302735
1658707200,2022-07-25 00:00:00,CTSI/BTC,0.000007111,0.000007111,0.00000685,0.000006946,7684.8496,0.053672930779
1658620800,2022-07-24 00:00:00,CTSI/BTC,0.000007182,0.000007227,0.000007068,0.000007096,17765.9897,0.1276607688761
1658534400,2022-07-23 00:00:00,CTSI/BTC,0.00000703,0.000007243,0.00000703,0.000007158,23107.952,0.1642770397143
1658448000,2022-07-22 00:00:00,CTSI/BTC,0.000007178,0.000007372,0.000007008,0.000007071,47357.4332,0.3426677026013
1658361600,2022-07-21 00:00:00,CTSI/BTC,0.000007039,0.000007275,0.000006949,0.000007201,33698.8243,0.2393589877396
1658275200,2022-07-20 00:00:00,CTSI/BTC,0.000007441,0.000007674,0.000006949,0.000007044,148429.5409,1.0980169730406
1658188800,2022-07-19 00:00:00,CTSI/BTC,0.000007633,0.000007928,0.000007448,0.000007448,88893.8725,0.6773347642321
1658102400,2022-07-18 00:00:00,CTSI/BTC,0.000008074,0.000008136,0.000007602,0.000007602,71344.6297,0.5542489790706
1658016000,2022-07-17 00:00:00,CTSI/BTC,0.000007535,0.000008274,0.000007513,0.000008011,323695.4336,2.5870101561093
1657929600,2022-07-16 00:00:00,CTSI/BTC,0.000007586,0.000007723,0.000007502,0.000007535,51149.6811,0.390747285637
1657843200,2022-07-15 00:00:00,CTSI/BTC,0.000007368,0.000007969,0.000007368,0.000007459,205871.0434,1.5993768093741
1657756800,2022-07-14 00:00:00,CTSI/BTC,0.000007192,0.000007695,0.000007118,0.000007387,58685.776,0.4356222622398
1657670400,2022-07-13 00:00:00,CTSI/BTC,0.000007042,0.000007472,0.000006868,0.000007232,59219.7859,0.4250666330551
1657584000,2022-07-12 00:00:00,CTSI/BTC,0.000006979,0.000007181,0.000006934,0.000007099,39107.0269,0.2763753197234
1657497600,2022-07-11 00:00:00,CTSI/BTC,0.000007351,0.000007376,0.00000694,0.000007022,16798.7573,0.1197120655123
1657411200,2022-07-10 00:00:00,CTSI/BTC,0.000007417,0.000007491,0.000007263,0.000007375,11216.5024,0.0827436699533
1657324800,2022-07-09 00:00:00,CTSI/BTC,0.000007168,0.000007621,0.000007168,0.000007435,64926.7368,0.4838777344844
1657238400,2022-07-08 00:00:00,CTSI/BTC,0.000007208,0.000007314,0.000007038,0.000007173,54895.7887,0.3908875255364
1657152000,2022-07-07 00:00:00,CTSI/BTC,0.000007455,0.000007537,0.000007195,0.000007275,8182.71493704,0.0605683400605213
1657065600,2022-07-06 00:00:00,CTSI/BTC,0.000007392,0.000007733,0.000007319,0.000007433,15537.20432897,0.11745477860269828
1656979200,2022-07-05 00:00:00,CTSI/BTC,0.000007514,0.000007575,0.000007319,0.000007333,103099.91388973,0.76803086620096653
1656892800,2022-07-04 00:00:00,CTSI/BTC,0.00000763,0.000007703,0.000007477,0.000007486,15840.56549722,0.12035531330373014
1656806400,2022-07-03 00:00:00,CTSI/BTC,0.000007763,0.000007763,0.000007586,0.000007671,13885.64391891,0.1062130650951007
1656720000,2022-07-02 00:00:00,CTSI/BTC,0.000007663,0.000007819,0.000007517,0.000007761,41036.64795523,0.31542537453032875
1656633600,2022-07-01 00:00:00,CTSI/BTC,0.000008054,0.000008289,0.000007621,0.000007621,33308.38577649,0.26281794049892161
1656547200,2022-06-30 00:00:00,CTSI/BTC,0.000008148,0.000008193,0.000007799,0.000008095,43650.32123849,0.34726993770902296
1656460800,2022-06-29 00:00:00,CTSI/BTC,0.000007409,0.00000822,0.000007381,0.000008161,79992.50774664,0.63444301764057822
1656374400,2022-06-28 00:00:00,CTSI/BTC,0.0000076,0.000007635,0.000007337,0.000007433,5883.97857861,0.04430197449203056
1656288000,2022-06-27 00:00:00,CTSI/BTC,0.00000754,0.000007709,0.000007419,0.000007536,8525.8599,0.0642751939035
1656201600,2022-06-26 00:00:00,CTSI/BTC,0.000007804,0.00000821,0.000007427,0.000007427,94687.72954521,0.74950863904414072
1656115200,2022-06-25 00:00:00,CTSI/BTC,0.000007872,0.000008015,0.000007641,0.000007783,2996.32106416,0.02328326919454928
1656028800,2022-06-24 00:00:00,CTSI/BTC,0.000007765,0.000008085,0.000007665,0.00000794,16774.3602,0.131908091383
1655942400,2022-06-23 00:00:00,CTSI/BTC,0.000007521,0.000007946,0.000007412,0.000007704,38351.41797375,0.29093988350397848
1655856000,2022-06-22 00:00:00,CTSI/BTC,0.00000758,0.000007628,0.000007321,0.00000753,37354.56320565,0.2781407088077381
1655769600,2022-06-21 00:00:00,CTSI/BTC,0.000007592,0.000007728,0.000007512,0.0000076,44203.9321,0.3367807930929
1655683200,2022-06-20 00:00:00,CTSI/BTC,0.000007374,0.00000773,0.000007323,0.000007526,20780.0861,0.1569713039635
1655596800,2022-06-19 00:00:00,CTSI/BTC,0.000007484,0.0000079,0.000007274,0.000007373,49475.76488318,0.37332482765342766
1655510400,2022-06-18 00:00:00,CTSI/BTC,0.000007302,0.000007574,0.000007125,0.000007369,26839.23190423,0.19772677968820685
1655424000,2022-06-17 00:00:00,CTSI/BTC,0.00000709,0.000007377,0.00000708,0.000007322,37788.8834,0.2754203309358
1655337600,2022-06-16 00:00:00,CTSI/BTC,0.000007321,0.000007328,0.00000689,0.000007045,33121.00553066,0.23701969406576316
1655251200,2022-06-15 00:00:00,CTSI/BTC,0.00000719,0.000007459,0.000007,0.000007317,68226.79982887,0.49122997654456348
1655164800,2022-06-14 00:00:00,CTSI/BTC,0.00000705,0.00000766,0.00000701,0.00000721,80318.06066213,0.5869314216559172
1655078400,2022-06-13 00:00:00,CTSI/BTC,0.00000718,0.00000726,0.00000612,0.00000717,441990.10778894,2.9481905511917588
1654992000,2022-06-12 00:00:00,CTSI/BTC,0.00000776,0.00000777,0.00000682,0.00000713,346890.78339109,2.4826211372139091
1654905600,2022-06-11 00:00:00,CTSI/BTC,0.00000804,0.00000872,0.00000767,0.00000773,222796.49712277,1.8211921932678637
1654819200,2022-06-10 00:00:00,CTSI/BTC,0.00000753,0.00000828,0.00000698,0.00000794,185779.1612,1.431437056726
1654732800,2022-06-09 00:00:00,CTSI/BTC,0.00000771,0.00000809,0.00000747,0.00000754,107886.68963017,0.8467586608239171
1654646400,2022-06-08 00:00:00,CTSI/BTC,0.00000754,0.0000081,0.00000717,0.00000777,347105.56678012,2.6268568177876847
1654560000,2022-06-07 00:00:00,CTSI/BTC,0.0000068,0.00000882,0.00000672,0.0000076,330631.18730898,2.5508422021598921
1654473600,2022-06-06 00:00:00,CTSI/BTC,0.00000743,0.00000772,0.00000677,0.00000685,120545.27633754,0.871781923766968
1654387200,2022-06-05 00:00:00,CTSI/BTC,0.00000672,0.00000747,0.00000663,0.0000073,86531.6677,0.625480800663
1654300800,2022-06-04 00:00:00,CTSI/BTC,0.00000702,0.00000766,0.00000671,0.00000672,152518.36885458,1.0921241789739646
