https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FKX,Volume BTC
1658365200,2022-07-21 01:00:00,FKX/BTC,0.0000007172,0.0000007172,0.0000007084,0.0000007117,1754.2288,0.00124641066489
1658361600,2022-07-21 00:00:00,FKX/BTC,0.000000697,0.0000007236,0.0000006951,0.0000007089,25986.9355,0.018592385335
1658358000,2022-07-20 23:00:00,FKX/BTC,0.0000006952,0.0000007161,0.0000006939,0.0000006962,26968.4113,0.01918731802678
1658354400,2022-07-20 22:00:00,FKX/BTC,0.000000708,0.0000007238,0.0000007005,0.0000007005,15161.8489,0.01077410123732
1658350800,2022-07-20 21:00:00,FKX/BTC,0.000000708,0.0000007171,0.0000007007,0.0000007078,24332.7985,0.01721431618637
1658347200,2022-07-20 20:00:00,FKX/BTC,0.0000007092,0.0000007315,0.0000007078,0.0000007084,29223.9754,0.02082020463681
1658343600,2022-07-20 19:00:00,FKX/BTC,0.0000007085,0.0000007165,0.0000007078,0.0000007092,19124.0461,0.01355357517417
1658340000,2022-07-20 18:00:00,FKX/BTC,0.0000007168,0.0000007178,0.0000007058,0.0000007083,10224.6025,0.00726923902654
1658336400,2022-07-20 17:00:00,FKX/BTC,0.0000007186,0.0000007288,0.000000716,0.0000007164,11581.2511,0.00834941524948
1658332800,2022-07-20 16:00:00,FKX/BTC,0.0000007172,0.000000724,0.0000007082,0.0000007181,9960.0024,0.00712612257533
1658329200,2022-07-20 15:00:00,FKX/BTC,0.0000007163,0.0000007468,0.0000007054,0.0000007167,52695.1169,0.03849473141434
1658325600,2022-07-20 14:00:00,FKX/BTC,0.0000007399,0.0000007426,0.0000007163,0.0000007163,10799.0668,0.0078783202195
1658322000,2022-07-20 13:00:00,FKX/BTC,0.0000007461,0.0000007464,0.0000007376,0.0000007403,9310.0662,0.00691666835672
1658318400,2022-07-20 12:00:00,FKX/BTC,0.0000007421,0.0000007623,0.0000007379,0.0000007456,19720.1026,0.01475541560702
1658314800,2022-07-20 11:00:00,FKX/BTC,0.0000007326,0.0000007502,0.0000007305,0.0000007421,10604.5781,0.00781925867737
1658311200,2022-07-20 10:00:00,FKX/BTC,0.0000007246,0.0000007546,0.0000007226,0.0000007324,37466.0916,0.02795940346584
1658307600,2022-07-20 09:00:00,FKX/BTC,0.0000007243,0.0000007391,0.0000007166,0.0000007249,10433.6073,0.0075756017942
1658304000,2022-07-20 08:00:00,FKX/BTC,0.000000717,0.0000007533,0.0000007166,0.0000007258,31066.2748,0.02297523439175
1658300400,2022-07-20 07:00:00,FKX/BTC,0.0000007213,0.0000007282,0.0000007153,0.0000007161,32699.5535,0.02365732782098
1658296800,2022-07-20 06:00:00,FKX/BTC,0.0000007397,0.0000007407,0.0000007213,0.0000007227,19112.9207,0.01394455501396
1658293200,2022-07-20 05:00:00,FKX/BTC,0.0000007472,0.0000007545,0.0000007385,0.0000007397,10084.7723,0.00752233653285
1658289600,2022-07-20 04:00:00,FKX/BTC,0.0000007648,0.0000007787,0.0000007461,0.0000007484,20007.3227,0.01531462743563
1658286000,2022-07-20 03:00:00,FKX/BTC,0.0000007694,0.0000007862,0.0000007532,0.0000007643,19225.8425,0.01479158308184
1658282400,2022-07-20 02:00:00,FKX/BTC,0.0000008122,0.0000008141,0.000000769,0.0000007814,11495.7917,0.00915140844205
1658278800,2022-07-20 01:00:00,FKX/BTC,0.000000865,0.0000008793,0.0000008102,0.0000008119,299005.1215,0.24803903278078
1658275200,2022-07-20 00:00:00,FKX/BTC,0.0000008288,0.0000008791,0.0000008288,0.0000008649,36014.5815,0.03087996692423
1658271600,2022-07-19 23:00:00,FKX/BTC,0.000000806,0.0000008435,0.000000803,0.0000008289,22686.86,0.01890682176014
1658268000,2022-07-19 22:00:00,FKX/BTC,0.000000803,0.0000008194,0.000000803,0.0000008074,10285.736,0.0083548606087
1658264400,2022-07-19 21:00:00,FKX/BTC,0.00000081,0.0000008177,0.0000008011,0.000000803,30841.962,0.02507820690356
1658260800,2022-07-19 20:00:00,FKX/BTC,0.0000008096,0.0000008153,0.0000008094,0.0000008105,29218.7261,0.0237408673685
1658257200,2022-07-19 19:00:00,FKX/BTC,0.0000008297,0.0000008316,0.0000008096,0.0000008111,64413.4276,0.05252503093811
1658253600,2022-07-19 18:00:00,FKX/BTC,0.0000008029,0.0000008517,0.0000008028,0.0000008293,46138.6362,0.03854613048256
1658250000,2022-07-19 17:00:00,FKX/BTC,0.0000008128,0.0000008365,0.0000008022,0.0000008026,19631.8608,0.01600670765604
1658246400,2022-07-19 16:00:00,FKX/BTC,0.0000008131,0.0000008181,0.0000008116,0.0000008142,10854.7272,0.00882626889802
1658242800,2022-07-19 15:00:00,FKX/BTC,0.0000008484,0.0000008493,0.0000008178,0.0000008178,29894.5338,0.02515583467478
1658239200,2022-07-19 14:00:00,FKX/BTC,0.0000008503,0.0000008606,0.0000008483,0.0000008488,40883.208,0.03474194586575
1658235600,2022-07-19 13:00:00,FKX/BTC,0.0000008622,0.0000008698,0.0000008458,0.0000008503,18789.3383,0.01607197975147
1658232000,2022-07-19 12:00:00,FKX/BTC,0.0000008543,0.0000008888,0.00000083,0.0000008634,37426.3508,0.0324382339906
1658228400,2022-07-19 11:00:00,FKX/BTC,0.0000008796,0.00000088,0.0000008542,0.0000008552,45581.9873,0.03939935756424
