https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PSTAKE,Volume USDT
1655164800,2022-06-14 00:00:00,PSTAKE/USDT,0.1215,0.2601,0.1126,0.127,1038316.27920417,141938.259910873396
1655078400,2022-06-13 00:00:00,PSTAKE/USDT,0.1766,0.1766,0.1051,0.1236,595759.05136685,76946.802399727993
1654992000,2022-06-12 00:00:00,PSTAKE/USDT,0.1951,0.1954,0.176,0.1783,53062.54894936,9787.032925866961
1654905600,2022-06-11 00:00:00,PSTAKE/USDT,0.1984,0.203,0.1927,0.1959,65360.26275455,12882.732252018991
1654819200,2022-06-10 00:00:00,PSTAKE/USDT,0.2115,0.2117,0.1901,0.197,53749.76387746,10976.770103678282
1654732800,2022-06-09 00:00:00,PSTAKE/USDT,0.2141,0.2165,0.2039,0.2116,57691.59256629,12162.549774651582
1654646400,2022-06-08 00:00:00,PSTAKE/USDT,0.2197,0.309,0.2011,0.212,389893.5643244,92018.89760377535
1654560000,2022-06-07 00:00:00,PSTAKE/USDT,0.2248,0.2248,0.2069,0.2206,91282.12001423,19865.209154591316
1654473600,2022-06-06 00:00:00,PSTAKE/USDT,0.225,0.2378,0.222,0.2248,89002.29506228,20077.25094436851
1654387200,2022-06-05 00:00:00,PSTAKE/USDT,0.2289,0.2309,0.216,0.2249,108822.04060347,24679.580287961024
1654300800,2022-06-04 00:00:00,PSTAKE/USDT,0.2275,0.2367,0.2244,0.2272,52734.44643658,11996.442872357604
1654214400,2022-06-03 00:00:00,PSTAKE/USDT,0.2395,0.2635,0.2213,0.2259,291985.40715133,70226.022340339076
1654128000,2022-06-02 00:00:00,PSTAKE/USDT,0.245,0.2458,0.2361,0.2415,16205.1687693,3890.368693975294
1654041600,2022-06-01 00:00:00,PSTAKE/USDT,0.2551,0.2604,0.241,0.245,183308.97200186,46750.372545354085
1653955200,2022-05-31 00:00:00,PSTAKE/USDT,0.2727,0.2757,0.2475,0.255,92142.13235263,24263.638523100982
1653868800,2022-05-30 00:00:00,PSTAKE/USDT,0.2425,0.295,0.2425,0.2728,178782.8486936,46922.589571377634
1653782400,2022-05-29 00:00:00,PSTAKE/USDT,0.251,0.326,0.2335,0.2425,489737.11170637,129392.278926647463
1653696000,2022-05-28 00:00:00,PSTAKE/USDT,0.2377,0.2601,0.2368,0.2524,143930.2850209,35255.656706901324
1653609600,2022-05-27 00:00:00,PSTAKE/USDT,0.2673,0.2673,0.2275,0.2389,122509.04846564,30051.672657798865
1653523200,2022-05-26 00:00:00,PSTAKE/USDT,0.291,0.349,0.2562,0.2671,475676.61829701,139448.177012527378
1653436800,2022-05-25 00:00:00,PSTAKE/USDT,0.2711,0.47,0.26,0.2884,570589.34186041,177565.39313122943
1653350400,2022-05-24 00:00:00,PSTAKE/USDT,0.296,0.308,0.254,0.2726,199214.18304756,56255.7896866265
1653264000,2022-05-23 00:00:00,PSTAKE/USDT,0.372,0.6,0.2827,0.2994,342557.0681831,131041.109562290073
1653177600,2022-05-22 00:00:00,PSTAKE/USDT,0.3832,0.3833,0.353,0.3698,54452.40247431,20098.479138084278
1653091200,2022-05-21 00:00:00,PSTAKE/USDT,0.4024,0.406,0.3758,0.3832,144067.2087591,56022.486850710981
1653004800,2022-05-20 00:00:00,PSTAKE/USDT,0.3383,0.63,0.336,0.4029,351547.96372417,142655.699879513317
1652918400,2022-05-19 00:00:00,PSTAKE/USDT,0.3433,0.3474,0.3256,0.341,78482.33399284,26291.408571632389
1652832000,2022-05-18 00:00:00,PSTAKE/USDT,0.4101,0.4101,0.3423,0.3436,55632.46995966,21390.210472375947
1652745600,2022-05-17 00:00:00,PSTAKE/USDT,0.4036,0.4739,0.3969,0.4106,138295.83044334,58247.653681306695
1652659200,2022-05-16 00:00:00,PSTAKE/USDT,0.3925,0.56,0.3628,0.4036,369334.79196463,151454.659129869088
1652572800,2022-05-15 00:00:00,PSTAKE/USDT,0.3646,1.44,0.3104,0.3899,1296817.45526798,665363.961811666738
1652486400,2022-05-14 00:00:00,PSTAKE/USDT,0.2412,0.5543,0.2001,0.3681,335686.77939027,114846.304617710118
1652400000,2022-05-13 00:00:00,PSTAKE/USDT,0.2603,0.2965,0.22,0.2405,96618.30798087,24741.519088612808
1652313600,2022-05-12 00:00:00,PSTAKE/USDT,0.2804,0.3362,0.1995,0.2638,65499.05263929,17180.557401484742
1652227200,2022-05-11 00:00:00,PSTAKE/USDT,0.525,0.525,0.2588,0.2742,123188.18830336,47413.298701588328
1652140800,2022-05-10 00:00:00,PSTAKE/USDT,0.3914,0.84,0.3797,0.5257,370994.30999727,221700.499192330442
1652054400,2022-05-09 00:00:00,PSTAKE/USDT,0.4917,0.55,0.3798,0.414,45484.17520288,22569.977241042126
1651968000,2022-05-08 00:00:00,PSTAKE/USDT,0.5045,0.5075,0.4628,0.4785,3589.07618667,1733.448197462624
1651881600,2022-05-07 00:00:00,PSTAKE/USDT,0.5181,0.5225,0.4923,0.505,1377.59839413,691.183749310621
1651795200,2022-05-06 00:00:00,PSTAKE/USDT,0.5435,0.545,0.4986,0.5181,4463.14435481,2323.913518973207
1651708800,2022-05-05 00:00:00,PSTAKE/USDT,0.5897,0.5909,0.536,0.5405,6022.01560473,3378.014013300907
1651622400,2022-05-04 00:00:00,PSTAKE/USDT,0.58,0.5956,0.5407,0.5896,15636.64685411,8915.372576220228
1651536000,2022-05-03 00:00:00,PSTAKE/USDT,0.5855,0.6082,0.5641,0.5797,14369.5573233,8378.594666522898
1651449600,2022-05-02 00:00:00,PSTAKE/USDT,0.5377,0.6049,0.5262,0.5825,15982.39792254,8923.591786601586
1651363200,2022-05-01 00:00:00,PSTAKE/USDT,0.5855,0.5876,0.4851,0.5384,79694.01975957,41989.464838932825
1651276800,2022-04-30 00:00:00,PSTAKE/USDT,0.5757,0.6401,0.533,0.585,189241.97623234,111604.780200760449
1651190400,2022-04-29 00:00:00,PSTAKE/USDT,0.5037,0.72,0.4724,0.5733,472680.20667044,268654.325324214467
1651104000,2022-04-28 00:00:00,PSTAKE/USDT,0.5237,0.5265,0.4724,0.5025,76868.58372135,38467.317118885655
1651017600,2022-04-27 00:00:00,PSTAKE/USDT,0.5329,0.5454,0.5154,0.5217,27788.91726135,14718.150818970503
1650931200,2022-04-26 00:00:00,PSTAKE/USDT,0.5657,0.5677,0.5158,0.5309,79518.41869725,43644.247456902862
1650844800,2022-04-25 00:00:00,PSTAKE/USDT,0.5879,0.5896,0.5397,0.5637,101872.91347627,58755.165934191904
1650758400,2022-04-24 00:00:00,PSTAKE/USDT,0.6429,0.656,0.5705,0.5877,44681.73083516,27078.917998397219
1650672000,2022-04-23 00:00:00,PSTAKE/USDT,0.6091,0.6699,0.6,0.6409,66779.57560321,43309.699293051462
1650585600,2022-04-22 00:00:00,PSTAKE/USDT,0.6264,0.6386,0.5945,0.6073,19732.51197562,12163.99613606483
1650499200,2022-04-21 00:00:00,PSTAKE/USDT,0.6429,0.6539,0.6165,0.6242,40741.21042692,25711.960736891605
1650412800,2022-04-20 00:00:00,PSTAKE/USDT,0.6565,0.7129,0.6199,0.6406,175727.52244869,114888.774027945605
1650326400,2022-04-19 00:00:00,PSTAKE/USDT,0.52,0.77,0.52,0.6545,738640.45659837,516746.355514807501
