https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDJ,Volume USDT
1663459200,2022-09-18 00:00:00,USDJ/USDT,0.99700002,0.9973511,0.99700001,0.99735109,594.586,592.863988253418
1663372800,2022-09-17 00:00:00,USDJ/USDT,0.99730438,1.00034546,0.99700001,0.99700005,42096.177,42025.403619203043
1663286400,2022-09-16 00:00:00,USDJ/USDT,0.99719,1.00034546,0.99700001,0.99730439,56326.5163,56181.708173166289
1663200000,2022-09-15 00:00:00,USDJ/USDT,0.99966565,1.00034546,0.99700001,0.99719001,46827.5692,46728.652594842163
1663113600,2022-09-14 00:00:00,USDJ/USDT,0.99700001,1.005203,0.99700001,0.99966565,39095.5627,39044.923725293998
1663027200,2022-09-13 00:00:00,USDJ/USDT,1.00004,1.00178111,0.99700001,0.99700001,32844.6221,32807.365326700264
1662940800,2022-09-12 00:00:00,USDJ/USDT,0.9976455,1.00403499,0.99700001,1.00005,40239.138,40191.896761068591
1662854400,2022-09-11 00:00:00,USDJ/USDT,1.00209151,1.007168,0.99700001,0.99762051,51800.8893,51793.435032268511
1662768000,2022-09-10 00:00:00,USDJ/USDT,1.00094476,1.016446,0.99553917,0.99700102,58579.0629,58630.330359862344
1662681600,2022-09-09 00:00:00,USDJ/USDT,0.99694747,1.0158,0.995002,1.00094475,96194.018,96048.120731373683
1662595200,2022-09-08 00:00:00,USDJ/USDT,0.99957624,0.99957625,0.995002,0.996299,22176.1775,22116.1556558673
1662508800,2022-09-07 00:00:00,USDJ/USDT,0.99821999,1.00769771,0.99821998,0.99957625,35901.7535,35917.069547797765
1662422400,2022-09-06 00:00:00,USDJ/USDT,1.00094002,1.00094002,0.995003,0.99821998,16734.6229,16695.414199152203
1662336000,2022-09-05 00:00:00,USDJ/USDT,0.99624439,1.0021,0.99600101,1.00094002,45308.1759,45307.812232496205
1662249600,2022-09-04 00:00:00,USDJ/USDT,1.00287609,1.01206323,0.996,0.99615276,39229.8584,39232.552825710407
1662163200,2022-09-03 00:00:00,USDJ/USDT,0.99979251,1.0077,0.99601328,1.00287608,49613.2998,49542.596776808042
1662076800,2022-09-02 00:00:00,USDJ/USDT,0.99824577,1.01643399,0.99503,1.000185,41896.1448,41944.716035190522
1661990400,2022-09-01 00:00:00,USDJ/USDT,0.9976022,0.99862829,0.9973624,0.99824576,39646.6386,39578.79151961661
1661904000,2022-08-31 00:00:00,USDJ/USDT,0.99726822,0.99966588,0.99726822,0.99760221,31017.6561,30979.438807918062
1661817600,2022-08-30 00:00:00,USDJ/USDT,0.99799501,0.99979831,0.9961495,0.99736242,28962.456,28894.374437633142
1661731200,2022-08-29 00:00:00,USDJ/USDT,0.99971989,0.99979976,0.99492101,0.99799502,67512.6045,67461.998540509106
1661644800,2022-08-28 00:00:00,USDJ/USDT,0.9969885,0.99979976,0.994901,0.99971988,40643.3036,40583.682800494454
1661558400,2022-08-27 00:00:00,USDJ/USDT,0.99873939,0.99888,0.994901,0.9969885,43550.0518,43465.479740420649
1661472000,2022-08-26 00:00:00,USDJ/USDT,0.99732927,0.9988,0.994901,0.99876096,28193.2849,28113.554026253103
1661385600,2022-08-25 00:00:00,USDJ/USDT,0.99964996,0.99999981,0.99490001,0.99732928,21553.0676,21478.708844634373
1661299200,2022-08-24 00:00:00,USDJ/USDT,1.00092567,1.00107295,0.9993,0.99964999,24519.0933,24534.675850755182
1661212800,2022-08-23 00:00:00,USDJ/USDT,1.00105749,1.001073,1.00087556,1.00092567,15560.9627,15576.446001755212
1661126400,2022-08-22 00:00:00,USDJ/USDT,1.00107057,1.00149998,1.00087551,1.00105749,17981.1663,17999.208304628806
1661040000,2022-08-21 00:00:00,USDJ/USDT,1.00090292,1.0015,1.00090292,1.00107057,23623.7891,23654.950500496812
1660953600,2022-08-20 00:00:00,USDJ/USDT,1.00011,1.0015,1.00011,1.00090291,26556.3901,26588.255336782401
1660867200,2022-08-19 00:00:00,USDJ/USDT,1.00011136,1.0015,1,1.00011,636621.0078,636999.716148727331
1660780800,2022-08-18 00:00:00,USDJ/USDT,1.00065012,1.00259425,1,1.00011135,3865126.2519,3869143.160287202423
1660694400,2022-08-17 00:00:00,USDJ/USDT,1.00189903,1.00258006,1.00050001,1.00064518,4875980.8021,4884243.173826164234
1660608000,2022-08-16 00:00:00,USDJ/USDT,1.00106815,1.00259426,1.001,1.00189902,3699104.4876,3706027.33493955763
1660521600,2022-08-15 00:00:00,USDJ/USDT,1.001,1.00249999,1.001,1.00106814,5104821.8531,5113126.3634751613
1660435200,2022-08-14 00:00:00,USDJ/USDT,1.00239125,1.00249999,1.00100001,1.00102344,187586.0587,187987.898520414567
1660348800,2022-08-13 00:00:00,USDJ/USDT,1.001755,1.0025,1.0005,1.00233688,387183.2217,387881.041524721341
1660262400,2022-08-12 00:00:00,USDJ/USDT,0.99968098,1.024899,0.99835255,1.0018775,432822.2153,433834.079721924363
1660176000,2022-08-11 00:00:00,USDJ/USDT,0.9967497,0.999988,0.99480001,0.99968098,773115.3903,772183.141278047241
1660089600,2022-08-10 00:00:00,USDJ/USDT,0.99738999,0.9998965,0.9945,0.99577535,558880.7107,557502.639471865241
1660003200,2022-08-09 00:00:00,USDJ/USDT,0.9985847,0.9998965,0.995501,0.99619499,328929.4291,328356.857713319672
1659916800,2022-08-08 00:00:00,USDJ/USDT,0.99954324,0.9998965,0.9966,0.99792314,322365.0444,321857.790508157182
1659830400,2022-08-07 00:00:00,USDJ/USDT,0.99741624,0.99989799,0.99660001,0.99936663,506044.8355,505421.548446118802
1659744000,2022-08-06 00:00:00,USDJ/USDT,0.99607,0.99998999,0.99248107,0.99782436,2053794.0296,2047049.33089949195
1659657600,2022-08-05 00:00:00,USDJ/USDT,1.00036999,1.0005,0.993502,0.99483552,2539222.8486,2532439.199625873456
1659571200,2022-08-04 00:00:00,USDJ/USDT,0.99910642,1.00037048,0.99462063,1.00036999,1284736.6046,1282177.838486252859
1659484800,2022-08-03 00:00:00,USDJ/USDT,0.99921124,1.00037048,0.9957655,0.99923268,808238.7276,806258.97730190518
1659398400,2022-08-02 00:00:00,USDJ/USDT,0.9995,1.00037048,0.99231401,0.99921124,1119472.6903,1116043.476886197779
1659312000,2022-08-01 00:00:00,USDJ/USDT,0.9988806,1.00038203,0.99201403,0.9997565,1576214.3745,1571733.34332313481
1659225600,2022-07-31 00:00:00,USDJ/USDT,0.99762457,1.00045461,0.99489292,0.99888109,681772.0436,680753.852685815902
1659139200,2022-07-30 00:00:00,USDJ/USDT,0.99880993,1.00046173,0.99489347,0.99784265,673012.0296,672256.18649628018
1659052800,2022-07-29 00:00:00,USDJ/USDT,0.99986928,1.00011953,0.99627123,0.99977731,424947.3936,424561.797657561939
1658966400,2022-07-28 00:00:00,USDJ/USDT,1.00014009,1.00046173,0.9995,0.99986928,500548.4049,500541.88141020294
1658880000,2022-07-27 00:00:00,USDJ/USDT,0.99967691,1.00046173,0.9995,1.00024289,655577.976,655538.006344827857
1658793600,2022-07-26 00:00:00,USDJ/USDT,1.00044269,1.00046251,0.9995,0.99976537,338115.3442,338196.067429918733
1658707200,2022-07-25 00:00:00,USDJ/USDT,1.00025301,1.000999,0.9995,1.00044269,508465.7157,508552.905256388798
1658620800,2022-07-24 00:00:00,USDJ/USDT,0.9938585,1.001,0.99323363,1.00025352,439098.1283,438875.440529089523
1658534400,2022-07-23 00:00:00,USDJ/USDT,0.99616351,1.0005,0.99050604,0.99522113,611933.9862,609803.064638782779
1658448000,2022-07-22 00:00:00,USDJ/USDT,1.00008914,1.00049999,0.90147,0.9961635,683691.328,680916.164014688976
1658361600,2022-07-21 00:00:00,USDJ/USDT,1.00023701,1.00049795,1,1.00008915,723795.7346,723874.080169540603
1658275200,2022-07-20 00:00:00,USDJ/USDT,1.00007971,1.00049999,1,1.00022231,550132.66620615,550229.203982956590001
1658188800,2022-07-19 00:00:00,USDJ/USDT,1.00012474,1.0005,1,1.00003986,836464.36657415,836670.1735862058983586
1658102400,2022-07-18 00:00:00,USDJ/USDT,1.00149999,1.00286423,0.999501,1.0001871,2301680.57461737,2303947.4181436665480123
1658016000,2022-07-17 00:00:00,USDJ/USDT,1.003,1.00418615,1.001,1.00149999,1375614.29752584,1378988.6122735744220737
1657929600,2022-07-16 00:00:00,USDJ/USDT,1.00227045,1.00436627,1.00140726,1.00325001,1679437.46517384,1684301.3470846025689239
1657843200,2022-07-15 00:00:00,USDJ/USDT,1.00298291,1.00349999,1.00174011,1.00227045,1755135.31989651,1759956.5289041311640047
1657756800,2022-07-14 00:00:00,USDJ/USDT,1.00401152,1.0043955,1.00169001,1.00298291,2560490.46759446,2567966.7261638110710923
1657670400,2022-07-13 00:00:00,USDJ/USDT,1.00136,1.00449999,1.0005,1.0037567,1744599.97571984,1748503.6572630705743301
1657584000,2022-07-12 00:00:00,USDJ/USDT,1.00073601,1.00572462,1.000012,1.0013034,1785149.00266114,1789185.8319508318216632
1657497600,2022-07-11 00:00:00,USDJ/USDT,1.00331858,1.00399999,1.000001,1.00098077,2289353.89696348,2294219.1194725497306563
1657411200,2022-07-10 00:00:00,USDJ/USDT,1.00362409,1.005,1.002,1.00300296,1827533.36879445,1833263.9472283955607679
1657324800,2022-07-09 00:00:00,USDJ/USDT,0.99853638,1.0077,0.99818081,1.00351264,907155.63845581,909993.5332758081103417
1657238400,2022-07-08 00:00:00,USDJ/USDT,0.99899975,1.00067,0.998,0.99902284,2591803.35385127,2589656.9175788217274238
1657152000,2022-07-07 00:00:00,USDJ/USDT,1.00369962,1.005,0.998,0.99899976,3040092.07226034,3044315.0199815541258277
1657065600,2022-07-06 00:00:00,USDJ/USDT,1.00211163,1.00491536,1.001,1.00367491,3819402.22038631,3830857.7776104190951786
1656979200,2022-07-05 00:00:00,USDJ/USDT,0.99905568,1.00328498,0.99871604,1.00211163,3086278.19185639,3091722.8756715731153231
1656892800,2022-07-04 00:00:00,USDJ/USDT,1.00293554,1.006418,0.9954805,0.99905567,2086119.01436704,2091290.5234432806326416
