https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BTC
1659225600,2022-07-31 00:00:00,ETH/BTC,0.07175768,0.07205109,0.07164693,0.07186408,1.3701976,19.03483875
1659139200,2022-07-30 00:00:00,ETH/BTC,0.07244085,0.07258887,0.06995404,0.07174858,34.18939807,481.62151171
1659052800,2022-07-29 00:00:00,ETH/BTC,0.07234025,0.07320968,0.07,0.07244898,70.84275516,989.09716867
1658966400,2022-07-28 00:00:00,ETH/BTC,0.07125271,0.07388159,0.07019,0.07236107,62.37502998,869.33814715
1658880000,2022-07-27 00:00:00,ETH/BTC,0.06822438,0.07164,0.06752626,0.07128144,81.63539185,1169.35554116
1658793600,2022-07-26 00:00:00,ETH/BTC,0.06757641,0.06828001,0.06515423,0.06816943,48.05330281,719.68968989
1658707200,2022-07-25 00:00:00,ETH/BTC,0.0707639,0.07100074,0.0675,0.06753441,47.79462757,692.75000418
1658620800,2022-07-24 00:00:00,ETH/BTC,0.06905213,0.07230631,0.06905213,0.07073093,59.39755889,836.83585454
1658534400,2022-07-23 00:00:00,ETH/BTC,0.06766792,0.06951335,0.06750533,0.06900443,30.12033834,439.43044061
1658448000,2022-07-22 00:00:00,ETH/BTC,0.06804948,0.07024779,0.06731449,0.06767525,45.26206163,659.22379567
1658361600,2022-07-21 00:00:00,ETH/BTC,0.06552984,0.06893415,0.06456576,0.06805169,37.01137864,555.94190063
1658275200,2022-07-20 00:00:00,ETH/BTC,0.0659408,0.0678155,0.06480083,0.06551517,76.1497424,1150.16255533
1658188800,2022-07-19 00:00:00,ETH/BTC,0.07045647,0.07098,0.06566669,0.06593327,121.13962209,1764.64413607
1658102400,2022-07-18 00:00:00,ETH/BTC,0.06440379,0.0708,0.06437431,0.07045293,169.06331458,2529.90771124
1658016000,2022-07-17 00:00:00,ETH/BTC,0.06398204,0.06521,0.06284635,0.06434866,124.79263548,1956.92085234
1657929600,2022-07-16 00:00:00,ETH/BTC,0.05910594,0.06632099,0.05796195,0.06395742,200.52188058,3235.1537651
1657843200,2022-07-15 00:00:00,ETH/BTC,0.05794065,0.06072346,0.05776175,0.05911633,109.68658642,1862.91426608
1657756800,2022-07-14 00:00:00,ETH/BTC,0.05509422,0.05811006,0.05444369,0.05793884,111.78701236,1992.53079568
1657670400,2022-07-13 00:00:00,ETH/BTC,0.0537482,0.05528,0.05314328,0.05510908,82.70826256,1520.17059596
1657584000,2022-07-12 00:00:00,ETH/BTC,0.05491323,0.05499909,0.05346306,0.05372098,58.82650839,1086.19217014
1657497600,2022-07-11 00:00:00,ETH/BTC,0.05604048,0.05627054,0.05467556,0.05493106,43.87759106,786.48633927
1657411200,2022-07-10 00:00:00,ETH/BTC,0.05635851,0.05674589,0.05543277,0.05599708,42.83143235,765.50469779
1657324800,2022-07-09 00:00:00,ETH/BTC,0.05619139,0.05659626,0.05603209,0.05635851,50.40254148,894.83680776
1657238400,2022-07-08 00:00:00,ETH/BTC,0.05721445,0.05735712,0.05594915,0.05623389,85.81015655,1513.52768565
1657152000,2022-07-07 00:00:00,ETH/BTC,0.05770308,0.05875965,0.05674942,0.0572169,79.09928242,1367.93897356
1657065600,2022-07-06 00:00:00,ETH/BTC,0.05614519,0.05834794,0.05598931,0.05770564,99.13631854,1748.12204826
1656979200,2022-07-05 00:00:00,ETH/BTC,0.05688583,0.05747844,0.05575685,0.05613994,123.99173615,2191.17484481
1656892800,2022-07-04 00:00:00,ETH/BTC,0.05561286,0.05730073,0.05478235,0.05688848,151.93503582,2713.96272211
1656806400,2022-07-03 00:00:00,ETH/BTC,0.05544636,0.05611179,0.05492,0.05563844,58.39794995,1052.93224158
1656720000,2022-07-02 00:00:00,ETH/BTC,0.0549691,0.05561189,0.05411983,0.05540888,61.47358293,1123.00190618
1656633600,2022-07-01 00:00:00,ETH/BTC,0.0537001,0.05559395,0.0531852,0.05493664,136.84019335,2512.31695715
1656547200,2022-06-30 00:00:00,ETH/BTC,0.05463469,0.05487623,0.05301458,0.05367872,146.65914191,2713.94789783
1656460800,2022-06-29 00:00:00,ETH/BTC,0.05639189,0.05674637,0.05440669,0.05467788,129.51913338,2330.44476542
1656374400,2022-06-28 00:00:00,ETH/BTC,0.05749774,0.05856,0.05623992,0.05641677,125.75227582,2189.19407936
1656288000,2022-06-27 00:00:00,ETH/BTC,0.05693831,0.0581317,0.05691169,0.05747924,96.69407508,1683.82126988
1656201600,2022-06-26 00:00:00,ETH/BTC,0.05780256,0.05886942,0.05692302,0.05694164,79.14537795,1369.95290925
1656115200,2022-06-25 00:00:00,ETH/BTC,0.057727,0.0585,0.05637067,0.05779291,108.57067299,1895.98773257
1656028800,2022-06-24 00:00:00,ETH/BTC,0.05422436,0.05829668,0.05422436,0.05768999,133.73540537,2379.65802911
1655942400,2022-06-23 00:00:00,ETH/BTC,0.05255004,0.05469851,0.05253521,0.05421786,149.6686824,2779.70907375
1655856000,2022-06-22 00:00:00,ETH/BTC,0.05434765,0.05442291,0.05252577,0.05253154,144.12594949,2697.05311624
1655769600,2022-06-21 00:00:00,ETH/BTC,0.05484336,0.05521149,0.05358048,0.05432101,155.52475994,2849.48028086
1655683200,2022-06-20 00:00:00,ETH/BTC,0.05484621,0.05583477,0.0535,0.05484566,194.63495471,3565.19673877
1655596800,2022-06-19 00:00:00,ETH/BTC,0.05246317,0.056,0.05154,0.0548382,208.25274446,3902.42533917
1655510400,2022-06-18 00:00:00,ETH/BTC,0.05308877,0.05308878,0.0499125,0.05244253,300.39278141,5806.19613771
1655424000,2022-06-17 00:00:00,ETH/BTC,0.05235012,0.0533,0.05171901,0.05308595,191.85495062,3653.41146296
1655337600,2022-06-16 00:00:00,ETH/BTC,0.05485,0.05516,0.0519666,0.05235633,229.44823225,4311.23490966
1655251200,2022-06-15 00:00:00,ETH/BTC,0.05460499,0.05595086,0.05037959,0.05480849,1419.44431631,26864.60145363
1655164800,2022-06-14 00:00:00,ETH/BTC,0.05378951,0.055621,0.05108772,0.05450438,932.56507684,17349.26710106
1655078400,2022-06-13 00:00:00,ETH/BTC,0.05398034,0.05415921,0.04906639,0.053817,960.91787835,18343.82825306
1654992000,2022-06-12 00:00:00,ETH/BTC,0.05390155,0.05475,0.05235089,0.05397661,242.45771345,4539.10403197
