https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume SGD
1663545600000,2022-09-19 00:00:00,BTC/SGD,27427.17,27553.97,27387.83,27480.0,0.07733791,2125.2457667999997
1663542000000,2022-09-18 23:00:00,BTC/SGD,27456.54,27543.24,27372.85,27427.17,0.07249829,1988.4229245393
1663538400000,2022-09-18 22:00:00,BTC/SGD,27526.2,27526.2,27350.0,27456.54,1.47946991,40621.1247627114
1663534800000,2022-09-18 21:00:00,BTC/SGD,27860.63,27860.63,27456.62,27526.2,0.46784999,12878.132394738
1663531200000,2022-09-18 20:00:00,BTC/SGD,27870.39,27902.69,27810.49,27860.63,0.00577413,160.8708995019
1663527600000,2022-09-18 19:00:00,BTC/SGD,27745.22,27872.26,27704.18,27870.39,0.04622073,1288.1897711847
1663524000000,2022-09-18 18:00:00,BTC/SGD,27750.0,27838.16,27677.73,27745.22,0.0100482,278.789519604
1663520400000,2022-09-18 17:00:00,BTC/SGD,27887.64,27898.38,27750.0,27750.0,0.06704801,1860.5822775000001
1663516800000,2022-09-18 16:00:00,BTC/SGD,27983.71,28060.83,27770.2,27887.64,0.90335661,25192.4839313004
1663513200000,2022-09-18 15:00:00,BTC/SGD,27953.9,28053.18,27943.17,27983.71,0.10891493,3047.8438157902997
1663509600000,2022-09-18 14:00:00,BTC/SGD,28187.44,28188.93,27873.8,27953.9,0.18714329,5231.384814331
1663506000000,2022-09-18 13:00:00,BTC/SGD,28163.41,28300.0,28163.41,28187.44,0.39945219,11259.534638493598
1663502400000,2022-09-18 12:00:00,BTC/SGD,28142.72,28163.41,28142.72,28163.41,0.0003,8.449022999999999
1663498800000,2022-09-18 11:00:00,BTC/SGD,28338.89,28338.89,28142.72,28142.72,0.00438815,123.49447676800001
1663495200000,2022-09-18 10:00:00,BTC/SGD,28100.0,28338.89,27999.0,28338.89,0.11695924,3314.4950368436002
1663491600000,2022-09-18 09:00:00,BTC/SGD,28332.94,28374.18,28100.0,28100.0,0.06166912,1732.902272
1663488000000,2022-09-18 08:00:00,BTC/SGD,28314.15,28374.18,28314.15,28332.94,0.53974002,15292.421602258799
1663484400000,2022-09-18 07:00:00,BTC/SGD,28303.3,28342.83,28294.29,28314.15,0.87218312,24695.123687148
1663480800000,2022-09-18 06:00:00,BTC/SGD,28330.91,28330.91,28303.3,28303.3,0.00236982,67.07372640599999
1663477200000,2022-09-18 05:00:00,BTC/SGD,28265.54,28330.91,28265.54,28330.91,0.041669,1180.52068879
1663473600000,2022-09-18 04:00:00,BTC/SGD,28176.41,28265.54,28176.41,28265.54,0.18961475,5359.563300715
1663470000000,2022-09-18 03:00:00,BTC/SGD,28297.2,28297.2,28176.41,28176.41,0.35130766,9898.5886643006
1663466400000,2022-09-18 02:00:00,BTC/SGD,28271.7,28297.2,28249.62,28297.2,0.99264233,28088.998540476
1663462800000,2022-09-18 01:00:00,BTC/SGD,28245.26,28271.8,28225.99,28271.7,0.27026956,7640.979919452001
1663459200000,2022-09-18 00:00:00,BTC/SGD,28249.47,28368.42,28235.7,28245.26,0.03314752,936.2603207551999
1663455600000,2022-09-17 23:00:00,BTC/SGD,28249.47,28249.47,28249.47,28249.47,0.0,0.0
1663452000000,2022-09-17 22:00:00,BTC/SGD,28249.47,28249.47,28249.47,28249.47,0.0,0.0
1663448400000,2022-09-17 21:00:00,BTC/SGD,28225.51,28275.9,28225.51,28249.47,0.3068,8666.937396000001
1663444800000,2022-09-17 20:00:00,BTC/SGD,28225.51,28225.51,28225.51,28225.51,0.0,0.0
1663441200000,2022-09-17 19:00:00,BTC/SGD,28365.61,28365.61,28218.02,28225.51,0.06923023,1954.0585491673
1663437600000,2022-09-17 18:00:00,BTC/SGD,28310.23,28388.21,28294.5,28365.61,0.03788653,1074.6745342333002
1663434000000,2022-09-17 17:00:00,BTC/SGD,28448.58,28495.28,28310.23,28310.23,0.40836065,11560.783924449499
1663430400000,2022-09-17 16:00:00,BTC/SGD,28262.49,28448.58,28262.49,28448.58,0.19143275,5445.989902995001
1663426800000,2022-09-17 15:00:00,BTC/SGD,28162.15,28262.49,28106.32,28262.49,0.16912089,4779.7774624161
1663423200000,2022-09-17 14:00:00,BTC/SGD,28137.3,28162.15,28137.3,28162.15,0.01785267,502.76957044050005
1663419600000,2022-09-17 13:00:00,BTC/SGD,28060.3,28137.3,28060.3,28137.3,0.08193972,2305.5624835559997
1663416000000,2022-09-17 12:00:00,BTC/SGD,28030.0,28060.3,27971.71,28060.3,0.09903976,2779.085377528
1663412400000,2022-09-17 11:00:00,BTC/SGD,28031.4,28065.7,28030.0,28030.0,0.07961401,2231.5807003
1663408800000,2022-09-17 10:00:00,BTC/SGD,28097.8,28097.8,28030.0,28031.4,0.05334805,1495.4205287700001
1663405200000,2022-09-17 09:00:00,BTC/SGD,28059.09,28097.8,28057.71,28097.8,0.38012782,10680.755460796
1663401600000,2022-09-17 08:00:00,BTC/SGD,27945.02,28059.09,27945.02,28059.09,0.08190296,2298.1225259064
1663398000000,2022-09-17 07:00:00,BTC/SGD,27972.27,28013.78,27945.02,27945.02,0.14381225,4018.836202495
1663394400000,2022-09-17 06:00:00,BTC/SGD,28024.65,28024.65,27972.27,27972.27,0.0239751,670.637970477
1663390800000,2022-09-17 05:00:00,BTC/SGD,28155.42,28155.42,28000.0,28024.65,0.28747148,8056.287611982
1663387200000,2022-09-17 04:00:00,BTC/SGD,28057.43,28183.83,28052.36,28155.42,0.87380005,24602.207403771
1663383600000,2022-09-17 03:00:00,BTC/SGD,28083.65,28097.22,28057.43,28057.43,0.30300821,8501.6316415003
1663380000000,2022-09-17 02:00:00,BTC/SGD,28178.51,28191.65,28031.85,28083.65,0.18901811,5308.3184449015
1663376400000,2022-09-17 01:00:00,BTC/SGD,28183.77,28183.77,28173.65,28178.51,0.0568375,1601.596062125
1663372800000,2022-09-17 00:00:00,BTC/SGD,27834.15,28300.0,27834.15,28183.77,0.6528515,18399.816520155
1663369200000,2022-09-16 23:00:00,BTC/SGD,27855.69,27855.69,27822.82,27834.15,0.07402367,2060.3859343305003
1663365600000,2022-09-16 22:00:00,BTC/SGD,27880.26,27880.26,27855.69,27855.69,0.00238969,66.5664638361
1663362000000,2022-09-16 21:00:00,BTC/SGD,27852.58,27885.0,27852.58,27880.26,0.00914495,254.963583687
1663358400000,2022-09-16 20:00:00,BTC/SGD,27607.69,27852.58,27607.69,27852.58,0.06415973,1787.0140126034
1663354800000,2022-09-16 19:00:00,BTC/SGD,27617.53,27643.75,27607.69,27607.69,0.098536,2720.35134184
1663351200000,2022-09-16 18:00:00,BTC/SGD,27476.25,27617.53,27396.36,27617.53,1.16178105,32085.5230018065
1663347600000,2022-09-16 17:00:00,BTC/SGD,27626.87,27626.87,27338.4,27476.25,2.32748888,63950.666339100004
1663344000000,2022-09-16 16:00:00,BTC/SGD,27745.46,27745.46,27500.0,27626.87,0.15967492,4411.3182571004
1663340400000,2022-09-16 15:00:00,BTC/SGD,27788.99,27814.58,27667.62,27745.46,0.60734998,16851.204576090797
1663336800000,2022-09-16 14:00:00,BTC/SGD,27531.17,27788.99,27531.17,27788.99,1.31677038,36591.7189221162
1663333200000,2022-09-16 13:00:00,BTC/SGD,27891.1,27946.81,27502.32,27531.17,1.77229145,48793.2571994965
1663329600000,2022-09-16 12:00:00,BTC/SGD,28054.32,28070.0,27891.1,27891.1,0.13037175,3636.211516425
1663326000000,2022-09-16 11:00:00,BTC/SGD,27991.76,28089.35,27991.76,28054.32,0.00847085,237.643936572
1663322400000,2022-09-16 10:00:00,BTC/SGD,27915.75,28009.02,27915.75,27991.76,0.34230168,9581.6264741568
1663318800000,2022-09-16 09:00:00,BTC/SGD,27862.71,27939.82,27862.71,27915.75,0.01818399,507.6197188425
1663315200000,2022-09-16 08:00:00,BTC/SGD,27945.08,27946.34,27800.0,27862.71,3.38212783,94235.2469102193
1663311600000,2022-09-16 07:00:00,BTC/SGD,27955.0,27970.04,27945.08,27945.08,0.06708954,1874.8225624632003
1663308000000,2022-09-16 06:00:00,BTC/SGD,27922.48,27967.47,27907.71,27955.0,0.080782,2258.26081
1663304400000,2022-09-16 05:00:00,BTC/SGD,28038.34,28038.34,27922.48,27922.48,0.10371627,2896.0154747496
1663300800000,2022-09-16 04:00:00,BTC/SGD,27903.06,28094.59,27903.06,28038.34,0.94123588,26390.691623639203
1663297200000,2022-09-16 03:00:00,BTC/SGD,27896.1,27910.21,27848.24,27903.06,1.48451196,41422.42629059761
1663293600000,2022-09-16 02:00:00,BTC/SGD,27865.83,27896.1,27846.42,27896.1,0.3995454,11145.75843294
1663290000000,2022-09-16 01:00:00,BTC/SGD,27900.0,27949.64,27864.44,27865.83,0.12322668,3433.8137163444003
1663286400000,2022-09-16 00:00:00,BTC/SGD,27807.29,27900.0,27731.3,27900.0,0.21128578,5894.873262
1663282800000,2022-09-15 23:00:00,BTC/SGD,27661.54,27854.97,27661.54,27807.29,0.61362383,17063.2157917207
1663279200000,2022-09-15 22:00:00,BTC/SGD,28061.19,28061.19,27661.54,27661.54,4.89603367,135431.8312040518
1663275600000,2022-09-15 21:00:00,BTC/SGD,27978.36,28061.19,27978.36,28061.19,0.00872294,244.7760766986
1663272000000,2022-09-15 20:00:00,BTC/SGD,27978.36,27978.36,27978.36,27978.36,0.0,0.0
1663268400000,2022-09-15 19:00:00,BTC/SGD,27930.57,28003.1,27930.57,27978.36,0.5050142,14129.469092712
1663264800000,2022-09-15 18:00:00,BTC/SGD,28111.56,28111.56,27930.57,27930.57,0.28130144,7856.9095610208005
1663261200000,2022-09-15 17:00:00,BTC/SGD,28013.37,28111.72,28013.37,28111.56,0.01464762,411.7674484872
1663257600000,2022-09-15 16:00:00,BTC/SGD,27904.84,28056.23,27810.0,28013.37,0.678962,19020.01372194
1663254000000,2022-09-15 15:00:00,BTC/SGD,27800.0,27992.11,27589.0,27904.84,2.06236261,57549.898654032404
1663250400000,2022-09-15 14:00:00,BTC/SGD,28382.66,28462.54,27800.0,27800.0,2.83518413,78818.118814
1663246800000,2022-09-15 13:00:00,BTC/SGD,28426.65,28426.65,28250.16,28382.66,1.4293688,40569.288665007996
1663243200000,2022-09-15 12:00:00,BTC/SGD,28450.29,28470.0,28350.28,28426.65,0.73072077,20771.9435765205
1663239600000,2022-09-15 11:00:00,BTC/SGD,28431.9,28484.85,28373.48,28450.29,3.98542758,113386.57042499821
1663236000000,2022-09-15 10:00:00,BTC/SGD,28443.82,28495.38,28423.68,28431.9,0.61068017,17362.797525423
1663232400000,2022-09-15 09:00:00,BTC/SGD,28351.18,28443.82,28342.49,28443.82,1.51478604,43086.3014602728
1663228800000,2022-09-15 08:00:00,BTC/SGD,28472.2,28472.2,28289.76,28351.18,1.17870334,33417.6305589412
1663225200000,2022-09-15 07:00:00,BTC/SGD,28413.99,28658.0,28413.99,28472.2,2.38618044,67939.806723768
1663221600000,2022-09-15 06:00:00,BTC/SGD,28411.27,29200.0,28350.0,28413.99,0.92406939,26256.498406766103
1663218000000,2022-09-15 05:00:00,BTC/SGD,28279.64,28422.34,28223.57,28411.27,0.9780145,27786.634023415
1663214400000,2022-09-15 04:00:00,BTC/SGD,28255.32,28321.15,28207.26,28279.64,1.13571996,32117.751609614403
1663210800000,2022-09-15 03:00:00,BTC/SGD,28300.14,28321.15,28110.21,28255.32,1.11605762,31534.5651915384
1663207200000,2022-09-15 02:00:00,BTC/SGD,28438.06,28438.06,28271.65,28300.14,0.36771559,10406.4026771826
1663203600000,2022-09-15 01:00:00,BTC/SGD,28434.29,28438.06,28209.29,28438.06,0.12401246,3526.6737782276005
1663200000000,2022-09-15 00:00:00,BTC/SGD,28500.0,28577.71,28434.29,28434.29,0.08756555,2489.8642427095
1663196400000,2022-09-14 23:00:00,BTC/SGD,28557.94,28585.33,28500.0,28500.0,0.05290316,1507.7400599999999
1663192800000,2022-09-14 22:00:00,BTC/SGD,28361.3,28557.94,28361.3,28557.94,0.06864633,1960.3977733602
1663189200000,2022-09-14 21:00:00,BTC/SGD,28129.2,28361.3,28060.0,28361.3,0.02706486,767.5946139179999
1663185600000,2022-09-14 20:00:00,BTC/SGD,28146.26,28146.26,28109.5,28129.2,0.03974046,1117.867347432
1663182000000,2022-09-14 19:00:00,BTC/SGD,27930.0,28146.26,27930.0,28146.26,0.63979963,18007.966733883797
1663178400000,2022-09-14 18:00:00,BTC/SGD,28362.4,28362.4,27704.21,27930.0,5.30733551,148233.8807943
1663174800000,2022-09-14 17:00:00,BTC/SGD,28371.72,28500.0,28362.4,28362.4,0.47010325,13333.2564178
1663171200000,2022-09-14 16:00:00,BTC/SGD,28457.18,28478.99,28359.73,28371.72,0.06219596,1764.6063622512002
1663167600000,2022-09-14 15:00:00,BTC/SGD,28577.71,28619.12,28430.27,28457.18,1.0167202,28932.989741036
1663164000000,2022-09-14 14:00:00,BTC/SGD,28579.0,28618.91,28385.8,28577.71,0.27189348,7770.0930223308005
1663160400000,2022-09-14 13:00:00,BTC/SGD,28636.18,28725.65,28500.0,28579.0,1.74046709,49740.80896511
1663156800000,2022-09-14 12:00:00,BTC/SGD,28514.26,28636.18,28329.27,28636.18,0.85914768,24602.7076110624
1663153200000,2022-09-14 11:00:00,BTC/SGD,28646.35,28661.54,28335.32,28514.26,1.24809036,35588.3730285336
1663149600000,2022-09-14 10:00:00,BTC/SGD,28631.58,28685.47,28615.16,28646.35,0.00214515,61.4507177025
1663146000000,2022-09-14 09:00:00,BTC/SGD,28700.09,28709.96,28614.0,28631.58,0.2787856,7982.072209248001
1663142400000,2022-09-14 08:00:00,BTC/SGD,28503.19,28733.02,28460.83,28700.09,0.34342051,9856.1995448459
1663138800000,2022-09-14 07:00:00,BTC/SGD,28546.58,28639.01,28412.14,28503.19,0.80500163,22945.114410199698
1663135200000,2022-09-14 06:00:00,BTC/SGD,28641.55,28641.55,28522.44,28546.58,0.18341584,5235.8949498272
1663131600000,2022-09-14 05:00:00,BTC/SGD,28718.72,28721.8,28641.55,28641.55,0.04737847,1356.9928174284998
1663128000000,2022-09-14 04:00:00,BTC/SGD,28658.69,28739.57,28624.47,28718.72,0.13505846,3878.7060963711997
1663124400000,2022-09-14 03:00:00,BTC/SGD,28786.23,28839.53,28651.09,28658.69,0.63413084,18173.359162999597
1663120800000,2022-09-14 02:00:00,BTC/SGD,28590.97,28874.14,28590.97,28786.23,2.25559578,64930.0989101094
1663117200000,2022-09-14 01:00:00,BTC/SGD,28464.11,28645.33,28464.11,28590.97,0.07725119,2208.6864557543
1663113600000,2022-09-14 00:00:00,BTC/SGD,28448.51,28500.09,28328.38,28464.11,2.04711191,58269.2185885501
1663110000000,2022-09-13 23:00:00,BTC/SGD,28575.07,28575.07,28356.68,28448.51,2.77517667,78949.6412482617
1663106400000,2022-09-13 22:00:00,BTC/SGD,28348.59,28575.08,28348.59,28575.07,1.118159,31951.471696129996
1663102800000,2022-09-13 21:00:00,BTC/SGD,28566.1,28566.1,28093.0,28348.59,0.38837797,11009.9678365623
1663099200000,2022-09-13 20:00:00,BTC/SGD,28605.16,28771.3,28566.1,28566.1,1.96797087,56217.252669507
1663095600000,2022-09-13 19:00:00,BTC/SGD,28570.25,28694.68,28341.12,28605.16,1.43791348,41131.7451615568
1663092000000,2022-09-13 18:00:00,BTC/SGD,29267.55,29294.29,28570.25,28570.25,0.85999602,24570.301290404997
1663088400000,2022-09-13 17:00:00,BTC/SGD,29266.47,29459.53,29266.47,29267.55,0.27356054,8006.446782477
1663084800000,2022-09-13 16:00:00,BTC/SGD,29371.09,29401.95,29187.0,29266.47,1.56889502,45916.0190359794
1663081200000,2022-09-13 15:00:00,BTC/SGD,29609.44,29629.99,29299.0,29371.09,1.90293804,55891.3644372636
1663077600000,2022-09-13 14:00:00,BTC/SGD,29885.91,29932.62,29421.16,29609.44,3.73976449,110732.3322807856
1663074000000,2022-09-13 13:00:00,BTC/SGD,30168.0,30251.79,29885.91,29885.91,4.02295566,120229.6907887506
1663070400000,2022-09-13 12:00:00,BTC/SGD,31511.55,31827.34,29541.34,30168.0,26.96202478,813390.36356304
1663066800000,2022-09-13 11:00:00,BTC/SGD,31534.18,31723.1,31476.98,31511.55,2.54212239,80106.2167986045
