https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMP,Volume EUR
1663545600,2022-09-19 00:00:00,AMP/EUR,0.00500,0.00500,0.00500,0.00500,0.00000000,0.0
1663459200,2022-09-18 00:00:00,AMP/EUR,0.00538,0.00564,0.00484,0.00500,1485870.19639958,7429.3509819979
1663372800,2022-09-17 00:00:00,AMP/EUR,0.00579,0.00579,0.00538,0.00539,867478.56534263,4675.709467196776
1663286400,2022-09-16 00:00:00,AMP/EUR,0.00546,0.00589,0.00524,0.00529,504255.78530547,2667.5131042659364
1663200000,2022-09-15 00:00:00,AMP/EUR,0.00566,0.00620,0.00539,0.00539,1160387.47675374,6254.488499702659
1663113600,2022-09-14 00:00:00,AMP/EUR,0.00581,0.00600,0.00547,0.00567,3054751.01326051,17320.43824518709
1663027200,2022-09-13 00:00:00,AMP/EUR,0.00601,0.00619,0.00567,0.00581,1487584.39796298,8642.865352164914
1662940800,2022-09-12 00:00:00,AMP/EUR,0.00612,0.00700,0.00591,0.00610,10343306.79567207,63094.17145359963
1662854400,2022-09-11 00:00:00,AMP/EUR,0.00623,0.00795,0.00617,0.00662,4706319.17505435,31155.832938859796
1662768000,2022-09-10 00:00:00,AMP/EUR,0.00600,0.00609,0.00574,0.00574,624364.77200531,3583.8537913104797
1662681600,2022-09-09 00:00:00,AMP/EUR,0.00600,0.00659,0.00579,0.00600,1424307.77602648,8545.84665615888
1662595200,2022-09-08 00:00:00,AMP/EUR,0.00563,0.00618,0.00554,0.00560,774790.00253898,4338.824014218288
1662508800,2022-09-07 00:00:00,AMP/EUR,0.00557,0.00704,0.00555,0.00563,140858.55809897,793.0336820972011
1662422400,2022-09-06 00:00:00,AMP/EUR,0.00601,0.00704,0.00580,0.00580,565393.85822531,3279.284377706798
1662336000,2022-09-05 00:00:00,AMP/EUR,0.00605,0.00619,0.00605,0.00610,249248.02915420,1520.41297784062
1662249600,2022-09-04 00:00:00,AMP/EUR,0.00609,0.00609,0.00609,0.00609,0.00000000,0.0
1662163200,2022-09-03 00:00:00,AMP/EUR,0.00605,0.00609,0.00601,0.00609,444450.51055375,2706.7036092723374
1662076800,2022-09-02 00:00:00,AMP/EUR,0.00610,0.00611,0.00605,0.00605,350658.85534014,2121.4860748078468
1661990400,2022-09-01 00:00:00,AMP/EUR,0.00652,0.00652,0.00611,0.00619,200639.38021049,1241.9577635029332
1661904000,2022-08-31 00:00:00,AMP/EUR,0.00639,0.00639,0.00625,0.00625,782111.01941713,4888.193871357063
1661817600,2022-08-30 00:00:00,AMP/EUR,0.00633,0.00633,0.00612,0.00625,432836.40287296,2705.227517956
1661731200,2022-08-29 00:00:00,AMP/EUR,0.00634,0.00649,0.00634,0.00640,325234.46682729,2081.500587694656
1661644800,2022-08-28 00:00:00,AMP/EUR,0.00697,0.00697,0.00657,0.00658,161107.19285022,1060.0853289544475
1661558400,2022-08-27 00:00:00,AMP/EUR,0.00674,0.00674,0.00674,0.00674,0.00000000,0.0
1661472000,2022-08-26 00:00:00,AMP/EUR,0.00703,0.00703,0.00668,0.00674,234148.57925349,1578.1614241685227
1661385600,2022-08-25 00:00:00,AMP/EUR,0.00700,0.00707,0.00700,0.00707,219144.27157000,1549.3499999999
1661299200,2022-08-24 00:00:00,AMP/EUR,0.00704,0.00775,0.00699,0.00711,304580.86899331,2165.5699785424345
1661212800,2022-08-23 00:00:00,AMP/EUR,0.00711,0.00789,0.00700,0.00704,1629164.02692363,11469.314749542355
1661126400,2022-08-22 00:00:00,AMP/EUR,0.00713,0.00799,0.00710,0.00710,1871098.41840592,13284.798770682033
1661040000,2022-08-21 00:00:00,AMP/EUR,0.00810,0.00810,0.00810,0.00810,0.00000000,0.0
1660953600,2022-08-20 00:00:00,AMP/EUR,0.00810,0.00810,0.00810,0.00810,3370.00000000,27.296999999999997
1660867200,2022-08-19 00:00:00,AMP/EUR,0.00777,0.00810,0.00710,0.00810,126910.07951184,1027.971644045904
1660780800,2022-08-18 00:00:00,AMP/EUR,0.00787,0.00815,0.00777,0.00777,304455.22972953,2365.617134998448
1660694400,2022-08-17 00:00:00,AMP/EUR,0.00815,0.00815,0.00777,0.00777,55504.43667144,431.26947293708884
1660608000,2022-08-16 00:00:00,AMP/EUR,0.00815,0.00815,0.00801,0.00815,191315.84023787,1559.2240979386404
1660521600,2022-08-15 00:00:00,AMP/EUR,0.00808,0.00815,0.00801,0.00815,313138.42092000,2552.0781304979996
1660435200,2022-08-14 00:00:00,AMP/EUR,0.00870,0.00870,0.00814,0.00814,96155.89854044,782.7090141191816
1660348800,2022-08-13 00:00:00,AMP/EUR,0.00834,0.00850,0.00801,0.00815,28467.99884246,232.014190566049
1660262400,2022-08-12 00:00:00,AMP/EUR,0.00834,0.00834,0.00834,0.00834,0.00000000,0.0
1660176000,2022-08-11 00:00:00,AMP/EUR,0.00822,0.00834,0.00821,0.00834,105062.96379608,876.2251180593072
1660089600,2022-08-10 00:00:00,AMP/EUR,0.00800,0.00800,0.00800,0.00800,55438.34771886,443.50678175088
1660003200,2022-08-09 00:00:00,AMP/EUR,0.00821,0.00821,0.00800,0.00810,3015001.82885448,24421.514813721285
1659916800,2022-08-08 00:00:00,AMP/EUR,0.00821,0.00848,0.00817,0.00821,482232.03967021,3959.125045692424
1659830400,2022-08-07 00:00:00,AMP/EUR,0.00820,0.00920,0.00820,0.00825,790022.17231690,6517.682921614425
1659744000,2022-08-06 00:00:00,AMP/EUR,0.00839,0.00839,0.00820,0.00820,55224.30634115,452.83931199743
1659657600,2022-08-05 00:00:00,AMP/EUR,0.00811,0.00829,0.00811,0.00829,186354.73275136,1544.8807345087744
1659571200,2022-08-04 00:00:00,AMP/EUR,0.00818,0.00829,0.00800,0.00819,617942.80597301,5060.951580918952
1659484800,2022-08-03 00:00:00,AMP/EUR,0.00892,0.00900,0.00800,0.00827,530011.51068500,4383.19519336495
1659398400,2022-08-02 00:00:00,AMP/EUR,0.00821,0.00835,0.00800,0.00812,3891930.76210880,31602.477788323456
1659312000,2022-08-01 00:00:00,AMP/EUR,0.00886,0.01070,0.00820,0.00821,2347497.94478964,19272.958126722948
1659225600,2022-07-31 00:00:00,AMP/EUR,0.00890,0.00915,0.00885,0.00885,250068.19216489,2213.1035006592765
1659139200,2022-07-30 00:00:00,AMP/EUR,0.00873,0.00903,0.00851,0.00881,336786.61488206,2967.0900771109486
1659052800,2022-07-29 00:00:00,AMP/EUR,0.00873,0.00894,0.00859,0.00867,1879322.37548656,16293.724995468476
1658966400,2022-07-28 00:00:00,AMP/EUR,0.00878,0.00934,0.00874,0.00881,124111.51414787,1093.4224396427346
1658880000,2022-07-27 00:00:00,AMP/EUR,0.00815,0.00935,0.00806,0.00935,145502.71776342,1360.450411087977
1658793600,2022-07-26 00:00:00,AMP/EUR,0.00821,0.00821,0.00804,0.00814,67317.93016699,547.9679515592986
1658707200,2022-07-25 00:00:00,AMP/EUR,0.00824,0.00824,0.00824,0.00824,13646.18359792,112.44455284686082
1658620800,2022-07-24 00:00:00,AMP/EUR,0.00892,0.00892,0.00885,0.00891,58076.75387260,517.4638770048659
1658534400,2022-07-23 00:00:00,AMP/EUR,0.00968,0.00968,0.00870,0.00900,163922.72349059,1475.30451141531
1658448000,2022-07-22 00:00:00,AMP/EUR,0.00893,0.01234,0.00876,0.01197,189437.71823974,2267.569487329688
1658361600,2022-07-21 00:00:00,AMP/EUR,0.00909,0.00910,0.00891,0.00905,162298.52930190,1468.8016901821952
1658275200,2022-07-20 00:00:00,AMP/EUR,0.00900,0.01040,0.00900,0.00950,612807.73140193,5821.6734483183345
1658188800,2022-07-19 00:00:00,AMP/EUR,0.00925,0.00991,0.00891,0.00991,204034.24585986,2021.9793764712128
1658102400,2022-07-18 00:00:00,AMP/EUR,0.00890,0.00906,0.00881,0.00882,521711.58979707,4601.496222010157
1658016000,2022-07-17 00:00:00,AMP/EUR,0.00896,0.00896,0.00890,0.00890,17137.15373737,152.520668262593
1657929600,2022-07-16 00:00:00,AMP/EUR,0.00896,0.00896,0.00896,0.00896,5552.59417200,49.751243781119996
1657843200,2022-07-15 00:00:00,AMP/EUR,0.00896,0.00896,0.00896,0.00896,7115.36656270,63.75368440179199
1657756800,2022-07-14 00:00:00,AMP/EUR,0.00865,0.00901,0.00858,0.00900,181419.38061497,1632.7744255347297
1657670400,2022-07-13 00:00:00,AMP/EUR,0.00872,0.00919,0.00852,0.00858,72037.89643780,618.085151436324
1657584000,2022-07-12 00:00:00,AMP/EUR,0.00907,0.00907,0.00876,0.00876,18685.03891899,163.68094093035242
1657497600,2022-07-11 00:00:00,AMP/EUR,0.00918,0.00918,0.00918,0.00918,2764.41008481,25.377284578555802
1657411200,2022-07-10 00:00:00,AMP/EUR,0.00949,0.00949,0.00925,0.00925,613302.00000000,5673.0435
1657324800,2022-07-09 00:00:00,AMP/EUR,0.00917,0.00917,0.00912,0.00912,608147.06878770,5546.301267343824
1657238400,2022-07-08 00:00:00,AMP/EUR,0.00917,0.00917,0.00917,0.00917,1855.32897268,17.0133666794756
1657152000,2022-07-07 00:00:00,AMP/EUR,0.00910,0.00929,0.00910,0.00929,54304.43605970,504.488210994613
1657065600,2022-07-06 00:00:00,AMP/EUR,0.00939,0.00939,0.00939,0.00939,0.00000000,0.0
1656979200,2022-07-05 00:00:00,AMP/EUR,0.00909,0.00939,0.00909,0.00939,1086237.86274699,10199.773531194238
