https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume TRX
1663545600000,2022-09-19 00:00:00,TRX/EUR,0.060848,0.060848,0.060847,0.060847,9127.05,150000.0
1663459200000,2022-09-18 00:00:00,TRX/EUR,0.062222,0.06232244,0.06071987,0.060792,1282.4782639075993,21096.1683101
1663372800000,2022-09-17 00:00:00,TRX/EUR,0.061612,0.06217573,0.06137994,0.0620389,1097.6232342255366,17692.49993513
1663286400000,2022-09-16 00:00:00,TRX/EUR,0.061381,0.061696,0.060545,0.06124415,31826.295291028717,519662.61742597
1663200000000,2022-09-15 00:00:00,TRX/EUR,0.06175896,0.062224,0.060762,0.061396,12846.703764309976,209243.33448938
1663113600000,2022-09-14 00:00:00,TRX/EUR,0.060791,0.061769,0.060791,0.061743,8885.183007406966,143905.91658013
1663027200000,2022-09-13 00:00:00,TRX/EUR,0.062856,0.062927,0.060885,0.060885,42175.54018826631,692708.2235077
1662940800000,2022-09-12 00:00:00,TRX/EUR,0.063786,0.063968,0.062327,0.062872,35004.2755858379,556754.60595874
1662854400000,2022-09-11 00:00:00,TRX/EUR,0.064426,0.064826,0.063033,0.063786,140115.29788468254,2196646.56640458
1662768000000,2022-09-10 00:00:00,TRX/EUR,0.06256348,0.06460283,0.06206131,0.0644774,48020.27705450702,744761.37459803
1662681600000,2022-09-09 00:00:00,TRX/EUR,0.06118451,0.063489,0.061029,0.06249059,82086.92380926269,1313588.55484102
1662595200000,2022-09-08 00:00:00,TRX/EUR,0.061775,0.061775,0.06010459,0.06111299,102667.29428878703,1679958.61908879
1662508800000,2022-09-07 00:00:00,TRX/EUR,0.06122872,0.061874,0.060869,0.06184996,13585.295409376686,219649.21900316
1662422400000,2022-09-06 00:00:00,TRX/EUR,0.06346828,0.06464806,0.06140359,0.06152552,14897.55430333023,242136.17866749
1662336000000,2022-09-05 00:00:00,TRX/EUR,0.06415767,0.06415767,0.0629747,0.06329632,6184.554570049968,97707.96422367
1662249600000,2022-09-04 00:00:00,TRX/EUR,0.06303476,0.06401472,0.06303476,0.06401472,9921.375835462219,154985.85068344
1662163200000,2022-09-03 00:00:00,TRX/EUR,0.06302271,0.0632798,0.0626883,0.06325469,1565.2386915454204,24745.02193506
1662076800000,2022-09-02 00:00:00,TRX/EUR,0.063472,0.063565,0.06269554,0.06269554,22828.64813719179,364119.17238757
1661990400000,2022-09-01 00:00:00,TRX/EUR,0.062967,0.063484,0.062546,0.063468,17011.58738431695,268034.08622167
1661904000000,2022-08-31 00:00:00,TRX/EUR,0.06458,0.065404,0.063032,0.063284,23415.648757984334,370008.98738993
1661817600000,2022-08-30 00:00:00,TRX/EUR,0.0634421,0.066982,0.062797,0.06472654,136217.39129679144,2104505.99239186
1661731200000,2022-08-29 00:00:00,TRX/EUR,0.06189343,0.06337625,0.061451,0.06337625,25119.237218025184,396350.95509793
1661644800000,2022-08-28 00:00:00,TRX/EUR,0.06296247,0.06326853,0.061927,0.061927,1263.9111337482918,20409.69421655
1661558400000,2022-08-27 00:00:00,TRX/EUR,0.06178543,0.06322538,0.06153,0.063202,2746.5365479248517,43456.48156585
1661472000000,2022-08-26 00:00:00,TRX/EUR,0.06540776,0.06568035,0.06201321,0.06201321,50793.45949061338,819074.83084029
1661385600000,2022-08-25 00:00:00,TRX/EUR,0.06502208,0.065742,0.06496235,0.06572826,20475.641509068326,311519.60373009
1661299200000,2022-08-24 00:00:00,TRX/EUR,0.06651397,0.06655123,0.06494657,0.06505619,51340.774594906405,789175.8585141
1661212800000,2022-08-23 00:00:00,TRX/EUR,0.06610559,0.067116,0.06573027,0.06613488,56757.62185199484,858210.09809037
1661126400000,2022-08-22 00:00:00,TRX/EUR,0.06560449,0.06604786,0.064887,0.065911,40534.88968496278,614994.30572989
1661040000000,2022-08-21 00:00:00,TRX/EUR,0.065591,0.066081,0.064322,0.0659774,3723.0167924762127,56428.6678844
1660953600000,2022-08-20 00:00:00,TRX/EUR,0.064106,0.065513,0.064106,0.065507,6857.1479451612695,104678.09463357
1660867200000,2022-08-19 00:00:00,TRX/EUR,0.0665965,0.0665965,0.063371,0.06383302,30342.117434067226,475335.76562831
1660780800000,2022-08-18 00:00:00,TRX/EUR,0.06683,0.06773321,0.066316,0.06668775,28277.020163383782,424021.20574444
1660694400000,2022-08-17 00:00:00,TRX/EUR,0.068585,0.069752,0.066815,0.066882,8585.444521745545,128367.04227962
1660608000000,2022-08-16 00:00:00,TRX/EUR,0.06804806,0.069274,0.06726,0.068572,18565.68760861893,270747.35473107
1660521600000,2022-08-15 00:00:00,TRX/EUR,0.068504,0.06927497,0.06688569,0.06790236,98168.28134018829,1445727.09019522
1660435200000,2022-08-14 00:00:00,TRX/EUR,0.06796794,0.07019,0.06774189,0.06871338,9244.737628664683,134540.57461101
1660348800000,2022-08-13 00:00:00,TRX/EUR,0.06867432,0.069302,0.06781594,0.06804004,2970.458159783302,43657.50166789
1660262400000,2022-08-12 00:00:00,TRX/EUR,0.068102,0.06859833,0.067682,0.06859833,18740.012908929344,273184.68115666
1660176000000,2022-08-11 00:00:00,TRX/EUR,0.06878109,0.069087,0.067935,0.0680929,7994.375743279886,117403.95464549
1660089600000,2022-08-10 00:00:00,TRX/EUR,0.06694147,0.06821699,0.06678747,0.06821072,34888.051659743964,511474.61366401
1660003200000,2022-08-09 00:00:00,TRX/EUR,0.06924154,0.06946703,0.06675134,0.06694305,7320.302599242182,109351.19626671
1659916800000,2022-08-08 00:00:00,TRX/EUR,0.06841026,0.06963141,0.06841026,0.068769,4452.632388264842,64747.66811012
1659830400000,2022-08-07 00:00:00,TRX/EUR,0.068336,0.069035,0.068119,0.06860039,4653.13637925862,67829.59075391
1659744000000,2022-08-06 00:00:00,TRX/EUR,0.068664,0.06922528,0.06807894,0.06807894,666.613347741753,9791.77037336
1659657600000,2022-08-05 00:00:00,TRX/EUR,0.0666024,0.06881427,0.0666024,0.068458,13683.853114157577,199886.83739165
1659571200000,2022-08-04 00:00:00,TRX/EUR,0.066956,0.067822,0.066367,0.06707115,14908.499992497076,222278.87836271
1659484800000,2022-08-03 00:00:00,TRX/EUR,0.066532,0.0680894,0.066517,0.067165,28787.283060486963,428605.42038989003
1659398400000,2022-08-02 00:00:00,TRX/EUR,0.068093,0.06851962,0.066248,0.067632,50501.14186925624,746704.84192773
1659312000000,2022-08-01 00:00:00,TRX/EUR,0.06770619,0.06970293,0.066686,0.06799535,30775.569305443485,452612.85228245
1659225600000,2022-07-31 00:00:00,TRX/EUR,0.06749224,0.069232,0.06736716,0.06736716,5312.606586712685,78860.48019113
1659139200000,2022-07-30 00:00:00,TRX/EUR,0.068158,0.06952442,0.06756461,0.06756461,9673.911738049492,143180.16100514
1659052800000,2022-07-29 00:00:00,TRX/EUR,0.068098,0.070487,0.067001,0.068483,50920.285978868116,743546.36886334
1658966400000,2022-07-28 00:00:00,TRX/EUR,0.067015,0.069074,0.06646197,0.06841068,56845.89914344153,830950.65190759
1658880000000,2022-07-27 00:00:00,TRX/EUR,0.064588,0.067107,0.064351,0.067107,104965.23360142106,1564147.31103195
1658793600000,2022-07-26 00:00:00,TRX/EUR,0.06207,0.06455168,0.06207,0.06455168,15606.069920179316,241760.86385636
1658707200000,2022-07-25 00:00:00,TRX/EUR,0.06549592,0.06549592,0.06230158,0.06230158,59297.944821028126,951788.78001213
1658620800000,2022-07-24 00:00:00,TRX/EUR,0.065732,0.066332,0.06532057,0.06559343,3330.8846932818124,50780.76711771
1658534400000,2022-07-23 00:00:00,TRX/EUR,0.065566,0.06639262,0.064731,0.065481,9047.927882051701,138176.38524231
1658448000000,2022-07-22 00:00:00,TRX/EUR,0.06703911,0.06787041,0.065229,0.065734,113057.40703687776,1719922.82588733
1658361600000,2022-07-21 00:00:00,TRX/EUR,0.06617716,0.066847,0.06511753,0.066307,100803.80475753,1520258.86795557
1658275200000,2022-07-20 00:00:00,TRX/EUR,0.06737697,0.068616,0.066082,0.06639692,22237.525945300757,334918.03453083
1658188800000,2022-07-19 00:00:00,TRX/EUR,0.068347,0.068347,0.066415,0.06745175,16202.218059025317,240204.56191315
1658102400000,2022-07-18 00:00:00,TRX/EUR,0.066992,0.06950434,0.066726,0.068071,59063.11435648611,867669.26233618
1658016000000,2022-07-17 00:00:00,TRX/EUR,0.06846173,0.06846173,0.066856,0.06735591,28987.876194924927,430368.71144529
