https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ADA
1663549200000,2022-09-19 01:00:00,ADA/USDT,0.44908035,0.45097613,0.44849668,0.45097613,486.60324426999995,1079.0
1663545600000,2022-09-19 00:00:00,ADA/USDT,0.44684457,0.45108184,0.44443037,0.44887454,1751.50845508,3902.0
1663542000000,2022-09-18 23:00:00,ADA/USDT,0.4500961,0.45125219,0.446235,0.44710269,1703.1411737132519,3809.28411259
1663538400000,2022-09-18 22:00:00,ADA/USDT,0.44770948,0.45058704,0.44272959,0.45050761,1794.2340412131412,3982.6941907
1663534800000,2022-09-18 21:00:00,ADA/USDT,0.46244679,0.46287594,0.44128902,0.44868283,3734.098909359375,8322.3574866
1663531200000,2022-09-18 20:00:00,ADA/USDT,0.46729924,0.46729924,0.46138603,0.46237534,1821.7588395907526,3939.99999998
1663527600000,2022-09-18 19:00:00,ADA/USDT,0.46569843,0.46780371,0.46439895,0.46705323,1737.90506883,3721.0
1663524000000,2022-09-18 18:00:00,ADA/USDT,0.46407829,0.46789977,0.46343651,0.46664711,1927.6213002273498,4130.79018153
1663520400000,2022-09-18 17:00:00,ADA/USDT,0.46673329,0.4671876,0.46268133,0.46483253,27163.582833561893,58437.3534132
1663516800000,2022-09-18 16:00:00,ADA/USDT,0.46910968,0.47049461,0.4649118,0.46769955,2675.323212185348,5720.17486907
1663513200000,2022-09-18 15:00:00,ADA/USDT,0.46928544,0.47207075,0.46911025,0.46935008,2215.8956050882634,4721.20001575
1663509600000,2022-09-18 14:00:00,ADA/USDT,0.47684189,0.47684189,0.46925272,0.47046351,1669.912614479573,3549.50507103
1663506000000,2022-09-18 13:00:00,ADA/USDT,0.47828919,0.47917022,0.47656595,0.47656595,1611.1468124773087,3380.74260756
1663502400000,2022-09-18 12:00:00,ADA/USDT,0.47752177,0.47854977,0.47469261,0.47827893,3125.016165873103,6533.87797341
1663498800000,2022-09-18 11:00:00,ADA/USDT,0.47683597,0.47933083,0.47681706,0.47739106,1989.1427007237542,4166.69449303
1663495200000,2022-09-18 10:00:00,ADA/USDT,0.47404509,0.48116009,0.47404509,0.47679236,2205.257546015986,4625.19480391
1663491600000,2022-09-18 09:00:00,ADA/USDT,0.48625388,0.48856884,0.47444252,0.47444252,11077.918816917367,23349.33811775
1663488000000,2022-09-18 08:00:00,ADA/USDT,0.48909979,0.48909979,0.48577142,0.4868764,1827.2471292,3753.0
1663484400000,2022-09-18 07:00:00,ADA/USDT,0.48425719,0.48900611,0.48249166,0.48900611,2338.7431656158506,4782.64610153
1663480800000,2022-09-18 06:00:00,ADA/USDT,0.48356133,0.4841346,0.48142136,0.48254112,1871.77700448,3879.0
1663477200000,2022-09-18 05:00:00,ADA/USDT,0.48351964,0.48475788,0.48278934,0.48386295,1535.7810033,3174.0
1663473600000,2022-09-18 04:00:00,ADA/USDT,0.48266665,0.48478785,0.48261998,0.4836672,1975.2968448000001,4084.0
1663470000000,2022-09-18 03:00:00,ADA/USDT,0.48430548,0.48483015,0.48254645,0.48261927,2311.5121458316194,4789.51481948
1663466400000,2022-09-18 02:00:00,ADA/USDT,0.48300306,0.48488855,0.48256037,0.48437014,1860.46570774,3841.0
1663462800000,2022-09-18 01:00:00,ADA/USDT,0.48169781,0.48294146,0.4807259,0.48294146,1749.69690958,3623.0
1663459200000,2022-09-18 00:00:00,ADA/USDT,0.48596099,0.48596099,0.48085166,0.48142303,1911.73085213,3971.0
1663455600000,2022-09-17 23:00:00,ADA/USDT,0.48441131,0.48745247,0.48303781,0.4859945,2027.569054,4172.0
1663452000000,2022-09-17 22:00:00,ADA/USDT,0.48332693,0.48525325,0.48268061,0.48398456,1564.23809792,3232.0
1663448400000,2022-09-17 21:00:00,ADA/USDT,0.48477546,0.48616836,0.48247657,0.4831523,6930.521289685275,14344.38227798
1663444800000,2022-09-17 20:00:00,ADA/USDT,0.482,0.4850679,0.482,0.4845035,1763.1082365,3639.0
1663441200000,2022-09-17 19:00:00,ADA/USDT,0.48119405,0.48189405,0.47941879,0.48189405,1650.9690153000001,3426.0
1663437600000,2022-09-17 18:00:00,ADA/USDT,0.48238609,0.48356822,0.48062991,0.48144489,1788.0863214600001,3714.0
1663434000000,2022-09-17 17:00:00,ADA/USDT,0.48247617,0.48405991,0.48057836,0.48253919,2060.911127616419,4270.97149895
1663430400000,2022-09-17 16:00:00,ADA/USDT,0.481,0.48466846,0.48071572,0.48267555,2154.928273015294,4464.54823124
1663426800000,2022-09-17 15:00:00,ADA/USDT,0.48048774,0.48284359,0.47928548,0.48061703,2302.250300495391,4790.19709413
1663423200000,2022-09-17 14:00:00,ADA/USDT,0.48280022,0.48528105,0.48047104,0.48047104,2205.0954686425616,4589.44511753
1663419600000,2022-09-17 13:00:00,ADA/USDT,0.47672225,0.48201608,0.47587499,0.48201608,2233.343760450695,4633.33870615
1663416000000,2022-09-17 12:00:00,ADA/USDT,0.47619476,0.47745285,0.47349655,0.47664777,2011.4535894,4220.0
1663412400000,2022-09-17 11:00:00,ADA/USDT,0.4758766,0.47707602,0.47506615,0.47615491,1824.3318987018813,3831.38314945
1663408800000,2022-09-17 10:00:00,ADA/USDT,0.47594357,0.47594357,0.47319991,0.47520213,1913.152079804969,4025.97538821
