https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CKB,Volume USDT
1663459200,2022-09-18 00:00:00,CKB/USDT,0.004062,0.004062,0.004019,0.004043,55591.07963107,224.50947560959025
1663372800,2022-09-17 00:00:00,CKB/USDT,0.003959,0.004198,0.003945,0.004064,26460890.3412774,107846.21756180128123
1663286400,2022-09-16 00:00:00,CKB/USDT,0.003895,0.003958,0.003836,0.003956,20714408.51886054,80452.06527347330388
1663200000,2022-09-15 00:00:00,CKB/USDT,0.004179,0.004383,0.003875,0.003895,89068665.06740124,363720.89816089969591
1663113600,2022-09-14 00:00:00,CKB/USDT,0.004501,0.00543,0.004131,0.004179,346042097.53787551,1625256.63433795312967
1663027200,2022-09-13 00:00:00,CKB/USDT,0.003896,0.0059,0.00364,0.004488,302827528.31965933,1412654.97905471950947
1662940800,2022-09-12 00:00:00,CKB/USDT,0.003888,0.00397,0.0038,0.003896,14984689.87371457,58280.89554398165947
1662854400,2022-09-11 00:00:00,CKB/USDT,0.003837,0.0043,0.00382,0.003904,26118321.57058448,104166.15391306837044
1662768000,2022-09-10 00:00:00,CKB/USDT,0.003811,0.00386,0.00372,0.003833,12345405.31342125,46780.52310306394026
1662681600,2022-09-09 00:00:00,CKB/USDT,0.003596,0.003832,0.00358,0.003811,39201246.03722339,145198.08249089716429
1662595200,2022-09-08 00:00:00,CKB/USDT,0.003576,0.00362,0.003457,0.003582,21011387.8240178,74578.01007643646787
1662508800,2022-09-07 00:00:00,CKB/USDT,0.00353,0.003646,0.00348,0.003565,19592238.78071233,69706.38545186807383
1662422400,2022-09-06 00:00:00,CKB/USDT,0.003763,0.003798,0.0035,0.003521,62274084.71144428,226737.8775157683036
1662336000,2022-09-05 00:00:00,CKB/USDT,0.003839,0.003915,0.0037,0.003766,19091521.88416421,71920.05243161911427
1662249600,2022-09-04 00:00:00,CKB/USDT,0.003864,0.003886,0.003802,0.003858,16104571.14136945,61881.03501812366333
1662163200,2022-09-03 00:00:00,CKB/USDT,0.003876,0.003886,0.003825,0.003864,6844321.34145676,26392.41536189059009
1662076800,2022-09-02 00:00:00,CKB/USDT,0.003889,0.00398,0.00385,0.003868,11874146.06428838,46377.07998635248118
1661990400,2022-09-01 00:00:00,CKB/USDT,0.003868,0.00397,0.003749,0.003892,36315231.17558591,138770.71048597509743
1661904000,2022-08-31 00:00:00,CKB/USDT,0.003932,0.004035,0.003855,0.003856,21118069.66286588,83192.15774492419648
1661817600,2022-08-30 00:00:00,CKB/USDT,0.004037,0.004058,0.00382,0.003927,19971034.48283845,78749.76966918988149
1661731200,2022-08-29 00:00:00,CKB/USDT,0.003843,0.004037,0.003818,0.004037,13900743.16946553,54638.95350141719184
1661644800,2022-08-28 00:00:00,CKB/USDT,0.003916,0.004025,0.003835,0.003854,19308157.87559545,75761.76253660506339
1661558400,2022-08-27 00:00:00,CKB/USDT,0.003928,0.003977,0.003793,0.003906,24530176.95956521,95657.46869741356102
1661472000,2022-08-26 00:00:00,CKB/USDT,0.004227,0.004259,0.0039,0.00393,18257146.0131974,74615.3816098293637
1661385600,2022-08-25 00:00:00,CKB/USDT,0.004103,0.004314,0.004103,0.004236,16844455.04529706,70973.69704237938517
1661299200,2022-08-24 00:00:00,CKB/USDT,0.004192,0.004252,0.004073,0.004103,30206579.13721928,124942.95217899587326
1661212800,2022-08-23 00:00:00,CKB/USDT,0.00408,0.004627,0.003968,0.004178,64179825.57562416,269649.3405251286216
1661126400,2022-08-22 00:00:00,CKB/USDT,0.004138,0.004147,0.003957,0.004084,32217972.80549197,130350.3659560680823
1661040000,2022-08-21 00:00:00,CKB/USDT,0.004126,0.004231,0.004073,0.004135,20298337.08794922,84144.05308155991747
1660953600,2022-08-20 00:00:00,CKB/USDT,0.004059,0.004495,0.004005,0.004126,45536259.03603071,188748.24234916970702
1660867200,2022-08-19 00:00:00,CKB/USDT,0.004655,0.004676,0.004032,0.004059,55205971.85237709,237203.06223159385095
1660780800,2022-08-18 00:00:00,CKB/USDT,0.004623,0.004809,0.004577,0.004655,30166930.49743895,141822.30390740373537
1660694400,2022-08-17 00:00:00,CKB/USDT,0.004853,0.004895,0.004577,0.004619,37955983.65162912,179632.55595992164822
1660608000,2022-08-16 00:00:00,CKB/USDT,0.0048,0.005003,0.004705,0.004853,32238823.86533929,156189.5252383974386
1660521600,2022-08-15 00:00:00,CKB/USDT,0.004907,0.005033,0.00472,0.004812,36607637.54056863,177842.79550479368983
1660435200,2022-08-14 00:00:00,CKB/USDT,0.005147,0.005214,0.004852,0.004903,30608889.32677421,153649.72903458876929
1660348800,2022-08-13 00:00:00,CKB/USDT,0.005114,0.00528,0.005041,0.005134,34416644.54620138,177360.49592095762145
1660262400,2022-08-12 00:00:00,CKB/USDT,0.0051,0.005159,0.004917,0.005114,42601061.94843347,214676.06705110977632
1660176000,2022-08-11 00:00:00,CKB/USDT,0.005185,0.005305,0.005087,0.005101,34193177.06203949,177677.67086783518549
1660089600,2022-08-10 00:00:00,CKB/USDT,0.004865,0.00531,0.004701,0.005185,65803390.47141265,330949.11190728557203
1660003200,2022-08-09 00:00:00,CKB/USDT,0.004824,0.005193,0.004577,0.004868,63949667.53112693,308811.78485321147401
1659916800,2022-08-08 00:00:00,CKB/USDT,0.004872,0.005166,0.004767,0.004833,62839749.86022324,312447.37152558814252
1659830400,2022-08-07 00:00:00,CKB/USDT,0.004704,0.005005,0.004655,0.004862,25885895.32676843,124631.34918537101645
1659744000,2022-08-06 00:00:00,CKB/USDT,0.004852,0.004888,0.004678,0.0047,23667959.37679526,113049.87341841359447
1659657600,2022-08-05 00:00:00,CKB/USDT,0.004383,0.004939,0.004379,0.00486,92417403.47010635,436303.26053444480737
1659571200,2022-08-04 00:00:00,CKB/USDT,0.004404,0.004518,0.004334,0.004384,24516778.12781343,108116.92005980346402
1659484800,2022-08-03 00:00:00,CKB/USDT,0.004382,0.004526,0.00429,0.004402,28840196.22104623,127018.09398540556081
1659398400,2022-08-02 00:00:00,CKB/USDT,0.004445,0.004609,0.004242,0.004385,32456458.13130636,141988.62616335675846
1659312000,2022-08-01 00:00:00,CKB/USDT,0.004387,0.00454,0.004161,0.004428,77255744.91018529,335243.15386650224324
1659225600,2022-07-31 00:00:00,CKB/USDT,0.00446,0.004635,0.00435,0.004396,25014744.18127115,113408.48446781312308
1659139200,2022-07-30 00:00:00,CKB/USDT,0.004506,0.004644,0.00444,0.004472,26206724.6481657,118889.78183143119411
1659052800,2022-07-29 00:00:00,CKB/USDT,0.004453,0.004643,0.004142,0.004501,75849794.95774358,333830.2496457309326
1658966400,2022-07-28 00:00:00,CKB/USDT,0.004296,0.004475,0.004185,0.004453,48488857.55678876,209933.80893689818724
1658880000,2022-07-27 00:00:00,CKB/USDT,0.004129,0.0043,0.00409,0.0043,31380503.30315809,131540.59733295564584
1658793600,2022-07-26 00:00:00,CKB/USDT,0.004053,0.00415,0.003911,0.004122,26458469.01942335,105867.78820789087596
1658707200,2022-07-25 00:00:00,CKB/USDT,0.00411,0.004742,0.003912,0.004053,73633013.43728646,311134.06628237542985
1658620800,2022-07-24 00:00:00,CKB/USDT,0.004039,0.004188,0.004027,0.004107,11569659.64362588,47632.0202787127297
1658534400,2022-07-23 00:00:00,CKB/USDT,0.004103,0.004195,0.003944,0.004024,14926173.53859385,60620.76223024307644
1658448000,2022-07-22 00:00:00,CKB/USDT,0.00422,0.00426,0.004103,0.004103,34843648.73619972,146763.8094074709686
1658361600,2022-07-21 00:00:00,CKB/USDT,0.004206,0.004278,0.004112,0.00422,26121703.97350369,109296.60966891366911
1658275200,2022-07-20 00:00:00,CKB/USDT,0.004599,0.004599,0.004131,0.004197,46703344.80848253,205156.43723526157473
1658188800,2022-07-19 00:00:00,CKB/USDT,0.004575,0.004761,0.004418,0.004595,36052346.5046222,165300.20223800519955
1658102400,2022-07-18 00:00:00,CKB/USDT,0.004057,0.004666,0.004052,0.004577,50189082.55919546,220498.55361503221458
1658016000,2022-07-17 00:00:00,CKB/USDT,0.0042,0.004271,0.004019,0.004058,23648758.84339869,97911.27474395051411
1657929600,2022-07-16 00:00:00,CKB/USDT,0.003963,0.004679,0.003922,0.0042,100707678.05985404,431974.02922207225999
1657843200,2022-07-15 00:00:00,CKB/USDT,0.003863,0.003983,0.003828,0.003959,35004107.17084694,136949.48597095154918
1657756800,2022-07-14 00:00:00,CKB/USDT,0.003851,0.003966,0.003677,0.00386,27639773.80496374,105892.23673437918732
1657670400,2022-07-13 00:00:00,CKB/USDT,0.003896,0.004101,0.003595,0.003847,136667728.63161812,530514.50438288825834
1657584000,2022-07-12 00:00:00,CKB/USDT,0.003415,0.004963,0.003336,0.003892,293060895.63904544,1244038.71175459466303
1657497600,2022-07-11 00:00:00,CKB/USDT,0.003546,0.003575,0.00339,0.003415,14232641.59078562,49623.72705222474338
1657411200,2022-07-10 00:00:00,CKB/USDT,0.003735,0.003737,0.00354,0.003545,17287278.05346302,62730.80970702733198
1657324800,2022-07-09 00:00:00,CKB/USDT,0.003678,0.003798,0.003671,0.003736,19547508.15134256,73105.58848851679185
1657238400,2022-07-08 00:00:00,CKB/USDT,0.003758,0.003813,0.00365,0.003668,18602540.33437465,69256.90063189819238
1657152000,2022-07-07 00:00:00,CKB/USDT,0.003575,0.003793,0.003511,0.003756,27321395.98698737,99876.59543270891754
1657065600,2022-07-06 00:00:00,CKB/USDT,0.003567,0.003617,0.003475,0.003569,16386914.58891983,57981.20817216169382
1656979200,2022-07-05 00:00:00,CKB/USDT,0.00357,0.003633,0.003449,0.003567,15691737.62249214,55565.95080013929437
1656892800,2022-07-04 00:00:00,CKB/USDT,0.003424,0.003575,0.003375,0.003565,10389121.30146564,36271.70112806487684
1656806400,2022-07-03 00:00:00,CKB/USDT,0.003439,0.003475,0.003355,0.003421,11356794.98792385,38808.70166042528724
1656720000,2022-07-02 00:00:00,CKB/USDT,0.0034,0.003479,0.003342,0.003427,20673672.43291162,70617.14372534349745
1656633600,2022-07-01 00:00:00,CKB/USDT,0.003425,0.003504,0.003368,0.003391,24058942.37775517,82379.20069248429541
1656547200,2022-06-30 00:00:00,CKB/USDT,0.003523,0.003523,0.003268,0.003419,21913555.37530032,73640.79530299949057
1656460800,2022-06-29 00:00:00,CKB/USDT,0.00361,0.003647,0.003463,0.003523,22089551.30213839,78095.21378966850067
1656374400,2022-06-28 00:00:00,CKB/USDT,0.003659,0.003978,0.003601,0.003615,41731933.51617372,157047.84398809770058
1656288000,2022-06-27 00:00:00,CKB/USDT,0.003548,0.003798,0.003546,0.003659,25640435.61287168,94112.25509519194336
1656201600,2022-06-26 00:00:00,CKB/USDT,0.003665,0.003705,0.003547,0.003548,13659844.09548015,49646.86448976680302
1656115200,2022-06-25 00:00:00,CKB/USDT,0.003715,0.003781,0.00354,0.003665,20443780.75841125,74799.59934799306451
