https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POWR,Volume USDT
1661472000,2022-08-26 00:00:00,POWR/USDT,0.2302,0.2302,0.2066,0.2083,139287.53509188,30312.144725670249
1661385600,2022-08-25 00:00:00,POWR/USDT,0.2192,0.2377,0.2192,0.2293,91960.12975743,20894.746484368213
1661299200,2022-08-24 00:00:00,POWR/USDT,0.2231,0.2261,0.2162,0.2203,98512.10289431,21656.297449224607
1661212800,2022-08-23 00:00:00,POWR/USDT,0.2184,0.2258,0.2147,0.2218,114021.38649094,25024.837652485258
1661126400,2022-08-22 00:00:00,POWR/USDT,0.2236,0.2236,0.21,0.2173,125855.49545482,27025.518403664279
1661040000,2022-08-21 00:00:00,POWR/USDT,0.2226,0.2261,0.2167,0.2236,70198.97819176,15594.486793127831
1660953600,2022-08-20 00:00:00,POWR/USDT,0.2209,0.2277,0.2159,0.2224,144276.17975651,32088.541595608986
1660867200,2022-08-19 00:00:00,POWR/USDT,0.2487,0.2508,0.2203,0.2221,142312.67814129,32894.484630976824
1660780800,2022-08-18 00:00:00,POWR/USDT,0.2543,0.2572,0.2481,0.2487,45874.26807285,11601.099623818911
1660694400,2022-08-17 00:00:00,POWR/USDT,0.2649,0.2696,0.25,0.2531,61344.61071562,15879.824656382743
1660608000,2022-08-16 00:00:00,POWR/USDT,0.2712,0.2717,0.2633,0.2643,26627.5444666,7084.572296750854
1660521600,2022-08-15 00:00:00,POWR/USDT,0.2695,0.2894,0.2647,0.2718,59866.21516425,16655.135114648936
1660435200,2022-08-14 00:00:00,POWR/USDT,0.2747,0.2768,0.2664,0.2688,22029.67437438,5951.028259675479
1660348800,2022-08-13 00:00:00,POWR/USDT,0.278,0.2811,0.2712,0.2732,65356.92007444,17976.284467018184
1660262400,2022-08-12 00:00:00,POWR/USDT,0.2706,0.296,0.2679,0.2776,346090.42251772,96070.31797131594
1660176000,2022-08-11 00:00:00,POWR/USDT,0.2644,0.3062,0.2449,0.2703,869216.7020344,241454.066984296404
1660089600,2022-08-10 00:00:00,POWR/USDT,0.251,0.2642,0.2453,0.2642,121939.66754323,31245.872701905224
1660003200,2022-08-09 00:00:00,POWR/USDT,0.2618,0.2672,0.2471,0.2513,52969.53809103,13624.559737878535
1659916800,2022-08-08 00:00:00,POWR/USDT,0.259,0.2667,0.2565,0.2612,57241.72177508,15007.320169680073
1659830400,2022-08-07 00:00:00,POWR/USDT,0.259,0.2632,0.2559,0.2595,88370.86336151,22908.306552838919
1659744000,2022-08-06 00:00:00,POWR/USDT,0.2616,0.267,0.2578,0.2582,32165.5007736,8432.75573653514
1659657600,2022-08-05 00:00:00,POWR/USDT,0.2481,0.2618,0.2481,0.2615,101885.7342733,25986.46954199696
1659571200,2022-08-04 00:00:00,POWR/USDT,0.247,0.251,0.244,0.2473,29928.7312799,7411.447437686404
1659484800,2022-08-03 00:00:00,POWR/USDT,0.2492,0.2522,0.2412,0.2466,80193.54429936,19865.427115066155
1659398400,2022-08-02 00:00:00,POWR/USDT,0.262,0.267,0.2406,0.2497,188473.01134616,47192.962398770694
1659312000,2022-08-01 00:00:00,POWR/USDT,0.2503,0.2712,0.2503,0.2626,407051.23282607,105812.156760229638
1659225600,2022-07-31 00:00:00,POWR/USDT,0.2434,0.2572,0.2417,0.2503,229410.52110753,57556.600036400528
1659139200,2022-07-30 00:00:00,POWR/USDT,0.2436,0.2521,0.2417,0.2425,117626.07426192,28995.474086481007
1659052800,2022-07-29 00:00:00,POWR/USDT,0.2444,0.2466,0.237,0.2436,111121.74924307,26974.054611323699
1658966400,2022-07-28 00:00:00,POWR/USDT,0.2374,0.2461,0.233,0.2445,121605.92587708,28891.013042635411
1658880000,2022-07-27 00:00:00,POWR/USDT,0.2255,0.2374,0.221,0.2374,42798.24926126,9799.587287100211
1658793600,2022-07-26 00:00:00,POWR/USDT,0.2226,0.2277,0.2178,0.226,124531.93303936,27716.259446467017
1658707200,2022-07-25 00:00:00,POWR/USDT,0.2399,0.2409,0.2216,0.2216,75488.47257728,17344.681277471536
1658620800,2022-07-24 00:00:00,POWR/USDT,0.2417,0.2455,0.2392,0.2399,72325.32554297,17552.01503982061
1658534400,2022-07-23 00:00:00,POWR/USDT,0.2409,0.2475,0.2355,0.2398,85388.173652,20486.452445665208
1658448000,2022-07-22 00:00:00,POWR/USDT,0.2449,0.2483,0.2374,0.2406,45130.8731774,10966.364970386863
1658361600,2022-07-21 00:00:00,POWR/USDT,0.245,0.2471,0.2338,0.2448,33488.65067661,8045.482185414177
1658275200,2022-07-20 00:00:00,POWR/USDT,0.2544,0.2634,0.2425,0.2434,144156.54846403,36732.769401108419
1658188800,2022-07-19 00:00:00,POWR/USDT,0.2481,0.2562,0.2435,0.2546,230188.54016184,57884.965157295611
1658102400,2022-07-18 00:00:00,POWR/USDT,0.2326,0.2489,0.2313,0.248,113623.74112675,27478.906479197421
1658016000,2022-07-17 00:00:00,POWR/USDT,0.2384,0.24,0.232,0.232,78404.60164792,18546.975143275156
1657929600,2022-07-16 00:00:00,POWR/USDT,0.2306,0.2399,0.2295,0.2388,131540.54467074,30897.824284297377
1657843200,2022-07-15 00:00:00,POWR/USDT,0.2293,0.2318,0.2233,0.2299,63045.74829136,14383.801062353053
1657756800,2022-07-14 00:00:00,POWR/USDT,0.2281,0.2304,0.2155,0.2296,41775.63174758,9317.41043355916
1657670400,2022-07-13 00:00:00,POWR/USDT,0.2222,0.2281,0.2078,0.2281,154191.27297349,33950.927702597369
1657584000,2022-07-12 00:00:00,POWR/USDT,0.2356,0.2439,0.2198,0.2224,173152.22462419,39430.214826169695
1657497600,2022-07-11 00:00:00,POWR/USDT,0.2621,0.36,0.2318,0.2356,1462603.96508568,408997.798550092976
1657411200,2022-07-10 00:00:00,POWR/USDT,0.2447,0.2824,0.2386,0.2626,545267.23511267,141223.462915327554
1657324800,2022-07-09 00:00:00,POWR/USDT,0.2322,0.2465,0.2303,0.2465,46395.86039676,11132.68238820695
1657238400,2022-07-08 00:00:00,POWR/USDT,0.229,0.2356,0.226,0.2321,68415.22998314,15831.491889345957
1657152000,2022-07-07 00:00:00,POWR/USDT,0.223,0.2311,0.2208,0.2295,38551.55469822,8733.908682029981
1657065600,2022-07-06 00:00:00,POWR/USDT,0.2231,0.2255,0.2177,0.2232,142596.40381606,31494.388423603869
1656979200,2022-07-05 00:00:00,POWR/USDT,0.2305,0.2366,0.2112,0.2236,457821.32911553,100721.607948043576
1656892800,2022-07-04 00:00:00,POWR/USDT,0.2218,0.2304,0.2163,0.2304,94135.2308496,21072.279598812492
1656806400,2022-07-03 00:00:00,POWR/USDT,0.2242,0.2245,0.2178,0.2226,58516.51140278,12958.558544500556
1656720000,2022-07-02 00:00:00,POWR/USDT,0.2295,0.2302,0.2194,0.2246,73000.1926954,16338.944970844086
1656633600,2022-07-01 00:00:00,POWR/USDT,0.2422,0.2436,0.225,0.2309,219179.53468113,51274.086345096857
1656547200,2022-06-30 00:00:00,POWR/USDT,0.226,0.2921,0.2259,0.2421,2241751.30881758,579929.936430293488
1656460800,2022-06-29 00:00:00,POWR/USDT,0.2321,0.233,0.2194,0.2249,104995.02918624,23796.352068677812
1656374400,2022-06-28 00:00:00,POWR/USDT,0.228,0.2565,0.2271,0.2321,384117.89365936,92820.181916837734
1656288000,2022-06-27 00:00:00,POWR/USDT,0.2194,0.2635,0.2184,0.2273,525040.08075779,126181.006841535877
1656201600,2022-06-26 00:00:00,POWR/USDT,0.2292,0.2306,0.2197,0.2197,51678.70859158,11650.455614532902
1656115200,2022-06-25 00:00:00,POWR/USDT,0.2285,0.2315,0.2204,0.231,50200.28944574,11393.661954716985
1656028800,2022-06-24 00:00:00,POWR/USDT,0.2233,0.2311,0.221,0.2291,82850.74722262,18567.440520566852
1655942400,2022-06-23 00:00:00,POWR/USDT,0.2145,0.2249,0.2123,0.2233,85872.67377275,18878.014952343616
1655856000,2022-06-22 00:00:00,POWR/USDT,0.2168,0.2365,0.209,0.214,215652.91022782,47127.509772645653
1655769600,2022-06-21 00:00:00,POWR/USDT,0.2119,0.2246,0.2106,0.2181,72170.13305938,15733.820945570589
1655683200,2022-06-20 00:00:00,POWR/USDT,0.2085,0.2121,0.1976,0.212,90720.1233616,18563.883543108554
1655596800,2022-06-19 00:00:00,POWR/USDT,0.1986,0.2096,0.1873,0.2086,79305.19933122,15822.689652062756
1655510400,2022-06-18 00:00:00,POWR/USDT,0.2141,0.2163,0.1835,0.1985,126853.79310355,24994.434154776893
1655424000,2022-06-17 00:00:00,POWR/USDT,0.1966,0.2254,0.1945,0.2129,216491.2213969,45785.741140297324
1655337600,2022-06-16 00:00:00,POWR/USDT,0.2135,0.2284,0.1945,0.1966,394244.88883743,84061.281603272048
1655251200,2022-06-15 00:00:00,POWR/USDT,0.1975,0.2136,0.1741,0.2132,194774.76846068,36964.6794522788
1655164800,2022-06-14 00:00:00,POWR/USDT,0.1952,0.2026,0.1721,0.1975,361646.31560684,70154.600531904001
1655078400,2022-06-13 00:00:00,POWR/USDT,0.2352,0.236,0.189,0.195,117879.09613109,24080.317776085596
1654992000,2022-06-12 00:00:00,POWR/USDT,0.2588,0.2742,0.2314,0.2326,344696.37009469,86643.637233252628
1654905600,2022-06-11 00:00:00,POWR/USDT,0.286,0.2865,0.249,0.2581,204512.36148192,53668.553650149547
1654819200,2022-06-10 00:00:00,POWR/USDT,0.2818,0.3152,0.2763,0.2839,581036.36661208,168453.371764544552
1654732800,2022-06-09 00:00:00,POWR/USDT,0.2899,0.2905,0.2812,0.2818,37889.62425989,10889.628429094082
1654646400,2022-06-08 00:00:00,POWR/USDT,0.3014,0.3035,0.2842,0.2888,55476.11575379,16245.771427879816
1654560000,2022-06-07 00:00:00,POWR/USDT,0.3234,0.3324,0.2911,0.3022,178464.41662547,54944.625669398727
1654473600,2022-06-06 00:00:00,POWR/USDT,0.2926,0.3995,0.29,0.323,661058.95702589,231079.412451119335
1654387200,2022-06-05 00:00:00,POWR/USDT,0.2836,0.336,0.2743,0.2934,535030.22482754,162253.5443817971
1654300800,2022-06-04 00:00:00,POWR/USDT,0.2803,0.2933,0.2767,0.2832,41935.80775605,11891.380903683008
1654214400,2022-06-03 00:00:00,POWR/USDT,0.298,0.298,0.2729,0.2792,38287.08506325,10828.7416121209
1654128000,2022-06-02 00:00:00,POWR/USDT,0.2764,0.3148,0.2728,0.3004,434911.56378793,128503.123062448511
1654041600,2022-06-01 00:00:00,POWR/USDT,0.2819,0.3313,0.2681,0.277,333483.31131418,100300.864702554811
1653955200,2022-05-31 00:00:00,POWR/USDT,0.2804,0.2836,0.272,0.2823,54809.38973934,15232.586913794244
1653868800,2022-05-30 00:00:00,POWR/USDT,0.2602,0.2813,0.256,0.2791,72130.92466049,19669.2525469914
1653782400,2022-05-29 00:00:00,POWR/USDT,0.2545,0.2607,0.2476,0.2601,14724.9288384,3746.422340015115
1653696000,2022-05-28 00:00:00,POWR/USDT,0.2514,0.2552,0.2468,0.2549,30339.09300386,7586.924302339967
1653609600,2022-05-27 00:00:00,POWR/USDT,0.2519,0.2646,0.2415,0.2495,95163.90055946,24209.758621886756
1653523200,2022-05-26 00:00:00,POWR/USDT,0.2695,0.2707,0.2389,0.2539,67082.88005683,17160.239988690579
1653436800,2022-05-25 00:00:00,POWR/USDT,0.2661,0.2722,0.254,0.268,61966.42820079,16319.068767377561
1653350400,2022-05-24 00:00:00,POWR/USDT,0.2584,0.2727,0.244,0.2668,284956.58390813,74167.451896565249
1653264000,2022-05-23 00:00:00,POWR/USDT,0.2735,0.2937,0.2506,0.2569,326947.68173961,90700.92709306878
1653177600,2022-05-22 00:00:00,POWR/USDT,0.2538,0.2838,0.2524,0.2714,455596.74899588,122005.815312394681
1653091200,2022-05-21 00:00:00,POWR/USDT,0.248,0.255,0.242,0.2537,24133.21014877,6044.211656394457
1653004800,2022-05-20 00:00:00,POWR/USDT,0.2571,0.2602,0.2409,0.248,54907.71387783,13768.129819187898
1652918400,2022-05-19 00:00:00,POWR/USDT,0.248,0.2576,0.227,0.2571,153994.3878346,36777.681122052267
1652832000,2022-05-18 00:00:00,POWR/USDT,0.2597,0.3106,0.2404,0.2468,730868.28097838,200488.293685504452
1652745600,2022-05-17 00:00:00,POWR/USDT,0.2456,0.2635,0.2456,0.2588,39843.31451951,10213.384533138625
1652659200,2022-05-16 00:00:00,POWR/USDT,0.2612,0.2612,0.2357,0.2477,42585.99024504,10412.80384310276
1652572800,2022-05-15 00:00:00,POWR/USDT,0.249,0.2595,0.2393,0.2595,66109.62052282,16408.356094447715
1652486400,2022-05-14 00:00:00,POWR/USDT,0.2222,0.2564,0.2134,0.2488,517575.0813637,123718.711013676519
1652400000,2022-05-13 00:00:00,POWR/USDT,0.1898,0.2401,0.1871,0.22,244574.07674394,53881.678247781759
1652313600,2022-05-12 00:00:00,POWR/USDT,0.2233,0.2344,0.1689,0.1911,374403.24312973,71059.756029495051
1652227200,2022-05-11 00:00:00,POWR/USDT,0.3045,0.3115,0.2162,0.2217,565380.3663041,145779.894654474074
1652140800,2022-05-10 00:00:00,POWR/USDT,0.2947,0.3316,0.2823,0.303,259360.95351812,79786.350598711956
1652054400,2022-05-09 00:00:00,POWR/USDT,0.368,0.3718,0.2967,0.2967,191083.32550528,62396.792206917381
1651968000,2022-05-08 00:00:00,POWR/USDT,0.3871,0.3876,0.3673,0.3676,70289.86588228,26299.263202955414
1651881600,2022-05-07 00:00:00,POWR/USDT,0.398,0.4015,0.3814,0.3895,54377.98948659,21267.784379089925
1651795200,2022-05-06 00:00:00,POWR/USDT,0.4088,0.416,0.3846,0.4,161550.89718383,64631.374426166476
1651708800,2022-05-05 00:00:00,POWR/USDT,0.4544,0.4588,0.3992,0.4088,141645.73957399,61095.27879622058
1651622400,2022-05-04 00:00:00,POWR/USDT,0.4205,0.4546,0.4163,0.4536,129838.26831527,56159.991904605541
1651536000,2022-05-03 00:00:00,POWR/USDT,0.4294,0.434,0.4149,0.4189,84508.54823053,35950.123682329748
1651449600,2022-05-02 00:00:00,POWR/USDT,0.4229,0.437,0.4112,0.4294,193215.5707601,82050.16434268132
1651363200,2022-05-01 00:00:00,POWR/USDT,0.4152,0.4284,0.4014,0.4227,149492.47007334,61851.481771293232
1651276800,2022-04-30 00:00:00,POWR/USDT,0.4568,0.4607,0.4153,0.4153,92253.68994989,40412.310587004519
1651190400,2022-04-29 00:00:00,POWR/USDT,0.4774,0.4791,0.453,0.4569,43890.02998101,20582.591419442732
1651104000,2022-04-28 00:00:00,POWR/USDT,0.4779,0.4829,0.4685,0.4768,114318.61035638,54172.280052175528
1651017600,2022-04-27 00:00:00,POWR/USDT,0.4678,0.487,0.4606,0.478,121295.46642658,57628.240996923601
1650931200,2022-04-26 00:00:00,POWR/USDT,0.5003,0.5316,0.4566,0.468,159144.64692593,77197.888398159405
1650844800,2022-04-25 00:00:00,POWR/USDT,0.5098,0.5098,0.4711,0.5013,128421.69844764,62741.540785260841
1650758400,2022-04-24 00:00:00,POWR/USDT,0.53,0.5469,0.5065,0.5099,301840.85361508,159021.027873604952
1650672000,2022-04-23 00:00:00,POWR/USDT,0.5134,0.5556,0.5133,0.5292,526866.57287492,281397.169055657794
1650585600,2022-04-22 00:00:00,POWR/USDT,0.5166,0.5324,0.5047,0.5135,85751.78844525,44362.938382531839
1650499200,2022-04-21 00:00:00,POWR/USDT,0.5113,0.5834,0.5006,0.5171,516378.87666574,278014.477806066951
1650412800,2022-04-20 00:00:00,POWR/USDT,0.5218,0.5224,0.5048,0.5121,108753.59957237,55725.326809816953
1650326400,2022-04-19 00:00:00,POWR/USDT,0.5012,0.525,0.4998,0.5226,97129.41618722,49986.461335340037
1650240000,2022-04-18 00:00:00,POWR/USDT,0.4971,0.5022,0.4789,0.5012,55894.27010581,27387.700910471769
1650153600,2022-04-17 00:00:00,POWR/USDT,0.5078,0.5135,0.4966,0.498,37884.45585974,19184.759400623432
1650067200,2022-04-16 00:00:00,POWR/USDT,0.5162,0.5162,0.5019,0.5078,26422.85187608,13431.692474109408
1649980800,2022-04-15 00:00:00,POWR/USDT,0.5036,0.5232,0.5013,0.5187,196054.00632306,100411.762446498105
1649894400,2022-04-14 00:00:00,POWR/USDT,0.5288,0.5307,0.4824,0.5016,224135.34517918,112873.217601865785
1649808000,2022-04-13 00:00:00,POWR/USDT,0.5176,0.5311,0.506,0.5311,244305.52907388,126703.272379647783
1649721600,2022-04-12 00:00:00,POWR/USDT,0.4822,0.532,0.4778,0.5192,555894.24355887,282880.362580000956
1649635200,2022-04-11 00:00:00,POWR/USDT,0.5289,0.5289,0.4785,0.4822,145117.93496936,72345.808115243483
1649548800,2022-04-10 00:00:00,POWR/USDT,0.539,0.547,0.5245,0.5295,67071.36439302,35968.822884161259
1649462400,2022-04-09 00:00:00,POWR/USDT,0.5309,0.5452,0.528,0.541,87142.74373439,46668.592223294671
1649376000,2022-04-08 00:00:00,POWR/USDT,0.5452,0.5563,0.5255,0.531,114016.99915008,61555.963248240457
1649289600,2022-04-07 00:00:00,POWR/USDT,0.5245,0.5511,0.5134,0.5452,98448.53013462,52836.502283069099
1649203200,2022-04-06 00:00:00,POWR/USDT,0.593,0.5944,0.5224,0.5239,208106.75127737,115288.793607849941
1649116800,2022-04-05 00:00:00,POWR/USDT,0.5975,0.611,0.591,0.5928,86625.03520275,51880.691845020012
1649030400,2022-04-04 00:00:00,POWR/USDT,0.6248,0.6374,0.5806,0.599,155386.80356812,94281.702388803986
1648944000,2022-04-03 00:00:00,POWR/USDT,0.6377,0.6377,0.6087,0.6222,126736.46017116,79029.120328803794
1648857600,2022-04-02 00:00:00,POWR/USDT,0.7209,0.73,0.6372,0.6375,496078.27986121,334511.991999048639
1648771200,2022-04-01 00:00:00,POWR/USDT,0.5969,0.7293,0.5694,0.7194,464497.84607747,297100.250854977156
1648684800,2022-03-31 00:00:00,POWR/USDT,0.5853,0.6633,0.5772,0.5971,895171.10314165,542154.054234671103
1648598400,2022-03-30 00:00:00,POWR/USDT,0.5766,0.5886,0.5567,0.5862,265465.01337108,152872.710371010275
1648512000,2022-03-29 00:00:00,POWR/USDT,0.5766,0.6158,0.5549,0.579,245306.14538743,142618.4576752182
1648425600,2022-03-28 00:00:00,POWR/USDT,0.5869,0.5937,0.5763,0.5768,185128.05184464,108434.36794103332
1648339200,2022-03-27 00:00:00,POWR/USDT,0.5547,0.5999,0.5506,0.5853,354682.39789487,203464.139724696942
1648252800,2022-03-26 00:00:00,POWR/USDT,0.5394,0.5551,0.53,0.5547,85394.80576726,45984.768840570254
1648166400,2022-03-25 00:00:00,POWR/USDT,0.5375,0.5484,0.53,0.5398,175042.18614607,94344.392049269025
1648080000,2022-03-24 00:00:00,POWR/USDT,0.5199,0.5397,0.5183,0.5396,99925.33622861,52803.969055081993
1647993600,2022-03-23 00:00:00,POWR/USDT,0.5177,0.5645,0.5024,0.5199,183706.61159331,95350.429969694471
1647907200,2022-03-22 00:00:00,POWR/USDT,0.5107,0.5231,0.5081,0.5176,45767.83908824,23678.263310426669
1647820800,2022-03-21 00:00:00,POWR/USDT,0.5151,0.5194,0.501,0.5119,73691.1555982,37638.777676310908
1647734400,2022-03-20 00:00:00,POWR/USDT,0.519,0.549,0.5086,0.5155,200375.32858476,105311.33064547521
1647648000,2022-03-19 00:00:00,POWR/USDT,0.5131,0.5285,0.5084,0.519,366991.95856435,190341.425885950733
1647561600,2022-03-18 00:00:00,POWR/USDT,0.5064,0.5186,0.5009,0.5147,70186.42983405,35734.350861948905
1647475200,2022-03-17 00:00:00,POWR/USDT,0.5052,0.5169,0.5005,0.5067,97811.12408587,49598.296938384456
1647388800,2022-03-16 00:00:00,POWR/USDT,0.4991,0.5102,0.488,0.5053,88274.68081433,44099.078208843726
1647302400,2022-03-15 00:00:00,POWR/USDT,0.4886,0.53,0.4797,0.4998,246521.22600651,123366.184332450131
1647216000,2022-03-14 00:00:00,POWR/USDT,0.4756,0.4886,0.4724,0.4869,203118.59853148,97933.739998926933
1647129600,2022-03-13 00:00:00,POWR/USDT,0.493,0.496,0.4745,0.4767,50363.89555664,24401.412524539674
1647043200,2022-03-12 00:00:00,POWR/USDT,0.4994,0.5027,0.4927,0.4931,160657.88639047,80150.330177085833
1646956800,2022-03-11 00:00:00,POWR/USDT,0.5033,0.5052,0.4894,0.4992,94107.5400371,46777.963519025908
1646870400,2022-03-10 00:00:00,POWR/USDT,0.5284,0.5284,0.4895,0.5033,63411.19819533,32136.475168513094
1646784000,2022-03-09 00:00:00,POWR/USDT,0.5112,0.5337,0.5074,0.5286,90536.79920279,47551.468351701494
1646697600,2022-03-08 00:00:00,POWR/USDT,0.4911,0.5266,0.4877,0.5123,154125.73190419,78348.224145735656
1646611200,2022-03-07 00:00:00,POWR/USDT,0.5051,0.5075,0.4755,0.49,123001.68401157,60662.670980771689
1646524800,2022-03-06 00:00:00,POWR/USDT,0.5343,0.5343,0.5043,0.5051,24836.11232085,12799.680956746534
1646438400,2022-03-05 00:00:00,POWR/USDT,0.5282,0.5344,0.5176,0.5344,30665.86288415,16182.67345059656
1646352000,2022-03-04 00:00:00,POWR/USDT,0.549,0.568,0.5176,0.5281,156205.50261048,83851.296098359383
1646265600,2022-03-03 00:00:00,POWR/USDT,0.564,0.5669,0.5406,0.549,50218.53772414,27577.003269272252
1646179200,2022-03-02 00:00:00,POWR/USDT,0.5733,0.5762,0.546,0.5652,109851.71142363,61320.914903890058
1646092800,2022-03-01 00:00:00,POWR/USDT,0.5583,0.6048,0.5493,0.5757,290006.25875314,167166.167663438739
1646006400,2022-02-28 00:00:00,POWR/USDT,0.5173,0.56,0.5014,0.5576,107644.95667389,56785.971052265044
1645920000,2022-02-27 00:00:00,POWR/USDT,0.5469,0.5486,0.5104,0.517,96079.98513342,50595.548728717069
1645833600,2022-02-26 00:00:00,POWR/USDT,0.5344,0.5601,0.5221,0.5486,156929.3691138,84984.372347164456
1645747200,2022-02-25 00:00:00,POWR/USDT,0.4801,0.567,0.4731,0.5343,390669.18802972,201275.989677393057
1645660800,2022-02-24 00:00:00,POWR/USDT,0.4855,0.496,0.4182,0.4793,263995.73123843,120408.226687739097
1645574400,2022-02-23 00:00:00,POWR/USDT,0.497,0.5119,0.48,0.4856,149858.15004225,74076.821237562927
1645488000,2022-02-22 00:00:00,POWR/USDT,0.4791,0.4977,0.4422,0.4969,200209.70738954,93879.492642617693
1645401600,2022-02-21 00:00:00,POWR/USDT,0.5102,0.5423,0.4737,0.4791,216290.62224255,110588.138056660711
1645315200,2022-02-20 00:00:00,POWR/USDT,0.5469,0.5469,0.5017,0.5114,165710.2389317,85977.027065906011
1645228800,2022-02-19 00:00:00,POWR/USDT,0.5597,0.5615,0.5387,0.5481,78977.97614823,43387.987334610868
1645142400,2022-02-18 00:00:00,POWR/USDT,0.5529,0.564,0.5358,0.5615,223458.90113404,122900.774021722786
1645056000,2022-02-17 00:00:00,POWR/USDT,0.6051,0.6051,0.5505,0.5549,329979.81031752,189581.471434489899
1644969600,2022-02-16 00:00:00,POWR/USDT,0.5968,0.6294,0.5815,0.6038,515516.94885112,310886.764402675039
1644883200,2022-02-15 00:00:00,POWR/USDT,0.5631,0.5976,0.56,0.5944,245709.35865538,141734.01698989242
1644796800,2022-02-14 00:00:00,POWR/USDT,0.5728,0.5736,0.5447,0.5652,293809.48662829,163092.924301147546
1644710400,2022-02-13 00:00:00,POWR/USDT,0.577,0.5789,0.5605,0.5709,110067.01837936,62732.859130801717
1644624000,2022-02-12 00:00:00,POWR/USDT,0.5957,0.5967,0.561,0.5781,176601.79073613,101894.953011230931
1644537600,2022-02-11 00:00:00,POWR/USDT,0.5741,0.6278,0.5493,0.5952,537209.69830831,315864.085501235029
1644451200,2022-02-10 00:00:00,POWR/USDT,0.6025,0.6512,0.5707,0.5741,170712.90186521,101259.315950827819
1644364800,2022-02-09 00:00:00,POWR/USDT,0.5961,0.6033,0.5707,0.6024,89323.30298093,52645.431409408455
1644278400,2022-02-08 00:00:00,POWR/USDT,0.6248,0.635,0.5696,0.5972,347071.7222854,206805.548005371838
1644192000,2022-02-07 00:00:00,POWR/USDT,0.6184,0.6349,0.5962,0.626,261142.74501115,159643.292255722712
1644105600,2022-02-06 00:00:00,POWR/USDT,0.6196,0.6267,0.5835,0.6183,131831.10560008,80067.551733354021
1644019200,2022-02-05 00:00:00,POWR/USDT,0.5977,0.6418,0.571,0.617,455151.62195526,276477.609020395244
1643932800,2022-02-04 00:00:00,POWR/USDT,0.5634,0.6064,0.5521,0.5978,402469.79716586,230601.470743653996
1643846400,2022-02-03 00:00:00,POWR/USDT,0.5352,0.5634,0.5269,0.5634,97767.07737994,53156.279319022691
1643760000,2022-02-02 00:00:00,POWR/USDT,0.5582,0.5763,0.5332,0.5377,105093.71224888,57611.206569133714
