https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMPL,Volume USDT
1662249600000.0,2022-09-04 00:00:00,AMPL/USDT,0.9054,0.9849,0.8942,0.95,25264.15621052632,24000.9484
1662163200000.0,2022-09-03 00:00:00,AMPL/USDT,0.8726,0.9133,0.8723,0.9054,24310.986083499007,22011.1668
1662076800000.0,2022-09-02 00:00:00,AMPL/USDT,0.9153,0.9532,0.8723,0.8726,31652.349759339904,27619.8404
1661990400000.0,2022-09-01 00:00:00,AMPL/USDT,0.9014,0.9374,0.8869,0.9153,34850.11504424779,31898.3103
1661904000000.0,2022-08-31 00:00:00,AMPL/USDT,0.887,0.9444,0.8862,0.9014,44057.82671400045,39713.725
1661817600000.0,2022-08-30 00:00:00,AMPL/USDT,0.9427,0.953,0.8684,0.887,52642.1948139797,46693.6268
1661731200000.0,2022-08-29 00:00:00,AMPL/USDT,0.8636,0.9463,0.8422,0.9427,97031.57844489232,91471.669
1661644800000.0,2022-08-28 00:00:00,AMPL/USDT,0.879,0.9015,0.8607,0.8636,30385.49965261695,26240.9175
1661558400000.0,2022-08-27 00:00:00,AMPL/USDT,0.9221,0.9316,0.8684,0.879,49786.42229806598,43762.2652
1661472000000.0,2022-08-26 00:00:00,AMPL/USDT,1.0341,1.0376,0.9084,0.9221,70463.80566099122,64974.6752
1661385600000.0,2022-08-25 00:00:00,AMPL/USDT,1.0712,1.0777,1.0303,1.0341,30217.896915191952,31248.3272
1661299200000.0,2022-08-24 00:00:00,AMPL/USDT,1.064,1.1031,1.0349,1.0712,30588.15786034354,32766.0347
1661212800000.0,2022-08-23 00:00:00,AMPL/USDT,1.0121,1.0858,0.983,1.064,61372.803101503756,65300.6625
1661126400000.0,2022-08-22 00:00:00,AMPL/USDT,1.0404,1.051,0.9848,1.0121,74339.30935678293,75238.815
1661040000000.0,2022-08-21 00:00:00,AMPL/USDT,0.9512,1.0686,0.9437,1.0404,66041.2838331411,68709.3517
1660953600000.0,2022-08-20 00:00:00,AMPL/USDT,1.0412,1.0751,0.9086,0.9512,98278.32401177459,93482.3418
1660867200000.0,2022-08-19 00:00:00,AMPL/USDT,1.3872,1.3936,1.0252,1.0412,171505.8470995006,178571.888
1660780800000.0,2022-08-18 00:00:00,AMPL/USDT,1.3101,1.4515,1.3053,1.3872,43394.463884083045,60196.8003
1660694400000.0,2022-08-17 00:00:00,AMPL/USDT,1.3905,1.419,1.3052,1.3101,40665.097397145255,53275.3441
1660608000000.0,2022-08-16 00:00:00,AMPL/USDT,1.4862,1.5127,1.3503,1.3905,70557.89003955411,98110.7461
1660521600000.0,2022-08-15 00:00:00,AMPL/USDT,1.6217,1.6672,1.3748,1.4862,79123.02354999328,117592.6376
1660435200000.0,2022-08-14 00:00:00,AMPL/USDT,2.0241,2.0273,1.4763,1.6217,129938.95270395266,210721.9996
1660348800000.0,2022-08-13 00:00:00,AMPL/USDT,1.7772,2.0808,1.6559,2.0273,91756.62625166478,186018.2084
1660262400000.0,2022-08-12 00:00:00,AMPL/USDT,1.6114,1.7831,1.5232,1.7772,54749.587497186585,97300.9669
1660176000000.0,2022-08-11 00:00:00,AMPL/USDT,1.5406,1.629,1.5232,1.6114,46170.62523271689,74399.3455
1660089600000.0,2022-08-10 00:00:00,AMPL/USDT,1.4379,1.5837,1.349,1.5406,29349.429183435026,45215.7306
1660003200000.0,2022-08-09 00:00:00,AMPL/USDT,1.6942,1.7025,1.3934,1.4379,84143.67800264274,120990.1946
1659916800000.0,2022-08-08 00:00:00,AMPL/USDT,1.4561,1.7373,1.4103,1.6942,86173.41352850905,145994.9972
1659830400000.0,2022-08-07 00:00:00,AMPL/USDT,1.3636,1.508,1.3238,1.4561,106438.26557241948,154984.7585
1659744000000.0,2022-08-06 00:00:00,AMPL/USDT,1.3371,1.3903,1.3181,1.3636,70932.32340862423,96723.3162
1659657600000.0,2022-08-05 00:00:00,AMPL/USDT,1.2042,1.3584,1.2013,1.3371,30729.052127739138,41087.8156
1659571200000.0,2022-08-04 00:00:00,AMPL/USDT,1.2142,1.2442,1.19,1.2042,27890.228118252784,33585.4127
1659484800000.0,2022-08-03 00:00:00,AMPL/USDT,1.2693,1.2764,1.2142,1.2142,20549.9765277549,24951.7815
1659398400000.0,2022-08-02 00:00:00,AMPL/USDT,1.2271,1.337,1.1348,1.2693,115566.45852044434,146688.5058
1659312000000.0,2022-08-01 00:00:00,AMPL/USDT,1.3607,1.3858,1.1785,1.2271,97075.23111400862,119121.0161
1659225600000.0,2022-07-31 00:00:00,AMPL/USDT,1.7105,1.7567,1.347,1.3607,103780.30072756669,141213.8552
1659139200000.0,2022-07-30 00:00:00,AMPL/USDT,1.2381,1.8662,1.2108,1.7105,214442.58877521195,366804.0481
1659052800000.0,2022-07-29 00:00:00,AMPL/USDT,1.0765,1.2613,1.0667,1.2381,108158.05112672645,133910.4831
1658966400000.0,2022-07-28 00:00:00,AMPL/USDT,1.072,1.1112,1.0527,1.0765,45181.36925220622,48637.744
1658880000000.0,2022-07-27 00:00:00,AMPL/USDT,1.0597,1.0899,1.0267,1.072,84173.64710820894,90234.1497
1658793600000.0,2022-07-26 00:00:00,AMPL/USDT,1.0769,1.0841,1.0332,1.0597,20317.14513541568,21530.0787
1658707200000.0,2022-07-25 00:00:00,AMPL/USDT,1.1366,1.1798,1.0328,1.0769,82293.3896369208,88621.7513
1658620800000.0,2022-07-24 00:00:00,AMPL/USDT,1.1634,1.3416,1.1273,1.1366,114698.83987330635,130366.7014
1658534400000.0,2022-07-23 00:00:00,AMPL/USDT,1.1404,1.1652,1.118,1.1634,36569.74333849063,42545.2394
1658448000000.0,2022-07-22 00:00:00,AMPL/USDT,1.1588,1.1903,1.1194,1.1404,35381.860838302346,40349.4741
1658361600000.0,2022-07-21 00:00:00,AMPL/USDT,1.143,1.1743,1.1014,1.1588,23749.998705557475,27521.4985
1658275200000.0,2022-07-20 00:00:00,AMPL/USDT,1.1657,1.196,1.1291,1.143,42700.28381452319,48806.4244
1658188800000.0,2022-07-19 00:00:00,AMPL/USDT,1.2034,1.2069,1.1418,1.1657,60584.164278974014,70622.9603
1658102400000.0,2022-07-18 00:00:00,AMPL/USDT,1.1006,1.2093,1.0937,1.2034,17198.8997008476,20697.1559
1658016000000.0,2022-07-17 00:00:00,AMPL/USDT,1.127,1.1424,1.0917,1.1006,22790.022169725606,25082.6984
1657929600000.0,2022-07-16 00:00:00,AMPL/USDT,1.066,1.1737,1.03,1.127,67215.36903283052,75751.7209
1657843200000.0,2022-07-15 00:00:00,AMPL/USDT,1.1181,1.1235,1.066,1.066,163465.1203564728,174253.8183
1657756800000.0,2022-07-14 00:00:00,AMPL/USDT,1.0455,1.1182,1.0309,1.1181,40468.352472945175,45247.6649
1657670400000.0,2022-07-13 00:00:00,AMPL/USDT,0.9801,1.05,0.9753,1.0455,38980.45834528933,40754.0692
1657584000000.0,2022-07-12 00:00:00,AMPL/USDT,1.0,1.0236,0.98,0.9801,33769.89694929089,33097.876
1657497600000.0,2022-07-11 00:00:00,AMPL/USDT,1.0749,1.0792,1.0,1.0,99659.2375,99659.2375
1657411200000.0,2022-07-10 00:00:00,AMPL/USDT,1.1429,1.1796,1.0739,1.0749,62257.88733835706,66921.0031
1657324800000.0,2022-07-09 00:00:00,AMPL/USDT,1.1422,1.1886,1.1123,1.1429,48549.59489019162,55487.332
1657238400000.0,2022-07-08 00:00:00,AMPL/USDT,1.2303,1.2497,1.125,1.1422,33752.54657678165,38552.1587
1657152000000.0,2022-07-07 00:00:00,AMPL/USDT,1.093,1.2303,1.0787,1.2303,57434.01926359425,70661.0739
1657065600000.0,2022-07-06 00:00:00,AMPL/USDT,1.0519,1.1,1.0326,1.093,59983.04172003661,65561.4646
1656979200000.0,2022-07-05 00:00:00,AMPL/USDT,1.0627,1.1284,1.0371,1.0519,164974.28786006273,173536.4534
1656892800000.0,2022-07-04 00:00:00,AMPL/USDT,0.9851,1.0674,0.9851,1.0627,23559.125435212194,25036.2826
1656806400000.0,2022-07-03 00:00:00,AMPL/USDT,0.9823,1.0051,0.9684,0.9851,27887.55862349,27472.034
1656720000000.0,2022-07-02 00:00:00,AMPL/USDT,0.9452,0.9925,0.9305,0.9823,49397.89086837015,48523.5482
1656633600000.0,2022-07-01 00:00:00,AMPL/USDT,0.923,0.9718,0.9143,0.9452,56294.91314007617,53209.9519
1656547200000.0,2022-06-30 00:00:00,AMPL/USDT,0.9272,0.9434,0.8922,0.923,87928.74344528711,81158.2302
1656460800000.0,2022-06-29 00:00:00,AMPL/USDT,0.9987,1.0293,0.9254,0.9272,32801.024590163935,30413.11
1656374400000.0,2022-06-28 00:00:00,AMPL/USDT,0.8632,1.0509,0.8517,0.9987,440634.4399719635,440061.6152
1656288000000.0,2022-06-27 00:00:00,AMPL/USDT,0.8626,0.901,0.8512,0.8632,39845.69844763671,34394.8069
1656201600000.0,2022-06-26 00:00:00,AMPL/USDT,0.8842,0.9039,0.8626,0.8626,33116.51750521678,28566.308
1656115200000.0,2022-06-25 00:00:00,AMPL/USDT,0.8814,0.891,0.8531,0.8842,13547.577018774033,11978.7676
1656028800000.0,2022-06-24 00:00:00,AMPL/USDT,0.8443,0.89,0.8382,0.8814,34044.23122305423,30006.5854
1655942400000.0,2022-06-23 00:00:00,AMPL/USDT,0.8001,0.8469,0.7976,0.8443,36155.905839156694,30526.4313
1655856000000.0,2022-06-22 00:00:00,AMPL/USDT,0.7987,0.8282,0.7827,0.8001,56426.2212223472,45146.6196
1655769600000.0,2022-06-21 00:00:00,AMPL/USDT,0.7968,0.8379,0.7409,0.7987,72592.73281582572,57979.8157
1655683200000.0,2022-06-20 00:00:00,AMPL/USDT,0.8358,0.8751,0.7679,0.7968,48489.768448795185,38636.6475
1655596800000.0,2022-06-19 00:00:00,AMPL/USDT,0.7338,0.8583,0.7015,0.8358,108874.5497726729,90997.3487
1655510400000.0,2022-06-18 00:00:00,AMPL/USDT,0.8084,0.815,0.6707,0.7338,202472.33237939494,148574.1975
1655424000000.0,2022-06-17 00:00:00,AMPL/USDT,0.7638,0.8392,0.748,0.8084,135396.5890648194,109454.6026
1655337600000.0,2022-06-16 00:00:00,AMPL/USDT,0.8328,0.8422,0.76,0.7638,77230.64310028803,58988.7652
1655251200000.0,2022-06-15 00:00:00,AMPL/USDT,0.8738,0.8832,0.7787,0.8328,431668.77173390967,359493.7531
1655164800000.0,2022-06-14 00:00:00,AMPL/USDT,0.8163,0.891,0.7834,0.8738,486364.67532616155,424985.4533
1655078400000.0,2022-06-13 00:00:00,AMPL/USDT,0.949,0.949,0.7552,0.8163,764463.993139777,624031.9576
1654992000000.0,2022-06-12 00:00:00,AMPL/USDT,0.9879,0.9889,0.9345,0.949,95122.30706006322,90271.0694
1654905600000.0,2022-06-11 00:00:00,AMPL/USDT,1.0221,1.0342,0.9649,0.9879,113741.37058406722,112365.1
1654819200000.0,2022-06-10 00:00:00,AMPL/USDT,1.0603,1.0624,1.0145,1.0221,148073.25447607867,151345.6734
1654732800000.0,2022-06-09 00:00:00,AMPL/USDT,1.1307,1.15,1.0603,1.0603,215458.64415731397,228450.8004
1654646400000.0,2022-06-08 00:00:00,AMPL/USDT,1.0202,1.16,1.0202,1.1307,266329.46829397714,301138.7298
1654560000000.0,2022-06-07 00:00:00,AMPL/USDT,1.0322,1.038,0.985,1.0202,139029.74093315037,141838.1417
1654473600000.0,2022-06-06 00:00:00,AMPL/USDT,1.0369,1.06,1.032,1.0322,123696.27252470452,127679.2925
1654387200000.0,2022-06-05 00:00:00,AMPL/USDT,0.9901,1.0584,0.986,1.0369,98588.46706529078,102226.3815
1654300800000.0,2022-06-04 00:00:00,AMPL/USDT,0.9711,0.9901,0.9608,0.9901,35429.9799010201,35079.2231
1654214400000.0,2022-06-03 00:00:00,AMPL/USDT,0.982,0.995,0.9541,0.9711,49820.13345690454,48380.3316
1654128000000.0,2022-06-02 00:00:00,AMPL/USDT,0.9556,0.9973,0.9516,0.982,178617.95305498983,175402.8299
1654041600000.0,2022-06-01 00:00:00,AMPL/USDT,0.9608,1.007,0.954,0.9556,178250.03442863122,170335.7329
1653955200000.0,2022-05-31 00:00:00,AMPL/USDT,0.9626,0.9866,0.9302,0.9608,97579.80682764364,93754.6784
1653868800000.0,2022-05-30 00:00:00,AMPL/USDT,0.9215,0.9659,0.9081,0.9626,125211.20226469976,120528.3033
1653782400000.0,2022-05-29 00:00:00,AMPL/USDT,0.8981,0.9251,0.8981,0.9215,11630.749104720564,10717.7353
1653696000000.0,2022-05-28 00:00:00,AMPL/USDT,0.8881,0.9023,0.875,0.9003,77101.7474175275,69414.7032
1653609600000.0,2022-05-27 00:00:00,AMPL/USDT,0.924,0.9266,0.8865,0.8881,132512.58630784822,117684.4279
1653523200000.0,2022-05-26 00:00:00,AMPL/USDT,0.9019,0.9555,0.872,0.924,265368.4608225108,245200.4578
1653436800000.0,2022-05-25 00:00:00,AMPL/USDT,0.9051,0.9266,0.8988,0.9019,43208.84177846768,38970.0544
1653350400000.0,2022-05-24 00:00:00,AMPL/USDT,0.9013,0.9114,0.8823,0.9051,82948.29897248922,75076.5054
1653264000000.0,2022-05-23 00:00:00,AMPL/USDT,0.9084,0.9295,0.8989,0.9013,19950.588927105295,17981.4658
1653177600000.0,2022-05-22 00:00:00,AMPL/USDT,0.8988,0.9147,0.8905,0.9084,61341.22864376927,55722.3721
1653091200000.0,2022-05-21 00:00:00,AMPL/USDT,0.9016,0.9137,0.8862,0.8988,61102.46717846017,54918.8975
1653004800000.0,2022-05-20 00:00:00,AMPL/USDT,0.9126,0.9234,0.8972,0.9016,86942.29846938777,78387.1763
1652918400000.0,2022-05-19 00:00:00,AMPL/USDT,0.8942,0.9183,0.8891,0.9126,100915.36719263643,92095.3641
1652832000000.0,2022-05-18 00:00:00,AMPL/USDT,0.9208,0.9221,0.89,0.8942,71033.81156340863,63518.4343
1652745600000.0,2022-05-17 00:00:00,AMPL/USDT,0.9124,0.9368,0.8992,0.9208,79032.00977410948,72772.6746
1652659200000.0,2022-05-16 00:00:00,AMPL/USDT,0.9387,0.9387,0.9034,0.9124,92484.13974134151,84382.5291
1652572800000.0,2022-05-15 00:00:00,AMPL/USDT,0.8952,0.9387,0.8952,0.9387,55284.7442207308,51895.7894
1652486400000.0,2022-05-14 00:00:00,AMPL/USDT,0.8815,0.9163,0.8671,0.8952,171279.22419571044,153329.1615
1652400000000.0,2022-05-13 00:00:00,AMPL/USDT,0.8725,0.9327,0.8664,0.8815,274077.87929665344,241599.6506
1652313600000.0,2022-05-12 00:00:00,AMPL/USDT,0.983,1.016,0.7896,0.8725,1175848.0401146132,1025927.415
1652227200000.0,2022-05-11 00:00:00,AMPL/USDT,1.1133,1.132,0.9684,0.983,597093.335096643,586942.7484
1652140800000.0,2022-05-10 00:00:00,AMPL/USDT,1.0261,1.1397,1.01,1.1133,314811.70645827724,350479.8728
1652054400000.0,2022-05-09 00:00:00,AMPL/USDT,1.0592,1.0605,1.0165,1.0261,249815.83442159634,256336.0277
1651968000000.0,2022-05-08 00:00:00,AMPL/USDT,1.0612,1.0657,1.0342,1.0592,157067.64454305137,166366.0491
1651881600000.0,2022-05-07 00:00:00,AMPL/USDT,1.0686,1.0835,1.0474,1.0612,105311.39059555222,111756.4477
1651795200000.0,2022-05-06 00:00:00,AMPL/USDT,1.045,1.069,1.0349,1.0686,152643.23544825005,163114.5614
1651708800000.0,2022-05-05 00:00:00,AMPL/USDT,1.0771,1.0842,1.0235,1.045,91613.25598086124,95735.8525
1651622400000.0,2022-05-04 00:00:00,AMPL/USDT,1.0448,1.0789,1.0281,1.0771,119732.72565221429,128964.1188
1651536000000.0,2022-05-03 00:00:00,AMPL/USDT,1.0501,1.0504,1.0382,1.0448,108139.09532924963,112983.7268
1651449600000.0,2022-05-02 00:00:00,AMPL/USDT,1.0439,1.055,1.0249,1.0501,133220.44367203122,139894.7879
1651363200000.0,2022-05-01 00:00:00,AMPL/USDT,1.047,1.0514,1.0435,1.0439,7110.181435003353,7422.3184
1651276800000.0,2022-04-30 00:00:00,AMPL/USDT,1.1405,1.1428,1.04,1.047,80420.64718242598,84200.4176
1651190400000.0,2022-04-29 00:00:00,AMPL/USDT,1.2153,1.223,1.1347,1.1405,96576.75177553704,110145.7854
1651104000000.0,2022-04-28 00:00:00,AMPL/USDT,1.1762,1.2205,1.1753,1.2153,42764.18546860857,51971.3146
1651017600000.0,2022-04-27 00:00:00,AMPL/USDT,1.1493,1.182,1.143,1.1762,80867.56954599559,95116.4353
1650931200000.0,2022-04-26 00:00:00,AMPL/USDT,1.1951,1.2053,1.1382,1.1493,110661.10214913425,127182.8047
1650844800000.0,2022-04-25 00:00:00,AMPL/USDT,1.196,1.207,1.1485,1.1951,115457.42414860679,137983.1676
1650758400000.0,2022-04-24 00:00:00,AMPL/USDT,1.2094,1.2475,1.1822,1.196,110280.20091973245,131895.1203
1650672000000.0,2022-04-23 00:00:00,AMPL/USDT,1.1902,1.2217,1.1385,1.2094,142790.69166528856,172691.0625
1650585600000.0,2022-04-22 00:00:00,AMPL/USDT,1.1675,1.2285,1.1441,1.1902,143108.98647286172,170328.3157
1650499200000.0,2022-04-21 00:00:00,AMPL/USDT,1.1457,1.2009,1.12,1.1675,99878.12248394004,116607.708
1650412800000.0,2022-04-20 00:00:00,AMPL/USDT,1.1318,1.1559,1.1008,1.1457,79067.64336213669,90587.799
1650326400000.0,2022-04-19 00:00:00,AMPL/USDT,1.0892,1.1329,1.08,1.1318,47147.77593214349,53361.8528
1650240000000.0,2022-04-18 00:00:00,AMPL/USDT,1.0725,1.0957,1.0488,1.0892,62461.47869996328,68033.0426
1650153600000.0,2022-04-17 00:00:00,AMPL/USDT,1.0609,1.0859,1.0587,1.0725,23778.014918414916,25501.921
1650067200000.0,2022-04-16 00:00:00,AMPL/USDT,1.0773,1.0821,1.0586,1.0609,16485.159204449054,17489.1054
1649980800000.0,2022-04-15 00:00:00,AMPL/USDT,1.0655,1.1015,1.065,1.0773,47105.26854172468,50746.5058
1649894400000.0,2022-04-14 00:00:00,AMPL/USDT,1.0789,1.1025,1.0601,1.0655,37885.312341623656,40366.8003
1649808000000.0,2022-04-13 00:00:00,AMPL/USDT,1.0842,1.0911,1.0346,1.0789,60079.37260172398,64819.6351
1649721600000.0,2022-04-12 00:00:00,AMPL/USDT,1.058,1.0887,1.0564,1.0842,79749.2492160118,86464.136
1649635200000.0,2022-04-11 00:00:00,AMPL/USDT,1.0702,1.0702,1.038,1.058,83350.10860113421,88184.4149
1649548800000.0,2022-04-10 00:00:00,AMPL/USDT,1.0333,1.0937,1.0333,1.0702,43100.61623995515,46126.2795
1649462400000.0,2022-04-09 00:00:00,AMPL/USDT,1.0144,1.0338,1.0114,1.0333,27618.52559759992,28538.2225
1649376000000.0,2022-04-08 00:00:00,AMPL/USDT,1.003,1.0387,1.0003,1.0144,82859.18769716089,84052.36
1649289600000.0,2022-04-07 00:00:00,AMPL/USDT,1.0235,1.0252,0.9803,1.003,34952.79371884347,35057.6521
1649203200000.0,2022-04-06 00:00:00,AMPL/USDT,1.0944,1.0944,1.0235,1.0235,76470.33541768442,78267.3883
1649116800000.0,2022-04-05 00:00:00,AMPL/USDT,1.0612,1.1183,1.0607,1.0944,54279.332693713455,59403.3017
1649030400000.0,2022-04-04 00:00:00,AMPL/USDT,1.077,1.0785,1.0463,1.0612,30147.403882397288,31992.425
1648944000000.0,2022-04-03 00:00:00,AMPL/USDT,1.1168,1.1183,1.0528,1.077,47927.75756731662,51618.1949
1648857600000.0,2022-04-02 00:00:00,AMPL/USDT,1.1143,1.136,1.1055,1.1168,33678.54289040115,37612.1967
1648771200000.0,2022-04-01 00:00:00,AMPL/USDT,1.0919,1.1217,1.0246,1.1143,189337.23799694877,210978.4843
1648684800000.0,2022-03-31 00:00:00,AMPL/USDT,1.174,1.1974,1.0855,1.0919,91808.14094697316,100245.3091
1648598400000.0,2022-03-30 00:00:00,AMPL/USDT,1.1601,1.1907,1.1554,1.174,49725.58509369677,58377.8369
1648512000000.0,2022-03-29 00:00:00,AMPL/USDT,1.182,1.225,1.158,1.1601,105482.2768726834,122369.9894
1648425600000.0,2022-03-28 00:00:00,AMPL/USDT,1.1113,1.1889,1.1113,1.182,29011.070135363792,34291.0849
1648339200000.0,2022-03-27 00:00:00,AMPL/USDT,1.0625,1.1151,1.0623,1.1113,29074.334383154863,32310.3078
1648252800000.0,2022-03-26 00:00:00,AMPL/USDT,1.0868,1.102,1.0545,1.0625,106221.53854117647,112860.3847
1648166400000.0,2022-03-25 00:00:00,AMPL/USDT,1.1004,1.1004,1.0858,1.0868,29060.735553919763,31583.2074
1648080000000.0,2022-03-24 00:00:00,AMPL/USDT,1.0748,1.1034,1.0726,1.1004,30896.93774990912,33998.9903
1647993600000.0,2022-03-23 00:00:00,AMPL/USDT,1.0776,1.0841,1.0523,1.0748,79909.68552288797,85886.93
1647907200000.0,2022-03-22 00:00:00,AMPL/USDT,1.1173,1.1487,1.0334,1.0776,100236.19385671864,108014.5225
1647820800000.0,2022-03-21 00:00:00,AMPL/USDT,1.0595,1.126,1.0533,1.1173,39745.9241027477,44408.121
1647734400000.0,2022-03-20 00:00:00,AMPL/USDT,1.0693,1.0703,1.0595,1.0595,17200.76951392166,18224.2153
1647648000000.0,2022-03-19 00:00:00,AMPL/USDT,1.0558,1.0777,1.0558,1.0693,22897.43131020294,24484.2233
1647561600000.0,2022-03-18 00:00:00,AMPL/USDT,1.0556,1.0633,1.0332,1.0558,50597.36417882174,53420.6971
1647475200000.0,2022-03-17 00:00:00,AMPL/USDT,1.102,1.1076,1.0555,1.0556,67943.53069344448,71721.191
1647388800000.0,2022-03-16 00:00:00,AMPL/USDT,0.975,1.1249,0.975,1.102,224076.92477313973,246932.7711
1647302400000.0,2022-03-15 00:00:00,AMPL/USDT,0.9375,0.9813,0.9306,0.975,41946.30451282051,40897.6469
1647216000000.0,2022-03-14 00:00:00,AMPL/USDT,0.938,0.9638,0.935,0.9375,39943.99370666667,37447.4941
1647129600000.0,2022-03-13 00:00:00,AMPL/USDT,0.94,0.9615,0.9376,0.938,49342.18901918977,46282.9733
1647043200000.0,2022-03-12 00:00:00,AMPL/USDT,0.9337,0.9524,0.9312,0.94,24219.46861702128,22766.3005
1646956800000.0,2022-03-11 00:00:00,AMPL/USDT,0.9262,0.9559,0.9038,0.9337,105336.12295169756,98352.338
1646870400000.0,2022-03-10 00:00:00,AMPL/USDT,0.9637,0.99,0.9235,0.9262,53140.91826819261,49219.1185
1646784000000.0,2022-03-09 00:00:00,AMPL/USDT,0.9099,0.9789,0.9099,0.9637,97730.55048251532,94182.9315
1646697600000.0,2022-03-08 00:00:00,AMPL/USDT,0.902,0.9309,0.901,0.9099,71821.63281679305,65350.5037
1646611200000.0,2022-03-07 00:00:00,AMPL/USDT,0.9202,0.9472,0.8954,0.902,54075.322394678486,48775.9408
1646524800000.0,2022-03-06 00:00:00,AMPL/USDT,0.9354,0.9508,0.9202,0.9202,40671.37176700717,37425.7963
1646438400000.0,2022-03-05 00:00:00,AMPL/USDT,0.9157,0.94,0.9,0.9354,56280.14036775711,52644.4433
1646352000000.0,2022-03-04 00:00:00,AMPL/USDT,0.9584,0.9613,0.9133,0.9157,54193.54166211642,49625.0261
1646265600000.0,2022-03-03 00:00:00,AMPL/USDT,1.06,1.0638,0.9465,0.9584,124071.11581803006,118909.7574
1646179200000.0,2022-03-02 00:00:00,AMPL/USDT,1.0756,1.0896,1.06,1.06,61923.7329245283,65639.1569
1646092800000.0,2022-03-01 00:00:00,AMPL/USDT,1.0324,1.0996,1.0296,1.0756,90437.97164373373,97275.0823
1646006400000.0,2022-02-28 00:00:00,AMPL/USDT,0.9454,1.0382,0.939,1.0324,127982.46881053854,132129.1008
1645920000000.0,2022-02-27 00:00:00,AMPL/USDT,0.945,0.984,0.9358,0.9454,116155.03120372328,109812.9665
1645833600000.0,2022-02-26 00:00:00,AMPL/USDT,0.965,0.9804,0.945,0.945,74761.19883597884,70649.3329
1645747200000.0,2022-02-25 00:00:00,AMPL/USDT,0.9103,0.9725,0.9091,0.965,98973.74373056996,95509.6627
1645660800000.0,2022-02-24 00:00:00,AMPL/USDT,0.8951,0.925,0.8375,0.9103,707024.6244095353,643604.5156
1645574400000.0,2022-02-23 00:00:00,AMPL/USDT,0.9375,1.0474,0.8942,0.8951,194818.6185901017,174382.1455
1645488000000.0,2022-02-22 00:00:00,AMPL/USDT,0.8837,0.9417,0.8795,0.9375,53759.67072,50399.6913
1645401600000.0,2022-02-21 00:00:00,AMPL/USDT,0.9136,0.9533,0.8795,0.8837,177879.12549507752,157191.7832
1645315200000.0,2022-02-20 00:00:00,AMPL/USDT,0.9705,0.9778,0.9136,0.9136,68259.19680385289,62361.6022
1645228800000.0,2022-02-19 00:00:00,AMPL/USDT,0.9611,0.977,0.9579,0.9705,20555.846780010303,19949.4493
1645142400000.0,2022-02-18 00:00:00,AMPL/USDT,0.966,0.99,0.96,0.9611,65364.700863593804,62822.014
1645056000000.0,2022-02-17 00:00:00,AMPL/USDT,1.0191,1.0276,0.9647,0.966,49857.941200828165,48162.7712
1644969600000.0,2022-02-16 00:00:00,AMPL/USDT,1.0395,1.0434,0.9886,1.0191,115428.50181532725,117633.1862
1644883200000.0,2022-02-15 00:00:00,AMPL/USDT,0.9418,1.0545,0.9405,1.0395,59853.79518999519,62218.0201
1644796800000.0,2022-02-14 00:00:00,AMPL/USDT,0.9374,0.9509,0.9277,0.9418,40008.087916755154,37679.6172
1644710400000.0,2022-02-13 00:00:00,AMPL/USDT,0.9273,0.95,0.9273,0.9374,28824.22775762748,27019.8311
1644624000000.0,2022-02-12 00:00:00,AMPL/USDT,0.9089,0.9427,0.9077,0.9273,77916.42424242424,72251.9002
