https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMPL,Volume USDT
1663459200,2022-09-18 00:00:00,AMPL/USDT,0.99592,0.99592,0.99145,0.99513,66.32,65.9991883
1663372800,2022-09-17 00:00:00,AMPL/USDT,0.96482,1.061,0.94688,0.99592,63976.6,62469.5205741
1663286400,2022-09-16 00:00:00,AMPL/USDT,0.98948,1.01403,0.93587,0.96181,58190.53,56307.112433
1663200000,2022-09-15 00:00:00,AMPL/USDT,1.07981,1.08293,0.94766,0.99584,121969.71,121706.5985803
1663113600,2022-09-14 00:00:00,AMPL/USDT,1.05088,1.11831,1.03304,1.078,54581.44,58768.0995997
1663027200,2022-09-13 00:00:00,AMPL/USDT,1.27021,1.29049,1.05,1.05782,150748.84,171799.9784414
1662940800,2022-09-12 00:00:00,AMPL/USDT,1.27336,1.3117,1.1963,1.26955,110652.05220231,138536.0541724875
1662854400,2022-09-11 00:00:00,AMPL/USDT,1.14562,1.359,1.1403,1.27361,262961.15,333518.3214872
1662768000,2022-09-10 00:00:00,AMPL/USDT,1.06401,1.15801,1.03305,1.14731,95135.88,103239.9853409
1662681600,2022-09-09 00:00:00,AMPL/USDT,0.96487,1.06631,0.96487,1.06566,45393.61,46959.0582932
1662595200,2022-09-08 00:00:00,AMPL/USDT,0.95374,0.98576,0.94614,0.96487,21748.34,21100.2023004
1662508800,2022-09-07 00:00:00,AMPL/USDT,0.93697,0.97288,0.90489,0.95463,27633.12,25853.1138363
1662422400,2022-09-06 00:00:00,AMPL/USDT,0.98521,1.00817,0.92685,0.94148,38136.58,37290.994947
1662336000,2022-09-05 00:00:00,AMPL/USDT,0.95827,1.01375,0.94011,0.98861,71766.91,70038.7962258
1662249600,2022-09-04 00:00:00,AMPL/USDT,0.90816,0.98937,0.89223,0.95973,44223.63,41740.1605551
1662163200,2022-09-03 00:00:00,AMPL/USDT,0.87001,0.913,0.87001,0.90815,14756.42,13254.1332734
1662076800,2022-09-02 00:00:00,AMPL/USDT,0.91532,0.9539,0.87,0.87415,41875.56,37777.6108259
1661990400,2022-09-01 00:00:00,AMPL/USDT,0.91232,0.93999,0.88,0.91531,44466.3,39941.0952667
1661904000,2022-08-31 00:00:00,AMPL/USDT,0.89085,0.94143,0.88001,0.91424,25624.26,23315.9421886
1661817600,2022-08-30 00:00:00,AMPL/USDT,0.94615,0.95541,0.87,0.89086,46643.39,42640.5101858
1661731200,2022-08-29 00:00:00,AMPL/USDT,0.87018,0.94931,0.83349,0.94824,110960.56096384,97668.7776236158208
1661644800,2022-08-28 00:00:00,AMPL/USDT,0.87619,0.90762,0.85857,0.86,41309.23,36685.5408592
