https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSD,Volume USDT
1661500800,2022-08-26 08:00:00,SUSD/USDT,1.006031,1.006031,1.006031,1.006031,0.15,0.15090465
1661497200,2022-08-26 07:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661493600,2022-08-26 06:00:00,SUSD/USDT,1.00302,1.003021,1.00302,1.00302,421.6515,422.9248884262
1661490000,2022-08-26 05:00:00,SUSD/USDT,1.00302,1.006057,1.00302,1.006057,344.4966,345.5400116801
1661486400,2022-08-26 04:00:00,SUSD/USDT,1.003021,1.003021,1.003021,1.003021,0,0
1661482800,2022-08-26 03:00:00,SUSD/USDT,1.003021,1.003021,1.003021,1.003021,0,0
1661479200,2022-08-26 02:00:00,SUSD/USDT,1.005984,1.006051,1.003021,1.003021,43.8874,44.1525202747
1661475600,2022-08-26 01:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661472000,2022-08-26 00:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661468400,2022-08-25 23:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661464800,2022-08-25 22:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661461200,2022-08-25 21:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661457600,2022-08-25 20:00:00,SUSD/USDT,1.00302,1.00302,1.00302,1.00302,0,0
1661454000,2022-08-25 19:00:00,SUSD/USDT,1.003021,1.003021,1.00302,1.00302,1.0642,1.0674140253
1661450400,2022-08-25 18:00:00,SUSD/USDT,1.006057,1.006057,1.006057,1.006057,0,0
1661446800,2022-08-25 17:00:00,SUSD/USDT,1.006052,1.006058,1.006052,1.006057,0.3736,0.375862263
1661443200,2022-08-25 16:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,1.1993,1.2035275325
1661439600,2022-08-25 15:00:00,SUSD/USDT,1.003525,1.00354,1.003525,1.003525,154.7903,155.3365358075
1661436000,2022-08-25 14:00:00,SUSD/USDT,1.003588,1.006058,1.003525,1.006058,198.439,199.1487505986
1661432400,2022-08-25 13:00:00,SUSD/USDT,1.00604,1.00619,1.003537,1.003537,248.2591,249.7940060677
1661428800,2022-08-25 12:00:00,SUSD/USDT,1.003659,1.003659,1.003659,1.003659,0,0
1661425200,2022-08-25 11:00:00,SUSD/USDT,1.003659,1.003659,1.003659,1.003659,0,0
1661421600,2022-08-25 10:00:00,SUSD/USDT,1.003659,1.003659,1.003659,1.003659,0,0
1661418000,2022-08-25 09:00:00,SUSD/USDT,1.003659,1.003659,1.003659,1.003659,1.0566,1.0604660994
1661414400,2022-08-25 08:00:00,SUSD/USDT,1.006067,1.006067,1.006067,1.006067,0.9939,0.9999299913
1661410800,2022-08-25 07:00:00,SUSD/USDT,1.003545,1.003545,1.003545,1.003545,1.3989,1.4038591005
1661407200,2022-08-25 06:00:00,SUSD/USDT,1.006161,1.006199,1.003529,1.003529,18.3687,18.4786302963
1661403600,2022-08-25 05:00:00,SUSD/USDT,1.00355,1.003553,1.00355,1.003553,3.1816,3.19289933
1661400000,2022-08-25 04:00:00,SUSD/USDT,1.00353,1.003533,1.00353,1.003533,3.5252,3.5376491082
1661396400,2022-08-25 03:00:00,SUSD/USDT,1.006183,1.006183,1.006183,1.006183,0,0
1661392800,2022-08-25 02:00:00,SUSD/USDT,1.006183,1.006183,1.006183,1.006183,0.1022,0.1028319026
1661389200,2022-08-25 01:00:00,SUSD/USDT,1.006186,1.006196,1.003526,1.006196,56.0147,56.3583048528
1661385600,2022-08-25 00:00:00,SUSD/USDT,1.006172,1.00619,1.006172,1.00619,1.0406,1.0470354633
1661382000,2022-08-24 23:00:00,SUSD/USDT,1.003526,1.003526,1.003526,1.003526,0,0
1661378400,2022-08-24 22:00:00,SUSD/USDT,1.003526,1.003526,1.003526,1.003526,0,0
1661374800,2022-08-24 21:00:00,SUSD/USDT,1.003526,1.003526,1.003526,1.003526,1.1192,1.1231462992
1661371200,2022-08-24 20:00:00,SUSD/USDT,1.003526,1.006194,1.003526,1.006194,2.2106,2.2192152524
1661367600,2022-08-24 19:00:00,SUSD/USDT,1.003526,1.003526,1.003526,1.003526,0,0
1661364000,2022-08-24 18:00:00,SUSD/USDT,1.006198,1.006198,1.003526,1.003526,0.9691,0.9737201644
1661360400,2022-08-24 17:00:00,SUSD/USDT,1.006194,1.006195,1.006194,1.006195,0.197,0.198220265
1661356800,2022-08-24 16:00:00,SUSD/USDT,1.003526,1.003531,1.003526,1.003531,26.8024,26.8970287314
1661353200,2022-08-24 15:00:00,SUSD/USDT,1.003999,1.003999,1.003999,1.003999,1063.5229,1067.7759280771
1661349600,2022-08-24 14:00:00,SUSD/USDT,1.003999,1.003999,1.003999,1.003999,0,0
1661346000,2022-08-24 13:00:00,SUSD/USDT,1.003999,1.003999,1.003999,1.003999,0,0
1661342400,2022-08-24 12:00:00,SUSD/USDT,1.003999,1.003999,1.003999,1.003999,0.15,0.15059985
1661338800,2022-08-24 11:00:00,SUSD/USDT,1.003999,1.003999,1.003525,1.003525,131.5751,132.0699037709
1661335200,2022-08-24 10:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,24.842,24.92956805
1661331600,2022-08-24 09:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,2.3364,2.34463581
1661328000,2022-08-24 08:00:00,SUSD/USDT,1.003999,1.003999,1.003525,1.003525,1.8921,1.8988408473
1661324400,2022-08-24 07:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,0,0
1661320800,2022-08-24 06:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,0,0
1661317200,2022-08-24 05:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,2.5888,2.59792552
1661313600,2022-08-24 04:00:00,SUSD/USDT,1.006193,1.006193,1.006193,1.006193,0,0
1661310000,2022-08-24 03:00:00,SUSD/USDT,1.006193,1.006193,1.006193,1.006193,0,0
1661306400,2022-08-24 02:00:00,SUSD/USDT,1.006193,1.006193,1.006193,1.006193,0,0
1661302800,2022-08-24 01:00:00,SUSD/USDT,1.006193,1.006193,1.006193,1.006193,0,0
1661299200,2022-08-24 00:00:00,SUSD/USDT,1.006193,1.006193,1.006193,1.006193,0,0
1661295600,2022-08-23 23:00:00,SUSD/USDT,1.006187,1.0062,1.006187,1.006193,62.2676,62.6534024388
1661292000,2022-08-23 22:00:00,SUSD/USDT,1.006199,1.006199,1.006147,1.006196,24.9921,25.1469441519
1661288400,2022-08-23 21:00:00,SUSD/USDT,1.003525,1.003525,1.003525,1.003525,0,0
1661284800,2022-08-23 20:00:00,SUSD/USDT,1.005999,1.006,1.003525,1.003525,375.8235,377.5899579447
1661281200,2022-08-23 19:00:00,SUSD/USDT,1.003404,1.003404,1.003404,1.003404,1.6724,1.6780928496
1661277600,2022-08-23 18:00:00,SUSD/USDT,1.003413,1.005999,1.003405,1.003445,12.091,12.1524927818
1661274000,2022-08-23 17:00:00,SUSD/USDT,1.005999,1.006,1.003412,1.003412,4.0403,4.0547795996
1661270400,2022-08-23 16:00:00,SUSD/USDT,1.006,1.006,1.006,1.006,0,0
1661266800,2022-08-23 15:00:00,SUSD/USDT,1.006,1.006,1.006,1.006,0,0
1661263200,2022-08-23 14:00:00,SUSD/USDT,1.006,1.006,1.003441,1.006,282.7155,284.3546666
1661259600,2022-08-23 13:00:00,SUSD/USDT,1.005999,1.006,1.005999,1.006,17.4576,17.5623433249
1661256000,2022-08-23 12:00:00,SUSD/USDT,1.00351,1.00351,1.00351,1.00351,2.2751,2.283085601
1661252400,2022-08-23 11:00:00,SUSD/USDT,1.003144,1.006,1.003144,1.006,61.0059,61.3650934564
1661248800,2022-08-23 10:00:00,SUSD/USDT,1.003143,1.006,1.003143,1.006,77.9119,78.3757724564
1661245200,2022-08-23 09:00:00,SUSD/USDT,1.006199,1.0062,1.006199,1.0062,21.3253,21.4575134695
1661241600,2022-08-23 08:00:00,SUSD/USDT,1.005985,1.0062,1.003113,1.003113,652.9215,656.8903786738
1661238000,2022-08-23 07:00:00,SUSD/USDT,1.005986,1.005989,1.003109,1.003109,4.1074,4.1246416033
1661234400,2022-08-23 06:00:00,SUSD/USDT,1.003109,1.003109,1.003109,1.003109,2.7932,2.8018840588
1661230800,2022-08-23 05:00:00,SUSD/USDT,1.0035,1.0035,1.003109,1.003109,750.5696,753.0645293348
1661227200,2022-08-23 04:00:00,SUSD/USDT,1.003521,1.003521,1.00351,1.00351,3.3625,3.3743053175
1661223600,2022-08-23 03:00:00,SUSD/USDT,1.005876,1.005876,1.005876,1.005876,0.4589,0.4615964964
1661220000,2022-08-23 02:00:00,SUSD/USDT,1.006,1.006,1.006,1.006,0,0
1661216400,2022-08-23 01:00:00,SUSD/USDT,1.00353,1.006,1.00353,1.006,26.127,26.2830693787
1661212800,2022-08-23 00:00:00,SUSD/USDT,1.006,1.006,1.006,1.006,17.3894,17.4937364
1661209200,2022-08-22 23:00:00,SUSD/USDT,1.005896,1.006,1.003502,1.006,1202.1773,1209.3477810074
1661205600,2022-08-22 22:00:00,SUSD/USDT,1.005894,1.005896,1.005894,1.005896,1.2606,1.2680312215
1661202000,2022-08-22 21:00:00,SUSD/USDT,1.003544,1.003544,1.003521,1.003521,15.737,15.792432425
1661198400,2022-08-22 20:00:00,SUSD/USDT,1.005895,1.005896,1.005895,1.005896,14.8787,14.9664154526
1661194800,2022-08-22 19:00:00,SUSD/USDT,1.003536,1.005895,1.003536,1.005895,0.3866,0.3883211035
1661191200,2022-08-22 18:00:00,SUSD/USDT,1.003525,1.003606,1.0035,1.0035,165.0036,165.5814763034
1661187600,2022-08-22 17:00:00,SUSD/USDT,1.0032,1.003559,1.0032,1.003537,8.9237,8.9549138601
1661184000,2022-08-22 16:00:00,SUSD/USDT,1.005199,1.005899,1.005199,1.005899,134.5633,135.263045968
1661180400,2022-08-22 15:00:00,SUSD/USDT,1.005198,1.005198,1.005198,1.005198,0.15,0.1507797
1661176800,2022-08-22 14:00:00,SUSD/USDT,1.003121,1.003121,1.003121,1.003121,0,0
1661173200,2022-08-22 13:00:00,SUSD/USDT,1.003121,1.003121,1.003121,1.003121,0,0
1661169600,2022-08-22 12:00:00,SUSD/USDT,1.003121,1.003121,1.00312,1.003121,136.5546,136.9807370411
1661166000,2022-08-22 11:00:00,SUSD/USDT,1.003123,1.003123,1.003123,1.003123,0,0
1661162400,2022-08-22 10:00:00,SUSD/USDT,1.004159,1.004159,1.003123,1.003123,4.1137,4.1266541039
1661158800,2022-08-22 09:00:00,SUSD/USDT,1.003129,1.003129,1.003129,1.003129,0,0
1661155200,2022-08-22 08:00:00,SUSD/USDT,1.003129,1.003129,1.003129,1.003129,0,0
1661151600,2022-08-22 07:00:00,SUSD/USDT,1.005191,1.005199,1.003121,1.003129,100.8487,101.3485261953
1661148000,2022-08-22 06:00:00,SUSD/USDT,1.003142,1.003212,1.003108,1.003109,152.1447,152.6183132901
1661144400,2022-08-22 05:00:00,SUSD/USDT,1.005199,1.005199,1.005199,1.005199,0.8563,0.8607519037
1661140800,2022-08-22 04:00:00,SUSD/USDT,1.005199,1.0052,1.00312,1.00312,6.3659,6.39237127
1661137200,2022-08-22 03:00:00,SUSD/USDT,1.005199,1.005199,1.0031,1.0031,0.9642,0.9674146625
1661133600,2022-08-22 02:00:00,SUSD/USDT,1.005199,1.005199,1.005199,1.005199,0,0
1661130000,2022-08-22 01:00:00,SUSD/USDT,1.005199,1.005199,1.005199,1.005199,0.8572,0.8616565828
1661126400,2022-08-22 00:00:00,SUSD/USDT,1.003119,1.003119,1.003119,1.003119,0.253,0.253789107
1661122800,2022-08-21 23:00:00,SUSD/USDT,1.0052,1.0052,1.003124,1.003124,59.7194,59.9679521428
1661119200,2022-08-21 22:00:00,SUSD/USDT,1.003205,1.0052,1.00302,1.0052,1191.3661,1196.1858584394
1661115600,2022-08-21 21:00:00,SUSD/USDT,1.0059,1.0059,1.0059,1.0059,125.3159,126.05526381
1661112000,2022-08-21 20:00:00,SUSD/USDT,1.005178,1.0059,1.005178,1.0059,1118.4727,1124.7049201155
1661108400,2022-08-21 19:00:00,SUSD/USDT,1.00517,1.00517,1.003001,1.003001,0.3773,0.3786695659
1661104800,2022-08-21 18:00:00,SUSD/USDT,1.003226,1.005195,1.0032,1.005195,1399.9805,1404.4673745522
1661101200,2022-08-21 17:00:00,SUSD/USDT,1.0059,1.0059,1.004,1.004,325.2979,326.59948205
1661097600,2022-08-21 16:00:00,SUSD/USDT,1.0057,1.0059,1.0057,1.0059,8280.1551,8328.62719527
1661094000,2022-08-21 15:00:00,SUSD/USDT,1.005699,1.005699,1.005699,1.005699,0.15,0.15085485
1661090400,2022-08-21 14:00:00,SUSD/USDT,1.0057,1.0057,1.0057,1.0057,0,0
1661086800,2022-08-21 13:00:00,SUSD/USDT,1.0057,1.0057,1.0057,1.0057,0,0
1661083200,2022-08-21 12:00:00,SUSD/USDT,1.005698,1.0057,1.005698,1.0057,84.3178,84.7983823317
1661079600,2022-08-21 11:00:00,SUSD/USDT,1.003335,1.003335,1.003335,1.003335,1.0965,1.1001568275
1661076000,2022-08-21 10:00:00,SUSD/USDT,1.003301,1.0057,1.003301,1.003331,491.6551,494.2751864706
1661072400,2022-08-21 09:00:00,SUSD/USDT,1.005698,1.005698,1.005698,1.005698,0.1133,0.1139455834
1661068800,2022-08-21 08:00:00,SUSD/USDT,1.005246,1.0057,1.003301,1.003301,416.1618,418.4729474614
1661065200,2022-08-21 07:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0.1501,0.1508874246
1661061600,2022-08-21 06:00:00,SUSD/USDT,1.00331,1.00331,1.0033,1.0033,0.9349,0.937993183
1661058000,2022-08-21 05:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0,0
1661054400,2022-08-21 04:00:00,SUSD/USDT,1.005246,1.005246,1.0033,1.005246,3.9219,3.9366701478
1661050800,2022-08-21 03:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,0,0
1661047200,2022-08-21 02:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,0.2448,0.24560784
1661043600,2022-08-21 01:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0.6285,0.631797111
1661040000,2022-08-21 00:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0,0
1661036400,2022-08-20 23:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0.15,0.1507869
1661032800,2022-08-20 22:00:00,SUSD/USDT,1.005246,1.005246,1.0033,1.0033,0.9986,1.002199929
1661029200,2022-08-20 21:00:00,SUSD/USDT,1.005246,1.005246,1.0033,1.005246,159.0091,159.6399777136
1661025600,2022-08-20 20:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,1709.2603,1714.90085899
1661022000,2022-08-20 19:00:00,SUSD/USDT,1.0033,1.005246,1.0033,1.0033,1393.7309,1400.3496013296
1661018400,2022-08-20 18:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,0.1566,0.15711678
1661014800,2022-08-20 17:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,7.26,7.283958
1661011200,2022-08-20 16:00:00,SUSD/USDT,1.003301,1.0045,1.0033,1.0045,1107.1054,1110.7591094792
1661007600,2022-08-20 15:00:00,SUSD/USDT,1.0045,1.0045,1.003201,1.003201,3.653,3.6693023648
1661004000,2022-08-20 14:00:00,SUSD/USDT,1.003201,1.003201,1.003201,1.003201,3,3.009603
1661000400,2022-08-20 13:00:00,SUSD/USDT,1.003201,1.0045,1.003201,1.0045,14.847,14.8956191349
1660996800,2022-08-20 12:00:00,SUSD/USDT,1.0045,1.0045,1.0045,1.0045,0.7335,0.73680075
1660993200,2022-08-20 11:00:00,SUSD/USDT,1.005245,1.005246,1.003201,1.003201,37.086,37.2788301431
1660989600,2022-08-20 10:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0,0
1660986000,2022-08-20 09:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0,0
1660982400,2022-08-20 08:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0,0
1660978800,2022-08-20 07:00:00,SUSD/USDT,1.005236,1.005236,1.0032,1.0032,198.9582,199.7974056876
1660975200,2022-08-20 06:00:00,SUSD/USDT,1.005244,1.005244,1.0032,1.0032,198.9566,199.7966942434
1660971600,2022-08-20 05:00:00,SUSD/USDT,1.005242,1.005247,1.0032,1.0032,3.3881,3.4012800936
1660968000,2022-08-20 04:00:00,SUSD/USDT,1.005246,1.005246,1.005246,1.005246,0.15,0.1507869
1660964400,2022-08-20 03:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0.8149,0.81750768
1660960800,2022-08-20 02:00:00,SUSD/USDT,1.005235,1.005235,1.005235,1.005235,0.15,0.15078525
1660957200,2022-08-20 01:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0,0
1660953600,2022-08-20 00:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,22.7929,22.86583728
1660950000,2022-08-19 23:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,17.9329,17.99028528
1660946400,2022-08-19 22:00:00,SUSD/USDT,1.0032,1.00524,1.0032,1.0032,179.6763,180.25157016
1660942800,2022-08-19 21:00:00,SUSD/USDT,1.003202,1.003202,1.003201,1.003201,5.6031,5.6210357513
1660939200,2022-08-19 20:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0.1941,0.19472112
1660935600,2022-08-19 19:00:00,SUSD/USDT,1.005238,1.005238,1.005232,1.005232,0.2475,0.248795718
1660932000,2022-08-19 18:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,0,0
1660928400,2022-08-19 17:00:00,SUSD/USDT,1.003201,1.003201,1.0032,1.0032,1.7494,1.7549989308
1660924800,2022-08-19 16:00:00,SUSD/USDT,1.005216,1.005247,1.005216,1.005247,4.3263,4.3489738484
1660921200,2022-08-19 15:00:00,SUSD/USDT,1.0032,1.0032,1.0032,1.0032,3.6004,3.61192128
1660917600,2022-08-19 14:00:00,SUSD/USDT,1.005239,1.005239,1.0032,1.0032,3.5124,3.5302120806
1660914000,2022-08-19 13:00:00,SUSD/USDT,1.005247,1.005247,1.005247,1.005247,0.36,0.36188892
1660910400,2022-08-19 12:00:00,SUSD/USDT,1.003201,1.005208,1.003201,1.005208,4.0955,4.1089107455
1660906800,2022-08-19 11:00:00,SUSD/USDT,1.003217,1.005279,1.003217,1.005258,173.1318,173.6984766074
1660903200,2022-08-19 10:00:00,SUSD/USDT,1.005289,1.005289,1.003203,1.003203,7.2926,7.3176249118
1660899600,2022-08-19 09:00:00,SUSD/USDT,1.005289,1.005289,1.003258,1.003258,4.368,4.389646125
1660896000,2022-08-19 08:00:00,SUSD/USDT,1.0052,1.005299,1.0032,1.00529,2386.1444,2394.835662272
1660892400,2022-08-19 07:00:00,SUSD/USDT,1.0052,1.0052,1.0052,1.0052,3.3972,3.41486544
1660888800,2022-08-19 06:00:00,SUSD/USDT,1.00331,1.00331,1.0032,1.003202,2917.391,2926.8776791022
1660885200,2022-08-19 05:00:00,SUSD/USDT,1.00332,1.00332,1.00332,1.00332,0.8468,0.849611376
1660881600,2022-08-19 04:00:00,SUSD/USDT,1.0053,1.0053,1.0053,1.0053,0.3496,0.35145288
1660878000,2022-08-19 03:00:00,SUSD/USDT,1.00529,1.00529,1.00529,1.00529,9.9473,9.999921217
1660874400,2022-08-19 02:00:00,SUSD/USDT,1.00331,1.00331,1.00331,1.00331,164.2995,164.843331345
1660870800,2022-08-19 01:00:00,SUSD/USDT,1.00331,1.00331,1.00331,1.00331,15.0038,15.053462578
1660867200,2022-08-19 00:00:00,SUSD/USDT,1.003319,1.0053,1.00331,1.00331,9.8469,9.8924718209
1660863600,2022-08-18 23:00:00,SUSD/USDT,1.003319,1.003319,1.003319,1.003319,0,0
1660860000,2022-08-18 22:00:00,SUSD/USDT,1.0053,1.0053,1.003319,1.003319,176.9141,177.5030283095
1660856400,2022-08-18 21:00:00,SUSD/USDT,1.0053,1.0053,1.0053,1.0053,0.8002,0.80444106
1660852800,2022-08-18 20:00:00,SUSD/USDT,1.005455,1.005465,1.003319,1.003319,1002.9149,1007.1160731991
1660849200,2022-08-18 19:00:00,SUSD/USDT,1.005465,1.005465,1.005465,1.005465,0,0
1660845600,2022-08-18 18:00:00,SUSD/USDT,1.00332,1.005465,1.003319,1.005465,15.3511,15.4175627887
1660842000,2022-08-18 17:00:00,SUSD/USDT,1.005478,1.00548,1.003349,1.005479,279.1775,280.4162299425
1660838400,2022-08-18 16:00:00,SUSD/USDT,1.003339,1.00549,1.003323,1.003339,130.824,131.3128046042
1660834800,2022-08-18 15:00:00,SUSD/USDT,1.005479,1.005489,1.00334,1.003347,8.2786,8.314861339
1660831200,2022-08-18 14:00:00,SUSD/USDT,1.005475,1.00548,1.003319,1.003358,239.4301,240.5185044847
1660827600,2022-08-18 13:00:00,SUSD/USDT,1.003373,1.00549,1.003319,1.003319,849.1332,852.9022990561
1660824000,2022-08-18 12:00:00,SUSD/USDT,1.005489,1.00549,1.003348,1.00548,215.871,217.0299013326
1660820400,2022-08-18 11:00:00,SUSD/USDT,1.003319,1.005489,1.003319,1.005479,114.997,115.4111064597
1660816800,2022-08-18 10:00:00,SUSD/USDT,1.00548,1.00549,1.00548,1.00549,111.7106,112.3229035869
1660813200,2022-08-18 09:00:00,SUSD/USDT,1.003302,1.00545,1.003301,1.005448,23.305,23.3974042486
1660809600,2022-08-18 08:00:00,SUSD/USDT,1.005489,1.005489,1.005489,1.005489,0,0
1660806000,2022-08-18 07:00:00,SUSD/USDT,1.005488,1.005489,1.005488,1.005489,1.1251,1.1312754315
1660802400,2022-08-18 06:00:00,SUSD/USDT,1.005487,1.005488,1.003301,1.003301,4.1656,4.187930534
1660798800,2022-08-18 05:00:00,SUSD/USDT,1.005485,1.005485,1.005485,1.005485,0,0
1660795200,2022-08-18 04:00:00,SUSD/USDT,1.005485,1.005485,1.005485,1.005485,95.7872,96.312592792
1660791600,2022-08-18 03:00:00,SUSD/USDT,1.003357,1.0055,1.0033,1.0033,212.2421,212.9623855188
1660788000,2022-08-18 02:00:00,SUSD/USDT,1.0052,1.0055,1.0033,1.0055,2005.3572,2014.237976136
1660784400,2022-08-18 01:00:00,SUSD/USDT,1.0033,1.0033,1.0033,1.0033,262.2449,263.11030817
1660780800,2022-08-18 00:00:00,SUSD/USDT,1.0052,1.0052,1.0033,1.0033,3468.5714,3484.43232378
1660777200,2022-08-17 23:00:00,SUSD/USDT,1.00519,1.00519,1.00519,1.00519,0.2202,0.221342838
1660773600,2022-08-17 22:00:00,SUSD/USDT,1.0035,1.0035,1.0035,1.0035,0.2395,0.24033825
1660770000,2022-08-17 21:00:00,SUSD/USDT,1.004,1.0052,1.0033,1.0035,1129.6349,1134.58357781
1660766400,2022-08-17 20:00:00,SUSD/USDT,1.004,1.004,1.0033,1.0033,49.4254,49.58858747
