https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume BTC
1659225600,2022-07-31 00:00:00,DASH/BTC,0.00214828,0.0021517,0.00214563,0.0021517,0.00038671,0.17994951
1659139200,2022-07-30 00:00:00,DASH/BTC,0.00215076,0.00220094,0.0021322,0.0021364,0.06899041,32.00085645
1659052800,2022-07-29 00:00:00,DASH/BTC,0.00221331,0.00227353,0.0021185,0.00213431,0.49635718,225.3298929
1658966400,2022-07-28 00:00:00,DASH/BTC,0.00209434,0.00223012,0.00205776,0.0021932,0.30446753,141.20893397
1658880000,2022-07-27 00:00:00,DASH/BTC,0.00207188,0.00209704,0.00204002,0.00209039,0.16561961,79.98045071
1658793600,2022-07-26 00:00:00,DASH/BTC,0.0021041,0.00214508,0.00204133,0.00206921,0.50210987,240.61024307
1658707200,2022-07-25 00:00:00,DASH/BTC,0.00217356,0.00217356,0.00210513,0.00211708,0.29956985,139.93453171
1658620800,2022-07-24 00:00:00,DASH/BTC,0.00213115,0.0021742,0.00213115,0.00216564,0.05945288,27.71038091
1658534400,2022-07-23 00:00:00,DASH/BTC,0.0021315,0.00218595,0.00211266,0.00212719,0.09743594,45.39690422
1658448000,2022-07-22 00:00:00,DASH/BTC,0.00207346,0.00215757,0.00207346,0.002135,0.21144848,99.41429904
1658361600,2022-07-21 00:00:00,DASH/BTC,0.0020322,0.00209624,0.00200001,0.0020801,0.29874115,147.30510133
1658275200,2022-07-20 00:00:00,DASH/BTC,0.0021407,0.00227354,0.00202028,0.00202441,1.12980484,532.5465111
1658188800,2022-07-19 00:00:00,DASH/BTC,0.00217743,0.00223931,0.00211982,0.00215091,0.40116004,185.37129453
1658102400,2022-07-18 00:00:00,DASH/BTC,0.00221246,0.00225439,0.00214782,0.00217743,0.62374966,282.01621539
1658016000,2022-07-17 00:00:00,DASH/BTC,0.0021155,0.00223526,0.00209531,0.00221888,0.22427762,102.09927197
1657929600,2022-07-16 00:00:00,DASH/BTC,0.00208131,0.00211316,0.00205611,0.00211316,0.17669217,85.02360116
1657843200,2022-07-15 00:00:00,DASH/BTC,0.0021207,0.00214292,0.00207777,0.00208413,0.05276282,25.24449375
1657756800,2022-07-14 00:00:00,DASH/BTC,0.00209127,0.00212584,0.0020675,0.00212584,0.07945801,38.01194996
1657670400,2022-07-13 00:00:00,DASH/BTC,0.00206204,0.00211747,0.00206094,0.00210022,0.47388782,229.20625029
1657584000,2022-07-12 00:00:00,DASH/BTC,0.00207701,0.00211425,0.00191214,0.00206462,0.64867605,316.35073262
1657497600,2022-07-11 00:00:00,DASH/BTC,0.00216459,0.00219164,0.00207111,0.00208094,0.45343996,212.35439365
1657411200,2022-07-10 00:00:00,DASH/BTC,0.00221625,0.00221851,0.00215779,0.00216702,1.20054035,548.20085564
1657324800,2022-07-09 00:00:00,DASH/BTC,0.0021239,0.00221656,0.0021239,0.00221656,0.2023616,92.50692987
1657238400,2022-07-08 00:00:00,DASH/BTC,0.00212513,0.00214335,0.002094,0.00211135,0.02131794,10.07081897
1657152000,2022-07-07 00:00:00,DASH/BTC,0.00215674,0.00217612,0.00211496,0.00212679,0.13328964,61.9572678
1657065600,2022-07-06 00:00:00,DASH/BTC,0.00213407,0.00217609,0.00213242,0.00215499,0.1493607,69.21609384
1656979200,2022-07-05 00:00:00,DASH/BTC,0.00218249,0.00220479,0.00213408,0.00214307,0.30669448,141.38065711
1656892800,2022-07-04 00:00:00,DASH/BTC,0.00222087,0.00222087,0.00216687,0.00218268,0.04971913,22.80327375
1656806400,2022-07-03 00:00:00,DASH/BTC,0.00223019,0.00223019,0.00219381,0.0022275,0.12331002,55.83295682
1656720000,2022-07-02 00:00:00,DASH/BTC,0.00217002,0.00223356,0.00213229,0.00223356,0.04859414,22.38301156
1656633600,2022-07-01 00:00:00,DASH/BTC,0.0021341,0.00217615,0.00208216,0.00216493,0.09968622,46.75220849
1656547200,2022-06-30 00:00:00,DASH/BTC,0.00221481,0.00221481,0.00213,0.00213528,0.32390711,149.7214363
1656460800,2022-06-29 00:00:00,DASH/BTC,0.00228223,0.00230089,0.0022,0.00221347,0.58115734,261.50244366
1656374400,2022-06-28 00:00:00,DASH/BTC,0.00237877,0.00251592,0.00227067,0.00227625,1.18232585,495.34956394
1656288000,2022-06-27 00:00:00,DASH/BTC,0.00235883,0.00240196,0.00234129,0.00237709,0.30572099,128.38261788
1656201600,2022-06-26 00:00:00,DASH/BTC,0.00243441,0.00245709,0.00234783,0.00234783,0.12233569,50.5817093
1656115200,2022-06-25 00:00:00,DASH/BTC,0.00243745,0.00247,0.00237297,0.00243998,0.79330644,330.18025651
1656028800,2022-06-24 00:00:00,DASH/BTC,0.00231296,0.0024497,0.00231246,0.00244024,0.55685405,233.38748225
1655942400,2022-06-23 00:00:00,DASH/BTC,0.00226562,0.0023139,0.00226562,0.00230192,0.24340485,106.10888818
1655856000,2022-06-22 00:00:00,DASH/BTC,0.00227859,0.00229234,0.00222123,0.00226638,0.12321113,54.63292735
1655769600,2022-06-21 00:00:00,DASH/BTC,0.0021968,0.00228644,0.0021968,0.00227446,0.15860678,70.62501694
1655683200,2022-06-20 00:00:00,DASH/BTC,0.00215294,0.00225675,0.00215294,0.00219943,0.23043077,104.45181993
1655596800,2022-06-19 00:00:00,DASH/BTC,0.00218932,0.00224824,0.00213934,0.00215294,0.38859323,175.98974738
1655510400,2022-06-18 00:00:00,DASH/BTC,0.0021233,0.002235,0.00209517,0.00219873,0.73038952,336.6268551
1655424000,2022-06-17 00:00:00,DASH/BTC,0.00205132,0.00213519,0.00204316,0.00213218,1.21827921,588.14471892
1655337600,2022-06-16 00:00:00,DASH/BTC,0.00202951,0.00208202,0.00193,0.00204505,0.47902174,237.4098576
1655251200,2022-06-15 00:00:00,DASH/BTC,0.00196381,0.00206498,0.00190577,0.00202734,1.00733596,512.797572
1655164800,2022-06-14 00:00:00,DASH/BTC,0.00189343,0.00198521,0.00185255,0.00196984,0.42231227,220.72285375
1655078400,2022-06-13 00:00:00,DASH/BTC,0.00173258,0.00189011,0.00165164,0.00189011,1.30186805,748.62429921
1654992000,2022-06-12 00:00:00,DASH/BTC,0.00173259,0.00177447,0.00167284,0.00174053,0.37467555,219.21308119
1654905600,2022-06-11 00:00:00,DASH/BTC,0.00185802,0.00186095,0.00172048,0.00172685,0.25051365,140.01873547
1654819200,2022-06-10 00:00:00,DASH/BTC,0.00191756,0.00191756,0.00183909,0.00185802,0.06893867,36.70556055
1654732800,2022-06-09 00:00:00,DASH/BTC,0.00191223,0.00193481,0.00189642,0.00192214,0.17885892,93.52194303
1654646400,2022-06-08 00:00:00,DASH/BTC,0.00187761,0.00195038,0.00187361,0.00192555,0.25044908,130.76971085
1654560000,2022-06-07 00:00:00,DASH/BTC,0.00191164,0.00200771,0.00187199,0.00187734,0.14378178,74.3939326
1654473600,2022-06-06 00:00:00,DASH/BTC,0.00196136,0.00197674,0.00190647,0.00190926,0.12713188,65.17169513
1654387200,2022-06-05 00:00:00,DASH/BTC,0.002,0.00202286,0.00194946,0.00196061,0.04320165,21.86281588
1654300800,2022-06-04 00:00:00,DASH/BTC,0.00196371,0.00202848,0.00193352,0.00199888,0.09753508,49.52603727
1654214400,2022-06-03 00:00:00,DASH/BTC,0.00197498,0.00198903,0.00189979,0.00196262,0.19181579,98.34579809
1654128000,2022-06-02 00:00:00,DASH/BTC,0.00199063,0.00201692,0.00195458,0.00197433,0.17375927,87.76769367
1654041600,2022-06-01 00:00:00,DASH/BTC,0.00203857,0.00216429,0.00199063,0.00199063,0.22834698,111.34945026
1653955200,2022-05-31 00:00:00,DASH/BTC,0.00199064,0.00204539,0.00193255,0.00203857,0.20389932,101.87002903
1653868800,2022-05-30 00:00:00,DASH/BTC,0.00196658,0.00201139,0.0019619,0.00198858,0.09511685,48.05003289
1653782400,2022-05-29 00:00:00,DASH/BTC,0.00195269,0.00196659,0.00192294,0.00195858,0.05121777,26.35072301
1653696000,2022-05-28 00:00:00,DASH/BTC,0.00191847,0.00196548,0.00189658,0.00194968,0.19237945,98.88559154
1653609600,2022-05-27 00:00:00,DASH/BTC,0.00200581,0.00201139,0.00189496,0.0019065,0.36932814,190.50383473
1653523200,2022-05-26 00:00:00,DASH/BTC,0.00210783,0.0021233,0.00198419,0.00199298,0.59079832,294.52253502
1653436800,2022-05-25 00:00:00,DASH/BTC,0.00209944,0.00212253,0.00206579,0.00210045,0.13634837,65.19839016
1653350400,2022-05-24 00:00:00,DASH/BTC,0.00205565,0.00209944,0.00202611,0.00209841,0.07220869,34.8488584
1653264000,2022-05-23 00:00:00,DASH/BTC,0.00203643,0.00212232,0.00203494,0.00205745,0.32227684,155.2110419
1653177600,2022-05-22 00:00:00,DASH/BTC,0.00194826,0.00203,0.00192766,0.00203,0.57805867,292.74209374
1653091200,2022-05-21 00:00:00,DASH/BTC,0.00197321,0.00197321,0.00192286,0.00193843,0.597314,309.27578
1653004800,2022-05-20 00:00:00,DASH/BTC,0.00194183,0.00200234,0.00190409,0.00197316,1.31444703,674.35137516
1652918400,2022-05-19 00:00:00,DASH/BTC,0.00192256,0.00194832,0.00187522,0.0019357,0.198613,104.66292305
1652832000,2022-05-18 00:00:00,DASH/BTC,0.00199174,0.00201561,0.00192195,0.00193667,0.59119255,302.47235342
1652745600,2022-05-17 00:00:00,DASH/BTC,0.00193868,0.00200871,0.00192215,0.00197859,0.11345506,57.7302406
1652659200,2022-05-16 00:00:00,DASH/BTC,0.00199987,0.00205217,0.00189048,0.00193413,0.1970116,100.636182
1652572800,2022-05-15 00:00:00,DASH/BTC,0.00203707,0.00208144,0.00193388,0.0019984,0.38086478,189.41244432
1652486400,2022-05-14 00:00:00,DASH/BTC,0.00198905,0.00206899,0.00192033,0.00203479,0.288637,144.8290787
1652400000,2022-05-13 00:00:00,DASH/BTC,0.00185009,0.00203246,0.00183414,0.0019829,3.41345773,1737.15851548
1652313600,2022-05-12 00:00:00,DASH/BTC,0.00200061,0.00203759,0.0017,0.00186346,2.10963222,1142.71193138
1652227200,2022-05-11 00:00:00,DASH/BTC,0.00236977,0.00238375,0.0019,0.00199187,2.65700299,1250.93909884
1652140800,2022-05-10 00:00:00,DASH/BTC,0.00232788,0.0024851,0.00227137,0.00236829,0.63985554,269.77075789
1652054400,2022-05-09 00:00:00,DASH/BTC,0.00245428,0.00250932,0.00231217,0.00231217,0.47798086,199.15648619
1651968000,2022-05-08 00:00:00,DASH/BTC,0.0023566,0.00246,0.00232723,0.00243722,0.21189535,87.48772773
1651881600,2022-05-07 00:00:00,DASH/BTC,0.00243291,0.00243291,0.00234895,0.00236236,0.11048173,46.51568056
