https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDN,Volume USDT
1657238400,2022-07-08 00:00:00,USDN/USDT,0.9878,0.9919,0.9868,0.9892,79921.54080654,79073.860418275274
1657152000,2022-07-07 00:00:00,USDN/USDT,0.989,0.9916,0.9801,0.9876,81280.17471293,80314.595495521579
1657065600,2022-07-06 00:00:00,USDN/USDT,0.989,0.9935,0.988,0.9893,75652.29354563,74882.961605612461
1656979200,2022-07-05 00:00:00,USDN/USDT,0.9867,0.992,0.9801,0.9894,92701.04933427,91412.145838071913
1656892800,2022-07-04 00:00:00,USDN/USDT,0.9826,0.9939,0.945,0.987,116755.2244,114549.29902347
1656806400,2022-07-03 00:00:00,USDN/USDT,0.9823,0.9898,0.9801,0.9849,83512.16350631,82177.309012344273
1656720000,2022-07-02 00:00:00,USDN/USDT,0.9781,0.9918,0.9778,0.9822,90544.53282551,88947.453634386548
1656633600,2022-07-01 00:00:00,USDN/USDT,0.9822,0.9879,0.9781,0.9789,92509.52181117,90925.82773252506
1656547200,2022-06-30 00:00:00,USDN/USDT,0.9773,0.9877,0.9747,0.9824,101644.58888091,99704.26923473058
1656460800,2022-06-29 00:00:00,USDN/USDT,0.9814,0.9951,0.9732,0.9776,108462.82265271,106509.387140449409
1656374400,2022-06-28 00:00:00,USDN/USDT,0.986,0.9915,0.975,0.9816,95914.20815581,94471.341970725377
1656288000,2022-06-27 00:00:00,USDN/USDT,0.995,0.999,0.98,0.9874,98096.6507308,97240.433910170682
1656201600,2022-06-26 00:00:00,USDN/USDT,0.9954,0.9958,0.9851,0.9954,89941.18818797,89301.510793352608
1656115200,2022-06-25 00:00:00,USDN/USDT,0.9943,0.999,0.9861,0.9954,92002.41506446,91223.577959619695
1656028800,2022-06-24 00:00:00,USDN/USDT,0.9896,0.9989,0.9817,0.9936,99660.65649681,98718.295454395917
1655942400,2022-06-23 00:00:00,USDN/USDT,0.9889,0.995,0.98,0.9895,165913.72789286,164140.00849363015
1655856000,2022-06-22 00:00:00,USDN/USDT,0.9866,0.9943,0.983,0.9893,83879.84533586,83030.223672578822
1655769600,2022-06-21 00:00:00,USDN/USDT,0.9861,0.9946,0.984,0.9866,93761.29277291,92721.765537674888
1655683200,2022-06-20 00:00:00,USDN/USDT,0.9811,0.9929,0.9811,0.9871,103215.46959545,101729.730003162202
1655596800,2022-06-19 00:00:00,USDN/USDT,0.9805,0.988,0.9745,0.9819,94745.89883642,93124.920291806927
1655510400,2022-06-18 00:00:00,USDN/USDT,0.9804,0.988,0.9717,0.9804,102347.48175706,100426.38139750482
1655424000,2022-06-17 00:00:00,USDN/USDT,0.9701,0.9877,0.9675,0.9801,111504.93161451,109058.513347425273
1655337600,2022-06-16 00:00:00,USDN/USDT,0.9593,0.9792,0.9463,0.9702,115374.54709023,111276.410985459343
1655251200,2022-06-15 00:00:00,USDN/USDT,0.9429,0.9699,0.7649,0.96,156034.93840063,143556.032015324877
1655164800,2022-06-14 00:00:00,USDN/USDT,0.9616,0.9778,0.92,0.9421,143758.55238308,137416.617662521576
1655078400,2022-06-13 00:00:00,USDN/USDT,0.9854,0.9876,0.9606,0.9617,179332.70288625,174526.680126679632
1654992000,2022-06-12 00:00:00,USDN/USDT,0.9807,0.994,0.9807,0.9857,116383.83148208,114649.441935908117
1654905600,2022-06-11 00:00:00,USDN/USDT,0.9777,0.9899,0.9709,0.9823,119578.1497701,117378.459846504902
1654819200,2022-06-10 00:00:00,USDN/USDT,0.968,0.9858,0.9655,0.9775,106468.56556392,103862.722298129706
1654732800,2022-06-09 00:00:00,USDN/USDT,0.9869,0.9889,0.9655,0.968,101027.44696745,99328.805961178623
1654646400,2022-06-08 00:00:00,USDN/USDT,0.9893,0.9949,0.9801,0.9872,100367.14225475,99003.484725902844
1654560000,2022-06-07 00:00:00,USDN/USDT,0.9871,0.9931,0.9866,0.9891,98600.44122968,97491.358109478907
1654473600,2022-06-06 00:00:00,USDN/USDT,0.9575,0.9904,0.9505,0.9871,169485.69361417,165872.269958210929
1654387200,2022-06-05 00:00:00,USDN/USDT,0.9662,0.9704,0.9508,0.9574,90502.07438129,86965.981383963737
1654300800,2022-06-04 00:00:00,USDN/USDT,0.9955,0.9956,0.9607,0.9659,173032.92016619,170455.781874614087
1654214400,2022-06-03 00:00:00,USDN/USDT,0.9461,0.996,0.9451,0.9955,238581.30701719,235523.024631722629
1654128000,2022-06-02 00:00:00,USDN/USDT,0.9557,0.9849,0.9066,0.9461,282584.91682436,267065.761484936535
1654041600,2022-06-01 00:00:00,USDN/USDT,0.9247,0.9601,0.9247,0.955,25535.7735737,24197.927030065803
1653955200,2022-05-31 00:00:00,USDN/USDT,0.9557,0.9645,0.9,0.9287,71713.59084406,67299.725018672149
1653868800,2022-05-30 00:00:00,USDN/USDT,0.9509,0.9594,0.8792,0.9594,61389.33742205,57278.269572374152
1653782400,2022-05-29 00:00:00,USDN/USDT,0.9199,0.954,0.9168,0.9517,43730.82754772,40620.197057530815
1653696000,2022-05-28 00:00:00,USDN/USDT,0.9368,0.9403,0.9092,0.9168,36900.55104454,34182.759483679487
1653609600,2022-05-27 00:00:00,USDN/USDT,0.9482,0.95,0.9274,0.937,50957.08332276,48014.63051058694
1653523200,2022-05-26 00:00:00,USDN/USDT,0.9501,0.9642,0.948,0.9482,41770.39497365,39795.830858766632
1653436800,2022-05-25 00:00:00,USDN/USDT,0.95,0.9545,0.95,0.9503,14828.88863734,14092.769848438166
1653350400,2022-05-24 00:00:00,USDN/USDT,0.956,0.966,0.95,0.95,9914.21648156,9481.019833300047
1653264000,2022-05-23 00:00:00,USDN/USDT,0.9524,0.966,0.9483,0.956,84394.74059217,81050.956027368001
1653177600,2022-05-22 00:00:00,USDN/USDT,0.9507,0.9579,0.9481,0.9504,19720.71273587,18773.738069968772
1653091200,2022-05-21 00:00:00,USDN/USDT,0.9492,0.9545,0.948,0.9545,21946.70452819,20843.870801637714
1653004800,2022-05-20 00:00:00,USDN/USDT,0.9544,0.97,0.948,0.9494,47939.65252109,45773.578134964998
1652918400,2022-05-19 00:00:00,USDN/USDT,0.9701,0.9701,0.95,0.9541,27147.78846132,26013.685767521936
1652832000,2022-05-18 00:00:00,USDN/USDT,0.9692,0.974,0.955,0.9687,39657.36186343,38381.501110271529
1652745600,2022-05-17 00:00:00,USDN/USDT,0.944,0.9746,0.9425,0.9656,55553.67411357,53472.20618746437
1652659200,2022-05-16 00:00:00,USDN/USDT,0.9459,0.978,0.9205,0.9441,320217.94898955,305584.857938398302
1652572800,2022-05-15 00:00:00,USDN/USDT,0.9648,0.965,0.9286,0.946,139931.54757248,132908.335332220068
1652486400,2022-05-14 00:00:00,USDN/USDT,0.9588,0.97,0.9361,0.9648,70473.02784261,66746.617008924081
1652400000,2022-05-13 00:00:00,USDN/USDT,0.8692,0.9674,0.8041,0.959,265560.62190454,243813.998753345062
1652313600,2022-05-12 00:00:00,USDN/USDT,0.7392,0.903,0.6325,0.8699,837951.2527732,657211.079534083941
1652227200,2022-05-11 00:00:00,USDN/USDT,0.8386,0.9308,0.6836,0.7466,821654.57077568,648442.024163847943
1652140800,2022-05-10 00:00:00,USDN/USDT,0.9707,0.9707,0.7999,0.8386,588472.86194419,529210.264433188771
1652054400,2022-05-09 00:00:00,USDN/USDT,0.9779,0.983,0.95,0.9709,186863.88373425,181308.733467489998
1651968000,2022-05-08 00:00:00,USDN/USDT,0.9778,0.9829,0.9748,0.9774,61747.03565506,60423.02643857633
1651881600,2022-05-07 00:00:00,USDN/USDT,0.9784,0.9842,0.9774,0.9778,28093.04410962,27547.489417378263
1651795200,2022-05-06 00:00:00,USDN/USDT,0.976,0.9818,0.976,0.9785,27640.2094599,27065.149727836322
1651708800,2022-05-05 00:00:00,USDN/USDT,0.9837,0.986,0.976,0.976,41808.76601851,40985.50592552106
1651622400,2022-05-04 00:00:00,USDN/USDT,0.9743,0.9853,0.9743,0.9851,99029.84812179,97155.403986926344
1651536000,2022-05-03 00:00:00,USDN/USDT,0.9727,0.979,0.9727,0.9743,53313.84262632,52009.558769882008
1651449600,2022-05-02 00:00:00,USDN/USDT,0.9723,0.977,0.9697,0.9727,81006.0809776,78885.412597175862
1651363200,2022-05-01 00:00:00,USDN/USDT,0.9771,0.9771,0.8742,0.971,631660.5819,595409.59904781
1651276800,2022-04-30 00:00:00,USDN/USDT,0.9749,0.9793,0.9749,0.9771,54854.96595678,53633.886836687943
1651190400,2022-04-29 00:00:00,USDN/USDT,0.9727,0.9781,0.9697,0.9749,346590.55147017,337354.711673599469
1651104000,2022-04-28 00:00:00,USDN/USDT,0.971,0.9769,0.9611,0.976,222355.31943808,215508.268671546692
1651017600,2022-04-27 00:00:00,USDN/USDT,0.9698,0.9769,0.9686,0.97,89797.7462276,87268.105841111222
1650931200,2022-04-26 00:00:00,USDN/USDT,0.9712,0.9772,0.9602,0.969,72133.42557645,69868.306019875794
1650844800,2022-04-25 00:00:00,USDN/USDT,0.965,0.9746,0.9602,0.9712,95332.74120456,92008.553206693827
1650758400,2022-04-24 00:00:00,USDN/USDT,0.9715,0.9722,0.9601,0.965,61638.74858313,59482.936157286819
1650672000,2022-04-23 00:00:00,USDN/USDT,0.9739,0.977,0.9705,0.9717,68646.03983686,66756.219992904268
1650585600,2022-04-22 00:00:00,USDN/USDT,0.9826,0.983,0.9702,0.9739,165028.9720676,160779.371659348325
1650499200,2022-04-21 00:00:00,USDN/USDT,0.9794,0.9853,0.9768,0.9825,77222.55565128,75873.293738985523
1650412800,2022-04-20 00:00:00,USDN/USDT,0.9803,0.984,0.976,0.9793,77533.49919877,75988.556810453153
1650326400,2022-04-19 00:00:00,USDN/USDT,0.9822,0.9858,0.9749,0.9794,112542.24993018,110399.287503084398
1650240000,2022-04-18 00:00:00,USDN/USDT,0.982,0.989,0.974,0.9822,132030.79649604,129598.137445030754
1650153600,2022-04-17 00:00:00,USDN/USDT,0.9821,0.9832,0.9805,0.982,34705.19851579,34080.203911872096
1650067200,2022-04-16 00:00:00,USDN/USDT,0.9816,0.989,0.9816,0.9821,159571.47400544,157270.463945070895
1649980800,2022-04-15 00:00:00,USDN/USDT,0.9776,0.9853,0.975,0.9814,181116.45049809,177708.070940022409
1649894400,2022-04-14 00:00:00,USDN/USDT,0.9742,0.982,0.9742,0.9776,198580.43760843,194404.057565786198
1649808000,2022-04-13 00:00:00,USDN/USDT,0.966,0.982,0.966,0.9743,188546.85201694,183889.857548763375
1649721600,2022-04-12 00:00:00,USDN/USDT,0.9701,0.9773,0.9582,0.966,256996.04834251,248128.440676121794
1649635200,2022-04-11 00:00:00,USDN/USDT,0.981,0.9843,0.97,0.97,537149.36656184,524564.522183790605
1649548800,2022-04-10 00:00:00,USDN/USDT,0.9746,0.9823,0.94,0.9811,619114.83412097,601679.446910454682
1649462400,2022-04-09 00:00:00,USDN/USDT,0.97,0.986,0.9,0.9752,913222.09691953,885317.045562995175
1649376000,2022-04-08 00:00:00,USDN/USDT,0.9603,0.9749,0.911,0.97,944531.9841111,907133.786341908904
1649289600,2022-04-07 00:00:00,USDN/USDT,0.89,0.969,0.881,0.9611,2517898.75650865,2352913.223844422782
1649203200,2022-04-06 00:00:00,USDN/USDT,0.876,0.92,0.8435,0.8904,3777697.47741903,3397490.383486600692
1649116800,2022-04-05 00:00:00,USDN/USDT,0.7893,0.942,0.77,0.8784,7168981.37796801,6208165.651601206742
1649030400,2022-04-04 00:00:00,USDN/USDT,0.9609,0.9625,0.647,0.7896,11688342.64111424,9126899.116130635836
1648944000,2022-04-03 00:00:00,USDN/USDT,0.9733,0.9827,0.9341,0.9605,933659.59173421,894739.565877671147
1648857600,2022-04-02 00:00:00,USDN/USDT,0.9853,0.995,0.971,0.9732,555918.47309768,547016.475138893411
1648771200,2022-04-01 00:00:00,USDN/USDT,0.9956,0.996,0.981,0.9854,398610.81594439,394493.952599684664
1648684800,2022-03-31 00:00:00,USDN/USDT,0.9962,1.0029,0.9912,0.9956,244282.44460783,243305.426072412016
1648598400,2022-03-30 00:00:00,USDN/USDT,1.0015,1.0103,0.9929,0.9963,238071.99348564,237925.304717259636
1648512000,2022-03-29 00:00:00,USDN/USDT,0.9985,1.0197,0.9912,1.0009,354138.17603664,354900.171983332253
1648425600,2022-03-28 00:00:00,USDN/USDT,0.9903,1,0.9892,0.9997,208921.76045012,207617.059709499905
1648339200,2022-03-27 00:00:00,USDN/USDT,0.994,0.9942,0.9893,0.9903,89542.11117994,88748.195220497629
1648252800,2022-03-26 00:00:00,USDN/USDT,0.9902,0.9942,0.9878,0.994,93217.16850975,92496.70354291333
1648166400,2022-03-25 00:00:00,USDN/USDT,0.9926,0.993,0.9874,0.9902,100008.55620282,99063.096785148986
1648080000,2022-03-24 00:00:00,USDN/USDT,0.9916,0.995,0.991,0.9927,137710.43191724,136776.745076679637
1647993600,2022-03-23 00:00:00,USDN/USDT,0.9881,0.9946,0.9874,0.9915,159320.47112143,158018.387772897443
1647907200,2022-03-22 00:00:00,USDN/USDT,0.9941,0.9941,0.98,0.9878,190650.6699181,188336.00469967535
1647820800,2022-03-21 00:00:00,USDN/USDT,0.9939,0.9946,0.9748,0.994,225310.5107197,223249.824441633409
1647734400,2022-03-20 00:00:00,USDN/USDT,0.9941,0.9955,0.9922,0.9939,116015.32693092,115288.336917036092
1647648000,2022-03-19 00:00:00,USDN/USDT,0.99,0.9988,0.9895,0.9953,179280.54465544,178250.502301643597
1647561600,2022-03-18 00:00:00,USDN/USDT,0.992,0.9938,0.9893,0.99,123187.08698869,122093.611383538799
1647475200,2022-03-17 00:00:00,USDN/USDT,0.994,0.9948,0.9904,0.9921,72042.01053682,71568.485225892768
1647388800,2022-03-16 00:00:00,USDN/USDT,0.9932,0.9971,0.992,0.9942,109925.21481403,109302.334340832302
1647302400,2022-03-15 00:00:00,USDN/USDT,0.994,0.997,0.9902,0.9948,109266.45846743,108499.822843441095
1647216000,2022-03-14 00:00:00,USDN/USDT,0.9941,0.9955,0.992,0.9939,82051.3547813,81578.58068792608
1647129600,2022-03-13 00:00:00,USDN/USDT,0.9946,0.9966,0.9931,0.9953,101982.90910179,101520.917437179168
1647043200,2022-03-12 00:00:00,USDN/USDT,0.996,0.9988,0.9939,0.9958,133987.7224725,133505.233980259928
1646956800,2022-03-11 00:00:00,USDN/USDT,0.9968,0.9981,0.993,0.9972,115524.11960519,115089.162541704381
1646870400,2022-03-10 00:00:00,USDN/USDT,0.9979,1,0.9934,0.9968,93146.02451054,92882.07968135023
1646784000,2022-03-09 00:00:00,USDN/USDT,0.9908,1.0016,0.9899,0.9995,133704.86063584,133214.067989187057
1646697600,2022-03-08 00:00:00,USDN/USDT,0.9986,0.9991,0.988,0.9906,98433.70356934,97765.511213976205
1646611200,2022-03-07 00:00:00,USDN/USDT,0.991,1.0005,0.9895,0.9987,158122.43342323,157081.750884655449
1646524800,2022-03-06 00:00:00,USDN/USDT,0.9895,0.9926,0.9878,0.9909,86568.74627417,85753.31650047133
1646438400,2022-03-05 00:00:00,USDN/USDT,0.9914,0.992,0.9878,0.9896,85890.43952311,85031.417146599544
1646352000,2022-03-04 00:00:00,USDN/USDT,0.99,0.9965,0.9868,0.9916,109368.79177287,108552.775312620008
1646265600,2022-03-03 00:00:00,USDN/USDT,0.9932,0.9937,0.9875,0.9898,139464.2964838,138142.881743805685
1646179200,2022-03-02 00:00:00,USDN/USDT,0.9949,0.9959,0.989,0.993,139294.12536949,138177.379629616762
1646092800,2022-03-01 00:00:00,USDN/USDT,0.9914,1.0057,0.9896,0.9958,211010.03512839,210037.336602232386
1646006400,2022-02-28 00:00:00,USDN/USDT,0.9904,0.9947,0.9855,0.9915,244987.49818362,242591.675698627615
1645920000,2022-02-27 00:00:00,USDN/USDT,0.9894,0.9914,0.9889,0.9905,140397.76047609,139060.03667619745
1645833600,2022-02-26 00:00:00,USDN/USDT,0.9881,0.9943,0.984,0.9902,221108.80662886,218765.329620114806
1645747200,2022-02-25 00:00:00,USDN/USDT,0.988,0.9923,0.984,0.9882,165581.54574681,163766.021829694762
1645660800,2022-02-24 00:00:00,USDN/USDT,0.9934,0.994,0.983,0.9885,194965.06839884,192694.928477280258
1645574400,2022-02-23 00:00:00,USDN/USDT,0.9848,1.014,0.9825,0.994,191907.68263109,190487.034499145844
1645488000,2022-02-22 00:00:00,USDN/USDT,0.9888,0.989,0.9805,0.9849,129407.74179465,127528.327846566905
1645401600,2022-02-21 00:00:00,USDN/USDT,0.9885,0.997,0.9859,0.9888,116840.96920379,115765.886868326569
1645315200,2022-02-20 00:00:00,USDN/USDT,0.9879,0.9889,0.9859,0.9885,88720.1781611,87634.429750243556
1645228800,2022-02-19 00:00:00,USDN/USDT,0.9863,0.9942,0.9858,0.9883,82216.80085645,81322.64880800387
1645142400,2022-02-18 00:00:00,USDN/USDT,0.9842,0.99,0.9816,0.9876,82632.83574733,81559.295917713581
1645056000,2022-02-17 00:00:00,USDN/USDT,0.9943,0.995,0.9816,0.9843,111273.68915789,110085.348303509692
1644969600,2022-02-16 00:00:00,USDN/USDT,0.9866,0.996,0.9856,0.994,178071.34640292,176318.340204806594
1644883200,2022-02-15 00:00:00,USDN/USDT,0.9896,0.9905,0.9855,0.9866,64573.28307636,63780.009444694479
1644796800,2022-02-14 00:00:00,USDN/USDT,0.9904,0.9915,0.9871,0.9896,84572.14009089,83685.906752571986
1644710400,2022-02-13 00:00:00,USDN/USDT,0.99,0.9915,0.9811,0.9904,121527.82039628,120063.785054712155
1644624000,2022-02-12 00:00:00,USDN/USDT,0.9881,0.9945,0.9873,0.99,116026.94442797,114931.742789706319
1644537600,2022-02-11 00:00:00,USDN/USDT,0.9868,0.992,0.9852,0.9884,104563.30150609,103335.96868167363
1644451200,2022-02-10 00:00:00,USDN/USDT,0.9888,0.99,0.984,0.9869,102326.70274652,101047.886074394616
1644364800,2022-02-09 00:00:00,USDN/USDT,0.984,0.9898,0.98,0.9871,208441.97695361,205068.288857560223
1644278400,2022-02-08 00:00:00,USDN/USDT,0.9847,0.9855,0.98,0.984,155925.97093951,153232.959085437927
1644192000,2022-02-07 00:00:00,USDN/USDT,0.9801,0.9851,0.98,0.9846,128524.52371856,126141.961146568614
1644105600,2022-02-06 00:00:00,USDN/USDT,0.9795,0.9817,0.9777,0.9807,89086.43557236,87324.01303308405
1644019200,2022-02-05 00:00:00,USDN/USDT,0.9819,0.9826,0.9777,0.9796,407896.18208428,400078.334912713314
1643932800,2022-02-04 00:00:00,USDN/USDT,0.9781,0.984,0.9767,0.9821,108575.75792749,106430.553815170224
1643846400,2022-02-03 00:00:00,USDN/USDT,0.977,0.9811,0.9747,0.9781,105668.29448064,103258.006098866709
1643760000,2022-02-02 00:00:00,USDN/USDT,0.9737,0.9779,0.9733,0.9767,87055.52898542,84916.875862851591
1643673600,2022-02-01 00:00:00,USDN/USDT,0.9666,0.9759,0.9665,0.974,130871.77786236,127352.492249758637
1643587200,2022-01-31 00:00:00,USDN/USDT,0.9755,0.9755,0.966,0.9668,100304.25140235,97551.160245439039
1643500800,2022-01-30 00:00:00,USDN/USDT,0.9722,0.9771,0.9722,0.9753,85510.52158735,83384.751389460094
1643414400,2022-01-29 00:00:00,USDN/USDT,0.9768,0.983,0.9721,0.9753,280782.1482356,274678.385151183022
1643328000,2022-01-28 00:00:00,USDN/USDT,0.9771,0.9786,0.9607,0.9768,312964.06445642,304200.42046909537
