https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PYR,Volume USDT
1660003200,2022-08-09 00:00:00,PYR/USDT,4.4804,4.7783,4.1161,4.5835,579763.82891479,2559278.335479287367
1659916800,2022-08-08 00:00:00,PYR/USDT,4.3428,4.62,4.308,4.4804,593987.89569327,2667994.626213708985
1659830400,2022-08-07 00:00:00,PYR/USDT,4.2521,4.4383,4.21,4.3428,219225.44352203,947752.302074614069
1659744000,2022-08-06 00:00:00,PYR/USDT,4.4381,4.4431,4.2254,4.2547,252565.51139738,1094030.363235765817
1659657600,2022-08-05 00:00:00,PYR/USDT,4.1487,4.4672,4.135,4.4454,523301.00031917,2250541.754188925707
1659571200,2022-08-04 00:00:00,PYR/USDT,4.1617,4.326,4.1048,4.1487,459683.26202902,1928895.938708295231
1659484800,2022-08-03 00:00:00,PYR/USDT,4.1785,4.4308,4.0708,4.1695,522402.19525857,2242565.692791065751
1659398400,2022-08-02 00:00:00,PYR/USDT,4.2443,4.4357,4.0624,4.1823,520961.7358906,2191438.27253314079
1659312000,2022-08-01 00:00:00,PYR/USDT,4.17,4.42,4.1117,4.2365,468553.49512922,1977800.77187324723
1659225600,2022-07-31 00:00:00,PYR/USDT,4.3152,4.5445,4.1461,4.1887,488861.34143485,2132125.073883970423
1659139200,2022-07-30 00:00:00,PYR/USDT,4.3272,4.7073,4.2152,4.3122,661705.29152751,2948984.317851209426
1659052800,2022-07-29 00:00:00,PYR/USDT,4.5998,4.8804,4.1903,4.329,1383327.90726042,6186149.106523400221
1658966400,2022-07-28 00:00:00,PYR/USDT,4.235,4.94,3.9837,4.5979,1909572.69065663,8366903.723661764272
1658880000,2022-07-27 00:00:00,PYR/USDT,3.5986,4.2868,3.5054,4.235,923306.62505982,3567636.809984156504
1658793600,2022-07-26 00:00:00,PYR/USDT,3.6459,3.7052,3.414,3.5994,513028.43086869,1819197.602130273602
1658707200,2022-07-25 00:00:00,PYR/USDT,4.151,4.1657,3.6171,3.6438,625143.80846815,2450679.068036922513
1658620800,2022-07-24 00:00:00,PYR/USDT,3.9773,4.2999,3.9393,4.1512,558868.61993022,2326830.747829396813
1658534400,2022-07-23 00:00:00,PYR/USDT,3.9932,4.1279,3.81,3.9828,1606861.30050138,6378928.159215379859
1658448000,2022-07-22 00:00:00,PYR/USDT,4.3475,4.6,3.9507,3.994,1606887.75430769,6807833.479680897023
1658361600,2022-07-21 00:00:00,PYR/USDT,4.0533,4.5357,3.8179,4.3469,1011104.90965652,4156846.982834277217
1658275200,2022-07-20 00:00:00,PYR/USDT,4.5214,4.95,3.9,4.0568,1407447.88670477,6099812.076805618918
1658188800,2022-07-19 00:00:00,PYR/USDT,4.4149,4.9936,4.2524,4.5229,1479141.84197865,6904546.166453197952
1658102400,2022-07-18 00:00:00,PYR/USDT,3.8389,4.6888,3.8369,4.4149,1227002.178781,5292927.638587116494
1658016000,2022-07-17 00:00:00,PYR/USDT,3.6916,4.7585,3.6005,3.84,2810336.96925676,11614048.997206126234
1657929600,2022-07-16 00:00:00,PYR/USDT,3.3852,3.74,3.2548,3.6922,620874.61257537,2184276.156943286944
1657843200,2022-07-15 00:00:00,PYR/USDT,3.2761,3.483,3.1829,3.3852,395666.29490177,1334685.58957916639
1657756800,2022-07-14 00:00:00,PYR/USDT,3.3724,3.387,3.0701,3.2745,310033.59986164,996142.73666247829
1657670400,2022-07-13 00:00:00,PYR/USDT,3.1453,3.4028,3.042,3.3711,582300.52260648,1879360.338178357823
1657584000,2022-07-12 00:00:00,PYR/USDT,2.9071,3.4447,2.8819,3.143,1888505.10097556,5792422.421294088597
1657497600,2022-07-11 00:00:00,PYR/USDT,2.9543,3.0997,2.8788,2.9067,912525.97758626,2723164.61358063802
1657411200,2022-07-10 00:00:00,PYR/USDT,3.142,3.153,2.9088,2.9561,184318.4202786,554902.470041983429
1657324800,2022-07-09 00:00:00,PYR/USDT,3.1601,3.25,3.11,3.155,226817.0892584,719945.049780097239
1657238400,2022-07-08 00:00:00,PYR/USDT,3.0437,3.3572,2.8718,3.1599,467433.53304199,1430764.975105640259
1657152000,2022-07-07 00:00:00,PYR/USDT,2.8911,3.1118,2.7997,3.0401,441469.44804707,1306477.206254624395
1657065600,2022-07-06 00:00:00,PYR/USDT,2.8329,2.9496,2.7545,2.8925,245862.7518968,702329.0065434353
1656979200,2022-07-05 00:00:00,PYR/USDT,2.9652,3.015,2.7079,2.8296,391282.00222929,1115537.410465589841
1656892800,2022-07-04 00:00:00,PYR/USDT,2.7209,3,2.6668,2.9641,330649.40719367,932211.205798472936
1656806400,2022-07-03 00:00:00,PYR/USDT,2.7859,3.0422,2.62,2.7224,581399.73854364,1573837.247723835633
1656720000,2022-07-02 00:00:00,PYR/USDT,2.8284,2.8566,2.7253,2.7861,335359.79500247,937548.876671651016
1656633600,2022-07-01 00:00:00,PYR/USDT,3.0031,3.1238,2.8,2.8306,767639.73397266,2238397.689548630284
1656547200,2022-06-30 00:00:00,PYR/USDT,3.1063,3.1139,2.8561,2.9906,416635.55539265,1241562.775151173449
1656460800,2022-06-29 00:00:00,PYR/USDT,3.1681,3.2572,3.0579,3.1074,557189.57073106,1741437.135414657277
1656374400,2022-06-28 00:00:00,PYR/USDT,3.1894,3.4,3.0899,3.1678,505934.98568558,1633519.996183691419
1656288000,2022-06-27 00:00:00,PYR/USDT,3.2396,3.4499,3.1428,3.189,481079.42862366,1566327.57977022747
1656201600,2022-06-26 00:00:00,PYR/USDT,3.5296,3.65,3.23,3.2439,429292.59643717,1473766.159711376417
1656115200,2022-06-25 00:00:00,PYR/USDT,3.5736,3.6887,3.3453,3.5283,432551.33332905,1530945.87429514339
1656028800,2022-06-24 00:00:00,PYR/USDT,3.3729,3.7051,3.313,3.5697,536664.87465166,1871600.796576947733
1655942400,2022-06-23 00:00:00,PYR/USDT,3.1005,3.41,3.0883,3.3645,312256.71858574,1013015.177723243215
1655856000,2022-06-22 00:00:00,PYR/USDT,3.2552,3.2695,3.0466,3.1006,466529.04134143,1468094.885777592286
1655769600,2022-06-21 00:00:00,PYR/USDT,3.2161,3.5196,3.1848,3.2522,456823.78336971,1529610.950709661987
1655683200,2022-06-20 00:00:00,PYR/USDT,3.2919,3.4141,3.136,3.22,361923.06825512,1179429.085310371878
1655596800,2022-06-19 00:00:00,PYR/USDT,3.0948,3.3053,2.9357,3.2846,313555.64705458,983100.679439809533
1655510400,2022-06-18 00:00:00,PYR/USDT,3.2316,3.2935,2.87,3.0895,506682.36157027,1547222.076390334821
1655424000,2022-06-17 00:00:00,PYR/USDT,3.1926,3.3464,3.1575,3.2292,399914.18599601,1303652.222697580226
1655337600,2022-06-16 00:00:00,PYR/USDT,3.5934,3.66,3.13,3.1902,771451.09879876,2585961.984234132204
1655251200,2022-06-15 00:00:00,PYR/USDT,3.4132,3.6099,3.1433,3.591,1069423.02068557,3645485.177576621319
1655164800,2022-06-14 00:00:00,PYR/USDT,3.515,3.898,3.2788,3.4042,1727458.79749659,6129256.940447621763
1655078400,2022-06-13 00:00:00,PYR/USDT,3.4205,3.7348,3.05,3.515,2163549.21101274,7124155.936242134104
1654992000,2022-06-12 00:00:00,PYR/USDT,3.8476,3.9037,3.3443,3.4155,513753.21322878,1852782.817663748816
1654905600,2022-06-11 00:00:00,PYR/USDT,4.0542,4.159,3.6356,3.85,468888.46198789,1819047.728919890321
1654819200,2022-06-10 00:00:00,PYR/USDT,4.4194,4.5098,4.0212,4.0589,377512.26663886,1594142.656507127136
1654732800,2022-06-09 00:00:00,PYR/USDT,4.513,4.721,4.3733,4.4199,985177.15402134,4516018.695286632621
1654646400,2022-06-08 00:00:00,PYR/USDT,4.1972,4.7034,4.1309,4.5196,917050.13538001,4035202.975752824213
1654560000,2022-06-07 00:00:00,PYR/USDT,4.3707,4.3709,4,4.1941,1987099.93175592,8208161.282322735347
1654473600,2022-06-06 00:00:00,PYR/USDT,4.0851,4.5599,4.08,4.3695,1626437.99974662,7088687.620614120855
1654387200,2022-06-05 00:00:00,PYR/USDT,4.0547,4.1527,3.985,4.088,1410782.92122131,5721280.351573009276
1654300800,2022-06-04 00:00:00,PYR/USDT,3.9717,4.09,3.88,4.0522,2527169.69896416,10134388.218659149403
1654214400,2022-06-03 00:00:00,PYR/USDT,4.1505,4.2144,3.8204,3.9712,708235.38655936,2823707.147816747543
1654128000,2022-06-02 00:00:00,PYR/USDT,3.9987,4.2083,3.9623,4.15,682525.15088583,2794291.337443805575
1654041600,2022-06-01 00:00:00,PYR/USDT,4.5205,4.5844,3.8905,4,991345.99697572,4186799.625157098499
1653955200,2022-05-31 00:00:00,PYR/USDT,4.5929,4.8,4.4,4.5186,1101954.37819412,5064228.407978619087
1653868800,2022-05-30 00:00:00,PYR/USDT,4.1182,4.6939,4.0844,4.5944,1039672.13661319,4592644.84590290597
1653782400,2022-05-29 00:00:00,PYR/USDT,4.005,4.2,3.88,4.1134,681459.48962189,2742957.049684875436
1653696000,2022-05-28 00:00:00,PYR/USDT,3.8053,4.14,3.7172,4.0043,777713.07146446,3049725.49437926126
1653609600,2022-05-27 00:00:00,PYR/USDT,4.0748,4.22,3.7073,3.8013,1231196.92279034,4866977.04447987354
1653523200,2022-05-26 00:00:00,PYR/USDT,4.6463,4.7483,4.07,4.0761,1172066.04017405,5145269.647372676667
1653436800,2022-05-25 00:00:00,PYR/USDT,4.9124,5.1282,4.5589,4.6466,1092191.38101733,5184987.697764956187
1653350400,2022-05-24 00:00:00,PYR/USDT,4.6735,4.9731,4.4,4.9107,987360.2772673,4650350.641438551343
1653264000,2022-05-23 00:00:00,PYR/USDT,4.8488,5.35,4.6075,4.6723,1436262.7639547,7194701.861589936922
1653177600,2022-05-22 00:00:00,PYR/USDT,4.6836,4.9153,4.4463,4.845,907420.83672061,4267242.983512485154
1653091200,2022-05-21 00:00:00,PYR/USDT,4.4034,4.9,4.2464,4.6837,889948.88117688,4033647.89344321329
1653004800,2022-05-20 00:00:00,PYR/USDT,4.8804,4.96,4.297,4.4061,1098169.55519603,5062142.474534313547
1652918400,2022-05-19 00:00:00,PYR/USDT,4.4841,5.0351,4.21,4.8811,1238590.92916688,5707249.623154391791
1652832000,2022-05-18 00:00:00,PYR/USDT,5.3706,5.6,4.4354,4.4845,1404848.32275484,6880816.763617917253
1652745600,2022-05-17 00:00:00,PYR/USDT,4.9764,5.8803,4.9,5.3706,1404011.49703292,7393686.177965847537
1652659200,2022-05-16 00:00:00,PYR/USDT,5.3225,5.3863,4.5127,4.968,1324303.61856694,6499116.636314481746
1652572800,2022-05-15 00:00:00,PYR/USDT,4.6895,5.4296,4.4817,5.3236,1192434.41017497,5831893.10537607
1652486400,2022-05-14 00:00:00,PYR/USDT,4.0961,4.7251,3.7376,4.6844,1243736.47880126,5187075.074943555897
1652400000,2022-05-13 00:00:00,PYR/USDT,4.1571,5.6141,3.9664,4.1006,1801931.28037269,8516864.646022606405
1652313600,2022-05-12 00:00:00,PYR/USDT,3.9824,4.6791,3.0407,4.1569,2295734.99636079,8659801.071141388543
1652227200,2022-05-11 00:00:00,PYR/USDT,6.1352,6.3503,3.5005,3.9839,2823288.65889856,13848353.33332430952
1652140800,2022-05-10 00:00:00,PYR/USDT,6.5134,7.7505,5.9307,6.1354,1776786.2950474,11896171.81933132507
1652054400,2022-05-09 00:00:00,PYR/USDT,7.7548,7.8751,6.5,6.5,1491620.84933821,10683695.880362430004
1651968000,2022-05-08 00:00:00,PYR/USDT,8.0886,8.5,7,7.754,1352030.59763939,10670465.838664880845
1651881600,2022-05-07 00:00:00,PYR/USDT,8.2287,8.5159,7.8029,8.0928,862736.56190006,7014609.125609572244
1651795200,2022-05-06 00:00:00,PYR/USDT,8.8191,8.8402,8,8.2289,1128060.52494283,9415914.432231178936
1651708800,2022-05-05 00:00:00,PYR/USDT,10.1677,10.47,8.33,8.8168,1767745.75258721,16479014.904566834766
1651622400,2022-05-04 00:00:00,PYR/USDT,8.3078,10.6555,8.2882,10.1639,1904523.60906402,17676216.992233081892
1651536000,2022-05-03 00:00:00,PYR/USDT,8.8907,10.1426,7.9608,8.306,1734422.69809243,15689532.594274982943
1651449600,2022-05-02 00:00:00,PYR/USDT,8.3383,9.2022,7.8338,8.8927,1167920.02846491,9694190.527102550057
1651363200,2022-05-01 00:00:00,PYR/USDT,7.7771,8.6666,7.7703,8.3371,1137345.174503,9363935.177235292885
1651276800,2022-04-30 00:00:00,PYR/USDT,8.8472,9.0813,7.6438,7.7797,864124.99305174,7392615.522732941437
1651190400,2022-04-29 00:00:00,PYR/USDT,10.0811,10.3225,8.5577,8.8469,1215196.31280653,11474036.4231439875
1651104000,2022-04-28 00:00:00,PYR/USDT,9.9078,10.5233,9.6316,10.0847,1289589.91567193,12970064.84005070776
1651017600,2022-04-27 00:00:00,PYR/USDT,10.0081,10.4926,9.1928,9.9078,1157087.95841276,11596900.143607929951
1650931200,2022-04-26 00:00:00,PYR/USDT,11.0626,11.2,9.8445,10.0074,1401010.04965953,14668337.930368386951
1650844800,2022-04-25 00:00:00,PYR/USDT,10.9351,11.3519,9.8899,11.0624,1688923.39037674,17921329.506368872731
1650758400,2022-04-24 00:00:00,PYR/USDT,11.7838,11.9931,10.9156,10.9404,986569.65727899,11315726.213919124942
1650672000,2022-04-23 00:00:00,PYR/USDT,11.6858,12.04,11.25,11.7848,931003.80644263,10847175.374693150592
1650585600,2022-04-22 00:00:00,PYR/USDT,12.3384,12.6,11.57,11.6866,1244506.55846724,14992594.175371738622
1650499200,2022-04-21 00:00:00,PYR/USDT,12.9952,13.9555,12.0853,12.342,1584802.5791062,20734745.729576676258
1650412800,2022-04-20 00:00:00,PYR/USDT,13.4631,14.15,12.2496,12.9955,1736359.77191622,22967208.390450896461
1650326400,2022-04-19 00:00:00,PYR/USDT,12.1736,13.65,12.0157,13.4675,1493907.03490075,19323152.456080099747
1650240000,2022-04-18 00:00:00,PYR/USDT,11.702,12.32,11.1,12.1764,1338835.71508388,15691867.024255511656
1650153600,2022-04-17 00:00:00,PYR/USDT,11.7817,12.3606,11.5865,11.702,827497.47759023,9871042.217305718868
1650067200,2022-04-16 00:00:00,PYR/USDT,12.1617,12.1925,11.3789,11.7794,599349.73561866,7125055.478581631369
1649980800,2022-04-15 00:00:00,PYR/USDT,11.7772,12.5183,11.7472,12.1625,885319.01529402,10740424.325388116535
1649894400,2022-04-14 00:00:00,PYR/USDT,12.9957,13.8335,11.6,11.7772,1294514.59036511,16241631.759763146693
1649808000,2022-04-13 00:00:00,PYR/USDT,12.0979,13.3689,11.6752,12.9883,1600650.68554608,19966090.268614256224
1649721600,2022-04-12 00:00:00,PYR/USDT,11.8611,13.2274,11.1332,12.0867,1765521.34860263,21398123.178125206913
1649635200,2022-04-11 00:00:00,PYR/USDT,13.6172,13.7429,11.524,11.8621,1917647.73081969,23770785.331998208848
1649548800,2022-04-10 00:00:00,PYR/USDT,13.5881,15.3307,13.2288,13.62,1569244.773004,22364789.873847773213
1649462400,2022-04-09 00:00:00,PYR/USDT,13.5078,13.7239,12.6,13.5935,1147817.18714058,15233488.148050677365
1649376000,2022-04-08 00:00:00,PYR/USDT,14.9477,16.345,13.01,13.5034,1823536.5536388,26949184.161656846663
1649289600,2022-04-07 00:00:00,PYR/USDT,14.6143,16.8,14.1973,14.9477,1967575.43820793,30355086.12814559644
1649203200,2022-04-06 00:00:00,PYR/USDT,16.2841,17.8481,14.5463,14.6198,2329607.17348049,37292838.360261214751
1649116800,2022-04-05 00:00:00,PYR/USDT,18.3725,19.6249,16.26,16.2619,1989557.2868837,35916034.423129691713
1649030400,2022-04-04 00:00:00,PYR/USDT,17.5139,19.5,15.3737,18.3947,2122476.47569336,36476615.465943341387
1648944000,2022-04-03 00:00:00,PYR/USDT,15.2261,18.157,15.0696,17.5167,1422229.15198776,24101618.331262576475
1648857600,2022-04-02 00:00:00,PYR/USDT,15.4928,18.32,15.2,15.2128,2281511.32651385,37615763.751130057605
1648771200,2022-04-01 00:00:00,PYR/USDT,13.0164,16.12,12.2627,15.5007,1903549.66016916,26527698.580313136311
1648684800,2022-03-31 00:00:00,PYR/USDT,13.3483,14.8917,13,13,1463988.97825496,19990839.965647476365
1648598400,2022-03-30 00:00:00,PYR/USDT,13.2318,14.268,12.7772,13.3451,1068982.41591238,14276709.236048612661
1648512000,2022-03-29 00:00:00,PYR/USDT,12.556,14.3576,12.5138,13.2243,1464123.54455956,19408022.625468060608
1648425600,2022-03-28 00:00:00,PYR/USDT,10.6969,14.52,10.6294,12.5517,1976834.41410698,23907778.666472126858
1648339200,2022-03-27 00:00:00,PYR/USDT,9.9861,10.7175,9.9723,10.7041,597051.68781622,6114704.928649379442
1648252800,2022-03-26 00:00:00,PYR/USDT,9.8802,10.1634,9.8324,9.9778,425253.87051548,4252184.355236658855
1648166400,2022-03-25 00:00:00,PYR/USDT,10.6586,10.7499,9.7769,9.8802,723482.90027949,7464247.913970662962
1648080000,2022-03-24 00:00:00,PYR/USDT,10.0764,10.7496,9.9549,10.6623,854609.50798587,8832577.004353438582
1647993600,2022-03-23 00:00:00,PYR/USDT,9.6944,10.11,9.3753,10.0718,819369.76667358,7951999.667081029191
1647907200,2022-03-22 00:00:00,PYR/USDT,9.4438,10.12,9.4,9.6944,838194.78317027,8182507.81844010872
1647820800,2022-03-21 00:00:00,PYR/USDT,9.3502,9.9999,9.1627,9.4443,732008.7092465,7022380.629546547619
1647734400,2022-03-20 00:00:00,PYR/USDT,10.1478,10.1683,9.13,9.3482,738528.29191522,7047217.39239352099
1647648000,2022-03-19 00:00:00,PYR/USDT,8.9159,10.6915,8.8432,10.1399,988785.14962828,9658912.391401963087
1647561600,2022-03-18 00:00:00,PYR/USDT,8.8371,9.1,8.32,8.9136,707932.52925469,6106001.636990551451
1647475200,2022-03-17 00:00:00,PYR/USDT,8.9596,9.09,8.7808,8.8355,593427.84689863,5275037.570520754462
1647388800,2022-03-16 00:00:00,PYR/USDT,8.2064,9.0908,8.1748,8.9587,1004945.54332771,8629592.201539392404
1647302400,2022-03-15 00:00:00,PYR/USDT,8.4925,8.5808,8.0506,8.2095,764669.64983807,6323149.510057483945
1647216000,2022-03-14 00:00:00,PYR/USDT,8.3175,8.7492,8.1001,8.4925,739485.71294743,6256548.740045002158
1647129600,2022-03-13 00:00:00,PYR/USDT,8.932,9.2,8.2589,8.3167,659180.33405908,5835046.191962647744
1647043200,2022-03-12 00:00:00,PYR/USDT,8.9726,9.2261,8.9004,8.939,358522.20516888,3244478.246669595489
1646956800,2022-03-11 00:00:00,PYR/USDT,9.1244,9.2938,8.78,8.9641,308138.00609932,2778090.316832078502
1646870400,2022-03-10 00:00:00,PYR/USDT,9.7814,9.8343,9,9.1325,415010.01121101,3843759.746677824862
1646784000,2022-03-09 00:00:00,PYR/USDT,9.1169,10.316,9.0777,9.8011,549761.84718987,5411313.836641157873
1646697600,2022-03-08 00:00:00,PYR/USDT,9.1908,9.81,8.91,9.113,503575.95600067,4679746.771444944875
1646611200,2022-03-07 00:00:00,PYR/USDT,9.1443,10.0857,8.8092,9.2033,537962.85382577,5013052.423978352851
1646524800,2022-03-06 00:00:00,PYR/USDT,9.9145,10.0528,9.0952,9.1356,464428.75569092,4450958.773294968855
1646438400,2022-03-05 00:00:00,PYR/USDT,9.5899,10.1344,9.2422,9.923,336281.94721272,3258845.559684740324
1646352000,2022-03-04 00:00:00,PYR/USDT,10.9321,10.9679,9.3593,9.5955,636670.48509039,6431287.209807114676
1646265600,2022-03-03 00:00:00,PYR/USDT,11.4862,11.9,10.6341,10.9321,570428.3879824,6366538.838127217945
1646179200,2022-03-02 00:00:00,PYR/USDT,12.0061,12.3279,11.3455,11.4862,596894.43610741,7043224.18735370187
1646092800,2022-03-01 00:00:00,PYR/USDT,11.1685,12.4617,10.8227,12.0064,929490.10556369,10847245.938825726949
1646006400,2022-02-28 00:00:00,PYR/USDT,10.1292,11.1972,9.8601,11.1754,718939.51713857,7471388.587117276461
1645920000,2022-02-27 00:00:00,PYR/USDT,10.4019,10.9063,9.85,10.1311,608191.13579058,6224324.74564987337
1645833600,2022-02-26 00:00:00,PYR/USDT,10.2464,10.975,10.0509,10.4019,477386.62883412,4979438.838330213746
1645747200,2022-02-25 00:00:00,PYR/USDT,9.2827,10.4582,9.1002,10.2464,747602.40846592,7259662.373929392564
1645660800,2022-02-24 00:00:00,PYR/USDT,9.8111,10.3,8,9.2805,1614861.39615562,14319719.645326179479
1645574400,2022-02-23 00:00:00,PYR/USDT,10.26,11.365,9.75,9.8315,575791.97850482,6079000.298780048481
1645488000,2022-02-22 00:00:00,PYR/USDT,9.926,10.6387,9.34,10.26,576874.58437426,5792170.623903956157
1645401600,2022-02-21 00:00:00,PYR/USDT,10.6537,11.8236,9.882,9.8943,886794.94700134,9791306.839306826744
1645315200,2022-02-20 00:00:00,PYR/USDT,11.7234,11.7709,10.2,10.6537,557231.47713653,6000899.115460174711
1645228800,2022-02-19 00:00:00,PYR/USDT,11.8947,12.5499,11.5123,11.7375,405427.03292572,4816163.851081055353
1645142400,2022-02-18 00:00:00,PYR/USDT,12.5268,13.3834,11.81,11.8947,562131.13700162,7061122.844730364019
1645056000,2022-02-17 00:00:00,PYR/USDT,14.2305,14.6,12.2495,12.5282,893630.90849605,11956687.851280145221
1644969600,2022-02-16 00:00:00,PYR/USDT,14.4757,14.69,13.5411,14.2257,452928.4295024,6396021.949658521875
1644883200,2022-02-15 00:00:00,PYR/USDT,12.6843,14.6689,12.6393,14.4687,795530.40498302,11001320.218939584355
1644796800,2022-02-14 00:00:00,PYR/USDT,11.9384,13.3704,11.3475,12.7073,757276.40332554,9409821.406970511019
1644710400,2022-02-13 00:00:00,PYR/USDT,12.792,12.8548,11.91,11.9384,304177.38008289,3770076.396030965455
1644624000,2022-02-12 00:00:00,PYR/USDT,12.6104,13.1575,12.01,12.7984,534048.48726426,6745623.294892959171
1644537600,2022-02-11 00:00:00,PYR/USDT,13.6492,15.1922,12.25,12.6133,889431.37479649,12139469.921950535158
1644451200,2022-02-10 00:00:00,PYR/USDT,15.1931,15.222,13.3427,13.6501,862140.13795566,12245390.940063774153
1644364800,2022-02-09 00:00:00,PYR/USDT,14.4098,15.5799,13.6271,15.1874,631666.33813026,9351728.064174890918
1644278400,2022-02-08 00:00:00,PYR/USDT,15.2428,15.4716,13.3545,14.4103,1127229.21177986,16164079.650377629412
1644192000,2022-02-07 00:00:00,PYR/USDT,15.0318,16.8,14.51,15.2498,1055779.92518679,16584356.430858227103
1644105600,2022-02-06 00:00:00,PYR/USDT,14.7293,15.2867,14.15,15.0604,547663.8099493,8055008.199440225018
1644019200,2022-02-05 00:00:00,PYR/USDT,14.3455,15.2212,13.8004,14.7294,762072.6397964,11205198.506015904803
