https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALICE,Volume BTC
1663372800,2022-09-17 00:00:00,ALICE/BTC,0.0001006,0.0001017,0.0001005,0.0001005,11.0077,0.00111648905
1663286400,2022-09-16 00:00:00,ALICE/BTC,0.0000997,0.0001027,0.0000987,0.0001006,996.4847,0.10077446013
1663200000,2022-09-15 00:00:00,ALICE/BTC,0.0001003,0.0001005,0.0000971,0.0000997,812.353,0.08124428708
1663113600,2022-09-14 00:00:00,ALICE/BTC,0.0001007,0.0001012,0.0000986,0.0001004,355.7586,0.03561177748
1663027200,2022-09-13 00:00:00,ALICE/BTC,0.000097,0.0001022,0.0000935,0.0001006,3095.3708,0.30002751211
1662940800,2022-09-12 00:00:00,ALICE/BTC,0.0001004,0.0001014,0.0000968,0.0000972,736.6242,0.07280575608
1662854400,2022-09-11 00:00:00,ALICE/BTC,0.0001019,0.0001032,0.0001002,0.0001009,530.8632,0.05388096461
1662768000,2022-09-10 00:00:00,ALICE/BTC,0.0001024,0.0001045,0.0001012,0.0001017,361.1621,0.03718231228
1662681600,2022-09-09 00:00:00,ALICE/BTC,0.0001072,0.0001086,0.0001012,0.0001024,663.0397,0.07031701268
1662595200,2022-09-08 00:00:00,ALICE/BTC,0.0001054,0.0001077,0.0001052,0.0001072,922.6755,0.09837626473
1662508800,2022-09-07 00:00:00,ALICE/BTC,0.0001033,0.0001066,0.0001021,0.0001055,3025.9003,0.31425750506
1662422400,2022-09-06 00:00:00,ALICE/BTC,0.0001075,0.0001095,0.0001032,0.0001034,3115.0033,0.33453563614
1662336000,2022-09-05 00:00:00,ALICE/BTC,0.0001061,0.0001081,0.0001047,0.0001074,740.6729,0.07955428777
1662249600,2022-09-04 00:00:00,ALICE/BTC,0.0001032,0.0001072,0.0001032,0.0001061,657.8333,0.06938704585
1662163200,2022-09-03 00:00:00,ALICE/BTC,0.0001017,0.0001038,0.0001014,0.0001032,1844.1454,0.18971958632
1662076800,2022-09-02 00:00:00,ALICE/BTC,0.0001017,0.0001034,0.000101,0.0001019,721.5089,0.07406730482
1661990400,2022-09-01 00:00:00,ALICE/BTC,0.0001004,0.0001023,0.000099,0.0001019,1862.3204,0.18661821713
1661904000,2022-08-31 00:00:00,ALICE/BTC,0.0001029,0.0001041,0.0001003,0.0001003,1088.3678,0.1126436553
1661817600,2022-08-30 00:00:00,ALICE/BTC,0.0001028,0.0001037,0.0001008,0.0001027,2316.0552,0.23675866346
1661731200,2022-08-29 00:00:00,ALICE/BTC,0.0000995,0.0001032,0.0000978,0.0001028,965.9234,0.09647708492
1661644800,2022-08-28 00:00:00,ALICE/BTC,0.0001009,0.0001025,0.0000989,0.0000991,4330.6357,0.43738231865
1661558400,2022-08-27 00:00:00,ALICE/BTC,0.0001011,0.0001019,0.0001,0.0001011,1146.9086,0.11561031375
1661472000,2022-08-26 00:00:00,ALICE/BTC,0.0001061,0.000107,0.0001,0.0001005,830.7862,0.08570627428
1661385600,2022-08-25 00:00:00,ALICE/BTC,0.000106,0.0001084,0.0001041,0.0001061,1348.1295,0.14182137592
1661299200,2022-08-24 00:00:00,ALICE/BTC,0.0001046,0.0001083,0.0001032,0.0001059,1485.8361,0.15779982541
1661212800,2022-08-23 00:00:00,ALICE/BTC,0.0001026,0.0001045,0.0001018,0.0001045,232.5225,0.0240194933
1661126400,2022-08-22 00:00:00,ALICE/BTC,0.0001032,0.0001033,0.0000992,0.0001023,219.3844,0.02225460779
1661040000,2022-08-21 00:00:00,ALICE/BTC,0.000102,0.0001041,0.0001012,0.0001033,670.2786,0.06902349367
1660953600,2022-08-20 00:00:00,ALICE/BTC,0.0001039,0.0001052,0.0000985,0.0001019,1169.4239,0.12097732128
1660867200,2022-08-19 00:00:00,ALICE/BTC,0.0001031,0.0001041,0.000099,0.000104,1605.8781,0.16413666004
1660780800,2022-08-18 00:00:00,ALICE/BTC,0.0001086,0.0001105,0.0000992,0.000103,4575.904,0.4913752349
1660694400,2022-08-17 00:00:00,ALICE/BTC,0.0001149,0.0001164,0.0001075,0.0001083,1037.0456,0.11604606251
1660608000,2022-08-16 00:00:00,ALICE/BTC,0.0001134,0.0001167,0.0001118,0.000115,1228.1899,0.14140776328
1660521600,2022-08-15 00:00:00,ALICE/BTC,0.0001137,0.000116,0.0001122,0.0001134,558.3678,0.06359575302
1660435200,2022-08-14 00:00:00,ALICE/BTC,0.0001177,0.0001208,0.0001131,0.0001141,509.8633,0.05974784673
1660348800,2022-08-13 00:00:00,ALICE/BTC,0.0001203,0.0001209,0.0001171,0.0001179,240.3087,0.02843135073
1660262400,2022-08-12 00:00:00,ALICE/BTC,0.0001195,0.000125,0.0001178,0.0001207,876.6757,0.1068183673
1660176000,2022-08-11 00:00:00,ALICE/BTC,0.0001195,0.0001226,0.0001172,0.0001194,2198.6324,0.26414228061
1660089600,2022-08-10 00:00:00,ALICE/BTC,0.0001187,0.0001196,0.0001172,0.0001195,681.2778,0.08077832289
1660003200,2022-08-09 00:00:00,ALICE/BTC,0.0001215,0.0001271,0.0001172,0.0001187,4039.0204,0.50071183878
1659916800,2022-08-08 00:00:00,ALICE/BTC,0.0001203,0.0001245,0.0001181,0.0001216,9095.6872,1.11165389791
1659830400,2022-08-07 00:00:00,ALICE/BTC,0.0001204,0.0001213,0.0001175,0.0001205,2221.117,0.26837525888
1659744000,2022-08-06 00:00:00,ALICE/BTC,0.0001225,0.0001225,0.0001195,0.0001202,394.617,0.04775565939
1659657600,2022-08-05 00:00:00,ALICE/BTC,0.0001205,0.0001226,0.0001201,0.0001222,2408.1554,0.29225059086
1659571200,2022-08-04 00:00:00,ALICE/BTC,0.0001184,0.0001221,0.0001182,0.0001206,1694.1574,0.20296247889
1659484800,2022-08-03 00:00:00,ALICE/BTC,0.0001181,0.0001218,0.0001154,0.0001182,1243.0603,0.1478137862
1659398400,2022-08-02 00:00:00,ALICE/BTC,0.0001265,0.0001269,0.0001162,0.000118,802.6516,0.0961896863
