https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume BRZ
1663545600000.0,2022-09-19 00:00:00,ETH/BRZ,7048.0,7055.0,7043.0,7048.0,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,ETH/BRZ,7749.0,7749.0,6990.0,7048.0,114.2894367338252,805511.9501
1663372800000.0,2022-09-17 00:00:00,ETH/BRZ,7552.0,7779.0,7450.0,7749.0,27.79801903471416,215406.8495
1663286400000.0,2022-09-16 00:00:00,ETH/BRZ,7764.0,7811.0,7493.0,7555.0,35.85259381866313,270866.3463
1663200000000.0,2022-09-15 00:00:00,ETH/BRZ,8499.0,8578.0,7682.0,7764.0,126.3381022797527,980889.0261
1663113600000.0,2022-09-14 00:00:00,ETH/BRZ,8185.0,8548.0,8099.0,8499.0,67.93739507000824,577399.9207
1663027200000.0,2022-09-13 00:00:00,ETH/BRZ,8757.0,8965.0,8143.0,8187.0,276.7646274703799,2265872.0051
1662940800000.0,2022-09-12 00:00:00,ETH/BRZ,9112.0,9228.0,8710.0,8757.0,13.144889220052528,115109.7949
1662854400000.0,2022-09-11 00:00:00,ETH/BRZ,9202.0,9227.0,8923.0,9114.0,17.132468608733816,156145.3189
1662768000000.0,2022-09-10 00:00:00,ETH/BRZ,8860.0,9230.0,8844.0,9202.0,25.986443447076724,239127.2526
1662681600000.0,2022-09-09 00:00:00,ETH/BRZ,8548.0,9091.0,8543.0,8861.0,240.10149167136893,2127539.3177
1662595200000.0,2022-09-08 00:00:00,ETH/BRZ,8575.0,8693.0,8403.0,8548.0,69.95053201918577,597937.1477
1662508800000.0,2022-09-07 00:00:00,ETH/BRZ,8228.0,8730.0,7881.0,8575.0,52.2367216909621,447929.8885
1662422400000.0,2022-09-06 00:00:00,ETH/BRZ,8400.0,8795.0,8200.0,8228.0,77.18446510695188,635073.7789
1662336000000.0,2022-09-05 00:00:00,ETH/BRZ,8188.0,8443.0,8115.0,8400.0,51.86762922619047,435688.0855
1662249600000.0,2022-09-04 00:00:00,ETH/BRZ,8093.0,8198.0,8027.0,8190.0,6.449119023199024,52818.2848
1662163200000.0,2022-09-03 00:00:00,ETH/BRZ,8170.0,8200.0,7993.0,8093.0,16.191237402693684,131035.6843
1662076800000.0,2022-09-02 00:00:00,ETH/BRZ,8357.0,8586.0,8060.0,8169.0,29.158009609499327,238191.7805
1661990400000.0,2022-09-01 00:00:00,ETH/BRZ,8080.0,8416.0,7925.0,8357.0,237.8235435563001,1987491.3535
1661904000000.0,2022-08-31 00:00:00,ETH/BRZ,7857.0,8345.0,7857.0,8080.0,246.4338046410891,1991185.1415
1661817600000.0,2022-08-30 00:00:00,ETH/BRZ,7872.0,8106.0,7559.0,7857.0,75.99144915362098,597064.816
1661731200000.0,2022-08-29 00:00:00,ETH/BRZ,7300.0,7881.0,7278.0,7872.0,19.08558556910569,150241.7296
1661644800000.0,2022-08-28 00:00:00,ETH/BRZ,7619.0,7668.0,7288.0,7301.0,17.803930201342283,129986.4944
1661558400000.0,2022-08-27 00:00:00,ETH/BRZ,7661.0,7751.0,7400.0,7619.0,23.277685575534846,177352.6864
1661472000000.0,2022-08-26 00:00:00,ETH/BRZ,8706.0,8707.0,7604.0,7661.0,53.33836026628378,408625.178
1661385600000.0,2022-08-25 00:00:00,ETH/BRZ,8542.0,8827.0,8542.0,8706.0,18.740003216172752,163150.468
1661299200000.0,2022-08-24 00:00:00,ETH/BRZ,8531.0,8900.0,8267.0,8542.0,19.954040084289392,170447.4104
1661212800000.0,2022-08-23 00:00:00,ETH/BRZ,8434.0,8615.0,8147.0,8531.0,26.249591325753137,223935.2636
1661126400000.0,2022-08-22 00:00:00,ETH/BRZ,8466.0,8468.0,7990.0,8434.0,44.45894913445577,374966.777
1661040000000.0,2022-08-21 00:00:00,ETH/BRZ,8223.0,8561.0,8173.0,8466.0,10.240941176470589,86699.808
1660953600000.0,2022-08-20 00:00:00,ETH/BRZ,8397.0,8605.0,7974.0,8223.0,45.59842513681138,374955.8499
1660867200000.0,2022-08-19 00:00:00,ETH/BRZ,9628.0,9644.0,8377.0,8397.0,62.3905303918066,523893.2837
1660780800000.0,2022-08-18 00:00:00,ETH/BRZ,9536.0,9790.0,9475.0,9628.0,12.97765954507686,124948.9061
1660694400000.0,2022-08-17 00:00:00,ETH/BRZ,9683.0,10083.0,9465.0,9536.0,107.4321151216443,1024472.6498
1660608000000.0,2022-08-16 00:00:00,ETH/BRZ,9750.0,9827.0,9547.0,9683.0,35.267024413921305,341490.5974
1660521600000.0,2022-08-15 00:00:00,ETH/BRZ,9889.0,10251.0,9614.0,9750.0,74.25578633846153,723993.9168
1660435200000.0,2022-08-14 00:00:00,ETH/BRZ,10128.0,10318.0,9768.0,9889.0,3.7443879866518355,37028.2528
1660348800000.0,2022-08-13 00:00:00,ETH/BRZ,9973.0,10259.0,9957.0,10128.0,12.698685367298577,128612.2854
1660262400000.0,2022-08-12 00:00:00,ETH/BRZ,9789.0,10011.0,9600.0,9973.0,32.77436258899027,326858.7181
1660176000000.0,2022-08-11 00:00:00,ETH/BRZ,9476.0,9990.0,9455.0,9789.0,218.9073972622331,2142884.5118
1660089600000.0,2022-08-10 00:00:00,ETH/BRZ,8809.0,9700.0,8581.0,9476.0,75.84150938159561,718674.1429
1660003200000.0,2022-08-09 00:00:00,ETH/BRZ,9135.0,9176.0,8645.0,8809.0,24.365962822113747,214639.7665
1659916800000.0,2022-08-08 00:00:00,ETH/BRZ,8828.0,9400.0,8809.0,9135.0,140.3980164969896,1282535.8807
1659830400000.0,2022-08-07 00:00:00,ETH/BRZ,8803.0,8991.0,8703.0,8828.0,8.133198969188944,71799.8805
1659744000000.0,2022-08-06 00:00:00,ETH/BRZ,8988.0,9085.0,8803.0,8803.0,27.28319367261161,240173.9539
1659657600000.0,2022-08-05 00:00:00,ETH/BRZ,8388.0,9017.0,8373.0,8988.0,62.98332506675567,566094.1257
1659571200000.0,2022-08-04 00:00:00,ETH/BRZ,8552.0,8799.0,8302.0,8388.0,62.98865610395803,528348.8474
1659484800000.0,2022-08-03 00:00:00,ETH/BRZ,8698.0,8897.0,8486.0,8552.0,19.691281548175862,168399.8398
1659398400000.0,2022-08-02 00:00:00,ETH/BRZ,8500.0,8830.0,8082.0,8698.0,29.57894483789377,257277.6622
1659312000000.0,2022-08-01 00:00:00,ETH/BRZ,8706.0,8832.0,8400.0,8500.0,31.04065767058823,263845.5902
1659225600000.0,2022-07-31 00:00:00,ETH/BRZ,8799.0,9100.0,8700.0,8706.0,12.66658393062256,110275.2797
1659139200000.0,2022-07-30 00:00:00,ETH/BRZ,9000.0,9058.0,8722.0,8799.0,16.770829878395272,147566.5321
1659052800000.0,2022-07-29 00:00:00,ETH/BRZ,8960.0,9176.0,8596.0,9000.0,32.596774866666664,293370.9738
1658966400000.0,2022-07-28 00:00:00,ETH/BRZ,8610.0,9216.0,8423.0,8960.0,38.026032723214286,340713.2532
1658880000000.0,2022-07-27 00:00:00,ETH/BRZ,7800.0,8656.0,7673.0,8610.0,58.947735853658536,507540.0057
1658793600000.0,2022-07-26 00:00:00,ETH/BRZ,7770.0,7823.0,7319.0,7800.0,21.843012256410255,170375.4956
1658707200000.0,2022-07-25 00:00:00,ETH/BRZ,8773.0,8861.0,7762.0,7776.0,73.85734754372429,574314.7345
1658620800000.0,2022-07-24 00:00:00,ETH/BRZ,8569.0,9150.0,8538.0,8773.0,24.652917325886243,216280.0437
1658534400000.0,2022-07-23 00:00:00,ETH/BRZ,8429.0,8801.0,8214.0,8569.0,21.165598506243438,181368.0136
1658448000000.0,2022-07-22 00:00:00,ETH/BRZ,8727.0,9049.0,8353.0,8429.0,32.80044284019457,276474.9327
1658361600000.0,2022-07-21 00:00:00,ETH/BRZ,8304.0,8828.0,8049.0,8727.0,111.66073902830297,974463.2695
1658275200000.0,2022-07-20 00:00:00,ETH/BRZ,8394.0,8795.0,8171.0,8304.0,27.903968352601154,231714.5532
1658188800000.0,2022-07-19 00:00:00,ETH/BRZ,8620.0,8839.0,8176.0,8394.0,45.3942164879676,381039.0532
1658102400000.0,2022-07-18 00:00:00,ETH/BRZ,7284.0,8671.0,7278.0,8620.0,151.42614030162412,1305293.3294
1658016000000.0,2022-07-17 00:00:00,ETH/BRZ,7335.0,7482.0,7184.0,7284.0,14.438917778693025,105173.0771
1657929600000.0,2022-07-16 00:00:00,ETH/BRZ,6698.0,7685.0,6474.0,7335.0,135.32177923653714,992585.2507
1657843200000.0,2022-07-15 00:00:00,ETH/BRZ,6488.0,6976.0,6421.0,6698.0,35.10456489997014,235130.3757
1657756800000.0,2022-07-14 00:00:00,ETH/BRZ,6017.0,6601.0,5830.0,6488.0,117.62688554254008,763163.2334
1657670400000.0,2022-07-13 00:00:00,ETH/BRZ,5680.0,6056.0,5506.0,6017.0,44.07441912913412,265195.7799
1657584000000.0,2022-07-12 00:00:00,ETH/BRZ,5915.0,5915.0,5623.0,5680.0,45.94406778169014,260962.305
1657497600000.0,2022-07-11 00:00:00,ETH/BRZ,6197.0,6231.0,5891.0,5915.0,54.719115469146246,323663.568
1657411200000.0,2022-07-10 00:00:00,ETH/BRZ,6458.0,6464.0,6123.0,6197.0,11.230614458609006,69596.1178
1657324800000.0,2022-07-09 00:00:00,ETH/BRZ,6437.0,6517.0,6391.0,6458.0,5.2568033601734285,33948.4361
1657238400000.0,2022-07-08 00:00:00,ETH/BRZ,6589.0,6792.0,6400.0,6437.0,35.230481373310546,226778.6086
1657152000000.0,2022-07-07 00:00:00,ETH/BRZ,6477.0,6700.0,6321.0,6588.0,285.9058901183971,1883548.0041
1657065600000.0,2022-07-06 00:00:00,ETH/BRZ,6099.0,6508.0,6006.0,6477.0,121.6989453913849,788244.0693
1656979200000.0,2022-07-05 00:00:00,ETH/BRZ,6157.0,6298.0,5855.0,6099.0,107.09264613871126,653158.0488
1656892800000.0,2022-07-04 00:00:00,ETH/BRZ,5763.0,6185.0,5597.0,6157.0,135.49465890855936,834240.6149
1656806400000.0,2022-07-03 00:00:00,ETH/BRZ,5727.0,5801.0,5580.0,5763.0,17.580993840013882,101319.2675
1656720000000.0,2022-07-02 00:00:00,ETH/BRZ,5704.0,5749.0,5500.0,5727.0,15.354265741225772,87933.8799
1656633600000.0,2022-07-01 00:00:00,ETH/BRZ,5636.0,5870.0,5489.0,5704.0,86.20867741935483,491734.296
1656547200000.0,2022-06-30 00:00:00,ETH/BRZ,5723.0,5748.0,5276.0,5636.0,182.63141394606103,1029310.649
1656460800000.0,2022-06-29 00:00:00,ETH/BRZ,6026.0,6117.0,5700.0,5723.0,47.13269227677791,269740.3979
1656374400000.0,2022-06-28 00:00:00,ETH/BRZ,6260.0,6481.0,6009.0,6026.0,75.24108377032857,453402.7708
1656288000000.0,2022-06-27 00:00:00,ETH/BRZ,6307.0,6526.0,6175.0,6260.0,49.64051591054313,310749.6296
1656201600000.0,2022-06-26 00:00:00,ETH/BRZ,6551.0,6717.0,6307.0,6307.0,14.814315459013795,93433.8876
1656115200000.0,2022-06-25 00:00:00,ETH/BRZ,6428.0,6610.0,6218.0,6551.0,20.515219401618076,134395.2023
