https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume HAI
1663416000000,2022-09-17 12:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03232632,41444.0
1663412400000,2022-09-17 11:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.0321789,41255.0
1663408800000,2022-09-17 10:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.0289965,37175.0
1663405200000,2022-09-17 09:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02458872,31524.0
1663401600000,2022-09-17 08:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02940366,37697.0
1663398000000,2022-09-17 07:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.033332520000000004,42734.0
1663394400000,2022-09-17 06:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02729376,34992.0
1663390800000,2022-09-17 05:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.033202260000000004,42567.0
1663387200000,2022-09-17 04:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03193242,40939.0
1663383600000,2022-09-17 03:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03374982,43269.0
1663380000000,2022-09-17 02:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03738852,47934.0
1663376400000,2022-09-17 01:00:00,HAI/BTC,7.7e-07,7.8e-07,7.7e-07,7.8e-07,0.0256386869599926,32870.11148717
1663372800000,2022-09-17 00:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.0312078,40010.0
1663369200000,2022-09-16 23:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.030847919999999997,39048.0
1663365600000,2022-09-16 22:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02853396,36582.0
1663362000000,2022-09-16 21:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.02840761,35959.0
1663358400000,2022-09-16 20:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02706288,34696.0
1663354800000,2022-09-16 19:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.02069574,26533.0
1663351200000,2022-09-16 18:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.030041329999999998,38027.0
1663347600000,2022-09-16 17:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02827812,36254.0
1663344000000,2022-09-16 16:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03473788,43972.0
1663340400000,2022-09-16 15:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03115523,39437.0
1663336800000,2022-09-16 14:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.032378580000000004,41511.0
1663333200000,2022-09-16 13:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03664494,46386.0
1663329600000,2022-09-16 12:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.032241479999999996,40812.0
1663326000000,2022-09-16 11:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.02773374,35106.0
1663322400000,2022-09-16 10:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03505546,44374.0
1663318800000,2022-09-16 09:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.036497209999999995,46199.0
1663315200000,2022-09-16 08:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03336723,42237.0
1663311600000,2022-09-16 07:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03507047,44393.0
1663308000000,2022-09-16 06:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.031801449999999995,40255.0
1663304400000,2022-09-16 05:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.035952109999999995,45509.0
1663300800000,2022-09-16 04:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.030782700000000003,39465.0
1663297200000,2022-09-16 03:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.02495057,31583.0
1663293600000,2022-09-16 02:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03036839,38441.0
1663290000000,2022-09-16 01:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.03344172,42874.0
1663286400000,2022-09-16 00:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.025576980000000003,32791.0
1663282800000,2022-09-15 23:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.031726399999999995,40160.0
1663279200000,2022-09-15 22:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.027492,34800.0
1663275600000,2022-09-15 21:00:00,HAI/BTC,7.9e-07,7.9e-07,7.7e-07,7.9e-07,0.02963764,37516.0
1663272000000,2022-09-15 20:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.031600920000000005,40514.0
1663268400000,2022-09-15 19:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.036715380000000006,47071.0
1663264800000,2022-09-15 18:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.030164569999999998,38183.0
1663261200000,2022-09-15 17:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.0281424,36080.0
1663257600000,2022-09-15 16:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.02562924,32858.0
1663254000000,2022-09-15 15:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03479318,44042.0
1663250400000,2022-09-15 14:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02290236,29362.0
1663246800000,2022-09-15 13:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02355132,30194.0
1663243200000,2022-09-15 12:00:00,HAI/BTC,7.9e-07,7.9e-07,7.7e-07,7.8e-07,0.030536422800000004,39149.26
1663239600000,2022-09-15 11:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03162844,40036.0
1663236000000,2022-09-15 10:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.035227140000000004,45163.0
1663232400000,2022-09-15 09:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.03157206,40477.0
1663228800000,2022-09-15 08:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.03268902,41909.0
1663225200000,2022-09-15 07:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02676024,34308.0
1663221600000,2022-09-15 06:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.02324575,29425.0
1663218000000,2022-09-15 05:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.029452779999999998,37282.0
1663214400000,2022-09-15 04:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02568306,32927.0
1663210800000,2022-09-15 03:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02150304,27568.0
1663207200000,2022-09-15 02:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.027115140000000003,34763.0
1663203600000,2022-09-15 01:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.03255748,41212.0
1663200000000,2022-09-15 00:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.02429566,30754.0
1663196400000,2022-09-14 23:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.02854488,36596.0
1663192800000,2022-09-14 22:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03133614,39666.0
1663189200000,2022-09-14 21:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.029093329999999997,36827.0
1663185600000,2022-09-14 20:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.0293787,37665.0
1663182000000,2022-09-14 19:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02970396,38082.0
1663178400000,2022-09-14 18:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.02868016,36304.0
1663174800000,2022-09-14 17:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03954977,50063.0
1663171200000,2022-09-14 16:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.03014403,38157.0
1663167600000,2022-09-14 15:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.02753322,35299.0
1663164000000,2022-09-14 14:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.02885159,36521.0
1663160400000,2022-09-14 13:00:00,HAI/BTC,7.8e-07,7.9e-07,7.7e-07,7.8e-07,0.0293881411537272,37677.10404324
1663156800000,2022-09-14 12:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.9e-07,0.028119259999999997,35594.0
1663153200000,2022-09-14 11:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.0159042,20390.0
1663146000000,2022-09-14 09:00:00,HAI/BTC,8e-07,8e-07,8e-07,8e-07,0.0078768,9846.0
1663142400000,2022-09-14 08:00:00,HAI/BTC,8e-07,8e-07,8e-07,8e-07,0.034508,43135.0
1663138800000,2022-09-14 07:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,8e-07,0.029450399999999998,36813.0
1663135200000,2022-09-14 06:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,7.8e-07,0.030186,38700.0
1663131600000,2022-09-14 05:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,7.9e-07,0.027329259999999998,34594.0
1663128000000,2022-09-14 04:00:00,HAI/BTC,8e-07,8e-07,7.7e-07,7.9e-07,0.006853315377555999,8675.0827564
1663106400000,2022-09-13 22:00:00,HAI/BTC,8e-07,8e-07,7.8e-07,7.8e-07,0.023031060000000003,29527.0
1663095600000,2022-09-13 19:00:00,HAI/BTC,7.8e-07,8.1e-07,7.8e-07,7.9e-07,0.034502456013430896,43673.99495371
1663092000000,2022-09-13 18:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.031215600000000003,40020.0
1663088400000,2022-09-13 17:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02999568,38456.0
1663084800000,2022-09-13 16:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02396082,30719.0
1663081200000,2022-09-13 15:00:00,HAI/BTC,7.7e-07,7.8e-07,7.7e-07,7.8e-07,0.036012600000000006,46170.0
1663077600000,2022-09-13 14:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.029112930000000002,37809.0
1663074000000,2022-09-13 13:00:00,HAI/BTC,7.7e-07,7.9e-07,7.7e-07,7.8e-07,0.007105022171699401,9109.00278423
1663056000000,2022-09-13 08:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.012582570000000001,16341.0
1663052400000,2022-09-13 07:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.8e-07,0.02679066,34347.0
1663048800000,2022-09-13 06:00:00,HAI/BTC,7.7e-07,7.8e-07,7.7e-07,7.8e-07,0.029014440000000002,37198.0
1663045200000,2022-09-13 05:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.02995377,38901.0
1663041600000,2022-09-13 04:00:00,HAI/BTC,7.7e-07,7.8e-07,7.7e-07,7.8e-07,0.03126708,40086.0
1663038000000,2022-09-13 03:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.03291981,42753.0
1663034400000,2022-09-13 02:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.02528988,32844.0
1663030800000,2022-09-13 01:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.7e-07,0.027724620000000002,36006.0
1663027200000,2022-09-13 00:00:00,HAI/BTC,7.7e-07,7.8e-07,7.7e-07,7.7e-07,0.02394315,31095.0
1663023600000,2022-09-12 23:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.8e-07,0.01687686,21637.0
1663020000000,2022-09-12 22:00:00,HAI/BTC,7.8e-07,7.8e-07,7.5e-07,7.7e-07,0.030687567388046802,39853.98362084
1663016400000,2022-09-12 21:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02310906,29627.0
1663012800000,2022-09-12 20:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.022439820000000003,28769.0
1663009200000,2022-09-12 19:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.033704580000000005,43211.0
1663005600000,2022-09-12 18:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03351192,42964.0
1663002000000,2022-09-12 17:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02854722,36599.0
1662998400000,2022-09-12 16:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.031936320000000004,40944.0
1662994800000,2022-09-12 15:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02338596,29982.0
1662991200000,2022-09-12 14:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.02969694,38073.0
1662987600000,2022-09-12 13:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03360006,43077.0
1662984000000,2022-09-12 12:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.023098920000000002,29614.0
1662980400000,2022-09-12 11:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.8e-07,0.02294604,29418.0
1662976800000,2022-09-12 10:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.00040962335622,525.158149
1662930000000,2022-09-11 21:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.00016245582600780002,208.27670001
1662926400000,2022-09-11 20:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.007607340000000001,9753.0
1662922800000,2022-09-11 19:00:00,HAI/BTC,8e-07,8e-07,7.9e-07,7.9e-07,0.004739085062195199,5998.84185088
1662919200000,2022-09-11 18:00:00,HAI/BTC,8e-07,8e-07,8e-07,8e-07,0.000734972536,918.71567
1662886800000,2022-09-11 09:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,7.9e-07,0.008675879395817099,10982.12581749
1662883200000,2022-09-11 08:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.9e-07,0.030874490412512397,39081.63343356
1662879600000,2022-09-11 07:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.031058040000000002,39818.0
1662876000000,2022-09-11 06:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.031001100000000004,39745.0
1662872400000,2022-09-11 05:00:00,HAI/BTC,7.8e-07,7.9e-07,7.8e-07,7.8e-07,0.0308324225316432,39528.74683544
1662868800000,2022-09-11 04:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.03074214,39413.0
1662865200000,2022-09-11 03:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.030503460000000003,39107.0
1662861600000,2022-09-11 02:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.025818780000000003,33101.0
1662858000000,2022-09-11 01:00:00,HAI/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,0.0338091,43345.0
1662854400000,2022-09-11 00:00:00,HAI/BTC,7.8e-07,7.8e-07,7.7e-07,7.8e-07,0.03374436,43262.0
1662850800000,2022-09-10 23:00:00,HAI/BTC,8e-07,8e-07,7.7e-07,7.8e-07,0.0315743088311664,40479.88311688
1662847200000,2022-09-10 22:00:00,HAI/BTC,8e-07,8e-07,7.8e-07,8e-07,0.028544,35680.0
1662843600000,2022-09-10 21:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,7.9e-07,0.036905639999999997,46716.0
1662840000000,2022-09-10 20:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.030882540000000003,39593.0
1662836400000,2022-09-10 19:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.030571320000000003,39194.0
1662832800000,2022-09-10 18:00:00,HAI/BTC,7.9e-07,7.9e-07,7.8e-07,7.8e-07,0.02594124,33258.0
1662829200000,2022-09-10 17:00:00,HAI/BTC,8e-07,8e-07,7.8e-07,7.9e-07,0.01863768,23592.0
1662825600000,2022-09-10 16:00:00,HAI/BTC,8e-07,8e-07,7.8e-07,7.8e-07,0.03488004,44718.0
1662822000000,2022-09-10 15:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,8e-07,0.025660799999999998,32076.0
1662818400000,2022-09-10 14:00:00,HAI/BTC,7.8e-07,8e-07,7.8e-07,7.8e-07,0.0364572,46740.0
1662814800000,2022-09-10 13:00:00,HAI/BTC,7.8e-07,8e-07,7.8e-07,7.9e-07,0.02672096,33824.0
1662811200000,2022-09-10 12:00:00,HAI/BTC,8e-07,8e-07,7.8e-07,7.9e-07,0.03207716,40604.0
1662807600000,2022-09-10 11:00:00,HAI/BTC,7.8e-07,8e-07,7.8e-07,7.9e-07,0.033514169999999996,42423.0
1662804000000,2022-09-10 10:00:00,HAI/BTC,7.9e-07,8e-07,7.8e-07,7.8e-07,0.03123978,40051.0
1662800400000,2022-09-10 09:00:00,HAI/BTC,8.1e-07,8.1e-07,7.7e-07,7.9e-07,0.034745799196999994,43982.0243
1662796800000,2022-09-10 08:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.028326399999999998,35408.0
1662793200000,2022-09-10 07:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.029409599999999998,36762.0
1662789600000,2022-09-10 06:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8.1e-07,0.03365712,41552.0
1662786000000,2022-09-10 05:00:00,HAI/BTC,7.9e-07,8.1e-07,7.9e-07,8.1e-07,0.02904741,35861.0
1662782400000,2022-09-10 04:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.024904,31130.0
1662778800000,2022-09-10 03:00:00,HAI/BTC,7.9e-07,8.1e-07,7.9e-07,8e-07,0.0333016,41627.0
1662775200000,2022-09-10 02:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.029044,36305.0
1662771600000,2022-09-10 01:00:00,HAI/BTC,8.1e-07,8.1e-07,7.9e-07,8e-07,0.029981599999999997,37477.0
1662768000000,2022-09-10 00:00:00,HAI/BTC,8.1e-07,8.1e-07,7.9e-07,8.1e-07,0.03374703,41663.0
1662764400000,2022-09-09 23:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,7.9e-07,0.03001526,37994.0
1662760800000,2022-09-09 22:00:00,HAI/BTC,8e-07,8.1e-07,7.9e-07,8e-07,0.029727999999999997,37160.0
1662757200000,2022-09-09 21:00:00,HAI/BTC,8.3e-07,8.4e-07,7.9e-07,8e-07,0.03447815391524,43097.69239405
1662753600000,2022-09-09 20:00:00,HAI/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.03285887,39589.0
1662750000000,2022-09-09 19:00:00,HAI/BTC,8.3e-07,8.4e-07,8.3e-07,8.4e-07,0.02843064,33846.0
1662746400000,2022-09-09 18:00:00,HAI/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.02842667,34249.0
1662742800000,2022-09-09 17:00:00,HAI/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.02784484,33548.0
1662739200000,2022-09-09 16:00:00,HAI/BTC,8.3e-07,8.4e-07,8.3e-07,8.4e-07,0.02896236,34479.0
1662735600000,2022-09-09 15:00:00,HAI/BTC,8e-07,8.4e-07,8e-07,8.4e-07,0.014053925762637599,16730.86400314
1662717600000,2022-09-09 10:00:00,HAI/BTC,8.1e-07,8.1e-07,8e-07,8e-07,0.00988786908424,12359.8363553
1662714000000,2022-09-09 09:00:00,HAI/BTC,8.1e-07,8.1e-07,8e-07,8.1e-07,0.031504971177207,38895.0261447
1662710400000,2022-09-09 08:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.03144744,38824.0
1662706800000,2022-09-09 07:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0229878,28380.0
1662703200000,2022-09-09 06:00:00,HAI/BTC,8.1e-07,8.1e-07,8e-07,8.1e-07,0.009387585216066599,11589.61137786
1662624000000,2022-09-08 08:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0007381147839245999,911.25281966
1662613200000,2022-09-08 05:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.0018873,2330.0
1662609600000,2022-09-08 04:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.029887379999999998,36898.0
1662606000000,2022-09-08 03:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.03610089,44569.0
1662602400000,2022-09-08 02:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.02986308,36868.0
1662598800000,2022-09-08 01:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.02222559,27439.0
1662595200000,2022-09-08 00:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.02752785,33985.0
1662591600000,2022-09-07 23:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.02506302,30942
1662588000000,2022-09-07 22:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.034222499999999996,42250
1662584400000,2022-09-07 21:00:00,HAI/BTC,8.1e-07,8.1e-07,8e-07,8.1e-07,0.03006882,37122
1662580800000,2022-09-07 20:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.03065607,37847
1662577200000,2022-09-07 19:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.03264138,40298
1662573600000,2022-09-07 18:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.00374625,4625
1662357600000,2022-09-05 06:00:00,HAI/BTC,8.2e-07,8.2e-07,8.2e-07,8.2e-07,0.0002999999999946,365.85365853
1662238800000,2022-09-03 21:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,1.1405124081e-06,1.40804001
1662199200000,2022-09-03 10:00:00,HAI/BTC,8.1e-07,8.1e-07,8.1e-07,8.1e-07,0.00904608,11168.0
1662195600000,2022-09-03 09:00:00,HAI/BTC,8.3e-07,8.3e-07,8e-07,8.1e-07,0.023967243899999997,29589.19
1662192000000,2022-09-03 08:00:00,HAI/BTC,8.3e-07,8.3e-07,8.2e-07,8.2e-07,0.03778806,46083.0
