https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFDAI,Volume USDT
1660435200,2022-08-14 00:00:00,YFDAI/USDT,36.44,36.44,33.82,34.38,699.9284,24484.391572
1660348800,2022-08-13 00:00:00,YFDAI/USDT,36.57,37.79,35.84,36.45,284.9993,10445.017603
1660262400,2022-08-12 00:00:00,YFDAI/USDT,35.56,37,35.04,37,486.6906,17572.917246
1660176000,2022-08-11 00:00:00,YFDAI/USDT,36.14,37.79,35.12,35.16,579.3814,21215.888869
1660089600,2022-08-10 00:00:00,YFDAI/USDT,35.02,37.81,34.96,36.15,892.202,32256.028044
1660003200,2022-08-09 00:00:00,YFDAI/USDT,35.31,38.99,34.31,35.03,1097.2017,40029.119176
1659916800,2022-08-08 00:00:00,YFDAI/USDT,34.2,37.44,33.99,35.31,1113.8255,39287.177766
1659830400,2022-08-07 00:00:00,YFDAI/USDT,35,37.08,33.76,34.49,1010.6885,35356.12911
1659744000,2022-08-06 00:00:00,YFDAI/USDT,35.26,36.86,34,35.01,1199.5348,41973.19747
1659657600,2022-08-05 00:00:00,YFDAI/USDT,34.08,35.63,33,35.26,1668.3985,56971.806045
1659571200,2022-08-04 00:00:00,YFDAI/USDT,35.3,35.88,32.31,34.08,1626.8641,55719.940018
1659484800,2022-08-03 00:00:00,YFDAI/USDT,34.37,38,31.72,35.3,2759.4117,97616.476315
1659398400,2022-08-02 00:00:00,YFDAI/USDT,35.21,36.33,31.35,34.08,1503.0175,50924.003641
1659312000,2022-08-01 00:00:00,YFDAI/USDT,36.87,38.34,34.86,35.25,1256.826,46163.001881
1659225600,2022-07-31 00:00:00,YFDAI/USDT,43,46.9,35.4,36.87,5343.6379,212149.574791
1659139200,2022-07-30 00:00:00,YFDAI/USDT,42.63,44.18,37.96,43,2306.37495571,96758.1747574913
1659052800,2022-07-29 00:00:00,YFDAI/USDT,42.4,46.97,41.13,42.93,2999.1005,128650.766579
1658966400,2022-07-28 00:00:00,YFDAI/USDT,36.87,42.7,34.5,41.99,4767.06396338,186381.2083038212
1658880000,2022-07-27 00:00:00,YFDAI/USDT,39.48,43,35.04,36.53,1966.4761,75367.452311
1658793600,2022-07-26 00:00:00,YFDAI/USDT,33.66,42,33.54,39.44,2511.657,92698.464828
1658707200,2022-07-25 00:00:00,YFDAI/USDT,34.96,35.42,33.31,33.51,451.2737,15419.339226
1658620800,2022-07-24 00:00:00,YFDAI/USDT,36.04,37.43,34.24,34.5,863.1832,30324.687091
1658534400,2022-07-23 00:00:00,YFDAI/USDT,35.11,36.57,34.17,36.06,395.2523,13996.239888
1658448000,2022-07-22 00:00:00,YFDAI/USDT,35.99,37.5,33.48,34.71,1087.5122,38594.5923
1658361600,2022-07-21 00:00:00,YFDAI/USDT,35.13,38.24,34.52,35.54,1062.8406,38328.720868
1658275200,2022-07-20 00:00:00,YFDAI/USDT,36.91,45.98,34.93,35.36,4024.10948879,155658.4643432274
1658188800,2022-07-19 00:00:00,YFDAI/USDT,35.42,39.3,33.01,37.06,1903.90043149,67335.4545832011
1658102400,2022-07-18 00:00:00,YFDAI/USDT,34.85,36.35,33.27,35.71,1497.74878862,52368.5302056673
1658016000,2022-07-17 00:00:00,YFDAI/USDT,35.23,37.25,33.5,34.85,1211.71801267,42501.7410137751
1657929600,2022-07-16 00:00:00,YFDAI/USDT,36.68,37,33,35.23,2007.39763502,70281.5586763136
1657843200,2022-07-15 00:00:00,YFDAI/USDT,36.91,40.07,35.01,36.69,1648.57339041,61876.3281366661
1657756800,2022-07-14 00:00:00,YFDAI/USDT,36.71,38.99,33.22,36.91,2060.34143309,73311.3253415375
1657670400,2022-07-13 00:00:00,YFDAI/USDT,29.79,51,29.3,36.76,9878.18910584,378183.3860615859
1657584000,2022-07-12 00:00:00,YFDAI/USDT,29.24,31.74,28.01,29.81,811.99174457,23926.4907055586
1657497600,2022-07-11 00:00:00,YFDAI/USDT,32.02,33.98,28.48,29.33,1951.33113125,61190.1758421434
1657411200,2022-07-10 00:00:00,YFDAI/USDT,34.54,34.54,31.2,32.27,1147.38269321,37262.0476802198
1657324800,2022-07-09 00:00:00,YFDAI/USDT,34.33,37.98,30.27,34.59,4258.29652196,141153.3601068497
1657238400,2022-07-08 00:00:00,YFDAI/USDT,42.22,55.4,31.66,34.28,12104.42616866,465932.9911497249
1657152000,2022-07-07 00:00:00,YFDAI/USDT,23.68,65.57,23,42.56,15460.13482364,587684.9515454502
1657065600,2022-07-06 00:00:00,YFDAI/USDT,24.79,26.7,22.32,23.68,1523.65354723,36729.246377141
1656979200,2022-07-05 00:00:00,YFDAI/USDT,24.49,27.12,24.02,25.06,540.09715797,13682.8065335876
1656892800,2022-07-04 00:00:00,YFDAI/USDT,25.34,26.34,23.44,24.34,1690.85505477,41770.868968104
1656806400,2022-07-03 00:00:00,YFDAI/USDT,29.47,35,21.23,25.3,3406.67514906,90697.0250836651
1656720000,2022-07-02 00:00:00,YFDAI/USDT,30.19,30.5,25.7,29.49,1771.34599048,51028.086769901
1656633600,2022-07-01 00:00:00,YFDAI/USDT,31.41,32.78,29.8,30.16,1265.28308493,39387.0680412402
1656547200,2022-06-30 00:00:00,YFDAI/USDT,36.16,37.27,28.7,31.49,3401.42418798,107894.6258384659
1656460800,2022-06-29 00:00:00,YFDAI/USDT,38.02,40.8,35.13,36.63,1223.01068298,45856.6096319866
1656374400,2022-06-28 00:00:00,YFDAI/USDT,37.12,42.95,36.4,37.47,3034.55146409,118301.5168227747
1656288000,2022-06-27 00:00:00,YFDAI/USDT,42.84,44.39,33.38,37.15,2724.40441535,100256.9855546762
1656201600,2022-06-26 00:00:00,YFDAI/USDT,44.71,46.73,42.76,42.83,164.14695319,7395.1871784666
1656115200,2022-06-25 00:00:00,YFDAI/USDT,46.16,48.63,42.54,44.65,629.47885984,28855.9028708425
1656028800,2022-06-24 00:00:00,YFDAI/USDT,39.82,55.89,39.16,46.39,1514.11745843,69958.5413963007
1655942400,2022-06-23 00:00:00,YFDAI/USDT,38.43,42.19,38.11,40.29,731.18863769,29588.6305562774
1655856000,2022-06-22 00:00:00,YFDAI/USDT,43.45,43.76,38.45,38.45,150.03962029,6171.8374471441
1655769600,2022-06-21 00:00:00,YFDAI/USDT,41.23,45.82,40.51,42.89,317.05630177,13631.930233606
1655683200,2022-06-20 00:00:00,YFDAI/USDT,39.45,59,37.11,41.57,1979.1430662,84803.8962443374
1655596800,2022-06-19 00:00:00,YFDAI/USDT,37.22,43.26,36.08,39.93,1270.52096349,49571.8989761118
1655510400,2022-06-18 00:00:00,YFDAI/USDT,38.16,39.88,32.92,36.48,875.43391022,31552.9233126036
1655424000,2022-06-17 00:00:00,YFDAI/USDT,40.69,42.55,37.65,38,410.86425018,16606.1763480759
1655337600,2022-06-16 00:00:00,YFDAI/USDT,41.22,42.06,37,40.54,1307.64182881,51423.966571625
1655251200,2022-06-15 00:00:00,YFDAI/USDT,39.31,43.52,34.44,40.85,1497.42601798,57316.3470654503
1655164800,2022-06-14 00:00:00,YFDAI/USDT,41.59,43.21,38.97,39.04,417.32725161,17122.4262015219
1655078400,2022-06-13 00:00:00,YFDAI/USDT,45,48.31,39.06,42.02,1866.57876961,80996.5337112398
1654992000,2022-06-12 00:00:00,YFDAI/USDT,49.22,50.5,43.86,45.04,643.97921422,30056.69506926
1654905600,2022-06-11 00:00:00,YFDAI/USDT,54.07,59.11,49.01,49.02,1351.98747419,72812.902307927
1654819200,2022-06-10 00:00:00,YFDAI/USDT,60.09,62.07,52.7,54.63,453.90026845,25425.9352657181
1654732800,2022-06-09 00:00:00,YFDAI/USDT,64.02,66.54,57.02,60.01,883.72886137,53972.5030144707
1654646400,2022-06-08 00:00:00,YFDAI/USDT,57.75,85,54.45,64.01,3820.21257357,261927.8510528955
1654560000,2022-06-07 00:00:00,YFDAI/USDT,58.97,59.7,52.58,57.98,513.22899762,28648.1728012724
1654473600,2022-06-06 00:00:00,YFDAI/USDT,56.12,62.77,55.1,58.95,540.31067985,31635.7501666053
1654387200,2022-06-05 00:00:00,YFDAI/USDT,55.5,57.18,52.53,56.07,503.57725073,27526.6046769794
1654300800,2022-06-04 00:00:00,YFDAI/USDT,57.1,57.51,54.01,55.02,667.82389278,37056.0933732103
1654214400,2022-06-03 00:00:00,YFDAI/USDT,58.49,59.64,52,57.1,874.92974407,48405.9006879001
1654128000,2022-06-02 00:00:00,YFDAI/USDT,55.41,60.99,54.32,58.97,519.28874978,29646.0874259538
1654041600,2022-06-01 00:00:00,YFDAI/USDT,57.39,58.82,55.15,55.31,70.01942779,4011.3310277736
1653955200,2022-05-31 00:00:00,YFDAI/USDT,61.13,65.85,55.66,57.3,1114.08037587,66921.9327859619
1653868800,2022-05-30 00:00:00,YFDAI/USDT,60.38,67.66,55.99,62.29,1127.54457015,67569.6554875865
1653782400,2022-05-29 00:00:00,YFDAI/USDT,56.02,67.14,53.25,61.04,741.18003932,43767.1889336405
1653696000,2022-05-28 00:00:00,YFDAI/USDT,55.65,61.71,53.93,56.13,687.19731876,39314.6771517895
1653609600,2022-05-27 00:00:00,YFDAI/USDT,60.1,65.25,54.37,55.65,849.8537119,49671.6242725274
1653523200,2022-05-26 00:00:00,YFDAI/USDT,62.79,72.73,57.14,59.02,1181.44940702,73134.3569109664
1653436800,2022-05-25 00:00:00,YFDAI/USDT,62.24,65.37,58.55,62.8,473.01891291,29483.9857945122
1653350400,2022-05-24 00:00:00,YFDAI/USDT,69.11,71.2,57.72,62.41,954.85465145,62721.8953038578
1653264000,2022-05-23 00:00:00,YFDAI/USDT,72.05,80.5,65.51,69.19,738.81647565,52965.9540906457
1653177600,2022-05-22 00:00:00,YFDAI/USDT,79.07,81.46,70.73,72.14,547.52329312,41556.3570216098
1653091200,2022-05-21 00:00:00,YFDAI/USDT,73.85,80.24,71.38,79.44,221.42904079,16702.9406452143
1653004800,2022-05-20 00:00:00,YFDAI/USDT,65.53,84.6,62,73.85,602.66995542,43178.3092166934
1652918400,2022-05-19 00:00:00,YFDAI/USDT,72.84,77.98,60.01,65.3,452.93403084,30734.9064929142
1652832000,2022-05-18 00:00:00,YFDAI/USDT,75.58,80.66,62.02,72.84,846.22300815,57717.7619098506
1652745600,2022-05-17 00:00:00,YFDAI/USDT,71.94,78.5,65.47,74.57,652.2220155,46775.6322021497
1652659200,2022-05-16 00:00:00,YFDAI/USDT,73.72,77.09,68.01,71.94,1028.21776257,73027.8066630728
1652572800,2022-05-15 00:00:00,YFDAI/USDT,64.09,92.93,64.09,73.51,1455.65121705,110633.9616078276
1652486400,2022-05-14 00:00:00,YFDAI/USDT,61.02,84.99,58.69,64.97,1174.89587898,82681.8203257268
1652400000,2022-05-13 00:00:00,YFDAI/USDT,56.56,70.36,56.34,61,714.02421752,44845.3981746868
1652313600,2022-05-12 00:00:00,YFDAI/USDT,60.69,66.55,55,57.69,600.71826689,34586.7948543006
1652227200,2022-05-11 00:00:00,YFDAI/USDT,103.5,104.93,61.3,61.98,737.34790486,59613.9758438646
1652140800,2022-05-10 00:00:00,YFDAI/USDT,100.95,110.6,98.61,105.18,145.19675433,15221.3150287934
1652054400,2022-05-09 00:00:00,YFDAI/USDT,120.3,121.28,99.72,101.54,272.01860266,30181.3287481534
1651968000,2022-05-08 00:00:00,YFDAI/USDT,123.27,125.86,116.02,122.3,114.59122162,13900.5024811243
1651881600,2022-05-07 00:00:00,YFDAI/USDT,129.03,134.14,119.32,124.17,331.08309281,42426.0547761517
1651795200,2022-05-06 00:00:00,YFDAI/USDT,132.95,136.4,127.2,129.01,242.560155,31729.4598405884
1651708800,2022-05-05 00:00:00,YFDAI/USDT,138.61,170,127.01,132.16,1802.88997818,268035.6738210523
1651622400,2022-05-04 00:00:00,YFDAI/USDT,130.18,140,129.52,140,1248.24975354,168814.374269037
1651536000,2022-05-03 00:00:00,YFDAI/USDT,136.84,137.16,126.66,130.26,1116.69434314,145798.0014348098
1651449600,2022-05-02 00:00:00,YFDAI/USDT,138.46,142.62,127.12,137.24,1496.55572388,202145.1970667476
1651363200,2022-05-01 00:00:00,YFDAI/USDT,129.13,143.86,128.88,138.51,1391.87952691,188253.6096544922
1651276800,2022-04-30 00:00:00,YFDAI/USDT,141.29,151.99,124.93,128.06,1376.09730343,192084.1014827584
1651190400,2022-04-29 00:00:00,YFDAI/USDT,147.98,148.33,138,140.84,1990.37454612,282383.5861636466
1651104000,2022-04-28 00:00:00,YFDAI/USDT,146.39,150,140,145.54,1832.64175049,269468.4560482035
1651017600,2022-04-27 00:00:00,YFDAI/USDT,145.25,149.99,137.02,146.46,1951.0335449,283667.1760627377
1650931200,2022-04-26 00:00:00,YFDAI/USDT,156.67,161.27,141,145.93,1992.87165977,303821.8291235577
1650844800,2022-04-25 00:00:00,YFDAI/USDT,146.12,163.67,145.83,156.67,1913.55660435,289965.1660043194
1650758400,2022-04-24 00:00:00,YFDAI/USDT,154.29,156.24,144.24,146.64,1871.80536086,284851.1691307112
1650672000,2022-04-23 00:00:00,YFDAI/USDT,160.04,169.56,150.45,154.29,3265.73290554,521598.6642776733
1650585600,2022-04-22 00:00:00,YFDAI/USDT,164.77,174.43,156.43,161.19,3175.15423513,523381.1241057774
1650499200,2022-04-21 00:00:00,YFDAI/USDT,163.5,197.98,158.76,164.1,11703.3303367,2073526.1919352997
1650412800,2022-04-20 00:00:00,YFDAI/USDT,171.1,173.61,162.01,165.76,1511.7416358,253404.1726550763
1650326400,2022-04-19 00:00:00,YFDAI/USDT,175.09,199.98,169.98,174.19,1061.8874581,192041.9773365609
1650240000,2022-04-18 00:00:00,YFDAI/USDT,143.89,220,136.92,173,1180.94150657,203847.4394670446
1650153600,2022-04-17 00:00:00,YFDAI/USDT,149.56,157.01,143.79,145.62,150.09954312,22638.1516125782
1650067200,2022-04-16 00:00:00,YFDAI/USDT,140.33,162.63,135.63,150.06,538.41640338,78593.3340688304
1649980800,2022-04-15 00:00:00,YFDAI/USDT,142.91,144.18,136.05,140.15,614.40214323,86677.1019906877
1649894400,2022-04-14 00:00:00,YFDAI/USDT,143.85,147.91,139.89,142.36,373.01721722,53783.5492203602
1649808000,2022-04-13 00:00:00,YFDAI/USDT,140.58,149.66,139.01,143.88,225.44507442,32476.1467484657
1649721600,2022-04-12 00:00:00,YFDAI/USDT,141.1,150.34,140,140.58,141.23525873,20234.4941029713
1649635200,2022-04-11 00:00:00,YFDAI/USDT,154.07,154.27,141.1,141.1,82.08139159,12090.4646161127
1649548800,2022-04-10 00:00:00,YFDAI/USDT,162.12,166.96,151.89,156.26,166.27110563,26038.0382496801
1649462400,2022-04-09 00:00:00,YFDAI/USDT,149.75,164.44,148.34,163.33,119.50434177,18375.4173978137
1649376000,2022-04-08 00:00:00,YFDAI/USDT,148.88,153.66,145.02,149.53,227.97184199,34303.0171407923
1649289600,2022-04-07 00:00:00,YFDAI/USDT,153.55,154.88,145,148.84,266.76151485,40058.623686343
1649203200,2022-04-06 00:00:00,YFDAI/USDT,167.7,167.7,148.58,151.61,443.59669627,70645.2087781192
1649116800,2022-04-05 00:00:00,YFDAI/USDT,178.39,182,167.44,168.25,1480.33367078,260642.8513696267
1649030400,2022-04-04 00:00:00,YFDAI/USDT,172.36,192,171,178.37,1293.76268836,230776.5774248734
1648944000,2022-04-03 00:00:00,YFDAI/USDT,174.99,176.88,172.12,172.32,636.95102609,110452.0765770518
1648857600,2022-04-02 00:00:00,YFDAI/USDT,178.54,200,170.24,174.99,2062.11353534,362831.9407477819
1648771200,2022-04-01 00:00:00,YFDAI/USDT,177.68,179.06,167.17,178.4,2569.8599426,448814.5740862878
1648684800,2022-03-31 00:00:00,YFDAI/USDT,176.61,190.52,170.45,177.49,1182.72500621,209788.3632695423
1648598400,2022-03-30 00:00:00,YFDAI/USDT,182.16,182.17,166.51,176.34,1630.01679397,284943.1749791956
1648512000,2022-03-29 00:00:00,YFDAI/USDT,189.81,189.81,179.19,184.51,458.75644694,85470.7064749906
1648425600,2022-03-28 00:00:00,YFDAI/USDT,188.06,200,185.9,189.87,845.98475136,159908.9865087375
1648339200,2022-03-27 00:00:00,YFDAI/USDT,183.65,203.87,175.36,187.22,1266.43324545,230678.1589755215
1648252800,2022-03-26 00:00:00,YFDAI/USDT,185.01,186.34,180.03,181.68,204.33776458,37659.6076419964
1648166400,2022-03-25 00:00:00,YFDAI/USDT,194.87,195.14,182.21,185.13,1134.27708506,214730.5788375984
1648080000,2022-03-24 00:00:00,YFDAI/USDT,185.49,199.21,182.93,194.74,1011.77646199,192409.9971299885
1647993600,2022-03-23 00:00:00,YFDAI/USDT,188.88,192.1,176.19,185,265.74007873,48810.5374978304
1647907200,2022-03-22 00:00:00,YFDAI/USDT,182.49,195.79,182.01,191.68,568.82581775,105655.2807362535
1647820800,2022-03-21 00:00:00,YFDAI/USDT,181.84,189.85,175.02,182.31,177.4697149,32360.4443279788
1647734400,2022-03-20 00:00:00,YFDAI/USDT,176.66,240,167.02,181.66,1409.78859812,268600.269386324
1647648000,2022-03-19 00:00:00,YFDAI/USDT,169.52,179.5,167.6,176.66,124.97229636,21833.0544951555
1647561600,2022-03-18 00:00:00,YFDAI/USDT,168.54,179.35,166.76,169.52,210.27953326,36066.0260608003
1647475200,2022-03-17 00:00:00,YFDAI/USDT,163.97,185,163.92,168.27,202.62063563,34468.3458151968
1647388800,2022-03-16 00:00:00,YFDAI/USDT,157.04,166.96,156,166.51,81.47380036,13239.0068182656
1647302400,2022-03-15 00:00:00,YFDAI/USDT,157.34,195,144.54,156.89,753.66889456,120234.53527131
1647216000,2022-03-14 00:00:00,YFDAI/USDT,167.29,167.34,150.55,157.5,222.05490854,35396.2351496375
1647129600,2022-03-13 00:00:00,YFDAI/USDT,174.28,178.99,164.45,167.3,231.69087242,39615.5438094591
1647043200,2022-03-12 00:00:00,YFDAI/USDT,156.62,179.48,156.05,175.89,332.48250797,56005.4812991618
1646956800,2022-03-11 00:00:00,YFDAI/USDT,160,188.25,152.02,156.7,719.02178372,115217.0778017584
1646870400,2022-03-10 00:00:00,YFDAI/USDT,164.02,230,150,159.99,1657.80997801,289976.1269502361
1646784000,2022-03-09 00:00:00,YFDAI/USDT,135.02,250,135,167.45,655.18271163,110052.7391757518
1646697600,2022-03-08 00:00:00,YFDAI/USDT,136.68,142,135,135,84.13901991,11753.1776648695
1646611200,2022-03-07 00:00:00,YFDAI/USDT,149.82,150.58,136.61,136.61,108.66342114,15613.367440952
1646524800,2022-03-06 00:00:00,YFDAI/USDT,151.85,158.03,143.01,149.35,146.25043985,21792.376852855
1646438400,2022-03-05 00:00:00,YFDAI/USDT,150.59,158.1,146,152.01,88.41612189,13282.2524324156
1646352000,2022-03-04 00:00:00,YFDAI/USDT,156.37,158.06,145.52,151.06,121.45459444,18680.0575400637
1646265600,2022-03-03 00:00:00,YFDAI/USDT,164.28,165,156.03,156.37,42.35051376,6813.3040545394
1646179200,2022-03-02 00:00:00,YFDAI/USDT,169.1,170.87,163.75,163.75,54.91709866,9122.3858746358
1646092800,2022-03-01 00:00:00,YFDAI/USDT,167,184.34,160.89,167.57,471.36085076,79172.1560840109
1646006400,2022-02-28 00:00:00,YFDAI/USDT,157.01,180.54,149.36,167.12,1139.00229511,180511.2778959573
1645920000,2022-02-27 00:00:00,YFDAI/USDT,175.49,179.56,157,157,2192.91956987,375144.0922994938
1645833600,2022-02-26 00:00:00,YFDAI/USDT,154.61,185,154.02,176.76,2625.10900615,431750.0467138183
1645747200,2022-02-25 00:00:00,YFDAI/USDT,156.37,166.98,149.96,154.75,1604.88710086,249992.1462822636
1645660800,2022-02-24 00:00:00,YFDAI/USDT,162.36,173.97,134.72,156.4,2221.63625941,323986.2337917206
1645574400,2022-02-23 00:00:00,YFDAI/USDT,166.2,176,157.86,162.41,1776.1029656,295260.2567224538
1645488000,2022-02-22 00:00:00,YFDAI/USDT,157.45,179.57,151.3,166.26,1181.19856876,190814.9443758746
1645401600,2022-02-21 00:00:00,YFDAI/USDT,169.67,176.03,155.63,159.12,889.22412142,152795.0977332494
1645315200,2022-02-20 00:00:00,YFDAI/USDT,183.08,183.08,167.76,169.7,2088.17207092,368009.8169842061
1645228800,2022-02-19 00:00:00,YFDAI/USDT,188.14,194.56,181.57,183.08,1949.30100216,366623.7074474388
1645142400,2022-02-18 00:00:00,YFDAI/USDT,197.03,199.78,185.55,189.76,295.90291639,57270.5196186714
1645056000,2022-02-17 00:00:00,YFDAI/USDT,206.47,209.19,197,197.01,1317.3862167,265735.2643019214
1644969600,2022-02-16 00:00:00,YFDAI/USDT,210,213.23,198.92,206.68,838.61872961,172126.6810805053
1644883200,2022-02-15 00:00:00,YFDAI/USDT,190.87,213.1,188.62,210,642.52201205,129964.3436016679
1644796800,2022-02-14 00:00:00,YFDAI/USDT,187.8,199,176.97,190.7,1247.9351922,236290.6622085416
1644710400,2022-02-13 00:00:00,YFDAI/USDT,200.4,210.34,184.67,187.37,1007.45474404,199653.222502618
1644624000,2022-02-12 00:00:00,YFDAI/USDT,197.32,211.27,190,200.98,994.3625193,198482.4661468151
1644537600,2022-02-11 00:00:00,YFDAI/USDT,221.21,226.23,196,197.53,888.56140639,193035.0809757378
1644451200,2022-02-10 00:00:00,YFDAI/USDT,235.3,237.14,220.31,221.34,895.32771946,203459.0618985496
1644364800,2022-02-09 00:00:00,YFDAI/USDT,225.7,244.99,220.07,235.03,817.04652265,186361.9753079037
1644278400,2022-02-08 00:00:00,YFDAI/USDT,244.52,248.76,216.25,225.14,626.87522299,147493.2077019933
1644192000,2022-02-07 00:00:00,YFDAI/USDT,229.76,248.99,227.34,244.51,288.1247283,68710.9474435972
1644105600,2022-02-06 00:00:00,YFDAI/USDT,232.41,243.14,223.14,231.79,128.31869816,29597.2966782644
1644019200,2022-02-05 00:00:00,YFDAI/USDT,238.07,241.78,226.58,232.33,228.66561688,53383.330979538
1643932800,2022-02-04 00:00:00,YFDAI/USDT,213.99,238.72,210.55,238.07,208.57708589,47380.5393912936
1643846400,2022-02-03 00:00:00,YFDAI/USDT,207.56,217.91,205.94,214,205.07995818,43091.9641728012
1643760000,2022-02-02 00:00:00,YFDAI/USDT,235.55,254.69,205.95,207.54,508.43733524,113436.2374385697
1643673600,2022-02-01 00:00:00,YFDAI/USDT,214.84,264.15,214.84,236.5,613.27571426,144963.9194472023
1643587200,2022-01-31 00:00:00,YFDAI/USDT,207.5,234.98,200.06,214.86,438.30687403,95384.4816280595
1643500800,2022-01-30 00:00:00,YFDAI/USDT,209.81,249.99,197.43,208.97,653.45637396,136918.0837316288
1643414400,2022-01-29 00:00:00,YFDAI/USDT,201.63,216.75,200,210.99,881.83553215,179420.3872838741
1643328000,2022-01-28 00:00:00,YFDAI/USDT,200.06,210,189.18,201.63,901.53314459,177244.0311027428
1643241600,2022-01-27 00:00:00,YFDAI/USDT,196.88,201.1,188.45,200.03,179.50184579,34836.6396484769
1643155200,2022-01-26 00:00:00,YFDAI/USDT,206.27,221.05,195,197.76,767.04894768,156622.7113130646
1643068800,2022-01-25 00:00:00,YFDAI/USDT,205.68,226.26,192.23,206.27,1056.98199428,218495.3541805071
1642982400,2022-01-24 00:00:00,YFDAI/USDT,228.06,228.9,183.02,207.9,309.28399728,60824.1389388276
1642896000,2022-01-23 00:00:00,YFDAI/USDT,205.88,244.86,202.9,227.89,444.11091864,99462.3104374235
1642809600,2022-01-22 00:00:00,YFDAI/USDT,200.1,253.62,187.78,210,660.14644435,138751.0251570666
1642723200,2022-01-21 00:00:00,YFDAI/USDT,250.01,266.42,189.37,200,509.9952024,116694.8521293269
1642636800,2022-01-20 00:00:00,YFDAI/USDT,270.65,279.99,250,250,303.64968131,81381.0481759831
1642550400,2022-01-19 00:00:00,YFDAI/USDT,270,284.87,256.24,273.73,257.84715018,69393.0306467829
1642464000,2022-01-18 00:00:00,YFDAI/USDT,270.59,282.2,258.75,270,186.98069277,50595.531463402
