https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume EUR
1663545600,2022-09-19 00:00:00,GALA/EUR,0.04267,0.04267,0.04267,0.04267,0.00000000,0.0
1663542000,2022-09-18 23:00:00,GALA/EUR,0.04267,0.04267,0.04267,0.04267,11717.83454417,499.9999999997339
1663538400,2022-09-18 22:00:00,GALA/EUR,0.04245,0.04245,0.04243,0.04243,1528.26770876,64.8443988826868
1663534800,2022-09-18 21:00:00,GALA/EUR,0.04601,0.04601,0.03984,0.04284,269612.05410561,11550.180397884333
1663531200,2022-09-18 20:00:00,GALA/EUR,0.04653,0.04653,0.04631,0.04631,75769.55156602,3508.8879330223863
1663527600,2022-09-18 19:00:00,GALA/EUR,0.04653,0.04664,0.04653,0.04653,475309.25145757,22116.139470320733
1663524000,2022-09-18 18:00:00,GALA/EUR,0.04653,0.04653,0.04653,0.04653,2113.29615301,98.33166999955532
1663520400,2022-09-18 17:00:00,GALA/EUR,0.04664,0.04664,0.04637,0.04645,28154.49568251,1307.7763244525895
1663516800,2022-09-18 16:00:00,GALA/EUR,0.04741,0.04741,0.04741,0.04741,0.00000000,0.0
1663513200,2022-09-18 15:00:00,GALA/EUR,0.04741,0.04741,0.04741,0.04741,0.00000000,0.0
1663509600,2022-09-18 14:00:00,GALA/EUR,0.04741,0.04741,0.04741,0.04741,7196.29762894,341.17647058804545
1663506000,2022-09-18 13:00:00,GALA/EUR,0.04772,0.04772,0.04772,0.04772,0.00000000,0.0
1663502400,2022-09-18 12:00:00,GALA/EUR,0.04772,0.04772,0.04772,0.04772,0.00000000,0.0
1663498800,2022-09-18 11:00:00,GALA/EUR,0.04772,0.04772,0.04772,0.04772,0.00000000,0.0
1663495200,2022-09-18 10:00:00,GALA/EUR,0.04772,0.04772,0.04772,0.04772,417.85792120,19.940179999664
1663491600,2022-09-18 09:00:00,GALA/EUR,0.04831,0.04831,0.04831,0.04831,0.00000000,0.0
1663488000,2022-09-18 08:00:00,GALA/EUR,0.04831,0.04831,0.04831,0.04831,1453.27054440,70.207499999964
1663484400,2022-09-18 07:00:00,GALA/EUR,0.04813,0.04813,0.04813,0.04813,0.00000000,0.0
1663480800,2022-09-18 06:00:00,GALA/EUR,0.04813,0.04813,0.04813,0.04813,0.00000000,0.0
1663477200,2022-09-18 05:00:00,GALA/EUR,0.04813,0.04813,0.04813,0.04813,0.00000000,0.0
1663473600,2022-09-18 04:00:00,GALA/EUR,0.04813,0.04813,0.04813,0.04813,0.00000000,0.0
1663470000,2022-09-18 03:00:00,GALA/EUR,0.04813,0.04813,0.04813,0.04813,21433.25620223,1031.58262101333
1663466400,2022-09-18 02:00:00,GALA/EUR,0.04835,0.04835,0.04835,0.04835,1039.45693678,50.257742893312994
1663462800,2022-09-18 01:00:00,GALA/EUR,0.04842,0.04842,0.04842,0.04842,0.00000000,0.0
1663459200,2022-09-18 00:00:00,GALA/EUR,0.04842,0.04842,0.04842,0.04842,0.00000000,0.0
1663455600,2022-09-17 23:00:00,GALA/EUR,0.04842,0.04842,0.04842,0.04842,0.00000000,0.0
1663452000,2022-09-17 22:00:00,GALA/EUR,0.04842,0.04842,0.04842,0.04842,0.00000000,0.0
1663448400,2022-09-17 21:00:00,GALA/EUR,0.04842,0.04842,0.04842,0.04842,0.00000000,0.0
1663444800,2022-09-17 20:00:00,GALA/EUR,0.04843,0.04843,0.04842,0.04842,51560.86608000,2496.5771355936
1663441200,2022-09-17 19:00:00,GALA/EUR,0.04850,0.04850,0.04850,0.04850,0.00000000,0.0
1663437600,2022-09-17 18:00:00,GALA/EUR,0.04850,0.04850,0.04850,0.04850,0.00000000,0.0
1663434000,2022-09-17 17:00:00,GALA/EUR,0.04850,0.04850,0.04850,0.04850,0.00000000,0.0
1663430400,2022-09-17 16:00:00,GALA/EUR,0.04850,0.04850,0.04850,0.04850,920.00000000,44.620000000000005
1663426800,2022-09-17 15:00:00,GALA/EUR,0.04838,0.04839,0.04838,0.04839,51560.86608803,2495.030309999772
1663423200,2022-09-17 14:00:00,GALA/EUR,0.04816,0.04816,0.04816,0.04816,0.00000000,0.0
1663419600,2022-09-17 13:00:00,GALA/EUR,0.04816,0.04816,0.04816,0.04816,0.00000000,0.0
1663416000,2022-09-17 12:00:00,GALA/EUR,0.04816,0.04816,0.04816,0.04816,0.00000000,0.0
