Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ZEC,Volume ETH
1605830400.0,2020-11-20,ZECETH,0.1321,0.1323,0.1289,0.1289,10.59,1.381
1605744000.0,2020-11-19,ZECETH,0.1322,0.1344,0.1292,0.1321,314.12,41.11
1605657600.0,2020-11-18,ZECETH,0.1391,0.1391,0.1307,0.1322,481.39,63.8
1605571200.0,2020-11-17,ZECETH,0.1397,0.1425,0.1364,0.1391,94.85,13.2
1605484800.0,2020-11-16,ZECETH,0.137,0.1455,0.137,0.1397,215.31,30.56
1605398400.0,2020-11-15,ZECETH,0.1396,0.1396,0.1359,0.137,145.32,19.91
1605312000.0,2020-11-14,ZECETH,0.1374,0.1396,0.1352,0.1396,139.24,19.13
1605225600.0,2020-11-13,ZECETH,0.1357,0.1388,0.1341,0.1374,279.75,38.2
1605139200.0,2020-11-12,ZECETH,0.1274,0.1398,0.1259,0.1357,506.26,68.04
1605052800.0,2020-11-11,ZECETH,0.131,0.1314,0.1264,0.1274,534.65,68.55
1604966400.0,2020-11-10,ZECETH,0.1314,0.1387,0.1305,0.131,424.61,57.47
1604880000.0,2020-11-09,ZECETH,0.1337,0.1337,0.1298,0.1314,120.6,15.8
1604793600.0,2020-11-08,ZECETH,0.1309,0.1355,0.1309,0.1337,149.74,19.89
1604707200.0,2020-11-07,ZECETH,0.1344,0.1352,0.1297,0.1309,341.57,45.34
1604620800.0,2020-11-06,ZECETH,0.136,0.136,0.1313,0.1344,529.4,70.6
1604534400.0,2020-11-05,ZECETH,0.1344,0.138,0.1317,0.136,327.17,44.18
1604448000.0,2020-11-04,ZECETH,0.138,0.1395,0.133,0.1344,176.79,23.98
1604361600.0,2020-11-03,ZECETH,0.1434,0.1434,0.1364,0.138,275.0,38.24
1604275200.0,2020-11-02,ZECETH,0.1465,0.1475,0.1428,0.1434,619.85,89.18
1604188800.0,2020-11-01,ZECETH,0.1504,0.1504,0.1462,0.1465,71.93,10.68
1604102400.0,2020-10-31,ZECETH,0.1534,0.1534,0.1495,0.1504,146.01,22.03
1604016000.0,2020-10-30,ZECETH,0.147,0.1551,0.1456,0.1534,517.53,76.88
1603929600.0,2020-10-29,ZECETH,0.1463,0.1473,0.1434,0.147,275.83,40.35
1603843200.0,2020-10-28,ZECETH,0.1515,0.154,0.1441,0.1463,437.25,65.48
1603756800.0,2020-10-27,ZECETH,0.1533,0.1561,0.1486,0.1515,248.19,37.61
1603670400.0,2020-10-26,ZECETH,0.1539,0.1555,0.1524,0.1533,110.95,17.06
1603584000.0,2020-10-25,ZECETH,0.1551,0.1568,0.1529,0.1539,217.19,33.58
1603497600.0,2020-10-24,ZECETH,0.1527,0.1583,0.1512,0.1551,415.63,64.05
1603411200.0,2020-10-23,ZECETH,0.1569,0.1571,0.1521,0.1527,463.32,71.31
1603324800.0,2020-10-22,ZECETH,0.1596,0.1641,0.1569,0.1569,143.38,23.01
1603238400.0,2020-10-21,ZECETH,0.1573,0.1653,0.1564,0.1596,157.73,25.48
1603152000.0,2020-10-20,ZECETH,0.1676,0.1712,0.1553,0.1573,238.74,38.55
1603065600.0,2020-10-19,ZECETH,0.1699,0.1707,0.1667,0.1676,202.61,34.25
1602979200.0,2020-10-18,ZECETH,0.1704,0.1712,0.1683,0.1699,110.16,18.73
1602892800.0,2020-10-17,ZECETH,0.1713,0.1715,0.168,0.1704,32.73,5.572
1602806400.0,2020-10-16,ZECETH,0.1797,0.1834,0.1684,0.1713,359.96,63.72
1602720000.0,2020-10-15,ZECETH,0.1813,0.1813,0.1763,0.1797,93.24,16.69
1602633600.0,2020-10-14,ZECETH,0.1839,0.1858,0.18,0.1813,48.75,8.894
1602547200.0,2020-10-13,ZECETH,0.1869,0.1898,0.1811,0.1839,84.84,15.68
1602460800.0,2020-10-12,ZECETH,0.1948,0.2033,0.1868,0.1869,202.72,39.89
1602374400.0,2020-10-11,ZECETH,0.1783,0.1967,0.1783,0.1948,280.84,52.86
1602288000.0,2020-10-10,ZECETH,0.1741,0.1802,0.1721,0.1783,89.0,15.6
1602201600.0,2020-10-09,ZECETH,0.1771,0.179,0.1735,0.1741,108.56,18.96
1602115200.0,2020-10-08,ZECETH,0.1797,0.1816,0.1763,0.1771,73.24,13.21
1602028800.0,2020-10-07,ZECETH,0.1803,0.1833,0.1786,0.1797,413.83,74.97
1601942400.0,2020-10-06,ZECETH,0.1861,0.1861,0.1775,0.1803,213.17,38.38
1601856000.0,2020-10-05,ZECETH,0.1781,0.1863,0.1772,0.1861,40.25,7.352
1601769600.0,2020-10-04,ZECETH,0.1757,0.1803,0.1725,0.1781,189.65,33.69
1601683200.0,2020-10-03,ZECETH,0.1842,0.1843,0.1757,0.1757,54.31,9.804
1601596800.0,2020-10-02,ZECETH,0.1824,0.1876,0.1758,0.1842,275.34,50.28
1601510400.0,2020-10-01,ZECETH,0.1791,0.1879,0.1772,0.1824,367.74,67.08
1601424000.0,2020-09-30,ZECETH,0.17,0.1791,0.1681,0.1791,62.65,10.73
1601337600.0,2020-09-29,ZECETH,0.1585,0.1726,0.1585,0.17,500.08,81.62
1601251200.0,2020-09-28,ZECETH,0.1562,0.1617,0.1553,0.1585,40.85,6.486
1601164800.0,2020-09-27,ZECETH,0.1584,0.159,0.1544,0.1562,4.456,0.6936
1601078400.0,2020-09-26,ZECETH,0.1558,0.1603,0.1549,0.1584,49.4,7.716
1600992000.0,2020-09-25,ZECETH,0.1575,0.1593,0.1551,0.1558,300.86,47.3
1600905600.0,2020-09-24,ZECETH,0.1606,0.163,0.156,0.1575,130.38,21.05
1600819200.0,2020-09-23,ZECETH,0.1553,0.1614,0.1533,0.1606,174.77,27.72
1600732800.0,2020-09-22,ZECETH,0.1514,0.1572,0.1514,0.1553,47.36,7.35
1600646400.0,2020-09-21,ZECETH,0.1555,0.1583,0.1514,0.1514,295.03,46.19
1600560000.0,2020-09-20,ZECETH,0.1511,0.1559,0.1499,0.1555,11.99,1.827
1600473600.0,2020-09-19,ZECETH,0.1504,0.154,0.1498,0.1511,46.25,7.044
1600387200.0,2020-09-18,ZECETH,0.1526,0.1545,0.1504,0.1504,113.68,17.35
1600300800.0,2020-09-17,ZECETH,0.1595,0.1595,0.1516,0.1526,89.0,13.7
1600214400.0,2020-09-16,ZECETH,0.1633,0.1633,0.157,0.1595,46.95,7.506
1600128000.0,2020-09-15,ZECETH,0.1685,0.1688,0.1619,0.1633,128.4,21.5
1600041600.0,2020-09-14,ZECETH,0.1712,0.1712,0.1671,0.1685,81.94,13.84
1599955200.0,2020-09-13,ZECETH,0.1693,0.1737,0.1683,0.1712,45.53,7.792
1599868800.0,2020-09-12,ZECETH,0.1697,0.1765,0.1684,0.1693,21.68,3.727
1599782400.0,2020-09-11,ZECETH,0.1702,0.1707,0.1645,0.1697,58.29,9.786
1599696000.0,2020-09-10,ZECETH,0.1704,0.1713,0.1641,0.1702,50.86,8.493
1599609600.0,2020-09-09,ZECETH,0.1737,0.1748,0.17,0.1704,59.1,10.22
1599523200.0,2020-09-08,ZECETH,0.1751,0.1826,0.1719,0.1737,91.62,16.31
1599436800.0,2020-09-07,ZECETH,0.1653,0.1805,0.164,0.1751,58.07,10.02
1599350400.0,2020-09-06,ZECETH,0.166,0.1732,0.1617,0.1653,363.86,60.53
1599264000.0,2020-09-05,ZECETH,0.1559,0.1674,0.15,0.166,620.31,97.29
1599177600.0,2020-09-04,ZECETH,0.146,0.1601,0.146,0.1559,137.56,21.02
1599091200.0,2020-09-03,ZECETH,0.1723,0.1723,0.1389,0.146,689.12,110.63
1599004800.0,2020-09-02,ZECETH,0.1754,0.1772,0.1636,0.1723,501.42,85.44
1598918400.0,2020-09-01,ZECETH,0.1799,0.1843,0.1673,0.1754,346.22,61.09
1598832000.0,2020-08-31,ZECETH,0.1892,0.1907,0.1788,0.1799,451.66,82.96
1598745600.0,2020-08-30,ZECETH,0.1973,0.2002,0.1892,0.1892,455.57,89.24
1598659200.0,2020-08-29,ZECETH,0.1927,0.1995,0.1896,0.1973,73.59,14.42
1598572800.0,2020-08-28,ZECETH,0.1881,0.1953,0.1865,0.1927,249.05,48.21
1598486400.0,2020-08-27,ZECETH,0.1932,0.1941,0.1877,0.1881,299.19,56.84
1598400000.0,2020-08-26,ZECETH,0.191,0.1989,0.1904,0.1932,173.42,34.0
1598313600.0,2020-08-25,ZECETH,0.1961,0.2018,0.191,0.191,629.91,121.73
1598227200.0,2020-08-24,ZECETH,0.2155,0.2155,0.1961,0.1961,441.34,89.73
1598140800.0,2020-08-23,ZECETH,0.1948,0.2163,0.1924,0.2155,356.62,73.23
1598054400.0,2020-08-22,ZECETH,0.1914,0.199,0.1877,0.1948,205.86,40.37
1597968000.0,2020-08-21,ZECETH,0.1895,0.1949,0.1885,0.1914,224.39,43.27
1597881600.0,2020-08-20,ZECETH,0.1869,0.1932,0.1858,0.1895,318.25,60.03
1597795200.0,2020-08-19,ZECETH,0.197,0.197,0.1857,0.1869,456.09,87.35
1597708800.0,2020-08-18,ZECETH,0.2011,0.2064,0.1958,0.197,183.25,37.18
1597622400.0,2020-08-17,ZECETH,0.1961,0.2036,0.1944,0.2011,774.5,155.17
1597536000.0,2020-08-16,ZECETH,0.1977,0.2017,0.1936,0.1961,152.2,29.97
1597449600.0,2020-08-15,ZECETH,0.195,0.2026,0.1938,0.1977,144.37,28.47
1597363200.0,2020-08-14,ZECETH,0.2046,0.2046,0.192,0.195,403.12,78.76
1597276800.0,2020-08-13,ZECETH,0.2149,0.2149,0.1948,0.2046,1165.71,236.25
1597190400.0,2020-08-12,ZECETH,0.2125,0.221,0.2027,0.2149,325.88,69.44
1597104000.0,2020-08-11,ZECETH,0.2231,0.2262,0.2108,0.2125,161.2,35.39
1597017600.0,2020-08-10,ZECETH,0.2377,0.2401,0.2231,0.2231,171.83,39.54
1596931200.0,2020-08-09,ZECETH,0.246,0.246,0.2319,0.2377,70.61,17.02
1596844800.0,2020-08-08,ZECETH,0.2489,0.253,0.2439,0.246,65.38,16.3
1596758400.0,2020-08-07,ZECETH,0.2457,0.2504,0.2382,0.2489,331.99,81.14
1596672000.0,2020-08-06,ZECETH,0.2426,0.2574,0.2365,0.2457,298.44,73.26
