https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TIME,Volume USDT
1663459200,2022-09-18 00:00:00,TIME/USDT,67.183,67.48,66.872,67.183,6.0001,403.6541946
1663372800,2022-09-17 00:00:00,TIME/USDT,63.402,69.684,62.908,67.48,1781.9325,115562.076235
1663286400,2022-09-16 00:00:00,TIME/USDT,59.521,64.775,59.509,63.188,1324.662,82542.1101488
1663200000,2022-09-15 00:00:00,TIME/USDT,59.98,68.45,57.803,59.588,2092.196,125781.6507198
1663113600,2022-09-14 00:00:00,TIME/USDT,55.551,72,54,59.98,4747.2657032,295545.6902614
1663027200,2022-09-13 00:00:00,TIME/USDT,56.679,57.5,55.105,55.971,734.8694,41576.8740885
1662940800,2022-09-12 00:00:00,TIME/USDT,58.438,58.999,56.324,56.679,842.7467,48315.4074654
1662854400,2022-09-11 00:00:00,TIME/USDT,56.378,61.701,55.59,58.44,927.519,54661.1717134
1662768000,2022-09-10 00:00:00,TIME/USDT,56.963,57.839,55.939,56.378,339.6624,19336.3576824
1662681600,2022-09-09 00:00:00,TIME/USDT,53.601,61.89,53.144,56.963,2533.7715,146653.8392307
1662595200,2022-09-08 00:00:00,TIME/USDT,56.396,56.396,53.301,54.1,374.4978,20485.9356916
1662508800,2022-09-07 00:00:00,TIME/USDT,55.14,56.885,52.896,56.396,1310.7127,71445.7092573
1662422400,2022-09-06 00:00:00,TIME/USDT,57.451,58.693,53.754,54.707,1262.3607,70337.0479751
1662336000,2022-09-05 00:00:00,TIME/USDT,58.541,61.89,57.001,57.515,858.2186,50460.0058978
1662249600,2022-09-04 00:00:00,TIME/USDT,58.857,60.439,56.9,58.5,892.765,52070.9518815
1662163200,2022-09-03 00:00:00,TIME/USDT,62.699,62.7,57.223,58.856,2291.388,135107.4869694
1662076800,2022-09-02 00:00:00,TIME/USDT,62.64,65,57.444,62.7,1530.9494,92736.7331432
1661990400,2022-09-01 00:00:00,TIME/USDT,58.78,67.12,56.29,62.464,2624.3599,153730.4306518
