https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LYM,Volume BTC
1663459200,2022-09-18 00:00:00,LYM/BTC,0.0000001754,0.0000001793,0.0000001754,0.0000001793,2811.0668,0.00049748709375
1663372800,2022-09-17 00:00:00,LYM/BTC,0.0000001678,0.0000001791,0.000000165,0.0000001734,80030.0449,0.01387044076692
1663286400,2022-09-16 00:00:00,LYM/BTC,0.0000001733,0.0000001746,0.0000001685,0.0000001685,72671.0741,0.01247641663229
1663200000,2022-09-15 00:00:00,LYM/BTC,0.0000001689,0.0000001754,0.0000001684,0.0000001718,19009.1223,0.00323881989009
1663113600,2022-09-14 00:00:00,LYM/BTC,0.0000001697,0.0000001787,0.000000167,0.0000001689,192277.6984,0.03342166056979
1663027200,2022-09-13 00:00:00,LYM/BTC,0.0000001588,0.000000177,0.0000001497,0.0000001697,284038.2192,0.0473971699377
1662940800,2022-09-12 00:00:00,LYM/BTC,0.0000001727,0.0000001898,0.0000001556,0.0000001598,421090.3086,0.07423186380955
1662854400,2022-09-11 00:00:00,LYM/BTC,0.0000001602,0.000000184,0.0000001592,0.0000001727,403307.1977,0.06758231477002
1662768000,2022-09-10 00:00:00,LYM/BTC,0.0000001546,0.0000001741,0.0000001507,0.0000001598,268849.1741,0.0421942974156
1662681600,2022-09-09 00:00:00,LYM/BTC,0.000000165,0.0000001793,0.000000153,0.0000001546,271948.2213,0.0455657135905
1662595200,2022-09-08 00:00:00,LYM/BTC,0.0000001895,0.0000001929,0.000000162,0.0000001637,395964.8075,0.06882414295591
1662508800,2022-09-07 00:00:00,LYM/BTC,0.000000202,0.000000204,0.0000001722,0.0000001896,1125933.1818,0.20986887471979
1662422400,2022-09-06 00:00:00,LYM/BTC,0.0000001985,0.0000002139,0.0000001979,0.0000002002,546748.2319,0.11085738621916
1662336000,2022-09-05 00:00:00,LYM/BTC,0.0000002078,0.0000002084,0.0000001933,0.0000001956,680755.9288,0.13718448250863
1662249600,2022-09-04 00:00:00,LYM/BTC,0.0000001984,0.0000002599,0.0000001956,0.0000002077,1123808.7822,0.2429900028012
1662163200,2022-09-03 00:00:00,LYM/BTC,0.0000002032,0.0000002041,0.0000001923,0.0000001983,867785.9429,0.17263171802314
1662076800,2022-09-02 00:00:00,LYM/BTC,0.0000002046,0.0000002239,0.0000001996,0.000000203,1345204.6589,0.275804399374
1661990400,2022-09-01 00:00:00,LYM/BTC,0.000000212,0.000000222,0.0000002024,0.0000002048,325314.7267,0.0681161268786
1661904000,2022-08-31 00:00:00,LYM/BTC,0.0000002147,0.0000002531,0.00000021,0.0000002135,1369879.4704,0.31708848573282
1661817600,2022-08-30 00:00:00,LYM/BTC,0.0000002105,0.0000002262,0.0000002032,0.000000215,365129.3964,0.0790867243133
1661731200,2022-08-29 00:00:00,LYM/BTC,0.0000002147,0.0000002228,0.0000002023,0.0000002089,607166.6725,0.12648273653569
1661644800,2022-08-28 00:00:00,LYM/BTC,0.0000002288,0.0000002335,0.0000002092,0.0000002163,360346.345,0.07893377134094
1661558400,2022-08-27 00:00:00,LYM/BTC,0.0000002357,0.0000002466,0.0000002247,0.0000002292,1038262.1215,0.24469655882382
1661472000,2022-08-26 00:00:00,LYM/BTC,0.000000239,0.0000002403,0.0000002202,0.0000002347,309460.2331,0.0712814075772
1661385600,2022-08-25 00:00:00,LYM/BTC,0.000000268,0.0000002749,0.0000002355,0.0000002388,535909.8339,0.13351867233599
1661299200,2022-08-24 00:00:00,LYM/BTC,0.0000002248,0.0000002893,0.0000002248,0.0000002666,1520176.2458,0.39642208692469
1661212800,2022-08-23 00:00:00,LYM/BTC,0.0000002405,0.0000002452,0.0000002202,0.0000002241,901320.3029,0.21006570124861
1661126400,2022-08-22 00:00:00,LYM/BTC,0.0000002508,0.0000002521,0.0000002251,0.0000002407,1413653.9526,0.33087706692794
