https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZKT,Volume USDT
1658534400,2022-07-23 00:00:00,ZKT/USDT,2.916,2.921,2.83,2.839,54080.815,155104.2345871
1658448000,2022-07-22 00:00:00,ZKT/USDT,2.898,2.946,2.873,2.916,65728.1758,191983.6243262
1658361600,2022-07-21 00:00:00,ZKT/USDT,2.764,2.92,2.691,2.898,73797.8697,206011.2424277
1658275200,2022-07-20 00:00:00,ZKT/USDT,2.807,2.949,2.7,2.764,68116.55032712,192552.56011763662
1658188800,2022-07-19 00:00:00,ZKT/USDT,2.664,2.893,2.664,2.804,78176.2956928,218847.67335451483
1658102400,2022-07-18 00:00:00,ZKT/USDT,2.578,2.778,2.422,2.664,85547.7175059,220663.42035388503
1658016000,2022-07-17 00:00:00,ZKT/USDT,2.48,2.679,2.457,2.578,90560.55141247,227461.12449443012
1657929600,2022-07-16 00:00:00,ZKT/USDT,2.377,2.672,2.341,2.48,85665.53574186,208897.53966834322
1657843200,2022-07-15 00:00:00,ZKT/USDT,2.385,2.44,2.3,2.377,94676.4089041,225549.00961685096
1657756800,2022-07-14 00:00:00,ZKT/USDT,2.425,2.44,2.352,2.385,84734.18491789,204079.65486565533
1657670400,2022-07-13 00:00:00,ZKT/USDT,2.394,2.463,2.383,2.425,89347.46414108,215607.37824539026
1657584000,2022-07-12 00:00:00,ZKT/USDT,2.307,2.879,2.307,2.394,98077.82065192,236019.75801991612
1657497600,2022-07-11 00:00:00,ZKT/USDT,2.372,2.389,2.262,2.309,78931.84680662,183973.46876632414
1657411200,2022-07-10 00:00:00,ZKT/USDT,2.508,2.542,2.365,2.372,89327.84276178,219345.19865810608
1657324800,2022-07-09 00:00:00,ZKT/USDT,2.6,2.7,2.501,2.505,81484.58289518,209231.8203959577
1657238400,2022-07-08 00:00:00,ZKT/USDT,2.469,2.699,2.469,2.6,85192.88523664,222490.67700594126
1657152000,2022-07-07 00:00:00,ZKT/USDT,2.67,2.698,2.401,2.469,84265.65719235,210413.08667528621
1657065600,2022-07-06 00:00:00,ZKT/USDT,2.457,2.67,2.455,2.656,88470.29089526,221370.40710944366
1656979200,2022-07-05 00:00:00,ZKT/USDT,2.482,2.625,2.415,2.457,91485.71297591,228500.13846124356
1656892800,2022-07-04 00:00:00,ZKT/USDT,2.527,2.551,2.41,2.482,90082.59752924,224859.71945253385
1656806400,2022-07-03 00:00:00,ZKT/USDT,2.476,3.171,2.401,2.527,102916.72374506,268566.40131561986
1656720000,2022-07-02 00:00:00,ZKT/USDT,2.502,2.68,2.401,2.476,93056.67399138,231779.60545453515
1656633600,2022-07-01 00:00:00,ZKT/USDT,2.651,2.806,2.46,2.502,65231.56668506,169884.36267480347
1656547200,2022-06-30 00:00:00,ZKT/USDT,2.863,2.955,2.6,2.651,80338.1981507,221914.88941668917
1656460800,2022-06-29 00:00:00,ZKT/USDT,2.916,3.2,2.794,2.863,79091.80752215,230806.76337128136
1656374400,2022-06-28 00:00:00,ZKT/USDT,2.85,3.073,2.83,2.916,72790.67168818,211277.09285763945
1656288000,2022-06-27 00:00:00,ZKT/USDT,2.894,2.92,2.8,2.85,80143.07457605,227335.7357756086
1656201600,2022-06-26 00:00:00,ZKT/USDT,3.027,3.541,2.875,2.894,79198.65931769,239488.55606820379
1656115200,2022-06-25 00:00:00,ZKT/USDT,2.919,3.083,2.74,3.024,76080.28391957,218960.17820338163
1656028800,2022-06-24 00:00:00,ZKT/USDT,2.792,3.024,2.789,2.919,77258.84935905,223854.13701694133
1655942400,2022-06-23 00:00:00,ZKT/USDT,2.797,2.863,2.675,2.792,81895.53367795,229674.33266133785
1655856000,2022-06-22 00:00:00,ZKT/USDT,3.112,3.114,2.588,2.797,79903.19282242,234193.61736492992
1655769600,2022-06-21 00:00:00,ZKT/USDT,2.944,3.399,2.932,3.112,72603.20539378,225606.9887230925
1655683200,2022-06-20 00:00:00,ZKT/USDT,3.034,3.206,2.885,2.944,74447.18465951,222127.12887045542
1655596800,2022-06-19 00:00:00,ZKT/USDT,3.165,3.207,2.551,3.034,80336.38882938,232577.83218238996
1655510400,2022-06-18 00:00:00,ZKT/USDT,3.442,3.472,2.875,3.165,67670.28102764,218793.83615087777
1655424000,2022-06-17 00:00:00,ZKT/USDT,3.36,3.63,3.355,3.442,64766.12076892,221693.35037586482
1655337600,2022-06-16 00:00:00,ZKT/USDT,3.635,3.714,3.358,3.36,46170.82247005,162436.07696487482
1655251200,2022-06-15 00:00:00,ZKT/USDT,3.759,3.759,3.352,3.635,62502.41710104,219010.46812363508
1655164800,2022-06-14 00:00:00,ZKT/USDT,3.36,3.9,3.201,3.759,58547.737506,201141.13188553126
1655078400,2022-06-13 00:00:00,ZKT/USDT,4.093,4.094,3.357,3.36,58498.94260989,216505.20191992336
1654992000,2022-06-12 00:00:00,ZKT/USDT,4.175,4.208,4,4.093,54609.92707162,223974.92311913251
1654905600,2022-06-11 00:00:00,ZKT/USDT,4.483,4.696,4.143,4.175,54771.72593103,240777.34709250708
1654819200,2022-06-10 00:00:00,ZKT/USDT,4.467,4.738,4.367,4.483,49517.90684197,222868.65872933618
1654732800,2022-06-09 00:00:00,ZKT/USDT,4.389,4.655,4.365,4.472,50309.6268199,225559.4637857152
1654646400,2022-06-08 00:00:00,ZKT/USDT,4.658,4.786,4.388,4.388,49218.71878311,225714.90523151914
1654560000,2022-06-07 00:00:00,ZKT/USDT,4.399,5.188,4.329,4.636,57578.63618508,260244.7880008296
1654473600,2022-06-06 00:00:00,ZKT/USDT,4.289,4.692,4.288,4.394,53316.80162637,236933.03429591924
1654387200,2022-06-05 00:00:00,ZKT/USDT,4.381,4.408,4.257,4.308,53119.51680563,230996.39761768106
1654300800,2022-06-04 00:00:00,ZKT/USDT,4.383,4.475,4.361,4.386,52543.54187327,230732.76435598055
1654214400,2022-06-03 00:00:00,ZKT/USDT,4.437,4.512,4.344,4.392,52488.15673783,232738.5141121966
1654128000,2022-06-02 00:00:00,ZKT/USDT,4.359,5.456,4.343,4.472,56609.0063109,255362.27701180827
1654041600,2022-06-01 00:00:00,ZKT/USDT,4.517,4.526,4.341,4.355,54666.03538661,240925.18668312469
1653955200,2022-05-31 00:00:00,ZKT/USDT,4.481,4.989,4.4,4.51,53677.59889622,244643.06485575299
1653868800,2022-05-30 00:00:00,ZKT/USDT,4.058,4.733,4.051,4.456,55521.06378797,243344.40918871306
1653782400,2022-05-29 00:00:00,ZKT/USDT,4.276,4.298,4.005,4.059,60050.74167286,246053.07514986806
1653696000,2022-05-28 00:00:00,ZKT/USDT,4.732,5.282,3.91,4.266,63554.88106,282840.59610493392
1653609600,2022-05-27 00:00:00,ZKT/USDT,3.679,7.199,3.6,4.764,87531.09108946,385570.80544721704
1653523200,2022-05-26 00:00:00,ZKT/USDT,4.373,4.424,3.615,3.679,56371.38431297,230037.6900207886
1653436800,2022-05-25 00:00:00,ZKT/USDT,4.958,4.994,4.268,4.374,46404.99494862,221112.60264543478
1653350400,2022-05-24 00:00:00,ZKT/USDT,4.958,5.092,4.613,4.94,44328.58346059,214727.47613780649
1653264000,2022-05-23 00:00:00,ZKT/USDT,5.232,5.255,4.58,4.947,45237.01183603,229468.49269024868
1653177600,2022-05-22 00:00:00,ZKT/USDT,5.143,5.485,5.024,5.215,43327.72989737,226069.06897360246
1653091200,2022-05-21 00:00:00,ZKT/USDT,5.202,5.583,5.09,5.159,43022.55082793,224778.91530066706
1653004800,2022-05-20 00:00:00,ZKT/USDT,5.417,5.767,4.997,5.197,49036.70276499,257849.6972976954
1652918400,2022-05-19 00:00:00,ZKT/USDT,5.354,5.58,5.001,5.394,44630.00804575,236462.44194926011
1652832000,2022-05-18 00:00:00,ZKT/USDT,5.31,6.3,4.937,5.357,49197.68324282,263744.69470524745
1652745600,2022-05-17 00:00:00,ZKT/USDT,5.687,6.299,4.773,5.288,49146.37548862,268904.01717595605
1652659200,2022-05-16 00:00:00,ZKT/USDT,7.14,9.9,4.73,5.693,106833.36610895,664065.61925489458
1652572800,2022-05-15 00:00:00,ZKT/USDT,2.943,11.33,2.925,7.14,95527.10419028,635041.27475824258
1652486400,2022-05-14 00:00:00,ZKT/USDT,3.249,3.253,2.901,2.943,48272.22136817,154147.57953872265
1652400000,2022-05-13 00:00:00,ZKT/USDT,2.919,3.593,2.913,3.249,102431.35679386,328362.07549578808
1652313600,2022-05-12 00:00:00,ZKT/USDT,3.516,3.54,2.711,2.94,70906.41235081,220956.14001875718
1652227200,2022-05-11 00:00:00,ZKT/USDT,4.961,5.021,1.5,3.506,72017.50463832,288029.29668615526
1652140800,2022-05-10 00:00:00,ZKT/USDT,5.001,5.369,4.866,4.996,51536.78520599,265997.26336308415
1652054400,2022-05-09 00:00:00,ZKT/USDT,6.239,6.5,4.999,5.001,22042.54699933,136408.42502658481
1651968000,2022-05-08 00:00:00,ZKT/USDT,7.384,7.399,5.977,6.212,18217.8333991,130589.48292228081
1651881600,2022-05-07 00:00:00,ZKT/USDT,7.536,7.6,7.143,7.395,53959.97576145,402108.27193774351
1651795200,2022-05-06 00:00:00,ZKT/USDT,7.718,7.766,7.212,7.548,49464.8955614,375131.07200513882
1651708800,2022-05-05 00:00:00,ZKT/USDT,8.181,9.253,7.501,7.727,49522.74052624,410227.86732691435
1651622400,2022-05-04 00:00:00,ZKT/USDT,7.726,8.211,7.506,8.181,49901.60608078,395532.64527006319
1651536000,2022-05-03 00:00:00,ZKT/USDT,8.107,8.199,7.59,7.708,47723.76394357,380829.20458715827
1651449600,2022-05-02 00:00:00,ZKT/USDT,8.166,8.2,8,8.11,42500.37685907,346919.45796935256
1651363200,2022-05-01 00:00:00,ZKT/USDT,8.927,8.927,8,8.115,32148.63724541,274868.80955467041
1651276800,2022-04-30 00:00:00,ZKT/USDT,9.085,9.309,8.652,8.907,47164.33809,429018.0946705586
1651190400,2022-04-29 00:00:00,ZKT/USDT,9.75,9.783,8.75,9.097,29594.89157211,281936.08809249694
1651104000,2022-04-28 00:00:00,ZKT/USDT,9.972,10.222,9.554,9.75,24447.7728395,243153.43406165191
1651017600,2022-04-27 00:00:00,ZKT/USDT,10.426,10.7,9.905,9.906,25978.32908963,263396.94289780403
1650931200,2022-04-26 00:00:00,ZKT/USDT,9.534,11.636,9.282,10.421,20658.40234218,205564.58727603326
1650844800,2022-04-25 00:00:00,ZKT/USDT,9.947,10.152,9.5,9.565,5563.41197918,53568.06857071136
1650758400,2022-04-24 00:00:00,ZKT/USDT,10.249,10.374,9.536,9.927,1744.52635232,17507.94655242642
1650672000,2022-04-23 00:00:00,ZKT/USDT,10.614,10.614,10.054,10.249,483.75293667,4973.93115816019
1650585600,2022-04-22 00:00:00,ZKT/USDT,10.818,10.869,10.405,10.673,441.44893187,4697.35460748694
1650499200,2022-04-21 00:00:00,ZKT/USDT,10.718,11.047,10.649,10.869,1261.9430151,13710.33741065589
1650412800,2022-04-20 00:00:00,ZKT/USDT,10.992,11.271,10.567,10.771,2149.07774232,23493.0441483164
1650326400,2022-04-19 00:00:00,ZKT/USDT,10.55,12,10.518,10.971,2389.298875,26768.28762112905
1650240000,2022-04-18 00:00:00,ZKT/USDT,11.227,11.304,10.55,10.55,976.23354277,10522.12927101689
1650153600,2022-04-17 00:00:00,ZKT/USDT,11.178,11.989,10.705,11.227,2326.3861511,26596.94882722149
1650067200,2022-04-16 00:00:00,ZKT/USDT,11.246,11.457,11.094,11.115,747.92661509,8409.82306878641
1649980800,2022-04-15 00:00:00,ZKT/USDT,10.279,11.578,10.223,11.246,3058.3918111,33736.26908933513
1649894400,2022-04-14 00:00:00,ZKT/USDT,10.429,10.882,10.002,10.279,1089.08607146,11323.5245815521
1649808000,2022-04-13 00:00:00,ZKT/USDT,10.785,10.999,10.28,10.429,1264.63716933,13484.59888304569
1649721600,2022-04-12 00:00:00,ZKT/USDT,10.571,10.996,10.201,10.786,2436.33981963,25631.25572160072
1649635200,2022-04-11 00:00:00,ZKT/USDT,11.684,11.684,10.548,10.6,1398.65726843,15398.06519540134
1649548800,2022-04-10 00:00:00,ZKT/USDT,12.198,12.198,11.52,11.747,1317.33851607,15555.35920079365
1649462400,2022-04-09 00:00:00,ZKT/USDT,11.871,12.198,11.459,12.198,1247.41134614,14665.69180304796
1649376000,2022-04-08 00:00:00,ZKT/USDT,12.151,12.247,11.6,11.775,1351.06327363,16114.95820289078
1649289600,2022-04-07 00:00:00,ZKT/USDT,11.919,12.569,11.616,12.151,2318.83789066,27987.06002450716
1649203200,2022-04-06 00:00:00,ZKT/USDT,12.758,12.758,11.8,11.989,2772.02946534,33875.65839771195
1649116800,2022-04-05 00:00:00,ZKT/USDT,12.849,12.924,12.201,12.758,3594.39926405,45312.21555612548
1649030400,2022-04-04 00:00:00,ZKT/USDT,13.597,13.618,12.204,12.859,6068.05969416,78549.45463108407
1648944000,2022-04-03 00:00:00,ZKT/USDT,13.359,13.658,13,13.596,4189.22198751,55593.88062847013
1648857600,2022-04-02 00:00:00,ZKT/USDT,13.329,13.7,12.984,13.407,3183.35068514,42456.17966940571
1648771200,2022-04-01 00:00:00,ZKT/USDT,13.131,13.691,12.707,13.329,3525.28336329,45905.89173837617
1648684800,2022-03-31 00:00:00,ZKT/USDT,13.418,13.656,12.893,13.131,3922.91959321,51943.37148003206
1648598400,2022-03-30 00:00:00,ZKT/USDT,13.329,13.88,13.1,13.418,4263.17578377,56998.60268640799
1648512000,2022-03-29 00:00:00,ZKT/USDT,13.756,13.992,13.3,13.329,1539.0550798,21027.84777396902
1648425600,2022-03-28 00:00:00,ZKT/USDT,13.412,14.799,13.247,13.75,6450.17567672,89524.50415465001
1648339200,2022-03-27 00:00:00,ZKT/USDT,13.131,13.554,12.9,13.5,1668.28824983,22027.78703512353
1648252800,2022-03-26 00:00:00,ZKT/USDT,13.035,13.448,12.739,13.13,2549.79795297,33602.3051044771
1648166400,2022-03-25 00:00:00,ZKT/USDT,13.451,13.575,12.8,13.035,3480.18834856,46050.12410469717
1648080000,2022-03-24 00:00:00,ZKT/USDT,13.955,14.227,13.328,13.421,3777.81116694,51469.14867525174
1647993600,2022-03-23 00:00:00,ZKT/USDT,13.379,14.816,13.1,13.925,3245.31305854,44779.29760779605
1647907200,2022-03-22 00:00:00,ZKT/USDT,12.707,13.94,12.706,13.379,3414.92253486,45499.35851084897
1647820800,2022-03-21 00:00:00,ZKT/USDT,14.13,14.181,12.519,12.706,5665.6361675,74671.66091862721
1647734400,2022-03-20 00:00:00,ZKT/USDT,14.2,14.988,13.8,14.019,4171.39472041,59897.0170972484
1647648000,2022-03-19 00:00:00,ZKT/USDT,14.352,14.728,13.596,14.211,4960.13532352,69397.06773527912
1647561600,2022-03-18 00:00:00,ZKT/USDT,14.197,15.685,13.678,14.344,4312.19290532,62201.8643007356
1647475200,2022-03-17 00:00:00,ZKT/USDT,13.76,16.3,13.389,14.139,12918.83919517,193124.07056111711
1647388800,2022-03-16 00:00:00,ZKT/USDT,12.563,14.203,12.44,13.76,5793.69858625,77651.91609244385
1647302400,2022-03-15 00:00:00,ZKT/USDT,13.65,14.109,11.285,12.639,8566.18948058,107183.57117175451
1647216000,2022-03-14 00:00:00,ZKT/USDT,13.859,15.151,13.247,13.65,4475.82376834,62967.17299958809
1647129600,2022-03-13 00:00:00,ZKT/USDT,15.772,16.241,13.246,13.786,7809.24680345,115898.98362194603
1647043200,2022-03-12 00:00:00,ZKT/USDT,17,17.296,15.167,15.763,3809.21604811,61773.35889854443
1646956800,2022-03-11 00:00:00,ZKT/USDT,16.09,18.351,15.399,17.1,7387.69283028,125263.51742139411
1646870400,2022-03-10 00:00:00,ZKT/USDT,18.417,18.983,15.05,16.08,9613.6018982,159030.76160790134
1646784000,2022-03-09 00:00:00,ZKT/USDT,21.468,21.69,18.035,18.4,5966.05666606,114621.44699645595
1646697600,2022-03-08 00:00:00,ZKT/USDT,21.65,24.9,17.339,21.32,30068.82270746,620474.32086376815
1646611200,2022-03-07 00:00:00,ZKT/USDT,20.734,22.366,20.281,21.58,4755.01539057,100353.46384955647
1646524800,2022-03-06 00:00:00,ZKT/USDT,18.603,24,18.603,20.72,10175.29791608,213185.05534711334
1646438400,2022-03-05 00:00:00,ZKT/USDT,18.77,25,18.045,18.6,29940.706008,637499.41605404654
1646352000,2022-03-04 00:00:00,ZKT/USDT,14.202,25.78,13.61,18.886,42599.55763651,827643.87836036591
1646265600,2022-03-03 00:00:00,ZKT/USDT,13.84,14.538,13.661,14.251,2893.9023489,40643.93009874892
1646179200,2022-03-02 00:00:00,ZKT/USDT,14.651,15.1,13.411,13.843,7092.4029252,99593.07135433841
1646092800,2022-03-01 00:00:00,ZKT/USDT,13.853,15,13.386,14.75,9358.61778088,132043.06055643375
1646006400,2022-02-28 00:00:00,ZKT/USDT,11.16,15,11.09,13.853,9993.00615566,132007.9907509372
1645920000,2022-02-27 00:00:00,ZKT/USDT,10.641,15.2,10.62,11.16,19834.05331404,250457.09624339903
1645833600,2022-02-26 00:00:00,ZKT/USDT,10.417,11.548,10.246,10.721,5724.53705262,61877.58745826231
1645747200,2022-02-25 00:00:00,ZKT/USDT,10.18,13.07,10,10.361,17187.84285525,189952.31182436032
1645660800,2022-02-24 00:00:00,ZKT/USDT,11.096,11.337,8.55,10.25,13051.58033297,133219.58687434961
1645574400,2022-02-23 00:00:00,ZKT/USDT,10.965,11.75,10.965,11.038,3836.23160689,43181.7876716212
1645488000,2022-02-22 00:00:00,ZKT/USDT,10.754,11.219,10.198,10.935,6483.7404095,69125.49404721576
1645401600,2022-02-21 00:00:00,ZKT/USDT,10.41,13.974,10.41,10.751,16763.61523152,199633.90613567556
1645315200,2022-02-20 00:00:00,ZKT/USDT,10.045,10.494,9.406,10.35,3678.81049503,36360.7149576605
1645228800,2022-02-19 00:00:00,ZKT/USDT,10.329,10.468,9.981,10.138,2252.48667254,22927.32409578396
1645142400,2022-02-18 00:00:00,ZKT/USDT,11.146,11.313,9.974,10.329,5474.6688592,57551.37108128511
1645056000,2022-02-17 00:00:00,ZKT/USDT,12.522,12.81,11.146,11.146,5377.62391264,65068.75118410268
1644969600,2022-02-16 00:00:00,ZKT/USDT,12.835,12.913,12.3,12.523,2719.36320288,34110.52368212229
1644883200,2022-02-15 00:00:00,ZKT/USDT,12.455,13.061,12.3,12.834,4479.3414023,56938.68355249754
1644796800,2022-02-14 00:00:00,ZKT/USDT,12.688,13.209,12.4,12.455,4722.93960837,60525.07857042472
1644710400,2022-02-13 00:00:00,ZKT/USDT,13.519,13.564,12.51,12.781,6581.36311799,86034.68137196084
1644624000,2022-02-12 00:00:00,ZKT/USDT,13.323,14.48,12.716,13.424,8589.05101204,115968.83345633715
1644537600,2022-02-11 00:00:00,ZKT/USDT,12.47,14,12.301,13.324,11677.20829883,153441.05169410124
1644451200,2022-02-10 00:00:00,ZKT/USDT,12.502,13.43,12.306,12.556,5388.44200945,69324.92947123735
1644364800,2022-02-09 00:00:00,ZKT/USDT,12.392,13.15,11.8,12.502,4541.76229013,56217.43870493166
1644278400,2022-02-08 00:00:00,ZKT/USDT,13.319,14.236,12.1,12.392,6816.70883021,88647.7394292805
1644192000,2022-02-07 00:00:00,ZKT/USDT,12.012,13.68,11.926,13.319,9197.79806066,118905.2901201374
1644105600,2022-02-06 00:00:00,ZKT/USDT,13.106,13.108,11.701,12.02,8801.61305708,108600.01081908198
1644019200,2022-02-05 00:00:00,ZKT/USDT,13.851,14.5,12.945,13.032,8046.90058475,109161.01391479588
1643932800,2022-02-04 00:00:00,ZKT/USDT,12.539,15,12.232,13.851,16235.95524743,221020.81756403104
1643846400,2022-02-03 00:00:00,ZKT/USDT,10.111,15.44,10.008,12.621,24695.42844055,316773.46512597726
1643760000,2022-02-02 00:00:00,ZKT/USDT,10.67,10.773,10.004,10.05,2110.14751999,21859.23922619925
1643673600,2022-02-01 00:00:00,ZKT/USDT,10.648,11.153,9.973,10.67,3358.01730097,35584.40239961023
1643587200,2022-01-31 00:00:00,ZKT/USDT,10.65,10.65,9.509,10.573,4536.21402006,46211.45718974373
1643500800,2022-01-30 00:00:00,ZKT/USDT,12.024,12.153,10.501,10.752,8661.14009606,97554.78692320234
1643414400,2022-01-29 00:00:00,ZKT/USDT,11.449,12.5,10.891,12.024,6082.69869858,70578.12196166446
1643328000,2022-01-28 00:00:00,ZKT/USDT,11.964,12.056,10.339,11.355,5433.1101691,60349.86321156863
1643241600,2022-01-27 00:00:00,ZKT/USDT,12.212,12.798,10.672,12.042,5370.14413557,62916.41894883654
1643155200,2022-01-26 00:00:00,ZKT/USDT,15.461,16.38,12.108,12.212,15494.81585861,212255.09183046852
1643068800,2022-01-25 00:00:00,ZKT/USDT,8.912,17,8.816,15.362,42393.67121004,550556.9674615013
1642982400,2022-01-24 00:00:00,ZKT/USDT,9.26,9.26,8.309,8.992,4507.68821916,40224.73173893581
1642896000,2022-01-23 00:00:00,ZKT/USDT,9.396,10.455,9.01,9.26,4250.90728108,40942.39296899012
1642809600,2022-01-22 00:00:00,ZKT/USDT,10.392,10.664,9.295,9.296,6088.53290558,61511.1354981389
1642723200,2022-01-21 00:00:00,ZKT/USDT,11.977,12.33,10.171,10.267,13329.6297946,154947.47387309372
1642636800,2022-01-20 00:00:00,ZKT/USDT,14.739,17.352,11.069,11.971,16389.84198688,239587.13024163801
1642550400,2022-01-19 00:00:00,ZKT/USDT,15.21,16.325,13.929,14.856,4118.93219134,61338.79367809289
1642464000,2022-01-18 00:00:00,ZKT/USDT,16.531,16.561,14.1,15.08,7840.86830599,118660.15278565578
1642377600,2022-01-17 00:00:00,ZKT/USDT,18.6,18.634,16.117,16.531,6072.69151214,105021.36698137568
1642291200,2022-01-16 00:00:00,ZKT/USDT,18.72,19.332,18.1,18.6,3441.08673759,64000.39112518682
1642204800,2022-01-15 00:00:00,ZKT/USDT,19.461,19.747,18.1,18.709,9316.36315943,175341.89085331248
1642118400,2022-01-14 00:00:00,ZKT/USDT,19.93,20.156,19,19.469,4235.17621543,82217.55151936287
1642032000,2022-01-13 00:00:00,ZKT/USDT,21.139,21.335,19.7,19.977,6451.15621553,132456.81307707751
1641945600,2022-01-12 00:00:00,ZKT/USDT,20.99,21.799,19.621,21.149,5875.00315599,122253.28538214165
1641859200,2022-01-11 00:00:00,ZKT/USDT,19.407,22.086,19.4,21.04,6865.36323668,141152.55543438138
1641772800,2022-01-10 00:00:00,ZKT/USDT,20.381,22.359,19.001,19.504,5664.97656233,116555.60129549044
1641686400,2022-01-09 00:00:00,ZKT/USDT,19.334,21.674,18.501,20.388,5631.47836304,112533.84416521968
1641600000,2022-01-08 00:00:00,ZKT/USDT,21.091,22.437,19.021,19.367,6748.44118859,140009.10629063503
1641513600,2022-01-07 00:00:00,ZKT/USDT,21.491,21.933,20,21.213,9398.83753337,196186.58121271341
1641427200,2022-01-06 00:00:00,ZKT/USDT,23.129,25.743,20.6,21.491,13181.42011436,301686.86713176402
1641340800,2022-01-05 00:00:00,ZKT/USDT,29.279,30.092,23.073,23.137,16006.40787263,436271.27837536645
