https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume YFI
1663545600000,2022-09-19 00:00:00,YFI/BTC,0.433711,0.458072,0.43075271,0.44983317,0.054969613374000005,0.1222
1663459200000,2022-09-18 00:00:00,YFI/BTC,0.4658402,0.46656563,0.41900001,0.432526,1.15132012029732,2.66185182
1663372800000,2022-09-17 00:00:00,YFI/BTC,0.43900606,0.46579919,0.43724337,0.46439002,1.0431116462221477,2.24619738
1663286400000,2022-09-16 00:00:00,YFI/BTC,0.43319996,0.44488775,0.42964966,0.43855347,1.0594984688043756,2.41589348
1663200000000,2022-09-15 00:00:00,YFI/BTC,0.45217797,0.45458114,0.43066718,0.43294347,1.0106878232276613,2.33445679
1663113600000,2022-09-14 00:00:00,YFI/BTC,0.45653182,0.45730387,0.44721345,0.45424072,0.8813632690159999,1.9403
1663027200000,2022-09-13 00:00:00,YFI/BTC,0.4360196,0.46524084,0.42934227,0.4466042,1.024169248999148,2.29323694
1662940800000,2022-09-12 00:00:00,YFI/BTC,0.46555456,0.48085256,0.43615584,0.43637964,1.1437167108175177,2.62092134
1662854400000,2022-09-11 00:00:00,YFI/BTC,0.48257743,0.48811633,0.46149759,0.46832508,1.1640036888791243,2.48546093
1662768000000,2022-09-10 00:00:00,YFI/BTC,0.48956293,0.48979372,0.47816405,0.48096713,1.1663617633742025,2.42503425
1662681600000,2022-09-09 00:00:00,YFI/BTC,0.47923629,0.54174722,0.45624534,0.48957701,1.389533336972894,2.83823241
1662595200000,2022-09-08 00:00:00,YFI/BTC,0.48311522,0.49242672,0.47264865,0.47960442,1.2010029622613208,2.50415324
1662508800000,2022-09-07 00:00:00,YFI/BTC,0.45754856,0.50182266,0.45578097,0.48411404,1.206590327123299,2.49236797
1662422400000,2022-09-06 00:00:00,YFI/BTC,0.48201695,0.49887716,0.45484148,0.45923821,1.152705321412923,2.51003792
1662336000000,2022-09-05 00:00:00,YFI/BTC,0.473189,0.49595674,0.47152364,0.47973972,1.1442763171271364,2.38520237
1662249600000,2022-09-04 00:00:00,YFI/BTC,0.49438801,0.49975834,0.4712,0.47249446,1.2187811787593428,2.57946131
1662163200000,2022-09-03 00:00:00,YFI/BTC,0.50572109,0.50572109,0.47540693,0.49413753,1.154860053109057,2.33712273
1662076800000,2022-09-02 00:00:00,YFI/BTC,0.4572761,0.5126547,0.454252,0.50553349,1.1900921109005391,2.3541311
1661990400000,2022-09-01 00:00:00,YFI/BTC,0.45869936,0.47372711,0.44117598,0.45689921,1.1057528305128899,2.42012419
1661904000000,2022-08-31 00:00:00,YFI/BTC,0.44813129,0.47609295,0.44468015,0.46737169,1.096432060334022,2.34595309
1661817600000,2022-08-30 00:00:00,YFI/BTC,0.44737307,0.45457817,0.44,0.44889547,1.0275263679202051,2.28901033
1661731200000,2022-08-29 00:00:00,YFI/BTC,0.43552709,0.45780666,0.42963695,0.44812111,1.129399956180199,2.52030072
1661644800000,2022-08-28 00:00:00,YFI/BTC,0.43730969,0.44677055,0.43202433,0.4339591,1.122685723719657,2.58707727
1661558400000,2022-08-27 00:00:00,YFI/BTC,0.44395124,0.45120909,0.4325983,0.43829106,1.038824255936541,2.37016985
1661472000000,2022-08-26 00:00:00,YFI/BTC,0.45366293,0.4556262,0.4353367,0.44454765,1.1033441463767235,2.48194799
1661385600000,2022-08-25 00:00:00,YFI/BTC,0.44035058,0.46922205,0.4376913,0.45390034,1.110603351912,2.4468
1661299200000,2022-08-24 00:00:00,YFI/BTC,0.42933766,0.4386997,0.37967546,0.43761675,1.0140269912783024,2.31715763
1661212800000,2022-08-23 00:00:00,YFI/BTC,0.41817312,0.43449446,0.41752151,0.42894413,1.0720501769468034,2.49927695
1661126400000,2022-08-22 00:00:00,YFI/BTC,0.40830057,0.40830057,0.40456585,0.40479739,0.051287829313,0.1267
1661040000000,2022-08-21 00:00:00,YFI/BTC,0.40547864,0.41165357,0.40364633,0.40722012,0.9866116443536279,2.4227969
1660953600000,2022-08-20 00:00:00,YFI/BTC,0.4139738,0.42791138,0.39657513,0.40452421,0.9610167864309728,2.37567187
1660867200000,2022-08-19 00:00:00,YFI/BTC,0.4441436,0.44635689,0.41299269,0.41436908,1.1207758120659819,2.70477665
1660780800000,2022-08-18 00:00:00,YFI/BTC,0.47725042,0.48065456,0.43272615,0.44179653,1.0603492202870848,2.40008499
1660694400000,2022-08-17 00:00:00,YFI/BTC,0.46051582,0.48676728,0.46051582,0.47570124,1.1504622659637829,2.41845547
1660608000000,2022-08-16 00:00:00,YFI/BTC,0.45891965,0.46483375,0.4572558,0.46129601,1.0726972388413492,2.32539891
1660521600000,2022-08-15 00:00:00,YFI/BTC,0.46173051,0.47278889,0.45350394,0.45967942,1.1032669042870034,2.40007896
1660435200000,2022-08-14 00:00:00,YFI/BTC,0.46980759,0.47668738,0.45452183,0.46177584,1.0591568793828432,2.29366023
1660348800000,2022-08-13 00:00:00,YFI/BTC,0.47275183,0.48778419,0.46625724,0.46828632,1.1205468957280296,2.39286703
1660262400000,2022-08-12 00:00:00,YFI/BTC,0.47366683,0.47979182,0.4656283,0.47234511,1.172618458726609,2.48254599
1660176000000,2022-08-11 00:00:00,YFI/BTC,0.47938025,0.48513736,0.46546991,0.47314566,1.1088516966564024,2.34357364
1660089600000,2022-08-10 00:00:00,YFI/BTC,0.48819188,0.49143122,0.47601277,0.48009324,0.993983114121175,2.07039598
1660003200000,2022-08-09 00:00:00,YFI/BTC,0.48182016,0.4831565,0.48024517,0.48063645,0.049649745285,0.1033
1659916800000,2022-08-08 00:00:00,YFI/BTC,0.4923438,0.49478725,0.47704686,0.48236009,1.1952063886295163,2.47783018
1659830400000,2022-08-07 00:00:00,YFI/BTC,0.51173693,0.51173693,0.4891153,0.48998646,1.1862306035954928,2.42094568
1659744000000,2022-08-06 00:00:00,YFI/BTC,0.50862548,0.51701817,0.49792384,0.51353797,1.223826597256427,2.38312777
1659657600000,2022-08-05 00:00:00,YFI/BTC,0.47078736,0.50861478,0.46876069,0.5085101,1.259791551156397,2.47741697
1659571200000,2022-08-04 00:00:00,YFI/BTC,0.46927059,0.48177,0.46302096,0.47173761,1.1220065262365146,2.37845468
1659484800000,2022-08-03 00:00:00,YFI/BTC,0.46592831,0.47901682,0.45899143,0.47041511,1.1902319535170605,2.53017373
1659398400000,2022-08-02 00:00:00,YFI/BTC,0.49985007,0.50505482,0.46491134,0.469034,1.1685052812935801,2.49130187
1659312000000,2022-08-01 00:00:00,YFI/BTC,0.46440385,0.51573831,0.46440385,0.49918814,1.23555279542343,2.4751245
1659225600000,2022-07-31 00:00:00,YFI/BTC,0.49577416,0.51674689,0.46305776,0.46695355,1.221335361299515,2.6155393
1659139200000,2022-07-30 00:00:00,YFI/BTC,0.45401991,0.57082499,0.4197151,0.49703099,1.252647516699486,2.52026039
1659052800000,2022-07-29 00:00:00,YFI/BTC,0.37655751,0.47470001,0.34761841,0.43927096,1.115636092523912,2.5397447
1658966400000,2022-07-28 00:00:00,YFI/BTC,0.31079317,0.39999998,0.30746712,0.37949458,0.9495638810075031,2.50218035
1658880000000,2022-07-27 00:00:00,YFI/BTC,0.32215637,0.32242267,0.31034605,0.31158426,0.740388980127654,2.3762079
1658793600000,2022-07-26 00:00:00,YFI/BTC,0.2964096,0.32349297,0.2947877,0.32161918,0.7936728722504898,2.46774111
1658707200000,2022-07-25 00:00:00,YFI/BTC,0.30955428,0.31391595,0.29236709,0.29356899,0.70290133046,2.39433099
1658620800000,2022-07-24 00:00:00,YFI/BTC,0.28855893,0.32769168,0.28855893,0.30844569,0.7673661379445943,2.48784847
1658534400000,2022-07-23 00:00:00,YFI/BTC,0.28938705,0.29680849,0.28546168,0.28841252,0.7144612570261496,2.47721998
1658448000000,2022-07-22 00:00:00,YFI/BTC,0.2862137,0.2913335,0.27906089,0.2891809,0.7110372103479521,2.45879728
1658361600000,2022-07-21 00:00:00,YFI/BTC,0.27776654,0.2921501,0.27370004,0.27969732,0.6688817727286717,2.39144863
1658275200000,2022-07-20 00:00:00,YFI/BTC,0.28486728,0.2885012,0.27340996,0.27734912,0.6452521286059009,2.32649784
1658188800000,2022-07-19 00:00:00,YFI/BTC,0.2915059,0.29769641,0.28240001,0.28417779,0.6887044080134244,2.42349836
1658102400000,2022-07-18 00:00:00,YFI/BTC,0.29182707,0.29877843,0.28693279,0.29095046,0.6927905895073584,2.38112904
1658016000000,2022-07-17 00:00:00,YFI/BTC,0.29474435,0.29706251,0.28313226,0.29191873,0.6915643106691445,2.36903028
1657929600000,2022-07-16 00:00:00,YFI/BTC,0.29590573,0.2997102,0.28021249,0.29401392,0.7368486630167952,2.50616931
1657843200000,2022-07-15 00:00:00,YFI/BTC,0.29166014,0.30101616,0.29073307,0.29592103,0.7167154051222496,2.42198199
1657756800000,2022-07-14 00:00:00,YFI/BTC,0.29067563,0.29641006,0.27727954,0.29156406,0.6895385580753708,2.36496418
1657670400000,2022-07-13 00:00:00,YFI/BTC,0.28108586,0.29200502,0.27716994,0.28911063,0.7039593297228042,2.43491334
1657584000000,2022-07-12 00:00:00,YFI/BTC,0.27523642,0.29396014,0.27437667,0.28134946,0.6901545047052865,2.45301521
1657497600000,2022-07-11 00:00:00,YFI/BTC,0.28796703,0.28979831,0.27398617,0.27593832,0.6732376381927561,2.43981205
1657411200000,2022-07-10 00:00:00,YFI/BTC,0.29745449,0.29966002,0.29698219,0.29712832,0.042221934272,0.1421
1657324800000,2022-07-09 00:00:00,YFI/BTC,0.29200223,0.30000728,0.28865425,0.29898453,0.6479808481396848,2.16727216
1657238400000,2022-07-08 00:00:00,YFI/BTC,0.30237536,0.30480544,0.29029634,0.29096839,0.717282530612518,2.4651562
1657152000000,2022-07-07 00:00:00,YFI/BTC,0.30633934,0.30790981,0.30030002,0.30405702,0.71784426577674,2.360887
1657065600000,2022-07-06 00:00:00,YFI/BTC,0.30327442,0.309998,0.30169998,0.3058823,0.684541165992289,2.23792343
1656979200000,2022-07-05 00:00:00,YFI/BTC,0.31027201,0.314,0.30169998,0.30452175,0.7398399797834174,2.42951441
1656892800000,2022-07-04 00:00:00,YFI/BTC,0.29638143,0.32399999,0.2725,0.31426482,0.7526790520583184,2.39504712
1656806400000,2022-07-03 00:00:00,YFI/BTC,0.28406781,0.31119299,0.28204065,0.29627496,0.7117651095107903,2.40238024
1656720000000,2022-07-02 00:00:00,YFI/BTC,0.28327796,0.29,0.27623958,0.28564441,0.7275520027174412,2.54705493
1656633600000,2022-07-01 00:00:00,YFI/BTC,0.28315691,0.28879,0.272,0.28146411,0.6974259716223495,2.47785045
1656547200000,2022-06-30 00:00:00,YFI/BTC,0.28523641,0.289,0.2657,0.28204527,0.7092559856665842,2.51468846
1656460800000,2022-06-29 00:00:00,YFI/BTC,0.29601687,0.32399999,0.282,0.28731591,0.7319376398698875,2.54750125
1656374400000,2022-06-28 00:00:00,YFI/BTC,0.30077868,0.30265689,0.30020466,0.30058228,0.024226931768,0.0806
1656288000000,2022-06-27 00:00:00,YFI/BTC,0.31377786,0.32259999,0.295,0.30042128,0.7673929632085601,2.5543895
1656201600000,2022-06-26 00:00:00,YFI/BTC,0.32419999,0.32721539,0.289,0.3078859,0.783763063289829,2.54562831
1656115200000,2022-06-25 00:00:00,YFI/BTC,0.35085731,0.37,0.289,0.32165441,0.8081109530017216,2.51235776
1656028800000,2022-06-24 00:00:00,YFI/BTC,0.25368897,0.47822799,0.25068822,0.34918136,0.9218972608187319,2.64016745
1655942400000,2022-06-23 00:00:00,YFI/BTC,0.25266063,0.25673517,0.24777381,0.2531846,0.5900623419172039,2.33056174
1655856000000,2022-06-22 00:00:00,YFI/BTC,0.24694662,0.26,0.24184403,0.25667379,0.6443862823485117,2.51052623
1655769600000,2022-06-21 00:00:00,YFI/BTC,0.236245,0.255,0.22936612,0.24581418,0.6032039743001886,2.45390227
1655683200000,2022-06-20 00:00:00,YFI/BTC,0.23429883,0.25999999,0.22539993,0.23567934,0.5974369785476196,2.53495694
1655596800000,2022-06-19 00:00:00,YFI/BTC,0.23179461,0.26,0.22539993,0.23210149,0.5698974864930344,2.45538056
1655510400000,2022-06-18 00:00:00,YFI/BTC,0.23110923,0.26,0.22539993,0.23165068,0.5764323083952364,2.48836873
1655424000000,2022-06-17 00:00:00,YFI/BTC,0.2461747,0.2588,0.2254648,0.23304475,0.5303217670758426,2.27562203
1655337600000,2022-06-16 00:00:00,YFI/BTC,0.25859176,0.27529729,0.2295,0.24444067,0.5432961675503986,2.22260955
1655251200000,2022-06-15 00:00:00,YFI/BTC,0.217667,0.27839993,0.21457327,0.24617988,0.6003407200516487,2.43862626
1655164800000,2022-06-14 00:00:00,YFI/BTC,0.22026627,0.23002437,0.20965973,0.21564183,0.5184184963138515,2.40407205
1655078400000,2022-06-13 00:00:00,YFI/BTC,0.22826931,0.2898,0.2040579,0.2255075,0.55126854003405,2.44456854
1654992000000,2022-06-12 00:00:00,YFI/BTC,0.22004794,0.2898,0.21784563,0.22846455,0.6497293513474349,2.8438957
1654905600000,2022-06-11 00:00:00,YFI/BTC,0.23292419,0.23744842,0.21924068,0.22390136,0.5347655357921304,2.38839789
1654819200000,2022-06-10 00:00:00,YFI/BTC,0.2405789,0.24723144,0.2202465,0.23715382,0.559807615817028,2.3605254
1654732800000,2022-06-09 00:00:00,YFI/BTC,0.24384503,0.25234747,0.23214866,0.2442331,0.576866221562809,2.36194939
1654646400000,2022-06-08 00:00:00,YFI/BTC,0.24685111,0.26264877,0.22354746,0.24469942,0.6919696602125203,2.82783531
1654560000000,2022-06-07 00:00:00,YFI/BTC,0.26461381,0.32177793,0.15226999,0.24844873,0.6486363243246214,2.61074518
1654473600000,2022-06-06 00:00:00,YFI/BTC,0.24903486,0.41999999,0.24100081,0.26505544,0.614628525030832,2.3188678
1654387200000,2022-06-05 00:00:00,YFI/BTC,0.2513311,0.33171286,0.24530656,0.24875704,0.5934070034874913,2.38548828
1654300800000,2022-06-04 00:00:00,YFI/BTC,0.24259491,0.386,0.24197031,0.24970167,0.5943242286750906,2.38013718
1654214400000,2022-06-03 00:00:00,YFI/BTC,0.24767861,0.24771741,0.24190098,0.24279846,0.6182470688666946,2.54633851
1654128000000,2022-06-02 00:00:00,YFI/BTC,0.25176034,0.25304737,0.24516853,0.24757926,0.58775316324,2.374
1654041600000,2022-06-01 00:00:00,YFI/BTC,0.25341901,0.25580209,0.24601291,0.25081648,0.5777557616800001,2.3035
1653955200000,2022-05-31 00:00:00,YFI/BTC,0.26201294,0.26231841,0.24340729,0.25577163,0.595465034312872,2.32811213
1653868800000,2022-05-30 00:00:00,YFI/BTC,0.25350133,0.26379424,0.25008417,0.26174646,0.6164750545270686,2.35523741
1653782400000,2022-05-29 00:00:00,YFI/BTC,0.25921558,0.26231163,0.24942175,0.25220105,0.6204561432110294,2.46016479
1653696000000,2022-05-28 00:00:00,YFI/BTC,0.25793545,0.38629765,0.23880348,0.26036209,0.6199298117644132,2.38102948
1653609600000,2022-05-27 00:00:00,YFI/BTC,0.24785504,0.28378743,0.240482,0.2598848,0.624928977452864,2.40463843
1653523200000,2022-05-26 00:00:00,YFI/BTC,0.29067937,0.34097992,0.25679241,0.25747916,0.6256300775340632,2.42982802
1653436800000,2022-05-25 00:00:00,YFI/BTC,0.29919066,0.32315957,0.28050138,0.29566953,0.4708115492665455,1.59235735
1653264000000,2022-05-23 00:00:00,YFI/BTC,0.31141531,0.31975267,0.30562,0.31348828,0.0010540980717344002,0.00336248
1653177600000,2022-05-22 00:00:00,YFI/BTC,0.32348584,0.44,0.1311,0.315915,0.07931240678639999,0.25105616
1653091200000,2022-05-21 00:00:00,YFI/BTC,0.32427476,0.32427476,0.32427476,0.32427476,0.00034272923659160005,0.00105691
1653004800000,2022-05-20 00:00:00,YFI/BTC,0.31360891,0.31360891,0.31044385,0.31044385,0.004304335024635,0.0138651
1652918400000,2022-05-19 00:00:00,YFI/BTC,0.31553812,0.31553812,0.31553812,0.31553812,7.501918803e-05,0.00023775
1652832000000,2022-05-18 00:00:00,YFI/BTC,0.33294012,0.33294012,0.32377339,0.32442174,0.0010405535330934,0.00320741
1652745600000,2022-05-17 00:00:00,YFI/BTC,0.33552261,0.33738033,0.32176456,0.32176456,0.007142848249794399,0.02219899
1652659200000,2022-05-16 00:00:00,YFI/BTC,0.35119593,0.35119593,0.2,0.33562502,0.018467837206754198,0.05502521
1652572800000,2022-05-15 00:00:00,YFI/BTC,0.35922138,0.35922138,0.35119593,0.35119593,0.0063717688297458,0.01814306
1652486400000,2022-05-14 00:00:00,YFI/BTC,0.41,0.42470001,0.3547,0.3547,0.002258626737,0.00636771
1652400000000,2022-05-13 00:00:00,YFI/BTC,0.36354866,0.36354866,0.36354866,0.36354866,4.184445076600001e-06,1.151e-05
1652313600000,2022-05-12 00:00:00,YFI/BTC,0.41070936,0.41070936,0.35,0.35470001,0.012158442412781,0.0342781
1652227200000,2022-05-11 00:00:00,YFI/BTC,0.41905164,0.42577342,0.41037,0.41037,0.0491874447477,0.11986121
1652054400000,2022-05-09 00:00:00,YFI/BTC,0.43657317,0.43657317,0.43657317,0.43657317,0.0002486415175101,0.00056953
1651881600000,2022-05-07 00:00:00,YFI/BTC,0.42000042,0.42000042,0.41037,0.41037,0.0021995749926,0.00535998
1651536000000,2022-05-03 00:00:00,YFI/BTC,0.42000042,0.42000042,0.42000042,0.42000042,0.0001575169575168,0.00037504
1651449600000,2022-05-02 00:00:00,YFI/BTC,0.43964956,0.44163376,0.43964956,0.44163376,0.000259459834,0.0005875
1651276800000,2022-04-30 00:00:00,YFI/BTC,0.444444,0.444444,0.43,0.43,0.010663393699999999,0.02479859
1651190400000,2022-04-29 00:00:00,YFI/BTC,0.44898762,0.44898762,0.44898762,0.44898762,0.0062943754042848,0.01401904
1651104000000,2022-04-28 00:00:00,YFI/BTC,0.45,0.45,0.44898762,0.44898762,0.0005064400758552,0.00112796
1650844800000,2022-04-25 00:00:00,YFI/BTC,0.46441183,0.46441183,0.46161272,0.46161272,0.1023459472085536,0.22171388
1650067200000,2022-04-16 00:00:00,YFI/BTC,0.46670509,0.46670509,0.46395381,0.46395381,0.0002558380494483,0.00055143
1649980800000,2022-04-15 00:00:00,YFI/BTC,0.46810216,0.46888263,0.46293342,0.46293342,0.0133365887154354,0.02880887
1649894400000,2022-04-14 00:00:00,YFI/BTC,0.45,0.45,0.45,0.45,7.207200000000001e-05,0.00016016
1649808000000,2022-04-13 00:00:00,YFI/BTC,0.46674314,0.47605895,0.46674314,0.47605895,0.00015859427860299998,0.00033314
1649721600000,2022-04-12 00:00:00,YFI/BTC,0.46420547,0.46547504,0.46420547,0.46547504,0.0003857717489008,0.00082877
1649635200000,2022-04-11 00:00:00,YFI/BTC,0.46537091,0.49410066,0.45,0.48027144,0.0031659445297656,0.00659199
1649462400000,2022-04-09 00:00:00,YFI/BTC,0.48358954,0.48358954,0.48358953,0.48358953,0.001005624427635,0.0020795
1649376000000,2022-04-08 00:00:00,YFI/BTC,0.48000002,0.48000002,0.46110517,0.46110517,0.0013808808747024,0.00299472
1649116800000,2022-04-05 00:00:00,YFI/BTC,0.50582565,0.50582565,0.50570345,0.50571714,0.00430466429568,0.008512
