https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EWT,Volume BTC
1663459200,2022-09-18 00:00:00,EWT/BTC,0.0001996,0.00020068,0.0001996,0.00020012,230.8013,0.046223582679
1663372800,2022-09-17 00:00:00,EWT/BTC,0.00020145,0.00020613,0.00019495,0.0001996,15394.8613,3.09340800024
1663286400,2022-09-16 00:00:00,EWT/BTC,0.00020589,0.000215,0.00019675,0.00020162,24209.2335,4.9076490088
1663200000,2022-09-15 00:00:00,EWT/BTC,0.0002136,0.00021501,0.00020513,0.00020591,15896.8471,3.358297273444
1663113600,2022-09-14 00:00:00,EWT/BTC,0.00020995,0.00022,0.00020974,0.00021353,28642.0264,6.156199626898
1663027200,2022-09-13 00:00:00,EWT/BTC,0.00020281,0.00021859,0.00019079,0.00020985,29462.1385,5.96391920509
1662940800,2022-09-12 00:00:00,EWT/BTC,0.00020562,0.0002083,0.00019954,0.00020281,21223.8349,4.317304196457
1662854400,2022-09-11 00:00:00,EWT/BTC,0.00021087,0.00021235,0.00020511,0.00020605,9051.2356,1.89834642788
1662768000,2022-09-10 00:00:00,EWT/BTC,0.00022205,0.00023338,0.00020762,0.00021087,27030.3172,5.789357353853
1662681600,2022-09-09 00:00:00,EWT/BTC,0.00024468,0.00025668,0.00021814,0.00022202,27287.3068,6.31220035013
1662595200,2022-09-08 00:00:00,EWT/BTC,0.00020285,0.00025338,0.00020184,0.00024494,32830.6647,7.16421314798
1662508800,2022-09-07 00:00:00,EWT/BTC,0.00020485,0.00021263,0.00019593,0.00020288,23435.1663,4.797314549492
1662422400,2022-09-06 00:00:00,EWT/BTC,0.0002063,0.00021993,0.00020137,0.00020485,30481.1527,6.389547444369
1662336000,2022-09-05 00:00:00,EWT/BTC,0.00020176,0.00020691,0.00019686,0.00020661,15744.889,3.179749455647
1662249600,2022-09-04 00:00:00,EWT/BTC,0.0002029,0.00020875,0.00019954,0.0002017,11613.5418,2.355548766158
1662163200,2022-09-03 00:00:00,EWT/BTC,0.00019015,0.0002115,0.00018946,0.0002029,24634.9062,4.94913258156
1662076800,2022-09-02 00:00:00,EWT/BTC,0.00019287,0.00019363,0.00017884,0.00018992,25528.4413,4.720903570909
1661990400,2022-09-01 00:00:00,EWT/BTC,0.0001889,0.00020169,0.0001866,0.00019285,25764.8048,5.002637819688
1661904000,2022-08-31 00:00:00,EWT/BTC,0.00019816,0.00020389,0.00018405,0.00018888,30233.4377,5.861738970725
1661817600,2022-08-30 00:00:00,EWT/BTC,0.00020753,0.00021578,0.0001969,0.00019821,34334.1758,7.035230972896
1661731200,2022-08-29 00:00:00,EWT/BTC,0.00020954,0.00022143,0.00020154,0.00020757,28656.3213,6.039286448152
1661644800,2022-08-28 00:00:00,EWT/BTC,0.00020624,0.00022634,0.00020063,0.00020945,27636.2228,5.853607725647
1661558400,2022-08-27 00:00:00,EWT/BTC,0.0002046,0.00021556,0.00019547,0.00020624,36297.0299,7.447111841316
1661472000,2022-08-26 00:00:00,EWT/BTC,0.00021919,0.00022601,0.00020266,0.00020443,45570.0077,9.644647785356
1661385600,2022-08-25 00:00:00,EWT/BTC,0.00022349,0.00024007,0.00020937,0.00021916,36318.7938,8.088570809732
1661299200,2022-08-24 00:00:00,EWT/BTC,0.00020516,0.00023312,0.00020504,0.00022349,52107.1715,11.465208814717
1661212800,2022-08-23 00:00:00,EWT/BTC,0.00022407,0.00022412,0.00019828,0.00020533,47770.461,10.183379298813
1661126400,2022-08-22 00:00:00,EWT/BTC,0.00023963,0.00025088,0.0002101,0.00022407,70003.26,15.901558948312
1661040000,2022-08-21 00:00:00,EWT/BTC,0.00018649,0.00025431,0.00018531,0.00023967,111972.3963,23.707662414606
1660953600,2022-08-20 00:00:00,EWT/BTC,0.00014942,0.0001943,0.00014658,0.00018551,65878.1877,11.164165821301
1660867200,2022-08-19 00:00:00,EWT/BTC,0.00015729,0.0001593,0.00014766,0.00014936,38097.9811,5.865852242248
1660780800,2022-08-18 00:00:00,EWT/BTC,0.00015806,0.00016141,0.00015659,0.00015727,11693.709,1.854826250367
1660694400,2022-08-17 00:00:00,EWT/BTC,0.00016268,0.00016654,0.00015293,0.00015811,26238.6735,4.20894514979
1660608000,2022-08-16 00:00:00,EWT/BTC,0.00016263,0.00016378,0.00015097,0.00016265,17684.3278,2.81214849854
1660521600,2022-08-15 00:00:00,EWT/BTC,0.0001625,0.00017184,0.00015967,0.00016278,17297.7878,2.861127240299
1660435200,2022-08-14 00:00:00,EWT/BTC,0.00017047,0.00018016,0.00016178,0.00016239,19325.8212,3.326359006324
1660348800,2022-08-13 00:00:00,EWT/BTC,0.00016709,0.00017123,0.00015261,0.00017019,26881.8972,4.322932435424
1660262400,2022-08-12 00:00:00,EWT/BTC,0.00015237,0.00020014,0.00015,0.00016776,97736.7914,16.590493557487
1660176000,2022-08-11 00:00:00,EWT/BTC,0.0001156,0.00016936,0.0001074,0.00015237,111846.16676185,15.7635947412200885
1660089600,2022-08-10 00:00:00,EWT/BTC,0.0001091,0.00011732,0.000104,0.0001156,12893.712,1.41301488094
1660003200,2022-08-09 00:00:00,EWT/BTC,0.0001098,0.00011491,0.0001071,0.00010915,6197.1121,0.682064041996
1659916800,2022-08-08 00:00:00,EWT/BTC,0.00010623,0.00011086,0.0001032,0.00010981,12086.3289,1.293638959985
1659830400,2022-08-07 00:00:00,EWT/BTC,0.00010638,0.00010698,0.00010487,0.00010658,4133.7228,0.439470010166
1659744000,2022-08-06 00:00:00,EWT/BTC,0.00010726,0.00010747,0.00010193,0.0001061,6870.2243,0.720305763848
1659657600,2022-08-05 00:00:00,EWT/BTC,0.00010756,0.0001096,0.0001058,0.00010695,6322.8744,0.678834311237
1659571200,2022-08-04 00:00:00,EWT/BTC,0.00010958,0.00011079,0.00010585,0.00010756,4369.3692,0.473229981446
1659484800,2022-08-03 00:00:00,EWT/BTC,0.00010515,0.00011328,0.00010353,0.00010955,15978.0972,1.724496739084
1659398400,2022-08-02 00:00:00,EWT/BTC,0.0001046,0.00010649,0.00010292,0.00010538,8911.3951,0.937575317173
1659312000,2022-08-01 00:00:00,EWT/BTC,0.00010137,0.00010699,0.00010092,0.00010461,10270.6509,1.072991343299
1659225600,2022-07-31 00:00:00,EWT/BTC,0.00010375,0.00010563,0.00010044,0.00010168,7983.1337,0.815474195049
1659139200,2022-07-30 00:00:00,EWT/BTC,0.00010731,0.00010812,0.00008994,0.00010388,65841.0128,6.628338578022
1659052800,2022-07-29 00:00:00,EWT/BTC,0.00011162,0.0001155,0.0001058,0.00010735,7978.9924,0.884781345954
1658966400,2022-07-28 00:00:00,EWT/BTC,0.00010699,0.00011448,0.00010499,0.000111,18351.9715,1.99512090701
1658880000,2022-07-27 00:00:00,EWT/BTC,0.00010881,0.0001122,0.00010377,0.00010678,12607.7794,1.368043469514
1658793600,2022-07-26 00:00:00,EWT/BTC,0.00011336,0.0001185,0.00010845,0.00010895,10778.2336,1.211615097875
1658707200,2022-07-25 00:00:00,EWT/BTC,0.00011254,0.00011929,0.00010886,0.00011317,16355.3998,1.859999295766
1658620800,2022-07-24 00:00:00,EWT/BTC,0.00010895,0.00011645,0.0001071,0.00011255,6219.3666,0.694349499128
1658534400,2022-07-23 00:00:00,EWT/BTC,0.00010972,0.00012,0.00010701,0.00010894,8897.8694,0.995123198537
1658448000,2022-07-22 00:00:00,EWT/BTC,0.00011711,0.00011775,0.00010933,0.00011023,4192.5023,0.472931962538
1658361600,2022-07-21 00:00:00,EWT/BTC,0.00011097,0.00011866,0.00010324,0.00011724,27343.9178,2.988569015781
1658275200,2022-07-20 00:00:00,EWT/BTC,0.00011008,0.0001159,0.00010711,0.00011105,19555.4686,2.181921813086
1658188800,2022-07-19 00:00:00,EWT/BTC,0.00011346,0.00012,0.00010747,0.00010938,15297.26231176,1.7334170598464848
1658102400,2022-07-18 00:00:00,EWT/BTC,0.00011447,0.00011561,0.00010456,0.00011291,10145.50873944,1.1160191106142412
1658016000,2022-07-17 00:00:00,EWT/BTC,0.00012111,0.00012128,0.00010939,0.00011516,14535.15100596,1.6588484248181868
1657929600,2022-07-16 00:00:00,EWT/BTC,0.00011289,0.00012702,0.00011037,0.00012111,15241.832472,1.7918300797551823
1657843200,2022-07-15 00:00:00,EWT/BTC,0.00010811,0.00011716,0.00010695,0.00011258,6971.74063428,0.7796691301542283
1657756800,2022-07-14 00:00:00,EWT/BTC,0.00010842,0.00011149,0.00010581,0.00010812,10727.85164158,1.1644397432574588
1657670400,2022-07-13 00:00:00,EWT/BTC,0.00011404,0.00011533,0.00010777,0.00010777,5104.70390175,0.570607356309931
1657584000,2022-07-12 00:00:00,EWT/BTC,0.00012102,0.00012226,0.00011106,0.00011397,13181.82675741,1.5254648241531851
1657497600,2022-07-11 00:00:00,EWT/BTC,0.0001175,0.00012194,0.00011634,0.00012175,9547.69398286,1.1422970853818838
1657411200,2022-07-10 00:00:00,EWT/BTC,0.0001171,0.00012147,0.0001134,0.00011764,10854.91512995,1.272973640255135
1657324800,2022-07-09 00:00:00,EWT/BTC,0.00011207,0.00012509,0.00011129,0.0001171,14287.47826606,1.679244198642318
1657238400,2022-07-08 00:00:00,EWT/BTC,0.00011021,0.0001127,0.00010737,0.00011206,7574.74421415,0.8315861672695292
1657152000,2022-07-07 00:00:00,EWT/BTC,0.00011835,0.00012313,0.00010958,0.00011012,10681.8852703,1.2549579346309418
1657065600,2022-07-06 00:00:00,EWT/BTC,0.00011411,0.00011947,0.00011404,0.00011888,5728.90520593,0.668231180085532
1656979200,2022-07-05 00:00:00,EWT/BTC,0.00012062,0.00012143,0.0001129,0.00011473,8310.78294721,0.9797091848068808
