https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TCP,Volume USDT
1663459200,2022-09-18 00:00:00,TCP/USDT,0.00851,0.00876,0.00851,0.00876,520923.7594,4494.778410945
1663372800,2022-09-17 00:00:00,TCP/USDT,0.00811,0.00851,0.00811,0.00851,24330647.8124,201021.124470842
1663286400,2022-09-16 00:00:00,TCP/USDT,0.00849,0.00858,0.00784,0.0081,27478672.6089,226407.357060392
1663200000,2022-09-15 00:00:00,TCP/USDT,0.00855,0.00862,0.0083,0.00851,24304671.4279,204789.909601199
1663113600,2022-09-14 00:00:00,TCP/USDT,0.00884,0.00885,0.00844,0.00854,23417198.7576,202356.834702738
1663027200,2022-09-13 00:00:00,TCP/USDT,0.00939,0.0097,0.00879,0.0088,26707498.4922,241681.390090409
1662940800,2022-09-12 00:00:00,TCP/USDT,0.00923,0.00959,0.00902,0.00938,25262022.1389,233327.247526813
1662854400,2022-09-11 00:00:00,TCP/USDT,0.00923,0.00932,0.00896,0.00919,25376207.2701,232578.531574473
1662768000,2022-09-10 00:00:00,TCP/USDT,0.00909,0.00928,0.00889,0.00921,26755577.84,244219.130537486
1662681600,2022-09-09 00:00:00,TCP/USDT,0.00881,0.00946,0.00871,0.00911,25769270.5019,234774.696070416
1662595200,2022-09-08 00:00:00,TCP/USDT,0.00887,0.00903,0.00872,0.00881,27867274.6256,247210.575351901
1662508800,2022-09-07 00:00:00,TCP/USDT,0.00869,0.00898,0.00862,0.00888,31450318.0332,277533.056698109
1662422400,2022-09-06 00:00:00,TCP/USDT,0.00895,0.0093,0.00855,0.00865,25517770.2908,227904.166629389
1662336000,2022-09-05 00:00:00,TCP/USDT,0.00913,0.0095,0.00888,0.00895,26494929.7861,240727.626694589
1662249600,2022-09-04 00:00:00,TCP/USDT,0.00894,0.0092,0.00883,0.00916,31489589.494,283188.77726879
1662163200,2022-09-03 00:00:00,TCP/USDT,0.00923,0.00941,0.00885,0.00896,24447813.4153,222580.688033164
1662076800,2022-09-02 00:00:00,TCP/USDT,0.00957,0.00975,0.0092,0.00926,27312776.8165,259218.777117494
1661990400,2022-09-01 00:00:00,TCP/USDT,0.00929,0.00975,0.0091,0.00959,28446697.4223,266179.152054605
1661904000,2022-08-31 00:00:00,TCP/USDT,0.00917,0.00949,0.00884,0.0093,24604663.1338,223984.314212149
1661817600,2022-08-30 00:00:00,TCP/USDT,0.00888,0.0097,0.00875,0.00918,28820979.0571,262405.087635159
1661731200,2022-08-29 00:00:00,TCP/USDT,0.00889,0.00905,0.00869,0.00888,28370332.2681,252722.105934171
1661644800,2022-08-28 00:00:00,TCP/USDT,0.00906,0.00929,0.00882,0.00886,27639427.7686,250312.856533779
1661558400,2022-08-27 00:00:00,TCP/USDT,0.00889,0.00937,0.00884,0.00908,26972819.088,245054.632064779
1661472000,2022-08-26 00:00:00,TCP/USDT,0.01014,0.01016,0.00867,0.00886,27404179.2831,259263.475839146
1661385600,2022-08-25 00:00:00,TCP/USDT,0.01017,0.01027,0.0096,0.01012,26120323.1669,261314.852378478
1661299200,2022-08-24 00:00:00,TCP/USDT,0.00973,0.01053,0.0095,0.01017,27473810.46,274203.557982042
1661212800,2022-08-23 00:00:00,TCP/USDT,0.00952,0.01,0.00938,0.0097,27870046.4994,268007.914554673
1661126400,2022-08-22 00:00:00,TCP/USDT,0.00954,0.00985,0.00892,0.00952,28347955.665,266916.814208439
1661040000,2022-08-21 00:00:00,TCP/USDT,0.00916,0.00958,0.00903,0.00953,27050394.7848,251780.403240323
1660953600,2022-08-20 00:00:00,TCP/USDT,0.00912,0.0098,0.00899,0.00918,26222042.6916,244410.542535632
1660867200,2022-08-19 00:00:00,TCP/USDT,0.01017,0.01019,0.00846,0.00912,27752634.4767,258770.374171314
1660780800,2022-08-18 00:00:00,TCP/USDT,0.00993,0.01099,0.00971,0.01014,26878944.2391,272289.925732273
1660694400,2022-08-17 00:00:00,TCP/USDT,0.00993,0.01349,0.00941,0.00988,30426561.7982,314309.684415887
1660608000,2022-08-16 00:00:00,TCP/USDT,0.01102,0.01119,0.00984,0.00991,23267433.72574808,244523.9531524495112
1660521600,2022-08-15 00:00:00,TCP/USDT,0.01062,0.0125,0.01058,0.01102,27865669.5024,319629.673823333
1660435200,2022-08-14 00:00:00,TCP/USDT,0.01087,0.01126,0.01008,0.01062,26193460.3248,280001.327348379
1660348800,2022-08-13 00:00:00,TCP/USDT,0.01002,0.01168,0.01002,0.01087,23424666.3147,253259.837403576
1660262400,2022-08-12 00:00:00,TCP/USDT,0.01009,0.01045,0.00968,0.01002,25679744.534,255417.375787438
1660176000,2022-08-11 00:00:00,TCP/USDT,0.01029,0.01107,0.01003,0.01011,23815528.0929,253136.105859819
1660089600,2022-08-10 00:00:00,TCP/USDT,0.00944,0.01153,0.00942,0.01025,25756012.2623,261768.701634935
1660003200,2022-08-09 00:00:00,TCP/USDT,0.00992,0.0101,0.0092,0.00944,25998602.4167,251965.462471915
1659916800,2022-08-08 00:00:00,TCP/USDT,0.00996,0.0107,0.00973,0.00994,23726262.2487,241487.696281116
1659830400,2022-08-07 00:00:00,TCP/USDT,0.00998,0.01023,0.00935,0.00992,25090843.3996,245898.952401297
1659744000,2022-08-06 00:00:00,TCP/USDT,0.00951,0.0104,0.00929,0.00991,26180904.1701,252733.987600326
1659657600,2022-08-05 00:00:00,TCP/USDT,0.00916,0.00999,0.00908,0.00953,25077154.5476,234527.403284126
1659571200,2022-08-04 00:00:00,TCP/USDT,0.00973,0.00974,0.00905,0.00919,28699583.159,266708.814515582
1659484800,2022-08-03 00:00:00,TCP/USDT,0.00974,0.0105,0.00948,0.00973,22854876.3022,225587.890116201
1659398400,2022-08-02 00:00:00,TCP/USDT,0.00965,0.0099,0.00927,0.0097,23413041.6282,223450.442633914
1659312000,2022-08-01 00:00:00,TCP/USDT,0.00968,0.0097,0.00909,0.00956,15858530.1351,148802.028308081
1659225600,2022-07-31 00:00:00,TCP/USDT,0.00968,0.011,0.0094,0.00964,23989067.5168,242602.209341404
1659139200,2022-07-30 00:00:00,TCP/USDT,0.00963,0.0124,0.00955,0.00968,28032410.2559,292445.08948078
1659052800,2022-07-29 00:00:00,TCP/USDT,0.00911,0.0127,0.009,0.0097,31320643.397,299149.565093728
1658966400,2022-07-28 00:00:00,TCP/USDT,0.00874,0.00931,0.0081,0.00913,29572162.1911,257356.369651747
1658880000,2022-07-27 00:00:00,TCP/USDT,0.00869,0.00959,0.0085,0.00877,21455904.5849,186511.644802661
1658793600,2022-07-26 00:00:00,TCP/USDT,0.00817,0.01069,0.008,0.00869,18548324.0492,157356.347268334
1658707200,2022-07-25 00:00:00,TCP/USDT,0.00875,0.0088,0.00801,0.00819,31867315.3942,267185.025935798
1658620800,2022-07-24 00:00:00,TCP/USDT,0.00849,0.00905,0.00843,0.00874,33039559.4578,287104.467502582
1658534400,2022-07-23 00:00:00,TCP/USDT,0.00929,0.00941,0.00823,0.00849,31581590.2795,283336.599327839
1658448000,2022-07-22 00:00:00,TCP/USDT,0.00934,0.00964,0.00921,0.00927,28099564.3522,264158.261832613
1658361600,2022-07-21 00:00:00,TCP/USDT,0.00988,0.00993,0.00897,0.00931,26318393.0637,247181.249021074
1658275200,2022-07-20 00:00:00,TCP/USDT,0.01074,0.0109,0.00971,0.00992,22059949.253,223372.767847138
1658188800,2022-07-19 00:00:00,TCP/USDT,0.01023,0.01078,0.00974,0.01078,24836159.61285358,251638.2178106001135
1658102400,2022-07-18 00:00:00,TCP/USDT,0.0098,0.0107,0.0096,0.01021,27067004.5111716,270061.3705592844371
1658016000,2022-07-17 00:00:00,TCP/USDT,0.01021,0.01024,0.00958,0.00978,27947658.46116302,277358.2997918598241
1657929600,2022-07-16 00:00:00,TCP/USDT,0.01039,0.01041,0.00981,0.01017,27355449.94708219,277109.5894738411548
1657843200,2022-07-15 00:00:00,TCP/USDT,0.0104,0.01099,0.01001,0.01039,27412395.70200765,284306.2698267178798
1657756800,2022-07-14 00:00:00,TCP/USDT,0.00941,0.01072,0.00922,0.01031,29000190.30062281,274831.3036284284516
1657670400,2022-07-13 00:00:00,TCP/USDT,0.00953,0.00957,0.00901,0.00935,28826200.60224832,269077.1060763491568
1657584000,2022-07-12 00:00:00,TCP/USDT,0.00984,0.01008,0.00951,0.00954,28468857.3982637,278255.3348109103857
1657497600,2022-07-11 00:00:00,TCP/USDT,0.00962,0.01107,0.00946,0.00982,27689322.97680436,274063.0441685214399
1657411200,2022-07-10 00:00:00,TCP/USDT,0.01017,0.011,0.00946,0.0096,28815800.81726592,285970.2480405143639
1657324800,2022-07-09 00:00:00,TCP/USDT,0.00983,0.014,0.00975,0.01014,34620344.81790382,380210.2093862615086
1657238400,2022-07-08 00:00:00,TCP/USDT,0.0093,0.01045,0.00921,0.00986,29504283.54966154,289690.830820685215
1657152000,2022-07-07 00:00:00,TCP/USDT,0.00898,0.014,0.0088,0.00926,42996859.84846712,426341.4219141067484
1657065600,2022-07-06 00:00:00,TCP/USDT,0.00859,0.00941,0.00857,0.0089,32407730.89042771,284457.3631972496246
