https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHSV,Volume USDT
1655596800,2022-06-19 00:00:00,BCHSV/USDT,56.223,63.201,55.248,61.166,24348.58254933,1448470.74491682575
1655510400,2022-06-18 00:00:00,BCHSV/USDT,54.537,57,50.401,56.282,19646.83710146,1058269.90434335206
1655424000,2022-06-17 00:00:00,BCHSV/USDT,50.969,57.335,50.486,54.537,23455.42925079,1237218.34065912081
1655337600,2022-06-16 00:00:00,BCHSV/USDT,56.859,63,49.967,50.952,22877.11502326,1220755.88352213902
1655251200,2022-06-15 00:00:00,BCHSV/USDT,61.137,61.998,48.323,56.833,35791.82715894,1878132.02336614985
1655164800,2022-06-14 00:00:00,BCHSV/USDT,46.752,67.969,44.323,61.137,53544.38925044,2865765.24295823069
1655078400,2022-06-13 00:00:00,BCHSV/USDT,48.267,48.808,42.227,46.704,59140.52995117,2703876.57401135843
1654992000,2022-06-12 00:00:00,BCHSV/USDT,53.127,53.189,48.222,48.222,21672.24063696,1090547.9707287255
1654905600,2022-06-11 00:00:00,BCHSV/USDT,57.29,57.705,50.736,53.052,38640.61340693,2066995.66454323314
1654819200,2022-06-10 00:00:00,BCHSV/USDT,55.87,62.118,54.938,57.217,33738.29187729,1963982.17444530644
1654732800,2022-06-09 00:00:00,BCHSV/USDT,56.895,57.916,55.282,55.829,17002.09550923,964818.1980636758
1654646400,2022-06-08 00:00:00,BCHSV/USDT,57.451,58.433,55.747,56.823,19093.34803322,1086808.34861415921
1654560000,2022-06-07 00:00:00,BCHSV/USDT,57.682,59.114,54.037,57.429,22728.92956118,1279719.48587948328
1654473600,2022-06-06 00:00:00,BCHSV/USDT,56.444,59.337,56.301,57.652,17202.05640243,997690.33836796007
1654387200,2022-06-05 00:00:00,BCHSV/USDT,57.02,57.612,55.612,56.394,13735.0637149,776092.30174880427
1654300800,2022-06-04 00:00:00,BCHSV/USDT,55.317,57.521,53.588,56.947,12791.10015969,708525.85054815654
1654214400,2022-06-03 00:00:00,BCHSV/USDT,53.831,59.037,53.735,55.247,23986.31796326,1331057.21478571847
1654128000,2022-06-02 00:00:00,BCHSV/USDT,51.834,54.172,51.119,53.824,26579.69853952,1391613.47897553008
1654041600,2022-06-01 00:00:00,BCHSV/USDT,54.289,55.736,50.548,51.867,32644.30295554,1748696.35336611547
1653955200,2022-05-31 00:00:00,BCHSV/USDT,55.626,59.719,53.046,54.274,25499.08183378,1393758.22998630153
1653868800,2022-05-30 00:00:00,BCHSV/USDT,52.542,56.45,52.229,55.606,20328.18753235,1103241.46164953844
1653782400,2022-05-29 00:00:00,BCHSV/USDT,49.228,53.519,49.228,52.561,22346.45038142,1149412.46632024248
1653696000,2022-05-28 00:00:00,BCHSV/USDT,48.023,49.62,47.48,49.2,12828.60366074,626524.6054159267
1653609600,2022-05-27 00:00:00,BCHSV/USDT,49.005,49.299,46.969,48.019,23185.07005045,1115035.26003781941
1653523200,2022-05-26 00:00:00,BCHSV/USDT,53.316,53.508,47.417,49.027,25022.8822891,1256994.20695990607
1653436800,2022-05-25 00:00:00,BCHSV/USDT,53.078,55.094,51.394,53.263,24592.4317712,1302813.64679399562
1653350400,2022-05-24 00:00:00,BCHSV/USDT,51.003,53.811,49.102,53.128,24545.84396495,1255540.3900570454
1653264000,2022-05-23 00:00:00,BCHSV/USDT,50.653,54.146,49.95,51.024,27303.97747559,1419806.52732211777
1653177600,2022-05-22 00:00:00,BCHSV/USDT,48.746,51.212,48.378,50.653,13936.52151528,696737.09485477579
1653091200,2022-05-21 00:00:00,BCHSV/USDT,49.1,49.199,47.227,48.756,13668.95601968,660531.75762732546
1653004800,2022-05-20 00:00:00,BCHSV/USDT,51.121,52.249,48.056,49.07,21793.97962547,1096931.31210222108
1652918400,2022-05-19 00:00:00,BCHSV/USDT,50.227,53.166,49.214,51.12,18555.1688607,948225.35999573036
1652832000,2022-05-18 00:00:00,BCHSV/USDT,55.732,57.599,50.088,50.153,19204.44474565,1030507.69406655028
1652745600,2022-05-17 00:00:00,BCHSV/USDT,53.665,56.228,53.12,55.707,13651.60700006,749177.29376640451
1652659200,2022-05-16 00:00:00,BCHSV/USDT,55.005,55.384,51.123,53.683,12474.53194601,661648.71209404695
1652572800,2022-05-15 00:00:00,BCHSV/USDT,54.023,55.06,51.633,54.965,9311.51001483,495658.46613437933
1652486400,2022-05-14 00:00:00,BCHSV/USDT,52.041,58.025,48.882,53.985,19558.11146411,1021799.94384186512
1652400000,2022-05-13 00:00:00,BCHSV/USDT,49.691,54.929,48.837,51.994,14250.63972497,755618.99308135951
1652313600,2022-05-12 00:00:00,BCHSV/USDT,53.001,54.268,44.561,49.549,35411.74407122,1732653.0819316806
1652227200,2022-05-11 00:00:00,BCHSV/USDT,63.344,64.202,49.817,52.801,47352.2949004,2694486.54537043183
1652140800,2022-05-10 00:00:00,BCHSV/USDT,60.148,65.686,59.177,63.324,35674.9051858,2250358.57498193442
1652054400,2022-05-09 00:00:00,BCHSV/USDT,70.158,70.869,59.284,60.245,28170.80879978,1793676.40320059248
1651968000,2022-05-08 00:00:00,BCHSV/USDT,70.271,70.982,68.388,70.157,982.91987632,68864.10182648429
1651881600,2022-05-07 00:00:00,BCHSV/USDT,72.459,72.505,69.243,70.462,872.0288201,62461.23461039613
1651795200,2022-05-06 00:00:00,BCHSV/USDT,73.723,73.821,70.621,72.454,9304.74480696,677388.08751601719
1651708800,2022-05-05 00:00:00,BCHSV/USDT,78.676,79.828,71.254,73.782,25288.62667216,1906353.50174405846
1651622400,2022-05-04 00:00:00,BCHSV/USDT,72.69,78.896,72.26,78.676,16789.63642781,1256417.71523471477
1651536000,2022-05-03 00:00:00,BCHSV/USDT,74.016,75.18,71.043,72.664,11932.32418927,873610.05982221664
1651449600,2022-05-02 00:00:00,BCHSV/USDT,73.993,77.079,72.311,74.006,15144.3083462,1123288.89515392443
1651363200,2022-05-01 00:00:00,BCHSV/USDT,71.344,74.678,70.63,73.956,23778.24771675,1732864.08021823088
1651276800,2022-04-30 00:00:00,BCHSV/USDT,75.851,76.034,69.149,71.284,19022.92734675,1394723.44461533913
1651190400,2022-04-29 00:00:00,BCHSV/USDT,78.143,79.562,74.966,75.841,18859.67522712,1458508.47974004375
1651104000,2022-04-28 00:00:00,BCHSV/USDT,77.902,79.644,77.361,78.125,16121.70037883,1266210.93993420086
1651017600,2022-04-27 00:00:00,BCHSV/USDT,76.475,78.64,75.821,77.942,12703.99518072,984814.73817020266
1650931200,2022-04-26 00:00:00,BCHSV/USDT,80.738,81.294,75.821,76.52,14964.39915792,1179181.38086211852
1650844800,2022-04-25 00:00:00,BCHSV/USDT,79.887,80.97,76.688,80.732,19952.92106408,1570639.37375078626
1650758400,2022-04-24 00:00:00,BCHSV/USDT,78.864,81.32,78.764,79.942,11816.82922873,945550.75134945904
1650672000,2022-04-23 00:00:00,BCHSV/USDT,79.381,80.6,78.669,78.813,10874.82591782,868031.44946207542
1650585600,2022-04-22 00:00:00,BCHSV/USDT,81.867,83.763,78.985,79.343,15038.80993725,1228190.0056128664
1650499200,2022-04-21 00:00:00,BCHSV/USDT,85.421,87.131,80.748,81.79,13416.80059383,1134507.92010589706
1650412800,2022-04-20 00:00:00,BCHSV/USDT,86.224,87.227,84.668,85.393,11131.06115076,953948.52032589643
1650326400,2022-04-19 00:00:00,BCHSV/USDT,84.708,86.367,83.773,86.27,9685.48923602,824251.70637155568
1650240000,2022-04-18 00:00:00,BCHSV/USDT,83.598,84.799,80.888,84.681,9522.71147392,786019.82670069891
1650153600,2022-04-17 00:00:00,BCHSV/USDT,87.285,87.799,83.013,83.605,7520.28243281,646524.73344025233
1650067200,2022-04-16 00:00:00,BCHSV/USDT,85.597,87.953,84.929,87.254,6994.69516385,602167.55671664024
1649980800,2022-04-15 00:00:00,BCHSV/USDT,84.872,86.191,84.255,85.705,7425.9457986,633507.01507076023
1649894400,2022-04-14 00:00:00,BCHSV/USDT,86.833,87.941,83.412,84.806,9218.89901214,786417.83753809982
1649808000,2022-04-13 00:00:00,BCHSV/USDT,82.821,87.624,81.984,86.831,14942.00460727,1266183.93698665593
1649721600,2022-04-12 00:00:00,BCHSV/USDT,79.874,83.759,79.479,82.864,14829.44286115,1212703.87958449435
1649635200,2022-04-11 00:00:00,BCHSV/USDT,85.221,86.018,79.151,79.912,16584.73709496,1368161.2167283257
1649548800,2022-04-10 00:00:00,BCHSV/USDT,86.785,88.036,85.017,85.144,9250.01558031,802207.18568909593
1649462400,2022-04-09 00:00:00,BCHSV/USDT,85.903,87.128,85.605,86.765,8808.59362831,761534.7901465394
1649376000,2022-04-08 00:00:00,BCHSV/USDT,89.81,90.915,85.481,85.903,12610.3803755,1114984.94972432603
1649289600,2022-04-07 00:00:00,BCHSV/USDT,89.019,91.387,87.343,89.789,13710.91399111,1222550.47221570615
1649203200,2022-04-06 00:00:00,BCHSV/USDT,95.472,96.813,88.321,89.053,16359.2964218,1512688.55539749017
1649116800,2022-04-05 00:00:00,BCHSV/USDT,97.974,99.727,95.359,95.518,6150.97189801,600573.98224739433
1649030400,2022-04-04 00:00:00,BCHSV/USDT,100.301,100.48,95.331,97.94,9606.99678611,940659.25722649562
1648944000,2022-04-03 00:00:00,BCHSV/USDT,99.095,101.914,96.332,100.301,15281.77944487,1516028.26011169972
1648857600,2022-04-02 00:00:00,BCHSV/USDT,95.809,100.402,95.139,99.143,13195.76500617,1290274.40608458852
1648771200,2022-04-01 00:00:00,BCHSV/USDT,94.591,96.897,91.55,95.708,14223.41806521,1345224.12591054528
1648684800,2022-03-31 00:00:00,BCHSV/USDT,98.067,100.028,93.225,94.54,10835.3294531,1042501.81637752269
1648598400,2022-03-30 00:00:00,BCHSV/USDT,97.74,100.608,95.549,97.938,11369.68384475,1119103.07706550885
1648512000,2022-03-29 00:00:00,BCHSV/USDT,95.322,100.464,94.316,97.782,11686.91406315,1140550.58646213919
1648425600,2022-03-28 00:00:00,BCHSV/USDT,95.104,99.452,94.381,95.321,12448.88955457,1212079.39536840635
1648339200,2022-03-27 00:00:00,BCHSV/USDT,90.265,95.094,89.433,95.047,9393.76651095,864625.1556293212
1648252800,2022-03-26 00:00:00,BCHSV/USDT,89.79,90.563,88.483,90.265,7564.22397889,676556.96412554775
1648166400,2022-03-25 00:00:00,BCHSV/USDT,91.084,93.658,88.896,89.756,9096.0867043,830181.58847746325
1648080000,2022-03-24 00:00:00,BCHSV/USDT,90.862,91.746,87.783,91.085,8733.41422134,786997.28230319817
1647993600,2022-03-23 00:00:00,BCHSV/USDT,91.701,93.671,88.603,90.827,10442.02996454,944834.91816111154
1647907200,2022-03-22 00:00:00,BCHSV/USDT,84.98,92.263,84.574,91.67,18490.95044409,1654817.09119454019
1647820800,2022-03-21 00:00:00,BCHSV/USDT,85.075,87.302,83.22,84.925,13313.97352519,1136015.98833528111
1647734400,2022-03-20 00:00:00,BCHSV/USDT,83.409,87.949,80.687,85.048,12172.72026348,1016023.39949877299
1647648000,2022-03-19 00:00:00,BCHSV/USDT,80.712,83.371,80.686,83.362,5280.8206127,432514.05725902263
1647561600,2022-03-18 00:00:00,BCHSV/USDT,78.002,80.746,76.771,80.599,4621.89491721,364111.2437563542
1647475200,2022-03-17 00:00:00,BCHSV/USDT,78.264,78.706,77.056,77.854,3994.50503706,311270.95694400764
1647388800,2022-03-16 00:00:00,BCHSV/USDT,75.884,78.344,75.142,78.179,10916.83569198,834853.23268248532
1647302400,2022-03-15 00:00:00,BCHSV/USDT,75.689,76.924,74.107,75.802,10308.22422303,775356.18515961184
1647216000,2022-03-14 00:00:00,BCHSV/USDT,75.209,75.836,73.897,75.649,11164.50179117,836872.17025876076
1647129600,2022-03-13 00:00:00,BCHSV/USDT,77.796,78.771,74.928,75.355,5867.16994489,453233.19495133018
1647043200,2022-03-12 00:00:00,BCHSV/USDT,77.972,79.186,77.719,77.878,5330.56258735,418213.96761928972
1646956800,2022-03-11 00:00:00,BCHSV/USDT,78.628,79.891,77.16,77.964,13745.45412156,1075809.49595788089
1646870400,2022-03-10 00:00:00,BCHSV/USDT,83.352,83.945,77.976,78.667,11587.48999012,923322.09341729386
1646784000,2022-03-09 00:00:00,BCHSV/USDT,78.775,84.094,78.365,83.264,13125.24498073,1080767.25892997698
1646697600,2022-03-08 00:00:00,BCHSV/USDT,76.399,80.292,76.039,78.768,14887.5809565,1161564.90190224373
1646611200,2022-03-07 00:00:00,BCHSV/USDT,77.819,80.039,75.12,76.347,13769.49929056,1066064.51731048786
1646524800,2022-03-06 00:00:00,BCHSV/USDT,81.309,82.507,77.453,77.781,8604.36844717,686496.97460642953
1646438400,2022-03-05 00:00:00,BCHSV/USDT,79.559,81.778,77.969,81.298,7367.56903734,588588.53911068917
1646352000,2022-03-04 00:00:00,BCHSV/USDT,83.487,86.285,78.8,79.513,14457.60605395,1195878.03043458579
1646265600,2022-03-03 00:00:00,BCHSV/USDT,86.028,86.323,82.218,83.446,6754.19911745,568612.81471691964
1646179200,2022-03-02 00:00:00,BCHSV/USDT,87.626,88.458,84.951,86.046,8460.09228151,732091.16518352931
1646092800,2022-03-01 00:00:00,BCHSV/USDT,88.676,91.129,85.648,87.649,11369.65031756,1005812.54249295392
1646006400,2022-02-28 00:00:00,BCHSV/USDT,81.594,88.781,80.793,88.709,10057.23822017,848799.39184876876
1645920000,2022-02-27 00:00:00,BCHSV/USDT,84.883,86.292,80.608,81.668,7142.797181,595384.29985348126
1645833600,2022-02-26 00:00:00,BCHSV/USDT,84.958,87.467,84.151,84.831,6659.55809544,569581.70643808484
1645747200,2022-02-25 00:00:00,BCHSV/USDT,81.913,85.83,81.568,84.981,8026.15223192,672161.48597855338
1645660800,2022-02-24 00:00:00,BCHSV/USDT,82.124,84.629,73.872,81.872,21968.56725434,1713403.62239853643
1645574400,2022-02-23 00:00:00,BCHSV/USDT,83.539,86.208,82.087,82.145,6189.26215876,522841.70495778524
1645488000,2022-02-22 00:00:00,BCHSV/USDT,80.914,83.698,79.435,83.457,8605.96017369,703041.95645470945
1645401600,2022-02-21 00:00:00,BCHSV/USDT,84.534,86.718,80.687,80.896,11511.87389215,968850.59141356174
1645315200,2022-02-20 00:00:00,BCHSV/USDT,87.672,87.806,83.382,84.451,6869.19080531,581361.05190202806
1645228800,2022-02-19 00:00:00,BCHSV/USDT,87.391,88.727,85.716,87.659,4386.5849885,382242.26016734314
1645142400,2022-02-18 00:00:00,BCHSV/USDT,87.641,89.652,86.21,87.408,6273.3097005,551199.09535600858
1645056000,2022-02-17 00:00:00,BCHSV/USDT,94.67,95.142,86.583,87.636,7090.38641544,645476.83706071975
1644969600,2022-02-16 00:00:00,BCHSV/USDT,97.522,97.665,93.54,94.61,4333.50730898,412450.61061779057
1644883200,2022-02-15 00:00:00,BCHSV/USDT,93.84,97.824,93.558,97.487,4048.79492553,387587.06001285497
1644796800,2022-02-14 00:00:00,BCHSV/USDT,92.708,95.086,90.523,93.865,5454.72909376,505011.03654014773
1644710400,2022-02-13 00:00:00,BCHSV/USDT,94.149,95.552,92.474,92.6,3929.72197587,369425.68008201691
1644624000,2022-02-12 00:00:00,BCHSV/USDT,94.724,95.535,92.343,94.13,4834.59381471,454702.34102197099
1644537600,2022-02-11 00:00:00,BCHSV/USDT,98.489,100.644,93.308,94.724,7807.8455378,762990.82210103973
1644451200,2022-02-10 00:00:00,BCHSV/USDT,101.585,103.297,98.18,98.444,7913.76456806,797913.83634549914
1644364800,2022-02-09 00:00:00,BCHSV/USDT,101.322,102.245,98.671,101.608,4484.0387843,451915.79506743993
1644278400,2022-02-08 00:00:00,BCHSV/USDT,102.102,106.177,97.782,101.263,9517.89433139,964709.7783965526
1644192000,2022-02-07 00:00:00,BCHSV/USDT,98.638,103.127,97.179,102.279,7857.92267325,793404.42911575031
1644105600,2022-02-06 00:00:00,BCHSV/USDT,96.941,99.391,95.737,98.643,3801.99779435,371545.11591106849
1644019200,2022-02-05 00:00:00,BCHSV/USDT,95.74,98.408,94.535,96.899,5491.39743648,531420.54506248612
1643932800,2022-02-04 00:00:00,BCHSV/USDT,89.872,95.74,89.117,95.74,6582.65142799,603711.84927494899
1643846400,2022-02-03 00:00:00,BCHSV/USDT,90.035,90.285,87.322,89.917,5003.18859735,444702.66139378361
1643760000,2022-02-02 00:00:00,BCHSV/USDT,91.715,94.462,89.084,89.962,7831.78772799,721161.7844131102
1643673600,2022-02-01 00:00:00,BCHSV/USDT,91.339,92.977,90.44,91.667,5931.63799561,543426.88367141337
1643587200,2022-01-31 00:00:00,BCHSV/USDT,90.457,92.155,87.227,91.375,5985.96851621,539645.21887827586
1643500800,2022-01-30 00:00:00,BCHSV/USDT,92.604,93.079,88.919,90.288,4708.06847351,428908.1028131282
1643414400,2022-01-29 00:00:00,BCHSV/USDT,90.476,93.595,89.929,92.609,4689.2085765,428967.63033662376
