https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EQZ,Volume USDT
1654300800,2022-06-04 00:00:00,EQZ/USDT,0.03569,0.03662,0.03555,0.03594,2804252.94757517,100793.2778176900029
1654214400,2022-06-03 00:00:00,EQZ/USDT,0.03678,0.03888,0.03558,0.03568,3119823.84627301,116063.4818881843738
1654128000,2022-06-02 00:00:00,EQZ/USDT,0.03663,0.03773,0.0363,0.03677,2762655.45133601,101752.9075651626598
1654041600,2022-06-01 00:00:00,EQZ/USDT,0.03788,0.03897,0.03663,0.03668,3032729.90487008,113518.8762545076073
1653955200,2022-05-31 00:00:00,EQZ/USDT,0.03821,0.0405,0.0371,0.03808,3425670.14278918,130813.0252430068461
1653868800,2022-05-30 00:00:00,EQZ/USDT,0.03604,0.05137,0.03576,0.03821,5071308.06083506,202024.2416732413747
1653782400,2022-05-29 00:00:00,EQZ/USDT,0.03453,0.03735,0.0345,0.03604,2876072.67901234,101540.4534871759844
1653696000,2022-05-28 00:00:00,EQZ/USDT,0.03522,0.03537,0.03453,0.03456,2949529.43472366,103474.834122505198
1653609600,2022-05-27 00:00:00,EQZ/USDT,0.03703,0.03706,0.0352,0.03523,2487978.58606844,89198.0045109509105
1653523200,2022-05-26 00:00:00,EQZ/USDT,0.04169,0.0421,0.037,0.03704,3000110.67169419,117128.6870018746033
1653436800,2022-05-25 00:00:00,EQZ/USDT,0.04066,0.04252,0.03964,0.0417,2755604.50010765,114489.1294988958368
1653350400,2022-05-24 00:00:00,EQZ/USDT,0.03846,0.0442,0.03812,0.04082,3415678.98743423,136324.9993773379434
1653264000,2022-05-23 00:00:00,EQZ/USDT,0.03958,0.04033,0.03812,0.03845,2446954.29947543,96180.5156067803162
1653177600,2022-05-22 00:00:00,EQZ/USDT,0.03827,0.0402,0.03796,0.03959,2334530.63337118,91356.3143953498517
1653091200,2022-05-21 00:00:00,EQZ/USDT,0.03925,0.04005,0.03794,0.03826,2451663.3354454,95578.490323098105
1653004800,2022-05-20 00:00:00,EQZ/USDT,0.04088,0.0421,0.03858,0.03924,2381817.53801361,96274.8812244738591
1652918400,2022-05-19 00:00:00,EQZ/USDT,0.04189,0.04211,0.03774,0.04088,2979773.55179327,119524.0129209387253
1652832000,2022-05-18 00:00:00,EQZ/USDT,0.0461,0.0522,0.0416,0.04188,2537034.0677219,113982.895494992424
1652745600,2022-05-17 00:00:00,EQZ/USDT,0.0417,0.047,0.0413,0.046,1127359.10059643,49449.978029887846
1652659200,2022-05-16 00:00:00,EQZ/USDT,0.0431,0.044,0.0412,0.0417,1182950.51824908,50409.134102777946
1652572800,2022-05-15 00:00:00,EQZ/USDT,0.0394,0.0449,0.0391,0.0431,2269140.82161416,94345.313006980344
1652486400,2022-05-14 00:00:00,EQZ/USDT,0.0398,0.0399,0.0383,0.0395,1253774.50311493,48700.181578752352
1652400000,2022-05-13 00:00:00,EQZ/USDT,0.0384,0.0416,0.0383,0.0398,1990874.37315004,79605.065861818932
1652313600,2022-05-12 00:00:00,EQZ/USDT,0.0403,0.0408,0.0381,0.0384,1440215.21333166,56258.43632905582
1652227200,2022-05-11 00:00:00,EQZ/USDT,0.0492,0.0494,0.0401,0.0404,1519737.56623643,66695.630824508351
1652140800,2022-05-10 00:00:00,EQZ/USDT,0.0441,0.0528,0.0435,0.0493,352815.62341202,17532.343720640474
1652054400,2022-05-09 00:00:00,EQZ/USDT,0.0554,0.056,0.0441,0.0441,295115.75907192,14489.212021297767
1651968000,2022-05-08 00:00:00,EQZ/USDT,0.0577,0.0591,0.0551,0.0554,268849.7300841,15365.707405226827
1651881600,2022-05-07 00:00:00,EQZ/USDT,0.0577,0.0608,0.0571,0.0577,135552.16869951,7957.829051982648
1651795200,2022-05-06 00:00:00,EQZ/USDT,0.0586,0.0593,0.0569,0.0576,277792.32043672,16146.407066109065
1651708800,2022-05-05 00:00:00,EQZ/USDT,0.0637,0.0637,0.0574,0.0586,753855.44570439,46158.367384381821
1651622400,2022-05-04 00:00:00,EQZ/USDT,0.0589,0.0637,0.0589,0.0637,983569.25047217,59838.392655245725
1651536000,2022-05-03 00:00:00,EQZ/USDT,0.0593,0.061,0.0589,0.0589,879007.65344885,52468.371197732299
1651449600,2022-05-02 00:00:00,EQZ/USDT,0.0583,0.0637,0.0575,0.0592,998933.85887417,61161.543736128844
1651363200,2022-05-01 00:00:00,EQZ/USDT,0.0599,0.0606,0.0559,0.058,562253.07858428,32872.054774146176
1651276800,2022-04-30 00:00:00,EQZ/USDT,0.066,0.0661,0.0598,0.0599,224751.59030503,14322.366989554437
1651190400,2022-04-29 00:00:00,EQZ/USDT,0.0754,0.0754,0.0655,0.066,722062.32965165,50980.510236196923
1651104000,2022-04-28 00:00:00,EQZ/USDT,0.0771,0.0783,0.0733,0.0754,497364.73533583,37698.471571487803
1651017600,2022-04-27 00:00:00,EQZ/USDT,0.0763,0.0774,0.0741,0.0772,600393.56059734,45604.091268038008
1650931200,2022-04-26 00:00:00,EQZ/USDT,0.082,0.0854,0.0749,0.0763,766300.6859675,62276.084021129584
1650844800,2022-04-25 00:00:00,EQZ/USDT,0.0829,0.0852,0.0806,0.0817,918325.05231305,75726.895227985303
1650758400,2022-04-24 00:00:00,EQZ/USDT,0.082,0.0895,0.0819,0.0829,1190974.000287,100026.571334789889
1650672000,2022-04-23 00:00:00,EQZ/USDT,0.0821,0.084,0.0812,0.082,1116980.2552921,92031.311037437352
1650585600,2022-04-22 00:00:00,EQZ/USDT,0.086,0.087,0.0818,0.0822,1266548.04833873,106391.320405173725
1650499200,2022-04-21 00:00:00,EQZ/USDT,0.0891,0.0917,0.0852,0.086,1419766.18587246,125958.841446612254
1650412800,2022-04-20 00:00:00,EQZ/USDT,0.0889,0.0948,0.0867,0.0892,1649357.96656295,148392.508892733977
1650326400,2022-04-19 00:00:00,EQZ/USDT,0.0923,0.095,0.087,0.0889,1465846.65227517,130767.075258944918
1650240000,2022-04-18 00:00:00,EQZ/USDT,0.0837,0.0971,0.0799,0.0923,2515006.0958225,216592.220280211866
1650153600,2022-04-17 00:00:00,EQZ/USDT,0.0856,0.0876,0.0831,0.0836,1635192.29665173,139004.426251783443
1650067200,2022-04-16 00:00:00,EQZ/USDT,0.0884,0.0944,0.0838,0.0856,1910620.24956499,166839.137062104793
1649980800,2022-04-15 00:00:00,EQZ/USDT,0.0911,0.0924,0.0863,0.0883,1310179.95715014,116020.842626108649
1649894400,2022-04-14 00:00:00,EQZ/USDT,0.0981,0.0997,0.0895,0.0913,710347.37581686,66939.731604118354
1649808000,2022-04-13 00:00:00,EQZ/USDT,0.0905,0.0995,0.09,0.0979,682658.9913115,63968.079680694456
1649721600,2022-04-12 00:00:00,EQZ/USDT,0.0898,0.093,0.088,0.0903,825664.7640357,74337.218622180213
1649635200,2022-04-11 00:00:00,EQZ/USDT,0.0934,0.0961,0.088,0.0899,1113356.35688176,101566.191306944525
1649548800,2022-04-10 00:00:00,EQZ/USDT,0.095,0.0996,0.0931,0.0938,1003246.31577191,96302.430140273938
1649462400,2022-04-09 00:00:00,EQZ/USDT,0.0973,0.0984,0.0927,0.0956,1054399.61341299,100444.114571126152
1649376000,2022-04-08 00:00:00,EQZ/USDT,0.1049,0.1078,0.0941,0.0976,1247102.69788378,125887.068259878066
1649289600,2022-04-07 00:00:00,EQZ/USDT,0.1109,0.1129,0.1006,0.1048,1314405.74676461,141910.832378128583
1649203200,2022-04-06 00:00:00,EQZ/USDT,0.1263,0.1294,0.1102,0.1109,1200987.85449707,143302.650023542109
1649116800,2022-04-05 00:00:00,EQZ/USDT,0.1315,0.1389,0.1256,0.1261,1012071.04211251,134004.276359030506
1649030400,2022-04-04 00:00:00,EQZ/USDT,0.1354,0.1354,0.125,0.1315,945871.76167962,122068.546561444844
1648944000,2022-04-03 00:00:00,EQZ/USDT,0.123,0.1389,0.1212,0.1354,1796569.78077061,235569.463875378682
1648857600,2022-04-02 00:00:00,EQZ/USDT,0.1206,0.1284,0.1189,0.123,1326248.44267535,162796.720309286954
1648771200,2022-04-01 00:00:00,EQZ/USDT,0.1126,0.1205,0.1102,0.1204,857965.26698244,98393.065097803955
1648684800,2022-03-31 00:00:00,EQZ/USDT,0.1227,0.1234,0.1101,0.1125,1339837.03363366,156909.932268530495
1648598400,2022-03-30 00:00:00,EQZ/USDT,0.1186,0.1249,0.1178,0.122,1515220.88707377,182431.595321904643
1648512000,2022-03-29 00:00:00,EQZ/USDT,0.112,0.1249,0.11,0.1185,1747117.02726663,203043.472133946393
1648425600,2022-03-28 00:00:00,EQZ/USDT,0.1086,0.1199,0.1058,0.1121,2209539.04780104,247507.863336560975
1648339200,2022-03-27 00:00:00,EQZ/USDT,0.1059,0.1107,0.1035,0.1088,1926526.74462408,204995.475362491705
1648252800,2022-03-26 00:00:00,EQZ/USDT,0.1038,0.1066,0.1001,0.106,1758228.29888827,182467.188344820571
1648166400,2022-03-25 00:00:00,EQZ/USDT,0.1131,0.1131,0.1022,0.1038,1724650.27357192,185011.762531093363
1648080000,2022-03-24 00:00:00,EQZ/USDT,0.1032,0.117,0.1023,0.113,1817000.91892652,194518.611960783367
1647993600,2022-03-23 00:00:00,EQZ/USDT,0.104,0.1041,0.1017,0.1034,1694412.85821403,173857.105902293045
1647907200,2022-03-22 00:00:00,EQZ/USDT,0.1017,0.1057,0.1012,0.1038,1726785.53967619,178659.108392684265
1647820800,2022-03-21 00:00:00,EQZ/USDT,0.1047,0.1059,0.1005,0.1018,1634344.23087181,169240.626521249417
1647734400,2022-03-20 00:00:00,EQZ/USDT,0.1088,0.1122,0.1023,0.1044,1844331.73339392,199954.61576083297
1647648000,2022-03-19 00:00:00,EQZ/USDT,0.1047,0.1118,0.1025,0.1088,2405077.59918127,259349.46938477386
1647561600,2022-03-18 00:00:00,EQZ/USDT,0.1032,0.1282,0.1017,0.1048,3724945.13552923,408960.317526016975
1647475200,2022-03-17 00:00:00,EQZ/USDT,0.0923,0.11,0.0899,0.1032,3059324.91228719,297317.591143745519
1647388800,2022-03-16 00:00:00,EQZ/USDT,0.0899,0.0957,0.0879,0.0923,2787038.0182684,254711.612988419971
1647302400,2022-03-15 00:00:00,EQZ/USDT,0.0888,0.0951,0.0878,0.0901,2701908.91668312,244261.602761699496
1647216000,2022-03-14 00:00:00,EQZ/USDT,0.0884,0.0888,0.0861,0.0887,2543317.19863267,223340.012620058945
1647129600,2022-03-13 00:00:00,EQZ/USDT,0.0945,0.0953,0.0884,0.0889,2694173.02306824,250978.697025975678
1647043200,2022-03-12 00:00:00,EQZ/USDT,0.0939,0.0966,0.093,0.0947,1922884.15018145,181919.486011838037
1646956800,2022-03-11 00:00:00,EQZ/USDT,0.1048,0.105,0.089,0.0941,2740246.60553295,277131.416936198485
1646870400,2022-03-10 00:00:00,EQZ/USDT,0.1053,0.1058,0.0989,0.1046,2400828.22738922,245969.58078720765
1646784000,2022-03-09 00:00:00,EQZ/USDT,0.1031,0.111,0.1031,0.1054,2162036.77819467,231860.992838737703
1646697600,2022-03-08 00:00:00,EQZ/USDT,0.1023,0.1052,0.1011,0.1032,2239964.6171513,230626.139353590586
1646611200,2022-03-07 00:00:00,EQZ/USDT,0.1073,0.1098,0.1011,0.1025,2380114.82496682,250875.640094461545
1646524800,2022-03-06 00:00:00,EQZ/USDT,0.1113,0.1114,0.1066,0.107,2018092.36507663,219694.913762369524
1646438400,2022-03-05 00:00:00,EQZ/USDT,0.1113,0.1146,0.1072,0.1113,2319713.60425546,254083.976628200306
1646352000,2022-03-04 00:00:00,EQZ/USDT,0.1185,0.1228,0.11,0.1112,1562172.88410354,180142.716418939424
1646265600,2022-03-03 00:00:00,EQZ/USDT,0.1331,0.137,0.1178,0.1185,609583.20135328,77899.401153730312
1646179200,2022-03-02 00:00:00,EQZ/USDT,0.1287,0.1356,0.1246,0.1331,627342.23964218,81551.05940353605
1646092800,2022-03-01 00:00:00,EQZ/USDT,0.1264,0.133,0.1255,0.1287,862290.29564455,111430.362459332338
1646006400,2022-02-28 00:00:00,EQZ/USDT,0.1193,0.1294,0.1166,0.127,1108143.0625798,135946.167345491322
1645920000,2022-02-27 00:00:00,EQZ/USDT,0.1197,0.1338,0.1147,0.1193,1705111.59851169,209853.384741334034
1645833600,2022-02-26 00:00:00,EQZ/USDT,0.0973,0.142,0.0965,0.1198,3703794.45914131,446038.236285698033
1645747200,2022-02-25 00:00:00,EQZ/USDT,0.0949,0.1053,0.0939,0.0972,1420678.60087117,136811.856128767282
1645660800,2022-02-24 00:00:00,EQZ/USDT,0.1007,0.1013,0.0817,0.0954,2196699.42560901,202668.152514203298
1645574400,2022-02-23 00:00:00,EQZ/USDT,0.1094,0.1126,0.1007,0.1009,2344456.90070693,251195.000042032682
1645488000,2022-02-22 00:00:00,EQZ/USDT,0.1119,0.1166,0.1047,0.1093,2549646.13760879,276841.946847835258
1645401600,2022-02-21 00:00:00,EQZ/USDT,0.106,0.119,0.105,0.1118,2940930.94353338,321667.363985864198
1645315200,2022-02-20 00:00:00,EQZ/USDT,0.118,0.1189,0.105,0.106,3273776.20581543,363311.268956700878
1645228800,2022-02-19 00:00:00,EQZ/USDT,0.1205,0.1244,0.1164,0.1181,3586396.54526878,432814.711079837929
1645142400,2022-02-18 00:00:00,EQZ/USDT,0.138,0.1414,0.1185,0.1208,3651764.10232083,474040.291260877887
1645056000,2022-02-17 00:00:00,EQZ/USDT,0.1529,0.1549,0.1355,0.1372,2677572.62885722,387228.610870740783
1644969600,2022-02-16 00:00:00,EQZ/USDT,0.1348,0.1736,0.1294,0.1527,3511149.07537203,508906.263392786521
1644883200,2022-02-15 00:00:00,EQZ/USDT,0.1222,0.1349,0.1202,0.1348,2888694.61294358,365312.713643937818
1644796800,2022-02-14 00:00:00,EQZ/USDT,0.1165,0.1246,0.1135,0.1222,3602199.31183442,426175.601691913373
1644710400,2022-02-13 00:00:00,EQZ/USDT,0.1237,0.1246,0.1165,0.1165,3739004.06734233,455851.89962397872
1644624000,2022-02-12 00:00:00,EQZ/USDT,0.1279,0.1298,0.1218,0.1237,3459762.4043599,433366.757275738158
1644537600,2022-02-11 00:00:00,EQZ/USDT,0.1342,0.137,0.126,0.1279,1540389.23441193,203058.83483517826
1644451200,2022-02-10 00:00:00,EQZ/USDT,0.1407,0.144,0.1312,0.1341,897434.75378755,123325.081163106951
1644364800,2022-02-09 00:00:00,EQZ/USDT,0.131,0.145,0.1275,0.1407,1139862.76882891,154059.227209748305
1644278400,2022-02-08 00:00:00,EQZ/USDT,0.135,0.1398,0.1271,0.131,1158267.61538018,153983.581887985287
1644192000,2022-02-07 00:00:00,EQZ/USDT,0.1273,0.144,0.1267,0.1349,2053880.63105221,277942.698320428069
1644105600,2022-02-06 00:00:00,EQZ/USDT,0.1254,0.1322,0.1215,0.1272,1703916.18841562,212409.862748606125
1644019200,2022-02-05 00:00:00,EQZ/USDT,0.1293,0.1312,0.1223,0.1254,1772076.12453976,223833.004136123325
