https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AMPL,Volume USDT
1663459200000.0,2022-09-18 00:00:00,AMPL/USDT,0.9917,0.9924,0.9904,0.9912,408.4339184826473,404.8397
1663455600000.0,2022-09-17 23:00:00,AMPL/USDT,0.9904,0.9927,0.9904,0.9917,252.2264797821922,250.133
1663452000000.0,2022-09-17 22:00:00,AMPL/USDT,0.9905,0.9905,0.9904,0.9904,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,AMPL/USDT,0.9904,0.9905,0.9904,0.9905,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,AMPL/USDT,0.9904,0.9904,0.9904,0.9904,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,AMPL/USDT,0.9916,0.9916,0.9895,0.9904,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,AMPL/USDT,0.9895,0.9916,0.9895,0.9916,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,AMPL/USDT,0.9883,0.9916,0.9877,0.9895,1.0,0.9895
1663430400000.0,2022-09-17 16:00:00,AMPL/USDT,0.9791,0.997,0.9791,0.9883,2345.0607103106345,2317.6235
1663426800000.0,2022-09-17 15:00:00,AMPL/USDT,0.9764,0.9804,0.9759,0.9791,26.946277193340823,26.3831
1663423200000.0,2022-09-17 14:00:00,AMPL/USDT,0.9582,0.9764,0.9582,0.9764,2168.902908643998,2117.7168
1663419600000.0,2022-09-17 13:00:00,AMPL/USDT,0.9605,0.9605,0.9582,0.9582,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,AMPL/USDT,0.9548,0.9605,0.9515,0.9605,63.55543987506507,61.045
1663412400000.0,2022-09-17 11:00:00,AMPL/USDT,0.9557,0.9575,0.9532,0.9548,3.9983242563887726,3.8176
1663408800000.0,2022-09-17 10:00:00,AMPL/USDT,0.9591,0.9595,0.9546,0.9557,358.53248927487704,342.6495
1663405200000.0,2022-09-17 09:00:00,AMPL/USDT,0.9644,0.9673,0.9578,0.9591,402.2561776665624,385.8039
1663401600000.0,2022-09-17 08:00:00,AMPL/USDT,0.9705,0.9759,0.9644,0.9644,1412.4300082953132,1362.1475
1663398000000.0,2022-09-17 07:00:00,AMPL/USDT,0.9738,0.9749,0.9705,0.9705,69.17537351880473,67.1347
1663394400000.0,2022-09-17 06:00:00,AMPL/USDT,0.9805,0.9816,0.9738,0.9738,91.62600123228589,89.2254
1663390800000.0,2022-09-17 05:00:00,AMPL/USDT,0.982,0.982,0.9805,0.9805,46.00673125956145,45.1096
1663387200000.0,2022-09-17 04:00:00,AMPL/USDT,0.9789,0.9829,0.9782,0.982,1177.8103869653767,1156.6098
1663383600000.0,2022-09-17 03:00:00,AMPL/USDT,0.975,0.9789,0.975,0.9789,2.996731024619471,2.9335
1663380000000.0,2022-09-17 02:00:00,AMPL/USDT,0.9643,0.976,0.9643,0.975,350.52235897435895,341.7593
1663376400000.0,2022-09-17 01:00:00,AMPL/USDT,0.9631,0.966,0.9631,0.9643,822.9147568184175,793.5367
1663372800000.0,2022-09-17 00:00:00,AMPL/USDT,0.9564,0.9724,0.9564,0.9631,976.8809054096148,940.834
1663369200000.0,2022-09-16 23:00:00,AMPL/USDT,0.9512,0.9564,0.9512,0.9564,83.6401087411125,79.9934
1663365600000.0,2022-09-16 22:00:00,AMPL/USDT,0.9545,0.9638,0.9512,0.9512,247.74873843566021,235.6586
1663362000000.0,2022-09-16 21:00:00,AMPL/USDT,0.9539,0.9592,0.9487,0.9545,2328.32016762703,2222.3816
1663358400000.0,2022-09-16 20:00:00,AMPL/USDT,0.9447,0.9539,0.9402,0.9539,1254.1292588321628,1196.3139
1663354800000.0,2022-09-16 19:00:00,AMPL/USDT,0.9385,0.9463,0.9385,0.9447,6.980734624748597,6.5947
1663351200000.0,2022-09-16 18:00:00,AMPL/USDT,0.9647,0.9653,0.9162,0.9385,20703.010015982953,19429.7749
1663347600000.0,2022-09-16 17:00:00,AMPL/USDT,0.9743,0.9743,0.9645,0.9647,495.0901834767285,477.6135
1663344000000.0,2022-09-16 16:00:00,AMPL/USDT,1.0011,1.0036,0.9743,0.9743,3429.3718567176434,3341.237
1663340400000.0,2022-09-16 15:00:00,AMPL/USDT,0.995,1.0011,0.9806,1.0011,230.60543402257517,230.8591
1663336800000.0,2022-09-16 14:00:00,AMPL/USDT,0.983,1.0004,0.983,0.995,804.4807035175879,800.4583
1663333200000.0,2022-09-16 13:00:00,AMPL/USDT,1.0015,1.0017,0.983,0.983,1154.0379450661242,1134.4193
1663329600000.0,2022-09-16 12:00:00,AMPL/USDT,1.0078,1.0086,1.0013,1.0015,2447.664203694458,2451.3357
1663326000000.0,2022-09-16 11:00:00,AMPL/USDT,0.998,1.0078,0.998,1.0078,13.863861877356618,13.972
1663322400000.0,2022-09-16 10:00:00,AMPL/USDT,0.992,0.998,0.9913,0.998,505.3575150300601,504.3468
1663318800000.0,2022-09-16 09:00:00,AMPL/USDT,0.9965,0.9965,0.992,0.992,4.008064516129032,3.976
1663315200000.0,2022-09-16 08:00:00,AMPL/USDT,0.9999,1.0008,0.9936,0.9965,274.722729553437,273.7612
1663311600000.0,2022-09-16 07:00:00,AMPL/USDT,1.0078,1.0078,0.9994,0.9999,259.3773377337734,259.3514
1663308000000.0,2022-09-16 06:00:00,AMPL/USDT,0.9946,1.0087,0.9946,1.0078,1784.8385592379439,1798.7603
1663304400000.0,2022-09-16 05:00:00,AMPL/USDT,0.9927,0.9961,0.9919,0.9946,254.37814196661975,253.0045
1663300800000.0,2022-09-16 04:00:00,AMPL/USDT,0.9935,1.0009,0.9919,0.9927,869.4138208925153,863.0671
1663297200000.0,2022-09-16 03:00:00,AMPL/USDT,0.9889,0.9936,0.9889,0.9935,51.964267740312025,51.6265
1663293600000.0,2022-09-16 02:00:00,AMPL/USDT,0.9961,0.9965,0.9862,0.9889,469.5314996460714,464.3197
1663290000000.0,2022-09-16 01:00:00,AMPL/USDT,0.9884,0.9966,0.9847,0.9961,0.9980925609878526,0.9942
1663286400000.0,2022-09-16 00:00:00,AMPL/USDT,0.9902,0.9902,0.9828,0.9884,115.15216511533792,113.8164
1663282800000.0,2022-09-15 23:00:00,AMPL/USDT,1.0002,1.0002,0.9902,0.9902,389.049787921632,385.2371
1663279200000.0,2022-09-15 22:00:00,AMPL/USDT,1.0147,1.0154,1.0002,1.0002,1130.2743451309736,1130.5004
1663275600000.0,2022-09-15 21:00:00,AMPL/USDT,0.9705,1.0311,0.9652,1.0147,18483.720705627282,18755.4314
1663272000000.0,2022-09-15 20:00:00,AMPL/USDT,0.9738,0.9738,0.9705,0.9705,64.00061823802163,62.1126
1663268400000.0,2022-09-15 19:00:00,AMPL/USDT,0.9709,0.9738,0.9707,0.9738,432.1794002875333,420.8563
1663264800000.0,2022-09-15 18:00:00,AMPL/USDT,0.9705,0.9807,0.9672,0.9709,3462.6798846431147,3361.9159
1663261200000.0,2022-09-15 17:00:00,AMPL/USDT,0.9636,0.9806,0.9585,0.9705,12552.303967027305,12182.011
1663257600000.0,2022-09-15 16:00:00,AMPL/USDT,0.9525,0.9636,0.9525,0.9636,623.5980697384807,600.8991
1663254000000.0,2022-09-15 15:00:00,AMPL/USDT,0.9945,0.9974,0.943,0.9525,25237.820367454067,24039.0239
1663250400000.0,2022-09-15 14:00:00,AMPL/USDT,1.0421,1.0641,0.9902,0.9945,12849.521568627451,12778.8492
1663246800000.0,2022-09-15 13:00:00,AMPL/USDT,1.0441,1.0441,1.0412,1.0421,6.999808079838787,7.2945
1663243200000.0,2022-09-15 12:00:00,AMPL/USDT,1.0506,1.052,1.0413,1.0441,1495.278900488459,1561.2207
1663239600000.0,2022-09-15 11:00:00,AMPL/USDT,1.05,1.0507,1.05,1.0506,95.00371216447745,99.8109
1663236000000.0,2022-09-15 10:00:00,AMPL/USDT,1.0414,1.05,1.0394,1.05,1720.2501904761905,1806.2627
1663232400000.0,2022-09-15 09:00:00,AMPL/USDT,1.0515,1.0515,1.0368,1.0414,8731.300364893412,9092.7762
1663228800000.0,2022-09-15 08:00:00,AMPL/USDT,1.0551,1.0615,1.0487,1.0515,4080.484640989063,4290.6296
1663225200000.0,2022-09-15 07:00:00,AMPL/USDT,1.0384,1.0551,1.0384,1.0551,371.8240925030803,392.3116
1663221600000.0,2022-09-15 06:00:00,AMPL/USDT,1.0367,1.0432,1.0264,1.0384,9483.186055469952,9847.3404
1663218000000.0,2022-09-15 05:00:00,AMPL/USDT,1.0395,1.0423,1.0308,1.0367,3741.279540850777,3878.5845
1663214400000.0,2022-09-15 04:00:00,AMPL/USDT,1.0518,1.0518,1.0385,1.0395,390.95209235209234,406.3947
1663210800000.0,2022-09-15 03:00:00,AMPL/USDT,1.0765,1.0779,1.0518,1.0518,4544.610572352158,4780.0214
1663207200000.0,2022-09-15 02:00:00,AMPL/USDT,1.0721,1.0797,1.0721,1.0765,170.18058522991174,183.1994
1663203600000.0,2022-09-15 01:00:00,AMPL/USDT,1.0736,1.0825,1.0624,1.0721,3359.058390075553,3601.2465
1663200000000.0,2022-09-15 00:00:00,AMPL/USDT,1.0765,1.0833,1.071,1.0736,152.93796572280178,164.1942
1663196400000.0,2022-09-14 23:00:00,AMPL/USDT,1.0842,1.0842,1.0732,1.0765,38.18327914537854,41.1043
1663192800000.0,2022-09-14 22:00:00,AMPL/USDT,1.0688,1.0855,1.0685,1.0842,695.177365799668,753.7113
1663189200000.0,2022-09-14 21:00:00,AMPL/USDT,1.0584,1.0688,1.0552,1.0688,1217.5013098802397,1301.2654
1663185600000.0,2022-09-14 20:00:00,AMPL/USDT,1.0624,1.0627,1.0553,1.0584,1522.8938019652305,1611.8308
1663182000000.0,2022-09-14 19:00:00,AMPL/USDT,1.0591,1.0669,1.051,1.0624,1493.378294427711,1586.5651
1663178400000.0,2022-09-14 18:00:00,AMPL/USDT,1.0721,1.0739,1.056,1.0591,335.8870739306959,355.738
1663174800000.0,2022-09-14 17:00:00,AMPL/USDT,1.085,1.0866,1.0721,1.0721,3966.6712993190936,4252.6683
1663171200000.0,2022-09-14 16:00:00,AMPL/USDT,1.0992,1.0992,1.0841,1.085,3919.978801843318,4253.177
1663167600000.0,2022-09-14 15:00:00,AMPL/USDT,1.0977,1.1007,1.094,1.0992,113.1326419213974,124.3554
1663164000000.0,2022-09-14 14:00:00,AMPL/USDT,1.092,1.0994,1.0887,1.0977,293.6658467705202,322.357
1663160400000.0,2022-09-14 13:00:00,AMPL/USDT,1.0927,1.1021,1.0852,1.092,3288.6784798534795,3591.2369
1663156800000.0,2022-09-14 12:00:00,AMPL/USDT,1.0906,1.0927,1.0766,1.0927,274.81541136634024,300.2908
1663153200000.0,2022-09-14 11:00:00,AMPL/USDT,1.095,1.0956,1.089,1.0906,0.9985329176600036,1.089
1663149600000.0,2022-09-14 10:00:00,AMPL/USDT,1.0966,1.1003,1.092,1.095,76.10657534246575,83.3367
1663146000000.0,2022-09-14 09:00:00,AMPL/USDT,1.0924,1.116,1.0811,1.0966,4979.264271384279,5460.2612
1663142400000.0,2022-09-14 08:00:00,AMPL/USDT,1.0999,1.0999,1.0871,1.0924,518.583943610399,566.5011
1663138800000.0,2022-09-14 07:00:00,AMPL/USDT,1.0901,1.1117,1.0901,1.0999,530.472770251841,583.467
1663135200000.0,2022-09-14 06:00:00,AMPL/USDT,1.0729,1.0902,1.0625,1.0901,1735.2001651224657,1891.5417
1663131600000.0,2022-09-14 05:00:00,AMPL/USDT,1.0784,1.0791,1.0726,1.0729,338.79429583372166,363.4924
1663128000000.0,2022-09-14 04:00:00,AMPL/USDT,1.054,1.0784,1.0533,1.0784,275.0958827893175,296.6634
1663124400000.0,2022-09-14 03:00:00,AMPL/USDT,1.0488,1.054,1.0453,1.054,0.0,0.0
1663120800000.0,2022-09-14 02:00:00,AMPL/USDT,1.0406,1.0488,1.0406,1.0488,386.5079138062548,405.3695
1663117200000.0,2022-09-14 01:00:00,AMPL/USDT,1.0391,1.0498,1.0391,1.0406,40.11387660964828,41.7425
1663113600000.0,2022-09-14 00:00:00,AMPL/USDT,1.0544,1.0544,1.0388,1.0391,2258.635742469445,2346.9484
1663110000000.0,2022-09-13 23:00:00,AMPL/USDT,1.0589,1.0589,1.0543,1.0544,253.56999241274656,267.3642
1663106400000.0,2022-09-13 22:00:00,AMPL/USDT,1.0579,1.06,1.0564,1.0589,0.0,0.0
1663102800000.0,2022-09-13 21:00:00,AMPL/USDT,1.0665,1.0715,1.0564,1.0579,5256.532848095282,5560.8861
1663099200000.0,2022-09-13 20:00:00,AMPL/USDT,1.0663,1.0799,1.0479,1.0665,11479.746366619784,12243.1495
1663095600000.0,2022-09-13 19:00:00,AMPL/USDT,1.0674,1.0738,1.0521,1.0663,1522.5918597017726,1623.5397
1663092000000.0,2022-09-13 18:00:00,AMPL/USDT,1.0887,1.091,1.0667,1.0674,1334.1229154955968,1424.0428
1663088400000.0,2022-09-13 17:00:00,AMPL/USDT,1.0716,1.0945,1.0685,1.0887,6829.707357398733,7435.5024
1663084800000.0,2022-09-13 16:00:00,AMPL/USDT,1.0792,1.0837,1.0674,1.0716,3078.2182717431874,3298.6187
1663081200000.0,2022-09-13 15:00:00,AMPL/USDT,1.0736,1.0854,1.0706,1.0792,4318.689955522609,4660.7302
1663077600000.0,2022-09-13 14:00:00,AMPL/USDT,1.0831,1.0941,1.0729,1.0736,1737.7971311475408,1865.699
1663074000000.0,2022-09-13 13:00:00,AMPL/USDT,1.0892,1.1046,1.0824,1.0831,13698.567906933802,14836.9189
1663070400000.0,2022-09-13 12:00:00,AMPL/USDT,1.269,1.2708,1.0892,1.0892,9108.183070143225,9920.633
1663066800000.0,2022-09-13 11:00:00,AMPL/USDT,1.279,1.2823,1.2599,1.269,263.69952718676126,334.6347
1663063200000.0,2022-09-13 10:00:00,AMPL/USDT,1.2366,1.2909,1.2284,1.279,13357.269663799843,17083.9479
1663059600000.0,2022-09-13 09:00:00,AMPL/USDT,1.2409,1.2409,1.2281,1.2366,52.95059032831959,65.4787
1663056000000.0,2022-09-13 08:00:00,AMPL/USDT,1.2544,1.2544,1.2409,1.2409,1513.4610363445886,1878.0538
1663052400000.0,2022-09-13 07:00:00,AMPL/USDT,1.2486,1.2544,1.2486,1.2544,0.0,0.0
1663048800000.0,2022-09-13 06:00:00,AMPL/USDT,1.2486,1.2536,1.2485,1.2486,35.083533557584495,43.8053
1663045200000.0,2022-09-13 05:00:00,AMPL/USDT,1.242,1.252,1.2413,1.2486,918.0562229697263,1146.285
1663041600000.0,2022-09-13 04:00:00,AMPL/USDT,1.2266,1.2471,1.2266,1.242,1335.2082125603865,1658.3286
1663038000000.0,2022-09-13 03:00:00,AMPL/USDT,1.2259,1.2281,1.2248,1.2266,4.000407630849503,4.9069
1663034400000.0,2022-09-13 02:00:00,AMPL/USDT,1.2425,1.2425,1.2161,1.2259,1896.544090056285,2324.9734
1663030800000.0,2022-09-13 01:00:00,AMPL/USDT,1.2507,1.2571,1.2413,1.2425,6471.643541247486,8041.0171
1663027200000.0,2022-09-13 00:00:00,AMPL/USDT,1.2646,1.2676,1.247,1.2507,5409.864475893501,6766.1175
1663023600000.0,2022-09-12 23:00:00,AMPL/USDT,1.2606,1.2668,1.2606,1.2646,1623.8272180926776,2053.4919
1663020000000.0,2022-09-12 22:00:00,AMPL/USDT,1.2574,1.2615,1.2555,1.2606,3.9968269078216725,5.0384
1663016400000.0,2022-09-12 21:00:00,AMPL/USDT,1.2807,1.2807,1.2475,1.2574,6461.013201845077,8124.078
1663012800000.0,2022-09-12 20:00:00,AMPL/USDT,1.2368,1.2854,1.2368,1.2807,9050.071679550245,11590.4268
1663009200000.0,2022-09-12 19:00:00,AMPL/USDT,1.2195,1.2368,1.2188,1.2368,611.6099611901683,756.4392
1663005600000.0,2022-09-12 18:00:00,AMPL/USDT,1.2187,1.2258,1.2184,1.2195,168.25830258302582,205.191
1663002000000.0,2022-09-12 17:00:00,AMPL/USDT,1.2227,1.2228,1.2159,1.2187,413.3319931074096,503.7277
1662998400000.0,2022-09-12 16:00:00,AMPL/USDT,1.2507,1.2507,1.2154,1.2227,4680.048253864399,5722.295
1662994800000.0,2022-09-12 15:00:00,AMPL/USDT,1.2951,1.2951,1.2472,1.2507,8700.114176061406,10881.2328
1662991200000.0,2022-09-12 14:00:00,AMPL/USDT,1.2961,1.301,1.2951,1.2951,0.0,0.0
1662987600000.0,2022-09-12 13:00:00,AMPL/USDT,1.2984,1.3007,1.2951,1.2961,16.05045906951624,20.803
1662984000000.0,2022-09-12 12:00:00,AMPL/USDT,1.2968,1.3061,1.295,1.2984,5053.70055452865,6561.7248
1662980400000.0,2022-09-12 11:00:00,AMPL/USDT,1.2581,1.2969,1.2581,1.2968,2253.5967766810613,2922.4643
1662976800000.0,2022-09-12 10:00:00,AMPL/USDT,1.2607,1.2607,1.2536,1.2581,1935.775216596455,2435.3988
1662973200000.0,2022-09-12 09:00:00,AMPL/USDT,1.2662,1.2689,1.2599,1.2607,2287.029586737527,2883.2582
1662969600000.0,2022-09-12 08:00:00,AMPL/USDT,1.2477,1.2662,1.2443,1.2662,1663.2006791975991,2105.9447
1662966000000.0,2022-09-12 07:00:00,AMPL/USDT,1.2417,1.2488,1.2394,1.2477,2099.188106115252,2619.157
1662962400000.0,2022-09-12 06:00:00,AMPL/USDT,1.2265,1.2445,1.2246,1.2417,1755.0515422404767,2179.2475
1662958800000.0,2022-09-12 05:00:00,AMPL/USDT,1.2156,1.2266,1.2083,1.2265,6609.349449653486,8106.3671
1662955200000.0,2022-09-12 04:00:00,AMPL/USDT,1.219,1.2255,1.2089,1.2156,2422.766535044422,2945.115
1662951600000.0,2022-09-12 03:00:00,AMPL/USDT,1.237,1.2374,1.2189,1.219,2185.76127973749,2664.443
1662948000000.0,2022-09-12 02:00:00,AMPL/USDT,1.2766,1.2812,1.2289,1.237,5784.531285367824,7155.4652
1662944400000.0,2022-09-12 01:00:00,AMPL/USDT,1.2748,1.2888,1.2373,1.2766,11930.754660817798,15230.8014
1662940800000.0,2022-09-12 00:00:00,AMPL/USDT,1.2731,1.281,1.2731,1.2748,1277.141512394101,1628.1
1662937200000.0,2022-09-11 23:00:00,AMPL/USDT,1.2703,1.2757,1.2682,1.2731,47.025449689733726,59.8681
1662933600000.0,2022-09-11 22:00:00,AMPL/USDT,1.2599,1.2755,1.2592,1.2703,6861.282767850114,8715.8875
1662930000000.0,2022-09-11 21:00:00,AMPL/USDT,1.2756,1.2846,1.2599,1.2599,535.9072942297008,675.1896
1662926400000.0,2022-09-11 20:00:00,AMPL/USDT,1.3299,1.339,1.2409,1.2756,15415.547742238947,19664.0727
1662922800000.0,2022-09-11 19:00:00,AMPL/USDT,1.3404,1.3404,1.3054,1.3299,1466.097375742537,1949.7629
1662919200000.0,2022-09-11 18:00:00,AMPL/USDT,1.3266,1.3494,1.3235,1.3404,2664.1458519844823,3571.0211
1662915600000.0,2022-09-11 17:00:00,AMPL/USDT,1.319,1.3304,1.3055,1.3266,551.8848937132519,732.1305
1662912000000.0,2022-09-11 16:00:00,AMPL/USDT,1.3074,1.319,1.3072,1.319,919.1055344958302,1212.3002
1662908400000.0,2022-09-11 15:00:00,AMPL/USDT,1.2856,1.3171,1.2856,1.3074,3107.12513385345,4062.2554
1662904800000.0,2022-09-11 14:00:00,AMPL/USDT,1.2923,1.3082,1.2856,1.2856,11850.55997199751,15235.0799
1662901200000.0,2022-09-11 13:00:00,AMPL/USDT,1.2598,1.2923,1.2472,1.2923,3696.7205757177126,4777.272
1662897600000.0,2022-09-11 12:00:00,AMPL/USDT,1.2568,1.2598,1.237,1.2598,1681.3002063819652,2118.102
1662894000000.0,2022-09-11 11:00:00,AMPL/USDT,1.272,1.272,1.2568,1.2568,1410.983450031827,1773.324
1662890400000.0,2022-09-11 10:00:00,AMPL/USDT,1.2693,1.279,1.2611,1.272,7756.2481918239,9865.9477
1662886800000.0,2022-09-11 09:00:00,AMPL/USDT,1.2765,1.287,1.2621,1.2693,3088.0854014023475,3919.7068
1662883200000.0,2022-09-11 08:00:00,AMPL/USDT,1.2845,1.2845,1.2613,1.2765,6890.786447316883,8796.0889
1662879600000.0,2022-09-11 07:00:00,AMPL/USDT,1.2018,1.2875,1.2018,1.2845,5394.33164655508,6929.019
1662876000000.0,2022-09-11 06:00:00,AMPL/USDT,1.1843,1.2281,1.1839,1.2018,9867.443334997504,11858.6934
1662872400000.0,2022-09-11 05:00:00,AMPL/USDT,1.1621,1.1898,1.1608,1.1843,2059.8943679810864,2439.5329
1662868800000.0,2022-09-11 04:00:00,AMPL/USDT,1.1692,1.1744,1.1595,1.1621,3297.049823595216,3831.5016
1662865200000.0,2022-09-11 03:00:00,AMPL/USDT,1.1594,1.1758,1.1594,1.1692,11351.189360246322,13271.8106
1662861600000.0,2022-09-11 02:00:00,AMPL/USDT,1.1524,1.1604,1.1481,1.1594,418.59686044505776,485.3212
1662858000000.0,2022-09-11 01:00:00,AMPL/USDT,1.1532,1.1619,1.1451,1.1524,991.3831135022562,1142.4699
1662854400000.0,2022-09-11 00:00:00,AMPL/USDT,1.1425,1.1533,1.1391,1.1532,5154.106659729448,5943.7158
1662850800000.0,2022-09-10 23:00:00,AMPL/USDT,1.1319,1.1489,1.1301,1.1425,1971.640350109409,2252.5991
1662847200000.0,2022-09-10 22:00:00,AMPL/USDT,1.1005,1.1341,1.1005,1.1319,1817.914745118827,2057.6977
1662843600000.0,2022-09-10 21:00:00,AMPL/USDT,1.0947,1.1032,1.0946,1.1005,1148.3095865515675,1263.7147
1662840000000.0,2022-09-10 20:00:00,AMPL/USDT,1.0954,1.0979,1.0894,1.0947,199.08943089430895,217.9432
1662836400000.0,2022-09-10 19:00:00,AMPL/USDT,1.0875,1.0955,1.0867,1.0954,204.003195179843,223.4651
1662832800000.0,2022-09-10 18:00:00,AMPL/USDT,1.0811,1.0875,1.08,1.0875,0.0,0.0
1662829200000.0,2022-09-10 17:00:00,AMPL/USDT,1.0722,1.0811,1.0719,1.0811,759.8716122467857,821.4972
1662825600000.0,2022-09-10 16:00:00,AMPL/USDT,1.0689,1.0736,1.0545,1.0722,10908.505409438538,11696.0995
1662822000000.0,2022-09-10 15:00:00,AMPL/USDT,1.0518,1.0768,1.0517,1.0689,7368.216952006736,7875.8871
1662818400000.0,2022-09-10 14:00:00,AMPL/USDT,1.0501,1.052,1.0476,1.0518,0.9960068454078722,1.0476
1662814800000.0,2022-09-10 13:00:00,AMPL/USDT,1.0502,1.0506,1.0488,1.0501,0.9987620226645081,1.0488
1662811200000.0,2022-09-10 12:00:00,AMPL/USDT,1.0481,1.0525,1.048,1.0502,160.12797562369073,168.1664
1662807600000.0,2022-09-10 11:00:00,AMPL/USDT,1.0655,1.0655,1.0476,1.0481,2314.696307604236,2426.0332
1662804000000.0,2022-09-10 10:00:00,AMPL/USDT,1.0683,1.0683,1.0646,1.0655,2235.1524167057723,2381.5549
1662800400000.0,2022-09-10 09:00:00,AMPL/USDT,1.0682,1.0692,1.0645,1.0683,121.0050547598989,129.2697
1662796800000.0,2022-09-10 08:00:00,AMPL/USDT,1.075,1.075,1.0579,1.0682,3030.8804530986704,3237.5865
1662793200000.0,2022-09-10 07:00:00,AMPL/USDT,1.0799,1.0835,1.0715,1.075,1147.183069767442,1233.2218
1662789600000.0,2022-09-10 06:00:00,AMPL/USDT,1.0764,1.0805,1.071,1.0799,342.9389758310955,370.3398
1662786000000.0,2022-09-10 05:00:00,AMPL/USDT,1.0754,1.0805,1.0628,1.0764,691.5928093645485,744.4305
1662782400000.0,2022-09-10 04:00:00,AMPL/USDT,1.0736,1.0802,1.0719,1.0754,1494.9517388878558,1607.6711
1662778800000.0,2022-09-10 03:00:00,AMPL/USDT,1.0756,1.077,1.0652,1.0736,1681.2751490312965,1805.017
1662775200000.0,2022-09-10 02:00:00,AMPL/USDT,1.0595,1.0756,1.0595,1.0756,131.40749349200448,141.3419
1662771600000.0,2022-09-10 01:00:00,AMPL/USDT,1.0647,1.0655,1.0595,1.0595,2.0020764511562055,2.1212
1662768000000.0,2022-09-10 00:00:00,AMPL/USDT,1.0635,1.0689,1.0616,1.0647,2198.03888419273,2340.252
1662764400000.0,2022-09-09 23:00:00,AMPL/USDT,1.0669,1.0673,1.0616,1.0635,1696.5144334743773,1804.2431
1662760800000.0,2022-09-09 22:00:00,AMPL/USDT,1.0624,1.0689,1.0624,1.0669,422.1909269847221,450.4355
1662757200000.0,2022-09-09 21:00:00,AMPL/USDT,1.0599,1.0632,1.0565,1.0624,51.003859186746986,54.1865
1662753600000.0,2022-09-09 20:00:00,AMPL/USDT,1.0579,1.06,1.0563,1.0599,132.796112840834,140.7506
